@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute bug {1,0}

@data
0,0.003884,0.000863,2317,1,25,7,1,1
0,0.006477,0.000432,2316,1,25,4,1,1
0.996792,0.005832,0,1286,1,30,73,1,1
0,0.003474,0,2303,1,25,27,1,0
0.962947,0.002301,0.001022,1304,1,27,36,0.666667,1
0.720696,0.027913,0.021358,411.217391,1,35,1937,0.913043,1
0,0.000435,0.000435,2298,1,25,7,1,1
1,0.000793,0,1260.5,1,29,133,1,0
0.67774,0.024343,0.000964,829.8,1,31,93,1,1
0,0.000437,0.000437,2288,1,23,5,1,0
0,0.000437,0.000437,2288,1,23,1,1,0
0,0.000874,0.000874,2288,1,23,8,1,0
0,0.008741,0,2288,1,23,16,1,1
0,0.00088,0.00044,2272,1,23,3,1,0
0,0.021145,0.014978,2270,1,23,1,1,0
0,0.001785,0.000892,2241,1,22,5,1,0
0,0.000446,0.000446,2240,1,22,7,1,0
0,0.000446,0.000446,2240,1,22,2,1,0
0,0.000446,0.000446,2240,1,22,13,1,0
0.745943,0.062921,0.000613,699.285714,1,30,245,0.714286,1
0,0.000922,0,2170,1,22,3,1,0
0,0.000462,0.000462,2166,1,22,3,1,0
0.845351,0.003671,0.000367,1362,1,22,29,1,1
0.704835,0.015043,0.010964,980.5,1,28,42,1,1
0,0.000462,0.000462,2165,1,22,1,1,0
0,0.000924,0.000924,2165,1,22,23,1,1
0,0.000463,0.000463,2161,1,22,9,1,0
0,0.000463,0.000463,2161,1,22,15,1,0
0,0.000925,0.000925,2161,1,21,2,1,0
0.924421,0.002757,0.002256,798,1,27,89,0.8,0
0,0.000925,0.000463,2161,1,21,2,1,0
0,0.000929,0.000929,2153,1,20,2,1,1
0,0.000464,0.000464,2153,1,20,21,1,0
0,0.011147,0.000464,2153,1,20,0,1,1
0,0.000468,0.007494,2135,1,20,1,1,1
0,0.007459,0.000466,2145,1,20,1,1,1
0.7393,0.006975,0.03848,831.6,1,26,57,1,1
0,0.015435,0.016838,2138,1,20,5,1,1
0,0.004677,0.005613,2138,1,20,3,1,0
0.904381,0.019293,0.000804,1244,1,20,5,1,0
0,0.000482,0.000482,2073,1,20,1,1,0
0,0.008201,0.01206,2073,1,20,0,1,1
0,0.00097,0.00097,2062,1,20,0,1,0
0,0.010721,0.006335,2052,1,20,1,1,0
0,0.003444,0.00287,1742,1,20,5,1,0
0.95282,0.002219,0.002219,901.25,1,24,17,1,0
0,0.001722,0.000574,1742,0,20,1,1,0
0,0.002874,0.005172,1740,1,20,0,1,1
0,0.025244,0.015491,1743,1,20,3,1,1
0,0.001157,0.000578,1729,1,20,1,1,0
0,0.001157,0.001157,1728,1,20,0,1,1
0,0.019676,0.005208,1728,1,20,2,1,1
0,0.000576,0.000576,1737,1,20,1,1,0
0.851602,0.003708,0.003708,419.555556,0,25,9,0.111111,0
0,0.002301,0.000575,1738,1,19,0,1,0
0,0.008078,0.013849,1733,1,19,3,1,0
0,0.00115,0.000575,1739,1,19,0,1,0
0.696212,0.008651,0.000577,867,1,19,288,1,1
0,0.000587,0.000587,1704,1,19,0,1,0
0.977418,0.003181,0.003579,1257.5,1,23,26,1,1
0,0.004308,0.008,1625,1,19,6,1,0
0,0.004923,0.005538,1625,1,19,0,1,1
0.595906,0.00454,0.000908,1101.333333,1,23,28,1,0
0,0.003755,0.000626,1598,1,18,0,1,0
0.877962,0.014543,0.006981,859.5,1,18,17,1,0
0,0.000629,0,1590,1,18,1,1,1
0.468996,0,0.004052,1234,1,21,6,0.5,0
0,0.006378,0,1568,1,17,1,1,0
0,0.000639,0.000639,1564,1,17,13,1,0
0,0.026854,0.007673,1564,1,17,7,1,1
0,0.001943,0,1544,1,17,4,1,0
0,0.012953,0.007772,1544,1,16,1,1,1
0,0.000651,0.000651,1535,1,16,0,1,0
0,0.000651,0.000651,1535,1,16,0,1,1
0,0.000654,0.000654,1529,1,16,0,1,0
0,0.001962,0.001962,1529,1,16,0,1,0
0,0.021597,0.002618,1528,1,16,8,1,1
0,0.024455,0.005288,1513,1,16,3,1,1
0.315057,0.044963,0.006245,1201,1,20,0,0.5,1
0,0.010951,0.010267,1461,1,16,2,1,1
0,0.019204,0.032236,1458,1,16,6,1,1
0,0.004791,0.003422,1461,1,16,4,1,0
0.332896,0.027611,0.00354,941.666667,1,21,84,1,1
0,0.001371,0.000685,1459,1,15,1,1,0
0,0.002743,0.000686,1458,1,15,1,1,0
0.953632,0.040057,0.004769,699,1,19,104,1,1
0,0.002083,0.002083,1440,1,15,7,1,0
0,0.001389,0,1440,1,15,5,1,0
0,0.002086,0.001391,1438,1,15,2,1,0
0.995727,0.006562,0.004812,1143,1,20,8,0.5,0
0,0.001404,0.000702,1425,1,15,14,1,0
0,0.000702,0.000702,1424,1,15,0,1,0
0,0.001404,0.000702,1424,1,15,2,1,0
0,0.001404,0.001404,1424,1,15,0,1,0
0,0.000702,0.000702,1424,1,15,0,1,0
0,0.013343,0,1424,1,15,1,1,1
0,0.035411,0.015581,1412,1,15,4,1,0
0,0.000719,0.000719,1391,0,15,4,1,0
0,0.010065,0,1391,1,15,0,1,1
0,0.001458,0.001458,1372,1,15,11,1,0
0,0.000729,0.000729,1372,1,14,35,1,0
0,0.002232,0.000744,1344,1,14,12,1,0
0.977418,0.002742,0.005027,1094,1,18,14,1,1
0,0.006696,0.000744,1344,1,13,8,1,1
0,0.017126,0.000745,1343,1,12,15,1,1
0,0.001505,0.00301,1329,1,12,18,1,0
0,0.001506,0,1328,1,12,0,1,0
0,0.001506,0.001506,1328,1,12,23,1,1
0,0.003012,0.002259,1328,1,11,0,1,1
0.896038,0.002984,0.004973,1005.5,1,15,1,1,1
0.550984,0.016941,0.005808,1033,1,14,25,1,0
0,0.003885,0.000777,1287,1,10,0,1,0
0,0.002333,0,1286,1,10,2,1,1
0,0.006235,0.007015,1283,1,10,1,1,1
0,0.055167,0,1287,1,10,2,1,1
0,0.000833,0.000833,1200,1,10,5,1,1
0,0.10241,0.089501,1162,1,10,7,1,1
0.811278,0.000835,0.005848,598.5,1,13,17,1,0
0,0.007779,0.004322,1157,1,10,1,1,0
0.836641,0.005958,0.000917,1091,1,15,18,1,1
0,0.00434,0.000868,1152,1,10,10,1,0
0.772947,0.010946,0.003518,639.5,1,15,53,1,1
0,0.005213,0.00695,1151,1,10,0,1,1
1,0.009205,0.004184,597.5,1,13,251,1,1
0,0.011314,0.004352,1149,1,10,0,1,0
0,0.004378,0.000876,1142,1,10,1,1,0
0,0.027122,0.025372,1143,1,10,2,1,1
0,0.003512,0.002634,1139,1,10,6,1,0
0.771701,0.022386,0.085385,625.4,1,14,151,0.8,1
0,0.000873,0.000873,1145,0,9,1,1,0
0,0.003493,0.003493,1145,0,9,0,1,0
0.864974,0.001446,0.002169,461,1,14,0,0.333333,0
0.820112,0.013859,0.010128,469,1,14,42,0.5,1
0,0.000877,0.000877,1140,1,8,1,1,1
0,0.002632,0.002632,1140,1,8,2,1,0
0,0.029825,0.023684,1140,1,8,6,1,0
0,0.025618,0,1132,1,8,2,1,0
0,0.001799,0.000899,1112,1,8,0,1,0
0,0.0009,0.0009,1111,1,8,4,1,0
0.683186,0.044657,0.012627,463.857143,1,13,810,1,1
0,0.000933,0.000933,1072,1,8,2,1,1
0,0.010261,0.009328,1072,1,8,4,1,1
0,0.117647,0.015873,1071,1,8,23,1,1
0,0.06409,0.067141,983,1,8,0,1,1
0,0.08502,0.008097,988,1,8,0,1,1
0.434926,0.206716,0.036726,635.333333,1,8,170,1,1
0.334649,0.018001,0.009311,537,1,14,80,1,0
0,0.065946,0,925,1,8,34,1,1
0,0.003356,0.004474,894,1,8,0,1,1
0,0.01566,0.00783,894,1,8,52,1,1
0,0.002247,0.002247,890,0,7,0,1,0
0,0.056387,0.042578,869,1,7,2,1,0
0,0.018583,0,861,1,7,13,1,0
0,0.0047,0.001175,851,0,7,17,1,0
0,0.012926,0.010576,851,1,7,0,1,1
0,0.001178,0,849,1,7,6,1,0
0,0.007075,0.003538,848,1,7,8,1,1
0,0.001183,0.001183,845,0,7,26,1,0
0,0.063905,0.014201,845,1,7,6,1,1
0,0.001199,0.001199,834,0,6,0,1,0
0,0.013189,0.005995,834,1,6,3,1,0
0,0.008434,0.001205,830,0,6,11,1,0
0,0.001206,0.001206,829,0,5,43,1,0
0,0.001206,0.002413,829,0,4,4,1,0
0,0.00241,0.001205,830,0,4,15,1,0
0.784423,0.064862,0.018386,489.5,0,7,18,0.75,1
0,0.015625,0.002604,768,1,2,1,1,0
0,0.004071,0.004071,737,0,2,1,1,0
0.811278,0.003086,0.001029,486,1,2,41,1,1
0,0.001359,0.001359,736,1,2,1,1,0
0,0.015942,0.002899,690,0,2,2,1,0
0,0.004367,0,687,0,2,0,1,1
0,0.001473,0.001473,679,0,2,1,1,0
0,0.008982,0.001497,668,1,2,0,1,0
0,0.096386,0.012048,664,0,2,0,1,1
0,0,0.001592,628,0,2,0,1,0
0,0.065916,0.027331,622,1,2,1,1,1
0,0.004405,0,454,0,2,0,1,1
0.906679,0.155203,0.022928,378,1,6,17,1,1
0,0.004854,0.004854,412,1,1,0,1,0
0,0.004854,0.002427,412,1,1,0,1,1
0,0.019465,0.014599,411,1,1,2,1,0
0.900101,0.148649,0.322072,222,0,9,475,1,0
0,0.003783,0.001261,793,1,3,5,1,0
0,0.018168,0.000757,1321,1,20,497,1,0
0,0.000767,0.012279,1303,1,20,497,1,0
0,0.012186,0.000762,1313,1,20,496,1,0
0,0.001404,0.001404,1425,1,12,8,1,0
0.903214,0.004267,0.00569,468.666667,0,18,829,1,0
0,0.00466,0.002663,1502,1,15,93,1,0
0,0.073154,0.00069,1449,0,14,86,1,0
0,0.001448,0.007241,1381,0,14,82,1,0
0.737191,0.008206,0.000283,883.5,1,39,5385,1,0
0,0.000622,0.000622,1608,1,28,885,1,0
0.918296,0.001252,0.001252,1198.5,1,30,1430,1,0
0,0.001866,0.001866,1608,1,26,706,1,0
0,0,0.000622,1608,1,26,706,1,0
0,0.000622,0.000622,1609,1,26,704,1,0
0,0.002486,0.001243,1609,1,26,660,1,0
0,0.000622,0,1607,1,26,648,1,0
0,0.005604,0.001868,1606,1,25,621,1,0
0,0.000624,0.000624,1602,1,23,457,1,0
0,0.000624,0.000624,1602,1,23,457,1,0
0,0.001248,0.000624,1602,1,23,457,1,0
0.852885,0.023499,0.016971,766,1,28,1410,0.75,0
0,0.000626,0,1598,1,22,350,1,0
0,0.015028,0.000626,1597,1,20,228,1,0
0,0.000633,0.010133,1579,1,20,228,1,0
0,0.010069,0.000629,1589,1,20,227,1,0
0,0.001267,0.000633,1579,1,19,98,1,0
0.595906,0.004586,0.000917,1090.333333,1,23,230,1,0
0,0.003805,0.000634,1577,1,18,62,1,0
0.877962,0.014723,0.007067,849,1,18,130,1,0
0.468996,0,0.004042,1237,1,21,106,1,0
0,0.006378,0,1568,1,17,26,1,0
0,0.000639,0.000639,1564,1,17,25,1,0
0,0.026854,0.007673,1564,1,17,12,1,0
0,0.001295,0,1544,1,17,5,1,0
0,0.012953,0.007772,1544,1,16,1,1,0
0.916969,0.002976,0.004808,873.6,1,25,536,0.8,0
0.843576,0.007713,0.00751,821.166667,1,25,643,0.833333,0
0,0.001027,0,1948,1,20,73,1,0
0,0.003064,0.002554,1958,1,20,63,1,0
0.884615,0.002968,0.002639,1010.666667,1,20,174,1,0
0,0.079341,0.078825,1941,0,20,50,1,0
0,0.003091,0.002061,1941,0,20,49,1,0
0.086312,0.127242,0.122504,1477.5,0,24,105,1,0
0.918296,0.003051,0.001017,1475,1,24,105,1,0
0,0.017571,0.002584,1935,1,20,49,1,0
0,0.004184,0,1912,0,19,48,1,0
0,0.00315,0.000525,1905,0,19,48,1,0
0,0.0021,0.00105,1905,1,19,48,1,0
0,0.013663,0,1903,0,19,47,1,0
0,0.001063,0,1881,0,19,47,1,0
0,0.017344,0,1845,0,19,42,1,0
0.69137,0.003877,0.002684,1117.666667,0,24,198,1,0
0.522559,0.006834,0.000911,1097.5,0,22,92,1,0
0.549345,0.002339,0.012476,855,0,24,117,1,0
0.621821,0.013235,0.001231,1083,1,23,91,1,0
0.785855,0.004681,0.00413,726.4,1,21,397,0.8,0
0,0.026968,0.025867,1817,1,19,35,1,0
0.924134,0.009111,0.015184,1152.5,1,21,125,1,0
0.811035,0.005723,0.005723,786.25,0,24,125,1,0
0,0.002902,0.00058,1723,1,19,20,1,0
0.71988,0.009692,0.00057,1169.333333,1,23,61,1,0
0,0.000591,0.000591,1691,0,19,15,1,0
0.182138,0.027515,0.037889,1108.5,0,19,60,1,0
0,0.11236,0.035482,1691,0,19,8,1,0
0.811035,0.00552,0.00552,815.25,0,24,125,1,0
0.742592,0.012606,0.002639,1137,0,23,140,1,0
0,0.002826,0.000565,1769,1,19,20,1,0
0,0.001155,0.001155,1731,1,19,19,1,0
0.588093,0.076641,0.003332,1000.333333,1,21,199,0.666667,0
0.918296,0.005545,0,1352.5,1,23,43,1,0
0,1.792226,0.000463,2161,0,22,207,1,0
0.84482,0.006005,0.001557,1124,1,37,1627,1,0
0.155103,0.026928,0.00266,1504,1,34,806,1,0
0,0.010706,0.005551,2522,1,31,255,1,0
0,0.000397,0.005161,2519,1,31,255,1,0
0,0.005142,0.000396,2528,1,31,255,1,0
0.650022,0.006209,0.002661,1691,1,35,479,1,0
0,0.004775,0.000398,2513,1,30,229,1,0
0,0.002391,0.000797,2509,1,29,214,1,0
0,0.003189,0.001594,2509,1,29,188,1,0
0,0.011173,0.000399,2506,1,29,187,1,0
0,0.003217,0.001206,2487,1,29,187,1,0
0,0.000402,0.001609,2486,1,29,186,1,0
0,0.000804,0.003619,2487,1,29,182,1,0
0,0.001623,0.001623,2465,1,28,170,1,0
0,0.005274,0.007708,2465,1,28,168,1,0
0,0.000809,0.000809,2471,1,28,156,1,0
0,0.003642,0,2471,1,28,156,1,0
0,0.019457,0,2467,1,28,156,1,0
0,0.002053,0.004517,2435,1,28,153,1,0
0,0.007386,0.004924,2437,1,28,153,1,0
0,0.000411,0.000411,2434,1,28,118,1,0
0,0.003698,0.001233,2434,1,28,101,1,0
0,0.000411,0.000411,2431,1,28,91,1,0
0,0.004114,0.003702,2431,1,28,81,1,0
0,0.000823,0.000823,2431,1,27,66,1,0
0,0.000411,0.000411,2433,1,27,55,1,0
0,0.000416,0.000416,2402,1,27,6,1,0
0,0.000393,0.000393,2544,1,37,393,1,0
0,0.004724,0.002756,2540,1,33,189,1,0
0.77581,0.00831,0.000475,1053,1,38,763,1,0
0,0.020367,0.031772,2455,1,33,169,1,0
0,0.031707,0.020325,2460,1,33,168,1,0
0,0.001222,0.001629,2455,1,33,158,1,0
0,0.000814,0,2456,1,33,158,1,0
0,0.003667,0.000407,2454,1,33,157,1,0
0,0.006536,0.002451,2448,1,33,148,1,0
0,0.001639,0.003689,2440,1,33,146,1,0
0.577004,0.009416,0.009793,1327.5,1,34,364,1,0
0,0.001245,0.00166,2410,1,31,67,1,0
0,0.012453,0.009548,2409,1,31,46,1,0
0.364374,0.045563,0.027882,980.333333,1,36,209,1,0
1,0.000812,0.000812,1231.5,1,31,954,1,0
0.591673,0.002888,0.000788,1904.5,1,31,25,1,0
0,0.009074,0.000756,2645,1,37,236,1,0
0,0.00038,0.00038,2631,1,37,205,1,0
0,0.000761,0.000381,2627,1,36,174,1,0
0,0.000381,0.000381,2626,1,36,160,1,0
0,0.000381,0.000381,2626,1,36,160,1,0
0,0.000381,0.000381,2626,1,36,160,1,0
0,0.000381,0.000381,2626,1,36,160,1,0
0,0.000762,0.000762,2626,1,36,160,1,0
0,0.000762,0.000762,2626,1,36,160,1,0
0,0.000381,0.000381,2626,1,36,160,1,0
0,0.000762,0.000762,2626,1,35,148,1,0
0.985228,0.009957,0,351.5,1,36,18,1,0
0.891911,0.018678,0.015718,369.716981,1,47,649,0.320755,1
0.951762,0.007663,0.005747,391.5,1,33,9,0.5,1
0,0.051948,0.012987,77,1,19,73,1,1
0,0.066667,0.026667,75,1,19,34,1,0
0,0.014286,0.014286,70,1,19,16,1,0
0,0.128571,0.128571,70,1,19,6,1,1
0,0.15493,0.014085,71,1,19,5,1,1
0,0.029412,0.014706,68,1,18,185,1,1
0.811278,0.008163,0,245,1,26,14,1,1
0,0.210526,0.491228,57,1,13,29,1,1
0,0.030303,0,66,1,13,44,1,0
0,0.013514,0,74,1,11,0,1,1
0,0.616438,0.479452,73,1,10,12,1,1
0,0.0125,0.0125,80,1,9,45,1,1
0,0.012987,0.012987,77,1,7,1,1,1
0,0.025974,0,77,1,7,208,1,1
0,0.015873,0.015873,63,0,5,3,1,0
0.766018,0.122365,0.108616,128.352941,1,3,812,0.588235,1
0.78712,0.005093,0.049236,196.333333,0,1,3,0.333333,0
0,0,0,79.333333,1,1,0,0.333333,1
0.99403,0.231579,0.231579,47.5,0,2,130,1,0
0,0.058824,0.014706,68,1,19,1027,1,0
0,0.030303,0,66,1,13,115,1,0
0.896038,0.020761,0.00692,289,1,32,827,1,0
0,0.066667,0.026667,75,1,19,248,1,0
0,0.068493,0.027397,73,1,19,175,1,0
0.203283,0.008772,0.042398,513,1,28,28,1,1
0.605919,0.246299,0.115747,247.666667,1,30,27,0.666667,1
0.878719,0.023658,0.041583,289.210526,1,44,2143,0.868421,1
0,0.007143,0.007143,280,1,22,69,1,0
0.946833,0.016592,0.004467,391.75,1,24,119,1,1
0.684038,0.004252,0.005102,588,1,23,113,1,0
0,0.003817,0.003817,262,1,20,52,1,0
0,0.014652,0.014652,273,1,20,26,1,0
0,0.076923,0.040293,273,1,19,62,1,1
0,0.033708,0.003745,267,1,17,20,1,1
0.845351,0.005241,0.006289,477,1,19,179,1,0
0,0.009174,0.004587,218,1,17,21,1,0
0,0.922374,0.022831,219,1,17,5,1,1
0,0.04717,0.009434,106,1,14,25,1,1
0,0.009615,0.009615,104,1,14,39,1,0
0.345956,0.20274,0.123288,243.333333,1,14,53,1,1
0,0.632184,0.689655,87,0,9,50,1,1
0,0.053191,0.042553,94,0,9,9,1,0
0.997503,0.013314,0.011834,338,1,14,62,1,0
0,0.021277,0.021277,94,0,8,0,1,1
0,0.106383,0.06383,47,1,7,81,1,0
0.938315,0.038591,0.013423,298,1,11,294,1,1
0,0.081081,0.189189,37,1,3,0,1,1
0,1.275,1.55,40,1,3,116,1,1
0,0.078431,0.098039,51,0,1,1,1,1
0,0,0,51,0,1,0,1,1
0,0.011111,0.011111,90,1,22,1552,1,0
0,0.022222,0.022222,90,1,17,927,1,0
0,0.011111,0.011111,90,1,14,603,1,0
0,0.011111,0.011111,90,1,14,603,1,0
0,0.003817,0.003817,262,1,20,146,1,0
0.946833,0.016785,0.004519,387.25,1,24,855,0.75,0
0,0.014981,0.018727,267,1,22,149,1,0
0,0.347826,0.043478,46,1,7,106,1,0
0.803811,0.000445,0.004648,354.789474,1,47,39,0.052632,1
0.91874,0.007321,0.010086,472.846154,1,40,182,0.461538,1
0.788207,0.016688,0.023767,439.444444,1,39,366,0.888889,1
0,0,0.020408,49,1,6,0,1,0
0,0.74,0.34,50,1,6,28,1,1
0.637951,0.033606,0.022927,244.923077,1,38,136,0.692308,1
0.888466,0.007088,0.008918,238.545455,1,41,5235,0.709091,1
0,0,0.02381,42,1,5,0,1,0
0.656795,0.034345,0.017572,313,1,32,384,1,1
0,0.04878,0.02439,41,1,1,1,1,0
0,0,0,40,1,1,0,1,1
0,0.647059,0.294118,51,1,6,553,1,0
0,0,0.02,50,1,6,226,1,0
0,0.647059,0.294118,51,1,6,226,1,0
1,0.005389,0.001796,556.666667,1,28,66,1,1
0.814443,0.011731,0.006877,494.4,1,36,32,0.4,1
0,0.425,0.3,40,1,23,7,1,1
0.882895,0.021703,0.021703,199.666667,1,33,152,1,0
0,0.055556,0.027778,36,1,23,50,1,0
0,0.4,0.285714,35,1,23,22,1,1
0.61416,0.021825,0.015873,360,1,32,55,0.571429,1
0.670007,0.033888,0.01602,405.75,1,31,414,1,1
0,0.057143,0.085714,35,1,20,90,1,0
0.391244,0.011186,0.003356,447,1,23,5,1,1
0,0.026316,0.026316,38,1,14,24,1,1
0,0.027027,0.027027,37,1,13,0,1,0
0,0.026316,0,38,1,13,15,1,1
0.517962,0.062992,0.062992,444.5,1,20,17,1,1
0,0.016949,0.016949,59,1,9,12,1,0
0.985228,0.008969,0.006726,223,1,10,148,0.5,1
0,0.037037,0.074074,54,1,6,175,1,0
0,0.02,0.04,50,1,6,76,1,1
0,0.019608,0.019608,51,1,5,153,1,0
0.266765,0.097035,0.080863,185.5,0,4,52,1,1
0.123605,0.029577,0.016901,236.666667,0,4,6,1,1
0,0.105263,0.052632,38,1,20,674,1,0
0.391244,0.010571,0.003171,473,1,23,242,1,0
0,0.026316,0.026316,38,1,14,78,1,0
0,0.083333,0.027778,36,1,23,450,1,0
0,0.4,0.285714,35,1,23,400,1,0
0,0.447368,0.315789,38,1,23,119,1,0
0,0,0,0,1,12,11,1,0
0.650022,0.008421,0.004211,237.5,1,18,49,1,1
0,0.061538,0.184615,65,1,10,155,1,1
0,0.014286,0.014286,70,1,9,15,1,0
0,0.042857,0.014286,70,1,8,306,1,0
0,0.045455,0,66,0,4,43,1,0
0,0.03125,0,64,0,1,9,1,0
0,0,0,38.5,1,1,0,0.5,1
0,0.0125,0.0125,80,1,7,140,1,0
0.761076,0.031338,0.019718,315.555556,1,18,298,0.888889,0
0,0,0,0,0,13,337,1,0
0,0,0,0,0,1,0,1,0
0,1.845188,0,478,0,1,0,1,0
0,0,0,0,1,3,17,1,0
0.578925,0.006333,0.009265,775.181818,1,43,152,0.818182,1
0,0,0,40,1,1,0,1,1
0,1.15942,1.376812,23,1,30,60,0.666667,1
0,0,0.008411,1070,1,30,45,1,0
0,0.001857,0,1077,1,30,1,1,0
0.667351,0.033213,0.001808,885.2,1,36,59,0.8,1
0.944443,0.011448,0.000477,1397.666667,1,36,33,1,1
0,0.000968,0.000968,1033,1,30,28,1,0
0.650022,0.003844,0.003844,780.5,1,32,9,1,0
0.954434,0.005613,0.001871,534.5,1,31,115,1,0
0,0.003876,0.003876,1032,1,30,22,1,0
0.949044,0.02,0.005625,533.333333,1,32,17,1,1
0.81562,0.005269,0.006322,1265.333333,1,35,11,1,1
0.522458,0.021332,0.022638,765.666667,1,33,2,1,1
0,0.00098,0.00098,1020,1,29,4,1,0
0.965636,0.017306,0,664.5,1,32,20,1,1
0.982141,0.00517,0.00517,451.333333,1,30,18,1,0
0.773612,0.064388,0,314.5,1,30,288,1,1
0,0.007423,0.005302,943,1,28,7,1,0
0,0.002125,0.002125,941,1,28,69,1,0
0.702016,0.019539,0.000706,708,1,32,41,0.833333,1
0.642938,0.036913,0,745,1,28,21,1,1
0.550244,0.016953,0.038841,310.666667,1,32,0,0.2,1
0,0.001229,0.001229,814,1,28,13,1,0
0.918296,0.010791,0,556,1,29,129,1,1
0.960119,0.043716,0.00765,457.5,1,27,53,1,0
0.791858,0.027981,0.023114,411,1,27,348,1,1
0,0.003822,0.003822,785,1,27,80,1,1
0,0,0.02293,785,1,26,4,1,0
0,0.045056,0.003755,799,1,26,29,1,1
0.918296,0.012453,0.002491,401.5,1,24,102,1,0
0,0.001404,0.001404,712,1,24,0,1,1
0,0.002809,0.002809,712,1,24,1,1,0
0.591673,0.003448,0.002586,580,1,24,70,1,1
0.907614,0.065498,0.021171,755.75,1,25,199,0.75,1
0.96023,0.004177,0.004177,399,1,24,84,1,0
0,0.002849,0.002849,702,1,23,6,1,0
0.798597,0.011819,0.007176,473.8,1,25,43,1,1
0,0.001431,0.001431,699,1,22,2,1,0
0.934068,0.027174,0,368,1,23,79,1,1
0,0.002963,0.002963,675,1,22,0,1,1
0,0.008104,0.006483,617,1,22,5,1,1
0,0.001623,0.001623,616,1,22,4,1,0
0,0.00974,0.00974,616,0,22,2,1,0
0,0.008117,0.008117,616,1,22,0,1,0
0,0.011364,0.003247,616,1,22,11,1,1
0.426407,0.151578,0.009829,483.25,1,23,51,0.75,1
0.650022,0.00072,0.042507,694,1,21,3,1,0
0.954434,0.023857,0.007952,251.5,1,20,26,1,1
0.928819,0.139307,0.018313,382.25,1,21,112,0.5,1
0.650022,0.043997,0.000746,670.5,1,21,10,1,1
0,0.019048,0.002381,420,1,20,3,1,0
0.906154,0.013346,0.021926,349.666667,1,21,54,0.666667,0
0,0.002387,0.002387,419,1,19,15,1,0
0.970323,0.004614,0.00857,379.25,1,22,31,1,0
0,0.012077,0.002415,414,1,19,25,1,0
0.966619,0.00616,0.008214,974,1,20,0,1,1
0.621658,0.003691,0.070131,704.4,1,21,28,0.6,1
0,0.011561,0.007707,519,1,18,1,1,1
0,0.002092,0.002092,478,1,16,2,1,1
0,0.00211,0.00211,474,1,16,4,1,0
0,0.004219,0.004219,474,1,16,7,1,1
0.756834,0.03268,0.012255,612,1,16,16,1,0
0,0.023454,0.008529,469,1,15,2,1,0
0,0.00431,0.00431,464,1,15,0,1,1
0,0.008621,0.002155,464,1,15,38,1,1
0,0.004057,0.004057,493,1,13,3,1,0
0,0.008197,0.008197,488,1,12,18,1,1
0,0.010246,0,488,1,11,87,1,0
0.954434,0.005159,0.00172,581.5,1,11,2,0.5,0
0,0.009434,0,424,1,9,1,1,0
0,0.002381,0.002381,420,1,9,46,1,0
0.625262,0.030992,0.002066,484,1,8,82,1,1
0.66504,0.173575,0.009326,386,1,7,52,0.8,1
1,0.035326,0,368,1,7,2,0.5,1
0.034466,0.338353,0.037176,354.166667,1,7,14,0.5,1
0.721928,0.012397,0.008264,121,0,6,74,1,0
0,0.004785,0.004785,209,1,6,18,1,0
0,0.014354,0.014354,209,0,6,10,1,1
0.445693,0.143236,0.114058,188.5,0,4,8,1,1
0,0.022556,0.007519,133,0,1,0,1,0
0.965634,0.010043,0.002869,232.333333,0,1,11,0.666667,0
0,0.093506,0.020779,385,1,8,27,1,0
0.87816,0.009643,0.009075,440.75,1,20,1241,1,0
0.65206,0.284952,0.264188,297.470588,0,24,6633,0.941176,0
0,0.014085,0.007042,426,1,31,1384,1,0
0,0.002364,0.002364,423,1,28,946,1,0
0,0.002364,0.002364,423,1,28,939,1,0
0,0.002364,0.002364,423,1,27,619,1,0
0,0.014184,0,423,1,27,619,1,0
0,0.002387,0.002387,419,1,24,441,1,0
0,0.002387,0.002387,419,1,24,351,1,0
0,0.002387,0.002387,419,1,24,351,1,0
0,0.012077,0.002415,414,1,19,25,1,0
0.756169,0.055696,0.027215,526.666667,1,23,343,0.833333,0
0,0.004831,0.002415,828,1,31,691,1,0
0,0.008485,0.006061,825,1,28,253,1,0
0,0.00243,0.00243,823,1,28,246,1,0
0,0.001908,0.001908,1048,1,31,247,1,0
0,0.001914,0,1045,1,30,63,1,0
0,0.016299,0.002876,1043,1,30,54,1,0
0.651699,0.080432,0.135654,277.666667,1,33,35,1,1
0.721827,0.025943,0.034198,282.666667,1,37,208,1,1
0.929057,0.104189,0.098818,116.375,1,28,16,0.125,1
0,0.018182,0,55,1,17,61,1,1
0,0.425926,0.685185,54,1,17,161,1,1
0,0.016949,0.016949,59,1,15,0,1,1
0,0.016667,0.016667,60,1,14,182,1,0
0.76026,0.007133,0.004804,312.227273,1,22,922,0.681818,1
0,0.092308,0.061538,65,1,11,27,1,1
0,0.040541,0.027027,74,1,7,111,1,1
0,0.575342,0.027397,73,1,7,104,1,0
0.780639,0.006849,0.00411,182.5,0,3,10,1,1
0.672295,0.038549,0.038549,220.5,0,8,257,1,0
0,0.092308,0.061538,65,1,11,97,1,0
