@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R20

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute class {buggy,clean}

@data
0,0,0.026943,0.002033,0,8.42497,0,0,0,0,0,0.243099,0.0074,10,17,5,1,0,0,2,0,2,0,0,9.7,0,12,0.053262,clean
5,0,0.008638,0,0,7.65733,0,0,0,0,0,0.224651,0,8,1,2,0,0,0,1,0,1,3,0,0,0.008315,1,0.050405,buggy
0,0,0.005043,0,0,3.30831,0,0,0,0,0,0.096281,0.0074,2,28,5,0,0,0,1,0,1,0,0,9.59,0.002051,4,0.031038,clean
0,0,0.000324,0,0,1.76682,0,0,0,0,0,0.061715,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0.033928,clean
0,0,0.00518,0,0,3.82071,0,0,0,0,0,0.112153,0,3,1,2,1,0,0,5,0,5,0,0,0,0.00094,5,0.031977,clean
7,0,0.095054,0,0,12.6447,0,0,0,0,0,0.372343,0,12,0,1,2,0,0,6,0,5,0,0,1.01,0.002006,5,0.114264,buggy
0,0.002345,0.0697,0.001699,0.0005,12.0569,0,2,0,0.000999,1.01,0.295255,0.034517,3,11,1,6,0.001004,0,1,1,0,1,0,0,0.002745,6,0.034431,clean
1,0,0.051834,0,0,9.50905,0,0,0,0,0,0.315169,0,6,0,2,1,0,0,4,0,4,0,0,0,0,5,0.153264,clean
0,0,0.014669,0.004112,0,4.41258,0,0,0,0,0,0.138856,0.00651,2,110,5,1,0,0,1,0,1,0,0,5.9,0.002417,7,0.046384,clean
0,0,0.000442,0,0,1.50465,0,0,0,0,0,0.041832,0,1,1,2,2,0,0,0,0,0,0,0,0,0.002143,1,0.004336,clean
4,0,0.111078,0.000687,0.000608,12.4581,0,0,0,0.005322,1.02,0.370047,0.000726,18,9,2,1,0,0,1,0,0,1,0,10.17,0.013538,2,0.123234,buggy
0,0,0.006935,0,0,5.99576,0,0,0,0,0,0.176426,0,5,1,3,1,0,0,1,0,0,0,0,1.01,0,1,0.044566,clean
0,0,0.003864,0.000407,0,2.97312,0,0,0,0,0,0.09279,0.001959,2,5,2,1,0,0,0,0,0,0,0,2.31,0.001234,3,0.034972,clean
0,0.001776,0.04594,0.0007,0.000866,18.4091,0,0,1,0.012428,1.01,0.522088,0,12,0,2,1,0,0,11,0,7,1,0,0,0.018882,8,0.170188,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,5,0,clean
0,0,0.004737,0,0.000835,7.72196,0,0,0,0,1.01,0.198359,0,2,0,2,1,0,0,3,0,3,0,0,0,0,3,0.034375,clean
2,0.010684,0.174071,0.006091,0.001202,24.0348,0,2,1,0.005019,1.01,0.617363,0,26,8,5,23,0,0,5,0,4,1,0,6.17,0.01242,40,0.070944,clean
1,0,0.013962,0,0,6.80521,0,1,0,0,0,0.201654,0,4,0,1,4,0,0,1,0,0,0,0,0,0.006002,2,0.05481,buggy
0,0,0.00015,0,0,1.76682,0,0,0,0,0,0.061715,0,2,0,1,2,0,0,1,0,0,0,0,0,0,4,0.033928,clean
3,0,0.005398,0,0,5.36933,0,0,0,0,0,0.147436,0,3,0,1,1,0,0,2,0,2,0,0,0,0,4,0.034436,clean
7,0.000807,0.017749,0,0.000835,10.3221,0,0,0,0,1.04,0.269015,0.001986,7,0,3,0,0,0,5,0,5,0,0,3.04,0.002692,10,0.042657,clean
0,0,0.007697,0,0,3.82133,0,5,0,0,0,0.110934,0.001175,1,5,2,0,0,0,2,0,0,0,0,2.02,0.000841,1,0.034271,clean
0,0.000758,0.01023,0.000513,0,5.99307,0,0,0,0,0,0.159009,0.000966,3,3,6,3,0,1.01,2,0,2,0,0.000983,3.06,0.000829,7,0.031456,clean
0,0,0.036912,0,0,4.33338,0,0,0,0,0,0.13686,0,7,3,4,1,0,0,1,0,0,0,0,1.01,0,3,0.047507,clean
5,0,0.025608,0.00126,0,14.5859,0,0,0,0.00132,0,0.394849,0,6,0,2,1,0,2.02,1,0,0,0,0.003282,9.19,0.003411,4,0.057889,clean
10,0,0.116717,0.002434,0.002243,8.16874,0,0,1,0.006489,1.01,0.282248,0,15,1,3,0,0,0,1,0,1,2,0,1.01,0.006493,11,0.147652,clean
2,0,0.043105,0,0,5.02919,0.001215,0,0,0.00236,0,0.157739,0,2,0,1,1,0,0,1,0,0,0,0,0,0.002203,2,0.052183,clean
8,0,0.046914,0,0,7.66405,0,0,0,0,0,0.224176,0,18,0,2,2,0,0,1,0,1,0,0,2.03,0,2,0.052152,clean
0,0,0.009172,0,0,3.22666,0,0,0,0.001617,0,0.1026,0,3,0,2,0,0,1.01,0,0,0,2,0,1.02,0.00184,2,0.038552,clean
0,0,0.010189,0.000845,0,3.18664,0,0,0,0,0,0.095785,0.001175,2,5,2,1,0,1.01,0,0,0,0,0,2.06,0,4,0.034176,clean
2,0,0.005175,0,0,3.27147,0,0,0,0,0,0.103547,0,6,0,1,2,0,0,1,0,1,0,0,0,0.005446,3,0.038264,clean
1,0.004022,0.115525,0.004467,0.002243,14.4493,0,0,0,0.004113,1.01,0.391226,0,18,13,5,3,0,0,7,0,3,0,0,5.07,0.01026,13,0.065873,buggy
1,0.000792,0.037039,0.002774,0,11.6432,0,0,0,0.001697,0,0.331159,0,14,0,2,2,0,2.02,2,0,1,0,0.002992,6.14,0.005743,5,0.059211,clean
0,0,0.00364,0.001371,0,4.40164,0,0,0,0,0,0.129826,0,7,4,3,2,0,0,0,0,0,0,0,0,0,2,0.03638,clean
1,0,0.005149,0,0,3.05459,0,0,0,0,0,0.103073,0,3,0,1,2,0,0,0,0,0,0,0,0,0,2,0.048942,clean
0,0,0.001048,0,0,1.76682,0,0,0,0,0,0.061715,0,1,0,1,0,0,0,3,0,2,0,0,0,0,5,0.033928,clean
0,0.000986,0.015136,0.001814,0.002273,12.6847,0,0,0,0,2.02,0.324998,0.000762,2,0,1,2,0,1.01,1,0,1,0,0,2.05,0.003516,5,0.039889,clean
4,0,0.025564,0,0.000752,8.67717,0,0,0,0.000784,1.01,0.231637,0.001986,13,0,3,1,0,0,2,1,2,1,0,3.04,0.002692,10,0.042604,clean
2,0,0.066557,0,0,12.4038,0,2,0,0,0,0.317891,0.001986,19,2,5,3,0,0,7,0,1,0,0,5.37,0.002006,11,0.040021,clean
1,0,0.015777,0,0.001228,10.5501,0,0,0,0,1.01,0.28857,0,4,0,1,1,0,0,1,0,1,0,0,0,0.002051,4,0.068374,clean
0,0,0.00425,0,0,3.10682,0,0,0,0,0,0.101533,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.042149,buggy
0,0.001237,0.007106,0.000619,0,5.82082,0,0,0,0,0,0.156835,0,0,0,1,5,0,0,4,0,4,0,0,1.01,0,2,0.034363,clean
4,0.000933,0.012703,0,0,6.41569,0,0,0,0,0,0.169334,0,4,0,3,0,0,0,4,0,4,0,0,1.01,0,5,0.034357,clean
1,0,0.000224,0,0,1.76682,0,0,0,0,0,0.061715,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0.033928,clean
1,0,0.002606,0,0,3.17095,0,0,0,0,0,0.098286,0,2,0,1,1,0,0,7,0,5,0,0,0,0,9,0.035415,clean
0,0.002993,0.022224,0.001685,0,11.9584,0,0,0,0,0,0.331568,0.001986,6,1,5,3,0,0,4,0,4,0,0,5.11,0.003362,12,0.083518,buggy
0,0,0.012041,0.0007,0.001306,11.3834,0,0,0,0,2.02,0.294949,0,3,0,3,1,0,0,2,0,2,0,0,4.1,0.003824,5,0.039796,buggy
0,0,0.033663,0,0,4.43166,0,0,0,0,0,0.125048,0,5,11,3,1,0,0,0,0,0,0,0,1.01,0.007826,2,0.034296,buggy
0,0,0.014477,0,0,5.2122,0,2,0,0,0,0.169698,0,7,2,2,0,0,0,0,0,0,0,0,0,0.003322,0,0.074601,clean
0,0.007307,0.003693,0,0,7.47927,0,1,0,0,0,0.194515,0,0,0,1,6,0,0,1,0,1,0,0,1.01,0,3,0.034528,clean
0,0.010463,0.040737,0.002033,0,10.9347,0,2,0,0,0,0.29316,0,5,4,3,15,0,0,2,0,2,0,0,4.1,0.00094,7,0.042728,clean
1,0,0.007237,0,0,6.44121,0,0,0,0,0,0.172314,0,1,0,1,3,0,0,0,0,0,0,0,1.01,0,2,0.034547,clean
0,0,0.008546,0,0,3.05459,0,1,0,0,0,0.103073,0,4,0,1,1,0,0,0,0,0,1,0,0,0.002348,2,0.048942,clean
0,0,0.002622,0,0,6.41569,0,1,0,0,0,0.169334,0,1,0,2,2,0,0,0,0,0,0,0,1.01,0,2,0.034357,clean
0,0,0.012155,0,0,10.2202,0,0,0,0,0,0.254429,0,4,0,2,1,0,0,3,0,2,0,0,0,0,4,0.034434,clean
4,0,0.068733,0,0,12.7504,0,0,0,0.000556,0,0.320106,0.001203,8,7,5,0,0,1.01,0,0,0,1,0.000752,3.04,0,1,0.03607,clean
13,0.003829,0.086592,0,0.005152,11.2422,0,0,0,0.001809,4.04,0.351129,0.039267,3,25,1,5,0,0,18,0,18,1,0,0,0.002681,1,0.140146,clean
0,0,0.033261,0.000828,0,20.1475,0,0,0,0,0,0.513333,0,8,0,2,1,0,0,3,0,2,0,0,8.18,0.003824,2,0.053717,clean
0,0,0.026071,0,0.002011,11.8601,0,0,0,0.000451,2.02,0.307225,0,4,0,1,1,0,0,2,0,2,0,0,0,0.001534,2,0.04351,clean
7,0,0.083804,0.001685,0.000775,13.1504,0,0,0,0.004526,1.01,0.354994,0.001986,14,0,3,1,0,0,7,0,7,0,0,3.04,0.004393,7,0.052516,clean
1,0,0.004537,0,0,2.97312,0,0,0,0,0,0.09279,0,3,0,1,1,0,0,2,0,2,0,0,0,0,4,0.034972,clean
0,0,0.101182,0.000954,0.0007,10.5825,0,0,0,0,1.01,0.286375,0.007109,10,2,2,1,0,1.01,3,0,2,1,0.000752,5.14,0.003516,4,0.045787,clean
4,0,0.022392,0.000848,0,4.46612,0,0,0,0.001005,0,0.137024,0,9,0,1,1,0,0,3,0,3,0,0,0,0.000918,8,0.044007,clean
15,0.003017,0.231115,0.002333,0.00145,23.5046,0,0,0,0.004306,2.04,0.666988,0,30,3,2,1,0,0,4,0,4,0,0,1.01,0.005512,2,0.16107,clean
0,0,0.050222,0,0,12.9005,0,0,0,0,0,0.400366,0,2,0,1,2,0,0,3,0,3,0,0,0,0.000841,1,0.180073,clean
0,0,0.021928,0.002103,0,4.41258,0,0,0,0,0,0.138856,0.00374,15,0,4,1,0,0,0,0,0,0,0,3.03,0.002203,9,0.046384,clean
0,0,0.006921,0,0,3.15995,0,0,0,0,0,0.098123,0,2,13,5,1,0,0,3,0,0,0,0,2.04,0,7,0.0309,clean
0,0.000727,0.009938,0.000558,0.000451,11.6831,0,0,0,0,1.01,0.308426,0.00239,6,26,5,3,0,0,3,0,3,0,0,11.21,0.002143,8,0.049298,clean
3,0.00094,0.061121,0.000702,0.000754,13.1737,0,0,0,0,1.05,0.320958,0.001577,6,7,2,1,0,0,5,0,5,1,0,2.08,0.002965,3,0.034569,buggy
0,0,0.001222,0,0,1.76682,0,0,0,0,0,0.061715,0,4,0,1,1,0,0,3,0,3,0,0,0,0,3,0.033928,clean
1,0,0.017182,0,0,10.2628,0,0,0,0.000451,0,0.259347,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0.035301,clean
0,0.000943,0.02544,0.000828,0,8.45639,0,3,0,0,0,0.237405,0,1,0,1,3,0.000731,0,2,0,0,0,0,0,0.004231,3,0.051808,clean
9,0.001402,0.008195,0.000583,0,4.18914,0,0,0,0.00064,0,0.11457,0,5,0,1,2,0,0,5,0,4,0,0,1.01,0.000989,13,0.030987,clean
1,0,0.00282,0,0,7.72196,0,0,0,0,0,0.198359,0,7,0,1,1,0,0,2,0,2,0,0,0,0,3,0.034375,clean
1,0.001561,0.012406,0,0,10.5804,0,0,0,0.000511,0,0.2631,0.001237,5,1,5,14,0,0,2,0,2,0,0,3.03,0.000877,4,0.034462,clean
0,0,0.132699,0,0,5.44491,0,0,0,0.005118,0,0.178602,0,3,0,1,0,0,0,0,0,0,0,0,0,0.002656,1,0.074379,clean
1,0,0.003867,0,0,4.87697,0,0,0,0,0,0.147296,0,8,5,3,0,0,0,1,0,1,0,0,0,0.002006,2,0.042282,clean
2,0,0.000863,0,0,3.19695,0,3,0,0,0,0.09499,0,3,0,1,3,0,0,1,0,1,0,0,0,0,3,0.0312,clean
1,0,0.000249,0,0,1.76682,0,0,0,0,0,0.061715,0,1,0,3,1,0,0,5,0,5,0,0,1.01,0,2,0.033928,clean
0,0.004361,0.00074,0,0,1.77712,0,0,0,0,0,0.06092,0,1,4,9,0,0,0,2,0,2,0,0,2.05,0,2,0.030953,clean
0,0,0.000234,0,0,1.77712,0,0,0,0,0,0.06092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.030953,clean
1,0,0.005587,0,0.000549,9.5123,0,0,0,0,1.03,0.237287,0.000762,4,8,3,2,0,0,4,0,4,0,0,3.09,0.002775,10,0.031428,clean
0,0,0.037127,0.00126,0.003147,7.96788,0,0,0,0.00132,2.03,0.252799,0,8,0,2,1,0,0,3,0,3,0,0,1.01,0.002006,6,0.099588,clean
2,0,0.001147,0,0,1.76682,0,0,0,0,0,0.061715,0,3,1,2,1,0,0,2,0,2,0,0,1.01,0,12,0.033928,clean
0,0.007298,0.005539,0,0,3.30831,0,0,0,0,0,0.096281,0,0,5,7,5,0,0,0,0,0,0,0,7.14,0,5,0.031038,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0.024708,clean
0,0,0.031087,0,0,1.39536,0,0,0,0,0,0.065265,0,2,0,1,0,0,0,5,0,5,0,0,0,0,4,0.06599,clean
0,0.000941,0.005856,0,0.000835,9.36692,0,0,0,0,1.01,0.235736,0,1,0,1,4,0,0,2,0,2,0,0,0,0.000877,2,0.034427,clean
4,0,0.09423,0,0.023449,15.5993,0,0,0,0.014356,1.01,0.460971,0.001986,9,0,3,1,0,0,3,0,3,0,0,3.04,0.002692,10,0.132967,clean
2,0.00145,0.002616,0,0,5.98276,0,0,0,0,0,0.159804,0,3,0,1,2,0,0,0,0,0,0,0,1.01,0,2,0.034432,clean
0,0.000833,0.003397,0,0,3.30831,0,0,0,0,0,0.096281,0,1,4,5,3,0,0,1,0,1,0,0,3.07,0,3,0.031038,clean
6,0,0.255267,0.001422,0.02922,25.5219,0,0,0,0.016617,4.09,0.784625,0,10,0,1,2,0,0,20,0,11,0,0,0,0.027761,7,0.275399,buggy
0,0,0.004113,0,0,3.96663,0,0,0,0,0,0.10933,0,4,0,1,0,0,0,0,0,0,0,0,1.01,0.000545,1,0.030977,clean
0,0,0.032041,0,0,18.6755,0,0,0,0,0,0.472019,0.003121,11,1,2,0,0,0,1,0,1,0,0,3.03,0.005167,0,0.053428,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,clean
1,0,0.008813,0,0,1.56044,0,0,0,0,0,0.052586,0,11,13,5,1,0,0,3,0,0,0,0,2.04,0,8,0.024708,clean
0,0,0.015287,0,0,10.1348,0,0,0,0.000784,0,0.271462,0,8,0,1,2,0,0,5,0,5,0,0,0,0.001615,4,0.045184,clean
0,0.003986,0.011621,0,0.002713,11.5039,0,6,0,0,1.01,0.305795,0,6,2,2,19,0,0,4,0,3,1,0,1.01,0.001457,10,0.051913,clean
4,0,0.01403,0,0,7.21846,0,0,0,0,0,0.213975,0,12,13,5,1,0,0,2,0,0,0,0,2.04,0,9,0.051013,clean
2,0,0.001596,0,0,1.76682,0,0,0,0,0,0.061715,0,7,0,1,2,0,0,3,0,3,0,0,0,0,2,0.033928,clean
0,0,0.000219,0,0,3.01668,0,0,0,0,0,0.09829,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.040488,clean
16,0.001776,0.222613,0.003041,0.003266,27.4268,0,0,0,0.006036,4.04,0.691779,0.001986,27,2,5,2,0,0,3,0,2,1,0,5.37,0.009181,9,0.061541,clean
16,0,0.017908,0,0,9.04795,0,0,0,0,0,0.251191,0.00199,13,5,3,1,0,0,3,0,1,0,0,3.08,0,2,0.042007,buggy
1,0,0.011871,0,0,12.307,0,0,0,0,0,0.302588,0,4,0,1,0,0,0,1,0,1,0,0,1.01,0.00063,4,0.03461,clean
5,0.03288,0.092344,0.003918,0.00272,18.7155,0,1,0,0,3.04,0.473389,0,2,0,1,66,0.000682,0,8,0,6,0,0,3.11,0.003618,13,0.047615,clean
0,0.000806,0.006626,0.000526,0,8.96317,0,0,0,0,0,0.226889,0,4,0,1,2,0,0,2,0,2,0,0,0,0.001874,8,0.034476,clean
2,0,0.04321,0,0.001571,10.8049,0,0,0,0.002921,1.02,0.306018,0,7,0,1,1,0,2.02,3,0,3,0,0.002205,2.06,0.006738,3,0.054315,clean
0,0,0.000156,0,0,1.77712,0,0,0,0,0,0.06092,0,7,0,1,1,0,0,1,0,1,0,0,0,0,8,0.030953,clean
0,0,0.127435,0.006397,0.002294,14.5398,0,0,0,0,2.02,0.402685,0.000669,8,0,4,1,0,0,5,0,5,0,0,7.21,0.00843,8,0.057045,clean
0,0.015694,0.14763,0.011842,0.023449,2.57507,0,0,1,0,1.01,0.154779,0,7,0,1,3,0,0,3,0,3,2,0,0,0.022649,3,0.145018,clean
0,0,0.008271,0.001613,0,6.61569,0,0,0,0,0,0.175221,0,9,0,1,1,0,0,1,0,1,0,0,4.09,0.002393,10,0.031518,clean
0,0.00086,0.006377,0.000807,0.00085,4.50329,0,0,0,0,1.01,0.126056,0,4,0,3,2,0,0,3,0,3,0,0,2.04,0.000989,7,0.031378,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,clean
0,0.005409,0.003131,0,0.000835,7.72196,0,9,0,0,1.01,0.198359,0,0,0,1,9,0.001169,0,3,0,3,0,0,0,0.000877,6,0.034375,clean
0,0.001587,0.003752,0.000503,0,7.4204,0,11,0,0,0,0.193055,0,0,0,2,2,0.007253,0,0,0,0,0,0,1.01,0,1,0.034516,clean
2,0.005917,0.120521,0.004887,0.006695,15.2441,0,0,0,0.006133,2.02,0.474406,0,2,0,1,0,0,0,4,0,4,0,0,0,0.005303,4,0.191705,clean
6,0,0.090617,0.002385,0.001438,20.0741,0,0,0,0.004545,1.01,0.516704,0.001986,18,0,3,1,0,0,3,0,3,0,0,3.04,0.004687,7,0.061821,clean
0,0.005016,0.027254,0.000828,0.004065,12.5339,0,11,0,0,3.03,0.32952,0,4,0,2,9,0.003534,0,2,0,2,0,0,3.03,0.001377,5,0.051992,clean
7,0,0.089486,0.00443,0,5.8145,0,0,0,0.003473,0,0.328955,0,9,0,1,1,0,0,2,0,0,1,0,0,0.006834,3,0.256859,clean
3,0.001037,0.095102,0.003458,0.002361,12.6913,0,0,0,0.000761,2.08,0.333497,0.001447,5,5,3,2,0,0,18,0,10,0,0,5.17,0.011946,19,0.044621,clean
4,0,0.204454,0.002863,0,28.2413,0,0,0,0.003462,0,0.790734,0.001986,27,2,5,2,0,0,1,0,1,0,0,5.37,0.011084,7,0.177829,clean
0,0,0.002715,0,0,4.49802,0,0,0,0,0,0.126917,0,9,3,2,2,0,0,1,0,1,0,0,0,0,1,0.034345,clean
0,0,0.004133,0,0,8.04434,0,0,0,0,0,0.205054,0,0,0,2,2,0,0,3,0,3,0,0,6.13,0,7,0.03437,clean
2,0.012589,0.030283,0.001558,0,12.2832,0,0,0,0.001436,0,0.330444,0.005129,2,28,1,7,0,0,3,0,3,0,0,2.02,0.004292,7,0.069952,clean
1,0.005788,0.005741,0,0,9.57359,0,0,2,0,0,0.255362,0,7,0,1,14,0,0,3,1,1,2,0,1.01,0,4,0.040017,buggy
0,0,0.029397,0.002009,0,4.41258,0,0,0,0,0,0.138856,0.00651,2,110,6,1,0,1.01,1,0,1,0,0.0023,5.9,0.002417,9,0.046384,clean
0,0,0.024348,0,0,11.9634,0,0,0,0,0,0.336504,0,5,0,1,0,0,0,0,0,0,3,0,0,0.003847,0,0.05497,buggy
0,0.013775,0.011106,0,0,10.912,0,0,2,0,0,0.276409,0.000966,8,3,6,4,0,1.01,4,1,4,2,0.000983,3.06,0.001255,14,0.032841,buggy
0,0.00094,0.034489,0.000702,0.000754,9.9241,0,0,0,0,1.02,0.248526,0.001577,3,7,2,1,0,0,2,0,2,1,0,2.08,0.00216,2,0.034509,buggy
0,0.003557,0.007541,0,0,4.68802,0,0,0,0,0,0.13759,0,4,0,1,11,0,0,2,0,2,0,0,0,0,6,0.037315,clean
1,0,0.000249,0,0,1.76682,0,0,0,0,0,0.061715,0,5,0,1,1,0,0,3,0,2,0,0,0,0,4,0.033928,clean
1,0,0.009322,0,0,3.22666,0,0,0,0,0,0.1026,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0.038552,clean
5,0,0.002938,0,0,3.36633,0,0,0,0,0,0.107253,0,14,0,3,2,0,0,1,0,1,0,0,1.02,0,7,0.040121,clean
0,0,0.001164,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,3,0.024708,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0.024708,clean
0,0,0.00005,0,0,1.76682,0,3,0,0,0,0.061715,0,0,0,3,3,0,0,1,0,1,0,0,1.02,0,2,0.033928,clean
1,0,0.068983,0,0,5.47181,0,0,0,0,0,0.159603,0,2,0,3,1,0,1.01,1,0,1,0,0.000752,2.03,0,1,0.043405,clean
2,0,0.001197,0,0,1.76682,0,0,0,0,0,0.061715,0,5,0,1,1,0,0,3,0,3,0,0,0,0,3,0.033928,clean
7,0,0.162237,0,0,17.2944,0,0,0,0.002249,0,0.431978,0,11,0,1,1,0,0,9,0,6,1,0,0,0.004048,3,0.043447,clean
1,0.002316,0.042745,0.000828,0,11.9189,0,4,0,0.000393,0,0.324421,0,5,0,1,2,0.000731,0,2,0,0,0,0,0,0.006653,3,0.07072,clean
0,0,0.002805,0,0.000835,4.75414,0,0,0,0,1.02,0.127787,0.001986,0,0,4,1,0,0,0,0,0,0,0,3.04,0.000877,1,0.033962,clean
0,0.001237,0.013088,0,0,6.30121,0,0,0,0,0,0.168658,0,2,0,1,4,0,0,3,0,3,0,0,1.01,0,7,0.034507,clean
0,0,0.087866,0,0.007526,11.4044,0,0,0,0,5.1,0.325439,0.002649,2,0,1,0,0,0,4,0,4,0,0,0,0,4,0.109312,buggy
0,0,0.006817,0,0,1.56044,0,0,0,0,0,0.052586,0,2,13,5,1,0,0,2,0,0,0,0,2.04,0,7,0.024708,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,4,0,4,0,0,0,0,6,0,clean
1,0,0.053021,0,0,4.43166,0,2,0,0,0,0.125048,0,6,1,2,5,0,0,10,0,0,0,0,1.01,0,2,0.034296,buggy
0,0,0.000078,0,0,1.77712,0,0,0,0,0,0.06092,0,1,0,1,0,0,0,0,0,0,0,0,1.01,0,1,0.030953,clean
0,0,0.001663,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,3,0.024708,clean
1,0,0.007316,0,0,8.3733,0,0,0,0,0,0.248802,0,4,0,1,0,0,0,3,0,3,0,0,0,0,3,0.059708,buggy
13,0.00235,0.066565,0,0,4.41258,0,0,0,0.003964,0,0.138856,0,17,0,2,1,0,1.01,1,0,1,0,0.000538,1.09,0.00462,14,0.046384,clean
1,0,0.024391,0,0,4.44773,0,0,0,0,0,0.139481,0,12,13,5,0,0,0,7,0,1,0,0,2.04,0,9,0.045914,clean
0,0,0.027617,0.003192,0,10.2283,0,0,0,0,0,0.293581,0,11,1,4,0,0,2.02,0,0,0,0,0.00396,7.17,0.005977,9,0.058411,clean
1,0.002877,0.118152,0.007206,0,18.3841,0,6,0,0.001809,0,0.533019,0.0074,10,11,3,16,0,0,4,0,4,1,0,8.52,0.001098,24,0.133062,clean
0,0,0.033988,0.002225,0,14.266,0,0,0,0,0,0.383392,0.002339,2,2,4,1,0,0,3,0,3,0,0,4.1,0.000825,5,0.052975,clean
4,0,0.013763,0,0,7.10003,0,2,0,0,0,0.19124,0,10,0,2,4,0,0,1,0,0,0,0,3.05,0.000989,5,0.03735,clean
22,0,0.004465,0,0,1.76682,0,0,0,0,0,0.061715,0,20,0,1,1,0,0,17,0,8,0,0,0,0.008892,8,0.033928,clean
1,0,0.464042,0,0.001709,10.3631,0,0,1,0.00337,1.04,4.37129,0,9,0,1,2,0,0,5,0,4,1,0,0,0.029483,3,0.404081,buggy
2,0,0.026521,0,0,4.57971,0,2,0,0,0,0.139678,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0.044721,clean
3,0,0.003832,0,0,6.41569,0,0,0,0,0,0.169334,0,6,0,2,1,0,0,0,0,0,0,0,1.01,0,2,0.034357,clean
0,0,0.002693,0,0,6.42599,0,0,0,0,0,0.168539,0.002952,0,2,5,1,0,0,1,0,1,0,0,3.06,0,4,0.031381,clean
