@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-4,6,9-11,14,18,20-21,24-26,28,30,35-42,44,47,49-50,52-53,55,57-61'

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,4,4,0,0,1.1,0.027723,43,clean
0,0,0.241356,0.071222,0,0,0,1,1,0,0,0,0,1,0,0,1225,0,14,8,4,0,2.02,0.009791,9,clean
0,0,0.012509,0,0,0,0,0,1,0,0,0,0,2,0,0,10,0,4,4,1,0,2.02,0.009791,15,clean
1,0,0.001875,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,0,0,0,0,0,clean
0,0,0.03045,0,0,0,0,3,0,0,2.02,0,0,1,0.004825,0,21,0,4,4,1,0,2.02,0.009791,9,clean
0,0,0.001094,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,clean
0,0,0.0024,0,0,0,0,1,0,0,1.01,0,0,1,0.004498,0,325,0,13,13,0,0,1.01,0.005924,33,clean
0,0,0.011738,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,4.04,0.014111,11,clean
9,0,0.037768,0.009533,0,2.05,0,0,0,0.005888,0,0,0,2,0,0,91,0,11,11,1,0,1.02,0.002731,3,clean
0,0,0.003236,0,0,0,0,1,0,0,1.01,0,0,1,0.017524,0,6,0,2,2,0,0,0,0,0,clean
0,0,0.056855,0.001104,0,2.02,0,0,0,0.006191,0,0,0,1,0,0,3,0,1,1,1,0,2.02,0.009791,10,buggy
0,0,0.001467,0,0,0,0,0,0,0,2.02,0,0,1,0.004973,0,6,0,1,0,0,0,0,0,0,clean
0,0,0.016536,0.003006,0,0,0,0,0,0,0,0.002607,5,5,0,1.01,15,1.01,2,2,0,0.001232,2.18,0.029762,53,clean
2,0,0.111674,0.014474,0,3.03,0,0,1,0.008555,0,0.002308,0,2,0,0,496,1.02,11,7,1,0,5.28,0.016036,36,clean
2,0,0.115346,0.003194,0,2.05,0,0,0,0.004515,0,0,1,3,0,1.01,36,0,0,0,0,0.000555,6.2,0.013376,31,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,buggy
0,0,0.024538,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,4.15,0.014101,42,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,clean
0,0,0.002334,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,2.04,0.009791,19,clean
3,1.01,0.01684,0.003194,0,1.01,0,0,0,0.003114,0,0,0,1,0,0,10,0,1,1,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,buggy
0,0,0.002968,0,0,0,6,0,0,0,0,0,3,2,0,0,21,0,8,2,0,0,2.02,0.009791,24,clean
0,0,0.001363,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,3,3,0,0,0,0,0,clean
2,0,0.01403,0.006075,0,0,0,0,0,0,0,0,0,2,0,1.01,36,0,0,0,1,0.001435,6.06,0.018525,17,clean
2,0,0.137502,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,6,5,3,0,5.06,0.017172,9,clean
0,0,0.003069,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,6,5,0,0,1.1,0.027723,43,clean
1,0,0.001328,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,1.01,0.005924,9,buggy
3,0,0.778731,0.014606,0,1.02,0,0,4,0.00318,0,0.002979,0,2,0,2.02,406,2.05,11,8,9,0.004493,10.46,0.02471,36,clean
0,0,0.000682,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
4,0,0.239411,0.024931,0,1.01,0,0,0,0.019848,0,0,0,1,0,0,66,0,9,9,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,4,4,0,0,0,0,9,clean
0,0,0.000949,0.004075,0,0,0,0,0,0,0,0,0,1,0,1.01,10,0,7,6,0,0.00316,2.26,0.008829,0,clean
2,0,0.019271,0.052438,0,1.01,0,1,1,0.002334,0,0.020185,1,2,0,1.01,66,1.01,3,3,2,0.021023,1.05,0.051511,5,clean
0,0,0.001291,0.002991,0,0,0,1,0,0,2.02,0,0,1,0.006137,0,1,0,0,0,0,0,2.02,0.008265,10,clean
0,0,0.000407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,2.02,0.009791,9,clean
0,1.01,0.010424,0,0.005528,0,0,0,0,0,0,0,0,1,0,0,66,0,7,7,0,0,0,0,0,clean
0,0,0.001518,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,1.01,0.005924,11,clean
1,0,0.002827,0,0,0,0,0,0,0,0,0.005462,8,2,0,0,15,2.02,1,0,0,0,3.05,0.054697,25,clean
0,0,0.005626,0.003006,0,0,0,0,0,0,0,0,0,2,0,0,10,0,2,2,0,0,0,0,20,clean
2,0,0.027388,0.002616,0,0,0,0,0,0,0,0,0,1,0,0,15,0,3,3,3,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,22,clean
0,0,0.007884,0,0,0,0,0,2,0,0,0,0,1,0,0,10,0,0,0,2,0,2.02,0.009791,9,clean
1,0,0.003921,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,2,0,0,1.01,0.005924,9,clean
0,0,0,0.004374,0,0,0,1,0,0,1.01,0,0,1,0.002706,0,21,0,6,4,0,0,0,0,0,clean
2,0,0.063544,0.017262,0,3.06,0,0,1,0.009763,0,0,0,1,0,0,861,0,17,17,1,0,2.04,0.009791,18,buggy
2,0,0,0.022517,0,1.02,0,0,0,0.023845,0,0,0,1,0,0,21,0,3,3,0,0,0,0,0,clean
0,0,0.008085,0,0,0,0,0,1,0,0,0,0,2,0,0,21,0,3,3,1,0,3.31,0.011815,25,clean
3,0,0.013405,0,0,0,0,5,0,0,0,0,6,3,0,1.01,66,0,4,2,0,0.002921,4.09,0.014863,38,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,1,1,1,0,0,0,7,buggy
0,0,0.004761,0.003194,0,0,0,0,0,0,0,0,0,1,0,0,55,0,7,7,0,0,1.01,0.005924,9,clean
0,0,0.001328,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.03,0.033647,26,clean
12,0,0.011451,0,0,0,0,0,0,0,0,0,0,1,0,0,210,0,19,16,0,0,0,0,0,clean
1,0,0,0.006611,0,0,0,0,0,0,0,0,0,1,0,0,36,0,8,8,0,0,0,0,0,clean
0,0,0.010563,0.003348,0,0,0,0,0,0,0,0,0,1,0,0,210,0,10,10,0,0,2.03,0.008591,22,clean
0,0,0.042595,0.002616,0,0,0,0,1,0,0,0,0,1,0,0,15,0,6,6,3,0,4.13,0.014188,51,clean
1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,15,0,3,2,0,0,0,0,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,clean
0,0,0.038794,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,2.02,0.009791,11,clean
0,0,0.003882,0,0,0,0,0,0,0,0,0,0,1,0,0,253,0,8,8,0,0,1.01,0.005924,9,clean
0,0,0.027113,0,0,0,0,0,1,0,0,0,0,3,0,0,231,0,11,11,1,0,2.08,0.009791,52,clean
0,0,0.008085,0,0,0,0,0,1,0,0,0,0,2,0,0,21,0,3,3,1,0,3.31,0.011815,25,clean
1,0,0.000136,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,3.31,0.010674,31,clean
0,0,0.001364,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,1,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,22,clean
1,0,0.006625,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,3,3,0,0,0,0,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,6,3,0,0,0,0,0,clean
0,0,0.000575,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,clean
0,0,0.006046,0,0,0,0,1,0,0,2.02,0,0,1,0.007574,0,15,0,2,2,0,0,1.01,0.005924,9,clean
3,0,0.29526,0.002596,0,1.02,0,0,1,0.0009,0,0,1,2,0,0,136,0,14,13,3,0,2.03,0.001555,14,buggy
0,0,0.06875,0.006049,0,2.02,0,0,0,0.005712,0,0,0,1,0,0,28,0,11,11,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,clean
1,0,0.008965,0,0,0,0,0,0,0,0,0,1,2,0,0,78,0,4,4,0,0,2.02,0.008591,28,clean
1,0,0.027941,0,0,1.01,0,0,0,0.002324,0,0,0,1,0,2.02,28,0,1,1,0,0.003841,4.16,0.014799,13,buggy
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,2,2,0,0,0,0,9,clean
0,0,0.003356,0,0,0,0,3,0,0,0,0,0,2,0,0,210,0,10,4,0,0,2.02,0.008655,17,clean
1,0,0.001518,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,0,0,0,0,0,clean
0,0,0.008833,0.002319,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,3,0,0,0,0,0,clean
0,0,0.002715,0,0,0,0,0,0,0,0,0.003609,0,3,0,1.01,3,1.01,2,2,0,0.002921,7.35,0.020011,50,clean
0,0,0.002583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.02,0.009791,9,clean
1,0,0.001416,0,0,0,0,0,0,0,0,0.003609,0,2,0,0,6,1.02,0,0,0,0,1.01,0.005924,15,clean
23,2.02,1.03242,0.035275,0.00066,6.06,2,0,5,0.034607,0,0,0,1,0,0,2211,0,82,68,11,0,0,0,0,buggy
0,0,0.001121,0,0,0,0,0,0,0,0,0,8,4,0,1.01,6,0,2,0,0,0.002921,4.09,0.014863,47,clean
2,0,0.001708,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,4,3,0,0,1.01,0.005924,9,clean
0,0,0.022979,0.008414,0,0,0,1,0,0,0,0,0,1,0,0,15,0,1,1,0,0,2.02,0.009791,9,clean
4,0,0.061154,0.055173,0,3.05,0,0,2,0.010825,0,0,0,1,0,0,903,0,1,0,4,0,1.01,0.005924,9,buggy
0,0,0.010522,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,1,2,0,0,0,0,clean
1,0,0.046957,0,0,1.01,0,0,0,0.002532,0,0,1,2,0,0,3,0,1,1,0,0,3.08,0.007771,19,buggy
0,0,0.002476,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,5,5,0,0,2.02,0.031562,32,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,2,0,0,0,0,9,clean
0,0,0.050838,0,0,0,0,0,0,0,0,0,0,2,0,0,231,0,11,11,0,0,2.06,0.009791,37,clean
0,0,0.001121,0,0,0,0,0,0,0,0,0,8,4,0,1.01,6,0,2,0,0,0.002921,4.09,0.014863,47,clean
0,0,0.003002,0.006066,0,0,0,0,0,0,0,0,6,2,0,0,990,0,1,1,0,0,4.04,0.089904,59,clean
0,0,0.00219,0,0,0,0,5,0,0,1.01,0,0,1,0.00211,0,0,0,1,1,0,0,3.05,0.037515,25,clean
1,0,0.01023,0.002991,0,1.01,0,0,0,0.002667,0,0,0,1,0,0,91,0,4,4,0,0,3.03,0.010932,14,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2.02,0.009791,9,clean
6,0,0.017803,0,0,1.02,0,0,0,0.0009,0,0,0,1,0,0,105,0,15,14,0,0,0,0,0,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,2.02,0.009791,9,clean
0,0,0.001193,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,1,1,0,0,1.1,0.027723,43,clean
0,0,0.01063,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,3,0,0,0,1.01,0.005924,41,clean
0,0,0.001328,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2.03,0.033647,27,clean
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.04,0.009791,56,clean
1,0,0.016503,0.002991,0,0,0,3,0,0,0,0.005462,8,2,0,0,6,2.02,2,2,2,0,4.13,0.057037,25,clean
2,0,0.070779,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,3,3,0,0,1.05,0.005924,51,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,2.02,0.009791,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,buggy
10,0,0.001138,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,6,6,0,0,1.01,0.005924,9,clean
0,0,0.002645,0.002319,0,0,0,1,0,0,0,0,0,1,0,0,28,0,0,0,0,0,1.02,0.005924,19,clean
0,0,0.008394,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,clean
0,0,0.006358,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,3.05,0.037515,26,clean
1,0,0.011175,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,clean
1,0,0.082496,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,8,8,1,0,0,0,0,clean
5,0,0.003746,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,8,8,0,0,0,0,0,clean
0,0,0.027992,0.003194,0,1.03,0,0,0,0.003114,0,0.002058,0,1,0,1.01,28,1.04,2,2,0,0.001571,2.03,0.008655,9,clean
0,0,0.010969,0.002991,0,1.01,0,0,0,0.002774,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1.02,0.005924,18,clean
0,0,0.002334,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,2.04,0.009791,19,clean
0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,2,2,0,0,1.1,0.027723,43,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,clean
10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,325,0,20,13,0,0,0,0,0,clean
3,0,0.061474,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,0,0,2.02,0.009791,9,clean
0,0,0.005626,0,0,0,0,0,0,0,0,0,1,2,0,0,120,0,2,2,0,0,0,0,27,clean
0,0,0.13684,0,0,0,0,0,0,0,0,0.005462,8,3,0,0,15,2.02,0,0,1,0,4.21,0.057037,28,clean
0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,0,0,clean
0,0,0.003387,0.000941,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,1,0,0,2.02,0.009791,9,clean
1,0,0.075437,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2.02,0.009791,10,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,1,1,0,0,2.02,0.009791,15,clean
8,0,0.416566,0.031531,0,3.06,0,0,0,0.004391,0,0,0,1,0,0,1770,0,34,21,2,0,4.26,0.013473,19,buggy
8,0,0.374881,0,0,0,0,0,0,0,0,0,0,1,0,0,120,0,11,10,1,0,2.02,0.009791,9,clean
1,0,0.001875,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,0,0,0,0,9,buggy
1,0,0.014589,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,4,4,1,0,2.02,0.009791,14,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,9,clean
0,0,0.014842,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.02,0.009791,9,clean
1,0,0.015726,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,clean
0,0,0.002651,0,0,0,0,0,2,0,0,0,0,1,0,0,10,0,4,3,2,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,22,clean
3,0,0.058456,0.045144,0,1.01,0,0,0,0.019848,0,0,0,1,0,0,465,0,20,20,0,0,0,0,9,buggy
5,0,0.012836,0.002991,0,1.01,0,0,0,0.004871,0,0,0,2,0,0,91,0,9,9,0,0,3.03,0.010996,17,buggy
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,780,0,4,3,1,0,0,0,58,clean
0,0,0.002264,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,1,1,0,0,1.01,0.005924,9,clean
0,0,0.000136,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,2.02,0.009791,9,clean
1,0,0.046837,0,0,1.01,0,0,0,0.005394,0,0,0,1,0,0,10,0,3,2,0,0,0,0,0,clean
1,0,0.000543,0,0,0,4,0,0,0,0,0,0,1,0,0,21,0,7,3,0,0,2.02,0.009791,9,clean
0,0,0.001708,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,1,1,0,0,0,0,0,clean
0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
0,0,0.023854,0.071222,0,2.04,0,0,0,0.009083,0,0,0,2,0,1.01,496,0,11,11,3,0,3.07,0.009791,14,clean
0,0,0.005568,0.001171,0,0,0,0,0,0,0,0,0,1,0,0,153,0,9,9,1,0,2.04,0.009791,18,clean
15,0,0.002826,0,0,0,0,0,0,0,1.01,0,0,1,0.004973,0,253,0,25,25,0,0,0,0,1,buggy
2,0,0.00309,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,clean
1,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,6,3,0,0,0,0,0,clean
2,0,0.0039,0,0,0,0,0,0,0,0,0,0,3,0,0,55,0,7,7,0,0,0,0,14,clean
1,0,0.018826,0.016575,0,1.01,0,0,0,0.00318,0,0,0,2,0,0,66,0,9,8,0,0,2.02,0.008591,41,buggy
0,0,0.08251,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,10,1,0,0,0,0,9,clean
2,0,0.098265,0,0,0,0,0,0,0,0,0,0,1,0,0,66,0,9,8,0,0,0,0,0,clean
0,0,0.000271,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,2.02,0.009791,10,clean
0,0,0.103275,0,0,0,0,1,0,0,0,0,0,1,0,0,325,0,9,3,1,0,3.19,0.012186,19,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,59,4,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,26,clean
0,0,0.006445,0,0,0,0,0,0,0,0,0,0,1,0,0,325,0,11,10,0,0,2.02,0.009791,9,clean
0,0,0.016381,0,0,0,2,0,0,0,0,0,0,1,0,0,28,0,2,0,0,0,2.02,0.009791,14,clean
0,0,0.000949,0,0,0,0,2,0,0,0,0,0,4,0,0,36,0,2,1,0,0,1.03,0.005924,51,clean
0,0,0.002239,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
0,0,0.001194,0,0,0,0,0,0,0,0,0.005667,3,2,0,0,10,2.03,7,7,0,0,1.01,0.005924,14,clean
0,0,0.001239,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,1,0,2.02,0.009791,17,clean
0,0,0.00442,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,3,0,0,2.02,0.009791,16,clean
0,0,0.001611,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,0,0,0,clean
0,0,0.003159,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,clean
0,0,0.002536,0.006611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,1.09,0.004746,9,clean
0,0,0.00101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0.001252,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,clean
0,0,0.040705,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,2,2,0,0,1.01,0.005924,9,clean
3,0,0.029071,0.003194,0,1.02,0,0,0,0.002334,0,0,0,1,0,0,120,0,11,10,0,0,0,0,0,buggy
4,0,0.007388,0.000941,0,1.01,0,0,1,0.0009,0,0,0,1,0,0,15,0,1,1,1,0,3.11,0.012186,18,clean
7,0,0.00733,0.003348,0,0,0,0,0,0,0,0,0,1,0,0,36,0,1,1,0,0,0,0,0,clean
4,0,0.01216,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,0,0,0,0,2.02,0.008591,11,clean
0,0,0.001488,0,0,0,0,0,0,0,0,0,4,2,0,0,10,0,1,1,0,0,1.01,0.005924,17,clean
1,0,0.008579,0.002319,0,0,0,0,0,0,0,0,0,1,0,0,36,0,3,3,0,0,1.01,0.005924,9,clean
0,0,0.006128,0,0,0,0,1,0,0,1.01,0.005356,0,2,0.001828,0,10,2.05,1,1,0,0,6.09,0.041678,32,clean
0,0,0.074424,0,0,0,0,0,0,0,0,0,9,2,0,0,21,0,4,4,0,0,2.04,0.009791,30,clean
0,0,0.027307,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,1,1,0,0,2.02,0.009791,9,clean
2,0,0.006308,0,0,0,0,1,0,0,1.01,0,0,1,0.004,0,91,0,4,4,0,0,0,0,9,clean
0,0,0.002331,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,6,6,0,0,2.04,0.009791,18,clean
0,0,0.011023,0,0,0,0,0,1,0,0,0,0,2,0,0,28,0,4,4,1,0,2.06,0.009791,41,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,0,10,clean
1,0,0.003652,0,0,0,0,0,0,0,0,0.005356,0,2,0,0,15,2.05,2,2,0,0,6.09,0.041678,32,clean
6,0,0.191853,0.000941,0,3.05,0,0,2,0.008961,0,0,0,1,0,0,66,0,17,17,2,0,4.13,0.014188,51,buggy
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1.01,0.005924,9,clean
0,0,0.004545,0.000846,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2.02,0.009791,10,clean
0,0,0.001399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.01,0.005924,10,clean
0,0,0.002728,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1.1,0.027723,28,clean
1,0,0.011422,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,9,5,0,0,0,0,9,clean
0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,clean
0,0,0.048839,0,0,1.04,0,1,0,0,1.01,0,1,3,0.001734,1.01,1,0,0,0,0,0,4.2,0.007127,31,clean
0,0,0.001329,0,0,0,0,1,0,0,0,0,0,1,0,0,21,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.022811,0,0,0,0,0,0,0,0,0,0,1,0,0,253,0,12,11,0,0,2.04,0.009791,18,clean
0,0,0.001534,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,2,2,0,0,1.1,0.027723,43,buggy
1,0,0.111595,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,8,4,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,clean
0,0,0.001611,0,0,0,0,0,0,0,0,0,1,2,0,0,21,0,2,2,0,0,3.19,0.012186,28,clean
0,0,0.005839,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,1,0,0,2.02,0.009791,9,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,2,2,0,0,1.01,0.005924,12,clean
6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,351,0,3,2,1,0,0,0,36,buggy
0,0,0.002956,0.022517,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1.21,0.002024,0,clean
0,0,0.001191,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.02,0.009791,10,clean
2,0,0.00701,0.003006,0,0,0,0,0,0,0,0,0,1,0,0,36,0,2,2,0,0,1.01,0.005924,9,clean
22,0,0.016041,0.011022,0,1.01,0,0,0,0.004366,0,0,21,2,0,0,1275,0,20,14,0,0,3.03,0.012023,68,buggy
2,0,0.010643,0.006611,0,0,0,0,0,0,0,0,0,2,0,0,105,0,6,5,0,0,2.09,0.004816,12,clean
0,0,0.039591,0.001503,0,0,0,0,0,0,0,0.007705,8,2,0,1.01,3,3.08,9,9,0,0.001435,4.15,0.011868,22,clean
0,0,0.00801,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,6,6,0,0,2.04,0.009791,18,clean
0,0,0.024339,0,0,0,0,0,0,0,0,0,0,2,0,0,78,0,3,3,0,0,2.02,0.009791,17,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
0,0,0.234098,0.019697,0,2.02,0,7,1,0.00537,7.13,0,0,1,0.022722,0,351,0,1,1,2,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,clean
2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,0,1,1,0,0,0,0,9,buggy
