@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,12-13'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,0.923842,0.024752,0.121287,202,1,7,6,0.5,9770,0
1,0.600225,0.121819,0.079266,104.217391,0,8,1151,0.652174,8880,1
1,0,0.013477,0,371,1,6,1,1,6836,0
1,0.806076,0.376286,0.259508,159.642857,0,6,234,0.642857,6788,1
1,0,0.021858,0.010929,366,1,6,0,1,1138,0
1,0,0.005831,0.002915,343,1,6,1,1,6474,0
1,0.708836,0.047264,0.029851,201,1,6,2,0.5,6459,0
1,0,0.041667,0.005952,336,0,6,1,1,6443,0
1,0,0.003012,0.003012,332,0,6,0,1,1061,0
1,0,0.060423,0.024169,331,1,6,0,1,6281,1
1,0,0.00304,0.00304,329,1,6,0,1,161,0
1,0.782714,0.292322,0.13321,166.307692,0,5,266,0.846154,1040,1
1,0,0.026756,0,299,1,5,6,1,997,0
1,0.530658,0.216044,0.20413,114.454545,1,5,414,0.727273,990,0
1,0.832463,0.02439,0.015679,143.5,0,5,8,0.5,6202,1
1,0,0.002959,0.002959,112.666667,0,5,335,0.666667,5924,0
1,0.749708,0.019012,0.014748,137.268293,0,7,872,0.487805,5664,0
1,0.73409,0.12635,0.041577,185.2,0,5,154,0.7,5426,0
1,0.769193,0.13811,0.111111,481.5,0,3,10,1,4734,1
1,0,0.095082,0.088525,305,1,3,0,1,21,0
1,0,0.121711,0.088816,304,0,3,15,1,20,0
1,0.795618,0.427781,0.028224,361.4,0,2,26,0.8,2854,0
1,0.790845,0.022862,0.032176,393.666667,1,1,12,0.333333,1002,1
1,0.571849,0.104563,0.126616,125.238095,0,2,31,0.428571,864,1
1,0.081994,0.625767,0.523926,271.666667,0,1,3,1,694,1
1,0,0.029316,0,307,0,1,0,1,689,0
1,0.837497,0.059852,0.01536,111.058824,0,1,0,0.529412,667,0
1,0,0,0,181.6,0,1,0,0.2,521,1
1,0.908178,0.074242,0.028788,330,1,2,32,0.5,1813,0
1,0,0.004785,0.004785,209,1,5,45,1,2402,0
1,0.757516,0.103904,0.015743,226.857143,0,10,766,1,2361,0
1,0.738285,0.017804,0.005935,505.5,0,6,23,1,2196,0
1,0.97887,0.096447,0.111675,98.5,1,5,140,1,1830,0
1,0,0.005848,0.005848,171,1,5,98,1,1809,0
1,0.513197,0.733333,0.708333,300,1,6,21,1,1330,0
1,0,0.015504,0.002584,387,1,3,11,1,333,0
1,0.379027,0.039318,0.002621,381.5,0,6,14,1,1085,0
1,0,0.007874,0,381,1,3,9,1,1080,0
1,0.957027,0.178967,0.079336,271,0,4,13,1,1052,0
1,0.315997,0.015707,0.020942,477.5,0,5,3,1,1046,0
1,0,0.024194,0.002688,372,0,3,0,1,1025,1
1,0.863121,0.006015,0.004511,332.5,0,5,4,1,1009,0
1,0.594473,0.073203,0.084314,153,0,3,341,1,4818,1
1,0.860046,0.015881,0.0134,183.181818,1,4,264,0.818182,4782,0
1,0.563856,0.085329,0.118263,334,0,3,8,1,4519,0
1,0,0.005405,0.002703,370,1,2,29,1,4487,0
1,0.662549,0.118789,0.055397,218.875,1,2,121,0.75,3418,1
1,0.475928,0.07788,0.058986,361.666667,1,2,184,0.333333,3390,1
1,0.700554,0.051464,0.056788,140.875,1,2,32,0.5,124,1
1,0,0.00545,0,367,1,2,0,1,113,1
1,0.367331,0.109273,0.047118,181.363636,0,3,78,0.818182,992,1
1,0.788459,0.10588,0.120869,185.857143,0,2,332,0.642857,1501,0
1,0,0,0,4,0,1,0,1,1351,0
1,0,0,0,15,0,1,0,1,1601,0
1,0,0.189189,0.040541,74,0,3,1,1,2028,0
1,0,0.176471,0.132353,68,0,3,22,1,2023,0
1,0,0,0,68,0,1,0,1,1860,0
2,0.785533,0.121212,0.114478,42.428571,0,5,14,0.285714,1906,0
1,0,0.014085,0.042254,71,1,2,1,1,500,0
1,0,0.197183,0.028169,71,1,2,11,1,499,1
1,0.707753,0.169145,0.13197,48.909091,0,3,234,0.272727,3600,1
1,0,0.111111,0,36,1,3,3,1,2067,0
1,0.203074,0.34375,0.640625,32,0,3,426,1,2051,1
1,0.774369,0.246809,0.12766,78.333333,1,4,353,0.833333,5476,0
1,0,0,0.176471,34,0,2,38,1,116,0
1,0,0,0,36,0,1,0,1,3634,0
1,0.85631,0.287204,0.285308,87.916667,0,3,236,0.333333,3634,1
1,0.991976,0.220149,0.302239,89.333333,1,3,36,0.666667,2208,0
1,0,0,0,53.6,0,1,0,0.2,1750,1
1,0.708836,0.396825,0.095238,31.5,1,1,186,1,2065,0
1,0.817486,0.122076,0.283626,136.8,0,7,40,0.7,1627,1
1,0.304537,0.141254,0.115061,213.8,1,5,99,0.8,995,1
1,0.692213,0.286758,0.538813,109.5,1,3,199,0.6,5084,1
1,0,0.109827,0.046243,173,1,3,3,1,4752,0
1,0,0,0.006667,150,0,3,14,1,117,0
1,0.512709,0.072193,0.02139,187,1,2,6,1,4569,0
1,0.706158,0.127148,0.106529,194,0,2,0,0.666667,912,1
1,0.853488,0.080714,0.078571,233.333333,0,3,69,1,112,0
1,0.558629,0.186813,0.065934,45.5,0,4,1,1,446,0
1,0,0.082192,0.068493,73,1,3,1,1,574,0
1,0,0.019048,0,105,1,2,6,1,4823,0
1,0,0.027027,0,111,1,2,62,1,4435,0
1,0,0.019048,0,105,1,2,44,1,4824,0
1,0,0.041667,0.041667,24,1,2,47,1,3641,0
1,0,0.041667,0.041667,24,1,1,25,1,193,1
1,0.471162,0.196101,0.116399,124.571429,0,10,440,0.785714,13323,1
1,0,0.923077,2.358974,39,1,5,23,1,9897,0
1,0.59079,0.17338,0.316988,95.166667,0,5,596,0.833333,6442,0
1,0.743503,0.006227,0.006227,133.833333,0,3,173,0.833333,4549,0
1,0,0,0,124,0,1,0,0.5,644,0
1,0,0,0,34,1,1,0,1,9897,0
1,0,0,0,0,0,3,34,1,327,0
1,0.113525,0.600644,0.059581,103.5,0,5,226,1,7442,0
1,0.840974,0.086447,0.016117,91,0,6,61,0.333333,479,0
1,0.944949,0.034976,0.041335,157.25,0,4,47,1,422,0
1,0,0.008584,0,233,0,3,0,1,5036,0
1,0.985228,0.00789,0.019724,253.5,0,2,36,1,119,0
1,0,0.107345,0.033898,177,0,4,6,1,2028,0
2,0.655912,0.315956,0.181675,90.428571,1,5,109,0.428571,8685,1
1,0,0,0.018072,166,1,4,0,1,8311,0
1,0.585862,0.067429,0.066286,125,0,8,213,0.857143,13236,1
1,0,0.045455,0.045455,22,1,2,3,1,9785,0
1,0.825844,0.178914,0.175719,134.142857,1,7,33,0.428571,1639,1
1,0,0,0,40,0,1,0,1,5035,0
1,0.63278,0.011779,0.023557,212.25,0,5,214,1,2334,0
1,0.965342,0.042169,0.024096,166,0,6,36,0.666667,12895,0
1,0,0.013605,0.006803,294,0,3,3,1,553,0
1,0.30103,0.004494,0,44.5,0,2,436,0.5,4542,1
1,0.543564,0.124183,0.006536,153,0,3,18,1,613,0
1,0,0,0,97,0,1,0,0.25,7442,0
1,0.272171,0.168053,0.24792,120.2,0,5,352,1,1007,0
1,0,0,0,94.5,0,1,0,0.166667,4542,1
1,0,0.038278,0.038278,209,1,3,10,1,5051,0
1,0.7517,0.257432,0.243919,134.545455,0,3,392,0.909091,626,1
1,0,0,0.004808,208,0,2,18,1,120,0
1,0.993633,0.631818,0.631818,55,0,4,4,0.25,8305,0
1,0.828956,0.058762,0.119098,238.25,0,10,72,0.75,1688,0
1,0.61283,0.273109,0.193277,47.6,0,6,77,0.6,12479,0
1,0.070904,0.440725,0.20781,239,0,9,100,1,1600,1
1,0.173677,0.311422,0.266164,232,0,9,77,0.625,11183,1
1,0.680171,0.33,0.235,66.666667,0,4,5,0.666667,9809,0
1,0.942054,0.026087,0.017391,143.75,1,7,47,0.75,1269,0
1,0,0.005882,0.005882,170,1,3,3,1,1265,0
1,0,0.00578,0.00578,173,1,2,9,1,1086,0
1,0,0,0,27,0,1,0,1,1820,0
1,0,0.03125,0.03125,32,0,2,23,1,2211,0
1,0,0.030928,0.003436,582,1,6,65,1,2403,0
1,0,0.008696,0.001739,575,0,6,3,1,2313,0
1,0,0.134752,0.035461,564,0,6,8,1,2167,1
1,0,0.014315,0.00409,489,0,6,1,1,1880,0
1,0.435432,0.025641,0.010558,165.75,1,6,87,1,1874,0
1,0,0.006263,0.004175,479,0,6,1,1,1848,0
1,0,0.010438,0.006263,479,1,6,0,1,1845,0
1,0,0.031381,0.008368,478,0,6,6,1,1844,0
1,0,0.004237,0.002119,472,0,6,1,1,1841,0
1,0,0.004246,0,471,1,6,1,1,1839,0
1,0,0.104255,0.057447,470,1,6,6,1,1837,0
1,0.902393,0.032095,0.005068,296,0,6,112,1,1820,1
1,0,0.126984,0.034014,441,0,6,2,1,1810,1
1,0,0.07601,0.035629,421,0,6,1,1,1804,1
1,0,0.045699,0.110215,372,1,6,0,1,1800,0
1,0,0.041558,0.01039,385,1,6,95,1,1799,1
1,0,0.119048,0.007937,378,1,6,1,1,1739,0
1,0.092722,0.226131,0.198492,199,1,6,64,1,13582,0
1,0,0.065868,0.011976,334,0,5,1,1,9786,0
1,0,0.069164,0.037464,347,0,5,2,1,9726,0
1,0,0.006006,0.006006,333,1,4,7,1,7430,0
1,0.543564,0.018519,0.004274,351,1,6,8,1,6310,0
1,0,0.006006,0.003003,333,0,4,0,1,5433,0
1,0,0.078313,0.093373,332,1,4,7,1,5429,1
1,0,0.051051,0,333,1,3,32,1,4889,1
1,0,0,0.024615,325,0,3,18,1,121,0
1,0.965636,0.289037,0.093023,150.5,1,2,10,1,3381,1
1,0,0.016327,0.016327,245,1,2,2,1,3378,0
1,0.768722,0.015735,0.012008,219.545455,0,3,206,0.727273,181,0
1,0.608236,0.072084,0.142332,167.538462,1,3,239,0.846154,1800,0
1,0,0.014851,0.009901,202,0,2,21,1,1782,0
1,0,0.051051,0,333,1,3,33,1,4888,0
1,0.391244,0.219203,0.039855,276,1,6,50,1,1962,0
1,0.376053,0.162978,0.156942,165.666667,0,3,353,1,1859,1
1,0.502956,0.131703,0.055503,132.875,0,2,120,0.625,192,1
1,0,0.044444,0,45,1,3,0,1,2325,0
1,0.949465,0.015217,0.017391,230,1,11,257,1,2324,0
1,0.768847,1.199346,1,51,1,4,624,0.666667,13833,0
1,0.706962,0.06621,0.004566,109.5,1,7,383,1,2182,0
1,0.829532,0.096199,0.081183,48.431818,0,8,3754,0.409091,12425,1
1,0,0.108696,0,92,1,3,1,1,10128,0
1,0.702467,0.053061,0.032653,122.5,1,3,19,1,8430,0
1,0,0.020408,0.010204,98,1,2,1,1,1236,0
1,0.662665,0.248383,0.099612,110.428571,1,4,55,0.428571,8405,1
1,0,0,0,0,0,3,20,1,13622,0
1,0.624467,0.66226,0.536058,83.2,1,5,84,0.5,8563,1
1,0,0.08,0,50,1,2,0,1,9998,0
1,0,0.020833,0.020833,48,1,2,1,1,9997,1
1,0,0,0,65,0,1,0,1,8363,1
1,0.863121,0.03871,0.006452,77.5,1,3,15,1,8604,1
1,0.626935,0.307009,0.116486,84.416667,0,10,1373,0.75,17197,1
1,0.649006,0.347966,0.358672,46.7,0,8,839,0.3,14621,1
1,0,0,0,24,0,1,0,1,8350,1
1,0,1.307692,0.692308,13,0,3,27,1,631,0
1,0,0,0,39.25,0,1,0,0.125,6064,0
1,0.843455,0.044225,0.038214,86.259259,1,3,100,0.703704,4116,1
1,0.668944,0.177057,0.21197,100.25,0,3,115,1,5287,0
1,0.612602,0.020833,0.013889,48,1,4,86,1,4721,0
1,0.945531,0.080357,0.080357,28,0,4,968,0.25,16507,0
1,0,0.8,0.3,20,0,2,0,1,323,0
1,0,0,0,24,0,1,0,1,3616,1
1,0,0.051282,0.025641,39,0,4,1,1,16713,0
1,0,0.289474,0.026316,38,0,4,8,1,1918,0
1,0,0.133333,0,30,1,4,216,1,13824,0
1,0.624795,0.182975,0.104216,125.7,1,9,47,0.7,11397,1
1,0,0.111111,0.185185,27,0,4,138,1,1993,0
1,0,0.833333,0.472222,36,1,3,21,1,6764,0
1,0.531164,0.133545,0.063593,89.857143,1,2,4,0.571429,4123,0
2,0.443022,0.141221,0.038168,43.666667,0,8,5157,0.208333,16776,0
1,0,0,0,41,0,1,0,1,12803,0
1,0,0,0,17,1,1,0,1,8521,1
1,0.954434,0.025,0.075,40,0,3,17,1,137,0
1,0.623215,0.010545,0.01406,51.727273,1,3,205,0.636364,4649,0
1,0.750433,0.230994,0.15692,73.285714,0,3,75,0.5,3871,0
1,0.97299,0.139875,0.137787,34.214286,0,6,517,0.357143,12803,0
1,0,0,0,27,0,1,0,1,11190,0
1,0,0,0,26,0,1,0,1,4619,0
1,0.848567,0.163972,0.101617,86.6,0,10,88,0.6,11540,1
1,0.564993,0.022535,0.014085,59.166667,0,9,192,0.833333,11332,1
1,0.970951,0.012618,0.003155,158.5,1,4,24,1,4806,0
1,0,0.012195,0.012195,82,1,3,5,1,4768,0
1,0,0.036585,0.109756,82,0,3,0,1,138,0
1,0,0.02381,0.047619,84,0,3,24,1,122,0
1,0.787127,0.045977,0.051724,87,0,2,4,1,531,0
1,0,0.020833,0.03125,48,0,2,72,1,4177,0
1,0.94566,0.117647,0.141176,42.5,0,2,86,1,140,0
1,0,0,0,43.25,0,1,0,0.25,565,1
1,0.630116,0.929982,0.771993,50.636364,0,8,69,0.454545,11213,1
1,0.948206,2.290183,2.28461,132.428571,1,7,448,0.190476,161,1
1,0.867322,0.21881,0.040307,104.2,0,4,251,1,6383,1
1,0,0,0,28,0,1,0,1,531,0
1,0.193643,0.280303,0.227273,66,0,2,51,1,4049,0
1,0,0.017857,0.017857,56,1,5,2,1,81,1
1,0,0.321429,0.303571,56,1,5,1,1,79,1
1,0,0,0.111111,45,0,2,86,1,123,0
1,0,0.02381,0.190476,42,1,3,24,1,574,0
1,0.747569,0.252809,0.325843,50.857143,0,2,119,0.571429,528,0
1,0.826987,0.079051,0.043478,50.6,1,2,147,0.8,3722,1
1,0,0.027273,0.081818,110,0,1,24,1,1782,0
1,1,0.019608,0,51,1,7,0,0.5,10667,0
1,0.136059,0.54902,0.480392,51,1,7,277,1,10665,1
1,0.945058,0.510274,0.458904,32.444444,0,4,1045,0.888889,251,1
1,1,0.496124,0.186047,32.25,0,4,16,0.25,726,0
1,0,0,0,30,0,1,0,0.25,4177,0
1,0,2.451613,2.548387,31,0,5,39,1,220,1
1,0.91899,0.051282,0.044872,52,0,5,54,0.666667,240,0
1,0.903328,0.008674,0.011152,73.363636,0,5,917,0.909091,6022,0
1,0.701443,0.122677,0.401487,89.666667,1,4,97,0.666667,5466,0
1,0,0,0,0,0,7,123,0.6,13396,0
1,0.99403,0.070866,0.015748,63.5,1,4,58,1,443,0
1,0.696109,0.015625,0.0625,64,1,3,139,1,537,1
1,0,0.340426,0.510638,47,1,2,171,1,5550,0
1,0,0,0,26.666667,0,1,0,0.333333,219,1
1,0.697898,0.428689,0.30082,174.285714,1,6,16,0.285714,1218,1
1,0,0.306667,0.186667,75,1,3,48,1,6763,0
1,0,0.086957,0.028986,69,1,3,0,1,178,0
1,0,0.19403,0.313433,67,1,3,90,1,177,1
1,0.297472,0.011321,0.132075,132.5,0,2,68,1,405,0
1,0,0,0,29,0,1,0,0.5,11225,1
1,0,0.043478,0.043478,23,0,2,0,1,12240,0
1,0,0.130435,0.086957,23,0,2,84,1,12239,0
1,0,0,0,18,0,1,0,1,553,0
1,0,0.317204,0.16129,186,1,3,3,1,1307,1
1,0.294615,0.205128,0.123932,117,0,5,98,1,1303,1
1,0,0,0,10,0,1,0,0.5,521,0
1,0,0,0,0,0,1,0,1,582,0
1,0.776939,0.617241,0.286207,48.333333,1,2,359,0.833333,582,0
1,0.763634,1.99373,2.225705,29,0,7,300,0.272727,219,1
1,0,0,0,0,0,1,0,1,582,0
1,0,1.625,1.6375,80,1,3,18,1,15661,0
1,0,0.217949,0.179487,78,1,3,2,1,2156,1
1,0,0.272727,0.155844,77,0,3,20,1,2097,1
1,0,0,0,37,0,1,0,0.5,9895,1
1,0.362632,0.353571,0.275,93.333333,1,3,31,0.666667,9977,1
1,0.919432,0.022082,0.018927,105.666667,0,5,598,1,2047,0
1,0,0,0,32,0,1,0,1,91,0
1,0,0.027027,0.027027,37,0,3,5,1,2163,0
1,0.82594,0.41821,0.291667,162,0,6,292,1,15290,1
1,0.897918,0.047887,0.115493,118.333333,0,3,51,1,143,1
1,0.665741,0.0246,0.00492,101.625,0,3,121,0.5,4473,0
1,0.411447,0.067511,0.198312,79,0,3,437,1,5712,0
1,0,0.036364,0.036364,55,0,1,24,1,1725,0
1,0,0,0,43.5,0,1,0,0.071429,114,1
1,0.981941,0.076923,0.044872,78,1,6,293,1,10687,0
1,0.784696,0.038091,0.043598,155.642857,0,9,582,0.714286,1466,1
1,0,0.045113,0.067669,133,1,6,36,1,10324,0
1,0.734719,1.084093,0.975684,109.666667,0,8,236,0.555556,107,1
1,0.495969,0.150602,0.126506,83,0,5,10,1,202,1
1,0.811278,0.331858,0.022124,113,1,4,98,1,496,0
1,0,0.046512,0,86,1,3,110,1,5930,0
1,0,0,0,80.571429,0,1,0,0.142857,114,1
1,0,0.046512,0,86,1,3,115,1,5929,0
1,0.430552,0.237037,0.014815,67.5,0,6,329,1,1905,0
1,0.796505,2.545643,2.541494,96.4,0,6,129,0.4,199,1
1,0,0,0,34,0,1,0,1,200,0
1,0,0.002096,0.002096,477,0,6,0,1,2222,0
1,0.978071,0.027237,0.062257,257,1,6,74,1,2220,0
1,0,0.04793,0,459,1,6,3,1,2084,0
1,0.847985,0.117978,0.065543,178,1,6,20,1,2070,0
1,0,0.036403,0.002141,467,0,6,0,1,2063,0
1,0,0.017391,0.006522,460,1,6,1,1,2062,0
1,0.567199,0.247902,0.210526,163.875,0,12,529,0.6875,14109,1
1,0,0.024444,0.015556,450,0,6,17,1,2034,0
1,0,0.008909,0.002227,449,1,6,22,1,13898,0
1,0.721928,0.044248,0,282.5,1,8,24,1,13827,0
1,0.269828,0.093168,0.041408,241.5,1,6,245,1,13805,0
1,0.704502,0.069164,0.068012,157.727273,0,9,337,0.909091,13633,0
1,0.546013,0.203566,0.008915,336.5,0,8,5,1,1677,1
1,0,0.00464,0.00232,431,1,6,1,1,12241,0
1,0.607664,0.099099,0.061776,155.4,1,7,62,0.4,12198,0
1,0.895575,0.062212,0.041475,115.733333,0,10,720,0.6,11590,0
1,0.685599,0.076522,0.05913,191.666667,1,6,69,1,11575,1
1,0.647869,0.14539,0.047281,169.2,0,7,13,0.6,11348,1
1,0.917236,0.109375,0.083705,149.333333,0,8,6,0.5,11339,0
1,0,0.014035,0.010526,285,0,6,4,1,2020,0
1,0.184452,0.180851,0.046809,235,1,7,32,0.5,10642,0
1,0,0.03663,0.014652,273,0,6,12,1,132,0
1,0,0.003704,0,270,1,6,0,1,10124,0
1,0.150666,0.470588,0.305322,178.5,1,6,67,1,10123,0
1,0,0,0.111111,234,0,4,19,1,1355,0
1,0,0.011236,0.089888,178,0,4,1,1,62,0
1,0,0.033149,0,181,1,4,16,1,60,0
1,0,0.022472,0.151685,178,1,3,16,1,373,1
1,0.532938,0.137956,0.05361,139.9,1,5,144,1,563,1
1,0.591673,0.021858,0.016393,91.5,0,3,70,1,541,0
1,0.530314,0.056657,0.226629,141.2,1,3,59,1,4793,1
1,0.606538,0.09078,0.103546,176.25,0,5,104,0.875,4699,1
1,0.830845,0.08265,0.034836,133.090909,1,2,426,0.636364,4566,1
1,0.749977,0.121359,0.016383,117.714286,0,3,204,0.857143,4464,0
1,0.631329,0.106145,0.047486,89.5,1,2,4,0.75,4383,1
1,0,0.25974,0.225108,231,1,2,0,1,4145,1
1,0.799515,0.076341,0.084543,93.235294,1,3,608,0.411765,3716,0
1,0,0.016484,0.005495,182,1,1,7,1,2705,0
1,0.81128,0.088767,0.027494,97.923077,0,1,91,0.769231,2658,0
1,0.955715,0.131078,0.175476,157.666667,1,3,176,1,269,0
1,0,0,0,92.666667,0,1,0,0.333333,93,1
1,0.272971,0.028601,0.036772,489.5,0,2,48,1,1725,0
1,0.498396,0.035461,0.01773,70.5,0,7,127,1,17139,0
1,0,0.017647,0.005882,170,1,7,0,1,73,0
1,0,0.135294,0.105882,170,1,6,0,1,10651,0
1,0,0.309524,0.279762,168,1,6,1,1,10650,1
1,0.605002,0.875312,0.57606,133.666667,1,8,58,1,10648,1
1,0.786187,0.407277,0.827465,121.714286,0,7,123,0.571429,10564,1
1,0,0.093333,0.046667,150,1,6,3,1,10537,0
1,0,0,0.007092,141,0,3,0,1,144,0
1,0,0,0.014085,142,0,3,2,1,124,0
1,0,0.21875,0.0625,32,1,2,17,1,562,0
1,0,0.310345,0.37931,29,0,2,1,1,6375,0
1,0,0.758621,0.034483,29,1,2,20,1,6362,1
1,0,0,0.111111,18,0,2,171,1,544,0
1,0,0.057143,0.035714,140,1,4,6,1,6295,0
1,0.626836,0.205333,0.041333,83.333333,0,5,348,0.777778,106,0
1,0,0.006711,0.006711,149,0,3,2,1,5809,0
1,0,0,0.011905,168,0,3,10,1,125,0
1,0,0.006711,0.006711,149,1,3,123,1,5808,0
1,0.722033,0.2249,0.044177,99.6,0,4,330,0.8,91,0
1,0.970079,0.121569,0.254902,63.75,0,3,78,0.5,148,0
1,0,0,0,30,0,1,0,1,59,0
1,0.982141,0.015837,0.015837,147.333333,0,5,43,1,17007,0
1,0,0.024,0.016,125,0,5,0,1,13004,0
1,0.47381,0.345603,0.251534,81.5,0,7,28,0.833333,12603,1
1,0.778893,0.064665,0.030023,86.6,1,6,32,1,10634,0
1,0.681556,0.033058,0.068182,48.4,0,4,43,0.4,8795,1
1,0,0.016667,0.038889,180,0,3,14,1,126,0
1,0,0.084507,0.084507,71,0,3,1,1,59,0
1,0,0.098592,0,71,0,2,21,1,17147,0
1,0.989183,0.112523,0.139746,275.5,1,6,24,1,15477,0
1,0.616107,0.059524,0.054422,117.6,0,6,962,0.8,14118,0
1,0,0,0,24,0,1,0,1,1905,0
1,0.661925,0.314941,0.211407,73.318182,0,3,601,0.318182,510,1
2,0.920644,0.028037,0.024922,80.25,0,10,3335,0.4375,17744,1
1,0,0.032787,0.032787,61,0,3,51,1,127,0
1,0.995979,0.735849,0.106918,79.5,0,4,140,1,6259,0
1,0.810913,0.082069,0.065767,49.416667,0,3,276,0.333333,4251,1
1,0,0,0,108.5,0,1,0,0.5,93,1
1,0.836375,0.709677,0.282258,41.333333,1,5,350,1,6486,1
1,0,0,0,38.5,0,1,0,0.5,2034,1
1,0.241211,0.364286,0.335714,35,0,5,153,0.75,12567,0
1,0.470332,0.529524,0.539048,105,0,6,886,0.6,10460,0
1,0.92608,0.03995,0.075273,44.867925,0,5,525,0.283019,388,1
1,0.94566,0.156627,0.108434,41.5,0,2,0,0.5,519,1
1,0,0,0,35,0,1,0,1,3671,1
1,0,0,0,0,0,3,43,1,1314,0
1,1,0.00391,0.00391,255.75,0,3,157,0.75,2858,0
1,0,0.00507,0.00507,789,1,3,6,1,51,0
1,0.956042,0.034988,0.021969,409.666667,1,2,71,1,2669,1
1,0.902102,0.012359,0.005911,265.857143,1,2,165,1,1808,0
1,0.946395,0.019531,0.011719,85.333333,0,3,46,0.666667,573,0
1,0.618205,0.516588,0.526066,52.75,1,5,112,1,15641,1
1,0.680577,0.074954,0.135283,91.166667,0,9,757,0.833333,1995,1
1,1,0.568889,0.213333,28.125,0,5,68,0.75,722,0
1,0,0,0,41.357143,0,1,0,0.071429,3670,1
1,0,0,0,0,0,2,154,1,107,0
1,0.980645,0.061856,0.049485,48.5,0,8,2290,0.4,16494,0
1,0.710424,0.932473,0.932473,43.782609,0,11,17333,0.336957,14265,1
1,0.557795,0.258527,0.204638,133.272727,0,8,413,0.818182,10142,1
1,1,0.38255,0.261745,49.666667,0,2,61,0.666667,151,0
1,0.932796,0.026954,0.040431,53,0,7,75,0.428571,16598,0
1,0.947308,0.067265,0.067265,44.6,0,7,475,0.8,12472,1
2,0.964251,0.056235,0.055012,44.107843,0,7,3811,0.215686,7528,0
1,0.988324,0.645238,0.957143,32.307692,0,4,1803,0.615385,208,1
1,0,0,0,0,0,3,15,1,1105,0
1,0.702093,0.518741,0.382309,222.333333,0,5,120,0.833333,1253,1
1,0,0.020408,0.020408,24.5,1,2,67,1,4655,0
1,0,0,0.020408,49,0,2,0,1,152,0
1,0.954434,0.015504,0.046512,64.5,0,2,112,1,129,1
1,0.518761,0.143581,0.315878,53.818182,0,7,2023,0.272727,13730,0
1,0.517685,0.167842,0.203015,131,0,13,4631,0.531646,13712,1
1,0.65733,0.459677,0.201613,41.333333,1,6,51,0.666667,9827,0
1,0.70678,0.054898,0.013994,185.8,1,5,100,1,340,0
1,0.855489,0.16129,0.051613,31,1,4,72,0.4,6518,0
1,0.376837,0.465278,0.444444,48,0,3,89,0.666667,4703,1
1,0,0.035714,0.035714,28,0,3,7,1,16591,0
1,0,0,0,26,0,1,0,1,4621,0
1,0,0.173913,0.173913,46,1,5,0,1,134,0
1,0,0,0.020408,49,1,4,16,1,10070,0
1,0.853549,0.383459,0.26817,79.8,0,5,42,0.6,9966,1
1,0.864792,1.838428,1.846538,94.294118,0,7,441,0.294118,251,1
1,0.292218,0.163563,0.187045,77.1875,0,3,640,0.8125,8856,1
1,0.683932,0.114625,0.217391,72.285714,0,4,105,0.285714,543,0
1,0.765936,0.043866,0.030158,58.36,0,1,25,0.48,798,0
1,0,0.089172,0.012739,157,1,5,95,1,2248,0
1,0,0.102041,0.013605,147,1,5,38,1,1568,0
1,0,0.173228,0.023622,127,1,5,41,1,10196,1
1,0.878127,1.343019,1.336641,88.1875,0,6,381,0.4375,267,1
1,0,0.618182,0.190909,110,0,4,0,1,509,0
1,0.93939,0.73295,0.696795,121.7,0,6,59,0.4,1230,1
1,0.939913,1.174383,0.54784,72,0,4,178,0.444444,6889,1
1,0,0,0,54.222222,0,1,0,0.111111,553,1
1,0,0.372549,0.470588,51,0,2,17,1,1714,0
1,0,0.008475,0.008475,118,1,4,26,1,1974,0
1,1,0.06015,0.022556,133,0,5,215,1,1895,0
1,0,0.071429,0.071429,112,1,4,15,1,1570,0
1,0,1.5,1.393617,94,1,4,47,1,10154,1
1,0.997231,0.069182,0.025157,45.428571,1,2,14,0.142857,975,0
1,0,0.290323,0.387097,31,0,2,15,1,1716,0
1,0,0,0,72.5,0,1,0,0.5,10542,1
1,0.869832,0.038997,1.077994,59.833333,0,4,6,0.166667,1509,1
1,0,0.033113,0,151,0,5,14,1,2044,0
1,0.789597,0.01423,0.032342,128.833333,0,8,1085,0.666667,1986,1
1,0,0.074324,0.013514,148,1,5,167,1,1892,0
1,0.855879,0.150538,0.017204,116.25,1,5,180,1,1415,1
1,0.653244,0.741472,0.624776,139.25,1,4,76,0.75,507,1
1,0,0.392157,0.470588,51,0,2,17,1,1716,0
1,0,0.021739,0.021739,46,0,3,4,1,1922,0
1,0,0.173913,0.086957,46,0,3,193,1,1893,0
1,0.641289,0.119048,0.002976,112,1,7,154,1,10672,0
1,0.790352,2.221698,2.292453,106,1,5,5,1,1317,1
1,0.97957,0.022082,0.028391,45.285714,1,2,14,0.142857,3931,1
1,0.487204,0.107132,0.061344,131.038462,0,2,119,0.576923,941,1
1,0.385904,0.070513,0.076923,156,1,3,6,0.666667,1191,0
1,0.997015,0.073986,0.031026,104.75,1,4,4,0.25,6909,0
1,0.781676,0.12336,0.144357,76.2,0,2,106,0.4,1722,0
1,0.813037,0.835165,0.786325,91,0,7,295,0.777778,10552,1
