@relation KC1-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R5

@attribute ev(g) numeric
@attribute l numeric
@attribute i numeric
@attribute lOComment numeric
@attribute locCodeAndComment numeric
@attribute defects {false,true}

@data
1,0.25,8.72,0,0,false
1,0.67,7.74,0,0,false
1,0.22,15.11,0,0,false
1,0.22,15.11,0,0,false
1,0.22,15.11,0,0,false
1,0.22,15.11,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.5,11.23,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.19,14.28,0,0,false
1,0.12,24.67,0,0,false
1,0.44,25.73,0,0,false
1,0.67,7.74,0,0,false
1,0.67,5.33,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.24,18.78,0,0,false
1,0.5,7.75,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.16,13.3,1,0,false
1,0.04,13.43,5,0,false
1,0.1,61.35,2,0,false
1,0.21,16.32,0,0,false
1,0.18,59.23,0,0,false
1,0.11,32.87,1,0,false
1,0.5,5.8,0,0,false
1,0.5,5.8,0,0,false
1,0.33,7.49,0,0,false
1,0.2,20,0,0,false
1,0.67,7.74,0,0,false
5,0.05,41.61,7,4,false
1,0.08,38.83,0,0,false
1,0.18,52.46,0,0,false
1,0.33,26.05,0,0,false
1,0.5,9.83,0,0,false
1,0.11,9.55,5,0,false
1,0.32,11.16,2,0,false
1,0.1,9.29,5,0,false
1,0.09,42.54,0,0,false
8,0.04,42.66,7,0,false
1,0.18,52.46,0,0,false
1,0.33,26.05,0,0,false
1,0.5,9.83,0,0,false
1,0.18,59.23,0,0,false
1,0.33,29.33,0,0,false
1,0.5,9.83,0,0,false
1,0.09,38.49,0,0,false
1,0.2,21.74,0,0,false
1,0.33,21.58,0,0,false
1,0.08,42.08,0,0,false
1,0.09,22.36,6,0,false
1,0.23,11.86,0,0,false
1,0.33,14.99,0,0,false
1,0.23,11.86,0,0,false
1,0.18,52.46,0,0,false
1,0.33,26.05,0,0,false
1,0.5,9.83,0,0,false
7,0.05,55.28,5,0,false
1,0.1,22.43,1,0,false
1,0.05,60.25,10,0,false
1,0.2,20,0,0,false
1,0.19,27.26,0,0,false
1,0.16,17.4,1,0,false
1,0.5,7.75,17,0,false
1,0.07,10.25,12,0,false
1,0.09,26.97,6,1,false
1,0.1,54.53,0,0,false
1,0.33,14.99,0,0,false
1,0.19,9.88,0,0,false
10,0.03,65.81,3,5,false
1,0.21,14.69,0,0,false
1,0.14,10.75,0,0,false
1,0.1,43.17,0,0,false
1,0.5,17.43,0,0,false
1,2,9.51,0,0,false
1,2,9.51,0,0,false
5,0.09,60.36,3,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.23,107.09,2,0,false
1,0,0,0,0,false
1,0.4,26.63,0,0,false
1,0.35,26.64,0,0,false
1,0.07,25.41,4,0,false
1,0.07,22.26,5,1,false
1,0.5,5.8,0,0,false
1,0.33,12.18,0,0,false
3,0.13,23.97,0,0,false
1,0.33,9.51,0,0,false
1,0.21,17.44,0,0,false
1,0.4,14.62,0,0,false
1,0.2,20,0,0,false
1,0.5,5.8,0,0,false
1,0.33,8,1,0,false
1,0.5,7.75,0,0,false
1,0.5,5.8,0,0,false
1,0.5,7.75,0,0,false
1,0.5,5.8,0,0,false
1,0.5,5.8,0,0,false
1,0.29,14.34,0,0,false
1,0.33,10.57,0,0,false
1,0.29,14.34,0,0,false
1,0.33,10.57,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.33,7.49,0,0,false
1,0.67,5.33,0,0,false
1,0.21,14.69,0,0,false
4,0.06,19.07,0,0,false
1,0.17,26.65,0,0,false
1,0.67,5.33,0,0,false
3,0.08,28.31,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.5,5.8,0,0,false
1,0.67,5.33,0,0,false
1,0.22,11.95,0,0,false
1,0.29,14.34,0,0,false
1,0.29,14.34,0,0,false
1,0.67,5.33,0,0,false
1,0.07,32.97,0,0,false
1,0.29,11.86,0,0,false
1,0.07,19.61,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.21,14.69,0,0,false
1,0.17,26.65,0,0,false
4,0.06,20.39,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.15,32.68,0,0,false
1,0.21,14.69,0,0,false
1,0.07,32.91,0,0,false
1,0.67,5.33,0,0,false
1,0.25,10.3,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.5,5.8,0,0,false
1,0.29,11.86,0,0,false
1,0.5,5.8,0,0,false
1,0.5,7.75,0,0,false
1,0.09,47.63,0,0,false
1,0.18,66.16,0,0,false
1,0.09,25.84,11,0,false
1,0.33,32.7,0,0,false
1,0.5,9.83,0,0,false
1,0.08,40.7,0,0,false
1,0.18,52.46,0,0,false
1,0.33,26.05,0,0,false
1,0.5,9.83,0,0,false
1,0.33,7.49,0,0,false
16,0.02,56.22,5,5,false
1,0.5,5.8,0,0,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.12,17.3,1,2,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.11,16.82,1,2,false
1,0.12,18.01,1,2,false
1,0.12,17.3,1,2,false
1,0.29,8.15,0,0,false
1,0.04,28.18,5,7,false
1,0.5,5.8,0,0,false
1,0.5,5.8,0,0,false
1,0.5,7.75,0,0,false
1,0.12,17.3,1,2,false
1,0.12,17.3,1,2,false
1,0.33,10.57,0,0,false
1,0.5,7.75,0,0,false
1,0.5,5.8,0,0,false
1,0.29,11.86,0,0,false
1,0.29,11.86,0,0,false
1,0.21,17.44,0,0,false
1,0.09,53.36,0,0,false
1,0.06,79.12,18,0,false
1,0.21,23.54,0,0,false
1,0.18,59.23,0,0,false
1,0.33,29.33,0,0,false
1,0.5,9.83,0,0,false
1,0.19,27.26,0,0,false
1,0.21,16.32,0,0,false
1,0.23,11.86,1,0,false
1,0.2,20,0,0,false
1,0.29,12.85,0,0,false
1,0.29,11.86,0,0,false
1,0.33,10.57,0,0,false
1,0.29,10.44,0,0,false
3,0.11,14.71,0,0,false
1,0.67,5.33,11,0,false
1,0.09,21.46,2,0,false
1,0.5,7.75,0,0,false
1,0.4,9.6,0,0,false
1,0.11,11.35,0,0,false
1,0.22,14.38,1,1,false
3,0.07,21.02,13,2,false
1,0.14,46.64,0,0,false
1,0.21,16.32,0,0,false
1,0.67,5.33,0,0,false
1,0.18,39.43,0,0,false
1,0.67,5.33,21,0,false
1,0.19,27.26,0,0,false
1,0.15,15.99,0,0,false
1,0.33,7.49,0,0,false
1,0.04,45.09,2,0,false
1,0.5,5.8,0,0,false
1,0.4,7.24,0,0,false
1,0.5,7.75,0,0,false
1,0.5,5.8,0,0,false
1,0.5,7.75,0,0,false
1,0.11,23.17,8,2,false
1,0.11,23.17,6,2,false
1,0.5,5.8,0,0,false
1,0,0,0,0,false
1,0.22,6,0,0,false
1,0.18,17.05,0,0,false
1,0,0,0,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.4,14.62,0,0,false
1,0.67,5.33,0,0,false
1,0.11,23.49,0,1,false
1,0.09,30.96,1,0,false
1,0.67,5.33,0,0,false
1,0.09,14.73,0,0,false
1,0.33,23.25,0,0,false
1,0.11,27.39,0,0,false
1,0.2,21.6,0,0,false
1,0.67,7.74,0,0,false
1,0.2,3.62,0,0,false
1,0.67,7.74,0,0,false
1,0.33,14.4,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,7.74,0,0,false
1,0.11,20.17,1,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.17,30.49,0,0,false
1,1,4.75,0,0,false
1,0,0,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0.06,24.17,0,0,false
1,0,0,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0.67,10.34,0,0,false
1,0,0,0,0,false
1,1,8,0,0,false
1,1,8,0,0,false
1,1,4.75,0,0,false
1,0.12,29.61,0,0,false
1,1,4.75,0,0,false
1,2,4,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,2,4,0,0,false
1,2,4,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.67,5.33,0,0,false
1,0.67,7.74,0,0,false
1,1,4.75,0,0,false
1,0.21,29.64,0,0,false
1,0.22,16.89,0,0,false
1,0.4,12.68,0,0,false
1,0.4,9.6,0,0,false
4,0.07,15.08,0,0,false
1,0.4,12.68,0,0,false
1,0.4,9.6,0,0,false
7,0.04,15.2,4,0,false
1,0.33,9.51,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
5,0.06,46.6,3,1,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.13,9.87,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.13,22.94,0,0,false
1,0.16,14.45,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.4,6.2,0,0,false
1,0.67,7.74,0,0,false
1,0.28,14.41,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.4,9.6,0,0,false
1,0.17,8.96,0,0,false
1,0.67,5.33,0,0,false
1,0.14,3.86,0,0,false
1,0.67,5.33,0,0,false
1,0.14,3.86,0,0,false
3,0.22,11.85,0,0,false
1,0.67,5.33,0,0,false
1,0.67,7.74,0,0,false
1,0.15,9.87,0,0,false
1,0.06,46.32,0,0,false
1,0.14,37.1,1,0,false
1,0.2,23.2,1,0,false
1,0.67,7.74,0,0,false
1,0.5,11.63,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.15,8.3,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.08,14.3,0,0,false
1,0.09,16.2,0,0,false
1,0.67,5.33,0,0,false
1,0.29,6.86,0,0,false
1,0.29,6.86,0,0,false
1,0.5,9.05,0,0,false
1,0.12,34.53,0,0,false
1,0.08,11.7,0,0,false
1,0.08,11.7,0,0,false
1,0.13,20.02,0,0,false
1,0.13,20.02,0,0,false
1,0.5,7.75,0,0,false
1,0.5,5.8,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.16,13.26,0,0,false
1,0.18,15.23,0,0,false
1,0.16,13.26,0,0,false
1,0.18,15.23,0,0,false
1,0.11,18.22,0,0,false
1,0.16,23.6,1,0,false
1,0.18,19.71,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.16,25.62,1,0,false
1,0.21,49.82,0,0,false
1,0.21,29.54,0,0,false
1,0.15,17.66,0,0,false
1,0.5,11.23,0,0,false
1,0.19,21.27,0,0,false
1,0.67,7.74,0,0,false
1,0.15,25.77,1,0,false
3,0.1,28.75,1,0,false
1,0.67,5.33,0,0,false
1,0.25,15.24,0,0,false
1,0.17,17.13,0,0,false
