@relation camel-1.4_deleteColumns-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R6

@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
3,0,250,12,8,0.881988,238,2,0.290323,0.223602,0,0,8.625,3,1.1667,0
2,2,83,2,10,0.855556,297,4,0.433333,0.1875,1,1,14.105263,2,1.0526,1
4,0,1,0,3,2,12,0,0.972222,0.666667,1,1,5,1,0.5,0
4,0,0,0,3,0,13,0,1,1,0,0,5,0,0,1
3,0,1,0,4,2,9,0,0.916667,0.75,1,1,3.5,1,0.5,0
1,0,0,0,5,0,30,2,0,0.625,0,0,13,1,0.5,0
3,0,0,2,10,0.5,119,2,0.88,0.4375,1,1,22.2,3,1,0
3,0,1,1,4,2,9,0,0.9,0.75,1,1,3.5,1,0.5,0
0,0,1,1,6,0.5,48,0,0,0.75,0,0,14.666667,1,0.3333,0
1,0,78,171,7,2,13,0,0,0.24359,0,0,0,1,1,1
1,0,26,0,4,0.714286,83,1,0,0.25,0,0,9.25,2,1,0
1,0,15,1,9,2,112,0,0.545455,0.541667,1,2,17.666667,4,1.6667,0
3,0,0,0,4,0.5,114,0,0.571429,0.366667,0,0,9.181818,1,0.8182,0
1,0,1,1,3,2,9,0,0,1,0,0,3.5,1,0.5,0
3,0,128,5,10,0.719298,425,1,0.686275,0.190789,2,5,20.1,4,1.45,0
1,0,1,0,0,2,22,0,0,0.5,0,0,10,2,1,0
1,0,247,11,21,0.924242,118,3,0,0.178744,0,0,4,1,0.9565,0
1,0,33,3,2,0.595238,210,0,0,0.22619,0,0,12.6,3,1.1333,0
3,0,4,2,0,2,34,0,0.882353,0.625,1,3,7.5,2,0.75,0
3,0,0,4,2,0,52,0,0.875,0.4375,0,0,11.75,2,1,0
1,0,6,0,0,0.75,24,0,0,0.466667,0,0,3.4,1,0.8,0
1,0,1164,9,5,0.925,711,0,0,0.109069,0,0,13.408163,2,1,0
5,2,1,4,2,2,13,0,1,0.875,0,0,5.5,0,0,0
4,0,15,2,6,2,39,0,0.981366,0.375,2,3,5.5,1,0.5,1
1,0,3,0,0,2,12,0,0,0.833333,0,0,3,1,0.6667,0
1,0,1,1,5,2,15,0,0,0.625,0,0,6.5,1,0.5,0
1,0,0,10,0,2,1,0,0,1,0,0,0,1,1,0
3,0,62,1,5,0.636364,79,0,0.943396,0.354167,1,2,5.416667,2,0.8333,1
1,0,406,8,6,2,29,0,0,0.371648,0,0,0,1,1,1
5,0,94,2,9,0.833333,146,1,0.755556,0.291667,1,1,7.875,2,0.75,0
0,0,29,0,14,0.82,101,2,0,0.340909,0,0,7.727273,1,0.9091,0
1,0,0,2,1,2,1,0,0,1,0,0,0,1,1,0
1,0,3,0,1,2,221,0,0,0.333333,0,0,72.666667,1,0.6667,0
3,0,20,1,10,0.642857,250,1,0.769231,0.285714,0,0,30,6,1.5,1
1,0,12,2,1,0.625,100,0,0,0.541667,0,0,9.777778,4,1.2222,0
1,0,0,4,5,2,1,0,0,1,0,0,0,1,1,0
1,0,0,1,3,0,37,0,0,0.583333,0,0,8,1,0.75,0
3,10,30,12,8,0.5,114,1,0.949367,0.22619,1,3,8.333333,2,0.8333,0
3,0,59,9,13,0.641026,208,1,0.925926,0.261538,1,2,13.642857,3,1.1429,0
4,8,0,10,2,0.833333,39,1,0.894737,0.625,0,0,8.25,1,0.5,0
4,0,3,0,8,2,49,0,0.948718,0.666667,2,2,15.333333,1,0.6667,0
3,0,3,1,4,2,23,0,0.971429,0.5,1,2,6.666667,1,0.3333,0
1,0,0,3,0,2,1,0,0,1,0,0,0,1,1,0
4,0,156,3,18,0.84375,407,1,0.677419,0.210884,2,3,18,3,1.0476,0
1,0,28,0,7,2,237,0,0,0.625,0,0,28.625,11,3,1
1,0,22,21,3,0.571429,176,0,0,0.25,0,0,20.875,1,0.75,0
1,0,1,5,2,2,2,0,0,1,0,0,0,1,1,1
1,0,15,2,5,2,14,0,0,0.333333,0,0,1.333333,1,0.8333,0
2,1,9,1,1,0.666667,40,0,0.333333,0.642857,0,0,4.428571,2,1.1429,0
1,0,6,0,7,2,22,0,0,0.375,0,0,4.5,1,0.75,0
3,0,16,3,8,0.125,108,1,0.85,0.333333,2,3,10.888889,1,0.6667,0
2,0,201,2,13,0.918182,266,0,0.534884,0.176768,1,1,10.130435,1,0.8696,1
4,0,28,4,15,2,73,0,0.863636,0.3125,0,0,8.125,1,0.75,0
1,2,3,2,6,2,96,0,0,0.533333,0,0,31,3,1.6667,0
4,0,5,1,5,0.527778,168,2,0.740741,0.25,2,2,15.4,3,1.1,0
2,0,26,0,7,0.571429,415,0,0.588235,0.390625,1,1,50.75,8,3.625,0
1,0,3,11,5,2,47,0,0,0.416667,0,0,14.666667,5,2.3333,0
0,0,0,4,2,2,9,0,0,1,0,0,8,0,0,0
2,2,0,2,4,0,38,0,0.722222,0.666667,1,1,5.166667,1,0.8333,0
1,0,300,141,12,2,25,0,0,0.18,0,0,0,1,1,1
3,0,145,6,19,0.861905,434,5,0.486486,0.155844,1,1,18.272727,13,1.5455,1
0,1,0,2,6,0,73,0,0,0.5,0,0,13.4,1,0.8,0
2,0,9,1,5,0.75,83,2,0.923077,0.333333,0,0,10.285714,2,0.8571,0
5,0,0,2,1,0,44,0,0.944444,0.666667,0,0,13.333333,1,0.3333,0
1,0,11,3,6,0.444444,61,2,0,0.4,0,0,7.285714,1,0.5714,0
3,0,263,11,9,0.776,278,2,0.867052,0.146853,1,2,9.5,3,1.0769,1
3,0,19,0,8,0.5,118,0,0.894737,0.342857,0,0,15.714286,4,1.5714,0
3,0,245,16,17,0.835165,348,1,0.867052,0.169231,1,6,11.62963,3,1.0741,0
2,0,617,4,21,0.926641,358,1,0.396552,0.144963,1,1,8.052632,2,0.9474,0
1,1,46,7,8,0.395833,444,2,0,0.294118,0,0,24.941176,8,2.2941,1
3,0,0,1,7,0.625,56,1,0.913043,0.5,0,0,9.8,1,0.4,1
2,6,22,6,6,0.571429,55,0,0.851852,0.333333,0,0,5.75,2,0.625,0
1,0,0,2,27,0.454545,392,2,0,0.25,0,0,31.25,9,1.9167,0
2,0,132,3,8,0.882353,596,0,0.371429,0.193237,1,1,23.125,8,1.4167,0
1,0,10,9,4,2,5,0,0,0.366667,0,0,0,1,1,0
3,0,4,2,9,0.75,36,1,0.869565,0.3,0,0,5.6,1,0.6,0
2,0,3,0,1,2,12,0,0.956522,0.666667,1,2,3,1,0.3333,0
2,0,14,2,10,0.714286,120,0,0.793103,0.291667,0,0,13.625,1,0.75,0
1,0,1,6,2,2,2,0,0,0.666667,0,0,0,1,1,0
1,0,36,4,9,2,268,0,0,0.272727,0,0,28.777778,3,1.1111,0
1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,21,2,6,2,66,0,0.882353,0.326531,0,0,8.428571,2,0.7143,1
1,0,49,1,11,0.7,197,0,0.470588,0.4,1,4,16.818182,9,1.6364,0
3,0,100,2,8,0.822917,180,3,0.567568,0.227941,1,1,9.235294,3,1.2353,0
3,0,51,2,4,0.85,77,0,0.949367,0.484848,1,2,5.636364,1,0.7273,0
1,0,9,1,5,0.6,25,0,0,0.375,0,0,3,1,0.8333,0
1,0,3,3,13,1.041667,461,0,0,0.666667,0,0,148.666667,4,2,1
3,0,30,1,4,0.25,50,0,0.833333,0.555556,2,5,4.444444,1,0.7778,1
1,0,1,0,0,2,2,0,0,1,0,0,0,1,1,0
2,0,0,2,4,0,14,0,0.974359,0.625,0,0,5.5,1,0.5,0
2,0,97,5,19,0.785714,120,1,0.638889,0.192593,0,0,6.866667,2,1,0
1,0,105,10,1,2,214,0,0,0.2,0,0,13.266667,4,2.4667,1
2,1,972,11,25,0.916076,855,1,0.220339,0.098784,1,1,16.4375,4,1.3958,0
1,0,1,3,2,2,17,0,0,0.666667,0,0,7.5,2,1,0
1,0,61,2,5,0.830769,81,5,0,0.297619,0,0,4.428571,1,0.9286,0
1,0,85,1,8,0.739496,242,2,0,0.205882,0,0,12.055556,5,1.3889,1
4,17,6,60,0,1.333333,21,0,1,0.666667,0,0,4,0,0,0
1,0,1,2,2,0.6,50,1,0,0.5,0,0,7,2,1.1667,0
2,0,2,2,6,0.625,60,0,0.555556,0.44,1,2,10.6,1,0.8,0
2,0,0,3,4,0.638655,315,0,0.52381,0.263889,1,1,16.111111,3,0.7778,1
3,0,0,5,4,0,41,1,0.875,0.4375,0,0,9,1,0.75,0
1,0,10,3,4,2,54,0,0,0.45,0,0,9.8,2,1.6,0
2,1,4,4,5,0.625,103,2,0.666667,0.35,1,5,10,3,1,1
3,0,35,1,4,0.2,62,0,0.795455,0.590909,2,5,4.545455,1,0.8182,0
4,0,0,1,1,0,20,0,0.944444,0.75,0,0,8.5,1,0.5,0
1,0,4,11,5,0.333333,22,0,0,0.5,0,0,4.25,1,0.75,0
2,0,32,58,2,0.975,242,9,0.631579,0.375,1,1,24.777778,4,1.8889,0
2,0,0,2,5,0,65,1,0.692308,0.45,1,1,11.8,1,0.8,0
1,0,231,24,15,2,358,0,0,0.333333,0,0,15.272727,4,1.4545,1
1,0,0,5,0,2,1,0,0,1,0,0,0,1,1,0
1,0,3,2,0,2,22,0,0,0.444444,0,0,6.333333,1,0.6667,0
5,0,0,7,1,1,21,0,0.944444,0.75,0,0,8.5,1,0.5,1
5,0,0,1,1,2,14,0,1,1,0,0,12,0,0,0
3,0,0,1,11,0.333333,126,1,0.909091,0.583333,0,0,30,4,1.25,0
2,0,3,0,1,2,12,0,0.956522,0.666667,1,2,3,1,0.3333,0
1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,4,1,9,0.666667,81,0,0,0.4375,0,0,19,6,2.25,0
1,0,1,1,2,2,54,0,0,0.666667,0,0,26,6,3,0
1,0,0,0,0,2,4,0,0,1,0,0,3,0,0,0
3,0,0,1,12,0.642857,130,1,0.769231,0.314286,1,1,14.75,2,0.875,0
1,0,0,1,3,0,31,0,0,0.583333,0,0,9,1,0.6667,0
3,2,6,2,5,2,61,0,0.869565,0.4375,0,0,14.25,5,1.75,0
2,17,17,18,9,0.777778,90,4,0.590909,0.28,1,1,7.6,2,1.1,1
3,0,6,1,4,2,62,0,0.944444,0.375,1,1,14.5,1,0.5,0
3,0,34,0,13,0.875,95,1,0.829268,0.333333,1,2,9.333333,2,0.8889,0
3,0,3,1,6,0,46,1,0.782609,0.375,1,1,6.5,1,0.8333,0
2,0,75,8,16,0.8,299,1,0.565217,0.206349,1,1,18.6,2,0.7333,1
1,0,0,1,2,0,12,1,0,0.75,0,0,4.5,1,0.5,0
3,0,1,0,3,2,11,0,1,0.833333,0,0,4.5,0,0,1
4,0,72,7,14,0.813333,150,0,0.682927,0.21875,1,1,8.0625,1,0.8125,0
1,0,43,1,15,0.5,248,0,0.470588,0.4,1,4,21.454545,10,1.9091,0
2,0,3,0,1,2,12,0,0.956522,0.666667,1,2,3,1,0.3333,0
2,0,4,1,5,0.666667,50,0,0.857143,0.466667,0,0,11.25,1,0.25,1
1,0,1,0,0,2,15,0,0,0.5,0,0,6,1,0.5,0
1,0,0,42,1,2,0,0,0,0,0,0,0,0,0,0
3,0,60,1,8,0.363636,101,0,0.62069,0.354167,1,1,7.333333,3,1.1667,0
6,0,0,1,1,0,25,0,0.944444,0.666667,0,0,11,1,0.5,0
2,2,5,5,7,0.4,89,1,0.722222,0.366667,0,0,13.5,2,1.1667,0
1,0,0,2,6,0.46875,149,0,0,0.333333,0,0,15.111111,3,1,1
3,0,35,1,6,0.153846,132,0,0.744681,0.339286,2,7,8.357143,2,1.1429,0
4,0,52,4,9,0.818182,115,1,0.946108,0.214286,2,3,8.333333,2,0.8333,1
2,13,181,15,5,0.714286,196,0,0.4,0.272727,1,2,7.818182,3,1.4545,1
3,0,10,1,4,2,31,0,0.846154,0.466667,1,1,5.2,1,0.8,0
3,0,4,1,7,0.5,57,1,0.833333,0.533333,0,0,10.2,1,0.8,0
4,0,6,4,6,2,47,0,0.928571,0.416667,0,0,10.75,4,1.25,1
5,0,1,1,4,0,38,0,0.95,0.666667,0,0,11.333333,1,0.3333,0
1,0,6,0,1,2,36,0,0,0.875,0,0,8,2,1,0
3,0,19,2,7,0.5,59,0,0.871795,0.464286,1,1,7.285714,2,0.8571,0
1,0,0,3,0,2,1,0,0,1,0,0,0,1,1,0
3,0,0,0,6,0.333333,27,0,0.925,0.625,0,0,5.5,1,0.75,0
3,0,4,1,9,0.803571,218,1,0.758621,0.325,2,2,22.444444,1,0.7778,0
1,0,89,1,12,0.076923,134,2,0,0.205357,0,0,8.428571,4,1.1429,0
2,1,562,2,32,0.91821,628,3,0.054054,0.108974,0,0,15.486486,5,1.2432,0
3,0,4,1,10,0.916667,125,1,0.884615,0.377778,1,2,23.4,3,1,1
5,0,3,1,1,1.5,17,0,1,0.777778,0,0,4.333333,0,0,0
1,0,45,0,0,2,66,0,0,0.25,0,0,5.6,2,1,0
4,0,0,1,1,0.583333,108,1,0.85,0.571429,0,0,14.142857,3,2,0
1,0,0,1,2,0,31,0,0,0.5,0,0,9,1,0.6667,0
1,0,1,2,2,2,8,0,0,0.75,0,0,3,1,0.5,0
2,1,142,1,14,0.828571,292,1,0.333333,0.2,1,2,12.571429,3,1,0
1,0,1,1,3,2,9,0,0,1,0,0,3.5,1,0.5,0
4,0,52,7,7,0.818182,91,1,0.932927,0.22619,1,5,6.333333,2,1.0833,1
2,0,7,0,4,0.3,71,0,0.764706,0.375,1,1,10.5,2,1,0
1,0,0,7,1,2,1,0,0,1,0,0,0,1,1,0
1,0,0,0,0,2,12,0,0,1,0,0,3,0,0,0
3,0,210,5,15,0.713043,280,2,0.872093,0.244048,1,2,10.458333,4,1.0417,1
3,0,0,1,12,0.642857,107,1,0.769231,0.314286,1,1,11.875,2,0.875,0
1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,4,10,4,7,2,33,0,0.964286,0.44,0,0,5.6,1,0.2,0
3,0,15,1,7,2,137,0,0.8,0.416667,0,0,21.833333,2,1,0
1,0,9,1,2,0,59,1,0,0.5,0,0,7.285714,1,0.8571,0
1,0,4,1,18,0.25,274,0,0.5,0.5,0,0,53.6,1,0.6,0
1,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0
3,0,1,2,18,0,157,0,0.909091,0.583333,0,0,50.666667,5,2,0
1,0,21,0,5,2,44,0,0,0.857143,0,0,5.285714,1,0.8571,0
3,0,8,1,6,0.75,36,0,0.894737,0.4,1,1,6,1,0.8,0
2,0,4,2,1,0.962963,111,9,0.857143,0.444444,1,1,24.5,1,0.5,0
1,0,235,3,15,0.915,182,1,0,0.15812,0,0,5.692308,2,1,0
2,1,999,7,16,0.691304,529,3,0.224138,0.23227,1,1,10.148936,7,1.2128,1
3,0,8,1,4,0.5,36,0,0.918919,0.36,1,2,6,1,0.6,0
5,0,0,1,3,0.5,34,1,0.894737,0.555556,0,0,9.666667,1,0.6667,0
1,2,39,4,8,0.555556,108,0,0,0.257143,0,0,9.7,2,1,1
1,0,9,2,0,0.333333,47,0,0,0.47619,0,0,5.428571,1,0.7143,0
1,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0
5,0,0,1,3,0.5,37,0,0.904762,0.5,0,0,10.666667,1,0.6667,0
2,1,8,3,2,0.75,29,0,0.769231,0.583333,0,0,4.6,1,0.6,0
6,0,0,0,4,0,27,0,0.947368,0.666667,0,0,12,1,0.5,0
2,0,289,1,16,0.875,279,2,0.305556,0.136364,0,0,9.423077,3,1.1154,1
1,0,0,4,2,2,1,0,0,1,0,0,0,1,1,0
1,5,0,5,3,0,38,0,0,0.5,0,0,8.25,2,1,1
1,0,1,1,4,2,23,0,0,0.5,0,0,10.5,3,1.5,0
2,0,3,1,5,0.2,58,0,0.333333,0.5,0,0,8.5,2,0.8333,0
1,0,1,0,4,2,68,0,0,0.5,0,0,33,8,4,0
0,2,21,2,9,1.166667,163,0,0,0.6,0,0,22.142857,5,2.4286,0
3,0,0,1,12,0.633333,227,1,0.8,0.333333,1,1,30.714286,3,1,0
1,0,1,20,2,2,2,0,0,1,0,0,0,1,1,0
1,0,0,3,1,2,1,0,0,1,0,0,0,1,1,0
1,0,1,4,0,2,2,0,0,1,0,0,0,1,1,0
2,0,1,1,1,2,10,0,1,0.75,0,0,4,0,0,1
1,0,6,1,6,2,39,0,0,0.625,0,0,8.75,1,0.75,0
2,6,30,13,14,0.652174,207,1,0.568627,0.128472,1,3,7.5,2,0.9583,1
3,0,0,2,8,0.5,44,3,0.909091,0.4,0,0,12.666667,2,1,0
1,0,829,5,3,0.939959,700,0,0,0.183511,0,0,13.446809,9,1.4468,0
1,0,1,1,3,0,47,0,0,0.5,0,0,14.333333,2,1,0
2,0,3,0,1,2,12,0,0.956522,0.666667,1,2,3,1,0.3333,0
1,0,188,14,4,0.894737,739,0,0,0.276316,0,0,35.9,11,2.5,1
5,0,0,2,2,0,25,1,0.944444,0.666667,0,0,11,1,0.5,0
