@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,12-13'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,0.003568,0.323758,0.327512,5726.5,0,6,23,1,114,0
1,0,0.986957,0.991304,230,0,3,2,1,214,0
1,0,0,0,238,0,4,70,1,22,0
2,0.817345,0.0125,0.0125,400,0,11,60,0.333333,26276,0
1,0,0.091837,0.035714,196,1,7,60,1,8598,1
1,0,0.010471,0.010471,191,1,6,0,1,8157,0
1,0,0.304,0.072,125,0,6,77,1,6953,0
1,0,0.606936,0.676301,173,1,5,24,1,328,1
1,0.684038,0.019751,0.014553,481,0,7,17,1,281,0
2,0.80332,0.048905,0.049505,185.166667,0,3,79,0.166667,3261,1
1,0,0.433333,0.1,90,0,6,357,1,6954,0
1,0,0.091837,0.035714,196,1,7,125,1,8599,0
1,0,0.010577,0.001923,1040,0,9,1,1,17531,0
1,0.2922,0.058916,0.03051,633.666667,1,11,5,0.666667,16717,1
1,0,0.002356,0.014134,849,0,8,45,1,15942,0
1,0.902584,0.004038,0.005451,1238.25,1,14,118,1,1044,0
1,0,0.104167,0.050245,816,1,8,0,1,592,0
2,0.89558,0.007317,0.004181,717.5,0,10,135,0.5,11880,0
2,0.716636,0.018143,0.007173,790,0,9,104,0.666667,10001,1
2,0.669592,0.008359,0.025078,319,1,7,0,0.333333,17721,0
2,0.669592,0.024819,0.008273,322.333333,1,7,156,1,17704,1
2,0.644485,0.013846,0.008198,1097.8,1,10,45,0.8,8529,1
1,0,0.02439,0.016768,656,1,6,14,1,5392,0
1,0,0.023932,0.011966,585,1,6,20,1,4716,0
2,0.658368,0.039017,0.021676,461.333333,1,9,134,0.333333,4172,1
1,0,0.189145,0.049342,608,0,5,5,1,2222,1
1,0,0.088415,0.047256,656,0,5,1,1,1248,0
1,0,0.026114,0.012289,651,0,5,4,1,1173,0
1,0,0.006154,0.007692,650,1,5,0,1,1153,0
1,0,0.003072,0.021505,651,0,5,1,1,1122,0
1,0,0.005063,0.005063,395,0,5,56,1,323,0
1,0,0.027848,0.012658,395,1,5,15,1,7621,0
1,0.985228,0.00726,0.005445,275.5,0,6,57,1,449,0
1,0.506258,0.004007,0.066972,582.333333,1,7,14,1,5976,0
1,0.974489,0.010884,0.003047,1148.5,0,7,0,0.5,5965,0
1,0,0.006369,0.002123,471,0,5,0,1,317,0
1,0,0.480519,0.04329,462,1,4,10,1,302,1
1,0,0.020408,0.005831,343,1,4,130,1,14,1
2,0.162399,0.236402,0.203975,318.666667,0,3,39,0.666667,5780,1
1,0,0.110759,0.003165,316,1,3,20,1,199,0
1,0,0.071672,0.006826,293,1,3,4,1,198,0
1,0,0.137324,0.073944,284,0,3,1,1,197,1
1,0.579297,0.152014,0.28304,440.75,1,4,138,0.25,189,1
2,0.79504,0.037879,0.00947,264,0,4,64,1,3350,1
1,0,0.030043,0.017167,233,1,1,0,1,2707,1
1,0,0.004202,0.016807,238,1,1,2,1,2480,0
1,0,0.008403,0.008403,238,0,1,0,1,2241,0
1,0,0.020408,0.005831,343,1,4,154,1,13,0
1,0,0.001961,0.001961,1020,1,10,7,1,487,0
2,0.666453,0.014319,0.00381,1522.4,1,13,589,1,22920,1
2,0.721642,0.010388,0.009707,838.857143,1,13,70,0.142857,21401,1
1,0,0.025887,0.005753,1043,1,8,11,1,15710,0
1,1,0.00899,0.002075,723,1,13,138,1,15181,1
1,0,0.017223,0.005382,929,1,8,8,1,13560,0
1,0,0.005525,0.00221,905,0,8,51,1,563,1
2,0.897608,0.002494,0.015794,401,0,9,205,1,14617,0
1,0,0.016502,0.0011,909,0,8,37,1,10741,0
2,0.687908,0.083573,0.048991,347,0,12,223,1,11728,0
1,0,0.024969,0.024969,801,1,7,18,1,8400,1
1,0,0.042447,0.011236,801,0,6,51,1,8141,1
1,0,0.00411,0.00411,730,1,6,1,1,12295,0
1,0,0.00292,0.040876,685,0,6,1,1,6992,0
1,0,0.003356,0.005034,596,0,6,5,1,6077,0
1,0,0.571734,0.642398,467,1,6,0,1,5591,1
1,0,0.004435,0.004435,451,1,6,2,1,11247,0
1,0,0.004494,0.004494,445,0,6,0,1,11143,0
1,0,0.004494,0.004494,445,1,6,3,1,11142,0
2,0.795112,0.012623,0.017078,489.727273,0,10,200,0.545455,6818,0
1,0.977418,0.01476,0.016605,271,0,6,2,1,3933,0
2,0.98762,0.006693,0.024096,249,0,7,0,0.333333,13974,0
1,0,0.015945,0.002278,439,1,6,34,1,85,0
1,0,0.004598,0.002299,435,0,5,1,1,2777,0
1,0,0.002304,0.023041,434,0,5,28,1,2774,0
2,0.845351,0.017094,0.00641,234,0,5,44,1,470,0
1,0,0.039535,0.002326,430,0,4,34,1,2462,0
2,0.850377,0.00461,0.017757,390.466667,0,11,590,0.866667,2703,1
1,0,0.036458,0.002604,384,0,4,16,1,1351,0
1,0,0.026316,0.013158,380,0,4,3,1,1317,0
2,0.895754,0.003468,0.015029,288.333333,0,6,3,0.666667,11752,0
2,0.984328,0.018953,0.00722,277,0,8,28,1,11748,0
1,0,0.034301,0.013193,379,0,4,2,1,1291,0
1,0,0.027548,0.011019,363,0,4,13,1,1233,0
1,0,0.00838,0.002793,358,0,4,7,1,1218,0
1,0,0.054487,0.102564,312,0,4,40,1,735,0
1,0,0.052308,0.052308,325,0,4,19,1,532,0
2,0.852421,0.012395,0.023302,504.25,0,5,30,0.625,6936,0
2,1,0.029056,0.009685,206.5,0,1,74,1,315,0
1,0,0.003604,0.063063,555,0,6,203,1,6993,0
1,0,0.027466,0.006242,801,1,8,1112,1,13563,0
1,0,0.003741,0.002494,802,0,8,840,1,566,0
1,0,0.024969,0.024969,801,1,7,83,1,8401,0
1,0,0.024363,0.005537,903,1,8,669,1,13562,0
1,0,0.005537,0.002215,903,0,8,397,1,565,0
1,0,0.024309,0.005525,905,1,8,494,1,13561,0
1,0,0.005525,0.00221,905,0,8,222,1,564,0
1,0,0.026515,0.007576,1056,1,9,348,1,17437,0
1,0,0.001907,0.001907,1049,1,10,297,1,488,0
1,0,0.040307,0.009597,521,0,1,1,1,17077,0
1,0,0.01071,0.016064,1494,1,11,0,1,350,0
1,0,0.010007,0.000667,1499,0,11,5,1,348,1
1,0.571355,0.02547,0.019406,824.5,1,10,13,1,18902,0
2,0.619709,0.026633,0.01019,616.857143,1,13,756,0.571429,24943,1
1,0,0.021724,0.024527,1427,0,10,0,1,17186,0
1,0.744413,0.014682,0.006525,1226,0,11,31,1,17180,0
2,0.92062,0.006282,0.003141,849,0,9,17,0.666667,1505,0
1,0,0.002706,0.000677,1478,1,9,0,1,1074,0
1,0,0.012838,0.002027,1480,0,9,3,1,1067,0
1,0,0.008737,0.002383,1259,1,8,35,1,11929,0
1,0,0.001665,0.000833,1201,0,8,11,1,14299,0
1,0,0.007494,0.002498,1201,1,8,48,1,272,0
1,0,0.690317,0.635225,1198,0,7,7,1,386,1
1,0,0.013021,0.001736,1152,0,7,12,1,10007,0
3,0.619881,0.077901,0.032882,677,0,13,24,0.086957,10395,1
1,0,0.021192,0.006623,755,1,5,4,1,6734,0
1,0,0.038667,0.001333,750,0,5,2,1,6440,0
1,0,0.01669,0.001391,719,0,5,15,1,6346,0
1,0,0.057292,0.011719,768,0,5,17,1,514,0
2,0.852091,0.001898,0.034409,1009.916667,1,11,0,0.166667,16613,0
1,0.624274,0.014049,0.018731,1174.5,0,7,14,1,4840,0
1,0,0.04699,0.001468,681,1,5,18,1,4099,0
1,0,0.086626,0.074468,658,1,5,10,1,3976,1
1,0,0.016923,0.007692,650,0,5,0,1,3829,0
1,0,0.003384,0.001692,591,0,5,41,1,316,0
1,0,0.059968,0.030794,617,1,4,2,1,1294,0
1,0,0.014754,0.009836,610,0,4,10,1,1226,0
1,0,0.003929,0.003929,509,1,4,23,1,7981,0
1,0,0,0.047904,501,1,4,0,1,7905,0
1,0,0.048733,0.001949,513,1,4,6,1,7904,1
1,0,0.006224,0.004149,482,0,4,19,1,321,0
1,0,0.130662,0.205575,574,0,4,0,1,342,0
1,0,0.055092,0.036728,599,1,4,45,1,337,1
1,0,0.022034,0.011864,590,0,4,5,1,267,0
1,0,0.010256,0.005128,585,0,4,19,1,314,1
1,0.970951,0.00641,0.00641,390,0,5,73,1,5869,0
1,0,0.017361,0.005208,576,0,4,74,1,164,0
1,0.967788,0.019383,0.014097,567.5,0,4,18,0.5,269,0
2,0.386019,0.05317,0.055215,244.5,1,4,60,0.5,6746,0
1,0,0.035011,0.002188,457,1,3,27,1,3155,0
1,0,0.013304,0.004435,451,0,3,2,1,382,0
1,0,0.047404,0.038375,443,1,3,2,1,365,0
1,0.99403,0.004583,0.0055,545.5,1,5,2,1,2779,0
2,0.890492,0.01273,0.005658,353.5,0,4,2,1,3867,1
1,0,0.03666,0.020367,491,1,2,11,1,2259,0
1,0,0.028986,0.037267,483,1,2,28,1,127,0
1,0,0.005,0.003333,600,0,4,110,1,322,0
1,0,0.005674,0.004255,705,1,8,993,1,276,0
1,0,0.012766,0.002837,705,1,8,993,1,275,0
1,0,0.017143,0.001429,700,0,5,114,1,6347,0
1,0,0.006141,0.002047,977,1,8,785,1,11932,0
1,0,0.003083,0.003083,973,1,8,607,1,277,0
1,0,0.00925,0.002055,973,1,8,607,1,274,0
1,0,0.005168,0.001723,1161,1,8,322,1,11931,0
1,0,0.003457,0.002593,1157,1,8,144,1,278,0
1,0,0.007779,0.002593,1157,1,8,144,1,273,0
1,0,0.008737,0.002383,1259,1,8,145,1,11930,0
1,0,0.022115,0.023497,1447,0,10,805,1,17188,0
1,0.599314,0.014322,0.005897,1187,0,11,1550,1,17184,0
1,0,0.019656,0.020885,1628,0,10,345,1,17187,0
1,0.599314,0.012729,0.005241,1335.5,0,11,643,1,17182,0
1,0,0.007421,0.002474,1617,1,10,288,1,16914,0
1,0,0.011165,0.016748,1433,1,11,295,1,351,0
1,0,0.010431,0.000695,1438,0,11,295,1,349,0
1,0,0.012626,0.001263,792,1,10,29,1,18076,0
1,1,0.005164,0.005164,581,0,9,0,0.5,16966,0
1,0,0.07563,0.421849,595,0,9,9,1,10649,0
1,0.412544,0.137102,0.080572,513,1,10,29,1,9284,1
1,0,0.004348,0.002899,690,1,9,0,1,8840,0
1,0,0.102842,0.066306,739,1,7,1,1,7414,0
1,0,0.031969,0.01023,782,1,7,31,1,5842,0
2,0.621485,0.066596,0.015273,703.875,0,9,39,0.75,7274,0
1,0,0.003109,0.002073,965,0,7,30,1,4141,0
2,0.579577,0.077531,0.052405,464.333333,1,8,239,1,5356,1
1,0,0.009365,0.005203,961,0,7,0,1,9722,0
1,0,0.136316,0.136316,961,0,7,0,1,9721,0
2,0.795458,0.011972,0.009452,529,0,7,0,0.666667,13861,1
1,0,0.056191,0.022893,961,1,7,28,1,3220,0
1,0,0.018947,0.006316,950,0,7,28,1,3163,1
1,0,0.001073,0.006438,932,0,7,26,1,2951,0
1,0.991076,0.004989,0.001426,701.5,1,7,9,1,411,0
1,0,0.02323,0.003319,904,1,7,38,1,405,0
2,0.741872,0.021661,0.012996,461.666667,0,8,109,0.666667,12224,0
1,0,0.031895,0.0197,1066,0,7,43,1,1425,0
1,0,0.036045,0.036045,971,0,7,0,1,1188,0
1,0,0.043704,0.024974,961,1,7,6,1,1176,0
1,0,0.04878,0.069845,902,0,5,14,1,880,0
1,0.954434,0.009883,0.004492,556.5,0,5,2,0.5,7603,0
1,0,0.003308,0.025358,907,0,5,11,1,447,0
2,0.790603,0.017964,0.01252,459.25,1,5,86,0.5,472,0
1,0,0.003195,0.001065,939,0,4,1,1,5809,0
1,0,0.012876,0.007511,932,0,4,20,1,5799,1
1,0,0.051724,0.050647,928,0,4,10,1,303,1
1,0,0.004283,0.004283,934,1,4,8,1,281,0
1,0.881291,0.007037,0.007037,710.5,1,4,6,1,267,1
1,0,0.002137,0.004274,936,1,4,4,1,4836,0
1,0.622963,0.092912,0.007663,522,0,5,174,0.75,261,1
2,0.764205,0.01375,0.00875,400,0,2,0,1,3598,0
1,0,0.006452,0.006452,775,0,2,3,1,2814,0
1,0,0.003871,0.003871,775,0,2,5,1,2802,0
2,0.841583,0.020385,0.007042,449.666667,0,5,14,1,4043,0
1,0,0.099483,0.064599,774,1,7,249,1,7415,0
1,0,0.002558,0.002558,782,1,7,186,1,7044,0
2,0.73383,0.013694,0.017395,540.4,0,15,95,1,14630,0
1,0,0.121495,0.042056,214,0,6,113,1,10644,0
2,0.766916,0.025485,0.020631,274.666667,0,6,37,0.666667,6631,0
1,0,0.257053,0.043887,319,0,4,28,1,1206,0
1,0,0,0,327,0,1,0,1,2087,1
1,0,0.044143,0.011885,589,1,8,2,1,18205,0
2,0.626679,0.035724,0.018788,810.222222,1,16,820,0.722222,22915,1
1,0,0.121988,0.118976,664,1,8,101,1,16370,0
2,0.667286,0.084145,0.061116,564.5,0,11,117,0.75,17103,0
1,0,0.059387,0.01341,522,1,6,11,1,8204,0
1,0,0.007561,0.00189,529,0,5,33,1,3225,0
1,0.99998,0.158621,0.104828,725,0,7,58,0.5,2776,1
1,0,0.032323,0.006061,495,0,5,163,1,409,0
1,0.978908,0.268182,0.146753,770,0,7,2,1,1293,1
1,0,0.004425,0.013274,452,0,5,7,1,1290,0
1,0.985228,0.058782,0.024493,714.5,1,7,34,1,1232,0
1,0,0.131222,0.106335,442,1,5,31,1,1216,0
1,0,0.065315,0.054054,444,1,5,3,1,541,1
1,0,0.042553,0.031915,564,1,4,15,1,219,1
2,0.687387,0.013304,0.008552,210.466667,0,5,428,0.533333,3153,1
1,0,0.026144,0.019608,153,1,2,10,1,19216,0
1,0,0.005952,0.001984,504,0,3,80,1,163,0
1,0,0.003984,0.003984,502,0,2,7,1,333,0
1,0.970951,0.004944,0.007417,404.5,1,3,12,0.5,222,0
1,0,0.002105,0.012632,475,0,2,6,1,198,0
1,0,0.008351,0.006263,479,0,2,4,1,2275,0
1,0,0.001581,0.001581,1265,1,11,61,1,19544,0
2,0.941189,0.007215,0.003764,797,1,14,5,0.75,23072,0
2,0.623134,0.03926,0.022112,738.666667,1,11,3,0.666667,23067,0
2,0.721928,0.012218,0.00188,532,1,9,188,0.5,21910,0
1,0,0.101571,0.017801,955,0,8,49,1,12197,0
2,0.807982,0.043659,0.005485,1139.5,0,10,356,0.75,15836,1
1,0,0.002857,0.002857,1050,0,8,31,1,10877,0
2,0.89922,0.025533,0.006572,1160.25,1,11,420,0.875,12870,1
1,0,0.002195,0.002195,911,1,5,0,1,11289,0
1,0,0.024149,0.001098,911,1,5,2,1,11288,0
2,0.78853,0.029917,0.044558,523.666667,0,8,162,0.666667,5467,0
1,0.79504,0.060958,0.047896,344.5,1,7,9,1,1696,0
1,0.697411,0.011477,0.016467,668,1,8,20,1,1320,1
1,0.970951,0.007149,0.001787,559.5,0,5,2,0.5,7605,0
1,0.831474,0.012647,0.004517,553.5,0,5,18,0.5,7589,1
1,0,0.015444,0.015444,259,1,1,16,1,2792,0
1,0,0.002991,0.002991,1003,0,8,1005,1,10880,0
2,0.721928,0.012299,0.001892,528.5,1,9,3813,1,21920,0
1,0,0.002879,0.002879,1042,0,8,657,1,10879,0
2,0.721928,0.012059,0.001855,539,1,9,2576,1,21918,0
1,0,0.002822,0.002822,1063,0,8,221,1,10878,0
2,0.721928,0.013402,0.002062,485,1,9,2093,1,21916,0
1,0,0.101571,0.017801,955,0,8,88,1,12198,0
1,0.918296,0.007712,0.007712,778,1,8,188,1,15107,0
2,0.721928,0.012207,0.001878,532.5,1,9,1657,1,21914,0
1,0,0.010446,0.00095,1053,1,9,145,1,16255,0
1,0,0.016291,0.005013,798,1,10,1,1,17076,0
1,0,0.007937,0.003968,756,1,9,21,1,15525,1
1,0.996792,0.007088,0.002577,776,0,10,15,1,13367,0
1,0,0.068006,0.066461,647,1,8,0,1,10680,1
1,0,0.233025,0.00463,648,1,8,19,1,10679,1
1,0,0.015385,0.008547,585,0,8,72,1,10302,0
1,0.973668,0.007856,0.004364,1718.5,1,9,45,1,10011,1
1,0,0.010381,0.00692,578,1,8,25,1,9843,0
1,0,0.022727,0.002841,352,0,6,26,1,7355,0
1,0,0.160142,0.078292,281,0,6,10,1,3977,1
1,0,0.061538,0.1,260,0,6,6,1,3818,1
1,0,0.018797,0.007519,266,1,6,32,1,9864,0
1,0,0.01982,0.018018,555,0,4,1,1,282,0
1,0,0.005396,0.007194,556,1,4,19,1,5949,0
1,0,0.005396,0.001799,556,0,4,84,1,204,0
1,0,0.038394,0.034904,573,1,3,1,1,4063,0
1,0,0.007005,0.003503,571,0,3,0,1,4061,0
2,0.779778,0.039063,0.020833,256,1,3,18,0.666667,4885,0
1,0,0.008576,0.005146,583,1,8,348,1,12086,0
1,0.986868,0.003889,0.001944,1028.666667,1,11,1030,0.833333,12228,0
1,0,0.008174,0.004087,734,1,9,409,1,15526,0
2,0.571891,0.040746,0.016575,362,1,11,383,1,18186,0
1,0,0.010601,0.003534,283,0,8,108,1,9959,0
2,0.721928,0.005797,0.037681,172.5,0,8,191,1,12253,0
1,0,0.085366,0.018293,328,0,6,25,1,8219,0
1,0,0.010033,0.003344,299,0,6,5,1,5352,0
1,0,0.031847,0.019108,157,1,6,7,1,1572,0
1,0.890518,0.025862,0.025862,425.333333,0,4,101,1,306,0
1,0,0.016854,0.016854,178,0,2,2,1,2872,0
1,0,0.032468,0.019481,154,1,6,144,1,1573,0
1,0,0.00228,0.00228,1316,1,6,6,1,19297,0
1,0,0.022971,0.019908,1306,0,6,5,1,19102,0
1,0,0.008071,0.004843,1239,1,6,8,1,18909,0
1,0,0.004401,0.021127,1136,1,3,30,1,16376,0
1,0,0.011374,0.00175,1143,0,3,43,1,16093,0
2,0.981015,0.001632,0.001256,1592.8,1,14,148,0.6,21449,0
2,0.584413,0.018307,0.01448,1289.133333,1,16,868,0.2,21237,1
2,0.600609,0.033333,0.422222,45,0,7,124,1,25456,0
3,0.713947,0.022857,0.026667,393.75,0,11,216,0.5,24988,0
1,0,0.318182,0.075758,66,1,6,1,1,13886,0
3,0.891145,0.019417,0.014563,171.666667,1,14,67,0.666667,18695,0
1,0,0.022222,0.044444,45,0,5,5,1,7150,0
2,0.980315,0.017107,0.015552,214.333333,0,4,129,1,991,0
1,0,0.024242,0.00303,330,0,3,9,1,447,0
1,0,0.009202,0.015337,326,0,3,11,1,200,0
1,0,0.003058,0.006116,327,0,3,0,1,184,0
2,0.541871,0.019413,0.017761,403.5,0,3,130,0.666667,36,0
1,0,0.318182,0.075758,66,1,6,176,1,13887,0
1,0,0,0,69.428571,0,1,0,0.142857,618,1
1,0,0,0,65.5,0,1,0,0.166667,618,0
2,0.145909,0.003573,0.003762,1329.25,1,5,276,0.75,4873,1
3,0.830808,0.034681,0.032455,656.538462,1,6,521,0.615385,3482,1
1,0,0.150437,0.142377,1489,1,3,6,1,160,1
1,0,0.000695,0.000695,1439,0,3,9,1,2760,0
2,0.766659,0.006421,0.00923,830.666667,0,5,26,1,3508,1
1,0,0.224828,0.151034,1450,0,1,3,1,107,0
1,0,0,0,1361,1,1,0,1,100,0
1,0,0.095238,0.02381,42,0,5,70,1,503,0
1,0,0.004086,0.004086,1958,1,13,19,1,18066,0
1,0.918296,0.029915,0.008547,117,1,5,118,1,571,0
2,0.873479,0.006299,0.006299,635,0,8,28,1,6638,1
2,0.902533,0.021726,0.022346,268.5,0,10,528,0.833333,788,0
1,0.942683,0.025714,0.01,350,1,7,2,0.5,3182,0
1,0,0.001587,0.004762,630,0,6,13,1,730,0
1,0,0.033846,0.006154,325,0,7,33,1,27,0
3,0.899918,0.027036,0.00723,530.166667,0,10,89,1,624,1
1,0,0.006369,0.009554,314,0,4,5,1,51,0
1,0,0.333333,0.111111,9,0,2,341,1,349,0
1,0,0.104478,0.074627,67,0,3,56,1,601,0
1,0,0.140741,0.152189,1485,0,4,51,1,76,0
1,0,0.124408,0.126437,1479,1,3,21,1,153,1
1,0,0.139959,0.118999,1479,1,3,5,1,144,1
1,0,0.019959,0.008947,1453,0,3,9,1,141,1
1,0,0.136206,0.127867,1439,0,2,5,1,109,0
3,0.896198,0.009343,0.00906,883,0,6,118,1,903,0
1,0,0.005678,0.001419,1409,0,5,0,1,65,0
2,0.985228,0.003617,0.002712,553,1,3,102,1,460,0
1,0.946395,0.005547,0.003962,420.666667,0,3,4,1,187,0
1,0,0,0,93,0,1,0,1,618,0
3,0.984157,0.002381,0.002949,1469.666667,0,17,0,0.166667,21822,0
1,0.992215,0.019305,0.023166,86.333333,0,4,4,0.666667,7295,0
1,0,0.724638,1.028986,69,1,3,347,1,77,0
1,0,0.038462,0.371795,78,0,2,12,1,195,0
2,0.834202,0.001646,0.007407,405,1,2,116,1,69,0
2,0.94566,0.054441,0.008596,349,1,10,5268,1,20299,0
2,0.801401,0.021517,0.004841,619.666667,1,14,4052,1,20291,0
1,0,0.355556,0,45,1,3,0,1,2347,0
2,0.854652,0.028417,0.018493,316.714286,1,3,250,0.857143,2961,0
1,0,0.096774,0.032258,31,0,2,67,1,9,0
1,0,0,0,25,0,1,0,1,1196,0
1,0,0,0,1,0,1,0,1,1197,0
1,0,0.004264,0.004264,469,0,6,2,1,496,0
1,0,0.002322,0.002322,1292,0,10,5,1,11892,0
2,0.634893,0.064917,0.054371,711.166667,0,11,107,0.833333,617,1
1,0,0,0,153,0,1,0,1,4903,1
1,0,0.266667,0,45,0,1,0,1,2648,0
1,0,0,0,63,0,1,0,1,11153,0
1,0.887616,0.084821,0.026786,16,0,3,821,0.571429,2675,0
1,0,0,0,14,0,1,0,1,2643,0
1,0,0.054054,0.027027,37,0,2,103,1,4830,0
1,0,0.361111,0.555556,36,1,2,25,1,3696,0
1,0.51186,0.090909,0.090909,14.666667,0,2,450,1,3600,0
1,0.792481,0.051724,0.103448,14.5,0,2,210,0.75,2846,0
1,0,0,0,38,0,1,0,1,2644,0
1,0,0.054054,0.027027,37,0,2,152,1,4831,0
1,0,0.014925,0.074627,67,0,3,2,1,1807,0
1,0,0.057143,0,70,0,3,2,1,1806,0
1,0,0,0,29.5,1,2,0,0.5,2493,0
1,0,0,0,0,1,2,254,1,2491,0
1,0,0.178571,0.160714,56,1,2,17,1,2305,0
1,0,0,0,32.5,0,1,0,0.5,13,1
3,0.980825,0.001595,0.003388,1003.4,1,15,440,1,17161,0
1,0,0.068421,0.005263,190,1,4,36,1,10078,0
2,0.990566,0.002586,0.003663,928.2,0,10,90,0.8,10836,1
2,0.840264,0.047702,0.014543,286.5,1,13,1714,0.666667,22030,0
1,0,0.020408,0.040816,49,0,2,11,1,7550,0
1,0,0.14,0.1,50,0,2,0,1,7523,1
1,0,0.48,0.16,50,1,2,0,1,7522,0
1,0,0.02,0.06,50,1,2,3,1,2875,0
1,0,0.153846,0.134615,52,0,1,15,1,2824,0
1,0,0,0,8,1,1,0,1,2755,0
1,0,0,0,10,0,1,0,1,10467,0
1,1,0.013029,0.006515,153.5,0,1,0,1,4905,1
1,0,0.052632,0.013158,152,0,1,1,1,4902,0
1,0,0,0,8,0,1,0,0.5,2646,0
1,0,1,1,0,0,1,63,1,2827,0
1,0,0,0,13,0,1,0,1,2649,0
1,0,0.04,0.043077,325,1,4,27,1,2835,0
1,0,0.003077,0.012308,325,1,4,9,1,592,0
1,0,0.244776,0.191045,335,0,4,3,1,69,1
1,0,0.003003,0.006006,333,1,4,0,1,42,0
2,0.807329,0.049828,0.006873,194,1,6,106,1,77,0
1,0,0.009009,0.006006,333,1,3,6,1,4852,0
1,0,0.006024,0.006024,332,1,3,0,1,4846,0
1,0,0.051205,0.090361,332,1,3,0,1,4844,1
1,0,0.035294,0.035294,340,1,3,6,1,4843,1
1,0,0.020588,0.002941,340,1,3,66,1,4832,1
1,0,0.130952,0.011905,336,0,3,0,1,4733,0
2,0.922317,0.031414,0.018325,127.333333,1,4,400,1,6754,1
1,0,0.048458,0.008811,227,0,3,4,1,3035,1
1,0,0.013514,0.004505,222,1,3,8,1,4663,0
1,0,0.18552,0.167421,221,0,3,6,1,450,1
1,0,1.391892,0.261261,222,0,2,3,1,3032,0
1,0,0.032353,0.032353,340,1,3,72,1,4845,0
1,0,0.020588,0.002941,340,1,3,66,1,4833,0
1,1,0.375,0.125,8,0,3,2,0.5,345,1
1,0,0.125,0.125,8,0,1,0,1,2650,0
1,0,0,0,54,0,1,0,1,2651,0
1,0,1,1,0,0,1,0,1,2661,0
1,0,0,0,9,0,1,0,1,2658,0
1,0,0,0,14,0,1,0,1,2494,0
1,0,0,0,39,0,1,0,0.5,2712,0
1,0,0,0,56,1,1,0,1,2849,0
1,0.782453,0.029661,0.029056,330.4,1,9,1388,0.6,15107,0
1,0,0.182979,0.004255,235,1,6,119,1,19560,0
2,0.999142,0.122172,0.00905,110.5,1,8,375,1,20224,0
1,0,0.008929,0.008929,224,1,5,32,1,14123,0
2,0.765729,0.054596,0.037631,463.142857,1,12,581,0.714286,13422,1
2,0.353359,0.364,0.116,125,0,5,100,1,13307,1
1,0,0.00995,0.00995,201,0,5,14,1,9732,0
1,0,0.00995,0.00995,201,0,5,12,1,14103,0
1,0.92465,0.00353,0.00353,1227.666667,1,12,51,0.333333,13335,0
4,0.624236,0.012452,0.012692,759.272727,0,12,249,0.727273,19796,1
2,0.563302,0.022307,0.007011,523,0,5,150,1,11043,0
1,0,0.017341,0.017341,173,0,3,1,1,13102,0
1,0,0.017341,0.017341,173,0,3,0,1,13101,0
1,0,0.017341,0.017341,173,0,3,13,1,13100,0
1,0.575865,0.010007,0.010484,1399,1,7,2,0.666667,13098,0
1,0.624818,0.010872,0.010399,1410.333333,1,7,3,0.333333,13095,1
1,0.419921,0.075209,0.18663,179.5,0,10,84,1,7519,0
1,0,0.357143,0.32381,210,0,3,0,1,12169,1
2,0.603152,0.020015,0.012061,779.4,0,10,10,0.2,17917,1
2,0.924538,0.020616,0.005216,671,0,10,503,0.833333,17911,0
1,0,0.005291,0.026455,189,0,3,0,1,12127,0
2,0.206652,0.16185,0.00578,69.2,0,4,37,0.8,17861,1
2,0.884115,0.152893,0.024793,121,1,8,3841,1,20234,0
1,0,0.21393,0.004975,201,1,6,2379,1,19566,0
2,1,0.114679,0.004587,109,1,8,2691,1,20232,0
1,0,0.071429,0.032967,182,1,5,380,1,9883,0
1,0.583019,0.02129,0.006452,775,0,5,73,1,8236,0
1,0,0.174089,0.004049,247,1,6,1949,1,19565,0
2,1,0.103004,0.008584,116.5,1,8,2203,1,20230,0
1,0,0.17623,0.004098,244,1,6,1715,1,19564,0
2,0.99901,0.108696,0.008696,115,1,8,1969,1,20228,0
1,0,0.176955,0.004115,243,1,6,1518,1,19563,0
1,0,0.057018,0.004386,228,1,6,484,1,15016,0
1,0,0.182979,0.004255,235,1,6,898,1,19562,0
1,0,0.182979,0.004255,235,1,6,851,1,19561,0
1,0,0.022222,0.022222,90,1,3,109,1,20,0
2,0,0.054054,0.009009,55.5,0,3,55,1,23382,1
1,0,0.022222,0.022222,90,1,3,283,1,21,0
1,0,0.012739,0.012739,157,0,5,1,1,13,0
2,0.639457,0.135135,0.064865,92.5,0,5,528,1,318,0
1,0,0.056911,0.04878,123,0,4,0,1,18107,0
1,0,0.278689,0.278689,122,0,3,1,1,166,0
1,0,0.057377,0.008197,122,0,3,123,1,163,0
1,0,0.066667,0.016667,120,1,3,118,1,121,0
1,0,0.033333,0.041667,120,1,3,185,1,93,1
1,0,0.041667,0.041667,120,0,2,225,1,1148,0
1,0,0.041667,0.025,120,1,1,7,1,15,0
2,0.701209,0.03301,0.001553,858.333333,1,16,1839,1,289,0
