@relation 'platform-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3,12-13'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,4,0.896241,0.000569,0,2638.25,0,19,110,1,110,0
1,1,0,0.011124,0.007611,1708,0,10,17,1,5026,0
1,1,0.918296,0.006192,0.004128,1453.5,0,10,18,1,4938,0
1,1,0,0.002939,0.002939,1701,0,10,20,1,3257,0
1,3,0.368103,0.021584,0.000918,1451.666667,0,12,18,1,1741,0
1,2,0.585873,0.023962,0.003423,1168.5,0,10,12,1,1735,0
1,2,0.843263,0.021769,0.017759,498.75,0,10,28,0.071429,7955,0
1,10,0.997013,0.024386,0.024386,160.551515,0,17,53355,0.387879,7206,0
1,4,0.979595,0.001012,0.00135,1481.75,0,17,0,0.25,3162,0
1,1,0,0.006497,0.005316,1693,0,10,7,1,1499,0
1,6,0.889721,0.001775,0.001775,1033,0,18,277,0.833333,2107,0
1,1,0,0.00233,0.000466,1073,0,10,8,1,1399,1
1,2,0.970951,0.002933,0.002933,1704.5,0,17,21,1,4439,1
1,1,0.718941,0.009855,0.001739,1150,0,10,158,1,4390,0
1,1,0,0.000594,0.000594,1683,0,10,2,1,4342,0
1,1,0,0.000594,0,1683,0,10,21,1,2867,0
1,1,0,0.002377,0,1683,0,10,0,1,4284,0
1,1,0,0.001794,0.000598,1672,0,10,0,1,2804,0
1,1,0.846354,0.006924,0.001564,639.571429,0,10,242,0.428571,4214,0
1,1,0,0.005392,0.005392,1669,0,10,13,1,2746,0
1,1,0.859658,0.008037,0.004305,1161.333333,0,10,17,1,2723,1
1,1,0,0.001195,0.000598,1673,0,10,1,1,4129,0
1,1,0,0.000598,0,1672,0,10,10,1,4114,0
1,2,1,0.000985,0.000985,1015.5,0,10,2,1,4054,0
1,1,0,0.001197,0,1671,0,10,1,1,4051,0
1,1,0,0.005389,0.002395,1670,0,10,1,1,4042,1
1,1,0,0.087952,0,1660,0,10,0,1,3901,1
1,5,1,0.001425,0.000712,1403.8,0,18,38,0.8,6381,0
1,1,0,0.000647,0.009056,1546,0,10,1,1,2583,0
1,1,0,0.009677,0.00129,1550,0,10,1,1,3798,0
1,2,0.325552,0.017894,0.011012,1453,0,10,8,1,1033,0
1,1,0,0.00327,0.00327,1529,0,10,4,1,2565,0
1,4,0.994647,0.005057,0.000195,1285.25,0,18,9,0.75,1014,0
1,1,0,0.009543,0,1467,0,10,11,1,2524,1
1,1,0.96023,0.004272,0.001831,1092.333333,0,10,118,1,6254,0
1,1,0,0.001371,0.001371,1459,0,10,0,1,3657,0
1,1,0,0.000685,0.000685,1459,1,10,6,1,6038,0
1,1,0,0.006169,0.001371,1459,0,10,36,1,693,0
1,1,0,0.002753,0,1453,0,10,14,1,1186,0
1,1,0,0.002757,0.000689,1451,0,9,17,1,3622,0
1,1,0.294615,0.015957,0.013298,1316,0,10,6,1,3531,0
1,1,0,0.00069,0.00069,1449,0,9,0,1,3522,0
1,1,0,0.008972,0.00138,1449,0,9,3,1,551,0
1,1,0,0.008345,0.079972,1438,0,9,8,1,3484,0
1,2,0.769255,0.005092,0.001697,982,0,9,175,1,450,1
1,1,0.996792,0.009967,0,752.5,0,10,141,1,3402,0
1,1,0,0.014533,0.009689,1445,0,9,5,1,3370,0
1,1,0,0.00347,0.00347,1441,0,9,0,1,3343,0
1,1,0,0.0014,0.0007,1429,0,9,0,1,3339,0
1,1,0,0.003501,0.001401,1428,0,9,7,1,3338,1
1,1,0.890492,0.00588,0,1105.5,0,9,12,1,3316,1
1,1,0.721928,0.009469,0.001052,950.5,0,10,11,1,3299,0
1,1,0,0.002157,0.003595,1391,0,9,0,1,1991,0
1,1,0,0.00374,0,1337,0,9,7,1,1911,0
1,2,0.618507,0.154646,0.020157,529.166667,0,10,62,0.833333,2882,1
1,1,0,0.005516,0.005516,1269,0,9,0,1,5066,0
1,1,0.863121,0.010806,0.000831,1203,0,10,11,1,5063,1
1,2,1,0.000917,0.000917,1090,0,16,0,0.5,348,0
1,1,0.322757,0,0.00972,874.5,0,9,2,1,2841,0
1,1,0,0.022709,0.006488,1233,0,8,5,1,1850,0
1,1,0.609836,0.019856,0.01769,923.333333,0,9,31,0.666667,2832,0
1,1,0.936989,0.044134,0.058659,596.666667,0,9,62,1,2812,1
1,1,0,0.062451,0.008696,1265,0,8,0,1,243,0
1,7,0.990342,0.003225,0.003225,568.5,0,18,73,0.666667,241,0
1,2,0.831625,0.010878,0.001943,858,0,8,12,1,2805,0
1,1,0.623043,0.031573,0.030965,823.5,0,8,17,1,2790,1
1,1,0,0,0.002568,1168,0,8,3,1,1630,0
1,1,0,0.02994,0,1169,0,8,4,1,205,0
1,2,0.999848,0.067073,0.003049,984,0,11,5,1,4903,0
1,1,0,0,0.00275,1091,0,7,1,1,2716,0
1,1,0,0.001828,0.000914,1094,0,7,0,1,2714,0
1,1,0.918296,0.000485,0.00097,1031,0,7,8,1,2713,0
1,1,0,0.004575,0.006404,1093,0,6,6,1,2684,1
1,1,0,0.000913,0.000913,1095,0,6,1,1,2666,0
1,1,0,0.004566,0.019178,1095,0,6,5,1,1575,0
1,2,0.806891,0.014482,0.003049,656,0,7,45,0.5,2591,0
1,1,0.849751,0.019297,0.009401,1010.5,0,7,2,1,2570,0
1,1,0,0.008152,0.005435,1104,0,6,0,1,1520,0
1,1,0.965401,0.005147,0.002573,647.666667,0,6,58,1,1518,0
1,1,0,0.000907,0.000907,1103,0,6,1,1,1514,0
1,1,0.985228,0.004357,0.000726,688.5,0,6,12,1,2557,0
1,1,0.266765,0.010437,0.000497,1006,0,7,0,0.5,2555,0
1,5,1,0.00202,0.00202,990.2,0,17,10,0.8,3008,0
1,2,0.977418,0.0053,0.002208,1132,0,15,19,1,1452,0
1,1,0,0.019039,0.004533,1103,0,6,1,1,1389,1
1,1,0,0.052246,0.018332,1091,0,6,13,1,1386,1
1,1,0,0.000942,0,1062,0,6,0,1,1384,0
1,1,0.855451,0.030372,0.007593,658.5,0,6,9,1,1381,1
1,1,0,0.010466,0.02569,1051,0,6,0,1,2509,0
1,1,0.753489,0.022157,0.006517,613.8,0,7,9,1,2508,1
1,1,0,0,0.005644,1063,0,6,0,1,2501,0
1,1,0,0.004677,0.004677,1069,0,6,0,1,2500,0
1,1,0,0.021455,0.004664,1072,0,6,0,1,2499,0
1,1,0,0.001876,0.000938,1066,0,6,1,1,1369,0
1,1,0,0.002812,0.000937,1067,0,6,0,1,2497,0
1,1,0,0,0.000939,1065,0,6,0,1,1365,0
1,1,0,0.007421,0.008349,1078,0,6,0,1,1359,0
1,1,0,0.007797,0.005848,1026,0,6,1,1,2469,0
1,1,0,0.02439,0.03122,1025,0,6,1,1,1354,0
1,1,0,0.006816,0.005842,1027,0,6,0,1,2443,0
1,1,0,0,0.000975,1026,0,6,0,1,2442,0
1,1,0.903932,0.014249,0.048575,772,1,6,31,1,492,0
1,1,0,0.008765,0.006375,1255,1,6,20,1,483,0
1,1,0,0.036741,0.039936,1252,0,6,0,1,2694,0
1,1,0,0.036378,0.016977,1237,1,6,1,1,476,0
1,1,0,0.001629,0.001629,1228,0,6,1,1,1073,0
1,1,0.894063,0.01167,0.008977,557,1,6,42,1,473,0
1,1,0,0.022077,0.019624,1223,1,6,5,1,468,0
1,2,0.473186,0.004096,0.003072,488.25,0,6,0,0.75,1828,0
1,1,0,0.004163,0,1201,0,6,1,1,448,0
1,1,0,0.000835,0.000835,1197,0,6,0,1,445,0
1,1,0,0.078464,0.099332,1198,0,6,0,1,442,0
1,2,0.876498,0.006454,0.004661,398.428571,0,6,27,0.857143,1815,0
1,1,0,0.029801,0.07202,1208,1,6,0,1,436,0
1,1,0.605167,0.13608,0.213225,521.75,0,6,18,0.5,977,0
1,1,0.787266,0.06506,0.064479,344.3,0,6,114,0.1,390,0
1,1,0,0.100639,0.021565,1252,0,4,5,1,355,1
1,1,0,0.026227,0.006768,1182,0,4,1,1,318,0
1,1,0,0.035806,0.029838,1173,0,4,0,1,309,0
1,2,0.788212,0.00895,0.011798,819.333333,0,4,34,1,280,0
1,1,0,0.057216,0.073442,1171,0,4,2,1,241,0
1,2,0.642379,0.03869,0.037202,1008,0,4,0,1,238,0
1,1,0,0.014617,0.006019,1163,0,4,1,1,234,0
1,1,0,0.007772,0.005181,1158,0,4,0,1,230,0
1,1,0.693697,0.002312,0.011561,576.666667,0,5,6,0.666667,228,0
1,1,0,0.019811,0.01292,1161,1,4,1,1,224,1
1,1,0,0.0189,0.005155,1164,0,4,2,1,222,0
1,1,0.88495,0.023096,0.011794,508.75,0,5,32,1,209,0
1,1,0,0.008749,0.007874,1143,0,4,1,1,202,0
1,1,0,0.000876,0.000876,1142,0,4,1,1,198,0
1,1,0.479922,0.006389,0.008268,887,0,6,14,1,172,0
1,1,0,0,0.0124,1129,0,4,6,1,163,0
1,2,0.439497,0.005607,0,981,0,4,4,1,145,0
1,1,0,0.08046,0.289125,1131,0,4,5,1,136,0
1,1,0,0.0125,0.024219,1280,1,4,5,1,100,0
1,1,0.742488,0.009464,0.002524,792.5,0,5,0,0.5,70,0
1,1,0,0.000789,0.003943,1268,0,3,0,1,32,0
1,1,0,0.090694,0.014984,1268,0,2,4,1,30,0
1,1,0,0.003895,0.000974,1027,0,6,44,1,2430,0
1,2,0.918296,0.004967,0.002483,604,0,11,86,1,2858,0
1,1,0.807729,0.049587,0.018595,484,0,6,168,0.75,1340,0
1,1,0,0.001016,0,984,0,6,39,1,1332,0
1,1,0,0.00813,0.001016,984,0,6,39,1,1331,0
1,1,0.684038,0.0037,0.006475,540.5,0,6,111,1,1323,0
1,1,0,0.019388,0.004082,980,0,6,38,1,2804,0
1,1,0.914234,0.011998,0.005999,433.4,0,6,81,0.6,1313,0
1,1,0.918296,0.005797,0.000725,690,0,6,76,1,2789,0
1,1,0,0.001074,0.001074,931,0,6,32,1,2319,0
1,1,0.745728,0.052174,0.009441,447.222222,0,7,341,1,2304,0
1,1,0.904335,0.016851,0.009629,519.25,0,7,132,1,2262,0
1,1,0,0.001138,0.001138,879,0,6,25,1,1282,0
1,1,0.909022,0.018659,0.006911,723.5,0,6,55,1,2746,0
1,3,0.794814,0.00987,0.00564,591,0,7,250,1,2238,0
1,1,0.981604,0.034006,0.010375,578.333333,0,7,58,1,1189,0
1,1,0,0.003911,0.001304,767,0,6,14,1,1184,0
1,1,0.847425,0.056799,0.03012,387.333333,0,7,16,1,1089,0
1,1,0.897805,0.283006,6.054164,147.7,0,7,238,1,2320,0
1,1,0,0.001794,0.000598,1672,0,10,50,1,4218,0
1,2,0.435767,0.020508,0.018486,1154,0,12,155,0.666667,4217,0
1,1,0,0.001125,0,1778,0,11,230,1,8694,0
1,1,0,0.011145,0.011145,1974,0,12,165,1,296,0
1,1,0,0.002533,0.00152,1974,0,12,81,1,6988,0
1,1,0,0.005208,0.005208,192,1,8,241,1,2728,0
1,1,0,0.067708,0.0625,192,1,8,0,1,5448,0
1,1,0,0.007143,0.007143,140,0,8,0,1,2218,0
1,1,0,0.007143,0.007143,140,0,5,5,1,494,0
1,1,0,0.011765,0.047059,170,1,5,13,1,474,0
1,1,0,0.021505,0.010753,93,0,4,28,1,155,0
1,1,0,0.076087,0.065217,92,1,4,15,1,50,0
1,1,0,0.114286,0.164286,140,0,5,31,1,2711,0
1,1,0,0,0,0,0,7,893,0.782609,2307,0
1,1,0,0.116129,0.116129,155,0,9,166,1,3632,0
1,3,0.880853,0.013437,0.004243,353.5,1,9,133,1,8153,1
1,1,0,0.375839,0.006711,149,0,9,30,1,4381,0
1,1,0.907284,0.078779,0.032416,331.625,0,4,661,0.15625,702,0
1,1,0,0.142857,0.114286,105,0,5,134,1,2728,0
1,1,0,0.932692,8.634615,104,0,5,131,1,2716,0
1,1,0.996389,0.006501,0,653.75,0,10,137,1,5907,0
1,1,0,0,0.014085,71,0,8,22,1,4158,0
1,1,0,0.152778,0.027778,72,0,8,0,1,4035,0
1,1,0,0.042254,0.042254,71,0,7,0,1,2756,0
1,1,0,0.014085,0.014085,71,0,7,21,1,2755,0
1,1,0,0.028169,0.028169,71,0,6,2,1,4897,0
1,1,0.975816,0.029874,0.02673,212,0,5,0,0.333333,464,0
1,1,0,0.009346,0.009346,107,0,4,11,1,185,0
1,2,0.832249,0.003097,0,565,0,7,134,1,2291,0
1,1,0,0.03125,0.03125,64,0,6,14,1,1152,0
1,1,0,0.09375,0,64,0,5,13,1,2604,0
1,2,0.051539,0.064622,0.123768,456.5,0,6,24,1,2603,0
1,3,0.971307,0.016768,0.016768,218.666667,0,1,0,1,3084,0
1,1,0,0.023952,0.023952,167,0,1,0,1,3061,0
1,1,1,0.001744,0.001744,573.5,0,10,72,0.5,2228,0
1,1,0,0.00641,0.019231,156,0,8,43,1,5724,0
1,1,0.864974,0.007078,0.003033,329.666667,0,9,293,1,3852,0
1,1,0,0,0.006536,153,0,8,29,1,3337,0
1,1,0,0.064935,0,154,0,8,14,1,3251,0
1,1,0.92138,0.094253,0.151724,217.5,0,8,35,1,2749,0
1,1,0,0.2,0.141667,120,0,8,0,1,2715,1
1,1,0,0.053571,0,112,0,6,2,1,2651,0
1,1,0,0.009174,0,109,0,6,5,1,1567,0
1,1,0,0.019704,0.004926,203,0,6,4,1,1836,0
1,1,0,0,0.065,200,0,6,0,1,993,0
1,1,0.852405,0.008681,0.022569,288,0,5,11,1,433,0
1,1,0,0.005051,0.005051,198,0,4,8,1,240,0
1,1,0,0.09596,0.378788,198,0,4,12,1,197,0
1,1,0,0.175214,0.153846,234,0,4,5,1,134,0
1,3,0.836124,0.013781,0.026502,331.432432,0,9,135,0.162162,931,0
1,1,0,0.234234,0.108108,111,0,6,36,1,2752,0
1,1,0.468996,0.008917,0.003822,392.5,0,7,55,1,1247,0
1,1,0,0.010417,0,96,0,6,30,1,2731,0
1,1,0,0.052632,0.042105,95,0,6,29,1,2229,0
1,1,0,0.011905,0,84,0,6,17,1,1141,0
1,1,0,0.012048,0.012048,83,0,6,16,1,2595,0
1,2,0.076868,0.075388,0.395787,451,0,6,23,1,1140,0
1,1,0,0.002179,0.002179,459,0,5,0,1,4644,0
1,1,0,0.115468,0.002179,459,0,5,139,1,4643,0
1,1,0,0.002398,0.002398,417,0,5,0,1,2858,0
1,1,0,0.028777,0.019185,417,1,5,34,1,2857,0
1,1,0,0.034404,0.094037,436,0,5,64,1,4731,0
1,1,0,0.00211,0.00211,474,1,5,64,1,3732,0
1,1,0,0.031646,0.031646,474,0,4,0,1,1804,0
1,1,0,0.014768,0.012658,474,0,4,41,1,5259,0
1,1,0,0.002114,0,473,0,3,42,1,5176,0
1,1,0,0.002137,0.002137,468,0,2,7,1,1675,0
1,1,0,0.044872,0.00641,468,0,2,31,1,1650,0
1,1,0,0.039648,0.026432,454,1,1,9,1,1590,1
1,1,0,0.002288,0,437,0,1,0,1,1567,0
1,1,0,0,0,434,0,1,0,1,1553,1
1,1,0.931421,0.010245,0.005718,1399,0,11,57,1,3136,0
1,1,1,0.016361,0.014874,1344.666667,0,11,152,0.666667,7008,0
1,1,0.994976,0.007986,0.006738,1335.666667,0,11,106,0.666667,6947,0
1,1,1,0.00075,0.00075,1332.666667,0,11,98,1,6838,0
1,1,0.985228,0.001783,0.001337,1121.5,0,10,63,1,6722,0
1,1,1,0.003546,0.003546,1128,1,10,4,0.5,6274,0
1,1,0,0.001631,0.001631,613,0,10,8,1,5896,0
1,1,0.975119,0.029476,0,916,1,10,6,1,8240,0
1,1,0.918296,0.003661,0.003661,819.5,0,10,0,0.5,1743,0
1,1,0.918296,0.016473,0,819.5,1,10,72,1,8238,0
1,1,0.991076,0.006975,0.000872,573.5,1,10,19,1,2099,0
1,1,0,0.001773,0.001773,564,0,9,70,1,1354,0
1,1,0.998933,0.017672,0.014016,820.5,0,8,77,1,2638,0
1,1,0.629249,0.012185,0.018684,615.5,0,8,0,1,2531,0
1,1,0,0.049558,0.053097,565,0,8,25,1,1261,0
1,1,0,0.001767,0.001767,566,0,8,0,1,1232,0
1,1,0,0.001767,0.001767,566,0,8,82,1,1231,0
1,1,0.946395,0.00357,0.004589,653.666667,0,9,1,0.666667,3554,0
1,1,0.998846,0.014199,0.002705,739.5,0,8,2,0.5,3551,0
1,1,0.946395,0.002564,0.001538,650,0,9,42,0.666667,3541,0
1,1,0,0.0161,0.008945,559,0,8,0,1,3433,0
1,1,0,0.001786,0.001786,560,0,8,0,1,5399,0
1,1,0,0.1125,0.0375,560,0,8,6,1,5398,0
1,1,0,0.00381,0.001905,525,0,8,15,1,5379,0
1,1,0,0.003839,0,521,0,8,30,1,3132,0
1,2,0.977561,0.042597,0.01974,641.666667,0,8,4,0.666667,2788,0
1,1,0,0.035448,0.011194,536,0,7,1,1,2717,0
1,2,1,0.014435,0.006415,623.5,0,6,8,0.5,1599,0
1,2,0.994737,0.005108,0.00227,587.333333,0,6,1,0.666667,2691,0
1,1,0,0.022449,0.004082,490,0,6,0,1,1574,0
1,2,0.975106,0.003511,0.003511,498.5,0,6,2,0.75,2460,0
1,2,0.751629,0.006308,0.002426,515.25,0,6,4,0.25,1808,0
1,1,0,0.002268,0.002268,441,0,4,0,1,290,0
1,1,0.319866,0.436925,0.465615,761,0,6,149,0.833333,289,0
1,1,0.585407,0.092978,0.236671,512.666667,0,4,0,0.666667,251,0
1,1,0,0.008621,0,464,0,4,2,1,239,0
1,1,0,0.411255,1.37013,462,0,4,1,1,235,0
1,1,0,0.319209,0.271186,708,0,4,17,1,231,0
1,1,0,0.06953,0.006135,489,0,6,51,1,1347,0
1,1,0,0.043197,0.008639,463,0,6,50,1,1346,0
1,1,0,0.164147,0.041037,463,0,6,50,1,1345,0
1,1,0,0.030588,0.018824,425,0,6,49,1,1341,0
1,1,0.918296,0.003212,0.006424,467,0,6,45,1,1327,0
1,1,1,0.004269,0.008538,468.5,0,6,45,1,1317,0
1,1,0.99403,0.01594,0.007439,470.5,0,6,45,1,1315,0
1,1,0,0.00978,0.00489,409,0,6,36,1,1291,0
1,1,0.674974,0.006158,0.007433,941.8,0,10,130,0.8,1772,0
1,1,0,0,0,0,0,4,66,0.833333,2307,0
1,1,0.921185,0.001287,0.007722,194.25,0,4,11,0.75,458,0
1,1,0.949452,0.015152,0.080808,99,0,4,2,0.5,452,0
1,1,0.893571,0.033654,0.105769,104,0,4,0,0.5,444,0
1,2,0.776742,0.013211,0.010913,435.25,0,6,2,1,1832,0
1,1,0,0.122977,0.009709,309,0,1,6,1,437,0
1,1,0,0.133333,0.042105,285,1,1,1,1,408,0
1,1,0,0.007042,0.002347,426,0,10,1,1,5202,0
1,1,0,0.014118,0.002353,425,0,10,34,1,6731,0
1,1,0,0.004706,0.004706,425,0,10,1,1,6648,0
1,1,0,0.004706,0.004706,425,0,10,0,1,6647,0
1,1,0,0.007059,0.054118,425,0,10,0,1,6646,0
1,1,0,0.004619,0.004619,433,0,10,0,1,6645,0
1,1,0,0.023095,0.009238,433,0,10,8,1,6644,0
1,2,0.429023,0.067047,0.042712,671.166667,0,10,145,0.666667,6601,0
1,1,0.63431,0.008557,0.00163,1227,0,11,269,1,4336,0
1,1,0,0.033413,0.045346,419,0,10,4,1,5414,0
1,1,0,0.031553,0.004854,412,0,10,7,1,4960,0
1,1,0,0,0.002439,410,0,10,6,1,1779,0
1,1,0,0.029197,0.029197,411,0,9,0,1,3267,0
1,1,0,0.004751,0.004751,421,0,9,1,1,4867,0
1,1,0.60984,0.030641,0.02507,359,0,9,0,0.5,3263,1
1,1,0,0,0.002725,367,0,9,15,1,4528,0
1,1,0.788069,0.075269,0.087558,325.5,0,9,0,0.5,4468,1
1,1,0.503258,0.01372,0.01372,328,0,9,14,0.5,4466,0
1,1,0.835116,0.04908,0.04908,326,0,9,155,1,4448,0
1,1,0,0.005464,0.002732,366,0,9,65,1,4340,0
1,1,0,0.032787,0.002732,366,0,9,18,1,2749,0
1,1,0,0.008357,0.005571,359,0,9,23,1,4099,0
1,1,0,0.017341,0.014451,346,0,8,4,1,3573,0
1,1,0,0.228986,0.081159,345,0,8,8,1,3571,0
1,2,0.970951,0.002592,0.000648,771.5,0,9,191,1,3504,0
1,1,0,0.003745,0.003745,267,0,8,0,1,2828,1
1,1,0,0.014981,0.037453,267,0,8,2,1,1672,0
1,2,1,0.002721,0.002721,367.5,1,15,21,1,190,0
1,1,0,0.007547,0.098113,265,0,6,1,1,1521,0
1,1,0,0.003876,0,258,0,6,0,1,1383,0
1,1,0,0.003891,0,257,0,6,0,1,1382,0
1,1,0.666196,0.053877,0.009063,662,0,6,2,1,1357,1
1,1,0.675335,0.362976,0.259528,275.5,0,6,0,0.5,1053,0
1,1,0.56651,0.016282,0.004071,368.5,0,6,10,1,1029,0
1,1,0,0.006645,0.003322,301,1,5,52,1,358,0
1,1,0,0.013029,0.016287,307,0,5,10,1,123,0
1,1,0,0.009772,0.009772,307,0,3,0,1,33,0
1,1,0,0.004292,0.004292,233,0,6,23,1,1265,0
1,9,0.957323,0.002198,0.002844,515.733333,1,18,1063,1,8892,0
1,1,0,0.003378,0,296,0,7,21,1,4972,0
1,1,0,0.003663,0.003663,273,0,6,43,1,1474,0
1,1,0,0.140221,0.00369,271,0,6,1,1,1074,0
1,1,0,0.02459,0.012295,244,0,6,8,1,1031,0
1,1,0,0.034483,0.049261,406,0,5,9,1,343,0
1,1,0,0.009828,0.009828,407,1,5,1,1,271,0
1,1,0,0.201474,0.014742,407,0,5,36,1,270,0
1,1,0,0.035398,0.014749,339,0,5,7,1,176,0
1,1,0,0.071642,0.047761,335,0,5,4,1,149,0
1,1,0,0.25228,0.009119,329,0,5,15,1,124,0
1,2,0.406107,0.028002,0.059801,526.75,1,5,4,0.25,68,0
1,2,0,0.343511,1.484733,131,0,6,6,1,2579,0
1,1,0,0.006993,0,143,0,8,0,1,4381,0
1,1,0,0.027972,0.006993,143,0,8,105,1,4378,0
1,1,0,0.014184,0.014184,141,0,8,61,1,4285,0
1,1,0,0.05,0.05,140,0,7,0,1,1858,0
1,1,0,0.085714,0.085714,140,0,7,59,1,1857,0
1,3,1,0,0.015521,64.428571,0,13,1043,0.714286,2658,0
1,1,0.811278,0.006519,0.009126,383.5,0,4,62,1,126,0
1,1,0,0.106383,0.070922,141,0,4,154,1,2727,0
1,1,0,0.222222,0.277778,18,0,1,1,1,214,0
1,1,0,0,0,18,0,1,0,1,206,0
1,1,0.863121,0.06993,0.027972,71.5,0,8,50,1,2977,0
1,1,0,0.08,0,50,0,8,58,1,2861,0
1,1,0,0,0.020833,48,0,7,30,1,569,0
1,1,0,0.022727,0,88,0,4,0,1,327,0
1,1,0,0.011628,0.011628,86,1,4,1,1,323,0
1,1,1,0.008658,0.008658,115.5,0,4,82,1,299,0
1,1,0.929927,0.020095,0.052009,282,0,5,56,1,220,0
1,1,0,0.724138,3.689655,58,0,6,21,1,1125,0
1,2,0.721928,0.002092,0.003138,478,1,10,35,1,152,0
1,1,0,0.356877,0,269,0,8,172,1,4641,0
1,1,0,0.015464,0.015464,194,0,8,42,1,4686,0
1,1,0,0.017937,0,223,0,8,5,1,5953,0
1,1,0,0.031818,0.013636,220,0,8,0,1,5895,0
1,1,0,0.050691,0,217,0,8,100,1,5894,0
1,3,0.727736,0.104501,0.04145,609.793103,0,11,1487,0.551724,5555,0
1,1,0,0.005263,0.005263,190,0,8,42,1,5184,1
1,1,0,0.005556,0.005556,180,0,7,59,1,6420,0
1,1,0,0.005587,0.027933,179,0,7,0,1,3301,0
1,1,0,0.459016,0.005464,183,0,7,121,1,3300,1
1,2,0.740234,0.053783,0.02615,449.333333,0,9,66,0.583333,2802,1
1,1,0,0.058824,0.008403,119,0,6,6,1,1371,0
1,2,0.894124,0.005164,0.008606,193.666667,0,7,157,0.666667,2468,1
1,1,0,0.00885,0.00885,113,0,6,2,1,2462,0
1,1,0.918296,0.010676,0.010676,140.5,0,6,122,1,2354,0
1,1,0,0.017544,0,114,0,6,50,1,2345,0
1,1,0,0.130841,0,107,0,6,45,1,2780,0
1,1,0,0.163265,0.132653,98,0,6,45,1,1298,0
1,1,0,0.030612,0.030612,98,0,6,45,1,1297,0
1,1,0.103958,0.273312,0.906752,155.5,0,6,41,1,1138,0
1,1,0.845351,0.268868,0.042453,212,0,10,486,1,1193,0
1,1,0,0.009009,0.009009,111,0,8,0,1,5562,0
1,1,0,0.144144,0.108108,111,1,8,112,1,5561,0
1,1,0,0.169811,0,106,0,8,0,1,4331,0
1,1,0,0.010101,0.010101,99,0,8,0,1,4330,0
1,1,0,0.010101,0.020202,99,0,8,0,1,4329,0
1,1,0,0.03,0.04,100,0,8,0,1,4328,0
1,1,0,0.04,0.01,100,0,8,0,1,4327,0
1,1,0,0.132653,0.020408,98,0,8,81,1,4326,0
1,1,0.992215,0.010549,0.012658,158,0,7,43,1,2640,0
1,1,0,0.054945,0.032967,91,0,7,16,1,2535,0
1,1,0,0.022472,0.022472,89,0,7,3,1,1432,0
1,1,0,0.011236,0.022472,89,0,7,30,1,565,0
1,1,0.997772,0.048077,0.125,104,0,4,101,1,333,0
1,1,0,0.095745,0.074468,94,0,6,21,1,1132,0
1,2,0.233544,0.03943,0.137292,526.25,0,7,46,1,1131,0
1,1,0,0.049057,0,265,0,8,43,1,6671,0
1,1,1,0.00159,0.00159,629,0,10,76,0.75,3488,0
1,1,0,0.004032,0.004032,248,0,8,0,1,3334,0
1,1,1,0.072464,0.028986,207,0,8,2,0.5,2979,1
1,1,0.918296,0.0125,0.0025,200,0,8,30,1,2975,0
1,1,0.8395,0.047141,0.005349,427.285714,0,9,61,0.571429,2860,0
1,1,0,0.004348,0.004348,230,0,8,13,1,4986,1
1,1,0.964962,0.013095,0.009524,280,0,8,12,0.333333,2728,0
1,1,0,0.008658,0.012987,231,0,7,7,1,1568,0
1,1,0,0,0.004386,228,0,7,4,1,561,0
1,1,0.970951,0.003049,0.004573,328,0,6,2,1,2493,0
1,1,0.954434,0.018373,0.002625,190.5,0,6,6,1,2485,0
1,1,0,0.010417,0.041667,192,1,6,8,1,453,0
1,1,0,0,0.092308,195,0,5,2,1,344,0
1,1,0,0.267606,0.248826,213,0,5,1,1,334,0
1,1,0.989588,0.036403,0.017131,233.5,0,5,2,1,316,0
1,1,0,0.05314,0.009662,207,0,5,59,1,301,0
1,1,0.341154,0.113111,0.210797,194.5,0,5,48,1,131,0
1,1,1,0.010471,0.010471,191,0,6,95,1,2363,0
1,1,0.784593,0.063057,0.029472,291.8,0,6,224,1,2359,0
1,1,0.96023,0.020576,0,162,0,6,147,0.666667,1320,0
1,1,0.905388,0.030923,0.006969,328,0,6,338,0.857143,2800,0
1,1,0.991076,0.028351,0.018041,194,0,6,83,1,2318,0
1,1,0.982774,0.002513,0.018216,318.4,0,6,191,1,2769,0
1,1,0.991076,0.007986,0,563.5,0,6,65,1,2756,0
1,1,1,0.004608,0.002304,434,0,7,76,1,2213,0
1,1,0.92062,0.00132,0.001848,1262.666667,0,11,25,1,6615,0
1,1,0.918296,0.004228,0.002114,236.5,0,9,90,1,5959,0
1,1,0,0.004608,0.004608,217,0,9,74,1,4253,0
1,2,0.841013,0.009561,0.02081,254,1,10,311,0.857143,1485,1
1,1,0,0.016393,0.016393,183,0,7,1,1,4043,0
1,1,0.936755,0.028978,0.005592,491.75,0,8,152,0.5,3333,0
1,2,1,0,0.005556,180,0,7,30,1,4985,0
1,1,0,0.005952,0.005952,168,0,6,6,1,2626,0
1,1,0.663197,0.135678,0.01005,199,0,6,25,1,1398,1
1,1,0.954724,0.029968,0.022082,211.333333,0,5,14,1,461,0
