@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0.013754,0,0.03912,0.006675,0.007905,13.1894,0,2.02,0,0,0,0.011529,1.01,9.49936,0,0,8,70,0,1,3,0,0,21,0,0.025657,2,2,3.03,0,2.02,0.011453,0.009791,9,7,clean
4,0.001696,0,0.137177,0.001439,0.015447,20.5079,0,2.02,0,0,1,0.003559,4.08,9.77005,0,0,7,213,0,1,1,0,0,28,0,0.025274,2,1,1.01,0,2.02,0.025014,0.009791,10,2,clean
0,0.006874,0,0.002046,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,8,31,4,3,1,0,0,3,0,0,3,0,0,0,1.1,0,0.027723,43,3,clean
0,0,0,0.001884,0,0,4.46389,0,0,0,0,0,0,0,9.17814,0,0,1,31,0,3,2,0,0,21,0,0.003043,0,0,0,0,2.02,0,0.009791,24,6,clean
0,0,0,0.014633,0,0,1.39346,0,0,0,0,0,0,0,0.031835,0,0,1,57,0,1,1,0,0,105,0,0,7,0,0,0,2.02,0,0.009791,9,15,clean
0,0,0,0.003829,0,0,5.25012,0,0,0,0,0,0,0,9.20025,0,0,1,157,0,1,2,0,0,36,0,0.004371,1,0,0,0,0,0,0,0,6,clean
0,0.002888,0,0.009826,0,0,5.52481,0,0,0,2,0,0,0,9.25819,1.01,0,6,47,0,2,4,0.002601,0,28,0,0.002936,1,0,0,0,0,0.016473,0,2,4,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,4,3,1,0,0,6,0,0,2,0,0,0,1.1,0.012361,0.027723,43,3,clean
2,0.003676,0,0.138546,0.007108,0.004796,25.5639,0,0,0,0,1,0,2.03,9.98607,0,0,28,399,0,2,3,0,1.01,120,0,0.025843,4,3,4.06,0.000467,6.11,0.029648,0.015713,17,14,buggy
0,0.005068,0,0.007694,0,0,10.279,0,0,0,1,0,0,0,9.38268,0,0,4,56,0,1,4,0,0,10,0,0.003043,0,1,0,0,2.02,0.01004,0.009791,9,5,clean
0,0,0,0.002619,0,0,4.71857,0,0,0,0,0,0,0,9.19681,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,clean
3,0.022408,0,0.022884,0.00416,0,8.51756,0,0,0,0,1,0,0,9.34266,0,0,3,59,0,1,9,0,0,21,0,0.024673,4,1,2.02,0,2.02,0.004405,0.009791,9,4,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,2,44,0,1,2,0,0,10,0,0,3,0,0,0,0,0,0,0,3,clean
1,0,0,0.051041,0,0,8.68883,0,1.01,0,0,0,0.002198,0,9.39234,0,0,4,65,0,1,0,0,0,10,0,0.007439,2,0,0,0,0,0.007507,0,0,3,clean
0,0,0,0.000949,0,0.010189,1.84703,0,0,0,0,0,0,1.02,9.09329,0,0,4,41,0,1,1,0,0,6,0,0.007599,2,0,0,0,0,0,0,0,4,buggy
2,0,0,0.033607,0,0,16.0551,0,0,0,0,1,0,0,9.5546,0,0,9,77,0,2,0,0,0,36,0,0.008982,0,1,0,0,2.02,0.018819,0.009791,16,7,clean
0,0,0,0.037862,0,0,6.45512,0,0,0,0,0,0,0,0.209384,0,0,2,96,0,2,4,0,0,120,0,0.003043,8,0,0,0,2.06,0.002623,0.009791,37,16,clean
2,0,0,0.001328,0,0,1.84703,0,0,0,2,0,0,0,9.09329,1.01,0,4,50,0,1,0,0.000954,0,21,0,0,0,0,0,0,1.01,0,0.005924,10,1,clean
0,0.032827,0,0.001708,0.007824,0.00884,1.84703,0,0,0,0,0,0,2.03,9.09329,0,0,12,345,0,1,26,0,0,3160,0,0.009583,38,0,2.05,0,2.04,0.036751,0.009791,18,80,clean
0,0.024845,0,0.002728,0,0,1.49003,0,0,0,1,0,0,0,0.121386,1.01,0,0,3,1,3,1,0.017524,0,0,0,0,0,0,0,0,1.1,0,0.027723,28,1,clean
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,114,0,1,1,0,0,78,0,0,3,0,0,0,0,0,0,9,9,buggy
1,0,0,0.045836,0,0,10.7968,0,0,0,0,0,0,0,0.277237,0,0,5,48,0,1,0,0,1.01,3,0,0,3,0,0,0.000467,1.01,0.005795,0.001058,0,0,clean
0,0.001164,0,0.07716,0,0,20.5668,0,0,0,0,1,0,0,9.72524,0,0,4,68,0,1,3,0,0,1,0,0.014691,3,2,0,0,0,0.017285,0,0,2,buggy
2,0,0,0.002329,0,0,5.08708,0,0,0,0,0,0,0,9.19612,0,0,2,90,0,1,1,0,0,28,0,0,6,0,0,0,0,0,0,0,4,clean
0,0,0,0.004412,0,0,4.08479,0,0,0,0,0,0,0,9.19743,0,0,1,15,0,3,1,0,0,3,0,0.003028,0,0,0,0,1.01,0,0.002667,9,2,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,clean
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,104,0,1,0,0,0,36,0,0,2,0,0,0,2.02,0.021944,0.009791,9,7,clean
3,0,0,0.088395,0,0,12.0486,0,0,0,0,0,0,0,9.39369,0,0,3,35,0,1,0,0,0,6,0,0.002936,2,0,0,0,2.02,0.004111,0.009791,9,1,clean
0,0.009905,0,0.042999,0.0039,0.002306,11.7568,0,0,0,2,0,0,1.01,9.49362,0,0,8,106,0,2,3,0,0,105,0,0.013739,3,0,2.02,0,4.13,0.003393,0.014101,27,14,clean
0,0.03813,0,0.011133,0,0,10.0513,0,0,0,12,0,0,0,9.34078,1.03,0,0,9,0,1,52,0.013005,0,91,0,0,0,0,0,0,2.02,0,0.009791,9,14,clean
1,0.060147,0,0.006961,0.049407,0,5.95209,0,1.01,0,0,0,0.029667,0,9.2488,0,0,5,132,0,1,2,0,0,3,0,0.060708,0,2,2.03,0,0,0.005548,0,0,2,clean
2,0,0,0.010046,0,0.010189,10.273,0,0,0,0,0,0,1.03,9.35538,0,0,6,114,0,1,0,0,0,21,0,0,8,0,0,0,0,0.021568,0,0,1,clean
0,0.003485,0,0.007853,0.003672,0,11.6751,0,0,0,0,0,0,0,9.43591,0,0,3,27,0,1,1,0,0,10,0,0.005838,0,0,2.02,0,2.09,0.006246,0.006534,0,5,clean
0,0,0,0.011971,0.002991,0.002734,6.32077,0,1.01,0,0,0,0.002774,1.01,9.28597,0,0,0,16,0,1,1,0,0,3,0,0.005486,1,0,1.01,0,0,0.003409,0,0,3,clean
0,0,0,0.003279,0,0.010189,8.34194,0,0,0,0,0,0,1.01,9.29066,0,0,0,15,0,1,1,0,0,6,0,0.004856,0,0,0,0,0,0,0,0,4,clean
0,0,0,0.004412,0,0,8.10609,0,0,0,0,0,0,0,9.33474,0,0,7,25,0,2,0,0,0,15,0,0.006048,0,0,0,0,8.12,0.003393,0.022649,31,6,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001679,0,29,0,1,0,0,1.01,3,1.04,0,0,0,0,0.001864,1.05,0,0.003867,0,2,clean
0,0,0,0.002321,0,0,3.95974,0,0,0,0,0,0,0,9.15318,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,clean
0,0,0,0.002387,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,10,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,clean
0,0,0,0.000682,0,0,1.49003,0,0,0,1,0,0,0,0.121386,0,0.025198,0,3,1,3,1,0,1.01,0,1.01,0,0,0,0,0.021023,4.09,0,0.083371,15,1,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,17,0,1,2,0,0,6,0,0,1,0,0,0,0,0,0,9,4,clean
0,0,0,0.003119,0,0,8.24459,0,0,0,1,0,0,0,9.29513,0,0,0,11,0,1,1,0,0,10,0,0,0,0,0,0,2.02,0,0.009791,9,4,clean
0,0,0,0.001476,0,0,3.95974,0,0,0,0,0,0,0,9.15318,0,0,1,11,0,1,1,0,0,1,0,0,0,0,0,0,4.16,0.009834,0.010674,9,1,clean
0,0.001925,0,0.018201,0,0,6.5604,0,0,0,0,0,0,0,9.23498,0,0,0,78,0,1,7,0,0,190,0,0.003043,10,0,0,0,2.02,0,0.009791,9,20,clean
0,0.002302,0,0.001313,0,0,3.95974,0,0,0,0,1,0,0,9.15318,0,0,0,3,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2,clean
15,0.011822,1.01,1.90771,0.013225,0.039498,38.7367,0,7.14,1,0,2,0.017267,13.48,10.1836,0,0.002308,23,1448,0,3,5,0,1.01,595,1.03,0.063495,50,5,6.26,0.002921,1.05,0.043309,0.002341,14,16,buggy
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.027047,0,0.001364,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,3,0,3,4,0,0,0,0,0,0,0,0,0,1.1,0,0.027723,26,1,clean
2,0.067218,0,0.426385,0.019928,0.008598,25.2804,0,5.06,0,0,3,0.016428,3.13,9.96602,0,0,21,350,0,2,7,0,1.01,153,0,0.082952,2,5,7.11,0.000467,6.11,0.054699,0.016695,17,14,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,12,2,clean
0,0,0,0.001518,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,18,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,clean
6,0.007271,0,0.066894,0.008127,0.0271,3.33706,0,1.04,0,0,0,0.023845,2.02,9.21468,0,0,8,195,0,1,6,0,0,91,0,0.056206,6,0,2.04,0,0,0.044789,0,9,8,clean
0,0,0,0.050768,0,0,1.28671,0,0,0,0,0,0,0,0.030655,0,0,0,5,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,clean
0,0,0,0.001873,0,0,4.78742,0,0,0,0,0,0,0,9.20494,0,0,0,15,0,2,3,0,0,10,0,0,3,0,0,0,2.04,0,0.009791,22,5,clean
1,0,0,0.006911,0,0,2.91015,0,0,1,0,0,0,0,0.080386,0,0,6,96,0,2,1,0,0,10,0,0,0,0,0,0,2.02,0,0.009791,45,3,clean
0,0.001696,0,0.001694,0,0,3.25645,0,0,0,0,0,0,0,9.13338,0,0,0,3,0,2,4,0,0,0,0,0,1,0,0,0,2.04,0,0.009791,23,1,clean
5,0,0,0.005458,0,0,4.88878,0,0,0,0,0,0,0,9.22338,0,0,10,263,0,1,1,0,0,45,0,0.002936,12,0,0,0,0,0.003409,0,0,5,clean
0,0,0,0.014401,0,0,5.94514,0,0,0,0,1,0,0,9.22122,0,0,2,70,0,2,0,0,0,66,0,0.01023,6,1,0,0,2.06,0.002623,0.009791,33,12,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,9,2,buggy
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,clean
1,0.010073,0,0.078553,0.004487,0.001377,2.84955,0,1.01,0,0,0,0.002324,1.01,0.070476,0,0,9,107,0,1,12,0,0,66,0,0.013457,4,0,2.03,0,4.04,0.008663,0.014799,13,11,clean
0,0.024845,0,0.003069,0.018552,0,1.49003,0,0,0,49,0,0,0,0.121386,3.15,0,1,7,0,1,2,0.048697,0,6,0,0.020286,0,0,1.01,0,1.09,0.020279,0.027723,18,1,clean
0,0,0,0.004432,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,62,0,1,1,0,0,1,0,0.02467,0,0,0,0,0,0,0,9,2,clean
0,0,0,0.006545,0,0,11.7316,0,0,0,0,0,0,0,9.41205,0,0,1,79,0,1,0,0,0,15,0,0.003043,0,0,0,0,2.02,0.006246,0.009791,9,6,clean
0,0,0,0.000271,0,0,1.45219,0,0,0,0,0,0,0,0.040996,0,0,0,22,0,1,2,0,0,1,0,0,1,0,0,0,3.05,0,0.037515,26,1,clean
0,0.003213,0,0.018516,0.002616,0.012646,9.80513,0,0,0,0,1,0,2.03,9.37372,0,0.001679,3,29,0,1,1,0,1.01,15,1.04,0.002506,3,1,1.04,0.001864,1.09,0.007828,0.003867,0,6,clean
0,0,0,0.008156,0,0,8.10333,0,0,0,0,0,0,0,9.25909,0,0,0,21,0,2,0,0,0,21,0,0,0,0,0,0,2.02,0,0.009791,16,7,clean
10,0.027733,0,0.065991,0.010713,0.013667,5.63443,0,1.05,0,0,3,0.002774,4.06,9.25922,0,0,31,569,0,1,1,0,0,276,0,0.014457,6,4,3.05,0,1.01,0.032759,0.005924,9,14,buggy
1,0.00198,0,0.015814,0.002616,0.002456,9.24645,0,1.01,0,0,0,0.002596,1.01,9.34832,0,0,3,20,0,1,1,0,3.04,10,0,0.004085,2,0,1.01,0.004202,3.48,0.023026,0.007549,0,4,clean
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,1,0,0,0,1,0,0,2,1,0,0,2.02,0,0.009791,9,2,clean
0,0,0,0.007767,0,0,12.4014,0,0,0,0,2,0,0,9.53675,0,0,5,37,0,1,0,0,0,0,0,0.007427,0,2,0,0,2.02,0.013449,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,clean
1,0.004813,0,0.001661,0.001496,0,6.11627,0,0,0,0,0,0,0,9.25218,0,0,2,12,0,1,2,0,0,3,0,0.002936,0,0,1.01,0,2.02,0.003409,0.009791,9,2,clean
5,0.009522,0,0.027572,0.005667,0.003264,6.67906,0,2.03,0,1,1,0.005504,1.01,9.32877,1.01,0,9,214,0,1,3,0.006499,0,55,0,0.020163,11,1,2.02,0,0,0,0,0,6,clean
0,0,2.05,0,0,0,0,0.026356,0,114,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
0,0.020245,0,0.009468,0.003194,0,5.59876,0,0,0,4,0,0,0,9.2653,3.03,0,1,14,0,1,13,0.010534,0,28,0,0.003167,0,0,1.02,0,1.01,0,0.005924,9,8,clean
0,0,0,0.008289,0,0,6.86009,0,0,0,0,0,0,0,9.25497,0,0,2,31,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,clean
0,0.003678,0,0.00213,0,0,4.92306,0,0,0,0,0,0,0,9.2306,0,0,8,46,0,3,2,0,0,6,0,0.009937,8,0,0,0,0,0.013119,0,10,4,buggy
0,0,0,0.018039,0,0,8.02848,0,0,0,0,0,0,0,9.27665,0,0,4,34,0,1,1,0,0,6,0,0,2,0,0,0,0,0,0,0,4,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,126,0,2,1,0,0,6,0,0,4,0,0,0,0,0,0,6,3,clean
0,0,0,0.001518,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,7,16,0,1,1,0,0,1,0,0.004726,2,0,0,0,2.02,0.006771,0.009791,9,2,clean
0,0.001233,0,0.006285,0.000846,0,2.85355,0,0,0,0,0,0,0,9.12304,0,0,2,32,0,1,9,0,0,28,0,0.000864,3,0,1.01,0,2.02,0.001686,0.009791,9,8,clean
0,0.024845,0,0.000682,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
0,0,0,0.016704,0,0,9.45898,0,0,0,0,1,0,0,9.31023,0,0,2,8,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,clean
0,0.025002,0,0.006478,0,0.004049,1.49003,0,0,0,1,0,0,1.01,0.121386,0,0,1,75,0,1,20,0,0,210,0,0.029397,10,0,0,0,0,0.020279,0,15,16,clean
0,0,0,0.010268,0,0,12.8752,0,0,0,2,0,0,0,9.4245,3.03,0,1,19,0,1,0,0.007846,0,10,0,0,1,0,0,0,0,0,0,0,5,clean
0,0.053368,0,0.003031,0,0,6.56833,0,0,0,0,0,0,0,9.23919,0,0,0,13,0,2,6,0,0,6,0,0,3,0,0,0,2.04,0,0.009791,19,3,clean
0,0,0,0.006577,0,0,4.83045,0,0,0,0,0,0,0,9.23327,0,0,1,13,0,1,0,0,0,6,0,0.006195,1,0,0,0,1.01,0.003794,0.005924,9,4,buggy
0,0,0,0.065169,0,0.001461,19.4282,0,0,0,0,0,0,1.01,9.68475,0,0,8,77,0,1,1,0,0,6,0,0.013395,6,1,0,0,4.13,0.017505,0.014188,51,4,buggy
0,0.002706,0,0.085444,0,0.045459,16.4524,0,1.02,0,0,0,0.003114,1.01,9.5838,0,0,7,46,0,3,0,0,1.01,3,0,0.07142,1,0,0,0.001571,3.04,0.069959,0.006456,9,2,clean
1,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,3,38,0,1,1,0,0,21,0,0,1,0,0,0,0,0,0,0,6,clean
0,0,0,0.012202,0.00581,0,9.21233,0,0,0,0,0,0,0,9.37407,0,0.002979,0,48,0,2,0,0,2.02,91,2.05,0.006004,0,0,2.02,0.004493,10.46,0.003794,0.02471,36,14,clean
0,0.008703,0,0.006914,0.002991,0.002734,6.73946,0,0,0,0,0,0,1.01,9.27016,0,0,3,35,0,1,1,0,0,28,0,0.002936,1,0,1.06,0,1.08,0,0.002341,0,8,clean
0,0.064454,0,0.233167,0.061936,0.012522,21.6244,0,2.02,0,0,0,0.032847,1.01,9.69332,0,0,3,57,0,1,4,0,0,6,0,0.073255,1,1,3.07,0,2.02,0.077274,0.009791,9,4,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,107,0,2,9,0,0,66,0,0,5,1,0,0,0,0,0,41,11,buggy
0,0.045871,0,0.010399,0.027674,0.025779,1.49003,0,2.02,0,0,0,0.026506,2.07,0.121386,0,0.018086,24,74,6,3,6,0,1.01,21,2.06,0.030223,1,0,2.05,0.009752,3.3,0.030005,0.03839,57,2,buggy
1,0.042351,0,0.025303,0.041069,0.051864,14.2931,0,1.01,0,0,0,0.019848,3.12,9.50262,0,0,1,95,0,1,4,0,0,36,0,0.064961,5,0,2.06,0,0,0.03415,0,0,6,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,10,2,clean
0,0.001467,0,0.095195,0.001158,0.010189,13.2333,0,0,0,0,0,0,1.01,9.53216,0,0,11,57,0,1,0,0,0,6,0,0.016239,1,0,1.02,0,0,0.014682,0,0,4,clean
0,0,0,0.002278,0,0,5.86159,0,0,0,0,0,0,0,9.23351,0,0,6,75,1,2,0,0,0,55,0,0.001327,2,0,0,0,2.02,0,0.009791,23,11,clean
0,0.006874,0,0.000341,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,9,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
0,0,0,0.00101,0,0,3.32672,0,0,0,0,0,0,0,9.15394,0,0,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,clean
0,0,0,0.279639,0,0,4.24764,0,0,0,1,0,0,0,0.102592,0,0,4,555,0,1,0,0,0,66,0,0,0,0,0,0,0,0.006183,0,0,10,clean
0,0,0,0.011992,0,0,12.3049,0,0,0,0,0,0,0,9.40703,0,0,0,16,1,2,0,0,0,1,0,0.003043,0,0,0,0,2.02,0.014181,0.009791,17,1,clean
0,0,0,0.002598,0,0,4.13774,0,0,0,0,0,0,0,9.19488,0,0.002283,0,0,1,2,0,0,0,0,1.01,0,0,0,0,0,1.01,0,0.001915,2,0,clean
0,0.008703,0,0.002466,0,0,6.12798,0,0,0,0,0,0,0,9.2369,0,0,0,33,0,1,5,0,0,66,0,0,6,0,0,0,2.04,0,0.009791,18,12,clean
0,0.006419,0,0.004773,0,0,1.49003,0,0,0,1,0,0,0,0.121386,0,0,4,29,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,9,2,clean
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,205,1,1,0,0,0,91,0,0,11,0,0,0,1.02,0.002394,0.005924,26,6,clean
1,0.024845,0,0.002087,0,0,4.7898,0,0,0,0,0,0,0,9.21441,0,0,6,33,0,1,2,0,0,3,0,0.002936,0,0,0,0,2.02,0.006928,0.009791,9,2,clean
0,0,0,0.000271,0,0,1.45219,0,0,2,0,0,0,0,0.040996,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,10,1,clean
0,0.08284,0,0.019879,0.018552,0.024829,3.33706,0,0,0,0,0,0,3.04,9.21468,1.01,0.018086,28,120,6,3,17,0.017524,1.01,66,2.06,0.023862,2,0,1.03,0.009752,3.3,0.020279,0.03839,57,6,buggy
1,0,0,0.516933,0,0,6.89385,0,0,4,1,0,0,0,0.171563,1.01,0,1,53,8,2,0,0.000845,0,28,0,0,0,1,0,0,2.02,0,0.009791,63,4,clean
3,0,0,0.021313,0,0,6.35082,0,1.01,0,0,0,0.002334,0,9.33355,0,0,2,78,0,1,0,0,0,15,0,0.013269,1,0,0,0,1.01,0.010744,0.005924,9,3,clean
0,0,0,0.098225,0,0.00249,21.3791,0,0,0,0,0,0,1.01,9.72888,0,0,9,115,0,1,1,0,0,3,0,0.013905,2,1,0,0,2.02,0.017497,0.009791,9,3,clean
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,23,0,3,4,0,0,21,0,0,2,1,0,0,0,0,0,14,6,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,2.03,0,0.033647,26,1,clean
10,0.002706,0,0.006259,0,0,5.57512,0,0,0,0,0,0,0,9.25013,0,0,23,212,0,1,5,0,0,231,0,0,6,0,0,0,0,0.003794,0,0,11,clean
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,568,0,4,3,0,0,561,0,0.054167,15,2,0,0,0,0,0,22,13,clean
1,0.007163,0,0.003898,0,0,3.26838,0,0,0,0,0,0,0,9.16383,0,0,1,15,0,1,5,0,0,10,0,0,2,0,0,0,1.01,0,0.005924,9,4,clean
0,0,0,0.009946,0,0,7.66451,0,0,0,0,0,0,0,9.27709,0,0,1,11,9,2,1,0,0,3,0,0,2,0,0,0,2.04,0,0.009791,30,3,clean
0,0,0,0.002818,0,0,5.99636,0,0,0,0,0,0,0,9.22107,0,0,2,15,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2,clean
0,0,0,0.081147,0,0,4.37354,0,0,0,0,0,0,0,0.108897,0,0,2,24,8,3,0,0,0,6,0,0,0,0,0,0,2.02,0,0.009791,72,1,clean
0,0.055189,0,0.003031,0,0,4.56874,0,0,0,0,1,0,0,9.22022,0,0,1,45,0,1,8,0,0,66,0,0.00255,5,1,0,0,2.04,0,0.009791,18,12,clean
0,0.042776,0,0.003725,0,0,6.61894,0,0,0,0,0,0,0,9.22758,0,0,0,40,0,1,5,0,0,21,0,0,4,0,0,0,2.04,0,0.009791,18,6,clean
0,0.075429,0,0.034606,0,0,1.49003,0,0,0,8,0,0,0,0.121386,1.01,0,2,12,0,1,86,0.017524,0,153,0,0.004568,0,0,0,0,0,0.004908,0,9,18,buggy
3,0.001925,0,0.084268,0.001496,0,19.228,0,1.01,0,0,1,0.019848,0,9.64748,0,0,11,114,0,3,1,0,0,21,0,0.038237,0,3,1.01,0,2.02,0.026449,0.009791,24,3,clean
1,0,0,0.002712,0,0,6.64072,0,0,0,0,1,0,0,9.26387,0,0,2,22,0,1,0,0,0,3,0,0.003043,0,1,0,0,2.02,0.014048,0.009791,9,2,clean
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0.05395,0,0,17.9521,0,0,1,0,0,0,0,9.59106,0,0,5,66,1,2,0,0,0,78,0,0.004154,0,0,0,0,2.02,0,0.009791,23,13,clean
0,0,0,0.036021,0,0.01092,16.9568,0,0,0,0,0,0,2.02,9.58247,0,0,4,18,0,1,1,0,0,1,0,0.010899,1,0,0,0,0,0.011091,0,0,2,clean
3,0.005372,0,0.136877,0.001158,0,13.2689,0,0,0,0,0,0,0,9.43979,0,0,1,124,0,1,2,0,0,55,0,0.011443,1,0,1.01,0,2.02,0,0.009791,9,8,clean
8,0.04329,0,0.271539,0.032808,0.050943,27.1607,0,5.06,0,6,3,0.033536,6.11,9.97446,1.01,0.005646,19,1144,1,3,11,0.000845,2.02,2485,1.01,0.137555,32,4,5.1,0.006657,3.17,0.058963,0.009753,15,52,clean
