@relation 'KC1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.248n-0.247total_Op-0.246total_Opnd-0.246v-0.243lOCode... numeric
@attribute 0.674l-0.332uniq_Op+0.286t+0.286e+0.259locCodeAndComment... numeric
@attribute -0.766locCodeAndComment-0.525lOComment-0.144lOBlank+0.124e+0.124t... numeric
@attribute -0.563lOComment+0.532locCodeAndComment-0.409l-0.236lOBlank-0.189i... numeric
@attribute 0.522i-0.382lOComment-0.366ev(g)+0.281uniq_Opnd+0.247l... numeric
@attribute '-0.461l+0.38 t+0.38 e-0.363ev(g)-0.345uniq_Op...' numeric
@attribute 0.628lOBlank+0.359uniq_Op-0.345iv(g)+0.332d-0.238i... numeric
@attribute defects {false,true}

@data
0.463292,-0.807825,-0.116957,-0.401895,1.124732,-0.143496,-0.104939,false
-1.401117,-1.17386,0.36163,0.128557,0.802625,-0.323131,-0.443986,false
-2.581026,-1.304739,0.424046,-0.012413,1.146036,-0.100177,-0.023325,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
0.110683,-1.048932,0.060918,-0.090798,1.374129,0.007329,-0.333245,false
-2.156312,-1.454973,0.550606,0.510191,0.446472,-0.49328,0.41136,false
1.0268,-0.450263,-0.072002,-0.261075,0.667153,-0.02037,0.036748,false
-1.174206,-1.140087,0.310287,0.170365,0.456379,-0.291518,-0.203117,false
-0.201872,-0.985393,0.227447,0.239793,0.412279,-0.255454,-0.405996,false
1.913849,0.402062,0.048903,-0.187369,0.189987,0.001592,-0.10835,false
2.467117,1.718974,0.155497,-0.768438,0.348324,-0.516804,0.147734,false
2.467117,1.718974,0.155497,-0.768438,0.348324,-0.516804,0.147734,false
2.698331,3.792056,0.279687,-2.207605,1.357249,-1.996686,0.557641,false
2.698331,3.792056,0.279687,-2.207605,1.357249,-1.996686,0.557641,false
-4.008735,-1.928885,0.424623,-0.962911,4.249082,-0.596739,-1.825796,false
-0.043627,-0.992115,0.133994,-0.086058,1.254948,-0.16917,-0.569238,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
1.516633,-0.317578,0.051113,0.178951,0.138136,0.209096,-0.091807,false
-1.126989,-1.524287,0.070274,-0.446497,2.570983,-0.161839,-0.611812,false
0.601467,-0.673135,-0.126294,-0.484454,1.163162,-0.16662,-0.175895,false
-1.461888,-1.188579,0.320575,0.062207,0.758796,-0.315973,-0.284679,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
0.146634,-1.098678,0.171105,0.457068,0.065913,-0.117034,0.35143,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
-0.160683,-0.925568,0.300558,0.335424,0.435334,-0.113453,-0.352472,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
-0.512147,-1.009012,0.45016,0.794165,-0.678035,-0.187425,0.51146,false
-0.637189,-0.998287,0.521441,0.78558,-0.276371,-0.19335,0.052189,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
1.40239,-0.506366,0.057508,0.30131,0.051841,0.161612,0.05014,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
0.962013,-0.71466,0.053425,0.174657,0.489627,0.107239,-0.079597,false
1.063101,-0.444632,-0.062919,-0.24319,0.667609,-0.019127,0.058387,false
0.962013,-0.71466,0.053425,0.174657,0.489627,0.107239,-0.079597,false
1.063101,-0.444632,-0.062919,-0.24319,0.667609,-0.019127,0.058387,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
0.70557,-0.615029,-0.11205,-0.428223,1.039099,-0.127126,-0.122156,false
1.518435,-0.1087,-0.041098,-0.128964,0.177555,0.135638,0.156376,false
-0.485785,-1.007225,0.278921,0.41508,0.118623,-0.005303,0.13605,false
-6.216467,-1.354393,-0.141901,1.237924,1.207084,-0.695828,2.23783,false
2.284035,0.982798,-0.064181,-0.469362,-0.138796,-0.015429,0.003305,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
0.773298,-0.805899,0.133685,0.432503,-0.152759,-0.055111,0.248041,false
0.857666,-0.699811,0.011376,0.021169,0.620221,0.125563,-0.047199,false
1.063101,-0.444632,-0.062919,-0.24319,0.667609,-0.019127,0.058387,false
0.471681,-0.925492,0.046082,0.000138,1.02236,0.023647,-0.25602,false
1.044822,-0.572007,0.1656,0.454809,-0.213752,0.144949,-0.086948,false
1.749563,-0.090138,0.052977,0.114567,0.070048,0.116231,-0.031926,false
0.515621,-0.85528,0.112748,0.248699,0.227389,-0.078158,0.052987,false
-1.406134,-1.137693,0.585188,0.674215,-0.092494,-0.404027,0.040586,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
-0.119093,-1.139672,0.054401,-0.184826,1.63603,-0.038388,-0.417623,false
0.924972,-0.506167,-0.085979,-0.315907,0.786832,-0.057933,-0.015432,false
1.518435,-0.1087,-0.041098,-0.128964,0.177555,0.135638,0.156376,false
1.55595,-0.352528,0.023772,0.245577,-0.134157,0.23595,0.198287,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
0.110683,-1.048932,0.060918,-0.090798,1.374129,0.007329,-0.333245,false
1.0268,-0.450263,-0.072002,-0.261075,0.667153,-0.02037,0.036748,false
1.518435,-0.1087,-0.041098,-0.128964,0.177555,0.135638,0.156376,false
-1.9252,-1.049245,0.180174,0.148964,-0.567313,-0.446697,0.746052,false
0.008194,-1.099662,0.040437,-0.179077,1.545232,-0.06075,-0.413551,false
0.979422,-0.49772,-0.072355,-0.289079,0.787516,-0.056067,0.017026,false
0.51801,-0.908134,0.04607,0.019035,0.971184,0.034569,-0.229002,false
0.924972,-0.506167,-0.085979,-0.315907,0.786832,-0.057933,-0.015432,false
1.134704,-0.548172,-0.05113,0.00419,0.229418,0.05073,0.267731,false
0.815015,-0.433621,0.24528,0.418577,-0.319244,0.071732,-0.413575,false
1.132843,-0.567595,0.020038,0.118804,0.322368,0.172343,0.065968,false
0.909539,-0.736187,0.02647,0.175579,0.343167,0.174636,0.118408,false
1.208449,-0.546198,0.017501,0.170765,0.170227,0.212407,0.0986,false
1.631645,-0.149125,0.154772,0.4221,-0.501006,0.235101,-0.146293,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.024662,0.437207,0.074207,-0.130881,0.147841,0.01907,-0.056524,false
2.024662,0.437207,0.074207,-0.130881,0.147841,0.01907,-0.056524,false
2.10051,0.492374,0.080802,-0.088737,0.023567,0.060546,-0.017266,false
2.024662,0.437207,0.074207,-0.130881,0.147841,0.01907,-0.056524,false
1.37583,-0.41233,0.054658,0.140438,0.34052,0.180443,-0.127142,false
2.024662,0.437207,0.074207,-0.130881,0.147841,0.01907,-0.056524,false
1.320473,-0.43439,0.050134,0.114511,0.39514,0.166759,-0.160112,false
1.286693,-0.461704,0.059055,0.15624,0.360516,0.216373,-0.141998,false
1.286693,-0.461704,0.059055,0.15624,0.360516,0.216373,-0.141998,false
-2.560331,-1.163214,0.157611,0.13364,-0.926217,-0.219764,0.247645,false
0.174478,-0.960414,-0.125512,-0.162441,0.403051,-0.119663,0.049622,false
1.518186,-0.136024,0.145161,0.265022,-0.225217,0.018866,-0.14924,false
1.590115,0.009195,0.141711,0.175948,-0.17521,0.021276,-0.212689,false
1.518186,-0.136024,0.145161,0.265022,-0.225217,0.018866,-0.14924,false
1.590115,0.009195,0.141711,0.175948,-0.17521,0.021276,-0.212689,false
-5.850121,-1.650353,-0.578397,-1.303641,-1.409941,-0.64353,0.621735,false
1.518186,-0.136024,0.145161,0.265022,-0.225217,0.018866,-0.14924,false
2.285962,0.952556,0.103991,-0.312413,0.075052,-0.100366,0.026064,false
0.79634,-0.690252,0.201624,0.542255,-0.447437,-0.006538,0.159815,false
0.783285,-0.689169,0.316268,0.758052,-0.647083,-0.005179,0.030294,false
-1.807463,-1.0221,0.297496,0.303565,-0.854382,-0.324925,0.566173,false
1.850716,0.201316,0.053691,-0.081828,0.215918,0.093153,-0.149775,false
1.91299,0.513812,0.058501,-0.33775,0.448441,-0.088949,-0.20147,false
-1.889567,-1.278172,-0.008404,-0.018307,-0.152448,-0.01523,0.280475,false
1.822157,0.556655,-1.021012,0.804308,0.243263,-0.034566,-0.031608,false
1.806061,0.388965,-1.019271,0.964272,0.07227,0.035159,0.040031,false
1.931146,0.019392,0.068446,0.204743,-0.171903,0.191127,0.038915,false
1.806061,0.388965,-1.019271,0.964272,0.07227,0.035159,0.040031,false
1.653159,0.299719,-1.031724,0.888264,0.273993,-0.026159,-0.027587,false
1.806061,0.388965,-1.019271,0.964272,0.07227,0.035159,0.040031,false
1.806061,0.388965,-1.019271,0.964272,0.07227,0.035159,0.040031,false
2.060048,0.473818,0.074838,-0.110427,0.061975,0.047543,-0.044538,false
1.806061,0.388965,-1.019271,0.964272,0.07227,0.035159,0.040031,false
0.14204,-0.91725,0.288775,0.526748,-0.080164,-0.195641,-0.105216,false
-1.09898,-1.143091,0.185537,0.462948,-0.497576,-0.009959,0.19585,false
0.882851,-0.780286,0.096194,0.450678,-0.239141,0.104534,0.289779,false
2.252314,0.566064,0.096831,-0.015485,-0.142968,0.107161,0.044724,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
1.949296,0.022207,0.072987,0.213685,-0.171675,0.191749,0.049734,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
1.891126,-0.119586,0.075115,0.306678,-0.236561,0.190208,0.118506,false
1.967821,0.200356,0.06758,0.055753,-0.034752,0.131485,-0.018507,false
2.086629,0.822984,0.083876,-0.422257,0.374158,-0.196031,-0.083246,false
-6.202047,-1.73431,-1.828503,-2.291034,-1.916703,-0.265515,0.386344,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
2.102759,0.281726,0.080502,0.124383,-0.211827,0.188039,0.039457,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
1.824364,-0.150224,0.067452,0.297974,-0.194675,0.36506,-0.033377,false
1.824364,-0.150224,0.067452,0.297974,-0.194675,0.36506,-0.033377,false
1.824364,-0.150224,0.067452,0.297974,-0.194675,0.36506,-0.033377,false
1.824364,-0.150224,0.067452,0.297974,-0.194675,0.36506,-0.033377,false
1.352937,-0.470922,0.180909,0.575689,-0.491939,0.184802,0.011245,false
1.146353,-0.263731,-0.390401,-0.390903,-0.366172,0.122313,-0.378837,false
-1.277994,0.757221,-4.946818,4.752852,0.341703,-0.991293,0.872444,false
0.980312,-0.490537,-0.379149,-0.243306,-0.446146,0.194212,-0.315527,false
-1.732492,-1.200486,-0.354454,-0.446973,-0.721899,0.017963,1.10747,false
1.008656,0.497615,-2.218155,1.503327,0.37233,-0.297466,-0.282319,false
1.008656,0.497615,-2.218155,1.503327,0.37233,-0.297466,-0.282319,false
1.073315,0.63236,-2.223941,1.406746,0.442515,-0.304852,-0.355232,false
1.1984,0.262786,-1.136225,0.647216,0.198341,-0.148883,-0.356348,false
2.039586,0.507424,-0.26213,-0.436187,-0.307504,0.195562,-0.09085,false
2.152059,0.529623,0.085549,-0.061017,-0.057349,0.08772,0.003436,false
0.78142,-0.711492,0.139161,0.41969,-0.204445,0.118511,0.108666,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.285962,0.952556,0.103991,-0.312413,0.075052,-0.100366,0.026064,false
1.631645,-0.149125,0.154772,0.4221,-0.501006,0.235101,-0.146293,false
2.330382,0.959652,0.116714,-0.28949,0.076727,-0.099719,0.051119,false
1.44295,-0.254664,0.149355,0.363573,-0.311702,0.121719,-0.139038,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
-1.449176,-1.08443,-1.723973,-2.047621,-1.227571,0.378072,-0.525721,false
2.367436,-0.203491,-0.003223,0.585264,-0.668388,1.113759,-0.469057,false
-1.501901,-1.284746,0.002032,-0.085014,-0.173838,-0.205264,0.706811,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
-13.752162,0.623221,-5.02249,-2.330071,0.166116,1.910244,0.996855,false
2.251981,1.573536,0.123397,-0.896653,0.664147,-0.625204,0.021531,false
2.834956,3.88918,0.308384,-2.118138,1.171225,-1.920535,0.652303,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
-11.205824,1.723273,-4.898378,1.478764,-3.327147,-1.877127,-2.248214,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
-2.694514,-1.67875,-2.007755,-2.723957,-0.402601,0.396888,1.184074,false
-1.509495,-1.137321,-0.017391,-0.184131,0.031928,-0.125248,-0.039621,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.216014,0.560433,0.087748,-0.03337,-0.143424,0.105917,0.023085,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
-1.862617,-1.195317,-0.044161,-0.239264,0.297988,0.243293,0.410745,false
-2.796269,-1.030656,-1.249899,-1.657907,-1.530034,-0.043058,0.160668,false
0.063223,-0.784678,0.213053,0.444683,-0.431415,0.142301,0.493037,false
-0.843902,-1.059035,-0.109681,-0.211938,0.020956,-0.092466,-0.013661,false
-1.026213,-1.103192,-0.232847,-0.410988,-0.110531,-0.07099,0.464261,false
-1.026213,-1.103192,-0.232847,-0.410988,-0.110531,-0.07099,0.464261,false
2.322121,0.991082,0.105117,-0.29072,-0.013946,-0.069972,0.039629,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.367436,-0.203491,-0.003223,0.585264,-0.668388,1.113759,-0.469057,false
-2.172128,-1.154197,0.543356,0.29801,0.97944,-0.561273,-0.459238,false
0.360094,-1.115478,0.16629,0.54664,0.02838,-0.047295,0.568101,false
-5.162843,-1.375353,0.033731,-1.127032,1.09845,-0.088245,-0.445346,false
1.173381,-0.400773,0.09193,0.297114,-0.321105,0.171977,-0.039445,false
1.806256,-0.319591,0.08775,0.435455,-0.26223,0.286255,0.13902,false
-44.722609,14.969261,-3.03738,8.84908,9.144835,7.493128,-2.68378,false
0.252935,0.391744,-3.316442,2.483846,0.180018,-0.412583,0.200767,false
2.280395,-0.222491,-0.05246,0.504933,-0.713664,1.120893,-0.323986,false
2.080482,-0.491678,0.002459,0.681785,-0.671747,0.832782,-0.186055,false
0.148709,-0.998978,0.038451,0.14175,0.152002,-0.077145,0.417818,false
2.308332,-0.1846,-0.003763,0.53161,-0.569806,1.159075,-0.52313,false
2.580971,3.690591,0.257382,-2.289522,1.562537,-2.080624,0.469125,false
2.280395,-0.222491,-0.05246,0.504933,-0.713664,1.120893,-0.323986,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.411715,-0.145845,-0.006146,0.561049,-0.66555,1.172172,-0.530817,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
0.635355,-0.775964,0.154254,0.347516,0.095215,0.06024,0.095419,false
0.525281,-1.140066,0.249828,0.803819,-0.209259,-0.064686,0.630951,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.139059,0.287358,0.089584,0.142268,-0.211371,0.189283,0.061095,false
2.081792,0.527667,0.074691,-0.139656,0.084842,0.107169,-0.110783,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.334956,-0.209352,-0.017785,0.565111,-0.673263,1.116148,-0.482725,false
-0.594322,-1.12317,0.052694,0.04846,-0.056502,-0.156165,0.828322,false
-1.15732,-1.228378,0.170355,0.029067,0.569638,-0.157842,0.111939,false
2.367436,-0.203491,-0.003223,0.585264,-0.668388,1.113759,-0.469057,false
0.903364,-0.64543,-0.156758,-0.221969,0.630426,0.041567,-0.273111,false
-16.444358,3.218828,-2.786728,3.929595,1.65488,-0.162784,-0.367451,false
2.330382,0.959652,0.116714,-0.28949,0.076727,-0.099719,0.051119,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.306023,0.955257,0.105793,-0.304604,0.07307,-0.097927,0.040869,false
2.330382,0.959652,0.116714,-0.28949,0.076727,-0.099719,0.051119,false
-1.462863,-1.181599,0.37863,0.369296,0.408592,0.03501,0.354973,false
-3.281471,-1.096314,0.864036,0.761713,-0.171079,-0.723171,0.16003,false
0.813849,-0.726026,0.155504,0.481844,-0.273943,0.135713,0.201343,false
0.534026,-0.95611,0.23972,0.750383,-0.53832,0.086391,0.580216,false
-1.213556,-1.239477,-0.003484,-0.158519,0.44456,-0.103921,0.064795,false
1.173381,-0.400773,0.09193,0.297114,-0.321105,0.171977,-0.039445,false
-6.954055,-1.537399,0.120925,-1.365652,0.662417,-0.078225,2.067262,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
1.474947,-0.289897,0.123564,0.443915,-0.608824,0.302182,0.043055,false
0.833666,-0.320382,-0.872405,1.37438,-0.114494,-0.11676,0.121089,false
0.628976,-0.289734,0.301343,0.528662,-0.700466,-0.33388,-0.212002,false
-7.597225,-0.409822,-3.555001,0.29625,2.532187,0.037299,0.472283,false
-7.072782,-0.453938,-3.09797,0.897097,3.00979,-0.118262,0.625354,false
-13.803309,0.738805,-4.4668,-1.502821,-0.383618,-0.167885,-1.698295,false
-15.323708,2.05902,-7.595574,0.650744,0.313465,-0.660058,-1.656633,false
0.123763,-0.755798,-0.006815,-0.001074,0.062787,0.10884,-0.070908,false
1.042884,-0.303199,-0.018742,-0.538844,1.46463,-0.305563,-0.587467,false
1.476885,0.000625,0.02591,-0.252272,0.698467,0.071726,-0.421417,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.411715,-0.145845,-0.006146,0.561049,-0.66555,1.172172,-0.530817,false
1.387455,-0.378913,0.160354,0.450056,-0.352271,0.102595,-0.054575,false
-0.006997,-1.13931,0.216405,0.520737,-0.10885,-0.223251,0.572992,false
0.121902,-1.117011,0.207023,0.545361,-0.196628,-0.225963,0.579625,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
1.377215,-0.284447,0.033903,-0.03666,0.531164,0.105879,-0.249776,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.139059,0.287358,0.089584,0.142268,-0.211371,0.189283,0.061095,false
1.384485,-0.265447,0.140963,0.313813,-0.228893,0.087316,-0.168057,false
0.473505,-0.664606,-0.128102,0.060429,-0.589745,0.079669,-0.157933,false
1.312739,-0.390282,0.147611,0.392317,-0.273023,0.069678,-0.093581,false
-2.552053,-1.595699,-0.865085,-1.238748,-0.136113,0.102722,1.103753,false
1.191319,-0.559471,0.165271,0.449622,-0.178611,-0.057311,0.033901,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
1.101148,-0.614207,0.082535,0.272236,0.271623,0.255788,-0.063701,false
0.731368,-0.765663,0.163305,0.514667,-0.313412,0.078676,0.266439,false
-0.211273,-0.823108,0.329496,0.323953,0.140984,-0.299379,-0.573017,false
0.729264,0.639297,-3.219273,2.296664,1.328607,-0.254276,-0.304134,false
0.235313,-0.476564,-0.74748,1.473985,-0.14181,-0.210308,0.055431,false
2.306023,0.955257,0.105793,-0.304604,0.07307,-0.097927,0.040869,false
0.700725,-0.704243,0.133162,0.409679,-0.243137,0.118142,0.110365,false
0.36826,-0.800033,0.223753,0.47311,-0.106598,-0.004378,-0.099419,false
0.235313,-0.476564,-0.74748,1.473985,-0.14181,-0.210308,0.055431,false
0.358005,-0.869627,0.218083,0.522421,-0.224919,-0.032225,0.228571,false
1.191319,-0.559471,0.165271,0.449622,-0.178611,-0.057311,0.033901,false
1.191319,-0.559471,0.165271,0.449622,-0.178611,-0.057311,0.033901,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
1.416115,-0.014094,-0.015145,-0.318622,0.654638,0.078884,-0.26211,false
2.216014,0.560433,0.087748,-0.03337,-0.143424,0.105917,0.023085,false
2.540998,1.771662,0.161495,-0.727632,0.236069,-0.473457,0.192829,false
2.557237,1.774592,0.168776,-0.717556,0.238507,-0.474652,0.199663,false
2.149199,0.832896,0.101141,-0.390391,0.376061,-0.194762,-0.047371,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
1.316024,-0.486583,0.091321,0.425398,-0.392344,0.203558,0.224024,false
1.589995,0.03198,0.101191,0.159411,-0.351565,0.167368,-0.094402,false
2.359316,-0.204956,-0.006864,0.580226,-0.669607,1.114356,-0.472474,false
2.359316,-0.204956,-0.006864,0.580226,-0.669607,1.114356,-0.472474,false
2.359316,-0.204956,-0.006864,0.580226,-0.669607,1.114356,-0.472474,false
2.359316,-0.204956,-0.006864,0.580226,-0.669607,1.114356,-0.472474,false
2.298038,-0.166357,-0.057113,0.490516,-0.682614,1.180534,-0.578653,false
2.067501,-0.103893,0.014362,0.511316,-0.861752,1.066697,-0.782098,false
2.510923,3.593442,0.247581,-2.352481,1.802446,-2.164351,0.397003,false
2.403596,-0.14731,-0.009787,0.556011,-0.666769,1.172769,-0.534234,false
2.403596,-0.14731,-0.009787,0.556011,-0.666769,1.172769,-0.534234,false
2.403596,-0.14731,-0.009787,0.556011,-0.666769,1.172769,-0.534234,false
-8.981054,-0.363123,1.857121,0.14038,0.783084,-0.041594,-1.169015,false
-0.903677,-0.91793,0.284699,0.405905,-0.1921,-0.57117,-0.344912,false
-2.390679,-0.557094,0.629337,0.471674,-0.275418,-1.330316,-0.725989,false
2.298038,-0.166357,-0.057113,0.490516,-0.682614,1.180534,-0.578653,false
2.067501,-0.103893,0.014362,0.511316,-0.861752,1.066697,-0.782098,false
2.298038,-0.166357,-0.057113,0.490516,-0.682614,1.180534,-0.578653,false
2.067501,-0.103893,0.014362,0.511316,-0.861752,1.066697,-0.782098,false
-4.706371,-0.580619,0.996973,0.317849,0.693029,-1.682524,-1.17984,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
-2.893151,-0.778458,0.58159,0.355985,-0.462155,-1.061513,-0.619606,false
-11.582697,0.083998,0.699348,-1.193689,-1.750691,-1.005471,-1.500624,false
-2.942203,-0.878731,0.14752,-0.158001,-0.967054,-1.324031,-0.597222,false
-0.902968,-1.093595,0.03027,-0.10793,0.103186,-0.339041,-0.105982,false
-0.446374,-1.078021,0.01508,0.119011,0.158606,0.167925,0.306707,false
-13.751211,2.441006,-1.942714,1.668794,-2.013191,-2.168068,-3.019681,false
-5.827698,-0.499547,1.268487,0.468118,-0.209063,-1.269666,-1.038934,false
-3.544264,-1.244618,-0.164175,-0.917862,0.545994,-0.068734,-0.67744,false
2.450878,1.716044,0.148216,-0.778514,0.345886,-0.515609,0.1409,false
-8.882761,-1.47372,0.208934,-1.871799,1.900445,-0.567206,-0.538984,false
-2.720478,-1.941353,0.112454,-1.032153,3.974447,-0.545469,-1.281974,false
2.540998,1.771662,0.161495,-0.727632,0.236069,-0.473457,0.192829,false
2.557237,1.774592,0.168776,-0.717556,0.238507,-0.474652,0.199663,false
