@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,5-6,10,12-14'

@attribute ns numeric
@attribute entropy numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute npt numeric
@attribute bug {1,0}

@data
1,0.813281,72.357143,0,2,0.5,1
1,0,44,0,2,1,0
1,0,149,0,2,1,0
1,0,6,0,1,1,0
1,0.51186,74,1,8,0.666667,0
1,0.998533,43.375,1,2,0.125,0
1,0.889967,42.333333,0,1,0.333333,0
1,0,32,0,1,0.333333,0
1,0,76,0,1,1,0
1,0,72,0,1,1,0
1,0,69,0,1,1,0
1,0.599192,65,0,2,0.5,0
1,0,38,0,1,1,0
1,0.428811,90.5,0,2,0.5,0
1,0,40.5,0,1,0.5,1
1,0,23,0,1,0.5,0
1,0,26,0,1,1,0
1,0,20,0,1,0.5,0
1,0,4,1,1,1,0
1,0.629249,76.5,0,4,1,0
1,0,46,0,3,1,0
1,0,55.333333,0,1,0.333333,1
1,0.785522,43.25,0,8,0.5,0
1,0.929943,71,0,1,0.5,1
1,0,39,0,1,1,1
1,0,16,1,1,1,0
1,0.082837,65,0,5,1,0
1,0,81,0,4,1,0
1,0,92,1,4,1,0
1,0,71,0,4,1,0
1,0,54,1,4,1,1
1,0.299104,56.333333,0,5,1,1
1,0.643936,59,0,4,1,0
1,0,42,1,4,1,0
1,0,86,0,4,1,0
1,0.991076,31.5,0,2,1,0
1,0,33,0,2,1,0
1,0.754691,36,0,2,1,0
1,0,62,0,2,1,0
1,0,116,1,1,1,0
1,0,62.5,0,1,0.5,1
1,0,16,0,1,1,0
1,0,41,0,1,1,0
1,0,0,0,1,1,0
1,0,190,0,2,1,0
1,0,186,1,2,1,0
1,0.602009,271,0,2,1,0
1,0,190,0,2,1,0
1,0,186,1,2,1,0
1,0,0,0,2,1,0
1,0,34,1,2,1,0
1,0,160,0,4,1,0
1,0,165,1,3,1,1
1,0,159,0,3,1,0
1,0,208,0,3,1,0
1,0,208,0,3,1,0
1,0,207,1,3,1,0
1,0.483911,121.5,1,4,1,0
1,0,183,0,3,1,1
1,0.99403,188.5,1,3,0.5,0
1,0.932026,189.5,0,3,1,1
1,0,133,0,3,1,0
1,0,128,1,3,1,0
1,0,128,1,3,1,1
1,0,122,0,3,1,0
1,0,121,0,3,1,0
1,0,72,0,3,1,0
1,0,75,1,3,1,0
1,0,74,1,3,1,0
1,0,73,0,3,1,1
1,0,298,1,2,1,0
1,0,307,1,1,1,1
1,0.420486,121.5,1,4,1,0
1,0,13,1,1,1,0
1,0.874618,62.666667,0,2,1,0
1,0,15,0,3,1,0
1,0,15,1,3,1,0
1,0,14,1,3,1,0
1,0,130,1,1,1,0
1,0,71,1,1,0.5,1
1,0,23,0,1,1,0
1,0,29,0,3,1,0
1,0.771052,26.333333,1,2,0.666667,0
1,0,32,0,2,1,0
1,0,24,1,1,1,0
1,0,56,0,1,1,0
1,0,25,1,3,1,1
1,0,0,0,1,1,0
1,0,96,0,1,1,0
1,0.043852,70.375,0,6,0.875,0
1,0,61,1,2,1,1
1,0,58,1,2,1,1
1,0,20,1,2,1,0
1,0,20,0,1,1,1
1,0.918296,13,1,2,1,0
1,0,18,1,1,1,1
1,0,223,1,5,1,0
1,0,218,0,5,1,0
1,0.43947,140.333333,0,4,1,0
1,0.828871,157.75,1,3,1,1
1,0.99403,582.5,0,2,1,0
1,0,184,0,7,1,0
1,0,152,1,6,1,0
1,0,159,0,3,1,1
1,0,158,0,3,1,0
1,0,159,1,3,1,0
1,0.99403,82,0,3,1,1
1,0,153,0,2,1,1
1,0,161,1,4,1,0
1,0,0,1,3,1,0
1,0.69897,30.4,0,7,0.4,0
1,0.785533,36,1,6,0.764706,1
1,0.935785,56.875,0,3,0.75,0
1,1,85.5,1,3,0.5,1
1,0.38206,89.75,1,7,0.625,1
1,0.590096,78.285714,0,5,0.142857,0
1,0.691848,118.5,0,6,0.666667,0
1,0,56,0,1,1,0
1,0,33,0,1,1,0
1,0,14,1,1,1,0
1,0.918556,53,1,2,1,1
1,0,48,0,1,0.333333,1
1,0,48,0,1,0.25,1
1,0,15.333333,0,1,0.333333,1
1,0.497244,26.333333,1,3,0.666667,1
1,0.408828,55.8,0,3,1,0
1,0,9,0,1,1,0
1,0,0,0,1,1,0
1,0,69,1,3,1,0
1,0.360275,74,0,2,1,0
1,0,43,1,1,1,0
1,0,30,0,1,1,0
1,0,41,1,1,1,0
1,0,27,1,1,1,1
1,0,15.666667,1,1,0.333333,1
1,0,30,1,1,1,0
1,0,95,0,1,1,0
1,0,52,0,1,1,0
1,0,0,0,2,1,0
1,0,39,0,1,1,0
1,0,33,0,1,1,0
1,0,97,0,3,1,0
1,0,18,1,2,1,0
1,0,56.193548,0,1,0.032258,1
1,0.783497,51,0,3,0.25,0
1,0,125,0,1,1,0
1,0,39,1,1,1,0
1,0,195,1,2,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0.705035,37,0,1,1,0
1,0.547972,119,0,2,0.75,0
1,0,86.125,0,1,0.125,1
1,0,114.333333,0,1,0.333333,1
1,0,132.555556,0,1,0.111111,1
1,0,112.5,0,1,0.25,1
1,0,250,0,1,1,0
1,0,248,1,1,1,0
1,0,101.3,0,1,0.1,1
1,0,74,0,1,1,1
1,0.092489,4.733333,0,1,0.111111,1
1,0,72.714286,0,1,0.071429,1
1,0,63.590909,0,1,0.045455,1
1,0,12.46875,0,1,0.03125,1
1,0,185,0,1,1,0
1,0,91,0,1,1,0
1,0,81.666667,1,1,0.333333,0
1,0.497816,133,0,2,1,1
1,0,32,0,1,1,0
1,0,90,0,1,1,0
1,0.139233,28,0,1,0.5,0
1,0,6.37931,0,1,0.206897,1
1,0.558857,86.545455,1,1,0.636364,1
1,0,68.896552,0,1,0.034483,1
1,0.991892,76,0,1,0.333333,1
1,0,10,1,1,1,0
1,0,67,0,1,1,0
1,0.949196,112.25,0,1,1,0
1,0,13,0,1,1,0
1,0,74.727273,0,1,0.090909,1
1,0,47,0,1,0.333333,1
1,0,97.142857,0,1,0.142857,1
1,0.904589,88,0,1,0.666667,0
1,0,19,0,1,0.25,1
1,0,43.25,0,1,0.083333,1
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,48,1,1,1,0
1,0,56.25,0,1,0.0625,1
1,0.634409,61.649123,0,4,0.175439,1
1,0.970951,73,1,2,1,0
1,0,16,0,2,1,0
1,0,56.26087,0,1,0.043478,1
1,0,17,0,2,1,0
1,0.926388,19.75,0,2,0.5,0
1,0,40,0,2,1,0
1,0.643825,93.666667,0,3,0.666667,1
1,0,60,0,1,0.2,1
1,0,130,1,2,1,0
1,0,23,0,1,1,0
1,0,21,0,1,1,0
1,0,5,0,1,1,0
1,0,6.8,0,1,0.2,0
1,0,16.909091,0,1,0.090909,1
1,0,4,0,1,1,0
1,0,6,0,1,1,0
1,0,27,0,1,1,0
1,0,49,0,2,1,0
1,0,6.5,0,1,0.5,0
1,0,9,0,1,1,0
1,0.222945,73.666667,0,7,0.666667,0
1,0,4,0,1,1,0
1,0.31265,7.666667,0,9,0.666667,0
1,0.771397,64.695652,0,11,0.565217,1
1,0.380492,48.833333,0,7,1,0
1,0,6.4,0,1,0.2,0
1,0.854381,97.818182,0,13,0.636364,0
1,0.970951,81.5,1,7,1,0
1,0,16,0,1,1,0
1,0,15,0,1,1,1
1,0,16,0,1,0.5,0
1,0,5,0,1,1,0
1,0,6,0,1,1,0
1,0,12.333333,0,1,0.333333,0
1,0.722261,69.777778,0,5,1,0
1,0,38.444444,0,1,0.111111,1
1,0,37,0,1,0.5,0
1,0,17,0,1,1,0
1,0,118.25,0,1,0.25,1
1,0,17,0,1,1,0
1,0,23,0,2,1,1
1,0.279824,89.333333,1,4,1,0
1,0.538383,144.5,1,4,1,1
1,0,22,1,1,1,1
1,0,0,0,3,0.5,0
1,0,70,0,2,1,0
1,1,171,1,1,1,0
1,0.62905,38.8,1,3,1,1
1,0,18,0,1,1,0
1,0.715317,110.285714,0,8,0.642857,0
1,0,62,0,1,1,0
1,0.956457,60.5,0,4,1,1
1,0.687957,108.363636,1,5,0.636364,1
1,0.666489,93.125,0,3,0.875,1
1,0,183,1,3,1,0
1,0.399922,17.271429,0,10,0.428571,1
1,0.785475,75.25,0,5,1,0
1,0,146.666667,0,1,0.333333,0
1,0.799668,151.333333,0,4,0.666667,0
1,0,283,1,2,1,0
1,0,272,0,2,1,1
1,0,271,1,2,1,0
1,0.520921,124.6,0,6,0.6,1
1,0,269,1,2,1,0
1,0.479235,148.5,1,6,1,1
1,0.041721,134,0,1,1,1
1,0,140,1,4,1,1
1,0,106,1,3,1,0
1,0,117.3125,0,1,0.0625,1
1,0,111,0,3,1,0
1,0.843518,106.615385,0,6,0.769231,1
1,0.950403,75.5,0,5,1,0
1,0,106,0,3,1,0
1,0.249882,102.5,0,4,1,1
1,0,104,0,3,1,0
1,0,0,0,1,1,0
1,0.114111,43,0,3,1,0
1,0,0,0,1,1,0
1,0.978449,119.5,0,3,1,1
1,0.693795,83.617886,1,12,0.536585,1
1,0.650022,104.5,1,3,1,0
1,0,44,1,1,1,1
1,0,42,0,1,1,1
1,0,22,0,1,0.333333,1
2,0.375539,73.75,0,2,1,1
1,0.48619,95,0,6,0.4,0
1,0.878609,62.688073,1,7,0.238532,1
1,0,89,0,1,1,0
1,0.987503,42.136364,0,3,0.295455,0
1,0.974568,43.333333,1,3,1,0
1,0,130,0,1,0.333333,1
1,0.619382,46,1,5,1,0
1,0,19,0,1,0.5,1
1,0.842089,49.666667,0,5,0.333333,0
1,0.882766,140.25,0,1,0.5,0
1,0.844044,132,0,1,0.666667,0
1,0.946938,97.166667,0,5,1,0
1,0,17,1,1,1,0
1,0,21,0,1,1,0
1,0,7,0,1,1,0
1,0.820878,6,0,3,1,0
1,0,29,0,1,1,0
1,0,7.666667,0,1,0.166667,0
1,0.65304,57.857143,0,8,0.571429,0
1,0,17,0,1,1,1
1,0.759874,46,1,5,1,0
1,0,53,1,2,1,1
1,0,56,0,2,1,0
1,0,48,0,2,1,0
1,0,46,0,1,1,0
1,0.484548,146.666667,0,2,1,0
1,0,0,0,1,1,0
1,0,123,1,1,1,0
1,0,97.714286,0,1,0.142857,1
1,0,81,1,3,1,0
1,0,102,0,3,1,0
1,0,95,0,3,1,0
1,0,95,0,3,1,0
1,0,93,0,3,1,0
1,0,69,0,3,1,0
1,0.650022,141,1,2,1,0
1,0.709562,119.857143,0,1,0.571429,0
1,0,70,0,3,1,0
1,0,37.75,0,1,0.25,1
1,0.603561,145.666667,0,1,1,0
1,0,0,0,1,1,0
1,0.968427,74.571429,0,2,0.571429,0
1,0,13.5,0,1,0.5,0
1,0,28.142857,0,1,0.142857,1
1,0,0,0,1,1,0
1,0.918296,32,0,1,0.5,0
1,0,0,0,1,1,0
1,0.728063,68,0,6,0.625,1
1,0,23,0,1,1,0
1,0.957349,43.1,1,5,0.4,1
1,0,32,1,1,1,0
1,0,0,0,1,1,0
1,0,22,1,1,1,1
1,0,27.5,1,1,0.5,1
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0.173283,158.571429,1,8,0.857143,1
1,0,28,0,2,1,0
1,0,38,1,2,1,0
1,0.918296,38,0,2,1,1
1,0.800757,110.9,0,2,0.25,1
1,0,0,0,1,1,0
1,0,55,1,3,1,0
1,0,54,1,3,1,0
1,0,70,1,2,1,0
1,0,0,0,1,1,0
1,0,68,1,2,1,0
1,0,28,1,3,1,0
1,0,0,0,1,1,0
1,0,13,0,1,1,0
1,0,9,0,1,1,1
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,13,0,1,1,0
1,0,31,0,2,1,0
1,0,0,0,1,1,0
1,0.657782,94.313725,0,12,0.411765,1
1,0,183,1,3,1,0
1,0,183,0,3,1,0
1,0.985228,242.5,1,3,0.5,0
1,0,145,1,2,1,0
1,0,143,0,1,1,0
1,0,143,0,1,1,0
1,0.815224,115.068966,0,9,0.137931,1
1,0.967295,76.5,0,3,1,0
1,0.685379,142,0,3,0.666667,0
1,0,244,0,3,1,0
1,0,240,1,2,1,0
1,0,240,1,2,1,1
1,0,234,0,2,1,0
1,0.373306,228,0,10,0.875,1
1,0,206,1,2,1,0
1,0,205,1,2,1,1
1,0,204,0,2,1,0
1,0.770355,63.5,0,1,1,0
1,0,329,1,2,1,0
1,0.654422,173.222222,0,12,0.666667,0
1,0,314,0,2,1,0
1,0.523404,246.25,0,10,0.75,1
1,0.830649,251,0,10,1,0
1,0.480723,362.5,1,6,1,0
1,0,324,0,1,1,1
1,0,111.5,0,1,0.5,1
1,0,26.333333,0,1,0.333333,0
1,0.77408,198,0,5,1,1
1,0.875012,158.333333,1,6,1,1
1,0,252,0,5,1,0
1,0,261,0,5,1,0
1,0,130,0,4,1,0
1,0,138,1,4,1,0
1,0.885284,170.714286,0,7,1,0
1,0.974229,152.5,1,5,0.75,1
1,0,187,0,4,1,0
1,0,187,0,4,1,0
1,0,182,0,3,1,0
1,0,127.416667,0,1,0.083333,1
1,0.748076,181.666667,0,2,0.833333,0
1,0.773464,129.333333,0,2,1,0
1,0,25,1,1,1,0
1,0,24,0,1,1,1
1,0,24,1,1,1,0
1,0,10,1,1,1,0
2,0.596728,109.608696,0,12,0.304348,1
1,0,63,0,3,1,0
1,0,65,0,3,1,0
1,0,60,1,1,1,0
1,0,2,0,1,1,0
1,0,6,1,1,1,0
1,0,0,0,1,0.25,0
1,0,231,0,3,1,0
1,0.923927,150,1,3,1,0
1,0,28.75,0,1,0.25,1
1,0.677187,59.683333,1,11,0.416667,1
1,0,201,0,5,1,0
1,0.788208,112.272727,1,7,0.454545,0
1,0.893845,174.166667,0,7,0.833333,1
1,0.619286,85.8,0,6,0.6,1
1,0,175,1,2,1,0
1,0.67099,215.25,1,6,0.75,0
1,0,139,0,2,1,0
1,0.843492,106.857143,1,3,0.857143,1
1,0,139,1,2,1,0
1,0,116,0,1,1,0
1,0.811278,171,1,2,1,0
1,0.817903,145.444444,0,7,0.888889,0
1,0,0,0,1,1,0
1,0.999884,219.5,1,1,1,0
1,0.029833,712,0,1,1,0
1,0,288,1,2,1,0
1,0.591673,254,0,2,1,0
1,0,283,0,2,1,0
1,0.102277,140.666667,1,2,0.666667,1
1,0,197,1,1,1,0
1,0,96,0,1,0.5,1
1,0.775829,102.928571,0,7,0.714286,1
1,0,34,0,1,1,0
1,0,280,1,2,1,0
1,0,270,1,2,1,0
1,0,270,1,2,1,0
1,0,207,0,1,0.5,1
1,0.764205,70.5,1,1,1,0
1,0.488666,137,1,2,0.666667,0
1,0,83.75,0,1,0.25,1
1,0.669338,118,0,6,0.4,1
1,0.869181,90.333333,1,5,0.333333,0
1,0,141,0,2,1,0
1,0.811043,72.634831,0,9,0.247191,1
1,0.852792,221.666667,0,2,0.666667,1
1,0,4,0,3,1,0
1,0,3,1,1,1,0
1,0.473804,141.705882,0,2,0.529412,1
1,0,52,0,1,0.5,1
1,0,34,1,5,1,0
1,0.936948,61.480769,0,10,0.326923,0
1,0,32,0,5,1,0
1,0.463777,40,1,5,1,1
1,0.793146,50.933333,0,8,0.8,1
1,0,31,1,4,1,0
1,0,29,0,3,1,0
1,0,35,1,2,1,0
1,0,34,0,4,1,0
1,0,34,0,4,1,1
2,0.741139,83.979592,0,11,0.336735,1
1,0.365179,104.666667,0,5,1,0
1,0,41,1,4,1,0
1,0,35,1,4,1,0
1,0.923659,148.25,0,8,1,1
1,0.015278,188.5,1,8,1,1
1,0.63431,64,0,4,1,0
1,0,57,0,3,1,0
1,0,56,0,2,1,0
1,0,55,0,2,1,0
1,0,54,1,2,1,0
1,0,50,0,1,1,0
1,0,50,1,1,1,0
1,0,45,0,1,1,1
1,0.571461,64.75,0,4,0.75,1
1,0,48,1,1,1,0
1,0,93,0,6,1,0
1,0.880229,97.2,0,6,0.7,0
1,1,61.5,0,4,1,0
1,0,70,1,3,1,0
1,0,70,1,6,1,0
1,0.074527,39,1,7,0.5,1
1,0,66,0,5,1,0
1,0,70,0,1,1,0
1,0,79,1,5,1,0
2,0.720162,67.071429,0,6,0.285714,0
1,0.84883,42.066667,0,6,0.333333,0
1,0.775145,101,0,5,1,1
1,0,83,0,1,1,1
1,0,44,0,1,1,0
1,0.937904,32.625,0,2,0.625,0
1,0,18,0,1,1,0
1,0,30,1,2,1,1
1,0,0,0,1,1,0
1,0,32,0,1,1,0
1,0.963651,187,0,4,1,1
1,0,96,0,4,1,0
1,0,56,1,4,1,1
1,0.722652,176.75,0,4,1,1
1,0.965665,41.4,1,1,0.4,1
1,0,30,1,3,1,0
1,0,26,0,1,1,0
1,0,30,1,7,1,0
1,0.553894,93,1,9,1,1
1,0,51,0,5,1,0
1,0.676702,100,1,4,0.75,1
1,0,50,1,2,1,0
1,0.805465,40,0,2,1,0
1,0,245,0,6,1,0
1,0,245,1,6,1,0
1,0.582782,63.8125,0,9,0.375,0
1,0.420668,44.769231,0,8,0.615385,0
1,0,268,1,4,1,0
1,0,264,1,4,1,0
1,0,241,0,4,1,0
1,0,241,1,4,1,0
1,0,221,1,4,1,1
1,0.303727,171.375,0,3,0.875,1
1,0,230,0,3,1,1
1,0,224,0,3,1,0
1,0.223813,183.5,0,3,0.5,0
1,0,210,0,3,1,0
1,0,204,0,3,1,0
1,0,167,0,3,1,0
1,0.974541,368.75,0,3,0.75,0
1,0.132065,97.5,0,3,1,0
1,0,63.083333,0,1,0.083333,1
1,0,129,0,1,1,0
1,0.996429,23.666667,0,5,0.666667,1
1,0.348644,38.333333,1,3,1,1
1,0,246,0,1,1,0
1,0,323,1,6,1,0
1,0,323,1,6,1,0
1,0,324,0,6,1,0
1,0,191.5,0,1,0.5,1
1,0.903214,218.333333,1,7,0.666667,0
1,0,91,0,4,1,0
1,0,72,1,4,1,0
1,0,58.5,0,1,0.5,0
1,0,19,0,2,1,0
1,0.90519,76.972973,0,7,0.459459,1
1,0,21,0,1,1,0
1,0.715588,61.846154,0,9,0.153846,1
1,0,120,1,1,1,0
1,0.767458,68.333333,1,4,1,1
1,0,227,0,2,1,0
1,0.75698,135.8,1,5,0.8,1
1,0,78.666667,1,1,0.333333,0
1,0,8,0,1,1,0
1,0.365404,130.6,1,9,1,0
1,0.565533,238.6,0,9,0.9,1
1,0.237495,167.222222,0,8,1,1
1,0,164,0,3,1,0
1,0.242292,174,1,3,0.5,0
1,0,158,1,3,1,0
1,0,116,1,2,1,1
1,0,108,0,2,1,0
1,0,158,1,3,1,0
1,0,160,0,3,1,0
1,0,153,0,3,1,0
1,0,152,1,3,1,0
1,0,152,0,3,1,0
1,0,179,1,1,1,0
1,0,167,1,1,1,0
1,0.295903,93,0,6,0.666667,1
1,0,241,1,3,1,0
1,0.989822,299,0,6,0.5,1
1,0.721928,307,1,6,1,0
1,0.475301,156.333333,0,3,1,0
1,0.656546,219.666667,0,6,0.666667,0
1,0.811278,197.5,0,2,0.5,1
1,0,200,1,2,1,0
1,0.608261,113.75,1,3,1,0
1,0,188,1,2,1,0
1,0,183,0,2,1,0
1,0.419569,97.333333,1,3,0.666667,1
1,0.811278,172,1,2,1,0
1,0,84,1,1,1,0
1,0.858321,132.125,1,9,0.75,0
1,0.717816,89.3,0,10,0.55,0
1,0.084996,69,0,3,1,0
1,0,80,1,1,1,0
1,0,73,1,1,1,0
1,0.178221,67.2,0,5,0.6,0
1,0.922585,184.5,1,6,1,1
1,0,208,1,5,1,0
1,0.961237,160.5,0,5,1,0
1,0,210,1,5,1,0
1,0.899368,67.318182,0,5,0.909091,0
1,0,137,0,3,1,0
1,1,108.5,0,2,1,1
1,0.565252,89.133333,0,10,0.466667,1
1,0.561322,67.333333,0,4,1,1
1,0,62,1,2,1,0
1,0,64.333333,0,1,0.333333,1
1,0,59,1,3,1,0
1,0.811278,328.5,0,5,1,0
1,0.817345,328,0,6,0.666667,1
1,0,62,1,2,1,1
1,0.648018,194.111111,1,5,0.555556,1
1,0,142,0,2,1,0
1,0,142,0,1,1,0
1,0,13,0,1,0.5,0
1,0,60.333333,0,1,0.333333,0
1,0.728202,238,0,10,1,1
1,0,32,0,1,0.5,0
1,0,12,0,1,1,0
1,0,51,1,2,1,0
1,0,29,0,1,1,0
1,0,562,1,10,1,0
1,0,562,0,10,1,0
1,0,550,1,10,1,0
1,0,555,1,10,1,0
1,0.914676,415.75,1,10,1,1
1,0,549,0,10,1,0
1,0,547,0,10,1,0
1,0,539,1,10,1,0
1,0,534,1,10,1,0
1,0,535,0,10,1,1
1,0.57938,232.666667,0,10,1,0
1,0.954434,286.5,0,10,1,0
1,0,508,1,10,1,0
1,0,508,1,10,1,1
1,0,503,1,10,1,0
1,0,505,0,10,1,0
1,0,505,1,10,1,0
1,0.56651,648,0,10,1,0
1,0.764205,347,1,10,1,0
1,0.982141,196,1,10,0.666667,1
1,0.258019,266.5,1,10,1,1
1,0.525451,640.5,1,10,1,1
1,0,485,1,10,1,0
1,0.303924,648,1,10,1,1
1,0,469,1,10,1,1
1,0.996317,635.5,0,10,1,1
1,0,466,1,10,1,0
1,0,466,1,10,1,1
1,0,466,1,10,1,0
1,0,468,0,10,1,0
1,0,469,0,10,1,0
1,0,468,1,10,1,0
1,0,468,0,10,1,0
1,0,468,0,10,1,0
1,0,469,1,10,1,0
1,0,469,0,10,1,1
1,0,456,0,10,1,1
1,0,446,1,10,1,0
1,0.834853,190.076923,0,9,0.538462,1
1,0.549137,390.666667,1,9,0.666667,0
1,0,392,1,9,1,1
1,0,390,1,9,1,0
1,0,308,1,9,1,0
1,0.654254,372.333333,1,9,0.666667,0
1,0,263,1,8,1,0
1,0,263,1,8,1,1
1,0.598836,217.5,0,7,0.5,0
1,0.923842,202,1,7,0.5,0
1,0.600225,104.217391,0,8,0.652174,1
1,0,371,1,6,1,0
1,0.806076,159.642857,0,6,0.642857,1
1,0,366,1,6,1,0
1,0,343,1,6,1,0
1,0.708836,201,1,6,0.5,0
1,0,336,0,6,1,0
1,0,332,0,6,1,0
1,0,331,1,6,1,1
1,0,329,1,6,1,0
1,0.782714,166.307692,0,5,0.846154,1
1,0,299,1,5,1,0
1,0.530658,114.454545,1,5,0.727273,0
1,0.832463,143.5,0,5,0.5,1
1,0,112.666667,0,5,0.666667,0
1,0.749708,137.268293,0,7,0.487805,0
1,0.73409,185.2,0,5,0.7,0
1,0.769193,481.5,0,3,1,1
1,0,305,1,3,1,0
1,0,304,0,3,1,0
1,0.795618,361.4,0,2,0.8,0
1,0.790845,393.666667,1,1,0.333333,1
1,0.571849,125.238095,0,2,0.428571,1
1,0.081994,271.666667,0,1,1,1
1,0,307,0,1,1,0
1,0.837497,111.058824,0,1,0.529412,0
1,0,181.6,0,1,0.2,1
1,0.908178,330,1,2,0.5,0
1,0,209,1,5,1,0
1,0.757516,226.857143,0,10,1,0
1,0.738285,505.5,0,6,1,0
1,0.97887,98.5,1,5,1,0
1,0,171,1,5,1,0
1,0.513197,300,1,6,1,0
1,0,387,1,3,1,0
1,0.379027,381.5,0,6,1,0
1,0,381,1,3,1,0
1,0.957027,271,0,4,1,0
1,0.315997,477.5,0,5,1,0
1,0,372,0,3,1,1
1,0.863121,332.5,0,5,1,0
1,0.594473,153,0,3,1,1
1,0.860046,183.181818,1,4,0.818182,0
1,0.563856,334,0,3,1,0
1,0,370,1,2,1,0
1,0.662549,218.875,1,2,0.75,1
1,0.475928,361.666667,1,2,0.333333,1
1,0.700554,140.875,1,2,0.5,1
1,0,367,1,2,1,1
1,0.367331,181.363636,0,3,0.818182,1
1,0.788459,185.857143,0,2,0.642857,0
1,0,4,0,1,1,0
1,0,15,0,1,1,0
1,0,74,0,3,1,0
1,0,68,0,3,1,0
1,0,68,0,1,1,0
2,0.785533,42.428571,0,5,0.285714,0
1,0,71,1,2,1,0
1,0,71,1,2,1,1
1,0.707753,48.909091,0,3,0.272727,1
1,0,36,1,3,1,0
1,0.203074,32,0,3,1,1
1,0.774369,78.333333,1,4,0.833333,0
1,0,34,0,2,1,0
1,0,36,0,1,1,0
1,0.85631,87.916667,0,3,0.333333,1
1,0.991976,89.333333,1,3,0.666667,0
1,0,53.6,0,1,0.2,1
1,0.708836,31.5,1,1,1,0
1,0.817486,136.8,0,7,0.7,1
1,0.304537,213.8,1,5,0.8,1
1,0.692213,109.5,1,3,0.6,1
1,0,173,1,3,1,0
1,0,150,0,3,1,0
1,0.512709,187,1,2,1,0
1,0.706158,194,0,2,0.666667,1
1,0.853488,233.333333,0,3,1,0
1,0.558629,45.5,0,4,1,0
1,0,73,1,3,1,0
1,0,105,1,2,1,0
1,0,111,1,2,1,0
1,0,105,1,2,1,0
1,0,24,1,2,1,0
1,0,24,1,1,1,1
1,0.471162,124.571429,0,10,0.785714,1
1,0,39,1,5,1,0
1,0.59079,95.166667,0,5,0.833333,0
1,0.743503,133.833333,0,3,0.833333,0
1,0,124,0,1,0.5,0
1,0,34,1,1,1,0
1,0,0,0,3,1,0
1,0.113525,103.5,0,5,1,0
1,0.840974,91,0,6,0.333333,0
1,0.944949,157.25,0,4,1,0
1,0,233,0,3,1,0
1,0.985228,253.5,0,2,1,0
1,0,177,0,4,1,0
2,0.655912,90.428571,1,5,0.428571,1
1,0,166,1,4,1,0
1,0.585862,125,0,8,0.857143,1
1,0,22,1,2,1,0
1,0.825844,134.142857,1,7,0.428571,1
1,0,40,0,1,1,0
1,0.63278,212.25,0,5,1,0
1,0.965342,166,0,6,0.666667,0
1,0,294,0,3,1,0
1,0.30103,44.5,0,2,0.5,1
1,0.543564,153,0,3,1,0
1,0,97,0,1,0.25,0
1,0.272171,120.2,0,5,1,0
1,0,94.5,0,1,0.166667,1
1,0,209,1,3,1,0
1,0.7517,134.545455,0,3,0.909091,1
1,0,208,0,2,1,0
1,0.993633,55,0,4,0.25,0
1,0.828956,238.25,0,10,0.75,0
1,0.61283,47.6,0,6,0.6,0
1,0.070904,239,0,9,1,1
1,0.173677,232,0,9,0.625,1
1,0.680171,66.666667,0,4,0.666667,0
1,0.942054,143.75,1,7,0.75,0
1,0,170,1,3,1,0
1,0,173,1,2,1,0
1,0,27,0,1,1,0
1,0,32,0,2,1,0
1,0,582,1,6,1,0
1,0,575,0,6,1,0
1,0,564,0,6,1,1
1,0,489,0,6,1,0
1,0.435432,165.75,1,6,1,0
1,0,479,0,6,1,0
1,0,479,1,6,1,0
1,0,478,0,6,1,0
1,0,472,0,6,1,0
1,0,471,1,6,1,0
1,0,470,1,6,1,0
1,0.902393,296,0,6,1,1
1,0,441,0,6,1,1
1,0,421,0,6,1,1
1,0,372,1,6,1,0
1,0,385,1,6,1,1
1,0,378,1,6,1,0
1,0.092722,199,1,6,1,0
1,0,334,0,5,1,0
1,0,347,0,5,1,0
1,0,333,1,4,1,0
1,0.543564,351,1,6,1,0
1,0,333,0,4,1,0
1,0,332,1,4,1,1
1,0,333,1,3,1,1
1,0,325,0,3,1,0
1,0.965636,150.5,1,2,1,1
1,0,245,1,2,1,0
1,0.768722,219.545455,0,3,0.727273,0
1,0.608236,167.538462,1,3,0.846154,0
1,0,202,0,2,1,0
1,0,333,1,3,1,0
1,0.391244,276,1,6,1,0
1,0.376053,165.666667,0,3,1,1
1,0.502956,132.875,0,2,0.625,1
1,0,45,1,3,1,0
1,0.949465,230,1,11,1,0
1,0.768847,51,1,4,0.666667,0
1,0.706962,109.5,1,7,1,0
1,0.829532,48.431818,0,8,0.409091,1
1,0,92,1,3,1,0
1,0.702467,122.5,1,3,1,0
1,0,98,1,2,1,0
