@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,0,0.001402,0.001402,1427,0,7,1,1,388.5,363,0
2,2,0.658022,0.082395,0.088322,843.5,0,6,24,0.5,4348.221753,12512,1
2,2,0.796842,0.026271,0.025706,1180,0,12,32,1,4266.379149,12384,0
5,6,0.947963,0.00546,0.004598,497.142857,0,12,4,0.285714,4401.984055,21288,1
2,3,0.852309,0.012964,0.010607,565.666667,0,7,37,1,4361.199888,19710,1
1,1,0,0.001924,0.002566,1559,0,6,0,1,4354.162988,13278,0
1,1,0,0.001283,0.003207,1559,0,6,5,1,4353.162988,13277,0
1,1,0,0.055058,0.00064,1562,0,6,7,1,4031.845779,8790,0
1,1,0,0.009265,0.001985,1511,0,6,5,1,4335.443984,13266,1
1,1,0,0.04641,0.028281,1379,0,5,8,1,4395.582937,8342,0
1,1,0,0.002195,0.012436,1367,1,5,26,1,4576.794553,8113,0
1,1,0,0.078717,0.073615,1372,0,5,9,1,4672.713889,8016,0
1,1,0,0.002941,0.001471,1360,0,5,0,1,4325.394841,7677,0
1,2,0.970951,0.014068,0.012548,1315,1,10,8,1,3480.683333,5863,1
1,1,0,0.00075,0.006747,1334,0,5,26,1,3497.407143,5850,0
1,1,0,0.001499,0.001499,1334,1,5,1,1,552.466667,628,0
1,1,0,0.071482,0.080417,1343,1,4,27,1,2758.595238,4608,0
1,1,0,0.005857,0.000732,1366,1,4,66,1,2456.666667,4196,0
1,1,0,0.001472,0.001472,1359,1,4,7,1,2755.221429,4125,0
1,1,0,0.005151,0.002943,1359,1,4,32,1,2811.538095,4122,0
1,1,0,0.001475,0.000737,1356,0,3,11,1,2824.666667,3988,0
1,1,0,0.018414,0.000708,1412,0,3,0,1,2694.185714,3909,0
1,1,0,0.006849,0.008371,1314,0,2,1,1,505.5,441,0
2,2,0.817752,0.041077,0.162963,742.5,0,1,14,0.5,149.95,379,0
2,3,0,0,0,597.333333,0,1,0,0.333333,156.266667,377,1
1,1,0,0.00297,0.001485,1347,0,5,274,1,4326.394841,7678,0
1,1,0,0.033457,0.027509,1345,1,5,274,1,4324.394841,7676,0
1,1,0,0.015162,0.000722,1385,0,7,571,1,4107.73643,10396,0
1,1,0,0.04641,0.028281,1379,0,5,69,1,4396.582937,8343,0
1,1,0.90117,0.010283,0.001428,1750.5,1,14,1135,1,4927.292612,13199,0
1,1,0,0.015184,0.000723,1383,0,7,101,1,4106.73643,10395,0
1,1,0,0.002571,0.001285,1556,1,9,601,1,138.666667,137,0
1,1,0,0.037942,0.018006,1555,1,8,454,1,4798.808787,13945,0
1,1,0.909736,0.009046,0.001919,1824,1,14,530,1,4925.292612,13197,0
1,1,0,0.001305,0.001305,1532,1,8,256,1,4900.665466,13086,0
1,1,0,0.005875,0.001305,1532,1,8,255,1,54.5,51,0
1,1,0,0.003213,0.001606,1245,1,9,247,1,139.666667,138,0
1,1,0,0.001608,0.001608,1244,1,8,149,1,5037.419055,14343,0
1,1,0,0.047696,0.022635,1237,1,8,100,1,4797.808787,13944,0
1,1,0,0.001978,0.001318,1517,1,11,687,1,4754.423409,18652,0
1,2,0.730926,0.050665,0.012576,1391.5,0,10,233,1,4959.209359,16250,0
1,1,0,0.001597,0.001064,1879,1,11,118,1,4753.423409,18651,0
2,3,0.679671,0.002382,0.002522,2379,0,19,80,1,221,202,0
1,1,0,0.002896,0.003724,2417,0,18,16,1,218,163,0
1,2,0.991992,0.009286,0.004286,1400,0,18,29,1,159,107,0
2,5,0.560553,0.074712,0.076378,1200.166667,1,17,47,1,402.75,595,0
1,1,0.970951,0.002342,0.001004,1494.5,1,17,60,1,210.383333,196,0
2,3,0.615977,0.004336,0.000699,2383,0,18,131,1,4772.643257,24936,0
1,3,0.954526,0.002512,0.002055,1459.666667,0,17,143,1,4721.959372,18466,0
1,1,0,0.00085,0.00085,2354,0,16,4,1,4718.959372,18463,0
1,1,0,0.001284,0.000856,2336,1,16,0,1,4736.391377,18451,0
1,1,0,0.000859,0.000429,2329,1,16,1,1,263.833333,311,0
1,1,0,0.011168,0.006443,2328,0,16,13,1,200.216667,176,0
1,1,0,0.000433,0.003893,2312,0,16,12,1,4694.114013,18239,0
1,1,0,0.001735,0.001301,2306,1,16,0,1,4945.191336,18094,0
1,1,0,0.001735,0.001735,2305,0,16,1,1,439.667857,716,1
4,8,0.989751,0.000831,0.003003,1423,0,19,1059,0.818182,5048.062805,25774,0
1,2,0.605187,0.003716,0.000646,3094.5,0,16,10,1,339,263,1
1,1,0,0.000873,0.000873,2290,1,16,6,1,336,260,0
1,1,0,0.001747,0.000873,2290,0,16,2,1,326,253,0
1,1,0,0.001285,0.00257,2335,1,16,1,1,321,250,0
3,3,0.63093,0.00129,0.00129,1033.666667,0,16,4,1,5108.283204,24895,1
2,3,0.849425,0.010522,0.005051,792,0,16,6,0.333333,5107.226955,23688,0
1,1,0,0.00221,0.000442,2262,0,16,0,1,3786.261168,17938,0
1,2,0.995727,0.000744,0.003126,3359,1,17,19,1,4777.845342,16020,0
3,4,0.920573,0.001936,0.002815,1420.75,0,17,95,1,4853.231136,22718,1
1,1,0,0.001794,0.001794,2230,0,15,4,1,355.885924,1149,0
1,1,0,0.003139,0.003139,2230,1,15,9,1,319.147619,711,0
2,2,0.093474,0.033347,0.07128,1199.5,1,15,123,1,173,99,0
1,1,0,0.202016,0.134093,2282,1,15,5,1,5075.875392,15146,1
1,1,0,0.011504,0.011947,2260,1,15,0,1,5096.191023,15141,0
1,1,0,0.007077,0.002654,2261,1,15,1,1,5079.191023,15127,1
1,1,0.887976,0.011343,0.001418,1410.5,0,15,23,1,65.916667,56,1
1,2,0.98943,0.005374,0.003327,1302.666667,1,15,80,0.666667,57.666667,45,1
2,3,0.622366,0.009716,0.006345,1681,1,17,3,0.333333,100,54,1
1,1,0,0.005474,0.012318,2192,0,15,2,1,5195.611564,15013,1
1,3,0.61376,0.010702,0.002548,1471.75,1,15,36,0.75,157.083333,153,0
2,2,0.447234,0.052993,0.032942,1163.666667,0,15,175,1,148.083333,196,1
2,2,0.857642,0.00568,0.001082,1232.333333,0,15,27,0.666667,5489.464229,25368,0
2,3,0.873365,0.001839,0.004494,1631.666667,0,16,5,0.666667,87.833333,108,0
1,2,0.970951,0.002785,0.001856,1616,1,15,23,1,3,2,1
2,2,0.976021,0.005159,0.003571,1260,0,14,2,1,5650.575053,17399,0
2,2,0.918296,0.009936,0.004372,1258,0,14,10,1,5655.821698,17394,0
1,1,0,0.00187,0.001403,2139,0,14,0,1,5619.931996,16937,0
3,3,0.751185,0.018121,0.004438,901.333333,0,14,35,1,5617.931996,25640,0
1,1,0,0.006226,0.005747,2088,1,14,8,1,4898.672569,13223,1
1,1,0.909736,0.009994,0.00212,1651,1,14,3,1,4923.292612,13195,0
1,1,0,0.000932,0.000932,2146,1,14,13,1,438.116667,599,1
1,1,0,0.006058,0.000932,2146,0,14,1,1,4864.439383,15244,0
3,4,0.742336,0.009308,0.010052,671.5,1,14,256,1,4852.956809,22852,1
1,1,0,0.006983,0.000931,2148,1,14,0,1,4867.444791,12178,0
1,1,0,0.000954,0.000954,2096,1,14,0,1,16,14,0
1,3,0.991532,0.002259,0.00355,1033,0,13,18,0.666667,3,3,1
1,4,0.567106,0.004107,0.002778,2069.5,0,13,19,0.75,5061.199664,11815,1
1,2,0.977418,0.002603,0.001822,1921,0,12,36,1,3945.108622,14439,1
2,2,0.529361,0.023217,0.007877,1206,0,12,1,1,4246.261915,14710,0
1,1,0,0.004386,0.000975,2052,0,12,1,1,313.972006,950,0
1,1,0,0.000978,0.000978,2045,1,12,26,1,4658.111822,11042,0
1,1,0,0.001956,0.001467,2045,0,12,0,1,4263.98045,14227,0
1,1,0,0.001467,0.001467,2045,0,12,7,1,4262.98045,14226,0
1,2,0.899744,0.004175,0.003036,1317.5,0,12,24,0.5,4096.248951,10006,0
1,1,0,0.001569,0.001046,1912,0,12,11,1,5359.224181,14131,0
2,2,1,0.001368,0.001368,1462,1,13,1,1,5426.452019,15680,0
1,1,0,0.001019,0.001019,1962,0,12,0,1,5451.781301,14119,0
1,1,0,0.001019,0.001019,1962,1,12,1,1,5450.781301,14118,0
1,1,0,0.001019,0.003058,1962,0,12,0,1,4378.974492,9779,0
1,1,0,0.007649,0.007649,1961,1,12,20,1,4168.128748,13459,0
2,5,0.545822,0.016669,0.004224,973.222222,0,13,68,0.888889,4337.93355,12821,1
1,1,0,0.006743,0.009855,1928,0,12,3,1,4311.89412,9499,0
1,1,0,0.009839,0.003625,1931,1,12,2,1,4235.058947,9424,0
1,1,0,0.002076,0.002076,1927,1,12,3,1,4256.466558,9422,0
3,3,0.762905,0.008724,0.003554,1031.666667,0,13,1,0.666667,4401.642186,14980,0
1,3,0.95209,0.001735,0.001561,1921.666667,1,13,23,1,4381.122813,13424,0
3,4,0.727495,0.010144,0.005572,1399.8,0,13,3,0.6,4377.122813,14965,1
1,1,0,0.002176,0.001632,1838,0,12,16,1,4322.392424,9360,0
1,2,0.985228,0.002176,0.000593,2528,1,13,19,1,4495.060727,13411,1
2,3,0.608123,0.023597,0.010488,635.666667,0,12,0,0.666667,4098.832071,12169,0
1,1,0,0.002622,0.003146,1907,1,12,0,1,4071.157071,9045,0
1,1,0,0.001558,0.000519,1925,0,12,0,1,4418.70448,13371,0
3,5,0.764668,0.016359,0.018016,804.833333,0,12,154,0.833333,4407.516904,14803,0
6,10,0.632689,0.05057,0.022359,555.333333,0,13,130,0.583333,4394.984055,23266,1
4,6,0.978046,0.003442,0.003442,968.333333,0,12,9,0.333333,4386.311402,21234,1
5,11,0.976412,0.005652,0.005652,468.9,0,13,1165,0.5,4374.459951,23201,0
1,1,0,0.00104,0.00104,1923,1,12,0,1,4354.983715,13343,0
1,1,0,0.001031,0.001031,1939,0,12,1,1,4029.293001,8798,0
1,1,0,0.001031,0.001031,1939,0,12,0,1,4363.183672,13276,0
1,1,0,0.018051,0.000516,1939,1,12,1,1,4362.183672,13275,0
1,3,0.857642,0.006275,0.004931,743.666667,1,12,78,1,4334.443984,13265,0
2,6,0.786753,0.002042,0.013339,1224.5,1,13,140,0.5,4328.443984,19677,1
2,2,0.566942,0.011242,0.003016,1215.666667,1,12,44,1,4339.190862,19667,1
1,3,0.811772,0.013896,0.007667,695.666667,0,12,313,1,4417.203904,13244,0
1,1,0,0.014545,0.019221,1925,0,12,3,1,4033.153932,8677,0
2,9,0.523189,0.097632,0.006283,413.8,1,12,245,0.7,5154.301135,19602,1
2,6,0.368325,0.007701,0.051213,649.25,1,12,0,0.125,5136.301135,19584,1
1,1,0,0.000576,0.00288,1736,0,12,0,1,5163.704085,13172,0
1,1,0,0.001151,0.001151,1738,1,12,2,1,5162.704085,13171,0
1,1,0,0.001318,0.001318,1517,0,10,45,1,5340.310345,13105,0
1,1,0,0.001978,0.001978,1517,0,10,1,1,4569.390729,8122,0
1,1,0,0.001318,0.001318,1517,0,10,0,1,5448.659657,12993,0
1,1,0,0.001318,0.001318,1517,0,10,22,1,5447.659657,12992,0
1,1,0,0.001323,0.001323,1512,0,10,5,1,4653.976984,7948,0
1,1,0,0.017253,0.023225,1507,1,10,0,1,4258.075397,7341,0
1,1,0,0.006605,0.001982,1514,0,10,1,1,4215.127778,7243,0
1,2,0.702467,0.003294,0.003623,1518,0,10,2,1,4391.407115,12172,0
1,1,0,0.001323,0.001323,1512,0,10,0,1,4425.514424,12170,0
3,3,0.864974,0.002781,0.008343,599.333333,0,10,0,0.666667,4181.650794,10046,0
1,1,0,0.003514,0.000703,1423,0,10,5,1,4003.225,6932,0
1,1,0,0.014114,0.008469,1417,0,10,28,1,4075.424603,6796,0
2,3,0.567767,0.018656,0.006389,1304.333333,0,10,204,1,3898.137698,8727,0
1,1,0,0.001416,0.000708,1412,0,10,1,1,5155.694272,11993,0
1,1,0,0.007902,0.00431,1392,0,10,3,1,3394.65873,5970,0
1,2,0.902393,0.006486,0.001908,1310.5,0,10,23,1,5541.590321,11692,0
2,4,0.784219,0.010779,0.003234,742.2,0,10,124,0.8,5155.096465,16798,1
1,1,0,0.038136,0.027542,1416,0,9,12,1,3282.595238,5143,0
1,1,0,0.030942,0.00211,1422,0,9,8,1,2485.911905,4305,0
1,1,0,0.004975,0.004975,1407,0,9,0,1,2443.028571,4249,0
1,1,0,0.013466,0.003544,1411,0,9,41,1,2408.028571,4224,0
1,1,0,0.029766,0.002835,1411,0,9,33,1,2617.583333,4171,0
1,1,0,0.007914,0.000719,1390,0,9,22,1,2755.554762,4126,0
2,2,0.212659,0.006347,0.056417,709,0,9,3,1,2848.769048,5557,0
1,1,0,0.016035,0.024781,1372,0,9,4,1,2844.459524,4077,0
1,1,0,0.034107,0.024673,1378,0,9,1,1,2854.909524,4073,0
1,1,0,0.001451,0.002177,1378,1,9,0,1,2856.483333,4065,0
1,4,0.388392,0.029995,0.028106,846.8,0,10,57,0.8,2855.483333,4064,1
2,4,0.608208,0.051219,0.051632,605.25,1,9,12,0.75,2859.1,5507,1
1,2,0.951355,0.053882,0.036487,1178.5,1,10,36,1,2834.683333,4001,1
1,1,0,0.003799,0.00228,1316,0,9,9,1,2673.135714,3892,0
1,1,0,0.088666,0.061681,1297,0,9,14,1,597.583333,485,0
1,1,0,0.007166,0.007166,1256,0,9,3,1,2588.55,3538,1
1,1,0,0.011943,0.007962,1256,0,9,1,1,2596.233333,3531,0
2,5,0.729015,0.0191,0.015825,610.833333,1,10,47,0.666667,4833.783333,13971,1
1,1,0,0.051571,0.038678,1241,0,8,1,1,2583.333333,3485,0
1,3,0.686977,0.016493,0.016493,990.333333,1,10,8,1,4823.55,9779,1
2,5,0.825775,0.03733,0.040404,379.5,0,10,165,0.833333,2562.083333,4662,1
1,1,0,0.006772,0.00602,1329,0,8,2,1,2565.583333,3454,0
1,1,0,0.003037,0.000759,1317,1,8,29,1,481.833333,368,0
1,1,0,0.015198,0.00304,1316,0,8,2,1,2675.883333,3158,0
1,1,0,0.006875,0.000764,1309,0,8,8,1,2701.333333,3116,0
1,1,0,0.003831,0.002299,1305,0,8,2,1,2677.6,3067,0
1,1,0,0.040582,0.013017,1306,0,8,12,1,2555,3021,0
1,2,0.784194,0.032714,0.027851,1131,0,10,4,0.5,2601.6,2794,1
1,1,0,0.003203,0.001601,1249,0,8,0,1,2515.183333,2649,0
1,1,0,0.001547,0.001547,1293,0,8,1,1,58.833333,83,0
1,1,0,0.027419,0.021774,1240,0,8,1,1,2267.733333,2389,0
3,3,0.69741,0.042878,0.025844,681,1,10,304,1,4340.366667,10165,1
1,1,0,0.004819,0.005622,1245,0,8,0,1,2125.75,2160,0
3,3,0.866884,0.006812,0.007171,929.666667,0,10,186,1,354,407,0
1,1,0,0.008935,0.002978,1343,0,7,2,1,1357.583333,1424,0
2,2,0.94566,0.004277,0.003564,701.5,0,7,0,1,4948.60119,12113,0
1,1,0,0.002247,0.002247,1335,0,7,27,1,4945.60119,8566,0
1,1,0,0.003745,0.00824,1335,0,7,14,1,1367.166667,1386,0
1,1,0,0.038197,0.10848,1309,0,6,2,1,32,32,0
1,1,0,0.001479,0.001479,1352,0,6,23,1,31,31,0
1,2,0.886541,0.006834,0.006264,878,1,6,47,1,5303.75,7879,0
1,1,0,0.022189,0.003698,1352,1,6,2,1,30.5,29,0
1,1,0,0.084015,0.016357,1345,0,6,1,1,29.5,28,1
1,1,0,0.133127,0.002322,1292,0,6,40,1,28.5,27,0
1,2,0.970951,0.002316,0.002316,1079.5,1,7,0,1,5265.711905,7612,0
1,1,0,0.002525,0.002525,1188,0,5,0,1,5262.711905,7609,0
1,1,0,0.036195,0.008418,1188,0,5,1,1,362.388095,716,0
1,1,0,0.005172,0.001724,1160,0,5,0,1,361.438095,715,0
1,1,0,0.001936,0.001936,1033,1,5,0,1,908.666667,724,1
1,1,0,0.006776,0.006776,1033,0,5,2,1,907.666667,723,1
1,3,0.905713,0.004975,0.008458,670,1,7,100,1,4831.283333,6339,0
1,1,0,0.020256,0.002132,938,0,4,10,1,472,308,0
2,4,0.886941,0.019139,0.017863,447.857143,0,5,13,0.428571,196,160,1
2,5,0.818826,0.037006,0.017399,329.181818,1,6,65,0.181818,186,150,1
1,1,0,0.045356,0.017279,926,1,4,13,1,140,64,1
1,1,0,0.00905,0.004525,884,1,4,88,1,53,25,0
2,4,0.807082,0.045947,0.009293,484.25,1,6,463,1,1406.266667,3860,1
1,2,0.918296,0.002885,0.008654,520,0,4,0,1,3785.5,3651,0
2,3,0.965401,0.006441,0.005636,414,0,3,0,0.333333,3783.5,5229,0
1,2,0.890492,0.006211,0.005324,563.5,0,3,4,0.5,3743.5,3593,0
1,1,0,0.003876,0.003876,774,1,3,0,1,3446.75,3355,0
2,4,0.633217,0.020994,0.01989,452.5,0,5,3,0.5,3445.75,4897,1
1,1,0,0.043928,0.010336,774,1,3,1,1,3441.75,3351,1
2,4,0.882347,0.014967,0.009424,451,1,5,288,1,3447.5,4892,0
1,1,0,0.002621,0.002621,763,0,3,0,1,3443.5,3347,1
1,1,0,0.002621,0.002621,763,1,3,0,1,3442.5,3346,0
1,1,0,0.053735,0.017038,763,0,3,4,1,3441.5,3345,1
1,1,0,0.006849,0.006849,730,0,3,0,1,3442.916667,3332,0
1,1,0,0.003529,0.002353,850,1,3,4,1,3338.666667,2183,1
1,2,0.962615,0.053283,0.018078,525.5,1,4,12,1,1366.5,2616,0
3,3,0.819269,0.03619,0.024582,732.25,1,6,25,0.75,2914,2990,1
2,2,0.863121,0.00791,0.00791,442.5,0,4,7,1,865,1003,0
1,1,0,0.008824,0.002941,680,0,3,0,1,1864.666667,2608,0
1,1,0,0.002954,0.002954,677,0,3,31,1,2121,2599,0
1,1,0,0.01034,0.004431,677,1,3,43,1,2478,2582,0
1,1,0,0.002963,0.001481,675,0,3,11,1,561,370,0
1,1,0,0.002967,0.002967,674,0,3,0,1,526,339,0
4,5,0.701713,0.013014,0.004083,559.857143,1,5,256,0.857143,2604,2624,1
1,1,0,0.002782,0.002782,719,0,3,0,1,478,304,0
1,2,0.954434,0.003201,0.001921,781,1,3,2,1,2573.5,2351,1
2,2,0.811278,0.004372,0.004372,457.5,0,3,0,1,2556.5,2941,1
1,1,0,0.002805,0.002805,713,0,3,7,1,2548,2328,0
1,1,0,0.007003,0.002801,714,1,3,20,1,368,235,0
1,1,0,0.002813,0.002813,711,0,3,9,1,350,223,0
1,1,0,0.00578,0.00289,692,0,3,4,1,2611,1952,0
1,1,0,0,0.001447,691,1,3,0,1,24,17,0
1,1,0,0.013006,0.00289,692,0,3,1,1,22,16,0
1,1,0,0.017442,0.013081,688,0,3,4,1,21,15,1
1,1,0,0.00292,0.00146,685,0,3,0,1,34,16,0
1,1,0,0.00578,0.004335,692,1,3,1,1,10,6,0
1,1,0,0.172464,0.050725,690,0,3,5,1,9,5,1
1,1,0,0.003135,0.003135,638,1,2,3,1,2146,1662,0
1,1,0,0.007837,0.00627,638,1,2,0,1,2135,1655,1
2,3,0.731598,0.015395,0.03012,498,0,2,64,1,2133,1898,1
1,1,0,0.01374,0.015267,655,0,2,9,1,5,1,0
1,1,0,0.00458,0.00458,655,0,1,20,1,2068,1631,0
1,1,0,0.064122,0.059542,655,0,1,13,1,1569,1365,1
1,4,0.984762,0.010574,0.009819,220.666667,1,1,35,0.833333,1230,1141,1
1,2,0,0,0,745.5,0,1,0,0.5,750,750,0
1,1,0,0.003063,0.003063,653,1,2,83,1,2147,1663,0
1,1,0,0.007657,0.006126,653,1,2,80,1,2136,1656,0
1,1,0,0.003067,0.003067,652,0,2,78,1,2127,1651,0
1,1,0,0.00905,0.004525,884,1,4,89,1,54,26,0
1,1,0,0.01443,0.008658,1386,0,10,149,1,4076.424603,6797,0
1,5,0.719813,0.053242,0.044102,1254.076923,0,11,538,0.615385,5494.518099,13042,0
1,1,0,0.001975,0.000658,1519,1,16,2260,1,4950.461643,18962,0
1,1,0,0.001318,0.001318,1518,1,14,905,1,441.116667,602,0
1,3,0.206329,0.031448,0.018583,1632.333333,0,13,494,1,4035.170022,8726,0
1,1,0,0.001318,0.001318,1517,0,10,47,1,5320.999784,13107,0
1,1,0,0.001422,0.000474,2110,1,16,1797,1,4949.461643,18961,0
2,2,0.666578,0.004061,0.003124,1600.5,1,17,2555,1,4486.67045,20207,0
1,1,0,0.000954,0.000954,2096,1,14,442,1,440.116667,601,0
1,1,0,0.00715,0.000953,2098,1,14,370,1,4869.444791,12180,0
1,4,0.567106,0.004257,0.00288,1996.5,0,13,1220,0.75,5065.199664,11819,0
1,2,0.999723,0.017699,0.001924,1299.5,0,12,157,1,3901.02876,10218,0
1,1,0,0.00142,0.000473,2113,1,16,1490,1,4948.461643,18960,0
2,2,0.666578,0.004054,0.003118,1603.5,1,17,2033,1,4488.67045,20209,0
1,2,0.970951,0.002833,0.001889,1588.5,1,15,930,1,7,6,0
1,1,0,0.000953,0.000953,2098,1,14,135,1,439.116667,600,0
1,1,0,0.007143,0.000952,2100,1,14,63,1,4868.444791,12179,0
1,2,0.814548,0.012655,0.012187,1066.75,1,14,189,1,4962.37837,15112,0
1,1,0,0.001403,0.000468,2138,1,16,1100,1,4947.461643,18959,0
2,2,0.666578,0.003843,0.002956,1691.5,1,17,1208,1,4490.67045,20211,0
1,1,0.887976,0.011717,0.001465,1365.5,0,15,629,1,67.916667,58,0
1,2,0.98943,0.005483,0.003394,1276.666667,1,15,841,1,60.666667,48,0
1,2,0.970951,0.0028,0.001867,1607,1,15,157,1,5,4,0
1,1,0,0.004695,0.000469,2130,1,14,72,1,5680.789543,17014,0
1,2,0.988699,0.003224,0.000744,2016,1,14,80,1,4777.738342,13882,0
1,1,0,0.001329,0.000443,2257,1,16,701,1,4946.461643,18958,0
1,1,0,0.001337,0.000892,2243,1,16,584,1,265.833333,313,0
1,1,0,0.001279,0.000426,2346,1,16,174,1,4945.461643,18957,0
1,1,0,0.030704,0.012367,2345,1,16,74,1,4741.391377,18456,0
1,1,0,0.001289,0.000859,2327,1,16,74,1,4737.391377,18452,0
1,1,0,0.008169,0.00129,2326,1,16,74,1,347.753571,725,0
1,1,0,0.009052,0.000862,2320,1,16,61,1,204.816667,180,0
1,1,0,0.000865,0.000432,2313,1,16,57,1,264.833333,312,0
1,1,0,0.000433,0.003893,2312,0,16,27,1,4695.114013,18240,0
1,1,0,0.042748,0.050382,655,1,7,15,1,440.066667,512,0
1,1,0,0.010526,0.006015,665,1,7,89,1,428.283333,496,0
1,1,0,0.049774,0.025641,663,1,6,13,1,4930.783702,18925,0
1,1,0,0.00458,0.00458,655,0,6,147,1,489.066679,1336,0
1,1,0,0.010687,0.00916,655,1,6,22,1,342,267,1
1,1,0,0.006051,0.009077,661,0,5,32,1,5206.729551,17783,0
2,2,0.994737,0.001544,0.00247,1079.666667,0,17,343,1,373.685031,1658,1
1,1,0,0.024206,0.027231,661,1,5,24,1,5042.993288,15900,0
1,1,0,0.015221,0.022831,657,1,5,2,1,5249.833888,15498,0
1,1,0,0.015152,0.00303,660,0,5,31,1,103.833333,85,0
1,1,0,0.003044,0.003044,657,0,5,2,1,5160.423014,15248,0
1,1,0,0.006757,0.105856,444,0,5,150,1,50.083333,34,0
1,1,0,0.056133,0.010395,481,0,2,20,1,4375.520896,9725,1
2,3,0.965713,0.015083,0.006033,221,0,6,187,1,4163.128748,19980,0
1,1,0,0.004587,0.002294,436,0,1,3,1,4310.63741,9531,0
1,1,0,0.124138,0.018391,435,0,1,0,1,4340.283802,9524,1
1,1,0,0.007371,0.004914,407,0,1,0,1,4336.283802,9522,0
1,1,0,0.093596,0.03202,406,1,1,1,1,4335.283802,9521,1
1,1,0.887976,0.011795,0.001474,1356.5,0,15,1940,1,71.916667,62,0
1,2,0.998562,0.003964,0.002643,1261.333333,1,15,2926,1,66.666667,54,0
1,2,0.797327,0.014455,0.004599,761,1,9,276,1,3910.238273,10165,0
1,1,0.887976,0.011839,0.00148,1351.5,0,15,1358,1,69.916667,60,0
1,1,0,0.047538,0.033956,589,1,7,1370,1,443.066667,515,0
2,2,0.908304,0.005242,0.002949,1017.333333,1,18,3851,1,435.283333,646,0
1,1,0,0.01692,0.025381,591,1,5,433,1,5250.833888,15499,0
1,2,0.586919,0.174118,0.009412,850,0,12,536,1,52.25,38,0
1,1,0,0.04236,0.049924,661,1,7,836,1,442.066667,514,0
1,1,0,0.011923,0.007452,671,1,7,821,1,432.283333,499,0
1,1,0,0.047833,0.023916,669,1,6,687,1,4932.783702,18927,0
1,1,0,0.01059,0.009077,661,1,6,442,1,343,268,0
1,1,0,0.042748,0.050382,655,1,7,394,1,441.066667,513,0
2,2,0.932354,0.004614,0.002461,1083.666667,1,18,2139,1,431.283333,642,0
1,1,0,0.049774,0.025641,663,1,6,245,1,4931.783702,18926,0
1,1,0.613375,0.006812,0.006812,133.454545,0,1,539,0.272727,1665,1424,1
1,1,0.627641,0.028323,0.022841,729.666667,0,4,75,0.666667,165,92,0
1,1,0,0.002372,0.002372,843,0,2,158,1,34,27,0
1,1,0,0.002372,0.002372,843,0,2,0,1,33,26,0
1,1,0,0,0,264.333333,0,1,0,0.166667,762,762,1
1,1,0,0,0,63.5,0,1,0,0.25,762,762,0
1,1,0,0.019084,0.01145,524,1,3,722,1,5212.266513,15554,0
1,1,0,0.002232,0.001116,896,0,3,737,1,5207.589583,15598,0
2,2,0.573985,0.048201,0.006986,572.6,1,8,8055,0.4,5049.604016,21299,0
2,2,0.715256,0.034312,0.113063,537.555556,1,8,3635,0.666667,4941.779981,21474,0
2,3,0.26203,0.111217,0.087136,242.769231,0,8,1684,0.384615,4009.01746,8950,1
1,1,0,0.014573,0.007634,1441,1,8,715,1,5073.679661,19270,0
1,1,0,0.00601,0.003005,1664,1,8,202,1,4339.202095,9919,0
1,1,0.515947,0.009673,0.002303,1085.5,1,7,102,0.5,4576.360209,8177,1
1,1,0,0.047476,0.006029,1327,1,6,11,1,3054.229762,4899,0
1,1,0,0.071763,0.00156,1282,1,6,177,1,4902.363709,10721,1
1,1,0,0.01482,0.000706,1417,1,4,204,1,9,6,1
1,1,0,0,0,666,0,1,0,0.5,762,762,0
1,1,0,0.002423,0.002423,1238,1,7,231,1,4004.34246,7025,0
1,1,0,0.004847,0.002423,1238,1,7,157,1,173.963095,257,0
1,1,0,0.00601,0.003005,1664,1,8,474,1,4340.202095,9920,0
1,1,0.63431,0.006021,0.005558,1079.5,1,8,969,1,5211.266513,15553,0
1,1,0,0,0,454,0,1,0,1,4015.01746,6640,0
1,2,0.63431,0.050193,0.046332,129.5,0,5,89,1,2688.716667,3179,0
2,2,0.60928,0.091019,0.242851,310.375,1,7,2575,0.5,2689.016667,4134,0
1,1,0,0.085382,0.064683,773,1,7,1570,1,5069.656062,19280,0
1,1,0,0.085826,0.06502,769,1,7,2373,1,5075.656062,19286,0
1,1,0,0.085826,0.06502,769,1,7,2368,1,5074.656062,19285,0
1,1,0,0.085382,0.064683,773,1,7,1590,1,5070.656062,19281,0
1,1,0,0.085382,0.064683,773,1,7,1590,1,5071.656062,19282,0
1,1,0,0.085382,0.064683,773,1,7,1590,1,5072.656062,19283,0
1,1,0,0.085382,0.064683,773,1,7,1590,1,5073.656062,19284,0
1,1,0.511826,1.290129,0.829614,466,0,7,731,0.6,4015.01746,6640,0
1,2,0,0,0,77.222222,0,1,0,0.111111,780,780,1
1,2,0,0,0,22.857143,0,1,0,0.142857,780,780,0
