@relation KC1-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R2

@attribute ev(g) numeric
@attribute l numeric
@attribute i numeric
@attribute t numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Op numeric
@attribute defects {false,true}

@data
1,0.13,37.73,134.16,1,4,0,10,false
1,0,0,0,0,0,0,0,false
1,0.12,38.72,143.09,0,2,0,9,false
1,0.15,14.28,35.25,0,1,0,8,false
1,0.13,45.4,151.5,0,5,0,9,false
1,0,0,0,0,0,0,0,false
1,0,0,0,0,0,0,0,false
1,0,0,0,0,0,0,0,false
1,0.17,33.67,67.35,0,2,0,9,false
1,0.13,33.42,110.5,0,2,0,9,false
1,0.15,14.28,35.25,0,1,0,8,false
1,0.13,45.4,151.5,0,4,0,9,false
1,0,0,0,0,0,0,0,false
1,0.15,14.28,35.25,0,1,0,8,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.5,18,4,2,2,2,4,false
1,0,0,0,0,0,0,1,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0,0,0,0,0,0,1,false
1,0.18,14.08,24.54,0,1,0,7,false
1,0,0,0,0,0,0,1,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0,0,0,0,0,0,1,false
1,0.18,14.08,24.54,0,1,0,7,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.07,49.35,590.39,1,3,1,15,false
1,0.06,49.98,695.47,4,9,0,13,false
1,0.13,30.75,109.32,2,7,0,8,false
3,0.13,15.47,48.33,1,1,0,10,false
7,0.06,23.85,370.88,0,6,0,15,false
1,0.09,29.72,199.77,0,1,0,14,false
1,0.24,15.41,14.27,2,2,0,7,false
6,0.06,42.58,766.36,2,5,1,18,false
1,0.13,19.46,60.81,0,0,0,10,false
6,0.06,42.58,766.36,2,5,1,18,false
1,0.13,16.67,52.09,0,0,0,9,false
1,0.14,25.31,68.91,0,0,0,10,false
1,0.27,13.29,10.38,2,2,0,6,false
1,0.15,24.6,57.75,0,0,0,10,false
1,0.14,25.31,68.91,0,0,0,10,false
1,0.14,22.94,66.47,0,0,0,10,false
3,0.07,34.57,417.12,3,6,1,14,false
1,0.07,50.98,555.1,1,3,0,14,false
3,0.13,15.47,48.33,0,2,0,10,false
1,0.12,12.22,44.55,0,1,0,9,false
1,0.12,12.22,44.55,0,1,0,9,false
4,0.06,15.35,213.75,0,1,0,15,false
19,0.03,80.13,4102.64,9,16,8,21,false
1,0.1,33.76,174.39,3,1,0,10,false
3,0.1,49.31,303.39,1,2,0,13,false
1,1,8,0.44,0,0,0,2,false
1,1,8,0.44,0,0,0,2,false
1,0.42,13.21,4.23,0,0,0,4,false
1,1,4.75,0.26,0,0,0,2,false
1,1,8,0.44,0,0,0,2,false
3,0.09,41.08,297.66,1,2,0,14,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.4,14.62,5.08,0,0,1,5,false
3,0.1,44.35,242.51,1,2,0,13,false
1,1,8,0.44,0,0,0,2,false
1,0.42,13.21,4.23,0,1,0,4,false
3,0.09,42.9,268.08,1,2,0,13,false
1,1,8,0.44,0,0,0,2,false
1,0.4,10.8,3.75,0,1,0,4,false
1,1,8,0.44,0,0,0,2,false
3,0.1,44.35,242.51,1,3,0,13,false
1,0.42,13.21,4.23,0,1,0,4,false
1,0.1,12.82,67.72,0,0,0,9,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.18,84.67,147.52,1,2,1,8,false
1,1,4.75,0.26,0,0,0,2,false
1,0.4,12.68,4.4,0,0,0,5,false
1,0.4,12.68,4.4,0,0,0,5,false
11,0.05,42.96,1134.62,1,6,0,17,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.1,26.23,132.77,0,1,0,10,false
1,0.1,26.23,132.77,0,1,0,10,false
1,0.1,26.23,132.77,0,1,0,10,false
1,0.1,26.23,132.77,0,1,0,10,false
1,0.1,26.23,132.77,0,1,0,10,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
3,0.07,30.09,355.56,0,7,0,15,false
3,0.07,35.31,420.57,1,7,0,15,false
3,0.06,31.43,457.43,1,6,0,15,false
3,0.07,31.86,357.46,0,6,0,15,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.28,16.34,11.76,0,0,0,6,false
9,0.04,83.27,2679.42,2,14,2,19,false
1,0.4,7.86,2.73,0,0,0,5,false
1,0.67,7.74,0.97,0,0,0,3,false
13,0.03,65.48,4537.58,5,8,1,21,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
8,0.06,43.32,633.73,2,6,0,17,false
10,0.05,56.75,1184.65,2,7,1,16,false
1,0.07,37.22,451.54,2,4,1,14,false
8,0.05,54.82,1160.32,4,3,0,17,false
8,0.06,57.94,1051.58,0,5,0,16,false
1,0.08,39.82,321.48,8,5,1,14,false
1,0.08,46.95,440.83,0,8,0,14,false
1,0.3,11.7,7.22,0,0,0,5,false
3,0.05,63.73,1358.55,5,8,1,18,false
1,0.07,55.45,629.18,2,2,0,14,false
1,0.07,42.12,435.95,1,2,0,14,false
1,0.06,56.27,804.44,1,2,0,14,false
4,0.12,16.4,68.08,0,3,0,11,false
1,0.09,39.92,248.61,0,6,0,12,false
1,0.3,11.7,7.22,0,0,0,5,false
1,0.11,31.91,157.58,8,3,0,12,false
1,0.14,119.9,323.57,0,2,0,10,false
1,0.18,50.68,91.47,0,1,0,9,false
1,0.2,22.4,31.11,1,2,0,8,false
1,0.2,22.4,31.11,1,2,0,8,false
1,0.2,22.4,31.11,1,2,0,8,false
1,0.04,23.87,971.07,3,6,1,20,false
1,0.04,23.36,885.91,0,4,0,19,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.29,15.86,10.79,0,1,0,7,false
1,0.29,15.86,10.79,0,1,0,7,false
1,0.29,13.32,9.06,0,1,0,7,false
1,0.29,15.86,10.79,0,1,0,7,false
1,0.33,12.18,6.09,0,1,0,6,false
1,0.11,27.54,126.45,1,3,0,10,false
1,0.1,26.47,160.72,3,0,0,10,false
1,0.13,23.23,82.6,1,2,0,10,false
3,0.1,34.66,197.4,1,7,0,12,false
1,0.13,20.75,69.75,1,3,0,10,false
1,0.11,5.07,21.57,0,0,0,7,false
1,0.27,5.99,4.68,0,0,0,5,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.23,11.86,12.61,1,3,0,7,false
1,0,0,0,0,0,0,1,false
7,0.05,46.31,1239.42,4,5,1,19,false
4,0.06,40.95,676.96,2,9,1,18,false
1,0.16,42.22,96.93,2,1,0,9,false
1,0.4,10.8,3.75,0,0,0,5,false
7,0.05,44.1,925.94,3,9,0,18,false
1,0.4,10.8,3.75,0,0,0,5,false
3,0.08,73.68,647.14,1,3,0,15,false
7,0.04,61.08,2494.93,8,28,2,22,false
1,0.67,7.74,0.97,0,0,0,3,false
4,0.06,65.84,1053.37,6,13,0,16,false
1,0.67,7.74,0.97,0,0,0,3,false
3,0.07,32.95,393.81,4,3,0,16,false
1,0.09,46.25,288.09,3,10,0,10,false
7,0.04,61.08,2494.93,8,28,2,22,false
1,0.11,15.71,73.33,1,3,0,10,false
1,0.4,10.8,3.75,1,2,0,5,false
4,0.09,29.87,191.19,0,2,0,14,false
1,0.4,10.8,3.75,0,0,0,5,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.08,49.64,407.66,2,7,0,11,false
1,0.19,19.03,29.14,1,1,0,7,false
7,0.05,39.92,794.94,10,4,1,17,false
1,0.12,30.09,124.87,1,2,0,11,false
1,0.38,19.93,7.87,0,2,0,4,false
1,1,4.75,0.26,0,0,0,2,false
1,0,0,0,0,0,0,0,false
1,0.67,10.34,1.29,0,0,0,3,false
1,2,4,0.06,0,0,0,1,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.67,16.84,2.11,0,0,0,3,false
1,2,4,0.06,0,0,0,1,false
1,2,9.51,0.13,0,0,0,1,false
1,0.12,17.8,71.43,0,3,0,10,false
1,0.33,12,6,0,0,0,4,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
5,0.05,48.24,961.79,2,13,0,22,false
1,0.1,35.95,219.05,6,8,2,13,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.4,10.8,3.75,1,1,0,5,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.1,80.38,440.43,0,3,0,12,false
1,0.4,12.68,4.4,0,0,0,5,false
1,0.09,20.8,130.44,5,2,0,10,false
5,0.06,47.68,664.05,4,7,0,15,false
9,0.03,68.03,4021,2,11,0,26,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.4,10.8,3.75,0,0,0,5,false
1,0,0,0,0,0,0,1,false
4,0.08,33.66,295.35,2,6,0,13,false
1,0.4,18.6,6.46,4,2,0,5,false
1,0.4,18.6,6.46,4,2,0,5,false
4,0.08,33.66,295.35,2,6,0,13,false
1,0.25,8.72,7.75,0,0,0,6,false
1,0.67,7.74,0.97,0,0,0,3,false
7,0.05,85.04,1701.72,2,16,1,18,false
5,0.07,61.43,767.93,1,8,1,15,false
16,0.04,81.73,2959.83,1,13,0,19,false
1,0.25,8.72,7.75,0,1,0,6,false
4,0.08,33.66,295.35,2,6,0,13,false
1,0.4,18.6,6.46,4,3,0,5,false
1,0.29,6.86,4.67,2,0,0,7,false
1,0.29,10.44,7.11,0,0,0,7,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.25,8.72,7.75,0,0,0,6,false
3,0.09,64.62,403.39,14,6,0,14,false
1,0.67,7.74,0.97,0,0,0,3,false
5,0.06,57.29,935.38,5,10,0,15,false
13,0.04,54.04,1839.19,3,10,0,18,false
1,0.14,18.67,51.86,0,2,0,9,false
1,0.4,10.8,3.75,0,0,0,5,false
1,0.67,7.74,0.97,0,0,0,3,false
6,0.05,34.05,839.31,1,5,0,19,false
1,0.4,10.8,3.75,2,2,0,5,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.13,30.12,103.77,5,4,0,9,false
1,0.13,30.12,103.77,5,4,0,9,false
1,0.13,27.8,93.31,5,4,0,9,false
1,0.08,28.45,248.36,4,4,0,13,false
4,0.07,23.96,255.16,6,3,0,15,false
1,0.07,67.87,773.01,8,10,0,15,false
1,0.13,22.41,79.69,5,4,0,9,false
1,0.22,6.67,7.5,2,0,0,6,false
8,0.05,48.86,908.99,0,8,0,15,false
8,0.06,54.12,810.9,0,7,0,14,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0,0,0,0,0,0,1,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0,0,0,0,0,0,1,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
6,0.04,45.6,1892.61,2,9,0,24,false
8,0.03,54.02,3692.22,13,34,9,23,false
12,0.03,68.05,5314.23,11,19,0,28,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
19,0.03,80.48,4436.48,2,17,0,21,false
1,0.67,7.74,0.97,0,0,0,3,false
11,0.04,78.1,3058.75,3,19,0,22,false
11,0.05,76.67,1941.42,3,15,0,18,false
1,0.11,5.07,21.57,0,0,0,7,false
1,0.09,23.57,148.12,8,1,0,9,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.23,11.86,12.61,1,1,0,7,false
1,0,0,0,0,0,0,1,false
1,0.13,66.55,213.15,5,5,12,10,false
1,0.27,15.22,11.89,4,0,0,5,false
1,0.2,21.32,29.61,0,0,0,7,false
1,0.4,10.8,3.75,1,0,0,5,false
1,0.4,10.8,3.75,1,0,0,5,false
1,0.27,15.22,11.89,3,0,0,5,false
5,0.05,26.39,523.16,4,5,2,20,false
1,0.06,61.88,1010.23,17,7,3,16,false
1,0.27,15.22,11.89,3,0,0,5,false
1,0.33,9.51,4.75,0,0,0,6,false
1,0.29,15.36,10.46,0,0,0,7,false
1,0,0,0,0,0,0,1,false
1,0.28,15.38,11.07,0,0,1,6,false
1,0.28,15.38,11.07,0,0,1,6,false
1,0.27,15.22,11.89,4,0,0,5,false
1,0.06,49.46,748.13,6,6,0,11,false
1,0.07,50.46,655.27,3,6,0,15,false
5,0.05,40.5,793.85,3,6,0,18,false
1,1,4.75,0.26,0,0,0,2,false
1,0.67,16.84,2.11,1,0,1,3,false
1,0.23,101.6,102.71,1,3,3,7,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0,0,0,0,0,0,1,false
1,2,4,0.06,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.16,17.18,36.53,0,0,0,9,false
1,0.16,15.56,35.71,0,0,0,9,false
1,0.5,7.75,1.72,0,0,0,4,false
5,0.06,36.96,665.24,4,2,4,18,false
1,0.12,35.1,143.25,0,2,0,12,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.12,35.65,145.49,0,2,0,12,false
1,0.07,60.41,657.8,2,9,0,15,false
1,0.27,15.22,11.89,3,0,0,5,false
1,0.28,16.34,11.76,0,0,0,6,false
1,0.4,7.86,2.73,0,0,0,5,false
7,0.05,47.23,1047.82,6,5,4,19,false
5,0.06,42.76,739.17,5,3,3,18,false
1,0.15,16.56,40.89,1,1,0,8,false
1,0.15,19.94,52.09,0,2,0,8,false
1,0.33,12.18,6.09,0,0,0,6,false
1,0.33,9.51,4.75,0,0,0,6,false
1,0.33,9.51,4.75,0,0,0,6,false
1,0.33,12.18,6.09,0,0,0,6,false
1,0.17,22.67,45.33,0,1,0,8,false
1,0.17,22.67,45.33,0,1,0,8,false
5,0.06,33.81,560.38,6,5,2,19,false
5,0.06,34.94,594.47,5,6,2,20,false
1,0.1,35.28,192.91,4,5,5,13,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0,0,0,0,0,0,1,false
1,0.27,12.4,9.69,0,0,1,6,false
1,0.27,12.4,9.69,0,0,1,6,false
3,0.07,55.28,637.07,1,6,0,17,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.15,25.8,65.31,0,2,1,9,false
1,0.11,32.22,156.35,4,3,0,13,false
1,0.13,24.31,86.44,0,0,0,10,false
1,0.13,24.31,86.44,0,0,0,10,false
1,0.17,17.13,34.27,0,0,0,8,false
1,0.17,24.69,46.94,1,1,0,9,false
1,0.18,18.89,33.21,1,2,0,9,false
1,0.17,17.13,34.27,0,0,0,8,false
1,0.67,7.74,0.97,2,0,0,3,false
1,0.13,29.85,103.95,0,0,0,10,false
1,0.13,29.85,103.95,0,0,0,10,false
1,0.13,24.31,86.44,0,0,0,10,false
1,0.13,29.29,101.99,0,0,0,10,false
1,0.21,30.86,37.33,3,2,1,7,false
3,0.07,57.62,608.15,2,6,0,17,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.07,35.6,352.08,0,1,0,13,false
1,0.12,25.36,94.3,1,1,1,9,false
1,0.25,8.72,7.75,3,1,0,6,false
1,0.09,33.72,226.65,3,1,0,11,false
1,0.18,21.98,39.5,1,2,0,7,false
1,1,8,0.44,0,0,0,2,false
1,1,8,0.44,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.19,16.37,25.07,0,0,0,9,false
3,0.07,38.72,481.06,6,1,1,14,false
1,0.14,11.78,32.07,0,0,0,7,false
1,0.4,12.68,4.4,0,0,0,5,false
1,0.4,9.6,3.33,6,2,0,5,false
1,0.4,12.68,4.4,0,0,0,5,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
3,0.1,53.98,299.86,1,3,0,12,false
1,0.67,7.74,0.97,0,0,0,3,false
13,0.03,85.01,6384.22,2,3,1,18,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.08,70.96,666.2,1,6,0,13,false
1,0.11,33.33,155.59,2,1,0,11,false
1,0.22,31.44,36.16,0,0,0,7,false
3,0.08,37.44,363.61,1,4,0,14,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.33,12.18,6.09,0,1,0,6,false
1,0.07,40.61,491.62,1,4,0,10,false
7,0.05,32.79,849.94,0,1,0,16,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0,0,0,0,0,0,1,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.42,21.25,6.8,0,0,0,3,false
1,0.2,4.14,5.74,0,0,0,5,false
1,0,0,0,1,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.19,11.86,18.16,0,0,1,7,false
1,0.22,8,9,0,0,0,6,false
1,0.1,20.81,115.64,0,2,0,10,false
1,0.4,7.86,2.73,0,0,0,5,false
1,0.38,16.84,6.65,3,4,0,4,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.12,24.67,93.3,0,1,0,11,false
1,0.2,3.62,5.03,0,0,0,5,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.34,16.61,7.85,0,1,0,5,false
1,0.33,14.4,7.2,0,0,0,6,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.11,11.29,50.79,0,1,0,10,false
1,0.13,15.92,54.61,0,1,0,11,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.15,10.42,26.37,0,0,0,9,false
1,0,0,0,0,0,0,5,false
1,0,0,0,0,0,0,4,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0,0,0,0,0,0,0,false
1,0.67,6.67,0.83,0,0,0,2,false
1,0.67,6.67,0.83,0,0,0,2,false
1,1,20.68,1.15,0,0,0,2,false
1,0,0,0,0,0,0,0,false
1,0,0,0,0,0,0,0,false
1,0,0,0,1,0,0,1,false
1,0,0,0,0,0,0,0,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0,0,0,0,0,0,0,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.4,14.4,5,0,0,0,5,false
1,0.4,14.4,5,0,0,0,4,false
1,0.67,7.74,0.97,0,1,0,3,false
1,1,8,0.44,0,0,0,2,false
1,1,8,0.44,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.34,15.42,7.29,0,0,0,5,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
6,0.07,41.57,513.61,1,3,0,14,false
1,1,8,0.44,0,0,0,2,false
1,0.25,24.81,21.37,0,0,0,7,false
1,1,4.75,0.26,0,0,0,2,false
1,0.5,9.83,2.18,0,0,0,4,false
1,0.67,7.74,0.97,0,0,0,3,false
1,1,4.75,0.26,0,0,0,2,false
1,1,8,0.44,0,0,0,2,false
1,1,91.38,5.08,0,0,0,2,false
1,0.14,35.66,102.7,0,0,0,9,false
1,0.11,20.46,88.04,0,0,0,11,false
1,0.11,19.25,96.5,0,0,0,11,false
1,0.4,9.6,3.33,0,0,0,5,false
1,0.17,4.21,8.42,0,0,0,6,false
1,0.24,12.8,12.55,0,0,0,7,false
1,0.4,12.68,4.4,0,0,0,5,false
1,0.4,12.68,4.4,0,0,0,5,false
1,0.16,19.16,40.75,0,1,0,9,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,16.84,2.11,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.19,8.43,13.33,0,0,0,8,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.08,24.79,204.23,0,5,0,11,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.33,9.51,4.75,0,0,0,6,false
1,0.4,6.2,2.15,0,0,0,5,false
1,0.4,6.2,2.15,0,0,0,5,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.25,7.11,6.32,0,0,0,4,false
1,0.33,9.51,4.75,0,2,0,6,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.4,9.6,3.33,0,0,0,5,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.17,8.96,17.92,0,0,0,9,false
1,0.17,9.56,19.12,0,0,0,9,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.14,3.86,10.5,0,0,0,7,false
1,0.67,5.33,0.67,0,0,0,3,false
3,0.21,16.19,20.72,0,1,0,8,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.14,3.86,10.5,0,0,0,7,false
3,0.22,11.85,13.33,0,0,0,9,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.14,11.72,31.91,0,4,0,10,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.5,11.63,2.58,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0,0,0,0,0,0,1,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0,0,0,0,0,0,1,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.33,8,4,0,0,0,6,false
1,0.25,11.09,9.86,0,0,0,8,false
3,0.07,45.74,480.46,0,4,0,13,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.5,9.05,2,0,0,0,4,false
1,0.27,14.17,11.07,1,0,0,6,false
1,0.15,8.82,21.78,0,0,0,8,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
4,0.07,19.65,235.9,3,3,0,14,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.22,15.11,17,0,0,0,9,false
1,0.22,15.11,17,0,0,0,9,false
1,0.22,15.11,17,0,0,0,9,false
1,0.22,15.11,17,0,0,0,9,false
1,0.22,15.11,17,0,0,0,9,false
1,0.22,15.11,17,0,0,0,9,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
3,0.05,29.51,748.55,0,1,0,14,false
1,0.67,16.84,2.11,0,0,0,3,false
1,0.25,8.72,7.75,0,0,0,6,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.22,15.11,17,0,0,0,9,false
1,0.22,15.11,17,0,0,0,9,false
1,0.22,15.11,17,0,0,0,9,false
1,0.22,15.11,17,0,0,0,9,false
