@relation 'mozilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-13'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
0.916812,0.010838,0.000529,945.75,1,36,199,0.75,2394,0
0.598135,0.023135,0.015077,961.75,1,7,0,0.25,2253,0
0.258019,0.011292,0.003137,1594,1,6,7,1,2234,1
0.11191,0.019414,0.003406,1468,1,6,8,1,2215,0
0.638311,0.00361,0.027076,369.333333,1,12,55,1,2020,0
0.471714,0.081208,0.006711,496.666667,0,17,44,0.666667,1040,0
0.775967,0.045251,0.013426,402.2,1,19,21,1,1023,0
0.636188,0.053069,0.033156,608.529412,1,40,527,0.647059,1653,0
0,0.059524,0.007937,252,1,10,3,1,937,0
0,0.006446,0.000806,1241,0,14,2,1,927,0
0.49274,0.082681,0.021923,456.142857,1,19,234,0.571429,926,0
0.653382,0.057794,0.026455,491.4,0,38,416,0.8,3188,0
0.11685,0.026856,0.023302,1266,1,36,173,1,167,0
0.468996,0.006289,0.000968,2067,1,39,315,1,478,0
0,0.287425,0.02994,167,0,2,0,1,1984,0
0,0.114613,0.020057,349,0,2,1,1,1993,0
0.65656,0.021301,0.005398,685.4,0,77,307,0.9,1025,0
0.721928,0.040712,0.029262,786,1,26,6,1,2578,0
0.398225,0.017251,0.001725,579.666667,0,30,486,0.333333,3266,0
0.689724,0.037164,0.00489,340.833333,0,54,1837,1,229,0
0,0.00025,0,4006,1,39,1,1,3478,0
0.651931,0.017955,0.000355,1761.375,1,82,634,0.875,602,0
0,0.007326,0.004396,1365,1,47,37,1,3840,0
0,0.01487,0.003717,269,1,5,50,1,3839,0
0.545184,0.036257,0.049123,610.714286,1,49,859,0.714286,376,1
0.439497,0.024609,0,223.5,0,21,903,1,293,0
0.083543,0.018195,0.028384,2061,1,43,2,0.5,210,0
0.650022,0.001088,0.001088,2756.5,1,69,5,1,17,0
0,0.000965,0,5179,1,67,0,1,416,0
0,0.001875,0.000536,3734,1,35,0,1,3780,0
0.673588,0.002924,0.001032,1938,1,66,15,1,3660,0
0.677207,0.004636,0.000185,1348,1,50,0,1,12,0
0.850562,0.009291,0.002548,834.125,1,36,497,1,1696,0
0.62282,0.026946,0.006287,1113.333333,1,27,195,1,867,0
0.873479,0.004308,0.000994,3017.666667,1,36,1,1,1662,0
0,0.000393,0.000393,2545,1,5,26,1,3294,0
0,0.021364,0.00493,2434,0,5,19,1,3198,0
0.918296,0.002033,0.000407,1230,1,3,22,0.5,3125,0
0,0.000491,0.000491,2037,0,3,11,1,3120,0
0.866536,0.005424,0.001637,1628.666667,1,88,230,0.833333,3708,0
0.662547,0.063755,0.048782,510,0,73,3184,0.727273,228,0
0,0.003046,0.002031,3939,1,45,15,1,1,0
0.571371,0.033692,0.030294,441.5,0,66,136,0.375,956,0
0.846341,0.004488,0.004686,1683.444444,1,88,88,0.555556,3596,1
0.573951,0.01461,0.002069,1772,1,86,100,0.777778,261,1
0.583378,0.040724,0.061086,147.333333,1,25,9,0.333333,2541,0
0,0.002542,0.000363,918,0,14,550,1,2224,0
0,0.004303,0.001721,1162,1,25,0,1,2217,0
0,0.003631,0.001816,2203,1,39,6,1,1966,0
0,0.007819,0.003475,1151,0,17,8,1,1074,0
0.543564,0.002761,0.000394,2535,1,34,3,1,883,0
0.100001,0.043618,0.005773,779.5,1,15,9,1,862,0
0,0.006024,0,1494,1,21,16,1,1066,0
0.327445,0.010648,0.004563,1643.5,1,53,22,1,921,0
0,0.00681,0.001419,3524,1,61,3,1,1083,0
0,0.002659,0.000166,6017,1,81,2,1,1018,0
0,0.000285,0,3507,1,60,2,1,1012,0
0.950069,0.005462,0.00084,793.333333,0,48,57,0.666667,1831,0
0,0.00624,0.00624,1282,1,32,78,1,4538,0
0.458686,0.051205,0.011044,498,0,24,48,0.5,26,0
0,0.00468,0.00156,1282,1,31,23,1,3679,0
0.754858,0.007734,0.003185,732.666667,1,33,24,0.333333,3621,0
0.468408,0.023375,0.023009,684.5,1,36,115,0.75,3607,0
0,0.00256,0,1172,1,20,2,1,2417,0
0,0.006757,0.006757,148,1,1,72,1,2075,0
0,0.000852,0,3522,1,61,231,1,1082,0
0.817582,0.009009,0.005005,666,1,61,140,0.666667,28,0
0,0.038889,0,180,1,27,38,1,29,0
0.881291,0.017274,0.001919,260.5,1,19,103,1,1063,0
0,0.000289,0.000577,3466,0,27,141,1,3263,0
0,0.001662,0.004986,4212,1,120,273,1,8,0
0.673596,0.110744,0.041071,340.875,0,64,92,0.375,967,0
0.823686,0.009365,0.001405,1359.090909,1,87,907,1,1130,1
0.615289,0.005708,0.005902,646,1,66,464,0.625,2706,0
0.744324,0.003063,0.00105,2285.4,0,49,198,0.8,206,0
0.224327,0.030787,0.001559,1283,0,5,37,1,2070,0
0,0.001417,0.000709,1411,0,50,201,1,4024,0
0,0.023897,0,544,0,3,303,1,2663,0
0,0.003837,0.000767,3909,1,43,1,1,246,0
0.081462,0.06993,0.055944,786.5,1,26,14,0.5,2546,0
0.697581,0.087353,0.0275,529.87013,0,183,5363,0.571429,173,0
0.135036,0.040687,0.026701,786.5,1,27,338,0.5,5,0
0,0.000861,0.000287,3483,1,29,7,1,3281,0
0,0.001453,0.000363,2753,1,6,0,1,2219,0
0.998253,0.006851,0.000311,1070.333333,0,62,477,1,78,0
0.600126,0.012929,0.012648,508.285714,1,78,217,0.571429,827,0
1,0.046296,0,216,1,13,494,1,2,0
0.84154,0.013212,0.002058,1539,1,94,847,0.833333,81,0
0.707903,0.010103,0.000583,1029.4,1,66,2157,1,779,0
0.371737,0.049318,0.004063,1056.764706,0,116,2519,0.823529,1918,1
0.430552,0.064455,0,527.5,1,15,42,1,594,0
0.977683,0.000532,0.019698,2817.5,1,68,19,1,415,0
0,0.003774,0.003774,265,1,25,45,1,3663,0
0,0.002176,0,3217,0,62,6,1,64,0
0,0.185484,0.137097,248,1,19,41,1,3841,0
0.505891,0.022397,0.00454,550.666667,1,60,112,0.666667,812,0
0.780683,0.016522,0.006196,269,1,17,216,0.888889,1702,0
0.505891,0.022397,0.00454,550.666667,1,60,359,0.833333,818,0
0,0.007671,0.002092,1434,1,35,210,1,51,0
0.827159,0.029388,0.004497,778.375,0,86,2669,0.75,23,0
0.690678,0.006176,0.000242,1651.6,1,91,1061,1,576,0
0.297472,0.019375,0.004375,800,1,53,545,1,472,0
0,0.074627,0.007463,134,0,4,0,1,3062,0
0.970951,0.000369,0.000554,2707.5,1,68,52,1,3864,0
0,0,0.012097,1240,1,29,11,1,1,0
0,0.014151,0.014151,212,1,22,89,1,4434,0
0.426821,0.021286,0.017454,1566,0,56,73,1,825,0
0.46592,0.044226,0.01069,954.2,1,50,108,0.8,3973,1
0.566193,0.059603,0.056319,822.1,0,64,169,0.8,3935,0
0.745333,0.00675,0.002531,1185.25,1,51,22,1,649,0
0.700286,0.014409,0.012232,3215.666667,0,63,2,1,645,1
0,0.038339,0.031949,313,1,9,38,1,627,0
0,0.002075,0,3374,1,23,7,1,3020,0
0,0.00383,0.000348,2872,0,40,4,1,539,0
0.858673,0.019153,0.001008,330.666667,1,22,74,0.666667,12,0
0.266619,0.075669,0.001164,572.666667,1,19,78,0.333333,1072,0
0.856764,0.047892,0.00843,1115,1,24,13,0.8,1432,0
0,0.012855,0.010149,1478,0,39,77,1,4,0
0.236804,0.019001,0.016012,1561.333333,0,54,167,1,804,0
0.083543,0.089202,0.361502,106.5,0,1,2,0.5,1612,0
0,0,0,122,0,1,0,0.5,1610,1
0,0.023508,0.003617,553,1,10,19,1,569,0
0.622706,0.03153,0.002556,670.571429,1,32,1765,1,26,0
0.532175,0.017429,0.004793,1147.5,1,24,126,1,4,0
0.650022,0.017958,0.000513,974.5,1,15,2,1,1575,0
0.973156,0.019261,0.016089,2206.5,1,19,10,1,1526,0
0.693382,0.01565,0.00622,996.8,0,28,36,0.8,1511,0
0,0.000743,0.000743,1346,1,43,35,1,3,0
0.821281,0.006426,0.010858,2256.5,0,47,18,1,2722,0
0,0.001793,0.000256,3905,1,39,5,1,189,0
0.406453,0.03977,0.017154,1403.916667,1,96,1573,0.833333,206,0
0.146094,0.153348,0.053996,231.5,1,2,56,0.5,801,0
0.592927,0.00736,0.004152,662.375,1,41,1507,0.875,27,0
0.398459,0.009737,0.000263,1900,1,29,21,1,3534,0
0.459987,0.120805,0.031117,546.333333,1,19,95,1,3,0
0.644796,0.01475,0.004594,1033.875,0,38,4,0.375,2375,0
0,0.020649,0,339,1,37,649,1,2776,0
0,0.002825,0.002825,708,1,64,26,1,8,0
0,0.067187,0,640,1,15,19,1,3545,0
0,0.198775,0.000557,1796,1,16,1,1,774,0
0.862763,0.005018,0.003813,1993,1,33,20,1,720,0
0,0.002825,0.002825,708,1,64,27,1,9,0
0,0.012462,0.001108,3611,1,64,3,1,4,1
0,0.02071,0,338,1,37,78,1,12,0
0,0.019268,0.000642,1557,0,41,12,1,1804,0
0,0.035503,0,676,1,13,23,1,316,0
0.630864,0.089768,0.082654,859,1,74,266,0.444444,289,1
0.731308,0.009272,0.003024,1653.666667,0,58,37,1,895,0
0,0.002527,0.000421,2374,1,42,1,1,484,0
0.858922,0.012654,0.005661,1001,0,46,142,1,793,0
0,0.002211,0.002948,1357,1,46,15,1,9,0
0.508686,0.00345,0.007412,1304.166667,0,58,178,0.833333,633,0
0.741877,0.007074,0.002358,1590.25,1,66,242,1,66,0
0,0.000777,0.001554,1287,1,42,6,1,2547,0
0.349184,0.088997,0.009709,309,0,10,60,1,430,0
0.140327,0.069044,0.007587,659,1,30,22,1,888,1
0,0.011419,0,613,0,26,158,1,63,0
0,0.002849,0,351,1,28,248,1,612,0
0.693212,0.048307,0.000996,200.8,0,17,577,0.7,1033,0
0,0,0,0,0,7,109,1,47,0
0,0,0,18,0,4,886,1,126,0
0.812243,0.016372,0.009875,1539.2,0,83,630,1,766,0
0.879414,0.006682,0.003777,1032.7,1,79,24,0.8,3337,0
0.184423,0.109746,0.083538,407,0,23,51,0.666667,3750,1
0,0.02356,0.068063,382,0,11,2,1,1919,0
0,0.007673,0.038363,391,0,11,0,1,1864,0
0.748908,0.084095,0.073126,218.8,0,14,42,0.8,1812,0
0.228538,0.064644,0.006596,379,1,25,2,0.5,3321,0
0.709434,0.003475,0.002184,1678.833333,1,70,251,0.833333,4003,0
0.666102,0.055092,0.060935,239.6,0,22,954,1,211,0
0,0.098807,0.044293,587,1,9,3,1,1939,0
0.762996,0.034425,0.010076,297.75,0,12,29,0.75,1899,0
0.702829,0.02683,0.012914,725.090909,0,32,587,0.727273,2386,1
0,0.038348,0,678,1,20,226,1,47,0
0.73247,0.002681,0.002122,1790.6,1,68,949,1,4175,0
0,0.03125,0,32,1,11,713,1,2585,0
0.450345,0.178876,0.056218,293.5,1,4,3,1,17,0
0.764205,0.031022,0.018248,274,0,4,8,1,4283,0
0,0.911523,0.002058,486,0,18,0,1,4273,0
0.697011,0.010481,0.020756,695.142857,1,24,10,0.428571,2561,0
0.774404,0.05613,0.044559,338.5,0,14,320,0.75,2529,1
0.878845,0.006532,0.002969,280.666667,0,9,23,0.666667,2506,0
0.834223,0.021438,0.002522,317.2,0,6,18,0.8,2495,0
0,0.234375,0.140625,64,0,4,1,1,2459,0
0,0.576923,2.141026,78,0,1,1,1,1994,0
0.529666,0.078203,0.001664,200.333333,1,4,6,1,2581,0
0.629323,0.011909,0.107184,325.375,1,12,13,0.625,2553,0
0.699083,0.008222,0.008222,774,1,51,741,0.636364,128,0
0.628469,0.033619,0.004594,684.142857,0,25,102,0.714286,495,0
0.761145,0.01986,0.00993,570.666667,0,12,16,1,2016,0
0,0.023499,0.002611,383,0,3,1,1,2008,0
0.46197,0.033381,0,352,0,10,6,0.75,2545,0
0.499263,0.435503,0.310059,281.666667,0,4,3,1,2478,0
0.618741,0.259259,0.168459,209.25,0,4,498,0.5,2444,0
0.353348,0.22449,0.029001,232.75,0,12,732,0.75,2434,0
0,0.451613,0.870968,31,0,2,159,1,2404,0
0.400686,0.102768,0.061592,481.666667,1,36,715,0.833333,4017,1
0.688347,0.016685,0,619.333333,1,31,303,1,3998,0
0.708775,0.038202,0.035634,623,1,51,475,0.8,108,0
0.200622,0.025294,0.012353,850,1,13,50,1,2,1
0,0.031906,0,1191,0,10,2,1,1889,0
0.711391,0.022801,0.005429,394.714286,0,11,80,0.571429,2538,1
0,0.04644,0.004644,646,0,6,0,1,1802,0
0,0.012759,0.007974,627,0,6,0,1,1801,0
0,0.375887,0,141,0,1,2,1,1842,0
0,0,0,38.5,0,1,0,0.5,1759,0
0.620782,0.036769,0.023822,482.75,0,38,2543,1,879,0
0.742884,0.05731,0.037583,1165.909091,0,84,424,0.909091,936,0
0.835505,0.014377,0.003195,626,0,53,951,0.5,63,0
0.308149,0.000865,0.140138,578,1,41,841,1,249,0
0,0,0.071429,140,1,16,472,1,2589,0
0.341403,0.184549,0.136266,699,1,52,302,1,3764,1
0.766228,0.011419,0.007504,510.833333,1,37,166,0.833333,728,0
0.603904,0.014963,0.013716,534.666667,1,29,68,1,366,1
0.745472,0.015781,0.010306,621,1,27,251,1,3490,0
0,0.04878,0.03252,123,0,4,0,1,1992,0
0.699356,0.058675,0.040946,394.833333,0,9,11,0.5,1798,0
0,0.007874,0.007874,127,1,4,0,1,2479,0
0.979869,0.0096,0.0096,312.5,1,8,548,1,2120,0
0,0,0,62.75,0,15,634,0.5,133,0
0,0.007407,0,135,0,12,240,1,228,0
0,0,0,28.666667,0,9,1169,1,133,0
0.479832,0.020833,0.025641,312,1,14,452,1,2421,0
0,0.431818,0.545455,44,1,11,1263,1,2555,0
0.619881,0.042592,0.006797,551.75,1,33,349,1,4005,0
0.303375,0.013173,0.008018,873,1,12,4,1,2540,0
0.746521,0.036192,0.028893,411,1,12,49,0.5,1991,0
0.817609,0.003832,0.002044,1304.888889,1,103,1285,0.777778,2579,0
0.955404,0.004454,0.003118,449,1,26,219,0.8,344,0
0.807238,0.048054,0.084094,346.833333,0,45,5309,1,193,0
0,0.022222,0,45,1,14,1302,1,2654,0
0,0.0369,0.04674,813,0,21,219,1,229,0
0.322449,0.100203,0.080569,492.333333,0,44,103,0.666667,2045,0
0,0.004237,0.004237,472,1,25,0,1,3338,0
0,0.007732,0.005155,388,1,11,5,1,1999,0
0.731735,0.009201,0.007583,618.125,0,49,1034,1,36,0
0.514013,0.006911,0.001063,1410.75,0,61,25,1,864,0
0,0.851351,2.310811,74,0,5,159,1,48,0
0.327384,0.007242,0.027577,897.5,0,82,288,0.75,84,1
0.655933,0.016762,0.005987,696,1,74,12,0.333333,341,0
0.473406,0.01616,0.001696,1253.125,0,93,535,1,820,0
0.286397,0.003876,0.189922,258,1,20,13,1,164,0
0,0.002096,0,477,0,9,32,1,337,0
0.879459,0.024568,0.005914,1099,0,3,13,1,3148,0
0,0.000648,0,1544,1,41,293,1,825,0
0,0,0.0025,800,1,34,23,1,940,0
0.766916,0.002121,0.000979,2043.333333,0,54,3,0.333333,27,0
0,0.004488,0.006284,1114,1,120,19,1,2,0
0.458147,0.275495,0.269406,109.5,0,32,5398,1,40,0
0.647501,0.081,0.0245,400,1,50,382,0.6,8,0
0.8641,0.055383,0.023132,264.470588,0,13,619,0.764706,1778,0
0.811278,0.036364,0.036364,55,0,1,0,1,1998,0
0,0.875,0.75,32,0,1,1,1,1995,0
0,0.013986,0.041958,143,1,15,122,1,203,0
0,0.006993,0.006993,143,1,13,2,1,860,0
0,0.012579,0,159,1,13,272,1,823,0
0.173633,0.047982,0.049505,328.25,1,30,1009,1,4618,0
0.694149,0.055373,0.039522,323.866667,0,14,346,0.533333,1863,1
0,0.006993,0.006993,143,1,16,1056,1,1835,0
0,0.012579,0,159,1,13,790,1,829,0
0,0.213793,0.344828,145,0,13,797,1,879,0
0,0.007716,0,648,1,40,3,1,3082,0
0,0.001639,0,610,1,36,9,1,184,0
1,0.004484,0.002242,446,1,33,306,1,109,0
0,0.001808,0.001808,553,1,27,63,1,411,0
0,0.001808,0,553,1,27,5,1,333,0
0,0.00361,0.005415,554,1,25,17,1,4367,0
0.985228,0.019908,0.001531,326.5,1,29,2,1,4007,0
0,0.053191,0.021277,470,1,25,1,1,3318,0
0.866688,0.013945,0.111561,741,0,33,91,0.666667,51,0
0.908178,0.019248,0.011916,545.5,0,22,4,1,421,0
0,0.042155,0,427,0,20,56,1,410,0
0,0.020305,0.002538,394,0,11,0,1,2541,0
0,0.005155,0.002577,388,1,11,0,1,2516,0
0,0.033592,0.015504,387,1,11,18,1,2512,0
0,0.002618,0.002618,382,0,11,2,1,1924,0
0.844354,0.005725,0.022901,174.666667,1,11,21,1,1807,0
0.820503,0.015771,0.015678,542.15,0,37,282,0.8,92,1
0,0.002915,0.002915,343,1,10,0,1,1779,0
0.662097,0.011828,0.046237,310,0,11,35,0.666667,1752,0
0.927151,0.013683,0.007076,735.896552,0,64,87,0.034483,901,0
0.717385,0.017175,0.004738,1125.666667,0,41,147,0.666667,427,0
0.969293,0.003303,0.001651,504.666667,0,44,721,0.833333,167,0
0.811278,0.001304,0.000652,3067.5,1,83,462,1,1708,0
0,0.007692,0,650,1,40,499,1,3083,0
0,0.013029,0.004886,614,1,38,289,1,2555,0
0.879999,0.010721,0.00473,1268.5,0,110,1593,0.7,40,0
0.797184,0.00354,0.009344,784.777778,0,105,702,0.888889,275,0
0,0,0,222.666667,0,24,397,1,139,0
0.652677,0.074799,0.024598,398.4,1,50,2987,0.8,13,0
0.79995,0.017507,0.005735,662.6,1,59,2364,0.8,2659,0
0.918296,0,0.012448,120.5,1,13,252,0.5,202,0
0.840359,0.072165,0.017182,145.5,0,2,0,0.5,1930,0
0.849932,0.132013,0.082508,101,0,2,64,1,1928,0
0.262798,0.724891,0.157205,114.5,1,1,0,0.5,1754,0
0.77993,0.194139,0.025641,91,0,1,15,0.666667,1748,0
0.965064,0.753333,0.22,75,0,1,18,1,1745,0
0,0.925,0.675,80,0,1,18,1,1743,0
0.786368,1.34375,0.03125,48,0,1,2,0.5,1721,0
0,0,0,6.5,0,1,0,0.5,1719,0
0,0,0,115,0,14,975,1,139,0
0,0.019802,0.019802,101,1,2,125,1,537,0
0,0.322581,0.419355,93,0,1,1,1,1755,0
0,0,0,55,0,1,0,0.5,1741,0
0,0,0,18.666667,0,8,1558,1,149,0
0,0.008187,0,855,1,39,27,1,18,0
0,0.002494,0,802,0,34,0,1,941,0
0,0.008816,0,794,1,32,106,1,319,0
0.104419,0.027571,0.026826,671,1,38,6,0.5,119,0
0,0.001266,0.001266,790,0,24,2,1,93,0
1,0.003083,0.003083,973,1,46,0,0.5,3572,0
0.918296,0.004625,0,973,0,46,2,1,3569,0
0,0.046835,0.003797,790,1,23,0,1,3567,0
0,0.001605,0.001605,623,1,22,2,1,4268,0
0,0.038168,0.010687,655,0,16,15,1,409,0
0.958,0.001321,0.001761,1817.2,0,59,76,0.8,374,0
0.371232,0.004566,0.016743,328.5,0,16,57,1,23,0
0,0.004862,0.003241,617,0,14,2,1,223,0
0,0.034091,0.029221,616,0,14,7,1,222,0
0,0.003236,0.006472,618,1,9,5,1,1981,0
0,0.013962,0.005236,573,1,9,0,1,1932,0
0,0.054291,0,571,0,9,2,1,1923,0
0,0.001818,0.027273,550,0,9,2,1,1918,0
0,0,0,389,0,34,777,0.714286,149,0
0.666571,0.012071,0.011717,1650,0,108,2546,1,1212,0
0,0.008772,0.002506,798,1,32,128,1,375,0
0.958285,0.012341,0.006358,891.333333,1,57,1006,0.666667,2588,0
0.235193,0.046771,0.040089,449,1,39,514,1,263,0
0.729847,0.007752,0.006342,473,1,40,343,1,2086,0
0,0,0.019231,52,0,15,678,1,1212,0
0.894245,0.008989,0.004348,1258.789474,1,152,3047,0.789474,305,0
0,0.008237,0.001647,607,1,23,99,1,2413,0
0,0.004959,0.01157,605,0,23,49,1,2237,0
0,0.001783,0,561,1,23,27,1,2112,0
0.450505,0.005145,0,2054.857143,0,122,455,1,2079,0
0,0.004107,0.002053,487,1,19,0,1,4275,0
0,0.00823,0.00823,486,0,19,1,1,89,0
0,0.002058,0.002058,486,1,18,0,1,4274,0
0,0.05814,0.011628,172,0,14,14,1,745,0
1,0.001603,0.002404,1248,1,43,0,0.5,603,0
0,0,0.04878,82,0,12,0,1,478,0
0,0.0375,0.0125,80,1,10,12,1,20,0
0,0.013158,0.263158,76,0,8,11,1,1892,0
0,0.011905,0.011905,84,0,8,29,1,1804,0
0,0.04,0.02,50,0,7,55,1,1401,0
0,0.058824,0.011765,170,1,15,200,1,24,0
0.92062,0.000826,0,2422.333333,1,89,1749,1,2067,0
0,0.008183,0.001637,611,1,25,211,1,1060,0
0,0.004942,0.011532,607,1,25,213,1,2506,0
0,0.008183,0.001637,611,1,23,205,1,2460,0
0,0.012245,0.006122,490,1,19,104,1,258,0
0.755375,0.033213,0,692.5,1,31,9,1,125,0
0.708413,0.022576,0.002052,649.666667,1,44,274,1,123,0
0,0.00216,0.012959,463,1,15,35,1,3833,0
0,0.014706,0,340,1,13,14,1,4011,0
0,0.005952,0.008929,336,0,11,80,1,675,0
0,0.009346,0.037383,321,1,8,32,1,322,1
0,0.033537,0.064024,328,1,7,57,1,1,0
0.936667,0.014535,0.001938,516,1,8,24,0.5,228,0
0.217543,0.066643,0.006091,558.2,0,9,4,0.4,2485,0
0,0.00232,0.00232,431,0,4,1,1,450,0
0,0.00232,0.00232,431,1,3,0,1,2470,0
0.326037,0.3065,0.015067,464.6,0,9,4,0.8,2464,0
0,0.016014,0,562,1,28,8,1,2731,0
0.747621,0.018154,0.005846,541.666667,1,59,1193,0.833333,2653,0
0,0.009208,0.007366,543,1,25,1,1,2335,0
0.77935,0.005882,0.006863,510,1,34,14,1,2316,0
0,0.007181,0.005386,557,1,21,141,1,4518,0
0,0.018707,0.001701,588,0,18,71,1,43,0
0,0.058621,0.051724,580,0,16,1,1,3734,1
0,0.019164,0.019164,574,1,15,43,1,33,0
0,0.004024,0.006036,497,1,9,0,1,481,0
0,0.008032,0.002008,498,1,9,0,1,480,0
0.692739,0.020511,0.042367,495.666667,1,22,1030,1,11,0
0,0,0.002058,486,1,9,4,1,2606,0
0.721928,0.001732,0.001155,866,1,12,43,1,2515,0
0.367579,0.056509,0.001009,660.666667,0,17,245,1,3320,0
0,0.010363,0.001727,579,1,19,248,1,55,0
0.237508,0.115324,0.371248,316.5,0,20,99,1,4369,0
0,0.016667,0.016667,60,1,4,1,1,2006,0
0,0.232877,0.273973,73,1,12,974,1,2561,0
0,0.003429,0.002286,875,1,33,49,1,3116,0
0.951854,0.005084,0.005034,514.410256,1,111,17262,0.666667,324,1
0,0.259472,0.259472,871,1,33,99,1,285,0
0,0.00114,0.002281,877,1,31,0,1,75,0
0,0.001139,0.007973,878,1,31,133,1,74,0
0,0.019231,0.06448,884,1,30,80,1,176,1
0.863121,0.00689,0,508,1,28,353,1,3,0
0,0.001155,0.001155,866,1,27,0,1,1123,0
0.333595,0.060262,0.056566,2345.333333,1,77,144,0.666667,1122,1
0.918296,0.003779,0.000756,661.5,1,29,111,1,755,0
0,0.003681,0.001227,815,1,18,0,1,3082,0
0,0.007362,0.002454,815,0,18,0,1,3081,0
0,0.001372,0.001372,729,1,18,0,1,371,0
0.789018,0.004146,0.00605,1115.625,1,89,111,0.5,357,1
0,0.00137,0.00137,730,1,16,15,1,334,0
0,0.00274,0.00137,730,1,16,0,1,479,0
0,0.007236,0.004342,691,0,11,7,1,12,0
0,0.038298,0.015603,705,1,10,17,1,3,0
0,0.004082,0.002041,490,1,5,0,1,3245,0
0,0.010225,0.00818,489,1,4,0,1,2472,0
1,0.001256,0.001256,796,1,9,0,1,2468,0
0.897645,0.010334,0.006937,2354.666667,1,77,383,1,1126,0
0,0.003421,0.002281,877,1,33,658,1,3117,0
0,0.00114,0.009122,877,1,33,577,1,2964,0
0.265183,0.049778,0.047314,405.8,1,52,2476,0.8,2561,0
0,0.055556,0.009259,108,1,3,30,1,2077,0
0,0.009615,0.009615,104,0,3,1,1,667,0
0.854557,0.01495,0.016611,451.5,1,21,147,1,2024,0
0.266765,0.526667,0.06,75,0,2,4,0.5,2013,0
0.412219,0.040598,0.047009,156,0,3,22,1,2005,0
0,0,0,158,0,1,0,1,1982,0
0,0.0625,0.008929,112,0,3,3,1,901,0
0,0,0,24,0,1,0,1,1983,0
0.657003,0.000205,0.029044,1218,1,103,1254,0.75,213,0
0,0.019763,0.013834,506,1,4,30,1,2601,0
1,0.003236,0.003236,309,0,4,4,1,29,0
0,0.001786,0.001786,560,0,2,0,1,451,0
0,0.010714,0,560,1,2,1,1,449,0
0,0,0,297.5,0,1,0,0.5,2475,0
1,0.003306,0.003306,302.5,0,4,87,1,31,0
0,0,0,187.666667,0,15,1402,1,156,0
0,0.025641,0.025641,39,1,1,0,1,2480,0
0.646101,0.050247,0.006459,917,0,96,1881,0.846154,2890,0
0,0.002096,0,477,1,21,0,1,9,0
0.869257,0.080362,0.130164,589,0,46,670,1,2264,0
0,0.006494,0.002165,462,1,20,100,1,2156,0
0,0.008677,0.006508,461,0,20,271,1,2022,0
0.801988,0.048887,0.040131,456.833333,0,41,330,1,3868,0
0.127419,0.078571,0.023214,280,0,12,99,1,534,0
0,0.059387,0.032567,522,1,7,50,1,3554,0
0,0.216797,0.001953,512,1,7,22,1,33,0
0,0.017199,0.002457,407,1,3,1,1,2017,0
0,0.018182,0.01039,385,0,3,1,1,2011,0
0,0.003145,0,318,1,2,2,1,2507,0
0,0.01083,0.00722,277,0,1,0,1,2453,0
0,0,0,58,0,1,0,1,2403,0
0.761335,0.26945,0.263757,263.5,0,21,708,1,2274,0
0.597933,0.049782,0.049419,344,1,55,2018,0.75,8,0
0.175565,0.052013,0.011745,298,0,15,317,1,811,0
0,0.087719,0.035088,57,1,4,276,1,34,0
0.635457,0.031211,0.021045,801,0,90,480,0.714286,308,0
0,0.00084,0.00084,1191,1,42,7,1,2730,0
0,0.011414,0.001756,1139,1,41,58,1,2646,0
0.387199,0,0.113656,589.5,1,54,1189,1,2568,0
0,0.002419,0.002419,1240,1,41,30,1,9,0
0,0.014571,0.009202,1304,1,40,133,1,2107,0
0,0.000766,0,1305,1,38,12,1,1309,0
0,0.003067,0,1304,1,38,1,1,1215,0
0,0.011521,0.009985,1302,1,36,14,1,915,0
0.573334,0.206566,0.207934,974.666667,1,51,207,1,356,1
0,0.015911,0,1257,1,30,0,1,4008,0
0,0.026913,0.007569,1189,1,25,14,1,719,0
0,0.003342,0.003342,1197,1,23,1,1,3754,0
0,0.004177,0.001671,1197,1,23,14,1,62,0
0,0.000853,0.000853,1172,1,20,0,1,2418,0
0,0.030769,0.024786,1170,1,20,5,1,2415,0
0.786333,0.004294,0.045089,465.75,1,32,124,0.625,116,0
0.918296,0.001817,0.001817,825.5,1,14,73,1,2681,0
0,0.001643,0.001643,1217,1,13,4,1,1058,0
0,0.008203,0.00082,1219,0,12,13,1,2621,0
0,0.001671,0.001671,1197,1,11,0,1,2531,0
0,0.003342,0.000835,1197,1,11,0,1,2517,0
0,0.004184,0,1195,0,11,2,1,1925,0
0,0.001678,0.001678,1192,1,11,2,1,180,0
0,0.003356,0.000839,1192,1,10,0,1,1894,0
0,0.000841,0.002523,1189,1,10,1,1,1893,0
0,0.001762,0,1135,0,9,1,1,1490,0
0,0,0.001815,1102,0,9,1,1,2473,0
0,0.001812,0,1104,0,9,0,1,2471,0
0,0.000907,0,1102,0,9,0,1,2466,0
0,0.004704,0.005644,1063,0,9,3,1,1749,0
0.811278,0.001975,0.007901,1012.5,0,13,113,1,3097,0
0,0.001652,0.001652,1211,1,13,38,1,1057,0
