@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-6,8-15,18,20-21,24-26,28,30,33,35-47,49-50,52-53,55,57-61'

@attribute CvsWEntropy numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
0.013981,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.006299,0,0,0,0,0,0,2,0,0,0,0,0,0,2,clean
0.009376,0,0,0,0,0,0,1,0,0,0,0,0,0,32,clean
0.022349,7,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001518,1,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.01,0.025637,32,clean
0.001669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.005226,0,0,0,0,0,0,1,0,0,0,0,2.02,0.008829,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.03,0.033647,25,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.01,0.027723,26,clean
0.007595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.008636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.006483,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,clean
0.001138,0,0,0,1.01,0,0,1,0.004825,0,0,0,0,0,0,clean
0.013411,3,0,0,1.01,0,0,1,0.004498,0,0,0,0,0,0,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.118643,7,2,0,1.01,0,0,1,0.000845,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,buggy
0.005967,1,0,0,0,0.020185,1,2,0,1.01,1.01,0.021023,1.05,0.051511,5,clean
0.008983,0,0,0,0,0.018086,6,3,0,1.01,2.06,0.009752,3.3,0.03839,57,clean
0.002977,0,1,0,0,0,0,1,0,0,0,0,3.11,0.012186,18,clean
0.022453,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.048909,0,1,0.002667,0,0,1,2,0,0,0,0,3.08,0.007771,19,buggy
0.083474,0,0,0,0,0.005462,8,4,0,0,2.02,0,4.24,0.057037,36,clean
0.002712,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.001873,0,0,0,0,0,0,2,0,0,0,0,2.06,0.009791,31,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,2,0,0,0,0,0,0,27,clean
0.003905,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0.025198,25,4,0,0,1.01,0,0,0,78,buggy
0.019981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,1,0,0,0,0,0,1,0,0,0,0,0,0,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.002107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000852,0,0,0,0,0,0,2,0,0,0,0,0,0,20,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.005402,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.003621,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,17,buggy
0.00286,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.003619,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001477,0,0,0,0,0,8,4,0,1.01,0,0.002921,4.09,0.014863,47,clean
0.005797,2,0,0,2.03,0.003609,0,3,0.007273,0,1.01,0,2.04,0.008655,59,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.006691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.197103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.033948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003442,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.012163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.229488,0,0,0,0,0.030844,25,4,0,2.02,2.02,0.006657,8.3,0.019174,78,buggy
0.001984,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,11,clean
0.006392,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.011707,1,1,0,0,0,0,2,0,0,0,0,1.38,0.002024,2,clean
0.001328,0,0,0,0,0,16,3,0,1.01,0,0.008626,2.04,0.013691,48,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.009819,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.01208,0,0,0.002667,0,0,0,1,0,0,0,0,1.01,0.005924,17,clean
0.015863,0,0,0,0,0,1,2,0,0,0,0,1.02,0.001437,10,clean
0.001987,1,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.002387,1,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.004145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.022333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.117052,0,0,0,0,0.005462,8,2,0,0,2.02,0,3.05,0.054697,25,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,clean
0.000949,1,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,24,clean
0.005626,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,buggy
0.002078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.096789,0,0,0,0,0,19,3,0,0,0,0,2.02,0.009791,76,clean
0,0,0,0,0,0,1,1,0,0,0,0,1.03,0.005924,35,clean
0.00557,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,2,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.013141,0,0,0,0,0.005368,16,3,0,1.01,2.17,0.008626,3.07,0.016422,48,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.006014,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.080636,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,16,clean
0.003675,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.052556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.012746,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,16,clean
0.014599,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.004575,0,0,0,0,0.000797,4,2,0,0,1.01,0,5.05,0.012545,17,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.002769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.011866,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001191,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,16,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.030131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,1,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.002515,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.012227,4,1,0,0,0,0,3,0,0,0,0,2.08,0.009791,52,clean
0.007962,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,17,clean
0.008836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.025819,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.006556,1,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.00239,0,0,0,0,0,0,3,0,0,0,0,0,0,14,buggy
0.001138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001578,0,0,0,0,0,0,2,0,0,0,0,2.02,0.031562,32,clean
0.009547,2,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.062492,0,0,0.002198,0,0,0,1,0,0,0,0,2.02,0.009791,9,buggy
0.036776,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000682,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.12837,2,0,0,1.01,0,0,1,0.004973,0,0,0,0,0,0,clean
0.006325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.003296,1,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0.002308,0,1,0,1.02,1.01,0.002921,7.03,0.01488,9,clean
0.007749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.31964,0,2,0.001326,0,0,0,1,0,0,0,0,0,0,0,clean
0.076829,1,0,0,1.01,0,0,1,0.004973,0,0,0,2.02,0.009791,9,clean
0.004273,0,0,0,0,0,0,2,0,0,0,0,1.01,0.005924,15,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.003795,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.012037,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.025014,0,0,0,0,0,0,3,0,0,0,0,3.05,0.037515,27,clean
0.004845,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000682,0,0,0,0,0,7,3,0,0,0,0,1.1,0.027723,39,clean
0.045338,0,0,0,0,0,0,1,0,1.01,0,0.00316,3.14,0.012696,9,clean
0.000949,1,0,0,0,0.00331,8,3,0,0,1.01,0,2.02,0.053259,28,clean
0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,2,0,0,0,0,0,2,0,0,0,0,0,0,55,clean
0.001952,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.001089,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,clean
0.010764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.008671,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.857933,0,1,0.0008,0,0.000722,0,2,0,0,1.07,0,5.51,0.017616,106,clean
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.016205,0,0,0,0,0,9,2,0,0,0,0,2.04,0.009791,30,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.008876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001156,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.00138,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.006808,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,12,clean
0.004432,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.005295,0,0,0,0,0.003609,0,2,0,0,1.03,0,5.07,0.040533,32,buggy
0.00663,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.001998,0,0,0.011131,0,0,0,2,0,1.01,0,0.008626,1.07,0.010786,7,clean
0.002787,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.013238,0,0,0,0,0.004439,0,2,0,1.01,3.1,0.000467,5.15,0.013348,13,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003629,4,0,0,3.03,0,0,1,0.010767,0,0,0,1.01,0.005924,9,clean
0.010621,0,1,0,0,0,0,2,0,0,0,0,2.06,0.009791,39,clean
0.00313,0,0,0,0,0,8,2,0,0,0,0,2.02,0.009791,63,clean
0.000136,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.012818,0,1,0,0,0,0,2,0,0,0,0,2.06,0.009791,33,clean
0.00358,0,0,0,0,0,0,1,0,0,0,0,0,0,15,clean
0.003203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.019375,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,17,clean
0.001518,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.008906,0,0,0.00318,0,0,0,1,0,0,0,0,0,0,0,buggy
0.002106,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,11,clean
0.27699,0,0,0.00289,0,0,0,1,0,0,0,0,0,0,0,buggy
0.004091,0,0,0,0,0,0,2,0,0,0,0,3.09,0.02416,37,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.007779,0,0,0,0,0.003609,0,3,0,2.02,1.01,0.00349,7.37,0.020011,50,clean
0.001162,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.000341,0,0,0,0,0,0,2,0,0,0,0,0,0,21,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001885,0,0,0,0,0.003609,0,4,0,1.01,1.01,0.002921,4.17,0.014863,51,clean
0.002881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.030706,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000679,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.007842,40,0,0,3.13,0,4,2,0.048697,0,0,0,1.1,0.027723,30,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.00583,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.002336,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.050781,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.006135,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001023,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.022094,0,0,0,0,0,0,2,0,0,0,0,0,0,4,clean
0.001364,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.001705,0,0,0,0,0,5,4,0,0,0,0,2.11,0.036351,47,clean
0.027532,0,0,0.019848,0,0,0,1,0,0,0,0,0,0,0,buggy
0.001587,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.003699,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000949,0,0,0,0,0,3,4,0,0,0,0,1.03,0.005924,75,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001501,0,0,0,0,0,0,1,0,0,0,0,3.05,0.037515,25,clean
0.001985,0,0,0.005394,0,0,0,1,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0.004366,0,0,0,2,0,1.01,0,0.002266,1.04,0.002778,4,clean
0.027017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.010156,0,1,0,0,0,0,4,0,0,0,0,2.1,0.009791,71,clean
0.007004,0,0,0,0,0,0,2,0,0,0,0,3.05,0.037515,26,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.003644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001694,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,23,clean
0.019934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001138,0,0,0,0,0,0,2,0,0,0,0,2.02,0.031562,32,clean
0.002633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002331,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.005617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001763,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,23,clean
0.003358,15,0,0,4.07,0,0,1,0.013496,0,0,0,1.01,0.005924,9,clean
0.003975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.002323,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.006527,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001328,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001019,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.005085,2,0,0,0,0,0,2,0,0,0,0,1.01,0.002667,7,clean
0.001708,0,0,0,0,0,2,4,0,0,0,0,1.04,0.005924,170,clean
0.004933,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.0021,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001763,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,23,clean
0.040692,0,0,0.001095,0,0,0,1,0,0,0,0,2.02,0.009791,10,clean
0.00233,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.040041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.342944,0,2,0.011968,0,0.0068,0,1,0,0,4.42,0,4.64,0.015189,27,buggy
0.036482,0,0,0,0,0,0,2,0,1.01,0,0.002266,1.04,0.002778,4,clean
0.005062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000271,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,10,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.055476,0,0,0,0,0.004993,0,2,0,0,3.09,0,5.14,0.014287,13,clean
0.001981,0,0,0,0,0,4,2,0,0,0,0,1.01,0.005924,17,clean
0,0,0,0.039933,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.001328,1,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.010938,2,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,clean
0.00362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,clean
0.008748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004904,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.016339,0,0,0.002596,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.113054,0,0,0.003545,0,0,0,1,0,0,0,0,2.02,0.009791,9,buggy
0.007665,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.005114,1,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.047937,0,0,0.000299,0,0,0,2,0,1.01,0,0.001571,2.09,0.004479,7,clean
0.001023,0,0,0,0,0,0,1,0,0,0,0,0,0,12,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.01,0.010786,26,buggy
0,0,0,0,0,0,0,3,0,0,0,0,0,0,52,clean
0.003625,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,45,clean
0.041098,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,buggy
0.016998,1,0,0.043693,1.01,0,0,1,0.0262,0,0,0,1.01,0.005924,9,clean
0.75359,0,0,0,0,0,0,2,0,1.01,0,0.002921,4.04,0.014863,17,buggy
0.000136,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.019077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.014822,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.002557,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.001534,0,0,0,0,0,1,2,0,0,0,0,0,0,13,clean
0.007162,2,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.003839,0,0,0,0,0.003609,3,2,0,0,1.01,0,1.01,0.005924,14,clean
0,0,0,0.011131,0,0,0,1,0,0,0,0,0,0,9,clean
0.01239,1,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002898,0,0,0,0,0,0,2,0,0,0,0,1.01,0.003931,11,clean
0.002046,5,0,0,2.04,0,0,1,0.007875,0,0,0,0,0,9,clean
0.013842,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.013471,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.007494,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.011815,0,1,0.007238,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.010472,3,0,0,1.02,0,0,1,0.003261,0,0,0,0,0,0,clean
0.012393,0,0,0.000594,0,0.001023,1,1,0,0,1.01,0,3.65,0.010674,65,clean
0.000682,0,0,0,0,0,7,3,0,0,0,0,1.1,0.027723,39,clean
0.005895,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,45,clean
0.001614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.015513,0,0,0,0,0.002607,5,5,0,1.02,1.01,0.001232,2.2,0.029762,53,clean
0.006348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.098357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.010582,3,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001328,0,0,0,0,0,0,2,0,0,0,0,2.03,0.033647,26,clean
0.004205,17,0,0,3.03,0,0,1,0.020036,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001183,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001323,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002216,2,0,0,0,0,0,1,0,0,0,0,1.09,0.027723,18,clean
0.01301,0,0,0,0,0,0,1,0,0,0,0,1.02,0.005924,19,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003409,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.03912,0,0,0.011529,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.137177,0,1,0.003559,0,0,0,1,0,0,0,0,2.02,0.009791,10,clean
0.002046,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.001884,0,0,0,0,0,0,3,0,0,0,0,2.02,0.009791,24,clean
0.014633,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.003829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.009826,2,0,0,1.01,0,0,2,0.002601,0,0,0,0,0,2,clean
0,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.138546,0,1,0,0,0,0,2,0,1.01,0,0.000467,6.11,0.015713,17,buggy
0.007694,1,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.002619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.022884,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.051041,0,0,0.002198,0,0,0,1,0,0,0,0,0,0,0,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.033607,0,1,0,0,0,0,2,0,0,0,0,2.02,0.009791,16,clean
0.037862,0,0,0,0,0,0,2,0,0,0,0,2.06,0.009791,37,clean
0.001328,2,0,0,1.01,0,0,1,0.000954,0,0,0,1.01,0.005924,10,clean
0.001708,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.002728,1,0,0,1.01,0,1,3,0.017524,0,0,0,1.1,0.027723,28,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.045836,0,0,0,0,0,0,1,0,1.01,0,0.000467,1.01,0.001058,0,clean
0.07716,0,1,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.002329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004412,0,0,0,0,0,0,3,0,0,0,0,1.01,0.002667,9,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.088395,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.042999,2,0,0,0,0,0,2,0,0,0,0,4.13,0.014101,27,clean
0.011133,12,0,0,1.03,0,0,1,0.013005,0,0,0,2.02,0.009791,9,clean
0.006961,0,0,0.029667,0,0,0,1,0,0,0,0,0,0,0,clean
0.010046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.007853,0,0,0,0,0,0,1,0,0,0,0,2.09,0.006534,0,clean
0.011971,0,0,0.002774,0,0,0,1,0,0,0,0,0,0,0,clean
0.003279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004412,0,0,0,0,0,0,2,0,0,0,0,8.12,0.022649,31,clean
0,0,0,0,0,0.001679,0,1,0,1.01,1.04,0.001864,1.05,0.003867,0,clean
0.002321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000682,1,0,0,0,0.025198,1,3,0,1.01,1.01,0.021023,4.09,0.083371,15,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.003119,1,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001476,0,0,0,0,0,0,1,0,0,0,0,4.16,0.010674,9,clean
0.018201,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001313,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
1.90771,0,2,0.017267,0,0.002308,0,3,0,1.01,1.03,0.002921,1.05,0.002341,14,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001364,0,0,0,0,0,0,3,0,0,0,0,1.1,0.027723,26,clean
