@relation 'JM1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.264lOCode-0.264v-0.264b-0.262total_Op-0.262n... numeric
@attribute -0.466i+0.351ev(g)+0.332iv(g)+0.321v(g)+0.317branchCount... numeric
@attribute -0.588l+0.413ev(g)-0.364t-0.364e+0.231locCodeAndComment... numeric
@attribute -0.653locCodeAndComment+0.427uniq_Op-0.371l-0.28ev(g)-0.276lOComment... numeric
@attribute 0.598locCodeAndComment-0.397i-0.365ev(g)+0.303uniq_Op-0.243l... numeric
@attribute 0.518lOComment-0.44l-0.367uniq_Op-0.317locCodeAndComment-0.309uniq_Opnd... numeric
@attribute -0.559lOComment-0.468l-0.409uniq_Op-0.325d+0.223i... numeric
@attribute '-0.558d+0.367lOComment+0.35 uniq_Opnd-0.267total_Op-0.253n...' numeric
@attribute defects {false,true}

@data
1.409281,0.132154,-0.212095,0.281627,0.349851,0.12627,0.030365,-0.02703,false
1.716564,0.601848,0.103105,0.001327,0.24847,0.969028,0.887605,0.105127,false
0.487211,0.568014,0.738118,0.527642,0.306964,0.107003,-0.283212,-0.354631,false
-1.879884,-0.830183,0.382308,1.506872,0.499107,-0.557578,-0.176965,-0.171897,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.416837,0.274,-0.310136,0.157823,0.225785,0.00872,0.020792,0.007966,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
0.593882,-0.169588,0.715897,-0.717701,1.786998,-0.434356,0.415579,-0.447065,false
1.118887,1.729887,0.860929,-0.428593,-0.387268,0.729823,0.747179,0.181692,false
0.948722,0.121852,-0.166922,0.222584,0.092887,0.004359,0.201222,0.147607,false
1.046199,0.190642,-0.144514,0.257816,0.10533,-0.0805,0.182077,0.116654,false
1.261576,0.117999,-0.252933,0.17105,0.159837,0.079674,0.149196,0.029547,false
1.902778,0.43601,-1.321118,-0.646894,-0.210337,-0.380198,-0.480335,-0.195735,false
1.292777,0.157865,-0.085478,0.394339,0.390767,0.089296,0.028031,-0.022079,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
0.931201,0.199315,0.003688,0.273035,0.247247,0.346399,0.288757,-0.109598,false
0.46885,0.191807,0.470319,0.716739,0.402287,-0.082805,-0.189182,-0.094985,false
0.8968,0.279468,0.253723,0.33794,0.21554,0.178328,0.041865,-0.121257,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
-0.872689,-0.401248,0.482968,0.871978,0.536517,0.128073,-0.72577,0.63709,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
-0.580561,-0.337835,0.36016,0.959956,0.433856,-0.081571,-0.141608,0.095429,false
1.812914,0.356771,-1.03898,-0.433349,-0.105851,-0.255737,-0.305927,-0.130489,false
1.812914,0.356771,-1.03898,-0.433349,-0.105851,-0.255737,-0.305927,-0.130489,false
0.8968,0.279468,0.253723,0.33794,0.21554,0.178328,0.041865,-0.121257,false
1.820706,0.371573,-1.040906,-0.432487,-0.093629,-0.24872,-0.312831,-0.133026,false
1.975117,0.464533,-1.703345,-0.926243,-0.405994,-0.623992,-0.718494,-0.254161,false
1.423989,0.083072,-0.281749,0.083163,0.105911,0.214216,0.289181,-0.160221,false
0.525236,-0.436451,0.023348,-1.139377,0.389534,-0.771278,0.665239,0.256272,false
1.728871,0.643884,0.097398,0.00148,0.244385,0.934397,0.908694,0.11284,false
1.629119,0.881412,0.394538,-0.153969,0.014605,0.905181,0.775975,0.00391,false
0.423147,0.42754,0.54143,0.494894,0.265005,0.172766,-0.062276,-0.348506,false
0.883421,0.349597,0.304486,0.480664,0.44817,0.289063,-0.018788,-0.278542,false
1.144328,0.344279,0.139221,0.293069,0.343541,0.350817,0.075688,-0.191376,false
1.218878,0.085317,-0.136465,0.348741,0.341038,0.094971,0.029392,0.021381,false
1.06057,0.283818,0.137204,0.26705,0.299564,0.363612,0.055002,-0.126208,false
-0.830484,0.121301,0.914791,0.594136,-0.002685,-0.074405,-0.479297,0.04516,false
-0.038082,0.435634,0.800216,0.145282,-0.257381,0.139223,-0.154113,-0.001699,false
1.023597,0.139773,0.030966,0.259525,0.132911,0.080109,0.093875,0.012352,false
-0.443953,4.271182,2.507716,-1.358144,-1.748877,0.278946,0.465632,0.531342,false
-0.301852,1.330587,1.214796,-0.474331,-0.399582,-0.349812,0.233159,-0.09343,false
0.858414,2.153436,1.135394,-0.583518,-0.614203,0.654677,0.700254,0.239967,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
0.963961,-0.039332,-0.043676,0.534987,0.342393,-0.11627,0.003036,0.14034,false
1.123065,-0.22086,-0.298738,0.201424,0.016919,-0.07284,0.189109,0.13033,false
1.799518,0.261931,-1.297325,-0.62884,-0.339592,-0.496966,-0.412525,-0.109742,false
-0.418604,0.226232,0.692861,0.664174,0.273985,0.093771,-0.295962,-0.352263,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.333665,0.202796,-0.537298,-0.149109,-0.120208,-0.056046,0.129213,0.0498,false
-0.222899,-0.651303,0.239043,0.711347,0.304046,0.072763,-0.282818,0.438307,false
1.614787,0.916392,0.3969,-0.156503,0.009321,0.889578,0.786751,0.021175,false
0.682628,0.444913,0.597838,0.674948,0.502289,0.062192,-0.285798,-0.309952,false
1.095914,1.423839,0.546488,-0.06991,0.010589,0.733659,0.719227,0.353065,false
1.64568,0.299731,-0.840907,-0.289945,-0.091555,-0.249931,-0.208529,-0.046589,false
1.642408,0.815098,0.274457,-0.079431,0.11486,0.902173,0.830239,0.072605,false
1.04078,0.067535,0.135745,0.612976,0.558689,0.228093,0.038821,-0.208631,false
1.49172,0.120742,-0.488729,-0.00521,0.096702,0.032424,0.043714,-0.011214,false
-6.753671,-2.952193,0.752451,-1.630763,2.293023,1.223522,-1.134319,0.08138,false
1.880422,0.462035,0.03701,0.029537,0.290876,0.968282,0.894632,0.019148,false
1.877108,0.462501,0.036923,0.02843,0.290432,0.970453,0.895746,0.021195,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
0.847125,-0.459646,-0.040084,-0.122894,0.294608,0.031738,0.524828,-0.081973,false
0.47231,0.418077,0.325595,-0.274387,-0.855497,-0.391576,0.127823,0.120311,false
0.698598,0.103242,0.202479,0.508368,0.235681,-0.081518,-0.009169,0.101487,false
0.46885,0.191807,0.470319,0.716739,0.402287,-0.082805,-0.189182,-0.094985,false
1.519395,0.206374,-1.020143,-0.500536,-0.392069,-0.417776,-0.182038,-0.001609,false
-3.35792,-0.286575,1.179646,0.204085,-0.097644,0.051455,-0.040224,-0.688273,false
1.452859,0.27735,-0.215791,0.198764,0.296506,0.16965,0.09533,-0.08089,false
0.828089,1.767979,0.788984,-0.439856,-0.343813,0.867778,0.848867,0.413046,false
1.880422,0.462035,0.03701,0.029537,0.290876,0.968282,0.894632,0.019148,false
1.877108,0.462501,0.036923,0.02843,0.290432,0.970453,0.895746,0.021195,false
1.306808,0.242834,-0.597083,-0.155854,-0.201418,-0.35179,-0.040524,0.145349,false
1.728871,0.643884,0.097398,0.00148,0.244385,0.934397,0.908694,0.11284,false
1.882196,0.403665,-1.316822,-0.641749,-0.233326,-0.403848,-0.468649,-0.177001,false
1.290643,0.160215,-0.220765,0.25104,0.25809,0.031711,0.04462,0.064226,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.957633,0.444305,-1.702615,-0.920435,-0.418791,-0.641379,-0.711628,-0.239091,false
-0.547124,-0.452834,0.75787,-0.092444,1.451117,-0.593018,-0.079325,0.299227,false
0.033835,0.944493,0.789521,-0.003241,-0.487457,-0.115229,0.141199,0.019152,false
-0.449324,1.204596,1.084256,-0.127753,-0.78217,-0.188295,0.171563,0.031562,false
0.471431,0.049626,0.48983,0.600855,0.664022,0.520599,-0.581738,-0.209742,false
-0.072552,-0.128624,0.527427,0.710094,0.310905,-0.029403,-0.39155,0.193361,false
-0.395053,3.53226,1.993906,-0.941468,-1.196515,0.524466,0.473353,0.684658,false
-0.113468,0.456969,0.795722,0.67757,0.238273,-0.05612,-0.239194,-0.3622,false
0.851073,0.235033,0.190175,0.522504,0.438122,0.2422,0.096955,-0.249174,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.82178,0.298908,-1.302443,-0.633739,-0.312661,-0.470826,-0.426449,-0.130292,false
0.423147,0.42754,0.54143,0.494894,0.265005,0.172766,-0.062276,-0.348506,false
1.404825,0.252751,-0.182073,0.147475,0.311712,0.400022,0.196391,-0.148496,false
1.144328,0.344279,0.139221,0.293069,0.343541,0.350817,0.075688,-0.191376,false
-0.042446,-0.027946,0.427883,0.985888,0.685726,0.098885,-0.179551,-0.494452,false
1.06057,0.283818,0.137204,0.26705,0.299564,0.363612,0.055002,-0.126208,false
1.753114,0.671957,0.21573,-0.06277,0.152519,0.937817,0.835861,0.012553,false
1.625309,0.213261,-0.688279,-0.167027,0.013461,-0.073534,-0.066823,-0.041735,false
1.812914,0.356771,-1.03898,-0.433349,-0.105851,-0.255737,-0.305927,-0.130489,false
1.333665,0.202796,-0.537298,-0.149109,-0.120208,-0.056046,0.129213,0.0498,false
1.202653,0.361019,0.127397,0.326432,0.328921,0.203966,0.027884,-0.133621,false
1.587262,0.824335,0.158049,-0.023254,0.199225,0.894001,0.919415,0.200391,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.058348,0.090298,-0.197454,0.240942,0.064329,-0.153642,0.082594,0.10493,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.711271,0.315783,-1.280578,-0.643343,-0.36088,-0.491204,-0.406996,-0.09375,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
0.669935,-0.081138,0.098387,0.387872,0.062647,-0.065035,0.133434,0.113944,false
0.649357,0.77122,0.717412,0.271458,0.04554,0.118935,-0.107342,-0.322535,false
0.616071,0.003819,0.136578,0.568668,0.261917,-0.019555,0.198515,0.033444,false
1.076519,0.297215,0.142687,0.43679,0.336349,-0.00703,-0.0741,-0.010103,false
0.027075,-0.100978,0.451923,0.733183,0.285031,-0.024143,-0.078064,-0.362293,false
1.902778,0.43601,-1.321118,-0.646894,-0.210337,-0.380198,-0.480335,-0.195735,false
1.832235,0.516116,0.065193,0.022474,0.274688,0.958262,0.886434,0.040542,false
1.957633,0.444305,-1.702615,-0.920435,-0.418791,-0.641379,-0.711628,-0.239091,false
1.814986,0.380918,-1.051191,-0.44899,-0.074641,-0.198459,-0.31943,-0.141531,false
0.114974,0.281484,0.656133,0.934258,0.672371,0.068022,-0.363132,-0.442225,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
0.277056,0.298396,0.520591,0.83247,0.812224,0.415188,-0.370945,-0.863348,false
0.696078,0.044353,-0.186781,0.105261,-0.203246,-0.114979,0.38073,0.221538,false
1.06923,0.212408,0.108001,0.202988,0.330579,0.384259,-0.254485,0.107621,false
0.180676,0.131125,0.592279,0.938314,0.53618,-0.134824,-0.294159,-0.303122,false
1.249931,0.137094,-0.147899,0.326957,0.316516,0.087851,0.069349,-0.010287,false
1.249931,0.137094,-0.147899,0.326957,0.316516,0.087851,0.069349,-0.010287,false
1.344643,0.357839,-0.033086,0.175168,0.162368,0.048019,0.01509,-0.05665,false
1.233628,0.111313,0.080325,0.025604,0.716466,0.086938,0.225412,-0.136025,false
1.241161,0.135233,0.055934,-0.031314,0.713179,0.179572,0.254488,-0.160495,false
1.250792,0.080309,-0.020395,-0.078019,0.596406,0.034011,0.263265,-0.082445,false
-0.286752,0.260485,0.856225,0.343084,0.787043,0.116941,-0.346894,-0.42496,false
0.459519,0.606337,0.701393,0.495182,0.141236,-0.117638,-0.164328,-0.101995,false
0.6797,0.565288,0.496838,0.371953,0.101883,-0.075828,-0.071954,-0.024647,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
0.409809,0.116136,0.533188,0.490155,1.019244,0.102675,-0.039432,-0.588405,false
0.974597,0.215545,0.17558,0.387293,0.286982,0.169444,0.071193,-0.085425,false
1.300996,1.360379,0.664541,-0.2795,-0.18994,0.806525,0.729388,0.121477,false
-0.178619,-0.05939,0.315451,0.586821,0.302829,0.227689,-0.055009,0.056595,false
0.341703,-0.43127,0.503072,-0.319405,1.151118,-0.80352,0.419921,0.184006,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.983594,0.481619,-1.705762,-0.925261,-0.391819,-0.615724,-0.726466,-0.257668,false
2.068181,0.527864,-2.355593,-1.376835,-0.680689,-1.014222,-1.171862,-0.35532,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.882196,0.403665,-1.316822,-0.641749,-0.233326,-0.403848,-0.468649,-0.177001,false
1.882196,0.403665,-1.316822,-0.641749,-0.233326,-0.403848,-0.468649,-0.177001,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.902778,0.43601,-1.321118,-0.646894,-0.210337,-0.380198,-0.480335,-0.195735,false
0.402288,0.64661,0.845893,0.461729,0.19072,0.138609,-0.22723,-0.499241,false
0.406477,-0.18769,0.167107,0.551717,0.407986,0.309576,-0.07539,0.019339,false
1.812914,0.356771,-1.03898,-0.433349,-0.105851,-0.255737,-0.305927,-0.130489,false
1.906935,0.458307,0.037711,0.038398,0.294423,0.950921,0.885725,0.002774,false
1.768191,0.558086,0.066241,0.003325,0.262753,0.975212,0.91391,0.088509,false
1.852507,0.352717,-1.309887,-0.637668,-0.271777,-0.436568,-0.44824,-0.154208,false
1.902778,0.43601,-1.321118,-0.646894,-0.210337,-0.380198,-0.480335,-0.195735,false
1.058348,0.090298,-0.197454,0.240942,0.064329,-0.153642,0.082594,0.10493,false
1.820706,0.371573,-1.040906,-0.432487,-0.093629,-0.24872,-0.312831,-0.133026,false
-5.422801,-2.676779,0.767349,-1.318718,1.994819,0.175758,-0.117861,-0.063794,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.284811,0.103873,-0.036195,0.523003,0.515335,0.070248,-0.049585,-0.048682,false
1.335917,0.144557,-0.052738,0.474607,0.50696,0.128186,-0.020205,-0.074046,false
1.720955,0.300261,-0.87973,-0.299005,-0.020741,-0.166982,-0.228958,-0.079354,false
1.880422,0.462035,0.03701,0.029537,0.290876,0.968282,0.894632,0.019148,false
1.877108,0.462501,0.036923,0.02843,0.290432,0.970453,0.895746,0.021195,false
1.035514,0.068285,-0.025053,0.316601,0.276491,0.187315,0.028955,0.100632,false
1.410863,1.074042,0.485293,-0.247281,-0.081991,0.941208,0.810449,0.11292,false
1.840355,0.401079,-1.044641,-0.437781,-0.073062,-0.226613,-0.323169,-0.150596,false
-0.651332,0.007593,0.521606,0.604779,0.45453,-0.800527,0.211935,0.477868,false
-1.068429,-1.299027,0.157254,0.673921,-0.231722,-0.182562,0.065834,0.554569,false
1.744776,0.282536,-0.945432,-0.410885,-0.126474,-0.137052,-0.157514,-0.114442,false
1.462401,0.808929,0.152009,-0.067238,0.185886,1.000751,0.955401,0.269092,false
0.653263,-0.162364,0.195362,0.616632,0.506943,0.300476,-0.095758,-0.185643,false
-2.307035,2.822553,2.459892,-0.821735,-2.28839,-0.856751,0.194731,0.025054,false
1.817392,0.37204,-1.040994,-0.433594,-0.094072,-0.24655,-0.311717,-0.130979,false
1.817392,0.37204,-1.040994,-0.433594,-0.094072,-0.24655,-0.311717,-0.130979,false
1.983594,0.481619,-1.705762,-0.925261,-0.391819,-0.615724,-0.726466,-0.257668,false
1.983594,0.481619,-1.705762,-0.925261,-0.391819,-0.615724,-0.726466,-0.257668,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
-0.63416,-0.091883,0.175392,0.204345,-0.747923,-0.496216,0.713913,0.616351,false
0.685511,0.26713,0.446968,0.642284,0.447207,0.108862,-0.114829,-0.30271,false
0.857603,0.291885,0.214541,0.417487,0.239561,0.0115,-0.000552,-0.011481,false
0.362227,-0.073168,0.252184,0.841791,0.401595,-0.25931,-0.070643,0.067346,false
0.549662,-0.00776,0.143374,0.667455,0.283186,-0.24165,0.000745,0.185805,false
0.472266,0.16522,0.111789,0.516262,0.105513,-0.247921,0.233588,0.239159,false
0.778502,-0.030716,-0.050814,0.439448,0.105032,-0.289529,0.043549,0.275255,false
-0.467885,-0.192107,0.338805,0.938361,0.366488,-0.134422,0.05281,-0.296971,false
1.825607,0.517048,0.065018,0.020259,0.273801,0.962602,0.888661,0.044636,false
1.825607,0.517048,0.065018,0.020259,0.273801,0.962602,0.888661,0.044636,false
-0.030322,0.06425,0.415405,0.908204,0.499696,-0.119258,-0.155218,-0.036066,false
1.975117,0.464533,-1.703345,-0.926243,-0.405994,-0.623992,-0.718494,-0.254161,false
1.266643,0.164651,-0.017003,0.297372,0.501673,0.46176,-0.126679,0.003013,false
1.378592,0.258277,-0.084656,0.317261,0.43505,0.291569,0.081235,-0.113686,false
1.663037,0.733411,0.127855,-0.009225,0.222471,0.910944,0.912384,0.153545,false
1.360506,0.159978,-0.219788,0.256335,0.295632,0.060273,0.006147,0.010312,false
0.620554,0.427795,0.320444,0.418004,0.208499,0.013586,0.019728,-0.009923,false
1.393561,0.167474,-0.275536,0.183868,0.238857,0.065486,0.031081,0.010561,false
-0.431174,-0.314814,0.296237,0.807474,0.588397,0.435986,-0.017344,-0.368563,false
-7.68591,-0.191698,1.843719,-1.108211,-0.453998,0.360763,0.110272,-1.74679,false
-9.728507,-3.153435,1.332216,-2.397681,-0.149532,1.156387,-1.466001,1.452598,false
0.484155,-0.322666,-0.103768,0.309879,-0.147588,-0.173106,0.349714,0.346472,false
0.927574,0.47282,0.351241,0.300875,0.198264,0.166804,-0.022508,-0.137484,false
1.878882,0.404131,-1.31691,-0.642857,-0.23377,-0.401678,-0.467536,-0.174954,false
1.544627,0.910599,0.189119,-0.026206,0.180415,0.855357,0.915311,0.226768,false
-0.184415,-0.147621,0.357114,0.672548,-0.01352,-0.300381,0.22057,0.111258,false
0.157497,3.101288,2.128408,-1.09226,-1.354703,0.631596,0.297421,0.134917,false
1.708241,0.725571,0.244,-0.068725,0.136775,0.925626,0.826549,0.0319,false
1.515785,0.928913,0.362153,-0.146629,0.037257,0.928173,0.822008,0.108196,false
0.130271,3.119457,2.154404,-1.094574,-1.36472,0.632838,0.27622,0.134952,false
1.267438,1.220384,0.511025,-0.231915,-0.082846,0.900756,0.817817,0.219058,false
0.214842,-0.090611,0.32219,0.451415,0.128419,0.154578,-0.007229,-0.037492,false
1.040827,1.748039,1.019094,-0.468224,-0.46403,0.774217,0.607749,0.103302,false
1.824531,0.550163,0.06773,0.022154,0.270291,0.938319,0.894983,0.053713,false
1.48546,0.090593,-0.60397,-0.087543,0.026043,-0.043922,-0.021058,0.029804,false
1.0883,1.708399,1.017608,-0.454613,-0.454311,0.768119,0.58584,0.065569,false
-0.113468,0.456969,0.795722,0.67757,0.238273,-0.05612,-0.239194,-0.3622,false
1.037903,1.811495,1.107318,-0.496336,-0.521716,0.744205,0.552001,0.054084,false
1.031624,-0.011134,-0.073112,0.089146,0.38025,0.672102,-0.272094,0.256752,false
1.642408,0.815098,0.274457,-0.079431,0.11486,0.902173,0.830239,0.072605,false
1.838864,0.515184,0.065368,0.024689,0.275575,0.953922,0.884207,0.036448,false
1.303538,1.357139,0.747429,-0.310295,-0.240162,0.82291,0.659882,0.052057,false
1.748756,0.641088,0.097924,0.008126,0.247046,0.921376,0.902013,0.100559,false
0.053681,0.473858,0.856239,0.891458,0.622088,0.04092,-0.508666,-0.576319,false
-1.349188,0.122432,0.845325,0.487641,-0.7038,-0.617169,0.328325,0.112199,false
1.407871,0.008915,-0.287456,-0.297652,0.426324,-0.085672,0.198001,-0.028409,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.222156,0.007577,-0.136942,0.307667,0.353952,0.242612,0.038465,0.003901,false
0.089981,-0.017719,0.430777,0.673408,0.176319,-0.158154,-0.003054,-0.08281,false
1.096374,0.054069,-0.231777,0.161021,0.069303,0.04056,0.190675,0.094342,false
1.699407,0.629404,0.120595,-0.003836,0.237436,0.962093,0.882284,0.105845,false
1.812914,0.356771,-1.03898,-0.433349,-0.105851,-0.255737,-0.305927,-0.130489,false
1.902778,0.43601,-1.321118,-0.646894,-0.210337,-0.380198,-0.480335,-0.195735,false
1.062117,-0.063646,-0.211669,0.218991,0.030235,-0.021631,0.269208,0.087053,false
1.062117,-0.063646,-0.211669,0.218991,0.030235,-0.021631,0.269208,0.087053,false
-0.797161,0.227392,1.005006,0.304094,0.070018,0.474178,-0.842836,0.051073,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
0.708105,0.33176,0.328225,0.36212,0.223707,0.155328,-0.088802,-0.03337,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.058348,0.090298,-0.197454,0.240942,0.064329,-0.153642,0.082594,0.10493,false
1.902778,0.43601,-1.321118,-0.646894,-0.210337,-0.380198,-0.480335,-0.195735,false
1.399381,0.056818,-0.475957,-0.048163,-0.017806,-0.052307,-0.009826,0.081153,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.69501,0.231233,-0.862393,-0.278474,-0.084431,-0.254887,-0.199103,-0.052269,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.726859,0.27703,-0.866113,-0.282771,-0.050641,-0.225677,-0.21789,-0.070707,false
1.630307,0.138049,-0.85214,-0.270396,-0.154387,-0.313593,-0.160286,-0.00849,false
1.63805,0.137907,-0.850456,-0.269859,-0.153989,-0.315604,-0.162249,-0.010394,false
1.702978,0.246323,-0.864328,-0.277596,-0.071969,-0.247728,-0.206165,-0.054883,false
0.727749,0.087891,-0.062299,0.313195,0.099184,-0.006754,0.242127,0.201626,false
1.043214,-0.210829,-0.259798,0.18855,-0.117636,-0.19915,0.267784,0.16012,false
1.177217,-0.018145,-0.287856,0.143501,0.046671,-0.003254,0.182181,0.109244,false
-1.900138,1.380744,1.828208,0.277055,-0.672731,-0.181208,-0.491886,-1.283329,false
1.308489,0.317759,0.044837,0.405141,0.494319,0.309273,0.064894,-0.214648,false
1.852507,0.352717,-1.309887,-0.637668,-0.271777,-0.436568,-0.44824,-0.154208,false
1.852507,0.352717,-1.309887,-0.637668,-0.271777,-0.436568,-0.44824,-0.154208,false
1.882196,0.403665,-1.316822,-0.641749,-0.233326,-0.403848,-0.468649,-0.177001,false
1.263524,0.206398,-0.103993,0.346433,0.359485,0.126147,0.083344,-0.019493,false
1.882196,0.403665,-1.316822,-0.641749,-0.233326,-0.403848,-0.468649,-0.177001,false
1.882196,0.403665,-1.316822,-0.641749,-0.233326,-0.403848,-0.468649,-0.177001,false
1.616397,0.222585,-0.492783,-0.036924,0.105945,0.051566,0.056122,-0.077959,false
1.820706,0.371573,-1.040906,-0.432487,-0.093629,-0.24872,-0.312831,-0.133026,false
1.882196,0.403665,-1.316822,-0.641749,-0.233326,-0.403848,-0.468649,-0.177001,false
1.882196,0.403665,-1.316822,-0.641749,-0.233326,-0.403848,-0.468649,-0.177001,false
1.417268,0.267956,-0.15842,0.272877,0.354,0.163823,0.06817,-0.085607,false
1.021515,0.1828,-0.14736,0.255103,0.097178,-0.077934,0.191118,0.122456,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.329619,0.026597,-0.222634,0.247365,0.239074,0.102643,0.116486,-0.027525,false
0.903702,-0.062873,0.504483,-0.486477,1.425879,-0.24407,0.389183,-0.299858,false
2.09355,0.548025,-2.349043,-1.365626,-0.67911,-1.042377,-1.175601,-0.364386,false
1.829298,0.401686,-1.046412,-0.439426,-0.073904,-0.222433,-0.320092,-0.146645,false
-1.259244,-0.464249,1.157799,-0.560752,1.849599,-1.434109,0.308684,0.279295,false
0.68679,0.032005,0.094441,0.550775,0.338268,0.034942,0.102,0.089465,false
1.217869,-0.13231,-0.377647,0.140277,0.036561,-0.081827,0.107844,0.116493,false
1.130102,1.392487,0.30485,-0.088806,0.081268,0.760794,0.986553,0.537439,false
1.445632,0.212891,-0.344521,0.149802,0.196876,-0.044731,-0.012524,0.020281,false
1.726859,0.27703,-0.866113,-0.282771,-0.050641,-0.225677,-0.21789,-0.070707,false
-1.707545,-0.70307,0.667826,0.602491,-0.298337,-0.115852,-0.280594,0.297509,false
0.649151,0.233953,0.252508,0.480902,0.165056,-0.1362,0.011596,0.082341,false
0.690472,-0.171881,0.198692,0.580965,0.574824,0.435657,-0.207156,-0.164602,false
0.582647,-0.165344,0.482603,-0.671105,1.063295,-0.479909,0.366889,0.100929,false
