@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2'

@attribute ns numeric
@attribute nm numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,1,0,0,0,18,0,1,0,1,3656,3656,3638,0
1,1,1,0,0.366667,0.266667,30,1,2,46,1,10577,5279.5,10281,1
1,2,2,0,0,0,0,0,1,2,1,101,101,93,0
1,1,1,0,0,0,32,0,1,0,1,99,99,91,0
1,2,2,0.963651,0.122995,0.104278,187,0,4,54,1,10267,6105.5,9974,1
1,1,1,0,0.083333,0.0625,96,0,4,3,1,10151,6330.333333,9864,0
1,1,1,0,0.071429,0.053571,56,1,4,8,1,409,374.5,409,1
1,4,4,0.722652,0.101839,0.016973,176.75,0,4,35,1,4763,4763,4740,1
1,2,5,0.965665,0.256039,0.149758,41.4,1,1,5,0.4,821,821,821,1
1,1,1,0,0.066667,0.066667,30,1,3,109,1,10953,5328.416667,10653,0
1,1,1,0,0,0,26,0,1,0,1,63,63,56,0
1,1,1,0,0.466667,0.1,30,1,7,7,1,11550,5220.5,11231,0
1,2,3,0.553894,0.713262,0.537634,93,1,9,270,1,7,7,7,1
1,1,1,0,0.019608,0.313725,51,0,5,3,1,642,512.5,642,0
1,3,4,0.676702,0.03,0.04,100,1,4,57,0.75,6429,4320,6308,1
1,1,1,0,0.08,0.06,50,1,2,2,1,3389,3389,3379,0
1,2,3,0.805465,0.125,0.25,40,0,2,65,1,1709,1709,1704,0
1,1,1,0,0.004082,0.004082,245,0,6,115,1,2324,856.311905,2318,0
1,1,1,0,0.008163,0,245,1,6,133,1,14213,5032.633333,13806,0
1,8,16,0.582782,0.112635,0.059745,63.8125,0,9,18,0.375,13870,6356.033333,13484,0
1,3,13,0.420668,0.003436,0.008591,44.769231,0,8,1808,0.615385,13800,6286.033333,13414,0
1,1,1,0,1.94403,1.929104,268,1,4,1,1,504,475.5,502,0
1,1,1,0,1.958333,1.856061,264,1,4,21,1,497,480,497,0
1,1,1,0,0.016598,0.012448,241,0,4,12,1,7076,4663,6905,0
1,1,1,0,0.058091,0.045643,241,1,4,1,1,447,447,447,0
1,1,1,0,0.076923,0.095023,221,1,4,20,1,398,363.5,398,1
1,6,8,0.303727,0.025529,0.298322,171.375,0,3,98,0.875,57,57,57,1
1,1,1,0,0.056522,0.017391,230,0,3,0,1,17,17,17,1
1,1,1,0,0.258929,0.138393,224,0,3,1,1,4922,4157,4890,0
1,2,2,0.223813,0.242507,0.059946,183.5,0,3,8,0.5,16,16,16,0
1,1,1,0,0.07619,0.095238,210,0,3,1,1,12,12,12,0
1,1,1,0,0.465686,0.142157,204,0,3,1,1,8,8,8,0
1,1,1,0,0.071856,0.023952,167,0,3,0,1,6,6,6,0
1,4,4,0.974541,0.011525,0.004746,368.75,0,3,94,0.75,604,581.5,603,0
1,2,2,0.132065,0.497436,0.061538,97.5,0,3,100,1,5,5,5,0
1,3,12,0,0,0,63.083333,0,1,0,0.083333,485,485,485,1
1,1,1,0,0.27907,0.348837,129,0,1,17,1,1710,1710,1705,0
1,1,3,0.996429,3.169014,3.084507,23.666667,0,5,55,0.666667,247,247,225,1
1,3,3,0.348644,1.330435,1.2,38.333333,1,3,82,1,1327,1123.666667,1303,1
1,1,1,0,0,0,246,0,1,0,1,19,19,19,0
1,1,1,0,0.006192,0.006192,323,1,6,280,1,2444,720.966667,2438,0
1,1,1,0,0.009288,0.018576,323,1,6,151,1,1881,661.316667,1877,0
1,1,1,0,0.003086,0.003086,324,0,6,5,1,13938,6393.116667,13546,0
1,2,2,0,0,0,191.5,0,1,0,0.5,29,29,29,1
1,1,3,0.903214,0.006107,0.015267,218.333333,1,7,77,0.666667,1654,745.166667,1650,0
1,1,1,0,0.362637,0.10989,91,0,4,0,1,629,552,629,0
1,1,1,0,0.347222,0.361111,72,1,4,67,1,627,550,627,0
1,2,2,0,0,0,58.5,0,1,0,0.5,33,33,33,0
1,1,1,0,1.105263,0.684211,19,0,2,3,1,1620,1344,1596,0
1,5,37,0.90519,0.041784,0.017205,76.972973,0,7,2276,0.459459,9114,5535.333333,8839,1
1,1,1,0,0,0,21,0,1,0,1,6352,4552.5,6231,0
1,1,13,0.715588,0.08209,0.080846,61.846154,0,9,260,0.153846,15904,5630.383333,15318,1
1,1,1,0,0.008333,0.008333,120,1,1,2,1,10447,5735.333333,10151,0
1,2,3,0.767458,0.629268,0.57561,68.333333,1,4,60,1,10423,5842,10127,1
1,1,1,0,0.004405,0.004405,227,0,2,243,1,2087,783.75,2083,0
1,5,5,0.75698,0.079529,0.060383,135.8,1,5,19,0.8,1659,743.45,1655,1
1,1,3,0,0,0,78.666667,1,1,0,0.333333,11149,4844.25,10830,0
1,1,1,0,0,0,8,0,1,0,1,5314,4025,5279,0
1,3,5,0.365404,0.240429,0.205207,130.6,1,9,308,1,1947,713.166667,1943,0
1,7,10,0.565533,0.129086,0.251048,238.6,0,9,154,0.9,13690,6215.616667,13333,1
1,7,9,0.237495,0.22392,0.095681,167.222222,0,8,656,1,1614,707.5,1610,1
1,1,1,0,0.018293,0.018293,164,0,3,21,1,1046,780,1044,0
1,1,2,0.242292,0.017241,0.126437,174,1,3,2,0.5,5142,4227,5109,0
1,1,1,0,0,0.018987,158,1,3,0,1,615,592.5,614,0
1,1,1,0,0.206897,0.077586,116,1,2,10,1,225,225,225,1
1,1,1,0,0,0.111111,108,0,2,18,1,112,112,112,0
1,1,1,0,0,0.018987,158,1,3,22,1,616,593.5,615,0
1,1,1,0,0.11875,0.0625,160,0,3,22,1,611,588.5,610,0
1,1,1,0,0.013072,0.013072,153,0,3,15,1,264,264,264,0
1,1,1,0,0.046053,0.039474,152,1,3,14,1,263,263,263,0
1,1,1,0,0.072368,0.072368,152,0,3,14,1,262,262,262,0
1,1,1,0,0.251397,0.162011,179,1,1,115,1,2400,711.716667,2394,0
1,1,1,0,0.02994,0.023952,167,1,1,7,1,2322,860.704762,2316,0
1,2,3,0.295903,0.032258,0.039427,93,0,6,5,0.666667,9997,6390.833333,9722,1
1,1,1,0,0.016598,0.008299,241,1,3,2,1,1302,945.166667,1298,0
1,2,2,0.989822,0.061873,0.036789,299,0,6,2,0.5,8582,6016.666667,8310,1
1,2,2,0.721928,0.009772,0.006515,307,1,6,14,1,7675,5132.5,7432,0
1,3,3,0.475301,0.006397,0.051173,156.333333,0,3,5,1,7154,4741,6974,0
1,3,3,0.656546,0.053111,0.024279,219.666667,0,6,12,0.666667,6957,4548.5,6808,0
1,2,2,0.811278,0.179747,0.093671,197.5,0,2,26,0.5,1076,810,1074,1
1,1,1,0,0.045,0.01,200,1,2,0,1,5600,4210.5,5544,0
1,4,4,0.608261,0.2,0.173626,113.75,1,3,57,1,5595,4205.5,5539,0
1,1,1,0,0.170213,0.021277,188,1,2,10,1,5482,4101.5,5447,0
1,1,1,0,0.038251,0.043716,183,0,2,0,1,5323,4034,5288,0
1,3,3,0.419569,0.113014,0.119863,97.333333,1,3,5,0.666667,5145,4230,5112,1
1,2,2,0.811278,0.008721,0.002907,172,1,2,53,1,5689,4071,5571,0
1,1,1,0,0,0,84,1,1,0,1,5307,4018,5272,0
1,6,8,0.858321,0.02649,0.014191,132.125,1,9,69,0.75,13953,6404.55,13561,0
1,8,20,0.717816,0.048152,0.027996,89.3,0,10,987,0.55,13347,6219.116667,12992,0
1,2,2,0.084996,0.26087,0.42029,69,0,3,36,1,1235,1035.5,1213,0
1,1,1,0,0.0125,0.0125,80,1,1,0,1,8573,6008.666667,8301,0
1,1,1,0,0.013699,0.013699,73,1,1,3,1,2318,864.15,2312,0
1,1,5,0.178221,0.660714,0.589286,67.2,0,5,728,0.6,13664,6189.616667,13307,0
1,2,2,0.922585,1.685637,1.636856,184.5,1,6,43,1,11521,5191.5,11202,1
1,1,1,0,0.033654,0.028846,208,1,5,3,1,1485,706.916667,1481,0
1,2,2,0.961237,0.040498,0,160.5,0,5,75,1,10651,5286,10353,0
1,1,1,0,0.014286,0.009524,210,1,5,0,1,34,34,27,0
1,7,22,0.899368,0.161377,0.035111,67.318182,0,5,729,0.909091,6866,4511,6728,0
1,1,1,0,0.014599,0.014599,137,0,3,16,1,5481,4100.5,5446,0
1,1,2,1,0.018433,0.018433,108.5,0,2,36,1,114,114,114,1
1,7,15,0.565252,0.219147,0.188482,89.133333,0,10,983,0.466667,2298,848.866667,2292,1
1,1,3,0.561322,1.683168,1.366337,67.333333,0,4,283,1,10554,5288.5,10258,1
1,1,1,0,0.096774,0.016129,62,1,2,1,1,2157,815.3,2153,0
1,1,3,0,0,0,64.333333,0,1,0,0.333333,6939,4530.5,6791,1
1,1,1,0,0.084746,0.033898,59,1,3,3,1,6915,4553.5,6767,0
1,2,2,0.811278,0.001522,0.004566,328.5,0,5,16,1,1091,825,1089,0
1,3,3,0.817345,0.010163,0.010163,328,0,6,26,0.666667,1062,796,1060,1
1,1,1,0,0.306452,0.16129,62,1,2,20,1,412,377.5,412,1
1,6,9,0.648018,0.284488,0.373211,194.111111,1,5,95,0.555556,5307,4018,5272,1
1,1,1,0,0,0.014085,142,0,2,0,1,115,115,115,0
1,1,1,0,0,0,142,0,1,0,1,4547,4547,4526,0
1,1,2,0,0,0,13,0,1,0,0.5,9997,6390.833333,9722,0
1,1,3,0,0,0,60.333333,0,1,0,0.333333,2146,819.2,2142,0
1,2,3,0.728202,0.063025,0.012605,238,0,10,97,1,2359,794.571429,2353,1
1,1,2,0,0,0,32,0,1,0,0.5,2272,847.6,2266,0
1,1,1,0,0,0,12,0,1,0,1,2388,743.169048,2382,0
1,1,1,0,0.019608,0.019608,51,1,2,42,1,2370,725.169048,2364,0
1,1,1,0,0,0,29,0,1,0,1,1954,714.833333,1950,0
1,1,1,0,0.001779,0.001779,562,1,10,20,1,2412,705.619048,2406,0
1,1,1,0,0.033808,0,562,0,10,0,1,2407,717.683333,2401,0
1,1,1,0,0.012727,0.029091,550,1,10,4,1,2405,715.683333,2399,0
1,1,1,0,0.03964,0.023423,555,1,10,47,1,2401,712.716667,2395,0
1,3,4,0.914676,0.01383,0.003007,415.75,1,10,26,1,2393,738.25,2387,1
1,1,1,0,0.009107,0.010929,549,0,10,0,1,2368,799.354762,2362,0
1,1,1,0,0.001828,0.001828,547,0,10,1,1,2360,791.354762,2354,0
1,1,1,0,0.012987,0.011132,539,1,10,8,1,2344,779.621429,2338,0
1,1,1,0,0.005618,0.011236,534,1,10,1,1,2343,792.290476,2337,0
1,1,1,0,0.452336,0.409346,535,0,10,6,1,2342,794.790476,2336,1
1,2,3,0.57938,0.002865,0.001433,232.666667,0,10,73,1,2335,802.019048,2329,0
1,1,2,0.954434,0.020942,0.006981,286.5,0,10,12,1,2321,867.15,2315,0
1,1,1,0,0.001969,0.001969,508,1,10,11,1,2230,878.966667,2224,0
1,1,1,0,0.019685,0.001969,508,1,10,0,1,2206,857.75,2202,1
1,1,1,0,0.003976,0.00994,503,1,10,0,1,2205,856.75,2201,0
1,1,1,0,0.015842,0.023762,505,0,10,11,1,2203,854.75,2199,0
1,1,1,0,0.019802,0.00396,505,1,10,0,1,2181,837.65,2177,0
1,2,2,0.56651,0.007716,0.003858,648,0,10,2,1,2180,836.65,2176,0
1,2,2,0.764205,0.005764,0.007205,347,1,10,8,1,2176,832.65,2172,0
1,3,3,0.982141,0.011905,0,196,1,10,22,0.666667,2174,830.65,2170,1
1,2,2,0.258019,0.067542,0.018762,266.5,1,10,2,1,2165,823.3,2161,1
1,2,2,0.525451,0.028103,0.017955,640.5,1,10,2,1,2163,821.3,2159,1
1,1,1,0,0.002062,0.002062,485,1,10,1,1,2158,816.3,2154,0
1,2,2,0.303924,0.087963,0.068673,648,1,10,19,1,2086,786.25,2082,1
1,1,1,0,0.01919,0.008529,469,1,10,1,1,2043,764.683333,2039,1
1,2,2,0.996317,0.016522,0.005507,635.5,0,10,14,1,2031,752.683333,2027,1
1,1,1,0,0.002146,0.002146,466,1,10,0,1,1963,723.05,1959,0
1,1,1,0,0.004292,0.004292,466,1,10,0,1,1962,722.05,1958,1
1,1,1,0,0.002146,0.017167,466,1,10,1,1,1957,717.05,1953,0
1,1,1,0,0.032051,0.061966,468,0,10,10,1,1955,715.833333,1951,0
1,1,1,0,0.006397,0.002132,469,0,10,2,1,1940,707.333333,1936,0
1,1,1,0,0.002137,0.002137,468,1,10,6,1,1937,715.8,1933,0
1,1,1,0,0.004274,0.017094,468,0,10,2,1,1903,683.316667,1899,0
1,1,1,0,0.010684,0.019231,468,0,10,18,1,1879,659.316667,1875,0
1,1,1,0,0.002132,0.002132,469,1,10,10,1,1854,655.2,1850,0
1,1,1,0,0.044776,0.004264,469,0,10,6,1,1840,663.966667,1836,1
1,1,1,0,0.061404,0.004386,456,0,10,97,1,1820,645.85,1816,1
1,1,1,0,0.004484,0.004484,446,1,10,6,1,27,25.833333,26,0
1,7,13,0.834853,0.071226,0.03966,190.076923,0,9,371,0.538462,13756,6267.316667,13372,1
1,3,3,0.549137,0.019625,0.015358,390.666667,1,9,5,0.666667,1619,712,1615,0
1,1,1,0,0.02551,0.012755,392,1,9,0,1,1616,709.5,1612,1
1,1,1,0,0.007692,0.010256,390,1,9,1,1,1615,708.5,1611,0
1,1,1,0,0.006494,0,308,1,9,8,1,1597,702,1593,0
1,3,3,0.654254,0.01701,0.016115,372.333333,1,9,3,0.666667,1582,769.5,1578,0
1,1,1,0,0.003802,0.003802,263,1,8,7,1,10408,5827.333333,10112,0
1,1,1,0,2.821293,2.802281,263,1,8,5,1,86,86,86,1
1,4,4,0.598836,0.02069,0.056322,217.5,0,7,8,0.5,1898,1613,1853,0
1,2,2,0.923842,0.024752,0.121287,202,1,7,6,0.5,10045,6391,9770,0
1,15,23,0.600225,0.121819,0.079266,104.217391,0,8,1151,0.652174,9155,5576.333333,8880,1
1,1,1,0,0.013477,0,371,1,6,1,1,7000,4591.5,6836,0
1,8,14,0.806076,0.376286,0.259508,159.642857,0,6,234,0.642857,6936,4527.5,6788,1
1,1,1,0,0.021858,0.010929,366,1,6,0,1,1140,874,1138,0
1,1,1,0,0.005831,0.002915,343,1,6,1,1,6595,4338.5,6474,0
1,2,2,0.708836,0.047264,0.029851,201,1,6,2,0.5,6580,4323.5,6459,0
1,1,1,0,0.041667,0.005952,336,0,6,1,1,6564,4307.5,6443,0
1,1,1,0,0.003012,0.003012,332,0,6,0,1,1063,797,1061,0
1,1,1,0,0.060423,0.024169,331,1,6,0,1,6402,4543,6281,1
1,1,1,0,0.00304,0.00304,329,1,6,0,1,161,161,161,0
1,8,13,0.782714,0.292322,0.13321,166.307692,0,5,266,0.846154,1042,782,1040,1
1,1,1,0,0.026756,0,299,1,5,6,1,999,743.5,997,0
1,6,11,0.530658,0.216044,0.20413,114.454545,1,5,414,0.727273,992,736.5,990,0
1,4,4,0.832463,0.02439,0.015679,143.5,0,5,8,0.5,6323,4523.5,6202,1
1,2,3,0,0.002959,0.002959,112.666667,0,5,335,0.666667,6045,4349.5,5924,0
1,28,41,0.749708,0.019012,0.014748,137.268293,0,7,872,0.487805,5782,4164,5664,0
1,7,10,0.73409,0.12635,0.041577,185.2,0,5,154,0.7,5461,4108,5426,0
1,2,2,0.769193,0.13811,0.111111,481.5,0,3,10,1,4757,4757,4734,1
1,1,1,0,0.095082,0.088525,305,1,3,0,1,21,21,21,0
1,1,1,0,0.121711,0.088816,304,0,3,15,1,20,20,20,0
1,4,5,0.795618,0.427781,0.028224,361.4,0,2,26,0.8,2864,2864,2854,0
1,2,3,0.790845,0.022862,0.032176,393.666667,1,1,12,0.333333,1002,1002,1002,1
1,11,21,0.571849,0.104563,0.126616,125.238095,0,2,31,0.428571,864,864,864,1
1,3,3,0.081994,0.625767,0.523926,271.666667,0,1,3,1,694,694,694,1
1,1,1,0,0.029316,0,307,0,1,0,1,689,689,689,0
1,10,17,0.837497,0.059852,0.01536,111.058824,0,1,0,0.529412,667,667,667,0
1,4,5,0,0,0,181.6,0,1,0,0.2,521,521,521,1
1,1,2,0.908178,0.074242,0.028788,330,1,2,32,0.5,1819,1819,1813,0
1,1,1,0,0.004785,0.004785,209,1,5,45,1,2408,718.683333,2402,0
1,4,7,0.757516,0.103904,0.015743,226.857143,0,10,766,1,2367,798.354762,2361,0
1,2,2,0.738285,0.017804,0.005935,505.5,0,6,23,1,2200,851.75,2196,0
1,2,2,0.97887,0.096447,0.111675,98.5,1,5,140,1,1834,659.1,1830,0
1,1,1,0,0.005848,0.005848,171,1,5,98,1,1813,656.816667,1809,0
1,1,2,0.513197,0.733333,0.708333,300,1,6,21,1,1334,936.833333,1330,0
1,1,1,0,0.015504,0.002584,387,1,3,11,1,333,317.5,333,0
1,3,4,0.379027,0.039318,0.002621,381.5,0,6,14,1,1087,821,1085,0
1,1,1,0,0.007874,0,381,1,3,9,1,1082,816,1080,0
1,2,2,0.957027,0.178967,0.079336,271,0,4,13,1,1054,788,1052,0
1,2,2,0.315997,0.015707,0.020942,477.5,0,5,3,1,1048,782,1046,0
1,1,1,0,0.024194,0.002688,372,0,3,0,1,1027,771.5,1025,1
1,1,2,0.863121,0.006015,0.004511,332.5,0,5,4,1,1011,755.5,1009,0
1,10,10,0.594473,0.073203,0.084314,153,0,3,341,1,4843,4843,4818,1
1,7,11,0.860046,0.015881,0.0134,183.181818,1,4,264,0.818182,4805,4805,4782,0
1,1,2,0.563856,0.085329,0.118263,334,0,3,8,1,4540,4540,4519,0
1,1,1,0,0.005405,0.002703,370,1,2,29,1,4508,4508,4487,0
1,7,8,0.662549,0.118789,0.055397,218.875,1,2,121,0.75,3428,3428,3418,1
1,4,6,0.475928,0.07788,0.058986,361.666667,1,2,184,0.333333,3400,3400,3390,1
1,6,8,0.700554,0.051464,0.056788,140.875,1,2,32,0.5,124,124,124,1
1,1,1,0,0.00545,0,367,1,2,0,1,113,113,113,1
1,8,11,0.367331,0.109273,0.047118,181.363636,0,3,78,0.818182,992,992,992,1
1,18,28,0.788459,0.10588,0.120869,185.857143,0,2,332,0.642857,1501,1501,1501,0
1,1,1,0,0,0,4,0,1,0,1,1355,602.25,1351,0
1,1,1,0,0,0,15,0,1,0,1,1605,698.5,1601,0
1,1,1,0,0.189189,0.040541,74,0,3,1,1,2075,1289.416667,2028,0
1,1,1,0,0.176471,0.132353,68,0,3,22,1,2070,1284.916667,2023,0
1,1,1,0,0,0,68,0,1,0,1,1906,1621,1860,0
2,2,7,0.785533,0.121212,0.114478,42.428571,0,5,14,0.285714,1906,1621,1906,0
1,1,1,0,0.014085,0.042254,71,1,2,1,1,500,471.5,500,0
1,1,1,0,0.197183,0.028169,71,1,2,11,1,499,470.5,499,1
1,5,11,0.707753,0.169145,0.13197,48.909091,0,3,234,0.272727,3618,3618,3600,1
1,1,1,0,0.111111,0,36,1,3,3,1,2071,776.283333,2067,0
1,2,2,0.203074,0.34375,0.640625,32,0,3,426,1,2055,760.533333,2051,1
1,5,6,0.774369,0.246809,0.12766,78.333333,1,4,353,0.833333,5526,4143,5476,0
1,1,1,0,0,0.176471,34,0,2,38,1,116,116,116,0
1,1,1,0,0,0,36,0,1,0,1,3652,3652,3634,0
1,6,12,0.85631,0.287204,0.285308,87.916667,0,3,236,0.333333,3652,3652,3634,1
1,3,3,0.991976,0.220149,0.302239,89.333333,1,3,36,0.666667,2212,863.75,2208,0
1,2,5,0,0,0,53.6,0,1,0,0.2,1754,694.7,1750,1
1,1,2,0.708836,0.396825,0.095238,31.5,1,1,186,1,2069,774.283333,2065,0
1,7,10,0.817486,0.122076,0.283626,136.8,0,7,40,0.7,1651,1372.5,1627,1
1,4,5,0.304537,0.141254,0.115061,213.8,1,5,99,0.8,997,741.5,995,1
1,5,10,0.692213,0.286758,0.538813,109.5,1,3,199,0.6,5117,4202,5084,1
1,1,1,0,0.109827,0.046243,173,1,3,3,1,4775,4775,4752,0
1,1,1,0,0,0.006667,150,0,3,14,1,117,117,117,0
1,2,2,0.512709,0.072193,0.02139,187,1,2,6,1,4592,4592,4569,0
1,3,3,0.706158,0.127148,0.106529,194,0,2,0,0.666667,912,912,912,1
1,5,6,0.853488,0.080714,0.078571,233.333333,0,3,69,1,112,112,112,0
1,2,2,0.558629,0.186813,0.065934,45.5,0,4,1,1,446,446,446,0
1,1,1,0,0.082192,0.068493,73,1,3,1,1,574,521.5,574,0
1,1,1,0,0.019048,0,105,1,2,6,1,4851,4851,4823,0
1,1,1,0,0.027027,0,111,1,2,62,1,4456,4456,4435,0
1,1,1,0,0.019048,0,105,1,2,44,1,4852,4852,4824,0
1,1,1,0,0.041667,0.041667,24,1,2,47,1,3659,3659,3641,0
1,1,1,0,0.041667,0.041667,24,1,1,25,1,193,193,193,1
1,10,14,0.471162,0.196101,0.116399,124.571429,0,10,440,0.785714,13680,6205.616667,13323,1
1,1,1,0,0.923077,2.358974,39,1,5,23,1,10184,6120.5,9897,0
1,5,12,0.59079,0.17338,0.316988,95.166667,0,5,596,0.833333,6563,4306.5,6442,0
1,5,6,0.743503,0.006227,0.006227,133.833333,0,3,173,0.833333,4570,4570,4549,0
1,2,2,0,0,0,124,0,1,0,0.5,644,644,644,0
1,1,1,0,0,0,34,1,1,0,1,10184,6120.5,9897,0
1,1,1,0,0,0,0,0,3,34,1,327,323,327,0
1,3,6,0.113525,0.600644,0.059581,103.5,0,5,226,1,7685,5142.5,7442,0
1,10,15,0.840974,0.086447,0.016117,91,0,6,61,0.333333,479,479,479,0
1,1,4,0.944949,0.034976,0.041335,157.25,0,4,47,1,422,387.5,422,0
1,1,1,0,0.008584,0,233,0,3,0,1,5068,4238.5,5036,0
1,1,2,0.985228,0.00789,0.019724,253.5,0,2,36,1,119,119,119,0
1,1,1,0,0.107345,0.033898,177,0,4,6,1,2032,753.683333,2028,0
2,5,7,0.655912,0.315956,0.181675,90.428571,1,5,109,0.428571,8685,5968.5,8685,1
1,1,1,0,0,0.018072,166,1,4,0,1,8583,6017.666667,8311,0
1,5,7,0.585862,0.067429,0.066286,125,0,8,213,0.857143,13593,6144.766667,13236,1
1,1,1,0,0.045455,0.045455,22,1,2,3,1,10072,6418,9785,0
1,3,7,0.825844,0.178914,0.175719,134.142857,1,7,33,0.428571,1663,1384.5,1639,1
1,1,1,0,0,0,40,0,1,0,1,5067,4237.5,5035,0
1,4,4,0.63278,0.011779,0.023557,212.25,0,5,214,1,2340,807.019048,2334,0
1,2,3,0.965342,0.042169,0.024096,166,0,6,36,0.666667,13250,6122.116667,12895,0
1,1,1,0,0.013605,0.006803,294,0,3,3,1,554,554,553,0
1,2,10,0.30103,0.004494,0,44.5,0,2,436,0.5,4563,4563,4542,1
1,2,2,0.543564,0.124183,0.006536,153,0,3,18,1,614,591.5,613,0
1,1,4,0,0,0,97,0,1,0,0.25,7685,5142.5,7442,0
1,3,5,0.272171,0.168053,0.24792,120.2,0,5,352,1,1009,753.5,1007,0
1,2,6,0,0,0,94.5,0,1,0,0.166667,4563,4563,4542,1
1,1,1,0,0.038278,0.038278,209,1,3,10,1,5084,4231.5,5051,0
1,4,11,0.7517,0.257432,0.243919,134.545455,0,3,392,0.909091,627,604.5,626,1
1,1,1,0,0,0.004808,208,0,2,18,1,120,120,120,0
1,1,4,0.993633,0.631818,0.631818,55,0,4,4,0.25,8577,6011.666667,8305,0
1,7,8,0.828956,0.058762,0.119098,238.25,0,10,72,0.75,1692,761.416667,1688,0
1,3,5,0.61283,0.273109,0.193277,47.6,0,6,77,0.6,12834,5735.533333,12479,0
1,2,3,0.070904,0.440725,0.20781,239,0,9,100,1,1604,697.5,1600,1
1,7,8,0.173677,0.311422,0.266164,232,0,9,77,0.625,11502,5185.833333,11183,1
1,2,3,0.680171,0.33,0.235,66.666667,0,4,5,0.666667,10096,6365.666667,9809,0
1,4,4,0.942054,0.026087,0.017391,143.75,1,7,47,0.75,1273,917.666667,1269,0
1,1,1,0,0.005882,0.005882,170,1,3,3,1,1269,913.666667,1265,0
1,1,1,0,0.00578,0.00578,173,1,2,9,1,1088,822,1086,0
1,1,1,0,0,0,27,0,1,0,1,1824,649.85,1820,0
1,1,1,0,0.03125,0.03125,32,0,2,23,1,2215,866.45,2211,0
1,1,1,0,0.030928,0.003436,582,1,6,65,1,2409,702.619048,2403,0
1,1,1,0,0.008696,0.001739,575,0,6,3,1,2319,865.15,2313,0
1,1,1,0,0.134752,0.035461,564,0,6,8,1,2171,827.65,2167,1
1,1,1,0,0.014315,0.00409,489,0,6,1,1,1884,664.316667,1880,0
1,2,4,0.435432,0.025641,0.010558,165.75,1,6,87,1,1878,658.316667,1874,0
1,1,1,0,0.006263,0.004175,479,0,6,1,1,1852,653.2,1848,0
1,1,1,0,0.010438,0.006263,479,1,6,0,1,1849,652.45,1845,0
1,1,1,0,0.031381,0.008368,478,0,6,6,1,1848,651.45,1844,0
1,1,1,0,0.004237,0.002119,472,0,6,1,1,1845,668.883333,1841,0
1,1,1,0,0.004246,0,471,1,6,1,1,1843,666.966667,1839,0
1,1,1,0,0.104255,0.057447,470,1,6,6,1,1841,664.966667,1837,0
1,2,2,0.902393,0.032095,0.005068,296,0,6,112,1,1824,649.85,1820,1
1,1,1,0,0.126984,0.034014,441,0,6,2,1,1814,657.816667,1810,1
1,1,1,0,0.07601,0.035629,421,0,6,1,1,1808,652.316667,1804,1
1,1,1,0,0.045699,0.110215,372,1,6,0,1,1804,650.066667,1800,0
1,1,1,0,0.041558,0.01039,385,1,6,95,1,1803,649.066667,1799,1
1,1,1,0,0.119048,0.007937,378,1,6,1,1,1743,697.466667,1739,0
1,2,2,0.092722,0.226131,0.198492,199,1,6,64,1,13974,6425.55,13582,0
1,1,1,0,0.065868,0.011976,334,0,5,1,1,10073,6375.166667,9786,0
1,1,1,0,0.069164,0.037464,347,0,5,2,1,10001,6394.833333,9726,0
1,1,1,0,0.006006,0.006006,333,1,4,7,1,7673,5130.5,7430,0
1,2,2,0.543564,0.018519,0.004274,351,1,6,8,1,6431,4322,6310,0
1,1,1,0,0.006006,0.003003,333,0,4,0,1,5468,4114.5,5433,0
1,1,1,0,0.078313,0.093373,332,1,4,7,1,5464,4110.5,5429,1
1,1,1,0,0.051051,0,333,1,3,32,1,4921,4210,4889,1
1,1,1,0,0,0.024615,325,0,3,18,1,121,121,121,0
1,2,2,0.965636,0.289037,0.093023,150.5,1,2,10,1,3391,3391,3381,1
1,1,1,0,0.016327,0.016327,245,1,2,2,1,3388,3388,3378,0
1,10,11,0.768722,0.015735,0.012008,219.545455,0,3,206,0.727273,181,181,181,0
1,11,13,0.608236,0.072084,0.142332,167.538462,1,3,239,0.846154,1806,1806,1800,0
1,1,1,0,0.014851,0.009901,202,0,2,21,1,1788,1788,1782,0
1,1,1,0,0.051051,0,333,1,3,33,1,4920,4209,4888,0
1,1,2,0.391244,0.219203,0.039855,276,1,6,50,1,1966,725.633333,1962,0
1,2,3,0.376053,0.162978,0.156942,165.666667,0,3,353,1,1863,646.283333,1859,1
1,4,8,0.502956,0.131703,0.055503,132.875,0,2,120,0.625,192,192,192,1
1,1,1,0,0.044444,0,45,1,3,0,1,2331,863.228571,2325,0
1,4,4,0.949465,0.015217,0.017391,230,1,11,257,1,2330,862.228571,2324,0
1,2,6,0.768847,1.199346,1,51,1,4,624,0.666667,14241,4740.166667,13833,0
1,4,4,0.706962,0.06621,0.004566,109.5,1,7,383,1,2186,842.65,2182,0
1,7,44,0.829532,0.096199,0.081183,48.431818,0,8,3754,0.409091,12780,5681.533333,12425,1
1,1,1,0,0.108696,0,92,1,3,1,1,10424,5843,10128,0
1,2,2,0.702467,0.053061,0.032653,122.5,1,3,19,1,8705,5827.5,8430,0
