@relation 'jdt-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R3'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute exp numeric
@attribute rexp numeric
@attribute bug {1,0}

@data
1,1,0,0.005348,0.02139,187,0,9,0,1,3378,2000.983333,0
1,1,0,0.004926,0.004926,203,0,9,32,1,10149,3173.65,0
1,1,0,0.078818,0.054187,203,0,9,64,1,10131,4136.384524,0
1,2,0.701053,0.007303,0.007825,479.25,0,10,105,0.75,10078,4299.983333,1
1,1,0,0.083333,0.03125,192,0,7,19,1,5883,2361.35,0
1,1,0,0.025806,0,155,0,6,70,1,1277,411.088095,0
1,1,0,0,0.006623,151,0,5,0,1,727,711,0
1,1,0,0.111842,0,152,1,5,34,1,1254,451.433333,0
1,2,0.863121,0.009025,0.00361,277,0,6,172,1,1053,467.4,0
1,1,0,0.006757,0.013514,148,0,2,7,1,11,11,0
1,1,0,0.078818,0.054187,203,0,9,117,1,10148,3172.65,0
1,1,0,0,0,3,0,1,0,1,1234,440.166667,0
1,1,0,0.041667,0.055556,72,0,3,2,1,1248,449.233333,0
1,1,0,0.028571,0.1,70,0,3,0,1,1243,444.366667,0
1,1,0,0.144737,0.026316,76,1,3,11,1,1242,443.366667,0
1,2,0.114676,0.228669,0.215017,146.5,1,4,3,1,962,561.916667,0
1,1,0,0.09375,0.03125,64,0,3,3,1,957,556.916667,0
1,2,0.381896,0.068493,0.005479,121.666667,0,2,454,1,938,548.5,0
1,1,0,0,0,202.4,0,1,0,0.2,442,393.5,1
1,1,0,0.007692,0.003846,260,0,4,159,1,6270,2472.583333,0
1,1,0,0.015385,0.003846,260,0,3,42,1,1274,427.621429,0
1,1,0,0.003968,0.003968,252,0,2,318,1,1111,394.533333,0
1,1,0,0.003968,0.003968,252,0,1,33,1,702,392.333333,0
1,1,0,0.003968,0.003968,252,1,1,192,1,679,431.5,0
1,1,0,0.015385,0.003846,260,0,3,56,1,1273,426.621429,0
1,1,0,0,0.025641,39,0,2,2,1,956,559.666667,0
1,1,0,0.005017,0.005017,598,1,6,7,1,769,742,0
1,2,0.899744,0.040064,0.020833,312,0,6,40,1,765,739.5,1
1,1,0,0.047218,0.011804,593,0,6,25,1,1259,453.266667,0
1,2,0.895228,0.025956,0.012295,366,0,7,671,0.75,1234,440.166667,0
1,1,0,0.005199,0.001733,577,1,6,33,1,1122,370.066667,1
1,1,0,0.026087,0,575,0,6,25,1,111,111,0
1,1,0,0.003534,0.003534,566,0,5,18,1,1077,375.65,0
1,1,0,0.003534,0.001767,566,0,5,130,1,1069,369.516667,0
1,1,0,0.00708,0.00354,565,0,5,17,1,3068,1362.6,0
1,2,0,0.001595,0.001595,209,1,4,41,0.666667,1037,527.783333,1
1,1,0,0.005319,0.001773,564,0,4,8,1,1028,552.666667,0
1,1,0,0.005034,0.005034,596,0,4,28,1,2378,1770.166667,0
1,1,0,0.153713,0.158895,579,0,2,3,1,883,502.416667,0
1,1,0,0.017271,0.006908,579,0,2,18,1,699,389.333333,0
1,1,0.958411,0.012766,0.017021,235,0,2,195,0.666667,692,434.5,1
1,1,0,0,0.00519,578,0,2,6,1,576,467,0
2,3,0.688399,0.047146,0.024814,268.666667,0,9,62,1,909,909,0
1,1,0,0,0.003984,251,0,3,7,1,541,541,0
1,1,0,0.02381,0.003968,252,1,2,4,1,455,395,0
1,5,0.874224,0.069569,0.06665,141.758621,0,3,383,0.275862,77,77,1
1,1,0,0.011765,0.011765,85,0,7,211,1,8504,2728.263889,0
1,1,0,0.146067,0.101124,89,0,7,21,1,10116,4268.145238,0
1,1,0.56651,0.019118,0.002941,340,0,5,110,0.5,1266,460.183333,0
1,1,0,0.002331,0.002331,429,1,5,28,1,2377,1769.166667,0
1,4,0.945346,0.008327,0.00119,315.25,1,8,58,0.375,973,572.5,0
1,1,0,0.046838,0.046838,427,1,3,1,1,886,505.416667,0
1,1,0,0.075829,0.007109,422,0,3,2,1,865,484.416667,0
1,4,0.940425,0.006312,0.007214,246.444444,0,5,340,0.333333,677,453.333333,1
1,1,0,0.005051,0.005051,396,0,2,2,1,566,490.5,0
1,1,0,0.012626,0,396,0,2,32,1,512,437.5,0
1,1,0,0.030075,0.022556,399,0,3,57,1,627,468.333333,0
1,1,0,0.347826,0.869565,23,0,3,447,1,9253,2587.334921,0
1,1,0,0,0,34,0,1,0,1,1330,304.745238,0
1,1,0,0,0,11,0,1,0,1,1856,1748,0
1,2,0.879459,0.079922,0.050682,256.5,0,8,246,1,10922,3524.007937,0
1,3,0.537859,0.008104,0.045381,308.5,0,7,22,0.75,1721,1687.5,0
1,2,1,0.00738,0.00738,135.5,1,6,10,0.5,6208,2296.383333,0
1,2,0.37909,0.267562,0.020661,322.666667,0,8,1132,1,10698,2577.359055,0
1,2,0.571355,0.037227,0.01027,779,0,9,2,0.5,10159,2314.733153,0
1,1,0,0.129032,0.064516,62,0,3,139,1,3798,1635.933333,0
1,3,0.71108,0.106259,0.07278,196.285714,1,8,52,0.571429,8920,2909.293651,0
1,2,0.985228,0,0.162162,129.5,0,7,23,1,8903,2897.819444,0
1,4,0.683519,0.353172,0.271757,222.625,0,8,1498,0.75,8901,2895.819444,0
1,2,0.069128,0.145652,0.111957,306.666667,0,7,113,1,1878,1759.5,0
1,6,0.756865,0.079833,0.045279,159.857143,0,12,1475,0.142857,1615,1615,1
1,4,0.655192,0.272504,0.090835,101.833333,0,9,281,0.25,6875,2858.269048,1
1,3,0.334137,0.057908,0.027658,385.666667,0,6,47,1,1023,551,0
1,1,0,0.054206,0.22243,535,0,4,17,1,2496,1751.166667,0
1,2,0.628367,0.030807,0.045966,292.142857,0,7,113,0.857143,2425,1761.5,0
1,1,0.970951,0.004792,0.003195,313,0,4,38,1,2383,1771.166667,0
1,1,0,0.010638,0.010638,94,0,4,38,1,2381,1769.166667,0
1,1,0.999865,0.051168,0.030033,449.5,0,4,32,1,2380,1768.166667,0
1,2,0.892623,0.160691,0.118194,376.5,1,3,238,1,885,504.416667,0
1,1,0,0.005025,0.007538,398,0,3,9,1,639,496.5,0
1,1,0,0.051724,0.003448,580,0,2,2,1,568,492.5,0
1,1,0,0.003497,0.003497,286,1,3,3,1,656,551,0
1,1,0.918296,0.12,0.12,12.5,0,7,2,0.5,8796,2062.37233,0
1,2,0.894696,0.315982,0.097717,99.545455,0,7,2295,0.727273,9704,2530.685317,0
1,1,0,0.153846,0.153846,13,0,5,236,1,2276,1104.8,0
1,5,0.746697,0.047566,0.061947,190.315789,0,10,4601,0.578947,1194,420.016667,1
1,1,0,0.285714,0,7,0,4,46,1,1505,926.5,0
1,4,0.745847,0.031746,0.033613,153,0,5,779,0.857143,1210,430.383333,0
1,1,0,0,0,7,0,1,0,1,1048,473.15,0
1,2,0,0,0,0,0,9,288,1,9258,2592.334921,0
1,1,0,0,0,200,0,1,0,1,9251,2585.334921,0
1,2,0.994118,0,0.3,12,0,2,496,0.6,9918,2443.116089,0
1,2,0,0,0,23.5,0,1,0,0.5,9704,2530.685317,0
1,1,0,0.003521,0.003521,284,0,2,219,1,11301,2829.178319,0
1,1,0,0.038732,0.010563,284,0,2,111,1,4313,1484.002381,0
1,1,0,0.042254,0.028169,284,1,1,7,1,9811,2519.157937,0
1,1,0,0,0,281,0,1,0,1,9781,2522.262302,0
1,2,0.970951,0.004967,0.003311,302,0,2,36,0.5,9855,2427.25404,0
1,2,0.624963,0.108344,0.032379,267.666667,0,2,249,1,9833,2446.752453,0
1,2,0.992885,0.106719,0.065876,379.5,0,7,48,1,9823,2453.057612,0
1,3,0.909752,0.05626,0.049128,252.4,0,6,816,0.8,9781,2522.262302,0
1,1,0,0.007286,0.001821,549,0,2,1,1,3750,2029.85,0
1,1,0,0,0,374.5,0,1,0,0.5,9258,2592.334921,0
1,1,0,0.456667,0.053333,300,0,2,17,1,11275,2814.689177,0
1,1,0,0.088106,0.061674,227,0,2,6,1,11035,2611.438817,0
1,1,0,0.159292,0.004425,226,0,2,46,1,4594,1273.422222,0
1,7,0.73535,0.139053,0.163215,112.666667,0,9,5609,0.5,10742,2573.284199,0
1,1,0,0.00995,0.004975,201,0,2,0,1,9263,2564.915476,0
1,1,0,0.005,0.005,200,0,2,1,1,9262,2563.915476,0
1,1,0,0.005,0.005,200,0,2,0,1,9261,2563.371825,0
1,1,0,0.005,0.005,200,0,2,12,1,9260,2562.371825,0
1,1,0,0.02,0.02,200,0,2,1,1,3751,2030.85,0
1,1,0,0,0,11,0,1,0,0.2,9691,2517.685317,0
1,3,0.710106,0.053097,0.039823,75.333333,1,7,11,1,4024,1587.580952,0
1,1,0,0.020408,0.020408,49,0,2,0,1,62,62,0
1,1,0.413817,0.011327,0.008091,309,1,2,9,1,15,15,0
1,1,0,0.0625,0.0625,16,0,2,0,1,62,62,0
1,1,0.467785,0.083996,0.134394,188.5,0,2,4,0.666667,42,42,0
1,1,0.928383,0.007407,0.007407,216,1,2,4,0.6,21,21,0
1,1,0,0.046552,0.044828,580,1,2,0,1,16,16,0
1,1,0.672295,0.011966,0.017094,292.5,1,2,7,1,7,7,0
1,1,0,0.003968,0.003968,252,0,1,0,1,62,62,0
1,1,0,0,0,252,0,1,0,1,42,42,0
1,1,0,0.026316,0.026316,38,0,2,0,1,62,62,0
1,1,0.702788,0.067456,0,281.666667,1,2,7,0.666667,10,10,0
1,1,0,0.001761,0.001761,568,0,2,0,1,62,62,0
1,2,0.800724,0.051687,0.032644,183.8,0,2,19,0.5,52,52,0
1,1,0.656435,0.044788,0.004886,307,0,2,0,1,31,31,0
1,1,0,0.011925,0.005111,587,1,2,0,1,27,27,0
1,1,0,0.037671,0.02911,584,0,2,0,1,26,26,0
1,1,0,0.056995,0.006908,579,1,2,0,1,25,25,0
1,1,0,0.005181,0,579,1,2,0,1,13,13,0
1,1,0,0.034662,0.013865,577,1,2,0,1,12,12,0
1,1,0.720076,0.048853,0.031088,270.2,1,2,35,0.4,5,5,0
1,1,0,0.012915,0.00369,542,0,1,0,1,408,374.5,0
1,1,0,0.004049,0.004049,247,0,2,0,1,62,62,0
1,1,0,0.030043,0.004292,233,0,2,0,1,24,24,0
1,2,0,0,0,150.428571,0,1,0,0.071429,407,373.5,1
1,2,0.721866,0.024925,0.010743,387.833333,0,10,846,1,9686,2512.685317,0
1,1,0,0.001445,0.001445,692,0,6,123,1,3948,1531.769048,0
1,1,0,0.041908,0.031792,692,0,6,92,1,9172,2656.671429,0
1,1,0,0.011628,0.011628,688,0,6,1,1,8950,2927.71627,0
1,1,0,0,0.010174,688,0,6,4,1,3342,1967.583333,0
1,1,0,0.00578,0.011561,692,1,6,0,1,8921,2910.293651,0
1,1,0.998001,0.020656,0.025516,411.5,0,6,223,1,3287,1954.933333,0
1,1,0,0.00369,0.00369,542,0,6,11,1,10858,3543.358333,0
1,1,0,0.00369,0.001845,542,0,6,60,1,7742,2572.189286,0
1,1,0.811278,0.004646,0.004646,430.5,0,5,32,1,7653,3354.590476,0
1,1,0,0.003697,0.001848,541,0,4,5,1,1915,1748.5,0
2,2,0.994694,0.027356,0.008105,493.5,0,5,8,1,10103,4278.3,0
1,1,0.970951,0.004819,0.001205,415,0,4,24,1,9872,4182.142857,0
1,1,0,0.004348,0,690,0,6,93,1,9173,2657.671429,0
1,1,0,0.011628,0.011628,86,0,2,0,1,62,62,0
1,1,0,0.002558,0.002558,391,0,2,0,1,62,62,0
1,1,0.846439,0.011168,0.010309,291,1,2,4,0.5,35,35,0
1,1,0.992977,0.018847,0.059867,451,0,2,1,1,23,23,0
1,2,0.753867,0.109428,0.117845,198,0,7,88,0.666667,1856,1748,1
1,2,0.57938,0.006048,0.006048,165.333333,0,7,38,0.666667,1330,304.745238,0
1,3,0.861353,0.002471,0.002471,323.8,0,6,141,0.6,1324,301.127381,0
1,2,0,0,0,210.666667,0,1,0,0.333333,6875,2858.269048,1
1,4,0.336175,0.039702,0.07196,201.5,0,2,90,0.833333,415,366.5,0
1,1,0,0.007576,0.007576,132,0,2,0,1,62,62,0
1,1,0,0.032258,0.010753,186,1,5,216,1,2023,642.716667,0
1,1,0,0,0,103,1,1,0,1,6462,1553.010678,1
1,5,0.995708,0.034937,0.034937,82.855263,0,8,22947,0.434211,3496,845.821429,0
1,2,0.844114,0.233838,0.09216,103.857143,1,3,68,0.857143,1555,1242.5,1
1,2,0.193643,0.029197,0.459854,68.5,1,2,12,0.5,1401,1121.5,0
1,1,0,0.098361,0.045902,305,1,2,32,1,6644,1497.839719,0
1,1,0,0.112069,0,116,1,2,1,1,6494,1558.459848,0
1,1,0.309543,0.148148,0.005698,351,1,7,55,1,5795,1562.987302,1
1,1,0,0,0,0,1,2,0,1,5577,1621.827381,0
1,1,0,0.149351,0.001855,1078,1,7,47,1,5496,1551.502778,1
1,1,0,0.029412,0.029412,102,1,1,0,1,4035,1329.833333,0
1,1,0,0,0,29.25,1,1,0,0.25,5340,1473.199603,0
1,1,0,0.009091,0,880,1,7,49,1,5340,1473.199603,1
1,1,0,0.000912,0.000912,1096,1,8,76,1,6204,1652.208189,0
1,1,0.966619,0.117562,0.004354,344.5,0,2,0,1,2268,1862.5,0
1,1,0,0.098361,0.032787,61,0,2,17,1,3081,1005.2,0
1,1,0.875534,0.262411,0.120567,47,1,1,0,0.333333,3804,1203.066667,0
1,1,0.671188,0.033784,0,13.454545,1,1,11,0.272727,4034,1328.833333,0
1,1,0,0,0,29.333333,1,1,0,0.333333,3818,1208.516667,1
1,3,0.751002,0.069565,0.037874,156.818182,1,8,1162,0.30303,567,433.5,1
1,4,0.819683,0.047981,0.060808,150.357143,0,7,869,0.857143,3222,967.264286,1
1,1,0,0.02809,0.005618,178,1,4,10,1,5761,1548.311905,0
1,1,0,0.294798,0.028902,173,1,4,35,1,5708,1526.627381,0
1,1,0,0.00641,0.00641,156,0,4,188,1,5018,1316.112302,0
1,1,0,0.102564,0.108974,156,1,4,0,1,4231,1332.219048,1
1,1,0,0.108974,0.057692,156,1,4,9,1,250,250,0
1,1,0,0.026316,0.006579,152,1,4,46,1,249,249,1
1,2,0.970951,0.003304,0.007709,454,1,7,4,0.5,556,318.666667,0
1,2,0.845351,0.11465,0.025478,78.5,1,3,162,1,4115,1384.966667,1
1,1,0,0.040816,0.034014,147,0,2,43,1,3152,993.033333,0
1,1,0,0,0.280822,146,0,1,19,1,3790,1189.15,0
1,1,0,0.076923,0.012821,156,1,4,57,1,4232,1333.219048,0
1,1,0,0,0,0,1,1,25,1,3822,1212.516667,0
1,1,0,0,0,30.75,1,1,0,0.25,3760,1184.233333,0
1,1,0,0,0,17,1,1,0,1,7052,1393.415532,0
1,1,0,0.183673,0,196,1,2,11,1,7055,1370.385825,0
1,1,0,0.022472,0.022472,178,1,2,1,1,140,132,0
1,1,0,0,0,160,1,1,0,1,7006,1520.330797,1
1,2,0.529361,0.410256,0.230769,19.5,1,3,50,1,3824,1214.516667,0
1,1,0,0.175258,0.103093,97,1,4,8,1,6502,1555.36039,0
1,1,0.789749,0.109453,0.079602,100.5,1,5,16,1,5786,1563.289683,0
1,1,0,0.052632,0.052632,57,0,3,49,1,2665,1081.5,1
1,1,0,1.140351,0.192982,57,1,2,2,1,3259,1617.583333,1
1,1,0,0.033333,0.033333,30,1,1,21,1,2576,2052.833333,0
1,1,0,0.066667,0.066667,30,0,1,0,1,2295,1842,0
1,1,0,0,0,30.5,1,1,0,0.5,2106,1726.5,1
1,1,0,0.176471,0,170,1,5,110,1,6811,1646.309307,0
1,2,0.509542,0.036601,0.005229,510,1,7,19,0.666667,5793,1570.053571,1
1,2,0.485461,0.030528,0.016502,606,1,7,32,1,5781,1558.289683,0
1,1,0,0.051282,0.051282,117,1,5,5,1,5466,1557.134127,0
1,1,0,0.008475,0.008475,118,1,5,1,1,5448,1544.875794,1
1,2,0.918353,0.013403,0.008741,214.5,1,6,189,0.5,3359,1368.133333,1
2,3,0.967132,0.006011,0.006011,221.833333,1,5,450,0.5,2685,1044.233333,1
1,1,0,0.035714,0.035714,84,1,3,6,1,3147,1550.833333,0
1,1,0,0.011905,0.178571,84,1,3,0,1,3116,1526.666667,1
2,2,0,0.2,0.752941,42.5,1,3,136,1,3106,1517.166667,1
1,1,0,0.076271,0.008475,118,0,3,3,1,3033,1497.916667,0
1,1,0,0.491071,0,112,1,3,1,1,3031,1502.916667,0
1,1,0.863121,0.027473,0.010989,91,1,3,237,1,2966,1446.416667,0
1,1,0,0.178571,0.05,140,1,3,42,1,2642,1928,1
1,2,0.918296,0.003525,0.003525,425.5,1,3,20,1,2106,1848.5,0
1,1,0,0,0.027273,110,0,2,5,1,1222,1154.5,0
1,1,0.783442,0.416667,0.12037,72,0,3,11,1,2294,1841,1
1,1,0,0.022472,0.022472,89,0,2,197,1,6470,1556.692388,0
1,1,0.991076,0.006289,0.007862,318,1,7,38,1,5803,1569.511111,0
1,1,0,0.202247,0.089888,89,1,2,0,1,5692,1513.400397,0
1,1,0.941829,0.093939,0.024242,165,1,7,26,1,5676,1497.400397,0
1,1,0,0.173333,0,75,1,2,306,1,5634,1469.306746,0
1,1,0,0.015152,0.030303,66,1,2,4,1,757,613.5,0
1,1,0,0,0,66,1,1,0,1,4621,1125.861905,1
1,1,0,0.008,0.016,125,1,6,11,1,6813,1616.852633,0
1,1,0,0.087302,0.02381,126,1,6,325,1,409,317.5,0
1,7,0.977803,0.017787,0.01758,123.974359,0,8,2033,0.461538,6040,1728.075397,0
1,1,0.289986,0.092511,0.037445,227,1,5,44,1,5784,1561.289683,0
1,2,0.993546,0.087719,0.046784,285,1,7,178,1,5698,1518.561905,0
1,2,0.974025,0.095506,0.043071,267,1,7,86,1,4685,1151.914683,1
1,1,0,0.348837,0.244186,86,1,4,143,1,4190,1377.059524,1
1,1,0,0.164557,0,79,1,4,30,1,3728,1186.966667,1
1,1,0,0.014286,0,70,0,4,1,1,3699,1252,0
1,1,0,0.464286,0.071429,56,1,3,2,1,3611,1272.466667,0
1,1,0,0.069767,0.093023,43,1,2,13,1,2561,2044.833333,0
1,1,0,0.022727,0.090909,44,1,2,1,1,1995,1822.166667,0
1,1,0,0.021739,0.021739,46,1,1,0,1,2388,1933.5,0
1,2,0.813407,0.214085,0.055399,96.818182,1,3,34,0.545455,2307,1854,1
1,2,0,0,0,22.333333,0,1,0,0.333333,2208,1828,1
1,2,0.620799,0.408304,0.380623,72.25,1,9,2003,1,506,269,0
1,1,0,0.004566,0.013699,219,0,5,0,1,3558,907.821429,0
1,1,0,0.00905,0.00905,221,0,5,138,1,3366,758.894048,0
1,1,0.994985,0.027576,0.007257,344.5,1,6,166,1,3321,937.566667,1
1,1,0,0.004587,0.009174,218,0,5,1,1,3110,997.083333,0
1,1,0,0.059361,0.018265,219,1,5,7,1,462,257.333333,0
1,1,0,0.027523,0.055046,218,0,5,5,1,3013,1054.1,0
2,2,0.991076,0,0.034286,262.5,1,5,44,1,372,230,0
1,1,0,0.026432,0.008811,227,1,3,7,1,3287,1613.083333,0
1,1,0,0.017778,0,225,1,3,2,1,3260,1618.583333,0
2,2,0.836641,0.015748,0.043307,127,1,2,43,1,3236,1605.25,0
1,1,0,0.102564,0.098291,234,1,2,41,1,3231,1601.75,0
1,2,0.413817,0.195652,0.152174,138,0,4,4,1,327,193.916667,1
1,1,0,0.03653,0.009132,219,0,2,3,1,324,190.916667,0
2,3,0.536113,0.20938,0.011725,199,0,4,67,1,323,192.25,1
1,1,0,0.04,0.03,100,1,1,25,1,3957,1302.066667,0
1,1,0,0.015625,0.140625,64,1,4,241,1,4223,1383.209524,0
1,1,0,0.602941,0.279412,68,1,3,7,1,3045,1491.5,0
1,1,0,0.297619,0.107143,84,1,1,13,1,1726,1582,0
1,1,0,0,0,75,1,1,0,1,1342,1212.5,1
1,1,0,0.040984,0.004098,244,1,1,1,1,1499,1203.5,0
1,1,0,0.004348,0.047826,230,1,1,0,1,1412,1126.5,0
1,1,0,0.008475,0,236,1,1,2,1,1411,1125.5,0
1,2,0.696984,0.018649,0.008569,198.4,1,8,601,0.2,5199,1476.905159,0
1,1,0,0.067797,0,59,1,5,1,1,2842,934.766667,0
1,2,0.817925,0.001277,0.074074,391.5,1,3,12,1,2572,2048.833333,0
1,1,0,0,0,120,1,1,0,1,168,156,1
1,1,0,0.016287,0.006515,307,0,2,0,1,397,307.5,0
2,2,0.291818,0.098143,0.005305,188.5,1,8,96,1,343,265.5,0
1,1,0,0.010033,0.003344,299,1,2,2,1,218,218,0
1,1,0,0.181208,0.030201,298,1,2,68,1,212,212,1
1,1,0,0.323741,0.636691,278,1,2,1,1,6262,1656.576154,0
1,1,0,0.574675,0.292208,308,1,2,70,1,164,164,0
1,1,0,0.010791,0.014388,278,0,2,43,1,61,61,0
1,1,0,0.661871,0,278,1,1,84,1,5808,1534.289683,1
1,1,0,0,0,180,1,1,0,1,5577,1621.827381,1
1,1,0,0,0,0,1,7,25,1,4518,1101.264286,0
1,1,0,0.017544,0.122807,57,1,6,60,1,4118,1341.840476,1
1,2,0.837333,0.084663,0.018405,135.833333,1,6,363,0.833333,3878,1251.7,1
1,1,0.902408,0.022262,0.022262,151.090909,0,6,1710,0.545455,3058,1007.333333,0
1,1,0,0,0.017241,58,1,5,34,1,2804,988.733333,0
1,1,0.998905,0.045872,0.042813,109,1,4,148,0.666667,3241,1610.25,1
1,2,0.946395,0.117188,0.085938,85.333333,1,3,0,0.666667,2211,1831,1
1,1,0.889459,0.134969,0.03681,108.666667,0,2,90,1,1490,1195.5,0
1,1,0,0.011494,0.022989,87,1,2,1,1,1474,1188.5,0
1,1,0,0.011905,0.011905,84,0,2,3,1,1135,1019,0
1,1,0,0.013889,0.111111,72,0,2,1,1,1122,1006.5,0
1,2,0.258364,0.457338,0.242321,73.25,0,2,205,1,1420,1134.5,0
2,2,0.961237,0.029126,0.012945,154.5,1,7,255,1,6646,1499.839719,0
1,1,0,0.064516,0.016129,62,0,3,8,1,388,304,0
2,2,1,0.142012,0.118343,84.5,1,3,1,1,6609,1492.227128,0
1,1,0,0.781818,0.690909,55,1,3,28,1,6607,1490.227128,1
2,5,0.811385,0.054622,0.026611,64.909091,1,8,1065,0.454545,300,240.5,1
1,2,0.506992,0.570248,0.165289,60.5,1,7,500,1,269,209.5,1
1,1,0,0.03125,0.03125,32,0,2,104,1,5053,1076.811905,0
1,1,0,0.03125,0.03125,32,1,1,0,1,5462,1558.54246,0
1,1,0,0.0625,0.03125,32,1,1,0,1,5461,1557.54246,0
1,1,0,0,0,31,1,1,0,1,5456,1552.54246,0
1,1,0,0,0,40,1,1,0,0.125,3801,1200.066667,0
3,29,0.999276,0.004379,0.004379,230.423423,1,9,15351,0.414414,1040,544.883333,1
1,1,0,0.204545,0.022727,44,1,6,195,1,342,218,0
1,1,0.965634,0.016611,0.013289,100.333333,1,4,311,1,2935,1430.916667,1
1,1,0,0,0.151515,33,1,3,0,1,2097,1859.5,0
1,2,0.721928,0.083333,0.083333,30,1,3,4,1,2088,1850.5,1
1,1,0,0.1875,0.041667,48,1,3,6,1,2574,2050.833333,1
2,2,0.815916,0.031088,0.015544,144.75,1,3,4,0.75,1826,1495.5,1
1,1,0,0,0.020408,49,0,3,1,1,1337,1207.5,0
1,1,0,0.014493,0.014493,69,1,3,6,1,1547,1234.5,0
1,1,0,0,0.133333,90,0,2,1,1,1108,992.5,0
1,2,0,0,0,111.75,1,1,0,0.25,1401,1121.5,1
1,1,0.890492,0.053191,0.085106,47,1,1,0,0.5,3996,1291.383333,0
1,1,0.205593,0.968421,0.010526,47.5,1,1,63,1,3972,1268.3,0
1,1,0.841699,0.148387,0.141935,38.75,1,1,99,0.75,3944,1289.733333,0
3,5,0.690831,0.014346,0.022785,237,1,5,376,1,3810,1208.533333,1
1,1,0,0.00885,0.00885,113,0,2,239,1,5015,1313.112302,0
1,1,0,0.088235,0.019608,102,1,2,100,1,4748,1165.95,0
1,1,0,0.020408,0.030612,98,0,2,140,1,3345,873.976191,1
1,1,0,0.010753,0.010753,93,1,1,23,1,4132,1351.514286,0
1,2,0.949452,0.103448,0.027586,72.5,1,4,42,1,4044,1338.833333,0
1,1,0.591673,0.419355,0.032258,15.5,1,4,2,1,300,182.833333,0
1,2,0.998364,0.085973,0.00905,110.5,1,8,197,1,122,122,0
1,2,0.704402,0.073187,0.005181,514.666667,1,9,16,0.666667,6971,1561.864558,0
1,2,0.309543,0.004052,0.010535,617,1,8,2,0.5,6960,1552.86647,0
1,2,0.764205,0.006375,0.000797,627.5,1,8,274,1,6827,1612.430703,0
1,1,0.27139,0.038793,0.022989,348,1,8,100,0.5,6261,1682.955087,0
1,1,0.970951,0.015337,0,163,1,6,65,1,5710,1528.627381,0
1,1,0,0.013514,0,148,1,5,38,1,770,617.333333,0
1,1,0,0.086022,0.017204,465,1,5,37,1,4215,1389.992857,0
1,1,0,0.015852,0.003963,757,1,7,14,1,4177,1375.690476,1
1,1,0,0.003413,0.030717,293,0,7,2,1,4087,1376.3,0
1,1,0,0.636856,0,369,1,6,2,1,3952,1297.233333,1
1,1,0,0.017241,0.017241,58,1,5,50,1,2012,633.05,0
1,1,0,0.16129,0,93,1,3,2,1,3115,1525.666667,0
1,1,0,0.081967,0,61,0,4,3,1,325,191.916667,0
1,1,0,0.00157,0.00157,637,1,4,0,1,2931,1426.916667,1
1,2,0.586729,0.095153,0.003591,185.666667,1,4,45,1,268,169.5,1
1,1,0,0.001623,0.008117,616,1,4,1,1,2780,1803,0
1,1,0,0.034247,0.013699,292,1,2,1,1,2121,1850.833333,0
1,1,0,0.008264,0.008264,121,1,1,1,1,2566,2049.833333,0
1,1,0,0.001389,0.001389,720,1,2,0,1,2462,1945.833333,0
1,4,0.785475,0.013812,0.013812,181,0,3,9,1,2002,1807.166667,1
1,3,0.513981,0.087368,0.04,190,0,3,11,1,2280,1874,1
1,1,0,0.156863,0.019608,51,1,2,1,1,1868,1719.5,1
1,1,0,0.016667,0.016667,360,1,2,28,1,547,523,0
1,1,0,0,0,182,0,1,0,0.5,919,777.5,1
1,1,0,0.037671,0.017123,292,1,2,46,1,2633,2015.666667,0
1,2,0.33729,0.033473,0.004782,836.5,1,9,90,1,288,228.5,0
1,1,0,0.036972,0.001761,568,1,8,39,1,180,180,0
1,1,0,0.001825,0.001825,548,1,7,1,1,5800,1567.675794,0
1,1,0,0.001825,0.001825,548,1,7,0,1,5796,1563.987302,0
1,1,0,0.008547,0.008547,468,0,5,164,1,3387,756.841667,1
1,1,0,0.002242,0.002242,446,1,5,32,1,3856,1235.35,0
1,1,0,0.019185,0.016787,417,1,5,1,1,2841,933.766667,0
1,1,0,0.002439,0.002439,410,1,5,2,1,3544,1296.066667,1
1,2,1,0.004566,0.004566,219,0,5,147,1,2814,995.316667,0
1,1,0,0.014742,0.004914,407,1,4,0,1,3247,1616.25,1
1,1,0,0.002469,0.002469,405,1,4,19,1,3246,1615.25,0
1,1,0,0.125926,0.002469,405,1,4,8,1,3154,1557.833333,0
1,2,0.999673,0.000917,0.042202,545,1,4,0,0.5,3125,1535.666667,0
1,1,0,0.035264,0.005038,397,1,4,0,1,3090,1504.166667,0
1,1,0,0.008333,0,480,1,4,0,1,3037,1501.916667,1
1,1,0,0.016736,0.012552,478,1,4,0,1,3036,1500.916667,0
1,1,0,0.061966,0.025641,468,1,4,4,1,3032,1496.916667,1
1,1,0,0.006508,0.004338,461,1,4,0,1,3030,1502.083333,0
1,2,0.98532,0.056466,0,366,1,4,191,1,2930,1425.916667,1
1,1,0,0.035336,0.035336,283,1,4,5,1,2803,1794.333333,0
