@relation 'poi-3.0_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.385rfc-0.367wmc-0.34npm-0.285lcom-0.278ce... numeric
@attribute -0.425ic-0.416cbm-0.364mfa-0.335dit+0.249cbo... numeric
@attribute -0.477ca-0.397cbo-0.331lcom3-0.324noc+0.271avg_cc... numeric
@attribute 0.333moa-0.328mfa-0.316avg_cc-0.298cbo-0.287ic... numeric
@attribute '0.4  lcom3-0.399dam+0.33 dit-0.305ca+0.277mfa...' numeric
@attribute 0.686amc+0.555loc-0.249max_cc-0.21avg_cc-0.206ce... numeric
@attribute 0.511dam+0.363cam-0.351cbm+0.348dit+0.345moa... numeric
@attribute 0.827noc-0.347ca-0.271cbo+0.244moa+0.182ce... numeric
@attribute -0.704cam-0.424cbm-0.331ic+0.235dit-0.186avg_cc... numeric
@attribute -0.721moa+0.349cam+0.298rfc-0.209lcom3+0.206lcom... numeric
@attribute -0.617ce+0.447avg_cc+0.292npm+0.239dit+0.234max_cc... numeric
@attribute '0.8  lcom-0.33npm-0.208wmc-0.2lcom3-0.186rfc...' numeric
@attribute bug {1,0}

@data
-3.082384,-0.980058,-1.951085,2.572309,1.309435,-0.681832,-0.332459,-0.508144,1.856988,1.663015,1.8111,0.456467,1
0.509389,-1.266771,0.196402,-0.676471,-0.267555,-0.073666,-0.255791,0.006766,-0.133032,0.033572,-0.251448,0.3035,1
2.423517,0.230531,-1.334489,-0.260015,2.101267,-0.357789,0.435353,-0.005827,0.449128,-0.284765,0.520091,-0.14529,1
-1.505564,0.262657,1.889801,0.144984,-1.292914,0.063418,-0.101948,-0.136662,-0.537528,0.213249,1.264408,-0.293117,0
0.301449,-1.241162,0.255886,-0.73426,-0.376268,-0.049009,-0.384542,-0.060616,0.032368,-0.082683,-0.146298,0.308687,1
1.956505,2.025012,0.069914,1.158324,0.690578,-0.260666,-1.119773,-0.034994,-0.423599,-0.474521,0.043956,0.141066,1
-0.430782,-1.129687,-0.169081,-1.332758,0.369812,0.334963,-1.204153,-0.303827,-0.219475,-0.261584,-0.039746,0.303941,1
-0.236322,0.958094,0.457316,1.613236,-0.45504,-0.253416,-1.027996,-0.296334,1.12096,-0.107315,0.695299,0.217193,1
-1.683114,-0.617629,0.397206,-0.181614,-0.599324,-0.132668,0.217621,0.136877,0.342167,-0.209845,-0.093811,-0.463161,0
0.350027,-1.252689,0.262324,-0.644531,-0.261147,-0.049875,-0.293507,0.025692,-0.080093,0.075077,-0.287922,0.238138,1
-5.316976,-2.230256,-1.376942,3.591796,0.093664,-0.024115,0.564025,0.843539,-0.621702,-2.484237,0.610766,-1.405064,1
-0.054269,-0.086429,0.594625,-0.971606,0.0126,-0.046279,1.609219,0.496329,-0.522661,-0.0282,-1.29801,-0.122884,1
-1.403579,-1.384029,0.264217,0.195824,-0.665888,0.12058,0.05748,0.120949,-0.162506,-0.00934,-0.246441,-0.491207,1
0.6573,-1.176625,-0.05201,-0.582401,0.083985,-0.10438,-0.65071,-0.02862,-0.105119,-0.099311,-0.200143,0.352694,1
-14.160086,4.043072,-3.993267,0.327846,2.124296,-0.585779,1.445768,-1.886829,0.870881,2.526523,-2.2972,0.958488,1
-1.93537,-3.57051,0.35271,-1.46638,-1.459556,0.00264,-0.015225,0.274621,-0.224855,0.298741,-0.10831,-0.501202,0
0.406567,-1.269999,0.220132,-0.626271,-0.322856,-0.068095,-0.289664,-0.011091,-0.101717,0.051823,-0.206916,0.276892,1
-9.893353,0.950875,-1.382909,2.428997,1.257982,-1.099094,-1.446271,-0.740857,1.903431,2.649218,0.063874,-5.042156,1
2.718944,2.266026,-0.560895,1.505286,0.965586,-0.648721,-0.210228,0.085638,-2.003819,0.462736,-0.188891,-0.254245,0
-0.678295,-0.409648,0.802653,-1.129331,0.835449,2.396014,-0.365566,-0.152539,-0.333632,-0.271979,0.067163,0.386018,1
-2.232051,-0.46992,0.54696,-1.240294,0.154779,-0.23956,-0.171976,0.016494,0.0538,0.60041,-0.830096,-0.41605,1
-0.529967,1.660315,1.868103,0.289585,-0.969537,0.319298,0.505249,-0.03789,0.342015,-0.219318,0.496366,0.071668,0
-3.382877,5.4084,-9.618893,-2.490913,-4.107657,0.630567,-0.489941,-6.589801,-0.707614,-1.538862,0.12505,0.28115,1
0.853331,-1.138592,0.497026,-0.505166,-0.693131,-0.087375,0.575811,0.167514,0.08376,-0.008701,-0.485683,0.115831,0
2.413003,2.037472,-0.474138,1.447632,0.646838,-0.532088,-0.657462,-0.061212,-1.174685,0.053855,-0.138981,-0.105711,0
0.608863,-1.207208,0.030265,-0.613678,-0.034167,-0.097048,-0.519232,-0.016716,-0.114221,-0.054923,-0.217256,0.336204,1
0.943667,0.487772,-0.006925,0.626092,-0.088148,-0.268019,-0.079041,-0.168498,1.219131,0.001432,0.084962,-0.050201,0
-0.119315,-1.579838,0.208062,-0.550551,-0.336377,0.119721,-0.253642,0.029074,-0.35852,0.334282,-0.26723,-0.094089,1
0.849235,1.481912,1.350019,0.937846,-1.119558,0.06315,1.461038,0.163403,-0.92121,0.713312,0.008121,-0.086754,1
-1.327007,-1.426592,0.271908,0.293699,-0.738024,0.011169,0.345219,0.328073,-0.241063,-0.68591,-0.335782,-0.57608,1
0.496529,-1.242471,0.149057,-0.704104,-0.293276,-0.068193,-0.248147,-0.026757,-0.14091,0.023771,-0.254415,0.305552,1
2.771668,2.210029,-0.498675,1.574895,0.974822,-0.630943,-0.22363,0.1129,-2.007594,0.469148,-0.110056,-0.242246,0
-5.513904,2.584969,0.68041,0.03274,1.176373,-0.097633,-0.124592,-0.276623,1.065749,1.35976,-0.949783,-0.110848,1
-0.733074,-1.373645,0.385829,-0.14492,-0.719725,-0.058928,0.284423,0.278237,-0.119996,-0.55683,-0.442333,-0.271188,1
-0.40327,-1.146344,-0.047204,0.008862,0.022907,0.141401,-0.857126,-0.111459,-0.154211,0.223402,0.060093,-0.0974,1
-0.370713,-0.074291,1.130508,-2.621369,0.947878,-0.540932,1.865392,0.453989,-0.41903,-0.418039,0.643186,0.10313,1
1.950566,1.957268,-0.134385,1.330206,0.74153,0.300152,-1.013212,-0.00835,-0.212432,-0.267738,-0.781759,0.057416,0
0.714044,-1.105344,0.420339,-0.525295,-0.567302,0.087097,0.329285,0.078074,0.330327,-0.055282,-0.48297,0.231042,0
0.851813,1.196446,1.117413,0.958292,-1.488666,-0.149037,0.934344,-0.092743,-0.244405,0.750583,-0.000206,-0.103416,1
1.1848,1.826834,-0.686151,1.117858,-0.657735,-0.323613,-0.106954,-0.452957,-0.748047,0.640846,0.54044,0.015119,0
0.415462,1.839501,1.312398,0.591736,-0.096624,-0.326059,-0.179046,-0.021526,0.020746,0.012417,0.813352,0.502979,0
-1.489403,0.236813,1.935702,0.172545,-1.270465,0.048512,-0.110077,-0.102574,-0.52907,0.222886,1.267244,-0.295249,1
0.926744,0.415868,0.114706,0.62918,-0.27765,-0.239392,0.126232,-0.143064,1.163024,0.043161,0.096585,-0.099247,0
1.89342,1.926158,-0.378294,1.263216,0.581828,-0.321327,-1.036572,-0.033405,-0.142425,-0.199705,-0.949039,-0.0675,1
0.301449,-1.241162,0.255886,-0.73426,-0.376268,-0.049009,-0.384542,-0.060616,0.032368,-0.082683,-0.146298,0.308687,1
-1.275963,-2.936272,0.311887,-3.010969,0.751629,0.704967,-0.576878,-0.010523,-0.978605,-0.69998,0.12372,0.83783,1
-1.55671,0.372256,1.599309,0.184973,-1.204415,0.090931,-0.063817,-0.223773,-0.772766,0.287395,1.246635,-0.44078,1
-3.783025,-1.223189,-0.373939,-2.991416,2.258891,0.189299,-1.359521,0.206036,-0.288733,-0.476976,-1.905655,-0.354359,1
0.719453,-1.299577,-0.31352,-1.105332,0.180458,0.337347,-0.315882,0.2199,-0.483588,0.064197,-0.518174,0.30613,1
0.68662,-1.15854,-0.101655,-0.56353,0.154494,-0.109996,-0.729673,-0.035762,-0.099557,-0.125804,-0.18986,0.362502,1
0.148046,-1.2993,0.350676,-0.555419,-0.546188,-0.019329,-0.111748,-0.007088,-0.153029,0.171181,-0.189574,0.147612,1
0.182649,1.212023,1.16616,0.836679,-1.612496,-0.366779,0.803752,0.340352,0.318418,-0.160854,-0.10344,0.015135,0
1.244126,0.507936,-0.165776,0.716275,0.289647,-0.264154,-0.470927,-0.187729,1.278735,-0.119665,0.262008,0.127778,0
2.07792,1.866551,-0.39328,1.432528,0.506268,-0.513236,-0.976004,-0.102983,-0.585034,-0.164225,-0.185508,-0.085794,0
0.289284,-1.217329,0.208075,-0.761801,-0.402803,-0.045992,-0.377037,-0.094064,0.024667,-0.092369,-0.149268,0.310643,1
1.878642,1.212985,-1.106108,-0.622368,2.114268,-0.590198,0.16506,0.580974,-0.195266,-0.111644,0.297424,-0.035335,1
-3.361357,-1.809285,-0.339486,1.819791,-0.587245,0.08992,0.629135,0.532637,-0.534983,-1.210898,0.112076,-1.166868,1
0.492438,1.331815,1.286759,0.833222,-1.498353,-0.132429,1.142704,0.415163,-0.108871,0.043441,-0.111117,0.063715,1
0.913537,-1.607833,-0.466274,-0.705413,1.228455,0.619064,0.065819,0.147865,0.809957,-1.119435,0.38485,0.42852,0
-1.272118,-0.745064,-0.107281,-0.039754,-1.170276,0.09958,0.355409,0.563541,0.357982,-0.500904,-0.154618,-0.429087,1
0.492748,-1.108359,0.043701,-0.691683,0.240867,0.017598,-0.965875,-0.109603,0.138865,-0.219567,0.064728,0.548036,1
1.77932,-1.033227,-0.15964,-0.953347,0.222007,0.01602,2.864511,0.378491,1.228201,0.73335,0.690167,-0.185144,0
