@relation 'jdt-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,10,12-14'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute npt numeric
@attribute bug {1,0}

@data
1,0,0.012165,0.009732,411,0,3,1,0
1,0.902579,0.013407,0.012945,270.375,0,9,0.125,1
1,0,0.011765,0.016471,425,1,2,1,0
1,0.562932,0.029032,0.051075,80.869565,0,9,0.434783,0
1,0,0.014963,0.017456,401,1,5,1,0
1,0.56651,0.02093,0.013953,215,0,5,1,1
1,0.946395,0.001693,0.000564,590.666667,0,5,1,0
1,0,0.014963,0.037406,401,0,5,1,0
1,0,0.027027,0.012285,407,0,5,1,0
1,0,0.012346,0.012346,405,1,5,1,0
1,0.973215,0,0.004971,316.142857,0,5,0.428571,0
1,1,0.021359,0.009709,257.5,1,4,1,0
1,0,0.066502,0.014778,406,1,4,1,1
1,1,0.014265,0.008559,350.5,1,4,1,0
1,0,0,0.007732,388,0,4,1,0
1,0,0.002577,0.002577,388,1,4,1,0
1,0,0.020619,0.015464,388,0,3,1,0
1,0,0.018229,0.302083,384,0,3,1,0
1,0.985925,0.006066,0.000433,461.6,0,3,1,0
1,0,0.092511,0.04185,454,0,3,1,0
1,0,0.413242,0.084475,438,0,3,1,0
1,0.720107,0.050152,0.018237,131.6,0,3,1,0
1,0,0.002959,0.002959,338,1,2,1,0
1,0,0.02071,0.029586,338,0,2,1,0
1,0,0.017595,0.005865,341,0,2,1,0
1,0,0.088496,0.017699,339,0,2,1,0
1,0,0.037383,0,321,0,2,1,0
1,0,0.025559,0.028754,313,0,2,1,0
1,0,0.407643,0.05414,314,0,2,1,0
1,0.981602,0.054758,0.021544,159.142857,0,2,0.857143,0
1,0,0.004167,0.004167,240,0,2,1,0
1,0,0.004167,0.016667,240,0,2,1,0
1,0,1.698454,1.698454,388,0,4,1,0
1,0.800392,0.065217,0.068841,138,0,5,0.5,0
1,0.980377,0.002001,0.003532,530.875,0,12,0.4375,0
1,0.530291,0.018683,0.001779,374.666667,0,9,1,0
1,0,0.081633,0.010204,98,0,4,1,0
1,0.833232,0.029677,0.068023,214.214286,0,8,0.142857,0
1,0.918296,0.014851,0.014851,101,0,1,0.5,0
1,0,0.011765,0.011765,85,0,5,1,0
1,0,0.0125,0.025,80,0,4,1,0
1,0,0.026316,0.026316,76,0,2,1,0
1,0.963233,0.010788,0.015768,200.833333,0,2,0.5,1
1,1,0.002642,0.003396,1325,0,8,0.5,0
1,0,0.04428,0.01476,271,0,6,1,0
1,0.857337,0.007482,0.003061,534.636364,0,11,0.454545,0
1,0.812096,0.005657,0.0022,530.333333,0,11,1,0
1,0,0.007519,0.011278,266,0,5,1,0
1,0.836646,0.009428,0.002933,596.625,0,12,0.5,1
1,0,0.003165,0.003165,316,1,5,1,0
1,0.848967,0.105792,0.010425,323.75,0,7,0.125,0
1,0,0.003937,0.003937,254,0,4,1,0
1,0,0,0,0,0,2,1,0
1,0,0.01087,0.163043,92,0,2,1,0
1,0.470612,0.103448,0.107143,135.333333,0,3,0.333333,1
1,0.89725,0.109589,0.046233,116.8,1,2,0.6,0
1,0.946395,0.037037,0.005291,63,0,2,0.666667,0
1,0,0.012987,0.220779,77,0,2,1,0
1,0,0.01259,0.007194,556,0,7,1,0
1,0.736516,0.027741,0.015852,378.5,0,9,1,0
1,0,0.009091,0.010909,550,0,7,1,0
1,0,0.00363,0,551,0,7,1,0
1,0.894022,0.017013,0.011534,578,0,10,0.5,0
1,0,0.014337,0.005376,558,0,6,1,0
1,0.998001,0,0.016608,572,0,6,0.5,0
1,0.879393,0.021161,0.018979,295.741936,0,12,0.419355,0
1,0.94903,0.036596,0.014971,277.461539,0,11,0.461538,0
1,0,0.031056,0.014493,483,0,6,1,0
1,0.297472,0.039863,0.003417,439,0,17,1,0
1,0.845742,0.006218,0.006607,367.571429,0,9,0.571429,0
1,0.721928,0.024209,0.031657,268.5,0,5,0.5,0
1,0,0.002618,0.002618,382,0,5,1,0
1,0,0.018325,0.002618,382,0,5,1,0
1,0,0.007538,0,398,0,5,1,0
1,0,0.005051,0.002525,396,0,5,1,0
1,0.656705,0.0049,0.0049,816.333333,0,9,1,0
1,0.976021,0.084189,0.051335,243.5,0,6,1,0
1,0.571362,0.045455,0.036364,183.333333,0,3,1,0
1,0.24109,0.040329,0.021399,303.75,0,8,1,0
1,0.422001,0.058036,0.020089,224,0,3,1,0
1,0,0.003356,0.006711,298,0,3,1,0
1,0,0.006711,0.073826,298,0,3,1,0
1,0,0.026059,0.016287,307,1,2,1,0
1,0,0.019672,0,305,0,1,1,0
1,0,0.01634,0.003268,306,0,3,1,0
1,0,0,0.003257,307,0,3,1,0
1,0.888933,0.006993,0.02972,114.4,0,2,0.2,0
1,0.453716,0.02799,0.025445,196.5,0,2,1,0
1,0,0.032895,0.016447,304,0,2,1,0
1,0,0.003333,0.003333,300,0,2,1,0
1,0,0.216667,0.053333,300,0,2,1,0
1,0.850109,0.212209,0.177326,172,0,2,0.5,0
1,0,0,0.007692,260,1,2,1,0
1,0.918296,0.008955,0.008955,167.5,1,2,1,0
1,0,0,0.214559,261,0,2,1,0
1,0.918296,0.008152,0.016304,184,1,2,1,0
1,0,0.003378,0.003378,296,0,2,1,0
1,0.811278,0.096774,0.16129,186,0,3,0.5,0
1,0,0.48913,0.097826,92,1,2,1,0
1,0,0.196721,0.147541,61,1,2,1,0
1,0,0,0,0,0,2,1,0
1,0,0,0.004149,723,0,6,1,0
1,0.753099,0.037215,0.007005,456.8,0,10,1,0
1,0,0.062947,0.040057,699,0,6,1,0
1,0.7829,0.05301,0.057539,288.769231,0,12,0.538462,0
1,0.930935,0.005491,0.002227,603.28125,1,13,0.09375,0
1,0.893631,0.017455,0.000563,296,1,9,0.833333,0
1,0,0.003236,0,618,0,6,1,0
1,0.78969,0.004197,0.008395,317.666667,0,7,0.333333,0
1,0.989809,0.036604,0.02717,441.666667,0,8,0.833333,0
1,0,0.003738,0.001869,535,0,4,1,0
1,0,0.026217,0.007491,534,0,4,1,0
1,0,0.015066,0,531,0,3,1,0
1,0.755549,0.042604,0.030769,281.666667,0,7,1,0
1,0.86416,0.006149,0.007096,528.5,0,4,0.75,0
1,0.763624,0.036044,0.007033,455,0,10,1,0
1,0,0,0.006349,315,0,5,1,0
1,0,0.028939,0.032154,311,1,4,1,0
1,0,0.048077,0.041667,312,1,4,1,0
1,0,0.025723,0.025723,311,1,4,1,0
1,0.684476,0.237306,0.072688,233.875,0,8,0.75,1
1,0.995727,0.010922,0.004854,412,1,4,0.5,0
1,0,0.209622,0.010309,291,1,4,1,0
1,0,0.012097,0.024194,248,0,2,1,0
1,0,0.084,0.004,250,1,2,1,0
1,0,0.004255,0.004255,235,0,2,1,0
1,0,0.168831,0.034632,231,0,2,1,0
1,0,0,0.117925,212,0,2,1,0
1,0,0.008811,0,227,0,2,1,0
1,0,0.026667,0,225,1,2,1,0
1,0,0.006085,0.004057,493,1,6,1,0
1,0,0.54878,0.00813,492,0,6,1,0
1,0,0.015873,0.301587,63,0,2,1,0
1,0,0.009091,0.009091,110,0,2,1,0
1,0,0.698529,0.75,136,0,5,1,0
1,0.981011,0.016936,0.016936,672,0,11,0.095238,0
1,0,0.007463,0.007463,134,0,5,1,0
1,0,0.015748,0.007874,127,0,4,1,0
1,0.305401,0.103448,0.04244,188.5,0,4,1,0
1,0,0,0.034483,58,1,2,1,0
1,0.991241,0.013238,0.043788,392.8,0,8,0.3,0
1,0.841737,0.04358,0.025609,383.758621,0,17,0.724138,0
1,0.977517,0.007874,0.00375,333.375,0,8,0.25,0
1,0,0.009434,0.009434,106,0,1,1,0
1,0,0,0.134831,89,1,4,1,0
1,0,0.05814,0.023256,86,1,2,1,0
1,0.792658,0.448505,0.242525,75.25,0,2,0.5,1
1,0,0,0,0,0,3,1,0
1,0.721349,0.027829,0.018924,224.583333,0,8,1,0
1,0,0.22973,0.486486,74,0,2,1,0
1,0.626242,0.054867,0.03014,325.027778,0,16,0.166667,1
1,0.682639,0.056391,0.073099,299.25,0,9,0.875,0
1,0,0.004926,0.004926,203,0,7,1,0
1,0.813188,0.027867,0.020751,333.725,0,8,0.625,1
1,0,0.355,0,200,0,3,1,0
1,0,0.013072,0.104575,153,0,3,1,0
1,0,0.139394,0.024242,165,1,3,1,0
1,0,0.067568,0.033784,148,1,3,1,0
1,0,0.096552,0.006897,145,0,3,1,0
1,0,0.007407,0.014815,135,0,3,1,1
1,0,0.029412,0.022059,136,0,3,1,0
1,0,0.007407,0.007407,135,0,2,1,0
1,0,0.090909,0.075758,132,0,2,1,0
1,0,0.069231,0.015385,130,0,2,1,0
1,0,0.024,0,125,0,2,1,0
1,0,0.065574,1.852459,122,0,2,1,0
1,0,0.151292,0.055351,271,0,2,1,0
1,0,0,0.015873,252,0,2,1,0
1,0,0.921875,0.15625,256,0,2,1,0
1,0,0.03252,0.01626,123,0,2,1,0
1,0,0.336066,0.336066,122,0,2,1,0
1,0,0,0.02439,123,0,2,1,0
1,0,0.133858,0.283465,127,0,2,1,1
1,0,0.007042,0.042254,142,0,2,1,0
1,0,0,0,0,0,2,1,0
1,1,0.007576,0.011364,264,0,6,0.5,0
1,0.884007,0.037795,0.009974,381,0,8,0.2,0
1,0.841822,0.012611,0.003153,422.916667,0,11,0.75,0
1,0.91988,0.009649,0.002339,380,0,10,0.777778,0
1,0,0.005236,0,191,0,3,1,0
1,0,0.344828,0.936782,174,0,2,1,0
1,0,0.006686,0.002865,1047,1,8,1,0
1,0,0.004776,0.006686,1047,1,8,1,0
1,0.869371,0.010335,0.014621,330.583333,1,9,0.5,0
1,0.914177,0.01841,0.050209,597.5,1,9,1,0
1,0.997059,0.016699,0.013487,778.5,0,13,1,0
1,0,0.002882,0.001921,1041,0,8,1,0
1,0.970951,0,0.00384,651,0,8,0.5,0
1,0.777722,0.003675,0.005774,635,0,9,1,0
1,0,0.000994,0.000994,1006,0,8,1,0
1,0,0.001748,0.001748,572,1,7,1,0
1,1,0.009646,0.004823,622,0,8,0.5,0
1,1,0.005268,0.001756,569.5,0,8,0.5,0
1,0,0.001912,0.005736,523,0,6,1,0
1,0,0.005747,0,522,0,6,1,0
1,0,0.003824,0.005736,523,0,5,1,0
1,0,0.023346,0.009728,514,1,5,1,0
1,0,0.001957,0.001957,511,0,3,1,0
1,0,0.001957,0,511,1,3,1,0
1,0.763971,0.021739,0.013842,512,0,10,0.521739,0
1,0,0.007843,0,510,0,3,1,0
1,0,0.003937,0,508,0,3,1,0
1,0.577744,0.060345,0.037356,232,0,4,1,0
1,0.983376,0.002799,0.027985,536,0,3,1,0
1,0,0.012146,0.010121,494,1,2,1,0
1,0,0,0.072874,494,0,2,1,0
1,0,0.045726,0.04175,503,1,2,1,0
1,0,0.067729,0.02988,502,0,2,1,0
1,0,0.221311,0.241803,488,0,2,1,0
1,0,0.002049,0.002049,488,0,2,1,0
1,0,0.045082,0.018443,488,0,2,1,0
1,0,0.002101,0.002101,476,0,2,1,0
1,0.811278,0.016082,0.00731,342,1,6,1,0
1,0.851652,0.094503,0.024707,359.777778,0,8,0.333333,0
1,0.990726,0.109127,0.079365,168,0,2,1,0
1,0,0.00813,0.00813,123,0,2,1,0
1,0,0.034483,1.172414,58,0,2,1,0
1,0,0.142308,0.007692,260,0,1,1,0
1,0,0.769547,0.226337,243,0,1,1,0
1,0,0.112903,0.306452,186,1,1,1,0
1,0,0.246512,0.004651,215,0,1,1,0
1,0,0,0,0,0,8,1,0
1,0,0.021429,0,140,0,6,1,0
1,0,0.043165,0.043165,139,0,5,1,0
1,0,0.201439,0.115108,139,0,5,1,0
1,0,0.015625,0.03125,128,0,3,1,0
1,0,0.123077,0.123077,130,0,2,1,0
1,0,0.03876,0.015504,129,0,2,1,0
1,0,0.008333,0.008333,240,0,3,1,0
1,0,0.029661,0,236,0,3,1,0
1,0,0.292576,0.0131,229,0,3,1,0
1,0,0.132597,0.18232,181,0,3,1,0
1,0,0.016129,0.274194,186,0,2,1,0
1,0,0.013761,0.013761,218,0,1,1,0
1,0,0.018349,0,218,0,1,1,0
1,0,1.364055,0.792627,217,0,1,1,0
1,0,0.014286,0.014286,70,0,2,1,0
1,0,0.402778,0.180556,72,1,1,1,0
1,0,1.05,0.733333,60,0,1,1,1
1,0,0.186047,0.116279,43,0,1,1,0
1,0,0,0,0,0,1,1,0
1,0,0.06,0.02,50,0,1,1,0
1,0,0.119403,0.119403,67,1,2,1,0
1,0,0.369231,0.076923,65,0,2,1,0
1,0,0.092593,0.055556,54,0,1,1,0
1,0,1.576923,1.576923,52,0,1,1,0
1,0,1.576923,1.5,52,0,1,1,0
1,0,0,0,0,0,1,1,0
1,0,0,0,0,0,1,1,0
1,0,0,0,0,0,1,1,0
1,0,0.020408,0.020408,49,0,1,1,0
1,0,0.265306,0.183673,49,0,1,1,0
1,0,0,0,0,0,1,1,0
1,0,0.057692,0.057692,52,0,1,1,0
1,0,0.047244,0,127,1,3,1,0
1,0.895895,0.069496,0.048689,171.642857,0,3,0.714286,1
1,0,0,0,43,1,1,1,0
1,0,0,0,41,0,1,1,0
1,0,0,0,22,0,1,1,0
1,0.650022,0.042636,0.003876,129,1,8,0.5,0
1,0.667697,0.022051,0.005513,604.666667,0,8,1,0
1,0,0.032258,0,62,0,7,1,0
1,0.924961,0.048378,0.06033,585.666667,0,7,1,0
1,0,0.060606,0.060606,66,0,7,1,0
1,0,0.484848,0.318182,66,0,7,1,0
1,0.895665,0.026927,0.008357,215.4,0,6,1,0
1,0,0.207547,0.037736,53,0,2,1,0
1,0,0.191489,0.021277,47,0,1,1,1
1,0,0.02381,0.738095,42,0,1,1,0
1,0,0.014493,0.014493,69,0,1,1,0
1,0,0,0,0,0,2,1,0
1,0,0.018868,0.018868,106,0,3,1,0
1,0,0,0,110.5,0,1,0.5,1
1,0,0,0,0,0,5,0.666667,0
1,0.63093,0.028571,0.028571,70,0,5,1,0
1,0.429797,0.052394,0.031617,369,0,5,0.333333,0
1,0.761078,0.038356,0.020091,365,0,5,0.666667,0
1,0.847263,0.080313,0.03838,281.4,1,7,0.8,1
1,0.955368,0.044462,0.031981,213.666667,0,8,1,1
1,0.918296,0.015748,0.007874,127,1,3,1,0
1,0,0,0.04321,162,0,3,1,0
1,0,0.240964,0.53012,166,0,2,1,0
1,0.996512,0.084532,0.069245,278,1,4,1,0
1,0.889513,0.023546,0.00831,240.666667,0,3,1,0
1,0,0.497462,0.060914,197,0,2,1,0
1,0,0.045045,0.027027,111,1,2,1,0
1,0.439497,0.014354,0.00319,627,0,9,1,0
1,0,0.056,0.048,125,0,7,1,0
1,0.611097,0.012579,0.03504,278.25,0,7,0.5,0
1,0,0.010638,0.053191,94,0,6,1,0
1,0,0.041667,0.010417,96,0,6,1,0
1,0,0.031915,0.021277,94,0,6,1,0
1,0,0.065217,0.032609,92,0,6,1,0
1,0,0,0.011364,88,0,4,1,0
1,0,0.011364,0.011364,88,0,3,1,0
1,0.927116,0.013752,0.020956,305.4,0,5,0.6,0
1,1,0.004175,0.004175,239.5,0,2,1,0
1,0,0,0,98,0,1,1,0
1,0,0.006897,0.013793,145,1,7,1,0
1,0.926727,0.169192,0.065657,66,0,7,0.5,0
1,0.78969,0.002371,0.003319,703,0,6,0.333333,0
1,0,0.007143,0.135714,140,0,1,1,0
1,0,0.006667,0.013333,150,0,1,1,0
1,0,0.006667,0.006667,150,0,1,1,0
1,0,0.055556,0.007937,126,0,3,1,0
1,0,0.026316,0.078947,114,1,2,1,0
1,0,0.050847,0.152542,118,0,2,1,0
1,0.775282,0.030223,0.031537,253.666667,0,9,1,0
1,0,0,0,128,0,1,1,0
1,0,0.029412,0.041176,340,0,5,1,0
1,0,0,0.011628,344,0,5,1,0
1,0,0,0,0,0,5,1,0
1,0.867282,0.014535,0.116279,172,0,5,1,0
1,0,0.103704,0.1,270,0,5,1,0
1,0.684038,0.044289,0.032634,214.5,0,5,0.5,0
1,0.988699,0.011905,0.02619,210,1,5,0.5,0
1,0,0.068702,0.007634,262,1,4,1,0
1,0,0.051383,0.007905,253,0,4,1,0
1,0,0.04878,0.04878,246,0,4,1,0
1,0,0.095436,0.053942,241,0,4,1,0
1,0,0.06383,0.012766,235,1,4,1,0
1,0,0.086957,0.004348,230,1,2,1,0
1,0,0.028571,0.057143,35,0,4,1,0
1,0,0,0.205882,34,0,4,1,0
1,0,0.055556,0.194444,36,0,4,1,0
1,0.925634,0.007444,0.007444,403,0,3,1,0
1,0,0.317073,0.02439,41,0,3,1,0
1,0.596545,0.746269,0.2301,100.5,0,3,0.375,1
1,1,0.002609,0.002609,383.333333,0,2,0.666667,0
1,0,0,0,25,0,1,1,1
1,0.739741,0.58427,0.033708,89,0,3,1,1
1,0,0,0,6.5,0,1,0.5,0
1,0,0,0,4,0,1,1,0
1,0,0.416667,0.25,12,0,1,1,0
1,0,0,0,10,0,1,1,0
1,0,3.333333,0,3,0,1,1,0
1,0,0.2,0.2,5,0,5,1,0
1,0,0,0,5,0,1,1,0
1,0,0,0,15.5,1,1,0.5,0
1,0,0.125,0.125,8,0,4,1,0
1,0,0,0,8,0,1,1,1
1,0.664919,0.166895,0.031186,291.8,0,9,0.7,1
1,0,0,0,108.888889,0,1,0.111111,0
1,0,0,0,16,0,1,1,0
1,0,0.007407,0.022222,135,0,5,1,0
1,0.08738,1.026304,0.868479,570.25,0,8,0.75,1
1,0.856213,0.032579,0.008145,276.25,0,9,1,0
1,0,0,0,16,0,1,1,0
1,0.547895,0.043346,0.025031,546,1,7,0.333333,0
1,0,0.00846,0.00846,591,0,6,1,0
1,0.62743,0.090909,0.269297,291.5,0,6,1,0
1,0.855111,0.041013,0.109001,302.75,0,9,0.333333,0
1,0.790852,0.107468,0.018215,183,1,6,1,1
1,0.650022,0.012543,0.00114,438.5,0,7,1,0
1,0.878742,0.006348,0.001953,512,0,9,0.75,0
1,0,0.002278,0.002278,439,0,3,1,0
1,0,0.002994,0.002994,334,0,1,1,0
1,0,0.020958,0,334,0,1,1,0
1,0,0.015152,0.015152,330,0,1,1,0
1,0.879248,0.033161,0.032045,234.785714,0,14,0.47619,0
1,0.853916,0.01286,0.003368,466.571429,1,9,0.571429,0
1,0.845065,0.044583,0.048013,275.388889,1,15,0.444444,1
1,0.45454,0.153683,0.042651,709.25,0,9,0.75,1
1,0.92797,0.003966,0.005647,531.285714,0,13,0.321429,0
1,0,0.04878,0.012195,164,0,4,1,0
1,0,0.02924,0,171,0,4,1,0
1,0,0,0,19,0,1,1,0
1,0,0,0,0,0,2,1,0
1,0,0,0,23.5,0,1,0.5,0
1,0,0.021739,0.26087,46,1,2,1,0
1,0,0.44898,0.306122,49,1,1,1,0
1,0,0.065217,0,46,0,1,1,0
1,0,0,0,20.2,0,1,0.2,0
1,0,0,0,19.5,0,1,0.25,0
1,0,0.010638,0.007092,282,0,7,1,0
1,0,0.046429,0.089286,280,0,7,1,0
1,0,0.115385,0.038462,286,0,7,1,0
1,0,0.074074,0.059259,270,0,6,1,0
1,0.217968,0.097893,0.097893,807,0,7,1,0
1,0,0.00365,0.00365,274,0,6,1,0
1,0,0.010909,0.003636,275,0,6,1,0
1,0,0.003623,0,276,0,6,1,0
1,0,0.109489,0.058394,274,0,6,1,0
1,0,0.041667,0.003788,264,0,6,1,0
1,0,0.003968,0.003968,252,0,5,1,0
1,0,0.011905,0,252,0,5,1,0
1,0,0.080321,0.016064,249,1,4,1,0
1,0,0.012658,0.016878,237,0,4,1,0
1,0,0.029167,0.041667,240,0,4,1,0
1,0,0.028807,0.012346,243,1,4,1,0
1,0,0.004065,0.004065,246,0,2,1,0
1,0,0.004065,0.004065,246,0,2,1,0
1,0,0.012245,0.016327,245,0,2,1,0
1,0,0.072874,0.020243,247,1,2,1,0
1,0,0.008439,0.004219,237,0,2,1,0
1,0,0.288136,0.114407,236,0,2,1,0
1,0,0.021505,0.005376,186,1,2,1,0
1,0,0.027322,0.010929,183,1,2,1,0
1,0,0.05,0.038889,180,1,2,1,1
1,0.268878,0.531073,0.268362,177,0,2,0.5,1
1,0,0.011905,0.003968,252,1,5,1,0
1,0,0.026786,0,112,0,6,1,0
1,0,0.009346,0.009346,107,1,5,1,0
1,0,0.195122,0.157182,369,0,4,1,0
1,0,0.002778,0.002778,360,1,4,1,0
1,0,0.102837,0.010638,282,0,2,1,0
1,0,0.35,0.003846,260,0,2,1,0
1,0,0.074074,0,189,1,2,1,0
1,0,0.17033,0.082418,182,0,2,1,0
1,0,0.011494,0.011494,174,0,2,1,0
1,0.742488,0.004831,0.00223,1345.5,0,9,0.5,0
1,0,0.020134,0.053691,149,1,7,1,0
1,0,0.116883,0.045455,154,1,7,1,0
1,0,0,0.021505,93,1,7,1,0
1,0.918296,0.06087,0.017391,57.5,0,7,1,0
1,0,0,0,52,0,1,1,0
1,0.79504,0.006067,0.002855,1401,0,9,1,0
1,0.818462,0.034385,0.003899,940.333333,1,10,1,0
1,0.662357,0.029813,0.003592,1392,0,14,1,0
1,0,0.041781,0.0328,2561,0,9,1,0
1,0,0.000391,0.000391,2558,0,9,1,0
1,0,0.000391,0.000391,2558,1,9,1,0
1,0,0.009382,0.005082,2558,1,9,1,0
1,0,0.026264,0.012936,2551,1,9,1,0
1,0.887929,0.004863,0.004863,668.25,1,10,0.75,0
1,0,0.003147,0.000393,2542,0,9,1,0
1,0.411928,0.058402,0.011014,1301.333333,1,10,1,1
1,0,0.048117,0.072385,2390,0,9,1,0
1,0,0.002087,0.001252,2396,1,9,1,0
1,0,0.001669,0.000835,2396,1,9,1,0
1,0,0.000418,0.000418,2394,1,9,1,0
1,0,0.000418,0.000418,2394,1,9,1,0
1,0,0.00919,0.000418,2394,1,9,1,0
1,0,0.010566,0.001691,2366,0,8,1,0
1,0.702848,0.032376,0.014661,350.785714,0,12,0.642857,1
1,0,0.001699,0.000849,2355,0,8,1,0
1,0.878526,0.015813,0.016252,620.909091,0,8,0.545455,0
1,0.669521,0.034771,0.015714,427.285714,0,9,0.571429,0
1,0.692653,0.200383,0.083475,469.6,0,10,0.7,1
1,0.998001,0.130734,0.069725,1090,0,8,1,0
1,0.842474,0.006174,0.006174,652.542857,0,15,0.171429,0
1,0,0,0.000544,1839,1,8,1,0
1,0.546962,0.063274,0.007565,1454,0,10,1,0
1,0,0.009659,0.009015,1553,0,8,1,0
1,0.701995,0.004885,0.003838,716.5,0,9,1,0
1,0.811278,0.002502,0.002502,799.5,1,8,0.5,0
1,0.296045,0.050708,0.076291,547.25,0,8,1,0
1,0,0.006258,0.006884,1598,1,8,1,0
1,0,0.006884,0,1598,0,8,1,0
1,0,0.00566,0.003774,1590,0,7,1,0
1,0,0.000631,0.001261,1586,0,7,1,0
1,0,0.006394,0.005115,1564,0,7,1,0
1,0.870051,0.035096,0.037436,237.444444,0,9,0.444444,1
1,0,0.001289,0.000644,1552,0,7,1,0
1,0.963376,0.008542,0.01082,585.333333,0,8,1,0
1,0,0.005387,0.010101,1485,0,7,1,0
1,0.87602,0.014839,0.017748,687.4,0,7,1,0
1,0,0.004013,0.003344,1495,0,7,1,0
1,0,0.000669,0,1495,0,7,1,0
1,0,0.00602,0.002676,1495,0,6,1,0
1,0,0.00269,0.002017,1487,0,6,1,0
1,0,0.043069,0.01144,1486,0,5,1,0
1,0,0.0007,0.0007,1429,0,5,1,0
1,0,0.004899,0.0014,1429,0,5,1,0
1,0.699971,0.008614,0.015356,296.666667,0,8,0.666667,0
1,0,0.005766,0.004942,1214,0,2,1,0
1,0,0.000824,0.000824,1213,0,2,1,0
1,0,0.009068,0.00742,1213,1,2,1,0
1,0,0.001679,0.00084,1191,0,2,1,0
1,0,0.00084,0.00084,1191,1,1,1,0
1,0.600358,0.275168,0.283347,176.592593,0,10,0.333333,1
1,0,0.009659,0.009015,1553,0,8,1,0
1,0,0.09127,0.095238,504,1,5,1,0
1,0,0.01581,0.005929,506,1,5,1,0
1,0,0.007937,0,504,1,4,1,0
1,0.925225,0.033595,0.019037,446.5,1,4,1,1
1,0,0.049407,0.003953,506,1,4,1,1
1,1,0,0.038585,311,0,6,1,0
1,0,0.032653,0.002041,490,0,4,1,1
1,0.650022,0.012072,0.012072,248.5,0,4,1,0
1,0,0.004158,0,481,0,4,1,0
1,0,0.008351,0,479,1,4,1,0
1,0,0.006316,0.010526,475,1,4,1,0
1,0.598347,0.046154,0.038462,325,0,2,1,0
1,0,0.008753,0.006565,457,1,2,1,0
1,0.904886,0.059795,0.041699,211.833333,0,2,1,0
1,0,0.010989,0,455,0,2,1,0
1,0,0.006652,0,451,0,2,1,0
1,0,0.064588,0.002227,449,0,2,1,0
1,0,0.044186,0.004651,430,1,2,1,0
1,0,0.033413,0.040573,419,0,8,1,0
1,0,0.079208,0.014851,404,0,5,1,0
1,0.903083,0.020045,0.010022,224.5,1,5,0.5,0
1,0.853925,0.101828,0.028721,191.5,1,6,0.5,0
1,0,0.017544,0.017544,57,0,4,1,0
1,0.652585,0.062602,0.036585,153.75,0,12,0.75,0
1,0.605187,0.055249,0.093923,90.5,0,6,0.5,0
1,0,0,0,61,0,3,1,0
1,0,0.016393,0.016393,122,0,3,1,0
1,0,0.213115,0.131148,122,0,3,1,0
1,0,0.263158,0.122807,114,0,2,1,0
1,0,0.029412,0.078431,102,1,2,1,0
1,0,0.103774,0.04717,106,1,2,1,0
1,0,0.039216,0.019608,102,1,2,1,1
1,0,0.108911,0.128713,101,0,2,1,0
1,0,0.04902,0,102,0,1,1,0
1,0,0.642857,0.132653,98,0,1,1,0
1,0,0,0,56,0,1,1,0
1,0,0.079365,0.206349,63,0,5,1,0
1,0,0.246377,0.028986,69,0,1,1,0
1,0,0,0,62,0,1,1,0
1,0,0.014493,0.014493,69,0,1,1,0
1,0,0,0,78.5,0,1,0.5,0
1,0,0.083333,0.013889,72,0,1,1,0
1,0,0.029851,0.029851,67,0,1,1,0
1,0,0.014925,0,67,0,1,1,0
1,0,0.007067,0.007067,566,1,1,1,0
1,0,0.305115,0.022928,567,0,1,1,0
1,0,0.240909,0.077273,220,0,1,1,0
1,0,0,0,185,0,1,1,0
1,0,0.016529,0.016529,242,0,2,1,0
1,0,0.161157,0.095041,242,0,1,1,0
1,0,0.073593,0,231,0,1,1,0
1,0,0.064516,0.032258,217,0,1,1,0
1,0,0.152381,0.066667,210,0,1,1,0
1,0,0.141414,0.116162,198,0,1,1,0
1,0,0.778351,0.020619,194,0,1,1,0
1,0,0,0,99,0,1,0.5,1
1,0,0.025641,0.012821,78,0,2,1,0
1,0,0.12987,0.363636,77,0,1,1,0
1,0,0,0,88,0,1,1,1
1,0,0,0,0,0,1,1,0
1,0,0.097561,0.02439,82,1,1,1,0
1,0,0.017341,0.00289,346,0,1,1,0
1,0,0.005865,0,341,1,1,1,0
1,0,0.112094,0.023599,339,1,1,1,0
1,0,0.057491,0.085366,574,0,1,1,0
1,0,0.008562,0.025685,584,0,1,1,0
1,0,0.003484,0.026132,574,0,1,1,0
1,0,0.003419,0.003419,585,1,1,1,0
1,0,0.008547,0.003419,585,1,1,1,0
1,0,0.008576,0.001715,583,0,1,1,0
1,0,0.008606,0.003442,581,0,1,1,0
1,0.99403,0.013643,0.001364,366.5,1,2,1,0
1,0,0.003478,0.012174,575,0,1,1,0
1,0,0.015544,0.276339,579,0,1,1,0
1,0,0.020558,0.004405,681,0,1,1,0
1,0,0.35503,0.220414,676,0,1,1,1
1,0,0,0,51.114286,0,3,0.685714,1
1,0.665572,0.112069,0.038793,232,0,2,1,0
1,0,0.045802,0.274809,131,0,2,1,0
1,0,0.006369,0.006369,157,0,2,1,0
1,0,0.063694,0.006369,157,0,2,1,0
