@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R2'

@attribute ns numeric
@attribute entropy numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute bug {1,0}

@data
1,0,0.2,35,0,3,11,1,4644,0
1,0.87627,0.195103,130.7,1,4,121,0.9,16,1
1,0,0,20,0,1,0,1,1686.5,1
1,0.672414,0.030946,79.318182,1,9,808,0.318182,5072.747619,0
1,0,0,37.538462,0,1,0,0.025641,5071.333333,1
1,0,0,55.333333,0,1,0,0.333333,5172.669048,1
1,0,0,46.4,0,1,0,0.1,5146.135714,1
2,0.736587,0.324546,82.004149,0,13,92439,0.396266,5048.580952,1
1,0,0,59,1,1,0,1,5527.65,0
1,0,0,0,0,2,216,0.25,80,0
1,0,0,46,0,1,0,0.1,6007.166667,1
1,0.165957,0.187192,203,0,2,0,0.5,5622.833333,0
1,1,0.015789,63.333333,0,4,30,0.666667,86,0
1,0,0.104167,96,0,3,69,1,1273,0
1,0,0.1,10,0,3,0,1,1275,0
1,0,0.555556,9,0,3,69,1,1274,0
1,0.353359,0.042714,199,0,6,219,1,4490.642857,0
1,0.471571,0.087401,176.2,0,5,181,0.7,6384.116667,1
1,0.63431,0.030691,195.5,0,5,2,1,1669.5,0
1,0.898818,0.113475,141,0,4,133,1,6151.833333,0
1,0.838016,0.069182,141.964286,0,6,1607,0.5,1315,1
1,0,0.045161,310,1,4,5,1,947.166667,0
1,0.748293,0.097826,322,0,3,5,1,1149.666667,1
1,0,0.00274,365,1,3,0,1,501.5,1
1,0.446481,0.086356,289.5,0,4,5,1,500.5,0
1,0,0.010899,367,0,3,0,1,498.5,1
1,0.904795,0.119629,197.833333,0,5,145,1,4586.5,1
1,0,0,98,0,1,0,0.25,4467,1
1,0,0.066667,15,1,2,249,1,6131.35,0
1,0,0,15,0,1,0,1,1660.666667,1
1,0.995887,0.275081,154.5,0,4,74,0.5,1660.666667,0
1,0,0.005587,179,1,2,12,1,357.5,0
1,0,0.089888,178,0,2,2,1,362,0
1,0,0,139,1,1,0,1,4741,0
1,0,0,0,0,2,200,1,4459,0
1,0.064295,0.099822,112.2,1,2,141,1,4741,0
1,0,0,80.333333,0,1,0,0.066667,2577,1
1,0,0,122,0,1,0,0.25,5256.333333,1
1,0.566645,0.131398,119,0,9,317,0.454545,5169.669048,1
1,0,0,32.5,0,1,0,0.166667,5910.816667,0
1,0,0.103448,29,0,2,111,1,5490.65,0
1,0.576038,0.016915,100.5,0,6,225,0.6,791.621429,0
1,0.811278,0.012903,155,1,2,14,0.5,4596.604762,0
1,0.685644,0.134168,111.8,1,3,73,0.8,4502.828571,1
1,0,0,6.666667,0,1,0,0.333333,5162.135714,1
1,0,0.0125,80,1,2,120,1,841.6,0
1,0,0,42.75,0,1,0,0.25,5593.333333,1
1,0,0,18.75,0,1,0,0.25,5534.333333,0
1,0,0,51,1,1,0,1,4291,0
1,0.999142,0.13806,134,0,3,25,1,4529.5,0
1,0,0.197452,157,1,3,5,1,505.5,1
1,0,0.016129,62,1,1,51,1,5899.816667,0
1,0,0.016129,62,1,1,0,1,5900.816667,0
1,0.712232,0.342995,59.142857,1,2,551,0.428571,4291,0
1,0,0.322581,31,0,2,6,1,506.5,0
1,0.453716,0.168317,50.5,0,2,12,0.5,504.5,0
1,0.992677,0.080645,62,1,2,0,0.333333,515.5,0
1,0.965887,0.04918,61,0,2,42,1,512.5,1
1,0,0.46988,83,0,2,6,1,507.5,0
1,0,0,27,0,1,0,1,4384.5,0
1,0,0,69,0,1,0,0.5,3971,1
1,0.766583,0.126915,57.125,0,4,82,0.25,4381.5,0
1,0.615088,0.221675,67.666667,0,6,60,0.333333,91,0
1,0.847824,0.086022,82.666667,0,5,40,0.555556,1357.5,1
1,0.952684,0.034325,145.666667,1,3,59,1,228,1
1,0.503258,0.019048,52.5,1,1,0,1,4458,0
1,0.303375,0.866667,52.5,0,4,139,1,4280,0
1,0.777797,2.564706,56.666667,0,6,69,0.666667,57,0
1,0,0.010638,94,0,4,52,1,850,0
1,0.766939,0.24,66.666667,0,5,129,0.833333,4403.5,0
1,0,0.021053,95,0,2,69,1,372,0
1,0,0,90,0,1,0,1,4271,0
1,0,0,0,0,1,415,0.5,4141.5,0
1,0.581314,0.159327,178.428571,0,10,397,1,5799.4,1
1,0,0.006873,291,0,3,6,1,4576.2,0
1,0.516733,0.150289,129.75,0,8,159,1,6267.133333,0
1,0.20481,0.553073,179,0,5,86,1,5364.833333,0
1,0,0.009901,202,0,2,3,1,16.5,0
1,0.74782,0.094523,188.666667,1,9,1070,0.916667,4491.828571,1
1,0,0,61.2,0,1,0,0.2,5186.75,1
1,0.486747,0.244361,88.666667,1,3,80,0.666667,5075.711905,0
1,0.76602,0.092437,190.4,0,6,5,0.6,5645.333333,0
1,0,0,167,0,1,0,1,4850.45,0
1,0.870229,0,32.666667,0,2,99,1,5234.916667,0
1,0.89112,0.089936,58.375,0,9,1220,0.6875,6063,0
1,0,0,5,0,1,0,1,4909.5,0
1,0,0,14,1,1,0,1,4491.828571,0
1,0,0,40,1,1,0,1,5075.711905,0
1,0,0.184932,146,0,5,0,1,5262.583333,0
1,0.573906,1.552567,68.166667,0,8,767,0.833333,5186.75,1
1,0.840178,0.047904,125.25,1,5,354,1,5341.166667,0
1,0.134135,0.195652,153.333333,0,6,63,1,6129.833333,0
1,0.474345,0.1875,80,0,5,12,1,1344.5,1
1,0.936667,0.021622,92.5,1,5,53,1,1148.5,1
1,0.811278,0.017699,56.5,1,5,4,0.5,1054.833333,0
1,0,0.10989,91,0,5,35,1,1020.5,0
1,0.100001,0.445455,55,0,5,44,1,77,0
1,0.658815,0.035971,46.333333,1,4,167,1,68,0
1,0.167869,0.08125,53.333333,0,2,8,1,4191.5,1
1,0.679721,0.101473,50.916667,1,1,21,0.416667,4439,0
1,0,0.710526,76,0,3,67,1,75,0
1,0,0,22,1,1,0,1,4136,0
1,0.977418,0.018617,188,1,5,56,1,5599.532143,0
1,0.967638,0.04682,45.28,0,7,898,0.28,5285.583333,0
1,0,0,81,0,1,0,1,5444.357143,0
1,0.322366,0.376106,28.25,0,2,1729,0.5,5154.711905,1
1,0.686984,0.363636,18.333333,1,2,224,0.666667,4478.828571,0
1,0,0,59,0,1,0,1,5790.333333,1
1,0.615849,0.018079,110.625,1,7,271,0.75,5539.22381,1
1,0,0,23.441176,0,1,0,0.029412,5391.333333,1
1,0.764205,0.05,40,1,1,78,0.5,4463.642857,0
1,0.862065,0.163212,55.142857,1,4,133,0.714286,5617.433333,0
1,0.781865,0.032943,151.777778,0,9,227,0.555556,5132.630952,1
1,0.908178,0.044156,192.5,1,5,27,1,5627.821429,0
1,0,0.666667,54,0,2,2,1,708.166667,1
1,0,0,55,0,1,1,1,4711.916667,0
1,0,0.083333,48,0,1,0,1,4709.216667,0
1,0,0,33.333333,0,1,0,0.333333,4705.216667,1
1,0.882528,0.115702,96.8,0,3,21,1,747.266667,0
1,0,0.027397,73,1,2,20,1,742.266667,0
2,0.693464,1.538462,82.333333,0,6,376,1,6263.133333,0
1,0,0.095588,136,0,6,54,1,1310.416667,0
1,0.788501,2.056881,109,1,7,281,0.8,5290.5,0
1,0.600886,0.066777,113.25,0,7,688,0.5,690.5,0
1,1,0.010929,91.5,0,4,0,0.5,4110.5,0
1,0.054109,0.154321,81,1,3,171,0.75,4660,1
1,0,0,17,0,1,0,1,4433.5,0
1,0,0,16,0,1,0,1,4572.5,0
1,0.694345,0.01068,171.666667,1,6,61,1,5127.5,0
1,0,0,7,0,1,0,1,410,0
1,0.639056,0.403846,17.333333,1,5,90,1,4571.5,0
1,0.804367,0.019737,38,0,3,0,0.75,4452.5,1
1,0.772205,0.075301,110.666667,0,8,191,1,4721.25,0
1,0,0,47,0,2,149,1,37,0
1,0.789135,0.059603,113.25,0,8,623,1,109,0
1,0,0,20,0,1,0,1,5261.75,0
1,0,0,16,0,1,0,1,3966,1
1,0,0,45,0,2,151,1,110.333333,0
1,0,0,79.111111,0,1,0,0.111111,4530.016667,1
1,0,0,30.0625,0,1,0,0.0625,5446.333333,0
1,0,0.081967,61,0,4,109,1,1305.416667,0
1,0.855967,0,239.833333,1,5,185,0.833333,4108.5,0
1,0.810604,0.017109,389.666667,0,2,13,0.666667,518,0
1,1,0.163265,36.75,0,4,59,0.75,695.5,0
1,0.627213,0.135392,140.333333,1,2,119,1,5493.65,0
1,0.878762,0.036096,149.6,1,7,35,0.8,5426.495238,1
1,0,0.114754,61,0,4,97,1,1283.416667,0
1,0.596053,0.014925,64.518519,0,9,1086,0.407407,6163.833333,1
1,0.842658,0.054475,128.5,1,4,50,1,4532.5,0
1,0,0,26.666667,0,3,62,0.666667,4344,1
1,0.891061,0.024768,80.75,1,3,1,0.75,4164,0
1,0.924324,0.00718,218.857143,1,3,46,0.714286,3675,0
1,0,0,0,0,1,205,0.2,678.633333,0
1,0,0,66.6,0,1,0,0.2,767.416667,0
1,0.910294,0.126603,208,0,5,200,1,1286.416667,0
1,0,0.081633,49,1,1,11,1,5618.433333,0
1,0,0.617647,34,0,2,5,1,537.5,0
1,0,0,249,1,4,0,1,5532.65,0
1,0.144548,0.124528,61.153846,1,7,168,0.615385,5711.833333,1
1,0,0.021552,232,1,4,17,1,5310.416667,0
1,0,0.004274,234,1,4,59,1,5285.083333,0
1,0,0.004587,218,1,4,0,1,5469,0
1,0,0.101382,217,1,4,22,1,1116.5,1
1,0,0.031373,255,0,2,5,1,4337.5,0
1,0.371232,0.024648,142,0,1,0,0.5,4180.5,1
1,0.830429,0.01566,149,1,5,69,1,881,0
1,0.165824,0.634146,123,1,5,86,1,5734.333333,1
1,0,0.024096,83,0,2,64,1,1115.5,0
1,0.835626,0.164634,41,1,1,67,0.5,4353.5,1
1,0,0.004854,206,1,3,8,1,5309,0
1,0,0.014563,206,0,3,5,1,761.416667,0
1,0.641273,1.0721,159.5,0,4,111,1,1280.75,1
1,0,0.010989,182,1,1,0,1,5292.5,0
1,0,0.115385,182,1,1,0,1,5291.5,0
1,0,0,0,0,1,1,1,5283.5,0
1,0,0,167,0,1,0,1,5287,0
1,0,0.006211,161,0,1,40,1,5892.216667,0
1,0,0,60.333333,0,1,0,0.333333,5645.333333,0
1,0.866301,0.060302,199,1,4,182,1,5230.916667,1
1,0,0.004673,214,1,3,15,1,5304.666667,0
1,0.02746,0.98708,193.5,0,3,13,1,1282.75,1
1,0,0,73.333333,0,1,0,0.333333,131.5,0
1,0,0,3,0,1,0,1,5944.116667,0
1,0,0,9.25,0,1,0,0.25,3955,1
1,0.625262,0.108108,37,1,5,40,1,5635.383333,0
1,0,0,21,1,3,172,1,654.2,0
1,0.542892,0.208469,51.166667,0,5,413,0.5,5944.116667,0
1,0.855871,0.260521,35.642857,0,4,1515,0.642857,4455.5,1
1,0,0,0,0,2,0,1,3969,0
1,0.950719,0.013084,59.444444,0,2,213,0.777778,3939,0
1,0,0,36,0,1,0,1,407,0
1,0,0.008475,118,0,1,37,1,2853,0
2,0.755018,0.031164,45.458333,0,9,1720,0.208333,5241.583333,0
2,0.732427,0.365517,37.826087,0,5,547,0.347826,4422.388095,1
1,0.049614,0.855297,193.5,1,6,44,1,5257.75,0
1,0,0,205,1,5,3,1,8,1
1,0,0.280423,189,0,4,57,1,1686.5,1
1,0,0.00431,232,0,3,27,1,5631.333333,0
1,0,0.009174,218,0,2,6,1,4311.5,0
1,0,0.031818,220,0,2,25,1,4284.5,0
1,0.831735,0.022822,120.5,0,3,304,1,4516.5,0
1,0,0.004,250,0,1,9,1,2780,1
1,0,0,80.857143,0,1,0,0.071429,2479,1
1,0,0.063953,172,1,2,40,1,5316.5,0
1,0.414633,0.355556,108,0,6,376,0.8,5276,1
1,0,0,21.818182,0,1,0,0.090909,2527,1
1,0,0.041322,121,0,3,143,1,340.5,1
1,0,0.020408,49,0,3,47,1,872.883333,0
1,0,0.105263,57,1,2,0,1,4345,0
1,0,0.202247,89,1,2,7,1,270.5,0
1,0.613619,0.216216,55.5,0,3,48,1,267.5,1
1,0.896124,1.831769,43.038462,1,10,14006,0.216346,5863.333333,1
1,0,0.125,8,1,1,25,1,6331.666667,0
1,0,0,68,0,1,0,1,4332.5,0
1,0,1.795455,44,0,2,1,1,5891.216667,1
1,0,2.215686,51,0,2,114,1,4575.2,0
1,0,0,28,0,1,61,1,4582,0
1,0,0.083333,24,1,1,2,1,4213.5,0
1,0,0,21,1,1,0,1,4200.5,1
1,0,0,19,0,1,0,1,5882.216667,0
1,0,0.04918,244,0,2,2,1,363,0
1,0,0,63.62963,0,1,0,0.037037,4343,0
1,0,0,17.04,0,1,0,0.04,4306,0
1,0,0,188.666667,1,1,0,0.333333,4237,0
1,0,0,0,0,3,4865,0.113636,4306,0
1,0,0.020661,242,1,3,0,1,341.5,0
1,0,0.004405,227,0,3,40,1,272.5,0
1,0,0.004444,225,1,2,57,1,4794,0
1,0,0,42.934211,0,1,0,0.013158,2310,1
1,0,0,17,0,1,0,0.5,464,0
1,0.711473,0.084112,107,1,3,411,0.5,4237,0
1,0,0,13,0,1,0,1,272.5,0
1,0,1.350649,77,1,1,21,1,5861.65,0
1,0,0,74,0,1,0,1,5268.75,0
1,0.776649,0.119205,50.333333,1,1,36,0.666667,5889.216667,0
1,0,0,77,0,1,0,1,4962.333333,0
1,0.999571,0.273973,36.5,1,3,6,0.5,1261,1
1,0,0.1875,32,0,2,1,1,691.5,0
1,0,0,68.5,0,1,0,0.5,4422.5,0
1,0,0.016129,62,0,1,1,1,4212.5,0
1,0,1.459016,61,0,1,26,1,4206.5,1
1,0.720769,0.062246,73.9,1,2,83,0.8,4455,1
1,0.708836,0.03211,109,0,1,51,1,4071,0
1,0,0,21,1,1,0,1,5889.216667,0
1,0,0,41.5,0,1,0,0.5,5801.4,1
2,0.680437,0.685649,29.266667,0,1,1985,0.6,4553.388095,0
1,0,0,89,0,1,0,1,5807.4,1
1,0,1,0,0,4,8,1,33,0
1,0,16,0,0,3,2,1,4552.5,0
1,0.937932,0.285933,218,0,4,59,0.666667,527.5,0
1,0,0,14,0,1,0,0.333333,4447.5,0
2,0.410118,0.051282,39,0,2,47,0.666667,5356.583333,0
1,0,0,12,0,1,0,0.2,5581.333333,0
1,0,0.003155,317,0,7,16,1,1,0
1,0.42844,1.476364,137.5,0,6,94,1,1313.416667,0
1,0,0,265,0,6,0,1,5273.166667,0
1,0,1.397727,264,0,6,2,1,5272.166667,0
1,0,0.003861,259,0,6,73,1,1.5,0
1,0,0.139535,258,0,5,5,1,1345.5,0
1,0,0.047794,272,0,5,7,1,1113,1
1,0,0.040892,269,0,5,1,1,944.166667,0
1,0.727658,0.53973,133.4,0,6,53,0.6,5788,1
1,0.05704,1.043307,127,1,5,5,1,957.5,1
1,0,0.116041,293,1,4,3,1,8,0
1,0,0.014085,284,0,4,1,1,7,0
1,0,0.017794,281,1,4,0,1,6,0
1,0,0.128114,281,0,4,9,1,5,1
1,0,0.746269,134,0,3,111,1,4377.5,0
1,0,0.252747,91,0,2,69,1,101,0
1,0,0,19,0,1,0,1,1121,1
1,0,0,18.333333,0,1,0,0.333333,4368,0
1,0,0,17,0,1,0,1,2802,0
1,0.679784,0.364167,65.553191,0,12,2759,0.595745,5235.75,1
1,0.943579,0.163043,30.666667,0,2,111,0.666667,437,1
1,0,3.444444,4.5,0,2,158,1,375,0
1,0.349094,0.113068,59.944444,0,10,489,0.333333,5928.116667,0
1,0,0,44,1,1,0,1,4297,0
1,0,0,47,1,1,0,1,58,0
1,0,1.2,15,0,2,38,1,1661.666667,0
1,0,0,18.75,1,1,0,0.25,4590.5,1
1,0.461216,0.02509,139.5,0,4,0,1,6210.766667,0
1,0,0,42,0,1,0,1,5282,0
1,0,0,77.25,0,1,0,0.083333,5910.116667,0
1,0.767925,0.164021,47.25,1,5,514,1,709.966667,0
1,0,1.484375,64,0,2,44,1,806.3,1
1,0,0,53,1,1,0,1,5294.75,0
1,0,0,0,0,2,38,1,1662.666667,0
1,0,0,29.6,1,1,0,0.2,5611.833333,1
1,0,2.123377,154,0,2,3,1,6.5,0
1,0,0.017391,115,1,2,196,1,2.5,0
1,0,0,128,0,1,0,1,4455,0
1,0,0,0,0,2,38,1,1663.666667,0
1,0.797952,0.679245,26.5,0,1,406,0.5,5286.583333,0
1,0,0,50,0,1,0,1,5347.483333,0
1,0.666578,0.024793,60.5,0,4,118,1,712.5,0
1,0,0.541667,24,0,2,83,1,371,0
1,0,0,20,0,1,0,1,28,0
1,0.989891,1.358586,99,0,4,38,1,5189.5,1
1,0,1.464286,112,0,2,20,1,1286.416667,0
1,0,0,127,0,1,0,1,5299.5,1
1,0,0,0,0,4,158,1,1298.416667,0
1,0,0.378378,185,1,4,17,1,4378.5,0
1,0.970951,0.021563,185.5,0,4,24,1,403,1
1,0.343275,0.493827,121.5,0,2,69,1,103,1
1,0,0.486842,76,1,1,18,1,4530.5,0
1,0.866468,0.470588,106.25,0,5,33,0.75,4336.5,1
1,0,0,47,1,1,21,1,4144.5,0
1,0,0,44,0,1,0,1,4033,0
1,0,0.102439,205,0,2,5,1,104,0
1,0,0.08867,203,0,2,64,1,97,0
1,0,0,589,0,1,0,1,7.5,0
1,0,0,82,0,1,0,0.333333,6.5,0
1,0.091402,0.672589,197,0,5,258,1,5358.833333,0
1,0,0,27,0,1,0,1,5272.166667,0
1,0,0.533333,75,0,3,72,1,1266.583333,0
1,0,0.432692,104,0,3,5,1,502.5,0
1,0.973018,2.412698,12.6,0,2,32,0.4,401,0
1,0,0,15,1,1,0,1,5084.747619,0
1,0,0,35,0,1,0,1,401,0
1,0,0,104,1,2,37,1,5324.75,0
1,0,0.088235,102,1,2,8,1,1437.166667,0
1,0,0.854839,62,1,2,10,1,4566.5,0
1,0,0,74,0,2,10,1,528.5,0
1,0,0.147059,68,0,2,133,1,303.5,0
1,0,0,85,0,1,0,0.5,1667.666667,0
1,0,0,2,0,1,0,1,434,0
1,0,0,10,0,1,0,0.5,442,0
1,0.5,0.014184,35.25,0,2,34,0.75,3966,0
1,0,0,24,0,1,0,1,715.15,0
1,0,0,110.875,0,1,0,0.125,16.5,0
1,0,0.045455,66,0,2,179,1,844,0
1,0,0.118644,59,0,2,2,1,4211.5,0
1,0,0.095238,63,1,2,110,1,4137,0
1,0.968597,0.018182,41.25,1,2,20,0.5,4079,0
1,0,0,21.5,1,1,0,0.5,4568.5,0
1,0,0,56,0,1,0,1,5463.166667,1
1,0.879319,0.017964,41.75,0,3,95,0.5,1265,0
1,0,0.068966,29,1,1,45,1,4167.5,0
1,0.745805,0.086351,119.666667,0,1,170,0.833333,2847,0
1,0.099451,0.123188,138,0,3,214,0.8,4383,0
1,0.98002,5.252336,53.5,0,1,6,1,4372,1
1,0,0,60.8,1,1,0,0.2,4225,0
1,0,0.111702,188,1,1,1,1,2854,1
1,0,0,115.5,1,1,0,0.5,2841,1
1,0.682606,0,0,0,3,516,0.8,381,0
1,0,0.038462,52,0,2,198,1,494.5,0
1,0.99504,0.146698,53.745665,0,3,5753,0.202312,3043,0
1,0,0.038462,52,0,2,236,1,493.5,0
1,0,0,11,0,1,21,1,88,0
1,0,0,6,0,1,0,1,1,0
1,0,0,0,0,1,21,1,87,0
1,0,0,48,0,1,0,1,2,0
1,0,0.039474,76,1,2,0,1,5890.216667,0
1,0,0.421053,38,0,2,56,0.5,1628,0
1,0,0,63,0,1,0,0.5,4174.5,0
1,0,0.881356,19.666667,1,2,2,1,895,0
1,0,0.388889,18,1,1,2,1,891,0
1,0,0,30,1,1,0,0.5,890,1
1,0.859777,0.009174,81.75,1,5,71,0.75,923.333333,1
1,0.859232,1.043261,54.636364,0,5,3541,0.818182,123.842857,0
1,0,0.033898,59,0,2,150,1,762.416667,0
1,0,0.47619,63,0,2,2,1,892,1
1,0,0.121622,74,1,2,11,1,890,0
1,0.748033,0.011086,112.75,1,3,33,1,4514.5,0
1,0,0,24.714286,0,1,0,0.142857,732.85,0
1,0.774798,0.102128,78.333333,0,7,46,0.666667,781.616667,0
1,0,0,13,0,1,0,1,4188.5,0
1,0.954434,0.030435,115,0,4,11,1,4546.733333,0
1,0.19354,0.441397,200.5,0,11,204,0.75,6388.116667,0
1,0,0.179641,167,0,4,38,1,1669,0
1,0.929835,2.302039,93.2,1,9,736,0.25,127,1
1,0.989467,0.154605,152,0,3,39,1,540,1
1,0,0.3,180,1,2,99,1,257,1
1,0,0.043478,23,1,1,1,1,718.05,0
1,0,0,36,0,1,0,0.5,762.533333,0
1,0,0,0,0,1,0,1,315,0
1,0,0,13,0,1,0,1,314,0
1,0.88686,0.014815,135,1,4,70,1,6394.55,1
1,0.710481,0.786667,25,0,4,352,0.666667,1275.416667,0
1,0,0,35,0,2,37,1,839,0
1,0,0,35,0,2,1,1,316,0
1,0,0,27,0,1,0,1,412.5,0
1,0,2.304348,23,1,3,90,1,226,0
1,0.770117,0.071053,126.666667,0,1,3,1,4188.5,0
1,0,0,32,0,1,0,1,4161.5,0
1,0,0,21,0,1,0,1,6260.133333,0
1,0,0.027778,36,1,3,32,1,5329.75,0
1,0,0.058824,34,0,2,16,1,4723,0
1,0.999952,0.045455,44,1,2,32,0.5,4535,1
1,0,0.176471,17,0,2,34,1,417,1
1,0,0,54,1,2,203,1,5287.583333,0
1,0,0.018868,53,1,1,0,1,4537,0
1,0,0.081633,49,1,6,203,1,4562.333333,0
1,0,0.276596,47,0,6,33,1,773.933333,1
1,0,0.069767,43,0,6,43,1,5231.916667,0
1,0,0.02439,41,1,6,104,1,665.583333,0
1,0,0.047619,42,0,6,15,1,216,0
1,0.995005,2.026087,57.5,0,6,12,1,213,1
1,0,0.75,24,0,4,10,1,5944,1
1,0,0.058824,17,0,4,54,1,4519.5,0
1,0,1.142857,14,1,4,83,1,434.5,0
1,0,0.125,16,1,3,1,1,4,1
1,0,0.2,15,0,2,79,1,10,0
1,0,0.4,15,0,2,4,1,964.5,0
1,0,0,15,0,1,0,1,4519.5,0
1,0,0.083333,24,0,1,77,1,282,0
1,0,0.019231,52,0,2,40,1,117.1,0
1,0,0,41,0,1,0,0.5,5683.333333,0
1,0,0,19,0,1,0,0.5,213,0
1,0,0.033019,212,1,2,19,1,5626.871429,0
1,0,0.019608,204,0,2,0,1,5496.65,0
1,0,0.033981,206,0,2,2,1,5495.65,0
1,0,0.048544,206,1,2,5,1,5495.666667,0
1,0,0.014563,206,0,2,2,1,714.683333,1
1,0,0,115.5,1,1,0,0.5,5373.442857,0
1,0,0.022727,44,1,6,129,1,164.333333,0
1,0,0.234043,47,1,5,5,1,1348.5,0
1,0.912733,0.09901,67.333333,0,5,24,1,1047.5,1
1,0,0.12,50,0,5,35,1,1037.5,0
1,0.842688,0.031519,87.25,0,4,93,1,4393,1
1,0,4.323529,34,0,3,3,1,15,0
1,0,0,80,0,3,0,1,14,0
1,0.999411,0.044693,89.5,1,3,67,1,4386,0
1,0.564263,0.148148,48.6,0,4,6,0.4,1133.333333,0
1,0.279506,0.225564,66.5,1,1,8,0.5,5961.5,0
1,0,0,65.5,0,1,0,0.5,6051.5,1
1,0,0,0,0,2,82,1,16,0
1,0,0.048077,208,1,4,2,1,23.5,0
1,0,1.783654,208,0,3,207,1,148.333333,1
1,0.366578,0.224299,107,1,4,0,1,1049.5,0
1,0,0.292994,157,0,3,0,1,1044.5,1
1,0,0.201258,159,0,3,39,1,1036.5,0
1,0,0.007299,137,0,1,0,1,25,0
1,0,0.014599,137,0,1,2,1,24,0
1,0,0.067164,134,0,1,2,1,21,0
1,0,0,126,0,1,0,1,17,0
1,0.772543,0.117195,115.666667,1,4,392,0.888889,553,1
1,0,0.132075,53,0,2,2,1,20,0
1,0,1.844828,58,0,2,82,1,18,0
1,0,0.017241,58,1,3,32,1,4387,0
1,0.721928,0.020958,167,0,7,223,1,106.876191,0
1,0,0.022989,87,1,2,1,1,1116.666667,0
1,0,0,7,0,1,0,1,1689.5,0
1,0,0,39,0,2,330,1,650.85,0
1,0,0,26,1,1,0,1,5281.833333,0
1,0,0,75,0,1,0,1,123,0
1,0,0,6,0,1,0,1,3890,0
1,0,0,0,0,3,5,1,1346.5,0
1,0.781766,0.01412,145.368421,0,4,560,0.315789,3419,0
1,0,0,8,0,1,0,1,5834.55,0
1,0,0,7,0,1,0,1,761.433333,0
1,0.886541,0.104046,86.5,1,7,16,1,5615.609524,0
1,0,0.052632,19,1,7,0,1,5555.421429,0
1,0,0.263158,19,1,7,28,1,5554.421429,1
1,0.964079,0.011364,132,0,7,234,1,727.169048,0
1,0.549912,0.223048,112.083333,0,11,2025,0.916667,5152.37381,1
1,0,0,230,0,7,27,1,162.333333,0
1,0.890492,0.05618,133.5,1,7,43,1,5900,0
1,0.969606,0.143969,128.5,1,7,16,1,5898,0
1,0,0.019231,208,0,7,2,1,864.7,1
1,0,0.014423,208,1,7,0,1,5796.85,0
1,0,0.057143,210,0,7,25,1,5795.85,1
1,0.499712,0.317992,59.75,0,7,958,1,5474.333333,1
1,0,0.016484,182,1,7,12,1,4634.75,0
1,0,0.027624,181,1,7,5,1,749.683333,1
1,0,0,169,1,6,1,1,6430.883333,0
1,0,0.098765,162,0,6,0,1,700.466667,0
1,0,0.006849,146,0,6,1,1,699.466667,0
1,0,0.024194,124,1,6,34,1,6390.55,0
1,0,0,125,0,6,0,1,774.933333,0
1,0.893571,0.008108,185,1,8,20,1,6133.35,0
1,0.94566,0.011173,89.5,1,6,20,1,5860.65,0
1,0.166425,0.08125,106.666667,0,6,11,1,5834.55,1
1,0,0.037037,108,0,6,0,1,764.433333,0
1,0.782909,0.744875,62.714286,0,8,302,0.714286,761.433333,0
1,0,0.031579,95,0,6,3,1,5285,0
1,0.99048,0.409449,63.5,0,6,0,1,6179.833333,0
1,0,0.025641,39,0,6,0,1,125,0
1,0,0,74,0,6,36,1,98,0
1,0.8672,0.426415,66.25,1,4,19,0.5,1362.5,1
1,0.888729,0.041344,64.5,0,5,245,0.833333,1324,1
1,0,0.147059,68,0,4,12,1,1115,0
1,0.668918,0.072368,101.333333,1,4,0,0.666667,1053.5,0
1,0.954434,0,49.5,0,5,0,0.5,5829.5,0
1,0.329846,0.272727,49.5,1,5,22,1,1040.666667,0
1,0.272109,1.371069,53,0,4,19,0.666667,6049.5,0
1,0.419921,0.825688,54.5,0,4,6,0.5,959.5,1
1,0.232289,0.278626,131,0,4,52,1,4028,0
1,0,0.444444,90,0,4,1,1,290.5,0
1,0,0.037736,106,0,4,3,1,269.5,0
1,0.721928,0.021352,140.5,0,4,120,1,263.5,0
1,0,0.037383,107,0,4,4,1,261.5,0
1,0,0.009259,108,0,4,3,1,4780,0
1,0.597095,0.051163,71.666667,0,4,118,1,134,0
1,0,0.036364,110,0,4,2,1,22,0
1,0,1.292035,113,0,4,3,1,19,1
1,0.787796,1.154605,76,0,3,173,0.75,4687,0
1,0,0.006623,151,0,3,5,1,4533,0
1,0.691232,0.058824,76.5,0,3,201,1,3764,0
1,0.785407,0.008283,442.666667,0,3,60,1,3656,1
1,0.684038,0.00346,144.5,0,3,60,1,471,1
1,0,0.005747,174,1,3,5,1,2870,1
1,0,0,175,0,1,1,1,2678,0
1,0.481633,0.171992,152,0,2,40,0.571429,2674,1
1,0.749595,0.013514,74,1,4,64,1,4389,0
1,0,0.100529,189,1,7,134,1,47,0
1,0,0.005319,188,0,7,133,1,42,0
1,0,0.05,20,0,3,30,1,5736.333333,0
1,0.276195,0.027523,54.5,0,6,64,1,1689.5,1
