@relation 'data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-4,6-7,9,11,13-14,18,20,24-26,28,30,33,35-36,38-42,47,49-50,52,55,58-61'

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfAttributes numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,3.03,0.004146,0.010398,12,6,clean
4,3.05,0.027117,0.005568,0.003021,7,0,0,0.001428,0.542911,2.02,0,0,1,0.011044,0,0,0.007058,11,0,3,0,0,4.14,0.02843,0.011292,18,27,clean
0,0,0,0,0,0,0,0,0,0.033753,0,0,0,1,0,0,0,0,0,0,0,0,0,2.02,0,0.00831,9,2,clean
0,0,0,0,0,0,0,0,0,0.069958,0,0,0,1,0,0,0,0,0,0,0,0,0,2.02,0,0.00831,11,3,clean
0,0,0.000942,0.001449,0,1,0,0,0,0.400665,0,0,0,1,0,0,0,0.00246,6,0,5,0,0,3.06,0.001313,0.010398,18,16,clean
0,0,0,0,0,0,0,0,0,0.087698,0,0.001517,12,3,0,0,1.1,0,0,0,0,0,0,2.07,0.010588,0.004949,46,2,clean
0,0,0.002879,0.001386,0,0,0,0,0,0.057725,0,0,1,3,0,0,0,0.00108,2,0,2,0,0,4.05,0.005716,0.012366,16,3,clean
0,0,0,0,0,0,1,0,0,0.087698,1.01,0,2,3,0.001314,0,0,0,0,0,0,0,0,4.12,0,0.037859,55,6,clean
1,0,0,0,0,0,0,0,0,0.17608,0,0,0,2,0,0,0,0,27,0,27,0,0,3.06,0.005716,0.010398,15,2,clean
1,0,0.003231,0.027692,0,0,0,0,0.025024,0.392917,0,0,0,2,0,0,0,0.027312,7,0,7,0,0,4.07,0.032961,0.013377,21,8,clean
2,0,0.002241,0,0,0,0,0,0.001585,0.396811,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0.012657,0.010398,9,6,clean
7,0,0,0,0,0,0,0,0,0.260938,0,0,0,1,0,0,0,0.003041,41,0,29,0,0,1.01,0.020279,0.005149,9,10,clean
0,2.03,0.002673,0.003356,0.000658,2,2,0,0,0.387802,2.02,0.010885,2,2,0.00089,0,2.02,0.002701,3,0,1,0,0,8.23,0.004271,0.027347,36,12,buggy
0,0,0,0,0,0,0,0,0,0.031466,0,0,0,3,0,0,0,0,4,0,4,0,0,3.03,0,0.010398,24,4,clean
1,0,0,0,0,0,0,0,0.000928,0.114259,0,0,0,1,0,0,0,0,1,0,0,0,0,3.03,0.001769,0.010398,9,1,clean
1,0,0,0,0,0,0,0,0,0.132005,0,0,1,3,0,0,0,0,0,0,0,0,0,2.06,0,0.00831,46,1,clean
0,0,0.003231,0,0,0,0,0,0,0.075186,0,0,0,2,0,0,0,0,1,0,1,0,0,3.05,0.03059,0.01129,21,6,clean
0,0,0,0.000446,0,0,0,0,0,0.204598,0,0,1,3,0,0,0,0.000577,10,0,7,0,0,3.04,0.02077,0.010279,16,2,clean
0,0,0,0,0,0,0,0,0,0.174739,0,0,0,1,0,0,0,0,1,0,1,0,0,3.09,0,0.010398,32,5,clean
2,0,0.00117,0.012081,0,0,4,0,0.000913,0.29089,4.04,0,0,2,0.005498,0,0,0.001367,6,0,4,0,0,5.08,0,0.01379,33,8,clean
0,0,0,0,0,0,0,0,0,0.087698,0,0,2,2,0,0,0,0,0,0,0,0,0,2.03,0,0.004949,39,2,clean
4,2.02,0.002654,0.00396,0.001073,1,1,0,0,3.63831,1.01,0,0,2,0.002154,1.01,0,0.002901,11,0,6,0,0.002169,1.01,0.01117,0.005149,11,11,buggy
9,0,0,0,0,14,0,0,0,0.023183,0,0,26,1,0,0,0,0,31,0,17,0,0,3.03,0.004043,0.010398,9,22,clean
0,0,0,0,0,0,3,0,0,0.210955,0,0,1,2,0,0,0,0,1,0,1,0,0,3.06,0,0.010398,32,10,clean
0,0,0.000942,0,0,0,0,0,0,0.410565,0,0,0,2,0,0,0,0,2,0,2,0,0,3.09,0,0.010398,39,9,clean
0,0,0,0,0,0,0,0,0,0.081124,0,0,0,3,0,0,0,0,1,0,1,0,0,2.04,0,0.00831,31,5,clean
0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,5.05,0.00273,0.024375,16,2,clean
5,0,0.003165,0.006707,0,0,0,0,0,0.46058,0,0,0,1,0,0,0,0.004988,13,0,13,0,0,3.03,0.03717,0.010398,9,5,buggy
1,0,0.003231,0,0,1,0,0,0,0.11505,0,0,14,3,0,0,0,0.00489,8,0,0,0,0,2.02,0.003144,0.003171,39,3,clean
0,0,0,0,0,1,0,0,0,0.270262,0,0,1,3,0,0,0,0,1,0,0,0,0,5.05,0.00273,0.024375,16,2,clean
0,0,0.00117,0,0,0,0,0,0,0.093152,0,0,1,2,0,0,0,0,2,0,2,0,0,3.03,0,0.010398,13,4,clean
1,0,0,0,0,10,0,0,0.012197,0.089145,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,13,4,clean
8,1.01,0.003137,0.007146,0.000513,1,0,0,0.004232,0.25187,0,0,2,2,0,0,0,0.008398,14,0,13,0,0,2.03,0.00432,0.004949,39,14,clean
0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3.03,0,0.010398,9,1,clean
3,0,0.00263,0.004363,0,3,0,0,0.004765,0.371672,0,0,0,2,0,0,0,0.002742,4,0,1,0,0,4.07,0.008456,0.013377,21,6,clean
0,0,0,0,0,0,0,0,0,0.060482,0,0,0,2,0,0,0,0,0,0,0,0,0,3.06,0,0.010398,19,2,clean
0,0,0,0,0,0,0,0,0,0.034425,0,0,0,2,0,0,0,0,1,0,1,0,0,4.07,0.003144,0.013377,21,4,clean
0,0,0,0,0,0,0,0,0,0.048688,0,0,10,4,0,0,0,0,1,0,1,0,0,1.01,0,0.01201,24,2,clean
0,0,0,0,0,0,0,0,0,0.107049,0,0,1,3,0,1.01,0,0,3,0,3,0,0.001152,4.12,0,0.011745,49,3,clean
0,0,0,0,0,0,0,0,0,0.271872,0,0,0,1,0,0,0,0,2,0,2,0,0,3.03,0,0.010398,9,4,clean
14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,40,0,0,3.03,0,0.010398,9,3,clean
1,0,0,0,0,11,0,0,0,0.089145,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,11,4,clean
0,0,0,0,0,0,0,0,0,0.029128,0,0,0,1,0,0,0,0,0,0,0,0,0,5.07,0,0.038662,27,1,clean
0,0,0,0,0,0,0,0,0,0.131351,0,0,0,1,0,0,0,0,2,0,2,0,0,2.02,0,0.00831,9,4,clean
12,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,18,0,18,0,0,0,0,0,35,1,clean
11,0,0,0,0,21,0,0,0,0.225197,0,0,39,1,0,0,0,0,40,0,19,0,0,3.03,0.025699,0.010398,9,17,clean
0,0,0,0,0,2,1,0,0,0.041874,0,0,0,1,0,0,0,0,2,0,0,0,0,3.06,0,0.010398,18,1,clean
0,0,0,0,0,0,0,0,0,0.170244,0,0,1,3,0,0,0,0,0,0,0,0,0,5.05,0.00273,0.024375,16,2,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.03,0.000395,0.010398,9,1,clean
0,0,0,0,0,0,0,0,0,0.044092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,buggy
1,0,0,0,0,0,0,0,0,0.099578,0,0,0,1,0,0,0,0,1,0,1,0,0,3.03,0.005046,0.010398,9,6,clean
0,1.01,0.003137,0,0.001468,1,0,0,0,0.12928,0,0,2,2,0,0,0,0.002785,1,0,0,0,0,2.03,0.004754,0.004949,39,4,clean
2,2.02,0.006204,0.018975,0.003908,10,2,0,0.002265,0.900412,1.01,0.027046,5,3,0.013868,1.01,5.07,0.020799,26,0,16,0,0.00165,13.39,0.003733,0.05882,78,2,buggy
8,0,0,0.001254,0,0,0,0,0,0.330283,0,0,0,3,0,1.01,0,0.001367,8,0,8,0,0.00406,4.04,0.004457,0.013377,17,7,clean
1,0,0,0,0,0,0,0,0,0.03126,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0.02407,0.010398,9,1,clean
1,0,0.003231,0,0,0,0,0,0,0.074005,0,0,0,3,0,0,0,0,2,0,0,0,0,3.05,0,0.01129,22,7,clean
1,1.01,0.001637,0,0.00085,1,0,0,0,0.155688,0,0,2,2,0,0,0,0.002289,5,0,3,0,0,2.03,0.002416,0.004949,39,6,clean
0,0,0,0,0,0,0,0,0,0.087698,0,0,2,2,0,0,0,0,0,0,0,0,0,2.03,0,0.004949,39,2,clean
0,0,0,0,0,1,0,0,0,0.041874,0,0.000796,2,1,0,0,2.02,0,1,0,0,0,0,11.18,0,0.022421,31,1,clean
0,0,0.029129,0,0,8,0,0,0,0.145898,0,0,0,1,0,0,0,0,8,0,0,0,0,3.03,0,0.010398,9,4,clean
3,0,0.000691,0.002973,0,0,5,0,0,0.289447,2.02,0,0,1,0.002658,0,0,0.00345,20,0,9,0,0,3.04,0.022943,0.009428,19,9,clean
0,2.02,0.00121,0,0.00663,9,0,0,0,0.237557,0,0,0,1,0,0,0,0.013707,9,0,0,0,0,3.03,0,0.010398,9,1,buggy
0,1.01,0,0,0.000876,7,0,0,0,0.264742,0,0,0,2,0,0,0,0.001367,15,0,8,0,0,3.06,0.001077,0.010398,24,4,clean
0,0,0,0,0,1,0,0,0,0.023183,0,0,0,1,0,0,0,0,5,0,0,0,0,7.14,0,0.041644,27,2,clean
0,0,0,0,0,10,0,0,0,0.089145,0,0,0,2,0,0,0,0,10,0,0,0,0,1.01,0,0.004518,15,2,clean
0,0,0,0,0,7,0,0,0,0.042456,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,13,5,clean
0,0,0.003439,0.005911,0,0,0,0,0.003693,0.371815,0,0,1,3,0,0,0,0.005768,3,0,3,0,0,5.05,0.006463,0.024375,16,7,clean
0,0,0,0,0,0,0,0,0,0.096463,0,0,0,1,0,0,0,0,4,0,4,0,0,3.03,0.007292,0.010398,9,10,clean
0,0,0,0,0,0,0,0,0,0.101967,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,29,1,buggy
0,0,0,0,0,0,3,0,0,0.115313,0,0,0,1,0,0,0,0,0,0,0,0,0,2.04,0,0.00831,18,5,clean
0,0,0,0,0,0,0,0,0,0.137482,0,0,3,4,0,0,0,0,1,0,1,0,0,1.01,0.020279,0.005149,22,2,clean
0,0,0,0,0,0,0,0,0,0.032105,0,0.023233,2,3,0,0,1.02,0,1,0,1,0,0,4.12,0,0.038159,51,5,clean
0,0,0,0,0,2,0,0,0,0.042456,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,13,3,clean
0,0,0,0,0,0,0,0,0,0.034079,0,0,0,1,0,0,0,0,9,0,4,0,0,0,0,0,9,2,clean
0,0,0.000942,0,0,0,1,0,0.000966,0.126392,1.01,0,0,1,0.001153,0,0,0,3,0,3,0,0,3.06,0,0.010398,18,9,clean
0,0,0,0,0,6,0,0,0,0.101164,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,9,1,clean
1,0,0.002654,0,0,0,0,0,0.002571,0.161808,0,0.000869,5,2,0,0,1.01,0,0,0,0,0,0,3.03,0.002383,0.010398,15,0,clean
10,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,12,0,12,0,0,0,0,0,35,1,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.03,0.004043,0.010398,9,6,clean
0,0,0,0,0,0,0,0,0,0.087698,0,0.001517,13,4,0,0,1.1,0,0,0,0,0,0,2.08,0.006855,0.004949,51,2,clean
4,0,0.002328,0.0018,0,0,0,0,0.001928,0.280232,0,0.011783,9,2,0,0,2.02,0.00226,7,0,7,0,0,5.06,0,0.013302,37,7,clean
0,0,0,0,0,3,0,0,0,0.042456,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0.03059,0,14,6,clean
26,0,0,0,0,7,0,0,0,0.456687,0,0.007058,38,1,0,0,2.02,0,19,0,2,0,0,3.03,0.03059,0.010398,9,5,clean
0,0,0,0,0,0,0,0,0,0.041874,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0.001313,0.010398,9,2,clean
1,0,0,0,0,0,0,0,0,0.208631,0,0,1,3,0,0,0,0,2,0,2,0,0,3.03,0.02301,0.02032,16,3,buggy
0,1.01,0,0,0.005861,1,2,0,0,0.067116,0,0,0,1,0,0,0,0.011968,1,0,0,0,0,0,0,0,9,0,clean
0,0,0.029129,0,0,0,3,0,0,0.041874,4.07,0,0,2,0.007198,0,0,0.027312,1,0,0,0,0,5.08,0.03059,0.039276,31,10,clean
5,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,7,0,7,0,0,0,0,0,35,1,clean
0,0,0,0,0,4,0,0,0,0.078161,0,0,0,1,0,0,0,0,6,0,2,0,0,3.03,0,0.010398,9,0,clean
0,0,0,0.001173,0,0,1,0,0,0.168035,1.01,0,0,2,0.001521,0,0,0,7,0,0,0,0,3.06,0.005057,0.010398,24,7,clean
0,0,0,0,0,0,1,0,0,0.042456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,clean
0,0,0.000906,0.001197,0,0,0,0,0,0.076141,0,0.023233,2,3,0,0,1.02,0.001337,1,0,1,0,0,4.12,0.001195,0.038159,49,3,clean
0,1.01,0.002879,0.003209,0.002182,3,0,0,0,3.41697,0,0.006243,13,2,0,0,2.02,0.003041,5,0,2,0,0,3.03,0,0.011106,35,3,clean
0,0,0,0,0,0,1,0,0,0.041582,0,0,3,4,0,0,0,0,4,0,0,0,0,1.01,0,0.027761,64,7,clean
0,0,0,0,0,1,0,0,0,0.168217,0,0,0,3,0,0,0,0,1,0,0,0,0,3.03,0.02407,0.010398,12,2,clean
1,0,0,0,0,0,0,0,0.001287,0.12928,0,0,0,1,0,0,0,0,1,0,1,0,0,2.02,0.005496,0.00831,9,3,clean
0,0,0,0,0,0,0,0,0,0.100314,0,0,3,4,0,0,0,0,1,0,0,0,0,3.09,0,0.036071,64,4,clean
0,1.02,0.000344,0,0.000658,4,0,0,0,0.193159,0,0,0,1,0,0,0,0.000668,4,0,0,0,0,2.02,0,0.00831,9,7,clean
33,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,4,0,4,0,0,0,0,0,35,1,clean
0,0,0.02982,0,0,0,4,0,0,0.334176,1.01,0,0,1,0.006744,0,0,0,2,0,2,0,0,3.06,0.03059,0.010398,18,13,buggy
0,0,0,0,0,0,0,0,0,0.041874,0,0.011783,9,2,0,0,2.02,0,0,0,0,0,0,3.03,0,0.010398,26,2,clean
0,0,0,0,0,0,0,0,0,0.03126,0,0,0,1,0,0,0,0,2,0,0,0,0,3.03,0,0.010398,9,0,clean
0,0,0,0,0,3,0,0,0,0.283052,0,0,0,1,0,0,0,0,5,0,0,0,0,7.14,0,0.041644,27,2,clean
11,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,11,0,11,0,0,0,0,0,35,1,clean
0,0,0,0,0,0,1,0,0,0.060151,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,16,8,clean
0,0,0.034572,0,0,0,3,0,0,0.251368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011413,0,12,12,clean
0,0,0,0,0,0,0,0,0,0.065057,0,0,0,1,0,0,0,0,0,0,0,0,0,7.14,0,0.041644,27,1,clean
0,0,0,0,0,8,0,0,0,0.023183,0,0,0,1,0,0,0,0,8,0,0,0,0,3.03,0,0.010398,9,3,clean
0,0,0,0,0,4,0,0,0,0.042456,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,13,5,clean
0,0,0,0.001386,0,0,0,0,0.001428,0.043934,0,0,1,3,0,0,0,0.00108,2,0,2,0,0,5.05,0.00339,0.024375,16,3,clean
0,0,0.000938,0,0,0,1,0,0,0.611578,0,0,0,1,0,0,0,0,10,0,0,0,0,3.03,0.004914,0.010398,9,19,clean
0,0,0,0,0,0,0,0,0,0.087698,0,0,2,3,0,0,0,0,0,0,0,0,0,4.12,0,0.037859,55,6,clean
0,0,0,0,0,0,1,0,0,0.068962,1.01,0,2,2,0.002203,0,0,0,0,0,0,0,0,2.03,0,0.004949,39,2,clean
0,0,0,0,0,0,0,0,0,0.292414,0,0,0,2,0,0,0,0,3,0,1,0,0,3.03,0,0.010398,12,4,clean
2,1.01,0.003283,0.001713,0,3,2,0,0.001585,0.194325,0,0,0,2,0,1.01,0,0.002613,10,0,4,0,0.002169,2.02,0,0.007363,15,14,clean
0,0,0,0,0,1,0,0,0,0.060687,0,0,0,3,0,0,0,0,1,0,0,0,0,3.03,0,0.010398,12,2,clean
0,0,0.004774,0.002748,0,0,20,0,0,0.163469,5.07,0,0,1,0.038603,0,0,0.002785,7,0,5,0,0,2.04,0.001763,0.00831,18,15,clean
0,1.01,0.001848,0.002997,0.000914,1,0,0,0,0.254036,0,0,0,1,0,0,0,0.003077,3,0,2,0,0,3.06,0,0.010398,18,4,clean
1,0,0,0,0,0,0,0,0,0.145898,0,0,12,3,0,0,0,0,1,0,1,0,0,0,0,0,36,1,clean
1,0,0.000658,0.000743,0,0,1,0,0.000848,0.132328,2.02,0.003055,11,2,0.033675,1.01,3.11,0.000584,2,0,1,0,0,5.18,0.001978,0.01144,33,2,clean
0,0,0,0,0,0,0,0,0,0.021936,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,50,3,clean
0,0,0,0,0,1,0,0,0,0.206585,0,0,0,2,0,0,0,0,1,0,0,0,0,3.03,0,0.010398,11,4,clean
1,0,0.001558,0.001056,0,0,1,0,0.000589,0.256815,1.01,0.000769,0,2,0,1.01,1.01,0.000894,8,0,7,0,0.001152,6.18,0.003733,0.014727,42,6,clean
1,0,0,0,0,0,0,0,0,0.101967,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,9,2,clean
14,0,0,0,0,7,0,0,0,0.023183,0,0,26,1,0,0,0,0,19,0,2,0,0,3.03,0,0.010398,9,5,clean
4,0,0.00263,0.00311,0,0,0,0,0.002265,0.129112,0,0,0,1,0,0,0,0.002643,4,0,4,0,0,1.1,0.003733,0.003391,0,6,buggy
11,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,14,0,14,0,0,0,0,0,35,1,clean
0,0,0,0,0,0,0,0,0,0.164804,0,0,0,4,0,0,0,0,2,0,2,0,0,4.07,0,0.011467,50,4,buggy
0,0,0,0,0,0,0,0,0,0.065057,0,0,1,3,0,0,0,0,5,0,5,0,0,3.06,0,0.010398,44,4,clean
0,0,0,0,0,0,0,0,0,0.290466,0,0,1,3,0,0,0,0,2,0,2,0,0,3.03,0.00273,0.02032,16,3,clean
0,0,0,0,0,1,1,0,0,0.042456,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,clean
0,1.02,0,0.003209,0,0,1,0,0,0.323633,0,0,0,2,0,0,0,0.003041,3,0,1,0,0,3.03,0,0.010398,11,3,clean
0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3.03,0,0.010398,9,1,clean
0,1.01,0,0,0.005861,7,0,0,0,0.089145,0,0,0,2,0,0,0,0.011968,7,0,0,0,0,1.01,0,0.004518,15,3,clean
0,0,0,0,0,1,0,0,0,0.242608,0,0,0,2,0,1.01,0,0,1,0,0,0,0.000639,4.14,0,0.011007,19,2,clean
0,0,0,0,0,0,0,0,0,0.248653,0,0,0,2,0,0,0,0,8,0,0,0,0,3.03,0,0.008406,24,7,clean
0,0,0.001757,0.001386,0,0,33,0,0,0.194196,8.09,0,0,1,0.052751,0,0,0.00108,1,0,1,0,0,3.03,0,0.010398,9,4,buggy
0,0,0,0,0,1,0,0,0,0.041874,0,0,0,1,0,0,0,0,5,0,0,0,0,3.03,0,0.010398,9,0,clean
0,0,0,0,0,0,0,0,0,0.158272,0,0,0,2,0,0,0,0,1,0,1,0,0,3.06,0,0.010398,29,4,clean
0,0,0,0,0,0,0,0,0,0.053919,0,0,1,3,0,0,0,0,2,0,2,0,0,0,0,0,22,1,clean
0,0,0.010368,0.008256,0,0,0,0,0,0.39539,0,0,0,2,0,0,0,0.00793,6,0,4,0,0,3.06,0.005716,0.010398,15,9,clean
0,0,0.000942,0,0,0,0,0,0,0.329159,0,0,0,2,0,0,0,0,0,0,0,0,0,3.09,0,0.010398,39,5,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,3.06,0.005716,0.010398,15,2,clean
0,0,0,0,0,0,1,0,0,0.082589,1.01,0,0,2,0.002632,1.01,0,0,0,0,0,0,0.002169,1.01,0,0.005149,11,3,clean
1,0,0,0,0,15,0,0,0,0.205541,0,0,0,1,0,0,0,0,19,0,4,0,0,3.03,0,0.010398,9,1,clean
0,0,0.001637,0.0018,0,0,0,0,0,0.151014,0,0,0,1,0,0,0,0.00174,3,0,3,0,0,2.02,0.001763,0.00831,9,5,clean
0,0,0,0,0,0,2,0,0,0.087698,0,0.001517,12,3,0,0,1.1,0,1,0,0,0,0,2.07,0.010588,0.004949,46,4,clean
12,0,0,0,0,0,0,0,0,0.084846,0,0,0,1,0,0,0,0,8,0,8,0,0,3.03,0.007776,0.010398,9,8,clean
0,0,0.000938,0.013591,0,0,0,0,0,0,0,0,1,3,0,0,0,0.012527,2,0,2,0,0,5.05,0.02301,0.024375,16,4,clean
0,0,0,0,0,0,0,0,0,0.048688,0,0,10,4,0,0,0,0,0,0,0,0,0,1.01,0,0.01201,24,1,clean
1,0,0,0.001056,0,0,0,0,0,0.097067,0,0,0,3,0,1.01,0,0.000894,10,0,10,0,0.00406,4.04,0.003144,0.013377,17,6,clean
0,0,0.001637,0,0,0,0,0,0,0.087698,0,0.001517,3,4,0,1.01,1.01,0,0,0,0,0,0.000816,4.21,0.001763,0.037859,64,2,clean
0,0,0.001156,0,0,1,0,0,0,0.218393,0,0,0,1,0,0,0,0,1,0,0,0,0,3.03,0,0.010398,10,4,clean
0,0,0,0,0,0,0,0,0,0.170244,0,0,1,3,0,0,0,0,1,0,1,0,0,5.05,0.00273,0.024375,16,2,clean
0,0,0,0,0,0,0,0,0,0.134671,0,0.010885,3,3,0,0,2.02,0,1,0,1,0,0,8.12,0.000659,0.027347,29,1,buggy
1,0,0,0.003054,0,2,3,0,0.012197,0.185197,1.01,0,0,1,0.00242,0,0,0.015074,16,0,7,0,0,3.03,0.001059,0.010398,16,6,clean
0,0,0.029129,0,0,0,0,0,0,0.236497,0,0.023233,2,3,0,1.01,1.02,0,1,0,1,0,0.01117,4.19,0.03059,0.038159,49,4,clean
0,0,0,0,0,0,0,0,0,0.145898,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,39,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.03,0,0.010398,9,3,clean
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,3.03,0,0.010398,9,1,clean
0,0,0,0,0,0,0,0,0,0.174739,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0,0.010398,9,2,clean
0,0,0,0,0,0,0,0,0,0.033753,0,0,0,1,0,0,0,0,2,0,2,0,0,2.02,0,0.00831,9,2,clean
0,1.01,0.005406,0.000387,0.000452,0,1,0,0,0.761933,0,0,0,2,0,0,0,0,5,0,4,0,0,3.09,0.002371,0.010398,39,20,clean
0,0,0,0,0,0,5,0,0,0.072676,1.02,0,0,2,0.033026,0,0,0,2,0,2,0,0,3.03,0,0.010398,15,6,clean
0,0,0,0,0,3,0,0,0,0.021936,0,0,0,1,0,0,0,0,3,0,0,0,0,2.06,0,0.00831,29,2,clean
0,0,0,0,0,0,0,0,0,0.173442,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0,0.010398,10,2,clean
41,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,34,0,34,0,0,0,0,0,35,1,clean
0,0,0,0,0,0,0,0,0,0.065057,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0,0.010398,9,2,clean
0,0,0,0,0,0,3,0,0,0.108803,0,0,0,1,0,0,0,0,0,0,0,0,0,1.01,0,0.005149,9,0,clean
1,0,0.002879,0.003209,0,0,0,0,0,0.32498,0,0,0,1,0,0,0,0.003041,6,0,6,0,0,3.03,0.004299,0.010398,9,4,clean
0,0,0,0,0,0,1,0,0,0.042456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,clean
1,0,0.001637,0.0018,0,0,0,0,0.001287,0.087698,0,0,0,1,0,0,0,0.00174,3,0,3,0,0,2.02,0.001763,0.00831,9,5,clean
0,0,0.001757,0,0,0,0,0,0,0.076062,0,0,0,2,0,0,0,0,0,0,0,0,0,3.06,0.00273,0.010398,15,3,clean
0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,9,2,clean
0,0,0,0,0,0,2,0,0,0.074005,0,0,0,2,0,0,0,0,0,0,0,0,0,3.05,0,0.01129,21,1,clean
0,0,0,0,0,2,0,0,0,0.034425,0,0,0,1,0,0,0,0,2,0,0,0,0,3.06,0,0.010398,18,4,clean
0,0,0,0,0,0,0,0,0,0.078901,0,0,0,2,0,1.01,0,0,2,0,2,0,0.000639,4.14,0,0.011007,19,2,clean
0,1.09,0,0.001062,0.001811,9,0,0,0,0.038216,0,0,0,1,0,0,0,0.003254,9,0,0,0,0,0,0,0,9,2,buggy
0,0,0,0,0,1,0,0,0,0.245446,0,0,2,2,0,0,0,0,1,0,0,0,0,3.06,0,0.010398,21,0,clean
6,0,0,0,0,0,0,0,0,0.33567,0,0,0,1,0,0,0,0,5,0,5,0,0,0,0.004723,0,9,5,clean
0,0,0.0022,0,0,1,0,0,0,0.28374,0,0,1,3,0,0,0,0,1,0,0,0,0,2.02,0,0.017159,16,2,clean
0,0,0,0,0,0,0,0,0,0.041874,0,0,0,1,0,0,0,0,1,0,0,0,0,3.03,0,0.010398,9,0,clean
2,0,0.007045,0.001056,0,0,1,0,0.000589,0.453825,1.01,0.000769,0,2,0.00089,1.01,1.01,0.000894,7,0,6,0,0.001152,4.11,0.003803,0.009344,24,10,clean
0,0,0,0,0,7,0,0,0,0.042456,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,11,3,clean
