@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R12

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute LDHH_dit numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,0,0,1,0,0,0,43,0,1,2,0,0,3,0,0,0,17,9,clean
1,0,0,0,0,1,0,0,0,0,0,116,0,1,3,0,0,3,0,0,0,0,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,clean
0,0,0.012878,0,0,0,0,1,0,9.38269,0,51,0,1,8,0,0,6,0,0,0.009791,18,14,clean
0,0,0.001166,0,0,0,0,0,0,9.14037,0,6,0,2,0,0,0,0,0,0,0.010847,19,2,clean
0,0,0,0,0,0,0,0,0,0,0,26,1,3,1,0,0,0,0,0,0,13,3,clean
0,0,0.018798,0.003194,0.002878,0,0,0,0,9.29392,0,82,0,1,7,0,0,6,0,0.003794,0.005924,9,13,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,18,0,1,0,0,0,2,0,0,0,9,4,buggy
6,0,0.007999,0.003451,0,0,0,0,0.019848,9.20046,1.01,211,0,1,24,0,0,2,0,0.006771,0.009791,9,20,buggy
0,0,0,0,0,0,0,0,0,0,0,81,0,1,1,0,0,5,0,0,0,0,2,clean
1,0,0.002631,0,0,0,0,0,0,9.20025,0,33,0,1,0,0,0,1,0,0,0,0,3,clean
0,0,0.072538,0,0,0,0,0,0,0.137188,0,162,2,2,7,0,0,15,0,0,0.009791,18,34,clean
0,0,0.029496,0.000846,0.003264,0,0,0,0,0.144061,0,19,8,2,0,0,2.05,7,0,0.001686,0.010674,77,2,clean
0,0,0.000294,0,0,0,0,0,0,8.95641,0,40,4,3,1,0,0,3,0,0,0.027723,43,3,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,2,0,0,0,9,1,buggy
0,0,0.011756,0,0,0,0,0,0,9.37426,0,24,0,1,1,0,0,1,0,0.004956,0,0,5,clean
0,0,0.004267,0.003194,0.002878,0,3,0,0,9.23327,1.01,9,0,1,3,0,0,1,0,0,0,0,3,clean
1,0,0.009811,0,0.007155,0,2,0,0,9.15957,0,106,16,1,4,0,0,1,0,0,0.013683,35,16,buggy
7,0,0,0,0.036322,1,2,0,0,0,0,224,0,2,4,0,0,9,0,0.012361,0,2,7,buggy
0,0,0.001138,0,0,0,0,0,0,9.09329,0,27,0,1,0,1.02,0,1,0.00316,0.005988,0.008829,0,1,clean
0,0,0.030773,0,0,0,0,0,0,9.4472,0,84,0,1,1,0,0,1,0,0.001477,0.009791,17,12,clean
0,0,0.003678,0,0,0,0,0,0,9.25279,0,11,0,1,1,0,0,0,0,0,0,0,2,clean
0,0,0.002399,0,0,0,2,0,0,9.17324,0,0,0,1,1,0,0,0,0,0,0.009791,18,0,clean
0,0,0.001632,0,0,0,0,0,0,9.13015,0,6,0,1,2,0,0,0,0,0,0.009791,9,2,clean
8,0,0,0,0,1,0,0,0,0,0,193,0,1,10,0,0,4,0,0,0,9,10,clean
1,0,0,0,0,0,0,0,0,0,0,60,0,2,0,0,0,2,0,0.018159,0,2,2,clean
0,0,0.006881,0.004374,0,0,0,0,0,9.07779,0,77,0,1,15,0,0,5,0,0.014853,0,9,13,clean
0,0,0,0,0,0,0,0,0,0,0,31,4,3,1,0,0,4,0,0,0.027723,43,4,clean
0,0,0.241356,0.071222,0.002038,0,1,1,0,9.63664,0,197,0,1,39,0,0,8,0,0.014853,0.009791,9,50,clean
0,0,0.012509,0,0,0,0,1,0,9.53479,0,66,0,2,1,0,0,4,0,0.021953,0.009791,15,4,clean
1,0,0.001875,0,0,0,0,0,0,0.121386,0,16,0,1,1,0,0,1,0,0.013771,0,0,2,clean
0,0,0.03045,0,0,0,3,0,0,9.42848,2.02,24,0,1,1,0,0,4,0,0,0.009791,9,7,clean
0,0,0.001094,0,0,0,0,0,0,9.14037,0,9,0,1,0,0,0,0,0,0,0,0,4,clean
0,0,0.0024,0,0,0,1,0,0,9.15904,1.01,83,0,1,6,0,0,13,0,0,0.005924,33,26,clean
0,0,0.011738,0,0,0,0,0,0,9.43754,0,19,0,2,2,0,0,2,0,0.001968,0.014111,11,3,clean
9,0,0.037768,0.009533,0.006142,0,0,0,0.005888,9.40735,0,167,0,2,1,0,0,11,0,0.035278,0.002731,3,5,clean
0,0,0.003236,0,0.010189,0,1,0,0,9.22338,1.01,22,0,1,1,0,0,2,0,0,0,0,3,clean
0,0,0.056855,0.001104,0.001461,0,0,0,0.006191,9.60346,0,50,0,1,2,0,0,1,0,0.012422,0.009791,10,3,buggy
0,0,0.001467,0,0,0,0,0,0,9.18766,2.02,24,0,1,0,0,0,0,0,0,0,0,2,clean
0,0,0.016536,0.003006,0.026909,0,0,0,0,0.121386,0,36,5,5,1,1.01,1.01,2,0.001232,0.027769,0.029762,53,1,clean
2,0,0.111674,0.014474,0.007706,0,0,1,0.008555,0.121355,0,374,0,2,6,0,1.02,7,0,0.051182,0.016036,36,29,clean
2,0,0.115346,0.003194,0.011863,0,0,0,0.004515,9.47029,0,126,1,3,0,1.01,0,0,0.000555,0.028558,0.013376,31,4,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,2,0,0,2,0,0,0,9,1,buggy
0,0,0.024538,0,0,0,0,0,0,9.28183,0,19,2,3,0,0,0,0,0,0,0.014101,42,3,clean
0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,1,clean
0,0,0.002334,0,0,0,0,0,0,9.17116,0,3,0,2,2,0,0,1,0,0,0.009791,19,1,clean
3,1.01,0.01684,0.003194,0.002878,0,0,0,0.003114,9.29392,0,39,0,1,223,0,0,1,0,0.003794,0.005924,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,1,buggy
0,0,0.002968,0,0,6,0,0,0,9.19612,0,197,3,2,1,0,0,2,0,0.018159,0.009791,24,7,clean
0,0,0.001363,0,0,0,0,0,0,9.13106,0,54,0,1,1,0,0,3,0,0,0,0,10,clean
2,0,0.01403,0.006075,0,0,0,0,0,9.4138,0,55,0,2,2,1.01,0,0,0.001435,0.003794,0.018525,17,7,clean
2,0,0.137502,0,0.002456,0,0,0,0,0.470136,0,164,0,1,1,0,0,5,0,0.026661,0.017172,9,13,clean
0,0,0.003069,0,0,0,0,0,0,0.121386,0,42,4,3,1,0,0,5,0,0,0.027723,43,4,clean
1,0,0.001328,0,0,0,0,0,0,9.09329,0,32,0,1,1,0,0,1,0,0,0.005924,9,1,buggy
3,0,0.778731,0.014606,0.00927,0,0,4,0.00318,10.1284,0,417,0,2,17,2.02,2.05,8,0.004493,0.068369,0.02471,36,26,clean
0,0,0.000682,0,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,0,0,0,0.027723,22,1,clean
4,0,0.239411,0.024931,0.028064,0,0,0,0.019848,9.67704,0,157,0,1,2,0,0,9,0,0.035436,0,0,6,clean
0,0,0,0,0,0,0,0,0,0,0,22,0,1,3,0,0,0,0,0,0,9,2,buggy
0,0,0,0,0,0,0,0,0,0,0,56,0,1,3,0,0,4,0,0,0,9,6,clean
0,0,0.000949,0.004075,0,0,0,0,0,9.09329,0,103,0,1,0,1.01,0,6,0.00316,0.020279,0.008829,0,5,clean
2,0,0.019271,0.052438,0.010189,0,1,1,0.002334,9.21468,0,68,1,2,3,1.01,1.01,3,0.021023,0.068253,0.051511,5,8,clean
0,0,0.001291,0.002991,0,0,1,0,0,9.19476,2.02,2,0,1,1,0,0,0,0,0,0.008265,10,2,clean
0,0,0.000407,0,0,0,0,0,0,0.040996,0,8,0,1,0,0,0,2,0,0,0.009791,9,1,clean
0,1.01,0.010424,0,0,0,0,0,0,9.47031,0,197,0,1,0,0,0,7,0,0.009242,0,0,5,clean
0,0,0.001518,0,0.0033,0,0,0,0,9.09329,0,32,0,2,2,0,0,1,0,0.004908,0.005924,11,3,clean
1,0,0.002827,0,0,0,0,0,0,9.25562,0,60,8,2,3,0,2.02,0,0,0.021678,0.054697,25,5,clean
0,0,0.005626,0.003006,0.003108,0,0,0,0,0.121386,0,12,0,2,6,0,0,2,0,0,0,20,5,clean
2,0,0.027388,0.002616,0.002456,0,0,0,0,9.43024,0,46,0,1,3,0,0,3,0,0.016615,0.009791,9,4,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,22,1,clean
0,0,0.007884,0,0,0,0,2,0,9.35353,0,21,0,1,0,0,0,0,0,0,0.009791,9,5,clean
1,0,0.003921,0,0,0,0,0,0,9.17832,0,39,0,1,3,0,0,2,0,0,0.005924,9,5,clean
0,0,0,0.004374,0.004791,0,1,0,0,0,1.01,72,0,1,3,0,0,4,0,0,0,0,5,clean
2,0,0.063544,0.017262,0.025943,0,0,1,0.009763,9.48433,0,462,0,1,19,0,0,17,0,0.055363,0.009791,18,40,buggy
2,0,0,0.022517,0.023801,0,0,0,0.023845,0,0,88,0,1,2,0,0,3,0,0,0,0,3,clean
0,0,0.008085,0,0,0,0,1,0,9.22122,0,40,0,2,0,0,0,3,0,0.002623,0.011815,25,7,clean
3,0,0.013405,0,0,0,5,0,0,9.46352,0,226,6,3,1,1.01,0,2,0.002921,0.021953,0.014863,38,4,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,4,0,0,2,0,0,0,9,1,buggy
0,0,0,0,0,0,0,0,0,0,0,27,0,2,1,0,0,1,0,0,0,7,4,buggy
0,0,0.004761,0.003194,0,0,0,0,0,9.29392,0,41,0,1,110,0,0,7,0,0,0.005924,9,11,clean
0,0,0.001328,0,0,0,0,0,0,9.09329,0,3,0,2,1,0,0,1,0,0,0.033647,26,1,clean
12,0,0.011451,0,0,0,0,0,0,9.25013,0,316,0,1,0,0,0,16,0,0,0,0,9,clean
1,0,0,0.006611,0.004049,0,0,0,0,0,0,115,0,1,3,0,0,8,0,0,0,0,6,clean
0,0,0.010563,0.003348,0.003264,0,0,0,0,9.16485,0,68,0,1,6,0,0,10,0,0.003393,0.008591,22,21,clean
0,0,0.042595,0.002616,0.011138,0,0,1,0,9.65519,0,55,0,1,1,0,0,6,0,0.006515,0.014188,51,5,clean
1,0,0,0,0,0,2,0,0,0,0,66,0,1,1,0,0,2,0,0,0,0,4,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,2,0,0,2,0,0,0,9,1,clean
0,0,0.038794,0,0,0,0,0,0,9.35063,0,9,1,2,0,0,0,0,0,0,0.009791,11,2,clean
0,0,0.003882,0,0,0,0,0,0,9.22338,0,121,0,1,4,0,0,8,0,0.007203,0.005924,9,23,clean
0,0,0.027113,0,0,0,0,1,0,9.22122,0,126,0,3,1,0,0,11,0,0.002623,0.009791,52,22,clean
0,0,0.008085,0,0,0,0,1,0,9.22122,0,40,0,2,0,0,0,3,0,0.002623,0.011815,25,7,clean
1,0,0.000136,0,0,0,0,0,0,0.040996,0,27,0,1,1,0,0,2,0,0.001686,0.010674,31,2,clean
0,0,0.001364,0,0,0,0,0,0,0.121386,0,23,0,2,1,0,0,1,0,0.009726,0.027723,22,1,clean
0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,22,1,clean
1,0,0.006625,0,0,0,0,0,0,9.07779,0,69,0,1,1,0,0,3,0,0,0,9,8,clean
0,0,0,0,0,0,0,0,0,0,0,51,0,1,4,0,0,3,0,0,0,0,7,clean
0,0,0.000575,0,0,0,0,0,0,0.029748,0,14,0,1,2,0,0,1,0,0.006913,0,0,2,clean
0,0,0.006046,0,0.003264,0,1,0,0,9.22338,2.02,15,0,1,2,0,0,2,0,0.003409,0.005924,9,6,clean
3,0,0.29526,0.002596,0.014033,0,0,1,0.0009,9.98163,0,431,1,2,1,0,0,13,0,0.020804,0.001555,14,7,buggy
0,0,0.06875,0.006049,0.039736,0,0,0,0.005712,9.62313,0,194,0,1,0,0,0,11,0,0.029714,0.009791,9,8,clean
0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
1,0,0.008965,0,0,0,0,0,0,9.2306,0,47,1,2,1,0,0,4,0,0.003393,0.008591,28,12,clean
1,0,0.027941,0,0,0,0,0,0.002324,9.61825,0,41,0,1,10,2.02,0,1,0.003841,0.010984,0.014799,13,6,buggy
4,0,0,0,0,0,0,0,0,0,0,54,0,1,1,0,0,2,0,0,0,9,3,clean
0,0,0.003356,0,0,0,3,0,0,9.2306,0,67,0,2,13,0,0,4,0,0.016473,0.008655,17,16,clean
1,0,0.001518,0,0,0,0,0,0,9.09329,0,71,0,1,0,0,0,2,0,0,0,0,2,clean
0,0,0.008833,0.002319,0.012496,0,0,0,0,9.28068,0,39,0,1,1,0,0,3,0,0,0,0,2,clean
0,0,0.002715,0,0,0,0,0,0,9.22708,0,11,0,3,3,1.01,1.01,2,0.002921,0,0.020011,50,3,clean
0,0,0.002583,0,0,0,0,0,0,9.27338,0,8,0,1,0,0,0,0,0,0,0.009791,9,1,clean
1,0,0.001416,0,0,0,0,0,0,9.19857,0,70,0,2,1,0,1.02,0,0,0,0.005924,15,3,clean
23,2.02,1.03242,0.035275,0.075475,2,0,5,0.034607,10.25,0,1115,0,1,53,0,0,68,0,0.105859,0,0,43,buggy
0,0,0.001121,0,0,0,0,0,0,9.13106,0,12,8,4,1,1.01,0,0,0.002921,0,0.014863,47,2,clean
2,0,0.001708,0,0,0,0,0,0,9.09329,0,34,0,1,0,0,0,3,0,0.004111,0.005924,9,2,clean
0,0,0.022979,0.008414,0,0,1,0,0,9.41912,0,16,0,1,2,0,0,1,0,0.00548,0.009791,9,6,clean
4,0,0.061154,0.055173,0.01498,0,0,2,0.010825,9.44688,0,672,0,1,114,0,0,0,0,0.062134,0.005924,9,39,buggy
0,0,0.010522,0,0.001669,0,0,1,0,9.36673,0,22,0,1,3,0,0,1,0,0.005206,0,0,3,clean
1,0,0.046957,0,0.002482,0,0,0,0.002532,9.38007,0,31,1,2,0,0,0,1,0,0.00679,0.007771,19,2,buggy
0,0,0.002476,0,0,0,0,0,0,9.16485,0,57,0,2,0,0,0,5,0,0,0.031562,32,6,clean
0,0,0,0,0,0,0,0,0,0,0,35,0,1,2,0,0,2,0,0,0,9,6,clean
0,0,0.050838,0,0,0,0,0,0,0.209384,0,121,0,2,1,0,0,11,0,0.002623,0.009791,37,22,clean
0,0,0.001121,0,0,0,0,0,0,9.13106,0,12,8,4,1,1.01,0,0,0.002921,0,0.014863,47,2,clean
0,0,0.003002,0.006066,0,0,0,0,0,9.15989,0,164,6,2,3,0,0,1,0,0,0.089904,59,45,clean
0,0,0.00219,0,0,0,5,0,0,9.20801,1.01,3,0,1,6,0,0,1,0,0,0.037515,25,1,clean
1,0,0.01023,0.002991,0,0,0,0,0.002667,9.32581,0,81,0,1,17,0,0,4,0,0.002142,0.010932,14,13,clean
0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,1,0,0,0.009791,9,2,clean
6,0,0.017803,0,0.002631,0,0,0,0.0009,9.34787,0,265,0,1,0,0,0,14,0,0.001141,0,0,8,buggy
0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,2,0,0.008458,0.009791,9,2,clean
0,0,0.001193,0,0,0,0,0,0,0.121386,0,42,4,3,1,0,0,1,0,0,0.027723,43,4,clean
0,0,0.01063,0,0,0,0,0,0,9.16383,0,27,0,2,2,0,0,0,0,0,0.005924,41,5,clean
0,0,0.001328,0,0,0,0,0,0,9.09329,0,3,0,3,0,0,0,1,0,0,0.033647,27,1,clean
0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0.009791,56,1,clean
1,0,0.016503,0.002991,0.004408,0,3,0,0,9.55998,0,37,8,2,0,0,2.02,2,0,0.003409,0.057037,25,3,clean
2,0,0.070779,0,0,0,0,0,0,9.32549,0,55,0,1,6,0,0,3,0,0.003409,0.005924,51,5,clean
0,0,0,0,0,0,1,0,0,0,0,6,0,1,1,0,0,1,0,0,0.009791,9,3,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,2,0,0,0,9,1,buggy
10,0,0.001138,0,0,0,0,0,0,9.09329,0,122,0,1,1,0,0,6,0,0,0.005924,9,5,clean
0,0,0.002645,0.002319,0,0,1,0,0,9.15957,0,3,0,1,6,0,0,0,0,0,0.005924,19,8,clean
0,0,0.008394,0,0,0,0,0,0,9.5031,0,8,0,1,4,0,0,0,0,0,0,0,2,clean
0,0,0.006358,0,0,0,0,0,0,9.18913,0,3,0,2,1,0,0,1,0,0,0.037515,26,1,clean
1,0,0.011175,0,0,0,0,0,0,9.4329,0,8,0,1,0,0,0,1,0,0,0,0,2,clean
1,0,0.082496,0,0,0,0,0,0,0.206051,0,67,0,1,0,0,0,8,0,0.006183,0,0,9,clean
5,0,0.003746,0,0.045459,0,0,0,0,9.18344,0,149,0,1,0,0,0,8,0,0,0,0,2,clean
0,0,0.027992,0.003194,0.002878,0,0,0,0.003114,9.25922,0,50,0,1,3,1.01,1.04,2,0.001571,0.007203,0.008655,9,8,clean
0,0,0.010969,0.002991,0.002734,0,0,0,0.002774,9.28597,0,16,0,1,1,0,0,1,0,0.003409,0,0,3,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,20,0,1,0,0,0,1,0,0,0.005924,18,2,clean
0,0,0.002334,0,0,0,0,0,0,9.17116,0,9,0,2,4,0,0,2,0,0,0.009791,19,2,clean
0,0,0,0,0,0,0,0,0,0,0,32,4,3,1,0,0,2,0,0,0.027723,43,3,clean
0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,0,clean
10,0,0,0,0,0,0,0,0,0,0,461,0,1,1,0,0,13,0,0,0,0,11,clean
3,0,0.061474,0,0,0,0,0,0,9.40008,0,162,0,1,1,0,0,2,0,0.009127,0.009791,9,2,clean
0,0,0.005626,0,0,0,0,0,0,0.121386,0,51,1,2,0,0,0,2,0,0,0,27,16,clean
0,0,0.13684,0,0,0,0,0,0,9.38386,0,106,8,3,1,0,2.02,0,0,0.00125,0.057037,28,2,clean
0,0,0,0,0,13,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.003387,0.000941,0,0,0,0,0,9.28042,0,30,0,1,8,0,0,1,0,0,0.009791,9,4,clean
1,0,0.075437,0,0.010189,0,0,0,0,9.63176,0,69,0,1,1,0,0,0,0,0.077785,0.009791,10,3,clean
0,0,0,0,0,0,0,0,0,0,0,27,0,2,1,0,0,1,0,0,0.009791,15,7,clean
8,0,0.416566,0.031531,0.013143,0,0,0,0.004391,10.0512,0,336,0,1,220,0,0,21,0,0.039217,0.013473,19,52,buggy
8,0,0.374881,0,0,0,0,0,0,0.083899,0,452,0,1,1,0,0,10,0,0,0.009791,9,6,clean
1,0,0.001875,0,0,0,0,0,0,0.121386,0,19,0,1,1,0,0,2,0,0,0,9,3,buggy
1,0,0.014589,0,0,0,0,0,0,9.24064,0,95,0,1,1,0,0,4,0,0.007609,0.009791,14,5,clean
0,0,0,0,0,0,0,0,0,0,0,15,0,1,3,0,0,1,0,0,0,9,3,clean
0,0,0.014842,0,0,0,0,1,0,9.409,0,34,0,1,2,0,0,0,0,0.011077,0.009791,9,1,clean
1,0,0.015726,0,0.010189,0,0,0,0,9.56177,0,28,0,1,2,0,0,0,0,0.003409,0,0,2,clean
0,0,0.002651,0,0,0,0,2,0,9.22022,0,14,0,1,7,0,0,3,0,0,0.009791,18,5,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,22,1,clean
3,0,0.058456,0.045144,0.046253,0,0,0,0.019848,9.21468,0,166,0,1,6,0,0,20,0,0.040821,0,9,28,buggy
5,0,0.012836,0.002991,0,0,0,0,0.004871,9.22338,0,303,0,2,2,0,0,9,0,0.019882,0.010996,17,9,buggy
0,0,0,0,0,1,0,0,0,0,0,139,0,3,1,0,0,3,0,0,0,58,40,clean
0,0,0.002264,0,0,0,0,0,0,9.21441,0,59,0,1,4,0,0,1,0,0,0.005924,9,9,clean
0,0,0.000136,0,0,0,0,0,0,0.026954,0,82,0,1,0,0,0,2,0,0,0.009791,9,3,clean
1,0,0.046837,0,0.000731,0,0,0,0.005394,9.44239,0,79,0,1,1,0,0,2,0,0.017823,0,0,4,clean
1,0,0.000543,0,0,4,0,0,0,0.040996,0,55,0,1,0,0,0,3,0,0,0.009791,9,6,clean
0,0,0.001708,0,0,0,0,0,0,9.21193,0,104,0,1,1,0,0,1,0,0,0,0,10,clean
0,0,0,0,0,0,4,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,clean
0,0,0.023854,0.071222,0.005109,0,0,0,0.009083,9.20046,0,365,0,2,28,1.01,0,11,0,0.01385,0.009791,14,26,clean
0,0,0.005568,0.001171,0.001505,0,0,0,0,9.23919,0,52,0,1,9,0,0,9,0,0,0.009791,18,18,clean
15,0,0.002826,0,0,0,0,0,0,9.22338,1.01,671,0,1,2,0,0,25,0,0.016473,0,1,8,buggy
2,0,0.00309,0,0,0,0,0,0,0.241727,0,89,0,1,2,0,0,2,0,0.015783,0.009791,9,3,clean
0,0,0,0,0,9,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
1,0,0.000949,0,0,0,0,0,0,9.09329,0,29,0,1,1,0,0,3,0,0,0,0,1,clean
2,0,0.0039,0,0.010189,0,0,0,0,9.19476,0,192,0,3,1,0,0,7,0,0,0,14,8,clean
1,0,0.018826,0.016575,0.00838,0,0,0,0.00318,9.26485,0,223,0,2,1,0,0,8,0,0.042441,0.008591,41,11,buggy
0,0,0.08251,0,0,0,0,0,0,0.121386,0,33,0,1,1,0,0,1,0,0,0,9,11,clean
2,0,0.098265,0,0,0,0,0,0,9.59087,0,207,0,1,3,0,0,8,0,0.02847,0,0,10,clean
0,0,0.000271,0,0,6,0,0,0,0.040996,0,11,0,1,1,0,0,0,0,0,0.009791,10,2,clean
0,0,0.103275,0,0,0,1,0,0,0.325269,0,109,0,1,1,0,0,3,0,0.003409,0.012186,19,24,clean
0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,4,0,0,0.009791,9,4,clean
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,26,1,clean
0,0,0.006445,0,0,0,0,0,0,9.42886,0,114,0,1,12,0,0,10,0,0,0.009791,9,25,clean
0,0,0.016381,0,0,2,0,0,0,0.066568,0,46,0,1,0,0,0,0,0,0,0.009791,14,8,clean
0,0,0.000949,0,0,0,2,0,0,9.09329,0,24,0,4,3,0,0,1,0,0,0.005924,51,8,clean
0,0,0.002239,0,0,0,0,0,0,9.21892,0,53,0,1,0,0,0,0,0,0,0,0,2,clean
0,0,0.001194,0,0.003264,0,0,0,0,9.19488,0,21,3,2,0,0,2.03,7,0,0.003393,0.005924,14,5,clean
0,0,0.001239,0,0,0,0,0,0,9.14037,0,6,4,2,0,0,0,0,0,0,0.009791,17,1,clean
0,0,0.00442,0,0,0,0,0,0,9.40557,0,45,0,2,0,0,0,3,0,0.007203,0.009791,16,3,clean
0,0,0.001611,0,0,0,0,0,0,9.20025,0,11,0,1,1,0,0,2,0,0,0,0,3,clean
0,0,0.003159,0,0,0,0,0,0,9.20698,0,23,0,1,1,0,0,1,0,0,0,0,3,clean
0,0,0.002536,0.006611,0,0,0,0,0,9.13106,0,31,0,1,0,0,0,3,0,0,0.004746,9,1,clean
0,0,0.00101,0,0,0,0,0,0,9.15394,0,21,0,1,0,0,0,0,0,0,0,0,1,clean
0,0,0.001252,0,0,0,0,0,0,9.15318,0,6,0,1,0,0,0,1,0,0,0,0,2,clean
0,0,0.040705,0,0,0,0,0,0,9.2306,0,45,0,1,5,0,0,2,0,0.003794,0.005924,9,7,clean
3,0,0.029071,0.003194,0.002376,0,0,0,0.002334,9.3603,0,115,0,1,54,0,0,10,0,0,0,0,13,buggy
4,0,0.007388,0.000941,0.000957,0,0,1,0.0009,9.31213,0,89,0,1,0,0,0,1,0,0.0068,0.012186,18,2,clean
7,0,0.00733,0.003348,0,0,0,0,0,9.19857,0,135,0,1,1,0,0,1,0,0.003393,0,0,2,clean
4,0,0.01216,0,0,0,0,0,0,9.31602,0,142,0,2,2,0,0,0,0,0,0.008591,11,5,clean
0,0,0.001488,0,0,0,0,0,0,9.16485,0,18,4,2,0,0,0,1,0,0,0.005924,17,5,clean
1,0,0.008579,0.002319,0,0,0,0,0,9.23015,0,47,0,1,7,0,0,3,0,0.006013,0.005924,9,8,clean
0,0,0.006128,0,0.002482,0,1,0,0,9.30937,1.01,34,0,2,1,0,2.05,1,0,0.002996,0.041678,32,4,clean
0,0,0.074424,0,0,0,0,0,0,9.29455,0,120,9,2,1,0,0,4,0,0,0.009791,30,7,clean
0,0,0.027307,0,0,0,0,0,0,9.55857,0,54,0,1,1,0,0,1,0,0,0.009791,9,10,clean
2,0,0.006308,0,0,0,1,0,0,0.121386,1.01,99,0,1,4,0,0,4,0,0.026133,0,9,10,clean
0,0,0.002331,0,0,0,0,0,0,9.15227,0,30,0,1,0,0,0,6,0,0,0.009791,18,10,clean
