@relation data/M_multi_metrics_JDT.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R59-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R56-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R3

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute LDHH_noc numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,0,0,0,8.1394,0,95,0,66,0,3,0,2,0,3.05,0,73,clean
0,0,0,0,0,0,0,0,0.207851,0,421,0,1,0,0,1,0,0.001409,2.02,0.000972,68,clean
1,0.001008,0,0,0,4,0,0,0.135701,0,0,0,36,0,4,0,0,0,1.01,0,8,clean
0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,33,buggy
0,0,0,0,0,0,2,0,0.121597,0,0,0,36,0,8,0,0,0,2.02,0,15,clean
0,0,0,0,0,1,4,0,0,0,2,0,1,0,1,0,0,0,0,0,36,buggy
1,0.030122,0.013223,0,0,0,2,1,8.62125,1.01,59,0.01184,903,5.09,3,3,0,0,7.19,0.011407,160,buggy
19,0,0,0,0,5,1,0,0.471849,0,0,0,2278,0,33,1,0,0,1.01,0.001104,33,buggy
0,0,0,0,0,2,0,0,0.171667,0,135,0,6,0,2,0,0,0,5.07,0,67,clean
0,0.008874,0,0,0,0,0,0,8.14429,0,97,0,153,1.18,9,1,4,0,3.03,0.000993,84,clean
0,0,0.009968,0.006085,0,0,0,0,8.46014,0,20,0,780,12.04,49,0,22,0,4.05,0,25,buggy
0,0,0.004148,0,0,0,0,0,8.31531,2.02,0,0.001202,231,1.21,0,2,0,0,2.02,0,30,clean
3,0,0.002444,0,0,3,0,1,0.410094,0,18,0,55,3.45,4,1,0,0,4.04,0.00335,62,clean
0,0.001011,0,0,0,0,3,0,0.123602,1.02,4,0.0038,15,0,3,0,0,0,3.05,0,19,clean
1,0,0,0,0,3,0,0,7.91776,0,0,0,28,0,3,1,0,0,0,0,16,clean
0,0,0,0,0,0,0,0,0.132044,0,0,0,3,0,2,0,2,0,1.01,0,10,clean
1,0.019992,0,0,0.002662,17,3,1,0.684112,0,391,0,378,0,17,1,0,0.001409,2.02,0.004101,31,clean
0,0,0,0,0,1,0,0,0.188296,0,35,0,0,0,1,0,0,0.001409,3.05,0,47,clean
0,0.014943,0,0,0,0,0,0,8.10896,0,95,0,171,1.18,10,0,6,0,2.02,0,73,clean
3,0,0.000971,0.00022,0.000186,4,0,1,8.70001,0,28,0,120,3.42,5,1,1,0,7.09,0.003163,25,clean
0,0,0,0,0,4,0,0,0.093454,0,150,0,6,0,4,0,0,0,3.03,0.001121,44,buggy
1,0,0,0,0,1,0,0,0.181247,0,54,0,10,0,1,0,0,0,2.02,0,19,buggy
0,0.011505,0.00089,0,0,1,6,0,8.25459,0,384,0,28,1.07,1,0,0,0.001409,8.09,0.002691,87,clean
1,0,0,0,0,3,0,0,0.097153,0,0,0,6,0,3,0,0,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,0.097153,0,0,0,0,0,1,0,1,0,2.03,0,23,clean
0,0,0,0,0,0,1,0,0.182148,0,13,0,6,0,1,0,0,0,2.06,0,55,clean
1,0.000855,0,0,0,3,1,1,8.36931,1.01,386,0.001203,15,0,3,1,0,0.001409,8.1,0.005272,95,clean
0,0.010167,0.004043,0,0,1,1,0,8.15155,0,3,0,6,2.09,3,1,0,0,2.04,0,17,clean
0,0,0,0,0,0,1,0,0.121597,0,0,0,120,0,12,0,0,0,1.01,0,15,clean
1,0.002293,0,0.00077,0.000939,0,0,0,0.160922,0,152,0,66,1.11,1,0,1,0,1.01,0.000889,41,clean
0,0.00099,0.000971,0,0.00084,10,0,0,8.44618,0,61,0,55,3.41,16,0,0,0,10.15,0.001885,45,buggy
0,0,0,0.001798,0,0,1,0,0.262326,0,0,0,66,0,3,0,1,0,1.01,0.001119,13,clean
0,0,0,0,0,0,0,0,0.120678,0,0,0,3,0,1,0,0,0,1.01,0,8,clean
0,0,0.000742,0,0.002837,3,0,1,8.13047,0,12,0,1,1.02,3,1,0,0.004395,3.1,0.000671,52,clean
0,0.002588,0.000616,0.000526,0.008228,4,2,0,0.294846,0,12,0,1,0,6,0,0,0,4.05,0,16,clean
0,0,0.000847,0,0,3,0,0,0.085172,0,429,0,10,1.04,3,0,0,0,6.08,0,120,clean
5,0,0,0,0,3,0,0,0.173252,0,3,0,55,0,5,0,2,0,1.04,0,20,clean
0,0,0,0,0.007884,4,0,0,8.13496,0,419,0,3,0,4,1,0,0.001409,5.07,0,115,clean
5,0,0.001082,0,0,0,0,0,8.31314,0,0,0,21,1.06,9,1,9,0,0,0.01043,8,clean
0,0,0,0,0,0,0,0,0.097153,0,387,0,1,0,0,0,0,0.001409,2.02,0,32,clean
0,0,0,0,0,0,0,0,8.10052,0,83,0,0,0,2,0,0,0,11.19,0,57,buggy
0,0,0,0,0,1,0,0,0.213761,0,0,0,3,0,1,0,0,0,1.01,0,10,clean
1,0.002293,0,0.00077,0.000939,0,0,0,0.160922,0,152,0,66,1.11,1,0,1,0,1.01,0.000889,41,clean
0,0.000582,0,0,0,0,0,0,8.1394,0,95,0,36,0,1,0,1,0,2.02,0,75,clean
1,0,0,0.000774,0,0,0,0,0.217854,0,114,0,136,0,12,1,10,0,1.01,0.003521,8,clean
0,0,0,0,0,4,0,0,0.096569,0,0,0,1,0,4,0,0,0,1.01,0,8,clean
0,0.002047,0.001571,0,0,1,0,0,0.239063,0,388,0,21,1.06,6,0,1,0.001409,8.1,0,109,clean
5,0,0,0,0,0,0,0,0,0,0,0,55,0,3,0,2,0,0,0,13,clean
6,0.0022,0.005997,0,0,9,0,3,8.37449,0,0,0,378,5.25,17,2,3,0,1.01,0.004209,8,buggy
0,0.002878,0.004094,0,0,0,7,0,8.06267,0,5,0,15,1.05,3,0,0,0,2.02,0,13,clean
0,0.001269,0.001706,0.00095,0,0,0,0,0.252483,0,0,0,0,2.44,0,0,0,0,2.09,0.00244,43,clean
0,0.011296,0,0,0,0,9,1,0.240687,0,151,0,528,0,1,1,0,0,1.01,0.002794,8,clean
1,0.003813,0.001729,0.00381,0,0,0,1,0.317055,0,0,0,21,1.15,2,0,1,0,1.01,0.006307,8,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,66,0,3,0,2,0,2.02,0,73,clean
0,0,0,0,0,0,2,0,0.160128,0,384,0,28,0,0,0,0,0.001409,4.05,0.000938,91,clean
1,0.012802,0,0,0,0,0,0,0.085017,0,0,0,6,0,1,0,1,0,1.03,0,39,clean
0,0,0,0,0,0,0,0,0.031629,0,11,0,0,0,0,0,0,0,0,0,47,clean
0,0,0,0,0,0,0,0,0.097153,0,1,0,3,0,3,0,3,0,1.01,0,31,clean
0,0.01746,0.001654,0.001778,0.021135,42,0,1,1.04934,0,0,0,105,2.6,218,2,1,0.001409,1.01,0.002042,8,buggy
1,0.001999,0,0,0,4,0,0,0.094053,0,0,0,21,0,4,0,0,0,1.01,0,8,clean
2,0.020209,0.005539,0.003273,0.004649,18,0,2,8.74434,0,391,0,253,5,23,2,5,0.001409,2.02,0.010811,31,buggy
1,0,0,0,0,0,0,0,0.218545,0,0,0,36,0,3,0,3,0,1.01,0.000993,8,clean
0,0.010167,0,0,0,3,0,1,0.356324,0,380,0,21,0,4,0,1,0.001409,2.02,0.002217,38,buggy
0,0,0,0,0,0,0,0,0.161994,0,38,0,66,0,2,0,0,0,1.03,0,119,clean
0,0,0,0,0,0,18,0,0.14738,5.07,0,0.004704,3,0,0,0,0,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,91,0,5,0,3,0,3.05,0,73,clean
0,0.000855,0,0,0,2,6,0,0.066709,0,95,0,120,1.15,3,0,1,0,2.02,0,68,clean
1,0.006842,0,0,0,0,0,0,8.16436,0,95,0,153,2.48,5,0,3,0,2.02,0.000548,73,clean
1,0,0.004148,0,0,1,2,0,0.34655,0,39,0,153,2.33,1,0,0,0,1.01,0.001764,8,clean
0,0.010167,0,0,0,0,0,0,0.187307,0,380,0,21,0,0,0,0,0.001409,2.02,0,38,clean
0,0.000838,0.001029,0,0,0,0,0,8.13707,0,82,0,15,1.05,1,0,1,0,16.42,0,319,clean
2,0,0,0,0,4,0,0,8.1024,0,0,0,55,2.22,4,0,0,0,1.01,0.00338,8,clean
0,0.005627,0,0,0,1,0,0,0.031629,0,0,0,3,0,1,0,0,0,0,0,8,clean
0,0.007096,0,0,0,1,0,0,8.16436,0,95,0,136,0,8,0,4,0,2.02,0,68,clean
0,0,0,0,0,0,0,0,8.07051,0,397,0,3,0,0,0,0,0.001409,6.09,0,124,clean
0,0,0.000757,0,0,8,1,0,0.381259,0,141,0,36,1.08,9,1,0,0,2.02,0.002217,35,buggy
6,0.004501,0.000847,0.000714,0,0,2,0,0.764092,0,3,0,190,4.71,12,1,2,0,3.03,0.005428,13,buggy
0,0.001008,0,0,0,0,0,0,0.120784,0,0,0,15,0,3,0,3,0,1.01,0,8,clean
7,0.017659,0.00227,0.001625,0,0,0,1,8.89712,1.01,5,0,91,3.46,11,2,9,0,2.03,0.024582,21,buggy
0,0,0,0,0,0,0,0,8.24874,0,8,0,153,0,0,3,0,0,2.03,0.005804,46,clean
5,0,0,0,0,0,0,1,0.035811,0,0,0,36,1.08,2,0,2,0,0,0.001764,11,clean
4,0,0.011342,0,0,0,1,2,8.57348,0,69,0,465,10.6,4,3,0,0,14.41,0.019462,240,buggy
0,0,0,0,0,0,0,0,0.161994,0,37,0,6,0,0,0,0,0,4.04,0,88,clean
0,0,0,0,0,0,0,0,0.168035,0,387,0,6,0,0,0,0,0.001409,8.1,0,101,clean
0,0,0,0,0,4,1,0,8.25014,0,18,0,15,0,4,2,0,0,4.04,0.010964,62,buggy
1,0,0,0,0,0,0,0,0.198091,0,0,0,15,0,1,0,1,0,1.01,0,8,clean
0,0.00099,0,0,0,0,5,0,0.1256,2.02,0,0.001013,1,0,0,0,0,0,1.01,0,8,clean
19,0.068126,0.032512,0.00172,0.001205,1,0,1,9.11053,0,0,0,5356,59.81,14,5,13,0,1.01,0.02536,8,buggy
0,0,0,0,0,2,0,3,0.291856,0,415,0,15,0,2,0,0,0.001409,7.1,0,117,clean
0,0,0.005736,0,0.006873,7,0,0,8.22695,0,126,0,45,1.24,7,2,0,0,3.06,0.005297,44,clean
1,0,0,0,0,0,4,1,0.170848,0,18,0,136,0,4,0,0,0,4.04,0.002489,62,clean
0,0,0,0,0.000774,5,0,1,0.223586,0,0,0,21,0,5,1,0,0,1.01,0.00073,8,clean
0,0,0.001356,0,0,1,0,0,0.172635,0,40,0,91,2.36,2,0,1,0.001409,14.2,0,71,clean
0,0.011005,0,0,0,0,0,1,0.177191,0,384,0,21,0,1,0,0,0.001409,5.06,0,79,clean
0,0,0,0.018394,0,12,0,0,0.153793,0,0,0,6,0,13,0,1,0,0,0,16,buggy
0,0,0,0,0,2,0,3,0.291856,0,415,0,15,0,2,0,0,0.001409,7.1,0,117,clean
0,0.001049,0,0,0,7,3,2,8.54178,0,384,0,120,0,8,0,0,0.001409,5.06,0.003581,77,buggy
0,0.011005,0.001029,0,0,0,1,0,8.13496,1.01,69,0.01184,10,1.04,1,1,1,0,12.33,0,229,clean
0,0,0,0,0,0,0,0,8.10942,0,0,0,3,0,2,0,2,0,1.01,0,15,clean
16,0,0,0,0,0,0,1,0.540612,0,52,0,171,2.8,10,0,10,0,3.03,0.008583,25,clean
0,0.012802,0,0.002809,0,0,0,0,0.105192,0,0,0,1,0,3,0,3,0,1.03,0.001022,39,clean
0,0.007371,0,0,0.000774,1,1,0,0.1107,0,5,0,0,0,2,0,1,0,2.03,0,25,clean
0,0,0.010888,0,0,0,0,0,8.22522,0,11,0,120,5.17,5,2,0,0,5.09,0.0101,18,buggy
0,0,0,0,0,0,0,0,7.97924,0,0,0,28,0,7,0,7,0,0,0,25,clean
0,0.046409,0.026313,0.000668,0,1,2,4,8.71141,2.02,68,0.01184,3081,12.34,4,6,1,0,8.21,0.031934,200,buggy
1,0.001887,0.004915,0,0,9,2,2,8.71483,0,262,0,276,2.45,12,0,0,0.001409,7.07,0.020503,80,buggy
0,0,0,0,0,0,0,0,8.1394,0,95,0,120,0,7,0,4,0,3.05,0,73,clean
16,0,0,0.002983,0,0,0,0,0.314409,0,0,0,351,2.52,13,0,13,0,0,0.003868,8,buggy
0,0,0,0,0,1,0,0,0.097153,0,400,0,1,0,1,0,0,0.001409,4.04,0,65,clean
0,0,0,0,0,0,0,0,0.162444,0,388,0,1,0,0,0,0,0.001409,7.09,0.000909,81,clean
0,0,0,0,0,1,0,0,0.097153,0,0,0,0,0,6,0,1,0,2.03,0,23,clean
0,0,0,0,0,1,0,0,0,0,389,0,3,0,1,0,0,0.001409,7.1,0.000909,83,clean
1,0.010167,0.001945,0.000475,0.001237,6,0,5,8.78286,0,0,0,741,13.16,7,10,1,0,7.11,0.028518,43,buggy
0,0.002125,0.001507,0,0.001368,3,0,0,8.30577,0,69,0,10,2.22,3,0,0,0,11.16,0.003423,54,buggy
0,0,0,0,0,0,0,0,0.097153,0,386,0,3,0,0,0,0,0.001409,4.05,0,103,clean
0,0,0.004094,0.002809,0,1,0,0,8.21649,0,8,0,21,1.06,2,0,1,0,2.03,0.006153,19,buggy
3,0,0.000627,0,0.001581,19,0,0,8.31733,0,0,0,120,2.54,28,0,6,0,1.01,0.001803,8,clean
0,0,0.000844,0,0,0,0,0,8.10896,0,95,0,120,1.16,7,0,4,0,2.02,0,73,clean
0,0,0.001042,0,0.000619,5,0,0,0.148552,0,1,0,6,1.04,5,0,0,0,2.02,0,11,clean
0,0.010167,0,0,0,4,0,0,0.097153,0,0,0,10,0,4,0,0,0,1.01,0,8,clean
2,0.00298,0,0.002621,0,6,0,0,8.18913,0,1,0,91,1.36,11,0,3,0,1.01,0,12,clean
0,0.006861,0.00189,0.000484,0.004698,6,9,0,0.456267,2.02,52,0.001735,153,5.08,11,0,2,0,6.07,0.003209,27,buggy
14,0,0.001307,0.002829,0,0,0,0,0.223501,0,0,0,153,4.23,12,2,12,0,0,0.003833,11,clean
0,0,0,0,0,1,0,0,0.097153,0,0,0,6,0,1,0,0,0,1.01,0,11,clean
2,0.000688,0.001756,0,0.005192,9,0,2,8.5373,0,18,0,28,3.32,9,2,0,0,4.04,0.017221,62,clean
0,0,0,0,0,0,0,0,0.097153,0,384,0,3,0,0,0,0,0.001409,4.05,0,99,clean
1,0.014961,0,0.001552,0,0,0,1,8.42968,0,62,0,210,2.39,2,2,1,0,9.25,0.005811,202,clean
0,0,0,0,0,2,0,0,7.98269,0,68,0,21,0,2,0,0,0,1.01,0,33,clean
2,0,0,0,0,9,0,0,0,0,0,0,21,0,16,0,7,0,0,0,11,clean
0,0,0.001756,0,0.004566,5,1,0,8.41586,1.01,392,0.001203,10,1.04,5,1,0,0.001409,5.06,0.003305,93,clean
0,0.014496,0.012242,0,0,0,3,0,0.094512,0,78,0,28,1.25,6,1,0,0,0,0,8,clean
0,0.004596,0,0,0,0,2,0,8.44318,0,397,0,28,0,1,1,1,0.001409,3.03,0,64,clean
0,0.006842,0.005736,0,0,3,6,0,8.11581,1.01,0,0,300,2.9,4,2,0,0,1.01,0,8,clean
0,0.005686,0.002091,0.000583,0,5,2,0,8.22045,0,28,0,28,2.14,6,0,0,0.001409,2.02,0.008287,16,clean
0,0.01094,0.000441,0,0,10,3,0,0.147285,0,380,0,55,1.1,16,0,0,0.001409,2.02,0,46,clean
0,0.014536,0.004682,0.000364,0.001692,4,1,4,0.816568,0,0,0,630,16.14,5,1,1,0,1.01,0.001775,8,buggy
0,0.01302,0.002409,0,0,0,2,2,0.298042,0,52,0,190,3.71,0,1,0,0,11.2,0.006604,141,clean
1,0,0,0,0.005253,15,0,1,0.34242,0,0,0,3,1.02,32,0,0,0,1.01,0.000798,8,clean
6,0,0,0,0,10,1,0,0.073505,0,0,0,78,0,10,1,0,0,0,0,8,clean
0,0,0,0,0.001021,5,0,1,8.23331,0,380,0,21,0,5,1,0,0.001409,2.02,0.002194,38,clean
1,0,0,0,0,0,0,0,0.097153,0,0,0,1,0,2,0,2,0,1.01,0,8,clean
4,0,0,0,0.000608,6,0,0,8.32551,0,12,0,36,1.08,6,1,0,0,1.01,0.006033,11,clean
0,0.001137,0,0,0,4,0,1,8.11401,0,0,0,105,0,15,0,0,0,1.01,0.005361,8,clean
0,0,0,0,0,2,0,0,0.097153,0,28,0,6,0,3,0,1,0.001409,2.02,0,16,clean
1,0.012802,0,0,0,0,0,0,0.058891,0,0,0,6,0,0,0,0,0,1.01,0.010072,8,clean
0,0,0,0,0,0,2,0,0.192876,0,68,0,6,0,1,0,0,0,4.04,0,33,buggy
0,0.000798,0.000978,0,0,0,2,1,0.266788,0,7,0,171,1.19,3,0,0,0,4.07,0.002429,40,clean
0,0,0,0,0,3,0,0,0.097153,0,0,0,1,0,3,0,0,0,1.01,0,11,clean
0,0,0,0,0,0,3,0,8.10942,0,0,0,21,0,2,0,2,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,0.097153,0,68,0,3,0,1,0,0,0,4.04,0,33,clean
2,0,0,0,0,0,1,0,0.10854,0,55,0,66,0,5,0,2,0,2.02,0,27,clean
0,0,0,0,0,0,0,0,0.168437,0,114,0,1,0,1,0,1,0,1.01,0,9,clean
0,0.000855,0.000844,0,0,0,1,0,0.226223,1.01,52,0.01184,66,2.22,2,0,0,0,9.16,0.002957,131,clean
2,0.013657,0.000627,0,0.017266,259,0,0,0.697371,0,0,0,55,2.27,262,1,0,0,1.01,0.000893,8,buggy
1,0,0,0,0,0,0,0,0.159449,0,0,0,1,1.01,0,1,0,0,0,0,8,clean
0,0,0,0,0,0,0,0,8.30467,0,95,0,105,1.14,3,0,2,0,3.05,0,73,buggy
0,0,0,0,0,0,0,0,0.187868,0,68,0,10,0,1,0,0,0,4.04,0,33,buggy
0,0,0,0,0,0,0,0,0.119848,0,67,0,0,0,2,0,0,0,10.15,0,58,buggy
0,0,0,0,0,3,2,3,0.162632,0,384,0,36,0,3,0,0,0.001409,4.05,0,85,clean
0,0.001277,0,0,0,0,0,0,0.038262,0,2,0,15,0,2,0,2,0,1.01,0,10,clean
12,0,0,0,0,0,1,0,8.3368,0,34,0,171,1.18,3,3,0,0,4.04,0.00371,78,buggy
0,0.031793,0,0,0,1,0,0,8.01008,0,0,0,15,0,2,0,1,0,0,0,0,clean
3,0.011022,0.008311,0,0.010318,7,1,1,0,1.01,406,0,1225,25.26,7,0,0,0.001409,4.06,0.011948,20,clean
0,0,0,0,0,0,3,0,7.95108,0,61,0,6,0,0,0,0,0,4.04,0,45,buggy
0,0,0,0,0,1,0,0,0.175244,0,385,0,10,0,2,0,0,0.001409,5.06,0.000996,79,clean
0,0,0,0,0,0,0,0,0.097153,0,1,0,3,0,2,0,2,0,1.01,0,31,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,91,0,5,0,3,0,2.02,0,73,clean
1,0.015401,0,0,0,4,0,0,0.129385,0,0,0,45,0,4,0,0,0,1.02,0,16,clean
0,0,0.000847,0,0,2,0,0,0.085172,0,396,0,10,1.04,2,0,0,0,8.1,0,102,clean
0,0,0,0,0,0,0,0,0.050948,0,0,0,0,0,0,0,0,0,0,0,8,clean
0,0.002047,0.01145,0.000583,0,1,0,0,8.26101,1.03,386,0.000798,45,3.35,6,0,1,0.001409,8.1,0,95,clean
0,0.001072,0,0,0,1,0,0,0.191479,0,35,0,1,0,2,0,1,0.001409,3.05,0,47,clean
1,0.002572,0,0,0.024883,312,0,1,8.43364,0,0,0,1,0,313,1,1,0,0,0,0,buggy
2,0,0,0,0,0,0,0,0.114995,0,0,0,136,0,12,1,12,0,1.01,0,32,clean
3,0.001277,0.003014,0.000699,0.000882,1,0,2,8.5323,0,3,0,45,3.25,3,3,1,0,2.04,0.027823,17,buggy
0,0,0,0,0,0,0,0,8.1394,0,95,0,91,0,5,0,3,0,3.05,0,73,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,120,0,7,0,4,0,2.02,0,73,clean
4,0.009051,0.003915,0.00828,0.000741,24,0,1,1.31291,0,0,0,1431,17.83,27,9,2,0,1.01,0.019018,9,buggy
0,0,0.004758,0,0,0,0,0,8.31741,0,0,0,78,5.98,1,0,1,0,1.01,0.000893,8,clean
0,0,0,0,0,0,0,0,8.15536,0,61,0,3,0,7,1,0,0,9.1,0.001465,45,clean
0,0,0,0,0,0,0,0,0.097153,0,2,0,0,0,0,0,0,0,3.08,0,33,clean
3,0.044497,0.029559,0.003616,0.000632,10,0,2,8.95618,0,140,0,703,12.55,27,1,11,0,1.01,0.020405,8,buggy
1,0.002293,0,0.00077,0.000939,0,0,1,0.192409,0,152,0,15,1.05,3,0,3,0,1.01,0.000889,41,clean
0,0,0,0,0,1,0,0,0.175244,0,385,0,10,0,1,0,0,0.001409,5.06,0.000996,79,clean
2,0.018648,0.000757,0,0,0,0,0,8.08011,0,0,0,91,1.85,15,0,3,0,1.01,0.001121,8,clean
0,0.00301,0,0,0,0,0,0,8.1394,0,95,0,55,0,3,0,2,0,2.02,0,73,clean
2,0,0,0,0.000695,7,0,1,0.338602,0,416,0,820,3.17,7,0,0,0.001409,1.01,0,8,clean
20,0,0.007708,0.000699,0,1,4,0,8.42492,1.01,0,0.002375,1378,12.75,5,1,3,0,1.01,0.000893,8,clean
0,0,0,0,0,0,4,0,0.15305,0,38,0,210,0,5,0,0,0,1.03,0,118,clean
0,0.010167,0,0,0,2,0,0,0.33798,0,380,0,15,0,2,0,0,0.001409,2.02,0.005205,38,clean
22,0.016872,0.013453,0.000668,0.013294,17,1,5,9.18277,0,249,0,1891,19.86,22,3,1,0.001409,1.01,0.042296,8,buggy
2,0.016615,0,0,0.01202,36,0,0,8.20478,0,0,0,10,0,39,1,3,0,1.01,0,8,clean
3,0.003813,0.001174,0,0.001311,6,0,0,0.195627,0,0,0,105,3.04,16,0,2,0,1.08,0.003535,8,clean
5,0,0,0,0,0,0,0,0.22261,0,5,0,21,0,0,0,0,0,2.02,0,19,clean
0,0,0.002103,0.0018,0.001136,10,0,1,0.262712,0,143,0,78,2.33,16,0,6,0,2.02,0,40,clean
0,0,0.004148,0,0,0,3,0,8.06385,0,0,0,15,1.05,0,0,0,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,0,0,52,0,3,0,1,1,1,0,0,0,138,clean
0,0,0,0,0,0,0,0,0.097153,0,384,0,3,0,0,0,0,0.001409,2.02,0,31,clean
24,0,0,0.002316,0,5,0,0,8.29096,0,131,0,351,2.51,45,0,40,0,1.01,0.001096,8,clean
0,0.001559,0.00667,0,0,0,1,1,8.36355,0,69,0,378,6.72,1,2,0,0,13.37,0.016688,227,clean
0,0,0,0.003402,0,1,1,1,0.341978,0,61,0,36,3.27,9,0,3,0,10.15,0.004372,49,buggy
1,0.000582,0,0.000622,0.000774,2,1,0,0.288096,0,0,0,6,1.03,3,0,1,0,1.01,0.002653,8,buggy
0,0,0,0,0,0,0,0,0.084023,0,20,0,28,0,0,1,0,0,2.08,0,84,clean
2,0,0,0,0,0,0,0,8.22786,0,67,0,78,0,0,0,0,0,8.22,0.00565,194,clean
5,0,0.007708,0,0.005606,17,0,0,8.64791,0,2,0,630,6.95,17,1,0,0,6.08,0.026721,41,clean
0,0,0,0,0,1,0,1,0.124448,0,143,0,6,0,1,0,0,0,2.02,0,40,clean
0,0.006842,0,0,0,0,1,0,8.10783,0,388,0,3,0,0,0,0,0.001409,7.09,0,78,clean
0,0.005211,0,0,0,0,0,0,8.10896,0,95,0,171,1.18,10,0,6,0,3.05,0,73,clean
3,0.019218,0,0,0.002746,7,0,0,8.30879,0,52,0,300,1.69,7,2,0,0,9.18,0.006911,129,buggy
0,0.002396,0,0,0,0,0,0,8.1394,0,95,0,190,0,9,0,5,0,3.05,0,73,clean
0,0.011505,0.00089,0,0,2,4,0,8.60286,0,384,0,28,1.07,2,1,0,0.001409,8.09,0.003966,87,clean
0,0,0,0,0,3,1,0,8.50068,0,384,0,15,0,3,0,0,0.001409,5.06,0.020033,69,clean
2,0,0,0,0,2,0,1,8.15305,0,12,0,15,0,2,2,0,0,1.01,0.001096,11,clean
1,0,0,0,0,0,0,0,8.16421,0,28,0,28,1.08,1,0,0,0,4.1,0.001683,91,clean
0,0.005627,0,0,0,2,0,0,0.031629,0,0,0,6,0,2,0,0,0,0,0,8,clean
0,0.005179,0,0,0.002341,2,0,0,0.276308,0,0,0,10,0,3,0,1,0,1.01,0,8,clean
0,0,0.001855,0,0.001588,0,1,0,0.103102,1.01,0,0,3,2.59,6,0,0,0,2.08,0.000996,8,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,91,0,5,0,3,0,2.02,0,73,clean
0,0,0,0,0,0,0,0,8.47539,0,69,0,78,1.12,1,2,0,0,4.04,0.004066,37,buggy
1,0,0,0,0.003973,4,2,2,8.48499,0,380,0,55,1.1,4,1,0,0.001409,2.02,0.003146,38,buggy
1,0.002293,0,0.00077,0.000939,0,0,0,0.160922,0,152,0,66,1.11,1,0,1,0,1.01,0.000889,41,clean
0,0,0,0,0,0,6,0,0.198091,4.06,0,0.001667,10,0,1,0,1,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,0.032994,0,11,0,3,0,2,0,2,0,2.02,0,64,clean
