@relation 'data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.194WCHU_numberOfLinesOfCode-0.192WCHU_wmc-0.192WCHU_rfc-0.186WCHU_lcom-0.185WCHU_numberOfMethods... numeric
@attribute -0.361WCHU_numberOfPublicAttributes-0.348ck_oo_numberOfPublicAttributes-0.347ck_oo_numberOfAttributes-0.336LDHH_numberOfPublicAttributes-0.319WCHU_numberOfAttributes... numeric
@attribute -0.371WCHU_fanIn-0.363LDHH_fanIn-0.34ck_oo_fanIn-0.27WCHU_cbo-0.247LDHH_cbo... numeric
@attribute '0.403ck_oo_numberOfMethodsInherited+0.384LDHH_numberOfMethodsInherited+0.376WCHU_numberOfMethodsInherited+0.339ck_oo_dit+0.32 ck_oo_numberOfAttributesInherited...' numeric
@attribute 0.317ck_oo_numberOfMethods+0.313ck_oo_lcom+0.275ck_oo_numberOfPublicMethods+0.253ck_oo_numberOfLinesOfCode+0.252ck_oo_wmc... numeric
@attribute '0.486WCHU_noc+0.476LDHH_noc+0.46 ck_oo_noc-0.19numberOfHighPriorityBugsFoundUntil:-0.16numberOfCriticalBugsFoundUntil:...' numeric
@attribute 0.433LDHH_numberOfAttributesInherited+0.387WCHU_numberOfAttributesInherited+0.268LDHH_numberOfPrivateAttributes+0.236ck_oo_numberOfAttributesInherited-0.234WCHU_dit... numeric
@attribute 0.297WCHU_numberOfAttributesInherited+0.295LDHH_numberOfAttributesInherited+0.262numberOfCriticalBugsFoundUntil:-0.257LDHH_numberOfPublicMethods-0.257LDHH_numberOfPrivateAttributes... numeric
@attribute -0.277numberOfHighPriorityBugsFoundUntil:-0.269WCHU_dit+0.229ck_oo_dit+0.222LDHH_numberOfMethodsInherited-0.211WCHU_numberOfPrivateAttributes... numeric
@attribute 0.506LDHH_dit+0.498WCHU_dit-0.247numberOfHighPriorityBugsFoundUntil:-0.231numberOfCriticalBugsFoundUntil:+0.208ck_oo_fanIn... numeric
@attribute 0.305numberOfCriticalBugsFoundUntil:-0.281WCHU_numberOfAttributesInherited-0.272LDHH_numberOfAttributesInherited+0.268ck_oo_numberOfAttributesInherited+0.254LDHH_dit... numeric
@attribute -0.5LDHH_numberOfPrivateAttributes-0.322ck_oo_numberOfPrivateAttributes-0.32WCHU_numberOfPrivateAttributes+0.239LDHH_numberOfPublicMethods+0.236WCHU_numberOfPublicMethods... numeric
@attribute -0.346ck_oo_numberOfAttributesInherited-0.342WCHU_numberOfPrivateMethods-0.336LDHH_numberOfPrivateMethods-0.281ck_oo_numberOfMethodsInherited+0.255CvsLogEntropy... numeric
@attribute 0.317ck_oo_numberOfAttributesInherited+0.303ck_oo_numberOfPublicMethods+0.292WCHU_fanOut-0.26LDHH_lcom-0.251LDHH_numberOfMethods... numeric
@attribute -0.523LDHH_fanOut+0.399CvsLogEntropy-0.262WCHU_fanOut-0.226LDHH_cbo+0.205ck_oo_numberOfPrivateAttributes... numeric
@attribute -0.381ck_oo_numberOfPublicMethods+0.356ck_oo_fanOut+0.331LDHH_numberOfPublicMethods-0.316ck_oo_lcom-0.288LDHH_numberOfPrivateMethods... numeric
@attribute '-0.447ck_oo_dit+0.314ck_oo_numberOfPrivateMethods-0.289ck_oo_cbo-0.231ck_oo_fanIn+0.21 LDHH_cbo...' numeric
@attribute 0.443ck_oo_numberOfPrivateAttributes-0.353CvsLogEntropy-0.297ck_oo_dit-0.292LDHH_numberOfPublicAttributes-0.24LDHH_numberOfAttributes... numeric
@attribute -0.535ck_oo_dit-0.356ck_oo_numberOfPrivateAttributes+0.262ck_oo_cbo+0.244ck_oo_fanIn+0.221ck_oo_numberOfAttributesInherited... numeric
@attribute 0.549numberOfHighPriorityBugsFoundUntil:-0.449numberOfCriticalBugsFoundUntil:-0.328ck_oo_numberOfPrivateAttributes-0.22numberOfMajorBugsFoundUntil:-0.186WCHU_numberOfPublicMethods... numeric
@attribute -0.401numberOfHighPriorityBugsFoundUntil:-0.28CvsEntropy-0.244LDHH_lcom-0.241ck_oo_fanOut-0.223ck_oo_numberOfPrivateAttributes... numeric
@attribute '0.35 CvsEntropy+0.266CvsLinEntropy+0.253CvsExpEntropy+0.24 LDHH_numberOfPublicMethods-0.237CvsLogEntropy...' numeric
@attribute -0.489ck_oo_noc+0.342LDHH_noc-0.253LDHH_fanOut-0.237ck_oo_fanIn-0.232CvsWEntropy... numeric
@attribute -0.471LDHH_numberOfPrivateMethods+0.308ck_oo_lcom-0.294CvsLogEntropy-0.27ck_oo_numberOfPublicMethods+0.219WCHU_lcom... numeric
@attribute -0.475ck_oo_noc+0.356LDHH_noc-0.281numberOfCriticalBugsFoundUntil:+0.253numberOfMajorBugsFoundUntil:-0.235LDHH_numberOfPublicAttributes... numeric
@attribute class {buggy,clean}

@data
2.285342,-0.32948,-0.304355,-0.903752,0.026134,-0.228841,-0.07781,-0.634347,-0.650983,-0.118848,-0.05747,0.921501,0.050124,-0.112601,-0.068481,-0.032598,0.059614,-0.414224,0.446042,-0.013585,-0.01932,-0.222675,0.263385,-0.006144,-0.131481,buggy
-4.189819,1.109073,-4.764922,-1.820069,1.025498,-2.303522,-0.829609,-0.53144,1.705035,2.165345,-0.747086,1.13769,-1.492258,-0.894216,0.281018,0.508352,2.067024,-0.445276,-1.093514,0.625741,0.931843,1.246198,0.555924,-0.366031,-1.241669,clean
-8.309816,2.515837,-6.77208,-0.260589,-1.471886,-2.041986,-1.67576,-2.855601,0.660209,-0.192518,-1.812324,4.1872,0.645164,0.723564,-0.152042,1.764796,1.057156,-0.663323,-0.783433,-1.1756,0.369926,0.096469,0.420865,0.137759,-0.560654,buggy
3.578119,-0.234512,-0.085888,-1.077053,-0.202083,-0.181128,0.065086,-0.221577,-0.546565,-0.009197,0.133867,0.399281,-0.199825,-0.165568,-0.131021,-0.338012,0.146508,-0.139416,0.313034,0.218336,0.284905,-0.066976,-0.033299,-0.03255,0.057883,clean
2.405239,0.301141,0.659145,1.35738,1.187909,-0.471164,-0.439647,0.296784,0.902423,-0.59669,0.512978,-0.139148,-0.505434,-0.346637,-0.105727,0.537771,-0.990072,-0.500665,-0.043266,-0.043486,-0.175674,-0.056119,0.223142,-0.145109,0.024498,clean
-9.443485,2.375451,-4.84315,-1.360287,1.407472,-2.114233,0.338447,-2.676862,2.030447,1.526074,0.341645,3.25816,1.136125,-1.654669,-0.561356,2.449317,2.034513,-0.531398,-1.565431,-0.274433,0.153339,0.83155,0.769475,-0.645432,-1.360168,buggy
2.684881,-0.140859,-0.730045,-0.777809,-0.08929,-0.414366,-0.127676,-0.192792,0.066942,0.108484,-0.178267,0.027663,0.306865,0.268928,0.428771,-0.455067,0.66769,0.252658,0.093491,0.149618,-0.060562,0.412404,0.2157,0.020169,-0.077646,clean
-0.833216,1.104091,-0.219645,2.357562,0.701199,-0.079844,-0.582902,0.222833,1.325521,-0.40699,-1.552161,-0.489777,1.011996,-1.285871,-0.153622,-0.502626,1.555729,0.822353,0.565712,-0.032483,0.278614,-0.14728,-0.51494,-0.928595,-0.899129,buggy
-1.149983,-0.896383,-0.150575,-0.284604,-0.921028,0.112037,1.216,1.274236,0.112418,0.152129,-0.787997,1.507617,1.796073,0.610431,1.038507,0.097699,-0.043235,-0.19196,0.047484,0.279655,-0.612326,2.206837,-0.463357,-0.008899,-0.50715,buggy
-0.247068,-0.283893,0.971295,-1.523008,0.284607,-0.021994,-0.182963,0.065761,-0.899724,0.043455,-0.103872,0.146906,-0.825016,-0.284252,0.669759,-0.415014,-0.620036,0.427052,0.871792,-0.171936,-0.119712,0.103903,0.589564,-0.445398,0.309447,clean
-26.848233,1.480852,9.671919,-6.005358,10.071458,0.628829,4.600161,-2.23085,-0.563201,3.00335,5.215534,0.323883,-0.035623,-4.624499,-0.820956,-2.836042,4.128468,-0.539599,-1.95954,-1.483752,0.426921,3.317426,-2.502105,1.726571,2.994311,buggy
-0.691573,0.938546,-2.001275,1.939648,0.976416,2.045433,-0.385314,-1.259392,0.248437,-1.577688,-0.206267,0.95451,1.779869,-0.494291,-0.210498,-0.435746,0.118852,0.127552,0.335378,-0.404818,-0.356224,0.461717,-1.767847,-0.720281,-1.110753,clean
0.375622,0.529523,0.68387,3.241877,-1.997435,0.668169,-1.564894,-0.69715,-1.214743,3.277463,1.30453,0.392137,0.710757,-0.833442,-0.420562,0.14691,-0.787922,-0.284155,-0.719938,-0.085724,-0.160213,-0.353986,0.122998,0.049566,-0.015093,clean
4.001473,-0.146124,-0.174916,-1.036379,-0.503481,-0.155788,-0.159401,-0.161511,-0.673971,-0.031689,-0.104174,0.322283,-0.70172,-0.412454,-0.271044,-0.043511,0.235786,-0.100441,0.253329,0.136227,0.51837,-0.464751,-0.024319,-0.093217,0.128049,clean
1.129017,0.286473,0.264534,1.052083,0.217398,-0.433789,-0.266156,0.278623,0.166959,-0.840933,-0.118108,-0.003446,0.523291,0.027035,-0.214682,-0.087679,-0.185507,0.189821,0.32651,-0.641984,-0.023789,-0.079146,0.134283,-0.045686,0.368568,clean
1.211535,-0.699437,0.430366,-1.493849,-1.398924,0.398435,1.142933,-0.498126,0.054823,0.059382,0.765762,0.029909,0.047037,-0.212127,0.26935,0.224227,-0.662601,0.388472,0.150653,0.918508,0.953443,-0.325567,0.241688,0.332579,-0.283059,buggy
-19.777111,-2.005626,2.40284,-3.509394,-1.5317,-0.66085,-1.176044,1.581027,-4.333785,-2.596532,0.48603,-4.427738,-2.014862,1.971143,2.773911,0.282571,-1.941944,1.898923,1.499222,-0.879374,1.390692,1.607073,0.654257,1.997848,0.79197,buggy
2.483707,0.309934,0.432094,-0.083958,1.128475,-0.486176,-0.096823,-0.177356,-0.022903,-0.276386,0.298469,-0.178267,-0.196595,0.31017,-0.521939,-0.367108,-0.023512,-0.30273,-0.287685,-0.121457,-0.119641,-0.200593,0.017075,-0.160368,-0.061433,buggy
0.366009,0.692935,0.127032,-0.152626,2.317105,0.204481,0.096123,-0.517021,-0.073145,-0.212745,0.512746,0.279792,0.45541,0.197835,-0.432142,-1.363186,-0.83467,-0.087891,0.002512,0.206166,-0.533077,-0.2807,-0.793014,0.397241,-0.83616,clean
-5.371413,-0.418757,0.532203,2.008942,-3.27275,1.182474,8.357641,-4.452889,-1.104564,-1.494835,1.41548,-2.314004,1.265962,-2.931574,-1.967274,2.304063,-1.053062,-1.289825,0.739668,1.343531,-0.516268,1.983586,1.269999,-0.41937,-1.138834,clean
-0.008576,0.791041,1.192492,4.970771,-1.202497,1.011522,-3.036583,-1.440031,-0.817671,3.495077,1.911597,-0.219787,1.897703,-0.778001,-0.167354,-0.554884,-0.313091,0.308988,0.132667,0.325401,-0.047462,0.013695,0.357668,-0.383708,-0.075869,clean
3.720882,-0.238449,-0.12859,-1.11148,-0.489175,-0.127395,0.032302,-0.140632,-0.478698,0.032596,0.040322,0.343271,-0.310309,-0.263704,-0.066777,-0.157631,0.186873,-0.14516,0.294334,0.124855,0.267375,-0.129802,-0.069041,0.047537,0.108558,clean
1.818776,-0.794296,-0.280618,-1.012343,-1.18066,0.100559,0.537945,-0.907168,-0.660865,-0.341463,-0.328609,-0.391501,0.045902,0.540523,0.045882,0.793342,-0.05357,-0.297581,0.301283,0.110664,0.35835,0.629582,-0.294962,0.079354,0.411322,clean
3.067815,-0.053644,0.047846,0.506359,0.072549,-0.108812,0.161675,0.344484,0.135793,-0.32063,-0.128049,-0.031233,-0.070222,-0.125484,0.266974,-0.238154,-0.216505,-0.172034,0.077241,-0.060607,-0.134451,0.14079,-0.184609,0.102108,-0.060459,clean
0.576389,0.427618,-0.363229,-0.437381,1.005392,-0.239289,0.63788,-1.699396,-0.905411,-0.502611,0.205915,-0.052036,0.503747,0.792714,-0.120932,-0.783225,0.121232,0.375431,0.130411,0.090772,0.060058,-0.105857,-0.125512,-0.463149,-0.472931,clean
-1.852626,0.068575,-1.599644,0.133171,0.673345,-0.800003,-1.183893,0.95087,-1.918808,-2.295738,1.088777,-1.278669,1.43695,0.193964,-0.176615,-0.087949,-0.94929,-0.64016,1.620584,2.687968,-1.754873,-0.505468,-1.960276,-0.099089,1.054219,clean
3.328409,-0.222807,0.002633,-1.180144,-0.252365,-0.187493,0.073136,-0.088463,-0.438068,0.092149,0.090673,0.287609,-0.157734,-0.166759,-0.090942,0.041681,-0.016723,0.067171,0.254272,0.14824,0.235754,-0.241617,0.068164,-0.163648,0.048849,clean
3.91682,0.010193,-0.135764,-0.603787,-0.230192,-0.236981,-0.252137,-0.115483,-0.330786,-0.162101,-0.029111,0.112888,-0.930473,-0.582937,-0.211226,0.047817,-0.421886,-0.50978,-0.295056,-0.073253,0.383677,-0.453876,-0.033066,0.005385,0.164393,clean
3.453154,0.256274,0.207407,-0.162743,0.771444,-0.430426,-0.156783,-0.343924,-0.393258,-0.437747,0.280988,-0.134739,-0.885139,-0.209691,-0.196223,-0.280015,-0.722744,-0.411493,-0.80214,-0.22962,0.113778,-0.474848,0.113836,-0.238598,-0.022427,clean
-3.956717,-0.130847,1.645627,0.154343,-0.722852,0.745331,0.927598,-1.153644,-0.270651,-0.420478,-1.304069,-0.589548,-0.536048,-0.532775,1.553983,0.323286,-0.081297,0.221095,-0.245978,-1.059494,-1.083367,0.53677,-0.183308,-0.246621,0.382185,clean
3.834508,0.058958,-0.07217,-0.556947,-0.035896,-0.264112,-0.237643,-0.193658,-0.410445,-0.243902,0.039816,0.160914,-0.833383,-0.451048,-0.28116,-0.131828,-0.45432,-0.530183,-0.28735,-0.001529,0.35889,-0.401796,0.038717,-0.08328,0.087459,clean
1.673814,0.257071,0.89149,-0.362223,0.944515,-0.198725,-0.580284,0.324665,0.293769,0.073321,-0.342088,-0.265888,0.206273,-0.25812,0.007139,-0.035012,0.415196,-0.165329,0.425035,-0.052873,-0.09632,0.092495,0.149105,-0.321996,-0.071366,clean
1.077605,-0.366047,0.300768,1.56688,-1.466989,0.062395,-1.618222,1.010045,0.067273,1.703206,-0.117607,-0.914089,1.405284,0.226852,-0.280436,-0.537642,-0.095546,-0.220335,-0.117399,-0.432308,-0.217743,0.870851,-0.390726,0.896507,0.762512,buggy
2.011246,0.3834,-0.184486,-0.067991,1.128174,-0.740484,-0.179664,-0.119817,0.337639,-0.087745,0.152793,-0.154998,0.038127,0.522402,-0.262998,-0.14173,-0.395994,-0.12346,-0.180608,-0.077908,-0.407255,-0.104145,0.387602,-0.328448,-0.127738,clean
3.272191,-0.271254,-0.064946,-1.148393,-0.14542,0.025631,0.238598,-0.195432,-0.589198,-0.008466,0.156112,0.146956,-0.073143,0.120717,0.124846,-0.328831,0.102139,0.350522,0.029835,0.06331,0.120011,-0.145846,-0.21366,-0.174017,-0.146031,clean
1.560239,-0.081221,0.19992,-1.0955,-0.197536,-0.319801,-0.265898,0.629945,0.784349,0.4894,-0.27453,-0.005895,0.403613,0.099606,-0.964399,1.065886,-0.433649,0.086125,0.682816,-0.05816,-0.33078,-0.631583,0.242822,-0.243886,0.183312,clean
3.555207,-0.415854,-0.092536,-1.172357,-0.579016,-0.088404,0.091977,-0.019736,-0.30584,0.111152,0.084845,0.341184,-0.161785,-0.267357,0.068509,-0.024064,0.197859,-0.122912,0.276781,0.114272,0.16444,0.05786,-0.108865,0.179083,0.166313,clean
2.095948,-0.045189,0.459847,-1.406597,1.065845,-0.089602,-0.359662,0.804872,-0.160888,0.538836,-0.18394,0.13758,0.241631,-0.354353,-0.409292,1.433186,-0.586142,-0.147303,0.817302,0.014323,-0.406688,-0.385289,0.010459,-0.275741,-0.420933,clean
2.704441,-0.478299,-0.234391,-0.573889,-0.568896,-0.14875,0.428889,-0.369081,-0.017869,-0.183668,0.289877,-0.482509,-0.636222,0.052623,0.343473,0.194463,-0.333383,-0.393219,-0.444854,0.314533,0.402432,0.326448,0.188855,0.336342,-0.041411,clean
3.011867,-0.034713,0.312029,-0.771794,0.326304,-0.200918,0.166216,-0.288981,-0.515652,-0.046056,0.151184,-0.02168,0.063653,0.046455,0.215921,-0.354755,0.55025,0.465981,0.12762,-0.00278,0.226222,-0.214032,-0.020421,-0.192739,-0.043181,clean
-6.061559,1.833956,0.595094,3.470965,3.682134,-0.371766,-0.005405,-2.511599,0.423084,-2.414636,-0.272053,-0.00327,2.110745,2.64654,-1.275944,-1.687559,-2.461403,-1.105617,-0.331752,0.232011,-0.821414,0.687123,0.272148,-0.178228,-0.407697,clean
0.429198,0.105965,0.06698,-0.757948,1.231688,-0.583889,0.145516,-0.870076,-0.662944,-0.046111,-0.511748,-0.409438,0.756409,0.999843,0.450431,0.301575,-0.34069,1.034488,0.132877,-0.652275,-0.755028,-0.437017,0.172929,-0.609515,0.089193,clean
2.756235,-0.384041,-0.057609,-1.252689,-0.709303,-0.117311,0.013446,0.132316,-0.049766,0.170498,-0.077292,0.211298,-0.055439,0.289317,-0.291016,0.081267,0.069125,0.106828,0.120372,0.108998,0.099113,-0.10378,-0.071102,0.020349,0.226557,clean
3.268052,0.338612,-0.778872,2.225424,0.063244,0.880556,0.216477,0.854084,0.601258,-0.66675,-0.192036,-0.46441,-0.599082,-0.839002,0.172647,-0.061438,0.912925,0.281757,0.023169,0.012801,0.591704,-0.29073,0.337685,-0.046121,0.367233,clean
1.558721,-0.609253,-0.294693,-0.96028,-0.481883,0.0585,0.394303,0.080846,0.598717,0.194776,0.238892,0.111713,0.982859,0.760124,0.492116,-0.311127,-0.061987,0.539749,0.228531,0.367758,-0.183221,0.542693,-0.088567,0.059969,-0.237961,clean
0.976559,0.18957,-0.928921,1.734109,-0.377804,-0.556193,0.297378,0.470344,-0.491078,-1.312939,-0.432925,-1.353758,0.227361,-1.006336,0.68357,0.533314,-0.396349,-0.449156,-0.086398,1.490148,-0.897516,-0.397938,-0.71138,-0.229183,0.111967,clean
0.854345,0.04822,0.066622,0.157613,1.83531,0.38924,1.018502,-0.323399,-0.637033,-0.236174,0.929317,-0.199188,-0.585493,1.142609,0.292367,-0.086528,-1.285237,-0.068626,0.929115,0.470036,-0.317688,0.308767,-0.871977,0.34692,-0.757601,clean
3.552182,-0.197214,0.035816,-0.002967,-0.446738,-0.118884,-0.046107,0.097406,0.171002,-0.268106,0.23801,0.145575,-0.631549,-0.217178,0.247202,0.07801,-0.039273,-0.290108,-0.065052,-0.023801,0.128845,0.058515,-0.104407,0.289139,0.21263,clean
1.689512,-0.857981,-0.004968,-1.294833,-0.827545,0.104128,0.146895,-0.29866,-0.523072,0.079969,-0.320749,-0.052114,-0.773523,0.029338,0.885486,-0.191885,0.02888,0.492842,0.071309,0.326693,0.205868,0.400555,-0.010018,-0.11483,0.151372,clean
-4.579947,0.240261,1.902824,-0.226111,2.311264,-1.12465,-0.360194,1.06036,-1.134825,-0.704034,-0.752461,-3.009376,0.602085,1.095873,0.010591,0.647193,-0.158666,0.446874,-0.375496,1.239626,-0.666621,-0.669657,-0.078336,-0.149125,0.669816,clean
3.114439,-0.09845,0.109496,-0.603391,0.24141,-0.229391,0.015873,-0.270485,-0.34725,-0.185677,0.134631,0.266222,0.293437,0.162616,-0.037669,-0.527225,0.149648,0.061874,0.562267,0.19291,-0.066202,0.070205,0.12147,-0.212017,-0.014559,clean
3.505326,-0.145234,0.027706,-1.054268,-0.060105,-0.228422,0.10802,-0.179047,-0.534087,0.059734,0.117319,0.170396,-0.307233,-0.149435,-0.003721,-0.093515,0.266152,0.050896,0.182766,-0.048652,0.141593,-0.238727,-0.039872,-0.049076,0.094705,clean
3.781716,0.124754,-0.520603,-0.629034,-0.211382,-0.39419,-0.266995,-0.162318,-0.183976,-0.059588,-0.028883,0.057547,-0.969362,-0.575165,-0.252,0.015721,-0.203451,-0.54017,-0.464309,-0.01346,0.455828,-0.382816,0.098438,0.019112,0.039597,clean
2.238869,0.600533,-1.987661,1.186492,0.345276,1.847966,-0.439165,0.768054,1.339925,-0.481543,-0.047738,-1.094213,-0.867185,0.138792,-1.356917,-0.239721,0.703311,-0.694176,-1.281218,-0.61117,0.003965,-0.279075,0.644726,0.36476,1.586303,clean
2.756875,0.39802,-0.301521,0.560063,-0.630917,-0.376248,-0.247607,0.242074,0.561901,-0.200285,-0.870681,-0.55177,-0.516346,0.189189,-1.754294,-0.627923,0.743626,-0.607824,-0.283145,-0.284762,0.175527,-0.585394,-0.552545,0.186894,0.432422,clean
-5.320757,2.628808,-6.623855,0.548746,4.712583,-3.264103,0.033734,-2.675952,1.232932,0.473263,0.792599,1.077182,1.439764,0.986678,-0.21585,-1.803741,-1.050471,0.108049,-1.085751,-0.23509,-0.197273,1.10217,0.211515,-0.758635,-0.929169,clean
1.195635,-1.350888,-0.45382,-0.852503,-0.241672,-0.024901,0.660504,-1.652311,-0.826409,0.241486,-0.506709,-1.516112,-1.535417,-0.609629,0.340674,0.012601,0.626051,0.117131,0.421737,0.282626,0.948227,-0.977962,0.774238,-0.607129,-0.566009,clean
-0.33063,-0.548986,0.039075,-1.279877,-1.516682,0.21709,-0.037968,0.036991,0.417423,0.146096,-0.753299,-0.356865,-0.591111,1.003315,0.554331,0.381006,-0.621822,0.154323,-0.197668,0.477397,0.251939,0.021499,0.598478,0.203523,0.028409,clean
2.76727,-0.150914,0.251623,-0.739479,0.415578,-0.242441,0.211638,-0.461749,-0.557332,-0.181766,0.113611,-0.124645,0.311995,0.397879,0.27225,-0.593224,0.210119,0.84003,-0.02658,-0.059905,-0.07728,-0.206979,0.089249,-0.481604,-0.069071,clean
3.216538,-0.351847,-0.170819,-0.843314,-0.475569,-0.145444,-0.199327,0.025791,-0.148424,0.024059,-0.167546,0.125143,-0.106129,-0.292966,0.112487,-0.001066,0.49745,0.196952,0.192725,0.14427,0.25882,0.000737,0.008052,0.077225,0.137468,clean
1.533583,0.385298,0.774962,1.512951,1.491604,-0.721235,0.822516,0.173828,0.040069,-0.40787,1.596068,1.008517,-1.372382,1.523257,0.381507,0.414586,-0.470253,0.240396,0.505501,0.090789,-0.465067,-0.208071,0.335187,0.272006,0.107892,clean
3.593351,-0.442059,-0.228236,-1.136351,-0.718987,-0.262326,-0.133272,0.25892,-0.633945,-0.203664,0.360111,0.2184,-0.315355,-0.3982,-0.188146,-0.242948,0.064948,0.018239,0.459334,-0.159464,0.555306,0.032738,0.021205,0.247383,0.5137,clean
0.654392,-0.19341,0.404028,-1.28903,-1.540864,0.644554,1.310834,-0.741386,0.828404,0.303804,1.294776,1.275227,-0.035475,-1.619061,0.313809,-0.109448,-0.556695,0.85954,-0.537233,0.420464,-0.572633,-1.165199,0.325997,1.137022,-0.023319,clean
3.517906,0.143734,-0.108672,-0.656849,-0.426318,-0.214681,-0.349634,-0.038571,-0.221107,-0.160573,-0.159271,0.123147,-0.98747,-0.271244,-0.504872,0.005283,-0.338104,-0.546567,-0.41008,-0.041721,0.455875,-0.622344,0.034094,0.041675,0.101149,clean
-18.873162,1.70057,6.017525,-0.01111,4.464037,0.60416,-1.43493,0.640583,1.168555,0.550949,-2.19209,0.030738,-1.29394,-0.119651,0.145356,-0.258366,0.036436,-1.024023,0.243334,-0.526996,-0.668877,1.441549,-0.05651,0.809798,0.834102,clean
-4.1604,1.122948,1.641582,0.067052,-0.068715,0.016212,-2.112741,0.696631,-0.261776,3.152433,-2.037021,-1.542377,-0.899433,1.395264,-1.893477,-0.269985,1.384828,-0.903349,-0.615118,-1.236313,-0.966768,-0.786748,-0.652173,0.573957,0.465794,buggy
-3.287768,0.870703,1.344717,2.648583,-0.38088,0.936476,-1.435451,-1.088347,1.782195,-1.41897,-1.055351,0.981432,1.291798,-1.44155,-0.553186,-0.480779,1.254964,0.657449,1.439714,0.042596,-0.151428,-0.444862,-0.058332,-0.458626,0.202206,clean
-0.309149,-0.71946,1.243493,-1.809858,1.620434,-0.350425,0.140408,1.244258,-0.14129,0.450429,0.817158,0.153701,1.220643,0.212077,0.679673,0.6038,-0.351615,0.607782,0.199742,0.014624,-0.015242,1.131251,-0.451773,0.263434,-0.31743,buggy
-9.102668,2.961353,2.077029,2.494726,4.104586,-0.218113,-0.246858,-4.38807,-3.540968,-2.573057,-2.485629,0.632007,0.341917,2.082787,-0.266667,-1.76999,-0.198765,-1.433079,0.743805,-0.53055,1.150486,-0.864863,-0.109508,-0.47432,-0.366732,clean
1.457376,-0.196501,0.704381,-1.349081,0.606682,-0.166089,0.501159,-0.354099,-0.601471,0.096508,0.263799,-0.378735,0.144731,0.248558,-0.011891,0.456861,-0.473857,0.204274,0.394588,0.667736,0.658223,-0.326406,0.531642,-0.278162,-0.409174,clean
3.738433,-0.306808,-0.042549,-0.574758,-0.574878,-0.084456,-0.039751,-0.019751,-0.083274,-0.221265,0.189915,0.174138,-0.633377,-0.316502,0.122254,-0.076721,-0.264074,-0.46584,-0.427767,-0.020938,0.18234,0.071314,-0.083265,0.262736,0.198406,clean
3.652536,-0.337268,-0.394535,-1.128454,-0.522195,0.518034,0.066926,0.189159,-0.41501,0.044719,0.026385,0.269544,-0.235834,-0.159918,0.078507,-0.13323,0.169419,-0.109366,0.362564,0.144021,0.133151,0.036462,-0.726776,0.21042,-0.402662,clean
0.132237,-0.284853,0.792826,-1.398659,0.079439,0.083734,0.220087,-0.334674,-0.675796,-0.089101,-0.234806,0.203552,0.558668,0.708178,0.846246,0.924473,-0.288894,0.668845,-0.025949,0.140585,0.255021,-0.19927,0.516485,-0.217613,-0.36129,buggy
2.566065,0.56693,-3.917873,1.239096,1.066676,5.078538,-0.3888,1.581069,0.625137,-0.508591,-0.184935,-1.012269,0.290712,-0.899577,0.102467,-0.161516,1.671704,0.464164,-0.068003,0.145744,0.55525,0.044801,1.262301,0.053724,0.938159,clean
1.895466,-0.503709,-0.884839,-1.295259,-0.532139,0.051375,0.48223,0.238157,0.550255,0.3974,0.489469,0.405321,0.474174,0.316173,0.460085,-0.200049,-0.174152,0.374348,0.051852,0.499837,0.113761,0.467695,-0.310451,0.137161,-0.477146,clean
-5.794472,1.696468,-11.257331,0.316654,3.252783,5.103523,0.512707,0.173283,-1.610292,-1.148762,0.783675,-2.386783,-0.07319,0.786741,0.604884,0.363844,0.494071,-0.393738,-1.420493,1.2872,0.185081,0.748797,2.659385,0.177862,2.278885,clean
1.279783,0.067189,0.474784,-1.62618,-1.471644,0.473424,0.495099,-0.185883,0.480451,0.553469,0.274845,0.703142,-1.300766,-1.089481,-0.50066,-0.84457,0.371698,-0.098254,0.344774,0.011116,-0.540447,-0.489437,0.085441,-0.526565,0.324865,buggy
2.183066,-0.265234,0.166786,-1.267236,-0.45862,-0.056842,0.126926,-0.191416,-0.470209,0.056414,-0.349554,-0.25909,-0.081527,0.653106,0.25755,0.204808,-0.007665,0.244352,0.137718,0.165734,0.304311,-0.214923,0.193189,-0.001016,-0.053395,clean
3.345762,0.113557,-0.343045,-0.06271,-0.226054,-0.334218,-0.372455,-0.043881,0.164473,-0.215333,-0.164086,-0.11532,-0.773551,-0.056695,-0.182229,-0.065317,0.083476,-0.284429,-0.296249,-0.151991,0.139143,-0.294885,-0.023216,0.089465,0.182404,clean
-1.962367,2.179954,1.461052,13.320169,-1.300255,-0.380674,2.447263,-0.586525,-1.092667,2.056728,5.93496,2.643687,-3.817815,2.592939,0.637108,2.765162,1.346389,0.588341,0.903179,-0.412775,0.030738,-0.155314,-0.173612,0.184492,0.35268,clean
3.328498,-0.171725,-0.048593,-0.710787,-0.060519,-0.185816,-0.03734,-0.238745,-0.303749,-0.084322,-0.012137,0.183133,0.114704,-0.121274,0.012331,-0.377432,0.173623,0.110461,0.497639,0.108813,0.061496,-0.056724,-0.021134,-0.115493,0.095201,clean
