@relation 'jdt-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.42sexp-0.416exp-0.377rexp-0.375nm-0.357nf... numeric
@attribute -0.408sexp-0.408exp+0.392nf+0.371nm-0.367rexp... numeric
@attribute -0.606ndev-0.543lt+0.324la-0.274entropy-0.203fix... numeric
@attribute -0.549entropy+0.538npt+0.364pd+0.349lt+0.278nf... numeric
@attribute 0.734ld+0.563la+0.204fix+0.201ndev+0.164lt... numeric
@attribute -0.762ns-0.532fix+0.225ndev+0.201ld+0.116lt... numeric
@attribute -0.671la+0.574ld-0.319fix+0.309ns-0.076ndev... numeric
@attribute 0.661fix-0.467ns-0.322la-0.304npt+0.263ld... numeric
@attribute 0.713lt-0.499ndev-0.384npt-0.171fix+0.122rexp... numeric
@attribute 0.703entropy+0.561npt-0.311ndev+0.162rexp+0.151pd... numeric
@attribute '-0.705nm+0.62 pd-0.195npt-0.188rexp+0.105ns...' numeric
@attribute bug {1,0}

@data
-0.011626,1.748761,-0.705582,-2.351167,-0.418514,0.882783,0.10251,0.152285,0.130652,0.050633,0.462501,0
-0.279551,2.005024,-1.067195,-2.889749,-0.409883,1.115842,-0.043596,0.420447,0.406057,-0.755285,1.037918,0
-0.443405,1.017495,-0.219024,-1.470903,1.450369,-0.348452,-1.418959,1.128882,-0.257392,-0.116934,0.302832,1
0.891785,0.056672,-0.297089,0.833958,0.158485,-0.707446,-0.28981,0.833664,-0.688174,-0.366678,-0.006651,0
0.884701,0.027893,-0.192289,0.784767,0.335661,-0.7014,-0.459406,0.760752,-0.643193,-0.34984,-0.055295,1
1.369429,0.425144,-0.076179,0.764104,0.281421,-0.662396,-0.417825,0.750286,-0.487099,-0.267807,-0.068601,1
1.050508,0.060805,0.187968,0.750698,0.319898,-0.803958,-0.564552,0.800406,-0.339547,-0.175174,-0.087469,1
1.05895,0.078529,0.110122,0.778296,0.092726,-0.823344,-0.315008,0.925272,-0.382258,-0.150871,-0.107482,1
-1.275963,2.348574,-1.021118,-4.070239,0.739252,-6.08698,2.749733,-3.444979,2.015862,-1.459773,1.511464,0
1.171169,0.095208,0.248855,0.759158,-0.01844,-0.879778,-0.234408,1.00917,-0.239751,-0.054256,-0.168398,0
1.176229,0.119956,0.347885,0.732165,0.12471,-0.871086,-0.408197,0.924622,-0.231406,-0.053866,-0.151269,0
1.785263,0.628587,0.347801,0.726721,-0.110838,-0.811529,-0.141394,0.986443,-0.171224,-0.021595,-0.125697,0
0.347294,1.857799,-1.312652,-0.668959,0.336254,-0.270776,-0.565891,0.881866,-1.155163,0.941573,0.268527,1
1.127705,0.196635,0.282715,0.678328,0.026939,-0.8418,-0.281901,0.923789,-0.660413,-0.216756,-0.04017,0
1.426477,0.44772,0.859534,0.211641,-0.410268,0.372453,0.374449,-0.576785,-0.114298,-0.101927,0.00694,0
-0.299826,1.679175,-0.644489,-2.381116,0.848856,-6.475043,3.123377,-4.370034,0.842655,0.932349,0.729082,0
1.087631,1.297269,0.591262,-1.05011,-0.484599,-0.669154,-0.35909,2.034416,1.020649,-1.755409,0.467981,0
0.45263,0.309795,0.701912,-0.632779,-0.38598,-0.916401,-0.338261,1.922901,0.629433,-1.336337,0.320077,0
0.057918,0.728292,0.714015,-1.447881,-0.529607,-0.794377,-0.457671,2.414767,1.231812,-2.234608,0.619858,1
-4.520469,4.462448,-1.290554,-3.142748,0.945946,-5.979138,2.796544,-3.870536,1.064069,-1.768223,-1.609486,0
0.178813,-0.051789,0.162562,-0.336752,0.111054,-1.022205,-0.488701,1.233999,-0.548573,1.233237,0.137231,0
1.255585,0.847907,0.338768,-0.315497,0.380344,-0.788558,-0.643563,0.956599,-0.435218,1.086622,0.026831,0
0.857078,-0.26731,0.603362,0.645489,-0.062392,-1.045003,-0.236555,1.114506,-0.413941,-0.086986,-0.115127,0
1.691253,0.55624,1.764364,0.192822,2.182188,-0.698749,-2.491224,-0.111935,-0.012046,-0.053903,-0.157555,0
0.915855,-0.276307,0.82634,0.611103,-0.061992,-1.104984,-0.280078,1.146681,-0.281342,0.004826,-0.146377,0
0.445415,0.303986,0.718747,-0.642602,-0.390597,-0.92166,-0.336647,1.925841,0.609993,-1.338796,0.318604,1
-0.387506,0.933269,0.486961,-1.625891,0.351982,-0.765924,-1.189921,1.722586,0.425937,0.039518,0.695162,1
0.96435,-0.228449,0.778938,0.616697,-0.193675,-1.109007,-0.153692,1.198398,-0.334036,-0.004432,-0.141665,1
-6.940925,7.056938,-0.424593,-0.770184,0.923953,-5.892116,2.841817,-4.090938,0.717289,-1.154291,-1.311997,0
-0.975357,1.031196,0.665054,-2.664939,-0.745662,0.385107,0.032591,0.970038,1.159249,-0.00356,1.144387,0
-0.945393,1.178276,0.56442,-3.389816,-0.778769,0.478585,-0.085623,1.228345,1.589029,-0.630439,1.005287,1
0.846882,-0.141884,0.238854,0.687541,0.109834,-0.888862,-0.347423,0.93814,-0.607807,-0.248444,-0.068569,0
0.55413,-0.34483,0.647215,0.296183,-0.396535,0.263674,0.423612,-0.460965,-0.252341,-0.209643,0.043196,0
0.761597,-0.224805,0.212023,0.702955,0.06925,-0.901848,-0.204648,1.024152,-0.628517,-0.244495,-0.072813,0
1.478095,0.355611,1.131058,0.206916,-0.671409,0.226782,0.579514,-0.365839,0.112331,0.066054,-0.04088,1
0.974654,0.905031,1.091728,-1.067433,-0.87537,0.41241,0.399795,0.360824,1.024602,-1.275544,0.421627,1
0.808581,1.610014,0.632818,-1.53733,-0.582678,-0.593665,-0.432116,2.34734,1.388879,-2.318141,0.646218,1
0.102918,0.6164,0.331246,-0.63483,-0.270953,-0.716635,-0.417416,1.836906,0.273731,-1.732082,0.506714,0
0.94106,-0.057006,0.099593,0.755477,0.047956,-0.855434,-0.255841,0.963516,-0.508067,-0.226885,-0.067109,0
1.577305,0.495108,0.239546,0.726208,-0.017432,-0.789446,-0.223475,0.930993,-0.292161,-0.086668,-0.133232,0
1.576711,0.494623,0.217012,0.73429,-0.060727,-0.793155,-0.184516,0.949708,-0.298146,-0.086659,-0.1325,0
1.569633,0.503252,0.221455,0.743062,-0.061257,-0.792739,-0.184715,0.95009,-0.299012,-0.083078,-0.117515,0
1.666597,0.54107,0.391399,0.735247,-0.082769,-0.836429,-0.197956,0.981439,-0.170835,-0.012165,-0.105987,0
1.156675,1.040663,-0.127274,-0.707039,-0.040996,-0.822213,-0.358915,1.233148,-0.244636,1.875692,0.071615,0
1.76025,0.536776,0.558953,0.703126,-0.120116,-0.889717,-0.191987,1.028451,-0.036512,0.064227,-0.150045,0
1.762116,0.537169,0.579401,0.693943,-0.088001,-0.888146,-0.228004,1.011177,-0.034418,0.063359,-0.15232,0
0.049815,2.276135,-0.330335,-1.174896,0.133037,-0.43792,-0.684863,1.424493,-0.312978,0.651205,0.395069,0
0.034923,1.773495,0.45409,-3.248064,-0.721904,0.617195,-0.043386,0.925569,1.430648,-0.238919,0.930054,0
0.947828,-0.022624,0.328652,0.640204,0.126005,-0.881425,-0.393234,0.902086,-0.687099,-0.258926,-0.054851,0
1.788199,0.574909,0.708454,0.602297,-0.135404,-0.900602,-0.039312,1.101417,-0.263053,0.025621,-0.150085,0
1.489481,0.363935,1.113101,0.224821,-0.611276,0.242394,0.525596,-0.395508,0.174395,0.074972,-0.039517,0
1.279486,1.117649,0.62334,-0.64935,-0.424068,-0.735001,-0.29541,1.792759,0.686723,-1.310186,0.312126,1
0.173663,2.048352,-0.369671,-2.749275,-0.314493,-0.430834,-0.64953,2.306889,0.767077,-0.427747,0.941534,0
0.942513,-0.100498,0.977619,0.247077,-0.57854,0.191513,0.532758,-0.355772,-0.023824,-0.035289,-0.006762,0
0.689738,1.589901,0.17477,-2.119697,0.09843,-0.641116,-0.946702,1.761409,0.569977,0.475189,0.531076,0
1.450116,0.394602,1.070081,0.187963,-0.357157,0.313584,0.266706,-0.571399,0.062736,-0.01189,-0.023895,0
-0.606803,0.270168,0.23114,-2.007932,-0.571597,0.292706,0.19036,0.412949,0.368624,0.970811,0.376472,0
1.794876,0.578395,0.700109,0.615296,-0.10974,-0.9055,-0.212361,1.016889,-0.19075,0.034001,-0.150667,0
1.792928,0.576695,0.645931,0.634839,-0.211594,-0.913623,-0.114158,1.064112,-0.205358,0.034136,-0.14897,0
1.811823,0.594245,1.088123,0.474529,0.587115,-0.859776,-0.981681,0.647204,-0.081649,0.03226,-0.162207,1
1.799931,0.584009,0.780057,0.583097,0.005456,-0.902095,-0.364332,0.944054,-0.183552,0.031021,-0.152724,1
1.290291,1.128781,0.629066,-0.654142,-0.426409,-0.734195,-0.294159,1.791468,0.676703,-1.312764,0.313315,1
-0.436961,1.087999,0.847547,-1.844037,1.655498,-0.399648,-2.288812,1.270169,0.634251,-1.424515,0.979799,1
-0.473616,1.149244,-0.517999,-2.287926,-0.067149,-0.527228,-0.707726,2.065267,0.188579,-0.473394,0.789631,0
1.474622,0.351937,1.166898,0.194784,-0.600007,0.232217,0.515422,-0.395827,0.124276,0.066634,-0.04242,1
1.473408,0.350907,1.130085,0.208002,-0.670825,0.226091,0.57914,-0.365166,0.114503,0.066681,-0.041265,1
-5.033058,7.270798,0.180325,0.107161,-0.060368,0.123595,-0.857745,1.939948,0.340921,-1.769083,-1.780426,1
1.79896,0.586042,0.687469,0.607506,-0.228405,-0.923151,-0.111932,1.065717,-0.261758,0.023781,-0.148661,0
0.550941,-0.56087,0.774477,0.613086,-0.1133,-1.162623,-0.225408,1.239318,-0.307608,0.095767,-0.326696,0
1.782652,0.569348,0.68025,0.613877,-0.225315,-0.924697,-0.113642,1.067846,-0.248186,0.02756,-0.150672,1
0.854117,1.447631,0.295285,-1.341533,0.604455,-0.563385,-1.17624,1.211434,0.049489,0.292052,0.373188,1
0.9126,-0.061335,0.799571,0.266844,-0.519869,0.259001,0.513856,-0.417542,-0.127464,-0.105551,0.002762,0
1.521934,0.393704,1.243397,0.178961,-0.339262,0.270404,0.241702,-0.537989,0.230332,0.074639,-0.041037,0
1.029575,1.443184,0.611261,-1.268026,-0.528304,-0.635067,-0.384671,2.153438,1.145433,-1.984352,0.543307,0
1.586696,0.652214,-0.02839,0.685238,0.015563,-0.668717,-0.197929,0.818952,-0.733366,-0.304682,-0.065039,0
0.532264,-0.324745,0.073894,0.733135,0.106686,-0.88317,-0.306708,0.940475,-0.859524,-0.38711,0.062435,0
1.599879,0.666198,0.027099,0.667123,0.139256,-0.648702,-0.2412,0.797076,-0.715168,-0.296674,-0.07257,1
1.59792,0.670449,0.053739,0.662934,0.16524,-0.65654,-0.371734,0.735226,-0.69225,-0.294138,-0.067528,1
0.85233,-0.134374,0.26214,0.670324,0.092416,-0.893987,-0.324091,0.949347,-0.650068,-0.255749,-0.068275,0
0.9397,-0.056385,0.081054,0.766678,0.033106,-0.854549,-0.241082,0.970236,-0.497781,-0.224112,-0.063977,0
0.940147,-0.055271,0.090054,0.763948,0.045368,-0.854296,-0.258499,0.962296,-0.493947,-0.2222,-0.06557,1
1.577033,0.502714,0.429502,0.66646,0.347765,-0.759743,-0.578314,0.761492,-0.227678,-0.080951,-0.132848,0
1.707325,0.519021,0.566332,0.725678,-0.131543,-0.898403,-0.187881,1.03863,-0.038854,0.072907,-0.118611,0
1.468524,0.334927,1.167852,0.239857,-0.280106,0.279231,0.151668,-0.574122,0.379934,0.103151,-0.044984,1
0.693659,1.579261,-0.086285,-2.023375,-0.279186,-0.654752,-0.503252,1.970859,0.554964,0.480899,0.527708,0
1.266792,1.101901,0.582618,-0.622262,-0.41117,-0.72816,-0.300893,1.790866,0.741737,-1.300113,0.311686,1
1.411757,0.427625,0.807338,0.230414,-0.485154,0.366655,0.473445,-0.526176,-0.116905,-0.099343,0.001174,0
0.926492,0.883702,0.433503,-1.159835,-0.511457,0.320273,0.357483,-0.202909,-0.018967,1.852318,0.177655,0
0.32423,2.132732,-0.627769,-2.680607,0.001534,-0.286927,-0.890014,1.972803,0.432468,-0.498111,0.887281,0
-0.205349,1.048538,0.787897,-1.589137,-0.587956,-0.743268,-0.498178,2.584893,1.452121,-2.533549,0.69861,1
0.31802,1.999823,-0.284901,-2.211711,0.137561,-0.411256,-0.985348,1.763415,0.307302,0.051404,0.911675,1
0.725788,-0.391008,0.871721,0.552161,0.395252,-1.048616,-0.784707,0.869767,-0.389147,-0.122481,-0.087314,0
0.21546,2.147392,0.021778,-2.134972,0.38039,-0.372657,-1.338113,1.676651,0.500038,-0.299715,1.141518,1
-0.564775,1.226535,-0.279283,-2.632,-0.24927,-0.623486,-0.684449,2.353782,0.61961,-0.348682,0.804134,0
1.003727,-0.10653,1.191838,0.206669,-0.654708,0.120179,0.557287,-0.290449,0.06233,0.049514,-0.038524,1
1.463363,0.741234,-0.366648,0.758831,0.127823,-0.539079,-0.244202,0.696388,-0.962156,-0.453638,0.006412,0
1.795374,0.579293,0.699591,0.614646,-0.059333,-0.879817,-0.046151,1.095002,-0.217787,0.032646,-0.149339,0
1.406951,0.418462,0.730666,0.274066,-0.506122,0.375523,0.500832,-0.514447,-0.047545,-0.086125,0.002029,0
0.514979,0.279791,0.450091,-0.617645,-0.415566,0.300252,0.347615,-0.317211,-0.280174,1.010611,0.140171,0
1.518244,0.3957,1.136184,0.19938,-0.675358,0.233569,0.582318,-0.372275,0.096284,0.060245,-0.036431,0
-0.713135,1.00896,-0.247796,-2.038805,0.025547,-0.633472,-0.774995,2.026796,0.197634,-0.158783,0.866344,1
1.687019,0.475313,0.681909,0.620975,-0.219138,-0.94346,-0.1191,1.082119,-0.241121,0.028912,-0.152351,0
0.820553,1.585859,-0.386601,-0.937,0.207888,-0.490343,-0.646144,1.167287,-0.388542,0.275449,0.015204,1
0.70713,0.560108,0.751026,-0.65943,-0.431036,-0.882186,-0.310649,1.917156,0.716553,-1.228318,0.203842,0
1.558288,0.903736,0.026915,0.785117,0.003105,-0.68197,-0.194856,0.82171,-0.448904,-0.218625,-0.391843,0
1.888566,0.671637,0.65009,0.621901,-0.22291,-0.896667,-0.111248,1.046676,-0.232496,0.022976,-0.13936,0
-0.267204,1.168984,-0.749039,-1.534109,0.160166,-0.443305,-0.735019,1.563996,-0.256403,-0.574013,0.2994,1
-0.824767,1.543761,-0.616891,-2.971358,-0.470241,0.861083,-0.036241,0.584714,0.486594,-0.671888,0.740869,0
-0.486062,1.544881,-0.601897,-1.579859,0.080611,-0.483773,-0.668525,1.656674,-0.152618,-0.212387,0.159009,1
-1.030901,1.686951,-0.343159,-2.923122,-0.590615,0.7552,0.025137,0.69433,0.723029,-0.438142,0.330122,0
1.596068,0.472434,1.1342,0.192622,-0.679656,0.249539,0.586484,-0.385727,0.082713,0.053093,-0.029073,0
1.754889,0.607354,1.301795,0.346287,1.267037,-0.777612,-1.815777,0.20098,-0.110925,-0.052951,-0.158103,0
1.725699,0.599712,0.787583,0.540606,0.33036,-0.829248,-0.668427,0.752074,-0.2955,-0.050548,-0.123527,0
1.764086,0.59903,0.904204,0.567443,0.150281,-0.901889,-0.562258,0.855041,-0.17623,0.042656,-0.114017,0
1.857025,0.642095,0.778133,0.574508,-0.039203,-0.897975,-0.334374,0.948204,-0.214927,0.025311,-0.149694,1
1.853219,0.638299,0.671609,0.612675,-0.227487,-0.908667,-0.110488,1.05553,-0.247628,0.02541,-0.146647,0
0.089483,0.711487,-0.752221,-0.620383,0.275791,-0.677857,-0.487017,1.001844,-1.106844,1.336019,-0.099537,0
0.607215,-0.1528,0.295261,0.314448,-0.329392,0.413055,0.445706,-0.576719,-0.532779,-0.372809,0.079121,0
1.476491,0.64536,-0.18432,0.721838,0.088294,-0.614748,-0.241419,0.758022,-0.843977,-0.372599,-0.020699,1
1.348309,0.498157,-0.178804,0.711716,0.112557,-0.644717,-0.270485,0.766957,-0.865348,-0.39884,-0.021865,0
0.892434,0.047486,-0.126205,0.715151,0.110073,-0.75044,-0.272401,0.85501,-0.877965,-0.386788,-0.054358,0
-0.379056,1.98389,-1.341691,-1.510692,1.4494,-7.50583,2.389932,-3.145606,0.207703,0.273869,0.536035,1
1.151902,0.226897,0.00912,0.701079,0.045823,-0.762331,-0.243243,0.877828,-0.729811,-0.304121,-0.071821,0
1.373619,0.448435,0.023668,0.688065,0.093929,-0.71315,-0.302004,0.813366,-0.703431,-0.293585,-0.07209,0
1.365525,0.310173,0.989125,0.23263,-0.471867,0.296275,0.457699,-0.45905,0.093592,0.021829,-0.052256,1
0.87438,0.069118,-0.086607,0.727395,0.166046,-0.743718,-0.315865,0.835438,-0.872922,-0.37755,-0.01738,0
1.730938,0.518477,0.681629,0.617653,-0.222167,-0.935179,-0.116556,1.076042,-0.243677,0.02916,-0.152518,1
0.381465,0.548902,-0.11278,-0.820081,-0.359018,0.436505,0.324293,-0.306505,-0.09377,1.551963,0.122861,1
-0.474902,1.920438,-0.370643,-1.805066,0.937035,-6.474414,3.090118,-4.548125,0.912344,0.251736,0.088404,0
1.800677,0.587477,0.681603,0.610049,-0.22643,-0.920921,-0.112608,1.063436,-0.260552,0.020559,-0.144223,0
1.807424,0.594055,0.680301,0.610073,-0.226405,-0.919295,-0.11242,1.062078,-0.261031,0.01966,-0.143052,0
0.363457,0.849464,-0.472006,-0.668039,0.271384,-0.725253,-0.420806,1.107223,-0.746282,1.579217,-0.163756,1
1.238218,0.11478,0.501178,0.689179,-0.078926,-0.945806,-0.205849,1.056789,-0.300465,-0.050217,-0.11105,0
1.249816,0.113718,0.497376,0.682454,-0.086213,-0.94715,-0.2095,1.054825,-0.294462,-0.048317,-0.12792,0
0.959095,-0.089502,1.051681,0.2382,-0.315293,0.226954,0.296327,-0.470916,0.10364,-0.008672,-0.023661,1
0.952116,-0.092997,0.994876,0.250687,-0.495718,0.204786,0.463089,-0.388173,0.040132,-0.013057,-0.023504,1
0.314164,1.853054,-0.255914,-1.142266,0.084072,-0.507777,-0.62403,1.484249,0.161814,-0.023645,-0.204461,1
1.432789,0.379499,1.395505,0.06594,0.144165,0.332035,-0.286622,-0.82573,0.121204,-0.000813,-0.05353,1
1.854736,0.639822,0.673857,0.611827,-0.228485,-0.909317,-0.110093,1.056565,-0.246501,0.027919,-0.149572,0
-0.448752,3.304232,-2.431575,-2.324378,1.620174,-6.901819,2.162532,-3.101667,0.348427,-0.901822,0.591602,0
0.875189,1.327911,-1.621809,-0.551645,0.384318,-0.283916,-0.482237,0.738929,-1.180539,1.242271,0.250112,0
1.084591,1.181426,-0.834153,-0.506164,0.209875,-0.51575,-0.433562,0.888547,-0.948366,1.21,0.142606,0
-0.149473,0.255588,-0.839343,-0.863386,-0.081032,0.618935,0.19633,-0.533166,-0.812833,1.143967,0.365364,0
-1.257186,1.580153,-2.1203,-1.695701,1.837975,-7.249255,2.039048,-3.143322,0.383648,-0.814036,0.731157,1
0.568201,-0.095958,0.252652,0.502675,1.301396,-0.651485,-1.265398,0.44131,-0.589977,-0.182969,0.019273,1
0.056499,0.287206,-0.964327,0.267352,0.342112,-0.595021,-0.413029,0.826784,-1.007216,0.307438,-0.192917,0
0.393159,0.369414,-0.954956,-0.035615,0.340042,-0.564995,-0.472719,0.822324,-1.161583,0.524803,0.159379,0
1.510023,0.387639,1.144707,0.198297,-0.678861,0.22896,0.583518,-0.365935,0.109293,0.075046,-0.052708,0
0.273306,-0.234629,-0.547503,0.679155,0.417205,-0.66671,-0.492384,0.740532,-1.067637,-0.375875,0.099747,0
-0.264595,3.033522,-1.620468,-1.705721,1.465925,-7.322511,2.419339,-3.286875,0.017499,0.475826,-0.048613,0
0.616401,2.25093,-1.665414,-1.039661,1.556232,-7.241286,2.387141,-3.437546,0.243283,-0.428843,0.749361,1
1.42266,0.620113,-0.525447,0.826584,0.205295,-0.518885,-0.298249,0.675554,-0.745448,-0.421807,-0.028835,1
0.79229,-0.052268,-1.152481,1.267668,0.414988,-0.505235,-0.390985,0.717507,0.067278,-0.302032,-0.007251,0
1.708419,0.471137,0.367489,0.820137,-0.122149,-0.866955,-0.159107,1.047396,0.172217,0.102527,-0.15122,1
0.825524,0.029683,-0.410058,0.836423,0.461237,-0.623864,-0.556213,0.663584,-0.654708,-0.4102,-0.045209,1
1.038608,0.053258,0.354385,0.615015,0.131188,-0.865842,-0.359129,0.910577,-0.679128,-0.233776,-0.101943,1
1.253553,0.156927,1.046115,0.48714,0.746527,-0.901653,-1.101884,0.629027,-0.262972,-0.061194,-0.105925,1
1.150489,0.22929,0.10314,0.671084,0.218673,-0.749619,-0.415481,0.796448,-0.698818,-0.299532,-0.074316,1
1.149068,0.248816,0.216201,0.638639,0.362761,-0.746867,-0.620386,0.699483,-0.69061,-0.296936,-0.06059,1
0.605111,0.456272,-0.284113,-0.40229,0.029301,-0.843937,-0.348882,1.202639,-0.441075,1.434806,0.013677,1
0.571094,0.555126,-0.316637,0.128454,0.178426,-0.731727,-0.337886,0.973362,-0.669517,0.607168,-0.331429,1
0.896509,0.812266,-0.224402,-0.582516,-0.299794,0.57989,0.326112,-0.511506,-0.268024,1.030114,0.196478,0
0.938764,0.241348,0.090484,0.293384,0.059974,-0.864463,-0.343574,1.055828,-0.320743,0.522032,-0.103509,0
1.217849,0.119979,0.790434,0.607913,0.32042,-0.942544,-0.713106,0.838797,-0.178455,0.019481,-0.166076,1
1.520902,0.386428,0.988142,0.294532,-0.619797,0.27021,0.55536,-0.39226,0.294887,0.093637,-0.033595,0
1.503452,0.825303,-0.513977,0.731202,0.243552,-0.511243,-0.378814,0.694311,-0.481552,-0.100386,-0.00603,1
1.222154,0.080716,0.466614,0.732482,-0.002883,-0.937949,-0.300477,1.030768,-0.089595,0.039208,-0.194728,0
1.842614,0.690029,0.509524,0.643736,0.034378,-0.806617,-0.330974,0.887179,-0.243944,-0.045063,-0.121795,1
-0.225513,0.858628,0.23479,-2.418309,-0.595141,0.444783,0.107195,0.578201,0.935378,0.590364,0.555574,1
1.15966,0.089735,0.315828,0.724404,-0.067386,-0.900397,-0.194974,1.039949,-0.278682,-0.025104,-0.21348,0
1.139178,0.139844,0.38271,0.645179,0.358506,-0.815913,-0.624688,0.781975,-0.369599,-0.104801,-0.210846,0
1.403248,0.282571,-0.284628,1.08471,0.118712,-0.712554,-0.278014,0.9295,0.467892,0.089211,-0.183455,0
-0.388989,2.218403,-1.211468,-2.008627,1.358888,-7.502247,2.323558,-2.858144,0.771091,0.199323,0.425016,0
1.226493,0.135593,0.199213,0.826335,0.21735,-0.818361,-0.438447,0.903836,0.06062,0.032004,-0.219934,1
0.811812,0.542352,-0.406142,-0.127692,0.064193,-0.75008,-0.327631,1.090457,-0.419967,1.104142,-0.045442,0
1.649926,0.522749,-0.347376,1.085414,0.094549,-0.651678,-0.240384,0.887545,0.418209,0.035946,-0.122178,0
1.550025,0.441506,-0.115502,0.952958,0.060775,-0.718395,-0.231806,0.920816,0.163025,0.001433,-0.139194,0
0.735545,1.060573,-0.169062,-0.974189,-0.013277,-0.644207,-0.560471,1.52023,0.288634,0.180098,0.268038,1
1.560595,0.439121,-0.280497,1.052972,0.083588,-0.684045,-0.239249,0.908848,0.357216,0.033383,-0.13526,0
1.344352,0.360316,0.776004,0.255149,-0.528617,0.349981,0.512719,-0.490026,-0.071475,-0.070337,-0.024049,0
1.72933,0.588879,0.532186,0.623275,-0.121122,-0.852721,-0.092142,1.030942,-0.367961,-0.040277,-0.144452,0
1.002989,-0.030718,-0.342609,1.093002,0.31084,-0.720244,-0.436055,0.87705,0.399879,0.050127,-0.205929,0
0.646603,1.141714,0.408863,-1.084099,-0.611018,0.459413,0.355477,0.017183,0.542987,0.391523,0.010054,1
1.783266,0.571801,0.704108,0.599226,-0.232858,-0.929672,-0.110484,1.07022,-0.274791,0.025171,-0.153864,0
1.892646,0.680511,0.774194,0.573685,-0.047647,-0.890582,-0.324677,0.944912,-0.228122,0.018798,-0.139267,0
1.202517,1.405476,0.526692,-1.020144,-0.472849,-0.632147,-0.360185,2.009954,1.085004,-1.748831,0.476388,1
-1.038162,1.57508,-0.428763,-2.968354,-0.555471,0.761703,0.011624,0.664041,0.636593,-0.569337,0.345849,0
1.89072,0.674001,0.653021,0.619789,-0.223898,-0.896913,-0.110794,1.04657,-0.236952,0.021963,-0.13905,0
0.673426,1.533534,-1.02756,-0.998365,0.419681,-0.237814,-0.721083,1.145673,-0.425651,-0.122195,0.546578,1
-2.037508,4.449379,-2.268516,-2.118331,1.558717,-6.870164,2.148054,-2.914167,0.725227,-1.402312,-0.406075,1
0.857505,-0.000555,-0.255876,0.78889,0.143264,-0.729345,-0.28223,0.845534,-0.760187,-0.391114,-0.027581,0
1.430917,0.567425,-0.278661,0.774689,0.125757,-0.606577,-0.273009,0.753212,-0.680667,-0.332903,-0.067565,0
0.73888,1.321668,-0.728869,-0.922826,0.075087,-0.31427,-0.587271,1.439171,0.078233,-1.203103,0.49729,0
0.75326,-0.006461,0.168881,0.387325,-0.305639,0.473071,0.421633,-0.626232,-0.395354,-0.357618,0.108148,0
0.978253,1.139852,-0.417265,-0.245406,0.293022,-0.380542,-0.712647,1.0596,-0.210262,-1.076503,0.371197,1
1.529948,0.657899,-0.304758,0.771192,0.114541,-0.58372,-0.253631,0.739651,-0.702821,-0.355628,-0.049134,0
0.876692,1.451759,-0.995828,-0.639454,0.193671,-0.491865,-0.398534,0.905877,-0.94841,1.4415,-0.122612,1
-0.493921,2.182621,-1.022996,-0.412941,0.226251,-0.460695,-0.423375,0.947525,-0.894481,1.073307,-1.080935,1
1.025616,1.357296,-0.60889,-0.410359,0.55706,-0.47779,-0.707082,0.692645,-0.88572,1.023691,-0.180153,1
0.890517,1.450703,-0.992762,-0.620869,0.193099,-0.488561,-0.371484,0.913788,-0.94895,1.417882,-0.125374,0
1.541478,0.669032,-0.293055,0.767394,0.147484,-0.577631,-0.282497,0.723451,-0.694241,-0.355591,-0.048288,0
1.36646,0.431936,-0.045919,0.734942,0.150921,-0.693122,-0.34385,0.790835,-0.59115,-0.277747,-0.071659,1
-4.78198,6.081781,-0.275502,-1.2958,0.788526,-6.07638,2.99497,-4.131088,1.142187,-0.60967,-1.21329,1
1.662048,0.686344,0.061871,0.751711,0.013695,-0.695227,-0.212887,0.853523,-0.465737,-0.18652,-0.050197,0
-0.132768,1.24324,-0.26172,-1.708378,-0.019547,-0.512123,-0.754627,1.876182,0.468338,-1.136335,0.2778,0
0.965344,-0.153489,0.799949,0.65145,-0.197532,-1.098356,-0.152753,1.190037,-0.361712,-0.002904,-0.056641,0
1.295885,0.094108,0.728193,0.622095,-0.203608,-1.03057,-0.138264,1.142985,-0.285184,0.010693,-0.145059,0
0.816519,0.570962,1.238808,0.098776,0.751258,-0.868248,-1.331008,0.801638,0.111772,-0.440948,-0.369729,1
0.761654,0.614703,0.762903,-0.670037,-0.439852,-0.872605,-0.304763,1.910002,0.709795,-1.222705,0.195476,0
1.520673,0.640287,-0.42986,0.864765,0.237964,-0.538848,-0.316101,0.704324,-0.483039,-0.316661,-0.045628,0
0.993354,1.069217,-1.258584,-0.116205,0.335684,-0.35192,-0.425895,0.688629,-1.229265,0.585406,0.151546,0
0.903,1.154392,-1.215153,-0.436224,0.268306,-0.433675,-0.42811,0.866263,-0.884658,1.277686,0.204282,0
-0.69021,2.310956,-0.783351,-1.195166,-0.149475,0.906324,0.148901,-0.45564,-0.532049,0.253577,-0.929879,0
0.878366,-0.067331,-0.309728,0.919423,0.150479,-0.746293,-0.284719,0.89208,-0.340092,-0.256429,-0.04675,0
0.417449,0.321925,-0.92542,0.019483,0.328515,-0.598562,-0.46522,0.878472,-0.861108,0.657556,0.139912,1
