@relation mydataframe
@attribute ev.g. numeric
@attribute iv.g. numeric
@attribute l numeric
@attribute i numeric
@attribute e numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Op numeric
@attribute bug {'1','0'}
@data
1,3,0.09,20.93,2688.1,0,1,0,12,'0'
1,1,0.29,16.92,207.22,0,0,0,7,'0'
1,1,0.4,9.6,60,0,0,0,5,'0'
1,1,0.4,9.6,60,0,0,0,5,'0'
1,1,0.29,19.58,239.86,0,0,0,7,'0'
1,1,0.4,15.95,99.66,0,0,0,5,'0'
1,1,0.4,15.95,99.66,0,0,0,5,'0'
1,1,0.4,15.95,99.66,0,0,0,5,'0'
1,1,0.29,19.58,239.86,0,0,0,7,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.29,19.58,239.86,0,0,0,7,'0'
1,1,0.4,15.95,99.66,0,0,0,5,'0'
1,1,0.29,19.58,239.86,0,0,0,7,'0'
1,1,0.29,22.33,273.48,0,0,0,7,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,3,0.1,26.23,2389.82,0,1,0,10,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,9,0.06,54.44,16670.93,4,12,0,14,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.09,23.68,3090.09,0,1,0,11,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
7,10,0.06,42.93,12760.86,4,11,0,19,'0'
7,5,0.06,33.95,11072.86,2,3,1,21,'0'
7,5,0.06,33.95,11072.86,2,3,1,21,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.16,29.32,1200.94,1,3,0,8,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.17,22.24,800.63,1,1,0,9,'0'
1,2,0.15,32.45,1390.23,1,3,0,8,'0'
1,3,0.21,91.57,1994.29,0,0,0,7,'0'
1,1,0.25,20.84,323.05,3,2,0,7,'0'
3,3,0.04,28.09,14713.79,0,7,0,19,'0'
3,1,0.1,9.62,1040.81,0,0,0,13,'0'
1,1,0.29,16.92,207.22,0,0,0,7,'0'
4,3,0.03,45.99,65511.02,0,13,0,20,'0'
1,1,0.4,9.6,60,0,0,0,5,'0'
3,2,0.12,12.96,900,0,0,0,10,'0'
1,1,0.4,9.6,60,0,0,0,5,'0'
1,1,0.29,19.58,239.86,0,0,0,7,'0'
1,1,0.4,15.95,99.66,0,0,0,5,'0'
1,1,0.4,15.95,99.66,0,0,0,5,'0'
3,2,0.07,26.8,5341.12,0,2,0,16,'0'
1,1,0.4,15.95,99.66,0,0,0,5,'0'
3,3,0.07,16.07,3715.23,0,4,0,16,'0'
5,1,0.05,8.25,2732.13,0,1,0,13,'0'
1,1,0.11,11.42,994.99,0,4,0,8,'0'
11,10,0.07,45.45,8196.42,0,1,0,12,'0'
1,1,0.29,19.58,239.86,0,0,0,7,'0'
1,1,0.16,16.78,663.06,0,0,0,8,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.29,19.58,239.86,0,0,0,7,'0'
10,7,0.05,60.94,28002.35,1,7,0,19,'0'
10,7,0.05,54.6,25742.43,1,5,0,19,'0'
1,1,0.4,15.95,99.66,0,0,0,5,'0'
1,1,0.29,19.58,239.86,0,0,0,7,'0'
1,1,0.29,22.33,273.48,0,0,0,7,'0'
1,1,0.06,42.65,12266.65,2,5,0,16,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,7,0.06,31.07,7433.62,1,4,0,15,'0'
1,1,0,0,0,0,0,0,1,'0'
4,6,0.04,36.26,18050.6,0,9,0,17,'0'
1,1,0.67,16.84,37.9,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.14,11.71,629.47,0,1,0,11,'0'
5,7,0.03,48.61,73638.77,0,19,0,22,'0'
5,6,0.02,60.88,104852.1,0,16,0,22,'0'
5,11,0.02,61.07,176429.01,0,23,0,24,'0'
7,6,0.02,20.15,49145.34,0,6,0,23,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0,0,0,0,0,0,0,'0'
1,3,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0,0,0,0,0,0,0,'0'
8,4,0.07,70.05,12885.09,3,4,0,14,'0'
1,1,0,0,0,0,0,0,0,'0'
1,3,0.1,29.25,2658.15,0,3,0,13,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0.17,36.95,1289.11,0,2,0,9,'0'
1,2,0.15,14.28,634.56,0,1,0,8,'0'
1,1,2,9.51,2.38,0,0,0,1,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1.6,29.72,11.61,0,0,0,1,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,2,4,1,0,0,0,1,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,18,0.04,87.91,53551.34,4,10,0,16,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0,0,0,0,0,0,0,'0'
1,2,0.15,14.28,634.56,0,1,0,8,'0'
1,2,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0.15,14.28,634.56,0,1,0,8,'0'
1,2,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0,0,0,0,0,0,0,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0.4,6.2,38.77,0,0,0,5,'0'
1,3,0,0,0,0,0,0,0,'0'
3,4,0.1,48.51,4894.97,2,6,0,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0.13,37.73,2414.81,1,4,0,10,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0.12,38.72,2575.6,0,2,0,9,'0'
1,2,0.15,14.28,634.56,0,1,0,8,'0'
1,2,0.13,45.4,2726.93,0,5,0,9,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0.17,33.67,1212.28,0,2,0,9,'0'
1,2,0.13,33.42,1989.07,0,2,0,9,'0'
1,2,0.15,14.28,634.56,0,1,0,8,'0'
1,2,0.13,45.4,2726.93,0,4,0,9,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0.15,14.28,634.56,0,1,0,8,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.5,18,72,2,2,2,4,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,1,0,0,0,0,0,0,1,'0'
1,3,0.18,14.08,441.67,0,1,0,7,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,1,0,0,0,0,0,0,1,'0'
1,3,0.18,14.08,441.67,0,1,0,7,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,11,0.07,49.35,10627.05,1,3,1,15,'0'
1,6,0.06,49.98,12518.41,4,9,0,13,'0'
1,1,0.13,30.75,1967.76,2,7,0,8,'0'
3,3,0.13,15.47,870,1,1,0,10,'0'
7,6,0.06,23.85,6675.75,0,6,0,15,'0'
1,3,0.09,29.72,3595.9,0,1,0,14,'0'
1,1,0.24,15.41,256.87,2,2,0,7,'0'
6,7,0.06,42.58,13794.44,2,5,1,18,'0'
1,2,0.13,19.46,1094.61,0,0,0,10,'0'
6,7,0.06,42.58,13794.44,2,5,1,18,'0'
1,2,0.13,16.67,937.65,0,0,0,9,'0'
1,2,0.14,25.31,1240.39,0,0,0,10,'0'
1,1,0.27,13.29,186.86,2,2,0,6,'0'
1,2,0.15,24.6,1039.42,0,0,0,10,'0'
1,2,0.14,25.31,1240.39,0,0,0,10,'0'
1,2,0.14,22.94,1196.5,0,0,0,10,'0'
3,4,0.07,34.57,7508.18,3,6,1,14,'0'
1,10,0.07,50.98,9991.73,1,3,0,14,'0'
3,3,0.13,15.47,870,0,2,0,10,'0'
1,2,0.12,12.22,801.83,0,1,0,9,'0'
1,2,0.12,12.22,801.83,0,1,0,9,'0'
4,5,0.06,15.35,3847.55,0,1,0,15,'0'
19,25,0.03,80.13,73847.58,9,16,8,21,'0'
1,1,0.1,33.76,3139.06,3,1,0,10,'0'
3,5,0.1,49.31,5461.03,1,2,0,13,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,0.42,13.21,76.08,0,0,0,4,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,8,8,0,0,0,2,'0'
3,5,0.09,41.08,5357.94,1,2,0,14,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.4,14.62,91.35,0,0,1,5,'0'
3,4,0.1,44.35,4365.26,1,2,0,13,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,0.42,13.21,76.08,0,1,0,4,'0'
3,5,0.09,42.9,4825.39,1,2,0,13,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,0.4,10.8,67.5,0,1,0,4,'0'
1,1,1,8,8,0,0,0,2,'0'
3,4,0.1,44.35,4365.26,1,3,0,13,'0'
1,1,0.42,13.21,76.08,0,1,0,4,'0'
1,3,0.1,12.82,1218.95,0,0,0,9,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.18,84.67,2655.37,1,2,1,8,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
11,11,0.05,42.96,20423.25,1,6,0,17,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,3,0.1,26.23,2389.82,0,1,0,10,'0'
1,3,0.1,26.23,2389.82,0,1,0,10,'0'
1,3,0.1,26.23,2389.82,0,1,0,10,'0'
1,3,0.1,26.23,2389.82,0,1,0,10,'0'
1,3,0.1,26.23,2389.82,0,1,0,10,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
3,4,0.07,30.09,6400.08,0,7,0,15,'0'
3,4,0.07,35.31,7570.25,1,7,0,15,'0'
3,5,0.06,31.43,8233.66,1,6,0,15,'0'
3,4,0.07,31.86,6434.3,0,6,0,15,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.28,16.34,211.72,0,0,0,6,'0'
9,18,0.04,83.27,48229.6,2,14,2,19,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
13,21,0.03,65.48,81676.45,5,8,1,21,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
8,11,0.06,43.32,11407.1,2,6,0,17,'0'
10,17,0.05,56.75,21323.71,2,7,1,16,'0'
1,5,0.07,37.22,8127.78,2,4,1,14,'0'
8,13,0.05,54.82,20885.76,4,3,0,17,'0'
8,14,0.06,57.94,18928.42,0,5,0,16,'0'
1,9,0.08,39.82,5786.67,8,5,1,14,'0'
1,10,0.08,46.95,7935,0,8,0,14,'0'
1,1,0.3,11.7,130,0,0,0,5,'0'
3,10,0.05,63.73,24453.88,5,8,1,18,'0'
1,12,0.07,55.45,11325.25,2,2,0,14,'0'
1,8,0.07,42.12,7847.16,1,2,0,14,'0'
1,12,0.06,56.27,14479.91,1,2,0,14,'0'
4,3,0.12,16.4,1225.36,0,3,0,11,'0'
1,5,0.09,39.92,4475.06,0,6,0,12,'0'
1,1,0.3,11.7,130,0,0,0,5,'0'
1,4,0.11,31.91,2836.38,8,3,0,12,'0'
1,2,0.14,119.9,5824.19,0,2,0,10,'0'
1,2,0.18,50.68,1646.46,0,1,0,9,'0'
1,1,0.2,22.4,560,1,2,0,8,'0'
1,1,0.2,22.4,560,1,2,0,8,'0'
1,1,0.2,22.4,560,1,2,0,8,'0'
1,8,0.04,23.87,17479.25,3,6,1,20,'0'
1,7,0.04,23.36,15946.3,0,4,0,19,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.29,15.86,194.27,0,1,0,7,'0'
1,1,0.29,15.86,194.27,0,1,0,7,'0'
1,1,0.29,13.32,163.12,0,1,0,7,'0'
1,1,0.29,15.86,194.27,0,1,0,7,'0'
1,1,0.33,12.18,109.62,0,1,0,6,'0'
1,3,0.11,27.54,2276.02,1,3,0,10,'0'
1,3,0.1,26.47,2892.94,3,0,0,10,'0'
1,2,0.13,23.23,1486.74,1,2,0,10,'0'
3,4,0.1,34.66,3553.24,1,7,0,12,'0'
1,2,0.13,20.75,1255.5,1,3,0,10,'0'
1,2,0.11,5.07,388.32,0,0,0,7,'0'
1,1,0.27,5.99,84.22,0,0,0,5,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,2,0.23,11.86,227.03,1,3,0,7,'0'
1,1,0,0,0,0,0,0,1,'0'
7,6,0.05,46.31,22309.61,4,5,1,19,'0'
4,5,0.06,40.95,12185.29,2,9,1,18,'0'
1,3,0.16,42.22,1744.8,2,1,0,9,'0'
1,1,0.4,10.8,67.5,0,0,0,5,'0'
7,6,0.05,44.1,16666.88,3,9,0,18,'0'
1,1,0.4,10.8,67.5,0,0,0,5,'0'
3,4,0.08,73.68,11648.46,1,3,0,15,'0'
7,7,0.04,61.08,44908.66,8,28,2,22,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
4,8,0.06,65.84,18960.71,6,13,0,16,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
3,7,0.07,32.95,7088.53,4,3,0,16,'0'
1,5,0.09,46.25,5185.62,3,10,0,10,'0'
7,7,0.04,61.08,44908.66,8,28,2,22,'0'
1,2,0.11,15.71,1320,1,3,0,10,'0'
1,1,0.4,10.8,67.5,1,2,0,5,'0'
4,4,0.09,29.87,3441.39,0,2,0,14,'0'
1,1,0.4,10.8,67.5,0,0,0,5,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,5,0.08,49.64,7337.87,2,7,0,11,'0'
1,2,0.19,19.03,524.54,1,1,0,7,'0'
7,6,0.05,39.92,14308.91,10,4,1,17,'0'
1,3,0.12,30.09,2247.63,1,2,0,11,'0'
1,1,0.38,19.93,141.74,0,2,0,4,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0.67,10.34,23.26,0,0,0,3,'0'
1,1,2,4,1,0,0,0,1,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.67,16.84,37.9,0,0,0,3,'0'
1,1,2,4,1,0,0,0,1,'0'
1,1,2,9.51,2.38,0,0,0,1,'0'
1,2,0.12,17.8,1285.77,0,3,0,10,'0'
1,1,0.33,12,108,0,0,0,4,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
5,6,0.05,48.24,17312.29,2,13,0,22,'0'
1,3,0.1,35.95,3942.99,6,8,2,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.4,10.8,67.5,1,1,0,5,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.1,80.38,7927.7,0,3,0,12,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,3,0.09,20.8,2348.19,5,2,0,10,'0'
5,3,0.06,47.68,11952.97,4,7,0,15,'0'
9,12,0.03,68.03,72378.03,2,11,0,26,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.4,10.8,67.5,0,0,0,5,'0'
1,1,0,0,0,0,0,0,1,'0'
4,5,0.08,33.66,5316.29,2,6,0,13,'0'
1,1,0.4,18.6,116.27,4,2,0,5,'0'
1,1,0.4,18.6,116.27,4,2,0,5,'0'
4,5,0.08,33.66,5316.29,2,6,0,13,'0'
1,1,0.25,8.72,139.48,0,0,0,6,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
7,16,0.05,85.04,30630.91,2,16,1,18,'0'
5,7,0.07,61.43,13822.78,1,8,1,15,'0'
16,17,0.04,81.73,53276.94,1,13,0,19,'0'
1,1,0.25,8.72,139.48,0,1,0,6,'0'
4,5,0.08,33.66,5316.29,2,6,0,13,'0'
1,1,0.4,18.6,116.27,4,3,0,5,'0'
1,1,0.29,6.86,84,2,0,0,7,'0'
1,1,0.29,10.44,127.89,0,0,0,7,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.25,8.72,139.48,0,0,0,6,'0'
3,4,0.09,64.62,7260.94,14,6,0,14,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
5,9,0.06,57.29,16836.92,5,10,0,15,'0'
13,14,0.04,54.04,33105.44,3,10,0,18,'0'
1,2,0.14,18.67,933.43,0,2,0,9,'0'
1,1,0.4,10.8,67.5,0,0,0,5,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
6,5,0.05,34.05,15107.52,1,5,0,19,'0'
1,1,0.4,10.8,67.5,2,2,0,5,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.13,30.12,1867.83,5,4,0,9,'0'
1,2,0.13,30.12,1867.83,5,4,0,9,'0'
1,2,0.13,27.8,1679.66,5,4,0,9,'0'
1,5,0.08,28.45,4470.44,4,4,0,13,'0'
4,4,0.07,23.96,4592.87,6,3,0,15,'0'
1,6,0.07,67.87,13914.17,8,10,0,15,'0'
1,2,0.13,22.41,1434.45,5,4,0,9,'0'
1,1,0.22,6.67,135,2,0,0,6,'0'
8,10,0.05,48.86,16361.74,0,8,0,15,'0'
8,10,0.06,54.12,14596.21,0,7,0,14,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
6,9,0.04,45.6,34067.01,2,9,0,24,'0'
8,15,0.03,54.02,66460.03,13,34,9,23,'0'
12,14,0.03,68.05,95656.09,11,19,0,28,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
19,18,0.03,80.48,79856.57,2,17,0,21,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
11,11,0.04,78.1,55057.45,3,19,0,22,'0'
11,10,0.05,76.67,34945.56,3,15,0,18,'0'
1,2,0.11,5.07,388.32,0,0,0,7,'0'
1,4,0.09,23.57,2666.24,8,1,0,9,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,2,0.23,11.86,227.03,1,1,0,7,'0'
1,1,0,0,0,0,0,0,1,'0'
1,2,0.13,66.55,3836.67,5,5,12,10,'0'
1,1,0.27,15.22,213.97,4,0,0,5,'0'
1,2,0.2,21.32,533.03,0,0,0,7,'0'
1,1,0.4,10.8,67.5,1,0,0,5,'0'
1,1,0.4,10.8,67.5,1,0,0,5,'0'
1,1,0.27,15.22,213.97,3,0,0,5,'0'
5,4,0.05,26.39,9417.11,4,5,2,20,'0'
1,6,0.06,61.88,18184.17,17,7,3,16,'0'
1,1,0.27,15.22,213.97,3,0,0,5,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.29,15.36,188.21,0,0,0,7,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.28,15.38,199.26,0,0,1,6,'0'
1,1,0.28,15.38,199.26,0,0,1,6,'0'
1,1,0.27,15.22,213.97,4,0,0,5,'0'
1,10,0.06,49.46,13466.32,6,6,0,11,'0'
1,5,0.07,50.46,11794.86,3,6,0,15,'0'
5,8,0.05,40.5,14289.29,3,6,0,18,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.67,16.84,37.9,1,0,1,3,'0'
1,1,0.23,101.6,1848.73,1,3,3,7,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,2,4,1,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,2,0.16,17.18,657.57,0,0,0,9,'0'
1,2,0.16,15.56,642.86,0,0,0,9,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
5,4,0.06,36.96,11974.34,4,2,4,18,'0'
1,2,0.12,35.1,2578.53,0,2,0,12,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.12,35.65,2618.82,0,2,0,12,'0'
1,5,0.07,60.41,11840.44,2,9,0,15,'0'
1,1,0.27,15.22,213.97,3,0,0,5,'0'
1,1,0.28,16.34,211.72,0,0,0,6,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
7,5,0.05,47.23,18860.9,6,5,4,19,'0'
5,4,0.06,42.76,13304.98,5,3,3,18,'0'
1,2,0.15,16.56,736.09,1,1,0,8,'0'
1,2,0.15,19.94,937.65,0,2,0,8,'0'
1,1,0.33,12.18,109.62,0,0,0,6,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.33,12.18,109.62,0,0,0,6,'0'
1,1,0.17,22.67,816,0,1,0,8,'0'
1,1,0.17,22.67,816,0,1,0,8,'0'
5,4,0.06,33.81,10086.81,6,5,2,19,'0'
5,4,0.06,34.94,10700.49,5,6,2,20,'0'
1,4,0.1,35.28,3472.37,4,5,5,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.27,12.4,174.4,0,0,1,6,'0'
1,1,0.27,12.4,174.4,0,0,1,6,'0'
3,3,0.07,55.28,11467.22,1,6,0,17,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.15,25.8,1175.61,0,2,1,9,'0'
1,3,0.11,32.22,2814.29,4,3,0,13,'0'
1,2,0.13,24.31,1555.89,0,0,0,10,'0'
1,2,0.13,24.31,1555.89,0,0,0,10,'0'
1,1,0.17,17.13,616.79,0,0,0,8,'0'
1,1,0.17,24.69,844.91,1,1,0,9,'0'
1,1,0.18,18.89,597.79,1,2,0,9,'0'
1,1,0.17,17.13,616.79,0,0,0,8,'0'
1,1,0.67,7.74,17.41,2,0,0,3,'0'
1,2,0.13,29.85,1871.1,0,0,0,10,'0'
1,2,0.13,29.85,1871.1,0,0,0,10,'0'
1,2,0.13,24.31,1555.89,0,0,0,10,'0'
1,2,0.13,29.29,1835.8,0,0,0,10,'0'
1,2,0.21,30.86,672,3,2,1,7,'0'
3,3,0.07,57.62,10946.73,2,6,0,17,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,4,0.07,35.6,6337.5,0,1,0,13,'0'
1,1,0.12,25.36,1697.34,1,1,1,9,'0'
1,1,0.25,8.72,139.48,3,1,0,6,'0'
1,3,0.09,33.72,4079.69,3,1,0,11,'0'
1,2,0.18,21.98,711.05,1,2,0,7,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.19,16.37,451.25,0,0,0,9,'0'
3,7,0.07,38.72,8659.15,6,1,1,14,'0'
1,2,0.14,11.78,577.18,0,0,0,7,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,9.6,60,6,2,0,5,'0'
