@relation mydataframe
@attribute nm numeric
@attribute nf numeric
@attribute la numeric
@attribute lt numeric
@attribute fix numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0.001157,1728,1,1,451,411,'1'
1,1,0.019676,1728,1,1,450,410,'1'
1,1,0.000576,1737,1,1,338,334,'0'
3,9,0.003708,419.555556,0,0.111111,9,9,'0'
1,1,0.002301,1738,1,1,270.5,276,'0'
1,1,0.008078,1733,1,1,257.5,271,'0'
1,1,0.00115,1739,1,1,255.5,269,'0'
2,2,0.008651,867,1,1,251.5,268,'1'
1,1,0.000587,1704,1,1,246.5,261,'0'
1,2,0.003181,1257.5,1,1,226.5,234,'1'
1,1,0.004308,1625,1,1,227,228,'0'
1,1,0.004923,1625,1,1,181.083333,203,'1'
1,3,0.00454,1101.333333,1,1,231,224,'0'
1,1,0.003755,1598,1,1,224,217,'0'
1,2,0.014543,859.5,1,1,213,206,'0'
1,1,0.000629,1590,1,1,4,4,'1'
1,2,0,1234,1,0.5,202,195,'0'
1,1,0.006378,1568,1,1,117,110,'0'
1,1,0.000639,1564,1,1,234.166667,375,'0'
1,1,0.026854,1564,1,1,812.65,929,'1'
1,1,0.001943,1544,1,1,5,5,'0'
1,1,0.012953,1544,1,1,740.65,845,'1'
1,1,0.000651,1535,1,1,153.333333,170,'0'
1,1,0.000651,1535,1,1,246.666667,370,'1'
1,1,0.000654,1529,1,1,245.666667,369,'0'
1,1,0.001962,1529,1,1,147.333333,164,'0'
1,1,0.021597,1528,1,1,104,98,'1'
1,1,0.024455,1513,1,1,133.333333,151,'1'
1,2,0.044963,1201,1,0.5,99,94,'1'
1,1,0.010951,1461,1,1,61.5,72,'1'
1,1,0.019204,1458,1,1,59.5,70,'1'
1,1,0.004791,1461,1,1,64.333333,86,'0'
1,3,0.027611,941.666667,1,1,13.333333,17,'1'
1,1,0.001371,1459,1,1,54.5,62,'0'
1,1,0.002743,1458,1,1,79,75,'0'
1,3,0.040057,699,1,1,77,73,'1'
1,1,0.002083,1440,1,1,74,70,'0'
1,1,0.001389,1440,1,1,73,69,'0'
1,1,0.002086,1438,1,1,70,66,'0'
1,2,0.006562,1143,1,0.5,68,64,'0'
1,1,0.001404,1425,1,1,47,38,'0'
1,1,0.000702,1424,1,1,302,349,'0'
1,1,0.001404,1424,1,1,301,348,'0'
1,1,0.001404,1424,1,1,46,37,'0'
1,1,0.000702,1424,1,1,45,36,'0'
1,1,0.013343,1424,1,1,44,35,'1'
1,1,0.035411,1412,1,1,297.5,342,'0'
1,1,0.000719,1391,0,1,31,30,'0'
1,1,0.010065,1391,1,1,45,34,'1'
1,1,0.001458,1372,1,1,44,33,'0'
1,1,0.000729,1372,1,1,126.5,131,'0'
1,1,0.002232,1344,1,1,40,38,'0'
1,2,0.002742,1094,1,1,18,17,'1'
1,1,0.006696,1344,1,1,14,13,'1'
1,1,0.017126,1343,1,1,33,26,'1'
1,1,0.001505,1329,1,1,16.5,24,'0'
1,1,0.001506,1328,1,1,11,6,'0'
1,1,0.001506,1328,1,1,10,5,'1'
1,1,0.003012,1328,1,1,147,140,'1'
1,2,0.002984,1005.5,1,1,118,113,'1'
1,2,0.016941,1033,1,1,116,111,'0'
1,1,0.003885,1287,1,1,113,108,'0'
1,1,0.002333,1286,1,1,112,107,'1'
1,1,0.006235,1283,1,1,38,37,'1'
1,1,0.055167,1287,1,1,110,105,'1'
1,1,0.000833,1200,1,1,31,30,'1'
1,1,0.10241,1162,1,1,87,83,'1'
1,2,0.000835,598.5,1,1,78,74,'0'
1,1,0.007779,1157,1,1,28,27,'0'
1,2,0.005958,1091,1,1,27,26,'1'
1,1,0.00434,1152,1,1,36.166667,54,'0'
1,4,0.010946,639.5,1,1,67,63,'1'
1,1,0.005213,1151,1,1,63,59,'1'
1,2,0.009205,597.5,1,1,60,56,'1'
1,1,0.011314,1149,1,1,50,46,'0'
1,1,0.004378,1142,1,1,49,45,'0'
1,1,0.027122,1143,1,1,46,43,'1'
1,1,0.003512,1139,1,1,35,33,'0'
1,5,0.022386,625.4,1,0.8,5,5,'1'
1,1,0.000873,1145,0,1,23,22,'0'
1,1,0.003493,1145,0,1,22,21,'0'
1,3,0.001446,461,1,0.333333,35,46,'0'
1,4,0.013859,469,1,0.5,32,43,'1'
1,1,0.000877,1140,1,1,41.5,51,'1'
1,1,0.002632,1140,1,1,40,49,'0'
1,1,0.029825,1140,1,1,38,47,'0'
1,1,0.025618,1132,1,1,86,111,'0'
1,1,0.001799,1112,1,1,39.5,45,'0'
1,1,9e-04,1111,1,1,38.5,44,'0'
1,7,0.044657,463.857143,1,1,89,102,'1'
1,1,0.000933,1072,1,1,12,12,'1'
1,1,0.010261,1072,1,1,81,94,'1'
1,1,0.117647,1071,1,1,80,91,'1'
1,1,0.06409,983,1,1,30,33,'1'
1,1,0.08502,988,1,1,27,30,'1'
1,3,0.206716,635.333333,1,1,38.333333,79,'1'
1,3,0.018001,537,1,1,11,11,'0'
1,1,0.065946,925,1,1,8,8,'1'
1,1,0.003356,894,1,1,6,6,'1'
1,1,0.01566,894,1,1,4,4,'1'
1,1,0.002247,890,0,1,28,28,'0'
1,1,0.056387,869,1,1,27,25,'0'
1,1,0.018583,861,1,1,101,85,'0'
1,1,0.0047,851,0,1,92,76,'0'
1,1,0.012926,851,1,1,62.333333,68,'1'
1,1,0.001178,849,1,1,66,51,'0'
1,1,0.007075,848,1,1,15,15,'1'
1,1,0.001183,845,0,1,21,21,'0'
1,1,0.063905,845,1,1,4,4,'1'
1,1,0.001199,834,0,1,60.166667,64,'0'
1,1,0.013189,834,1,1,52.166667,56,'0'
1,1,0.008434,830,0,1,51.166667,55,'0'
1,1,0.001206,829,0,1,383.333333,482,'0'
1,1,0.001206,829,0,1,7,7,'0'
1,1,0.00241,830,0,1,6,6,'0'
1,4,0.064862,489.5,0,0.75,426,473,'1'
1,1,0.015625,768,1,1,421,468,'0'
1,1,0.004071,737,0,1,51,50,'0'
1,2,0.003086,486,1,1,406,443,'1'
1,1,0.001359,736,1,1,382,414,'0'
1,1,0.015942,690,0,1,329.5,358,'0'
1,1,0.004367,687,0,1,326,354,'1'
1,1,0.001473,679,0,1,316,344,'0'
1,1,0.008982,668,1,1,289,317,'0'
1,1,0.096386,664,0,1,288,316,'1'
1,1,0,628,0,1,282,310,'0'
1,1,0.065916,622,1,1,268,296,'1'
1,1,0.004405,454,0,1,232,259,'1'
1,3,0.155203,378,1,1,229,256,'1'
1,1,0.004854,412,1,1,152,149,'0'
1,1,0.004854,412,1,1,151,148,'1'
1,1,0.019465,411,1,1,150,147,'0'
1,4,0.148649,222,0,1,29,25,'0'
1,1,0.003783,793,1,1,1,1,'0'
1,1,0.018168,1321,1,1,667,592,'0'
1,1,0.000767,1303,1,1,666,591,'0'
1,1,0.012186,1313,1,1,662,587,'0'
1,1,0.001404,1425,1,1,176.5,182,'0'
1,3,0.004267,468.666667,0,1,470.25,541,'0'
1,1,0.00466,1502,1,1,568.25,635,'0'
1,1,0.073154,1449,0,1,471.25,542,'0'
1,1,0.001448,1381,0,1,465.25,536,'0'
1,4,0.008206,883.5,1,1,13,10,'0'
1,1,0.000622,1608,1,1,108.5,124,'0'
1,2,0.001252,1198.5,1,1,95,80,'0'
1,1,0.001866,1608,1,1,93.5,78,'0'
1,1,0,1608,1,1,91.5,76,'0'
1,1,0.000622,1609,1,1,88.5,73,'0'
1,1,0.002486,1609,1,1,40,32,'0'
1,1,0.000622,1607,1,1,191.933333,558,'0'
1,1,0.005604,1606,1,1,201.183333,556,'0'
1,1,0.000624,1602,1,1,192.7,511,'0'
1,1,0.000624,1602,1,1,191.7,510,'0'
1,1,0.001248,1602,1,1,190.7,509,'0'
1,4,0.023499,766,1,0.75,217.45,495,'0'
1,1,0.000626,1598,1,1,92.5,100,'0'
1,1,0.015028,1597,1,1,669,594,'0'
1,1,0.000633,1579,1,1,668,593,'0'
1,1,0.010069,1589,1,1,663,588,'0'
1,1,0.001267,1579,1,1,256.5,270,'0'
1,3,0.004586,1090.333333,1,1,234,227,'0'
1,1,0.003805,1577,1,1,225,218,'0'
1,2,0.014723,849,1,1,215,208,'0'
1,2,0,1237,1,1,204,197,'0'
1,1,0.006378,1568,1,1,118,111,'0'
1,1,0.000639,1564,1,1,235.166667,376,'0'
1,1,0.026854,1564,1,1,811.65,928,'0'
1,1,0.001295,1544,1,1,6,6,'0'
1,1,0.012953,1544,1,1,739.65,844,'0'
1,5,0.002976,873.6,1,0.8,548,489,'0'
1,6,0.007713,821.166667,1,0.833333,543,484,'0'
1,1,0.001027,1948,1,1,506,451,'0'
1,1,0.003064,1958,1,1,489,439,'0'
2,3,0.002968,1010.666667,1,1,455,442,'0'
1,1,0.079341,1941,0,1,430,395,'0'
1,1,0.003091,1941,0,1,429,394,'0'
1,2,0.127242,1477.5,0,1,426,391,'0'
1,2,0.003051,1475,1,1,424,389,'0'
1,1,0.017571,1935,1,1,359,335,'0'
1,1,0.004184,1912,0,1,355,332,'0'
1,1,0.00315,1905,0,1,352,330,'0'
1,1,0.0021,1905,1,1,351,329,'0'
1,1,0.013663,1903,0,1,348,326,'0'
1,1,0.001063,1881,0,1,347,325,'0'
1,1,0.017344,1845,0,1,319,304,'0'
1,3,0.003877,1117.666667,0,1,309,295,'0'
1,2,0.006834,1097.5,0,1,305,291,'0'
2,3,0.002339,855,0,1,290,285,'0'
2,3,0.013235,1083,1,1,285,280,'0'
1,5,0.004681,726.4,1,0.8,281,271,'0'
1,1,0.026968,1817,1,1,272,262,'0'
1,2,0.009111,1152.5,1,1,240,233,'0'
1,4,0.005723,786.25,0,1,170,164,'0'
1,1,0.002902,1723,1,1,149,143,'0'
1,3,0.009692,1169.333333,1,1,59,59,'0'
1,1,0.000591,1691,0,1,55,55,'0'
1,2,0.027515,1108.5,0,1,16,16,'0'
1,1,0.11236,1691,0,1,1,1,'0'
1,4,0.00552,815.25,0,1,174,168,'0'
1,3,0.012606,1137,0,1,162,156,'0'
1,1,0.002826,1769,1,1,148,142,'0'
1,1,0.001155,1731,1,1,89,89,'0'
1,3,0.076641,1000.333333,1,0.666667,87,87,'0'
1,2,0.005545,1352.5,1,1,82,82,'0'
1,1,1.792226,2161,0,1,89.25,102,'0'
2,4,0.006005,1124,1,1,487,476,'0'
1,2,0.026928,1504,1,1,161,114,'0'
1,1,0.010706,2522,1,1,299,157,'0'
1,1,0.000397,2519,1,1,18,13,'0'
1,1,0.005142,2528,1,1,13,11,'0'
1,2,0.006209,1691,1,1,122,76,'0'
1,1,0.004775,2513,1,1,196,144,'0'
1,1,0.002391,2509,1,1,163,118,'0'
1,1,0.003189,2509,1,1,13.433333,29,'0'
1,1,0.011173,2506,1,1,46,32,'0'
1,1,0.003217,2487,1,1,36,26,'0'
1,1,0.000402,2486,1,1,29,21,'0'
1,1,0.000804,2487,1,1,199.5,208,'0'
1,1,0.001623,2465,1,1,187.833333,199,'0'
1,1,0.005274,2465,1,1,182.833333,194,'0'
1,1,0.000809,2471,1,1,175.333333,187,'0'
1,1,0.003642,2471,1,1,174.333333,186,'0'
1,1,0.019457,2467,1,1,171.333333,183,'0'
1,1,0.002053,2435,1,1,112.440873,418,'0'
1,1,0.007386,2437,1,1,162.833333,174,'0'
1,1,0.000411,2434,1,1,116.166667,134,'0'
1,1,0.003698,2434,1,1,110,130,'0'
1,1,0.000411,2431,1,1,109.5,125,'0'
1,1,0.004114,2431,1,1,109.5,123,'0'
1,1,0.000823,2431,1,1,31,19,'0'
1,1,0.000411,2433,1,1,113,116,'0'
1,1,0.000416,2402,1,1,13,9,'0'
1,1,0.000393,2544,1,1,342,167,'0'
1,1,0.004724,2540,1,1,408,319,'0'
2,4,0.00831,1053,1,1,21,21,'0'
1,1,0.020367,2455,1,1,437.5,315,'0'
1,1,0.031707,2460,1,1,853.5,607,'0'
1,1,0.001222,2455,1,1,430.5,313,'0'
1,1,0.000814,2456,1,1,12,7,'0'
1,1,0.003667,2454,1,1,827.5,583,'0'
1,1,0.006536,2448,1,1,817,576,'0'
1,1,0.001639,2440,1,1,812,571,'0'
2,2,0.009416,1327.5,1,1,9,7,'0'
1,1,0.001245,2410,1,1,574,381,'0'
1,1,0.012453,2409,1,1,553,292,'0'
2,3,0.045563,980.333333,1,1,554.5,574,'0'
2,2,0.000812,1231.5,1,1,44,52,'0'
2,2,0.002888,1904.5,1,1,220.6,883,'0'
1,1,0.009074,2645,1,1,417,201,'0'
1,1,0.00038,2631,1,1,332,164,'0'
1,1,0.000761,2627,1,1,193,92,'0'
1,1,0.000381,2626,1,1,24,21,'0'
1,1,0.000381,2626,1,1,22,19,'0'
1,1,0.000381,2626,1,1,18,15,'0'
1,1,0.000381,2626,1,1,16,13,'0'
1,1,0.000762,2626,1,1,14,11,'0'
1,1,0.000762,2626,1,1,12,9,'0'
1,1,0.000381,2626,1,1,10,7,'0'
1,1,0.000762,2626,1,1,2,1,'0'
1,2,0.009957,351.5,1,1,230,117,'0'
8,53,0.018678,369.716981,1,0.320755,134,133,'1'
2,4,0.007663,391.5,1,0.5,251,298,'1'
1,1,0.051948,77,1,1,137.333333,153,'1'
1,1,0.066667,75,1,1,61.57381,166,'0'
1,1,0.014286,70,1,1,218.580952,589,'0'
1,1,0.128571,70,1,1,90.5,80,'1'
1,1,0.15493,71,1,1,7.333333,15,'1'
1,1,0.029412,68,1,1,18,17,'1'
1,2,0.008163,245,1,1,362.5,597,'1'
1,1,0.210526,57,1,1,188.083333,210,'1'
1,1,0.030303,66,1,1,868.1,993,'0'
1,1,0.013514,74,1,1,15,14,'1'
1,1,0.616438,73,1,1,127.5,132,'1'
1,1,0.0125,80,1,1,39,37,'1'
1,1,0.012987,77,1,1,81,65,'1'
1,1,0.025974,77,1,1,77,61,'1'
1,1,0.015873,63,0,1,235,262,'0'
1,17,0.122365,128.352941,1,0.588235,111,111,'1'
1,3,0.005093,196.333333,0,0.333333,28,28,'0'
1,3,0,79.333333,1,0.333333,6,6,'1'
1,2,0.231579,47.5,0,1,6,6,'0'
1,1,0.058824,68,1,1,139.333333,155,'0'
1,1,0.030303,66,1,1,867.1,992,'0'
1,2,0.020761,289,1,1,468,238,'0'
1,1,0.066667,75,1,1,138.333333,154,'0'
1,1,0.068493,73,1,1,61.57381,166,'0'
2,4,0.008772,513,1,1,240,229,'1'
1,3,0.246299,247.666667,1,0.666667,942.666667,922,'1'
4,38,0.023658,289.210526,1,0.868421,861.5,1297,'1'
1,1,0.007143,280,1,1,804.666667,794,'0'
3,4,0.016592,391.75,1,1,847.5,901,'1'
2,2,0.004252,588,1,1,229,220,'0'
1,1,0.003817,262,1,1,64.571429,170,'0'
1,1,0.014652,273,1,1,94.5,89,'0'
1,1,0.076923,273,1,1,3,2,'1'
1,1,0.033708,267,1,1,146.114286,391,'1'
2,2,0.005241,477,1,1,141.95,403,'0'
1,1,0.009174,218,1,1,208.283333,486,'0'
1,1,0.922374,219,1,1,200.583333,352,'1'
1,1,0.04717,106,1,1,371,415,'1'
1,1,0.009615,104,1,1,236,454,'0'
1,3,0.20274,243.333333,1,1,5,5,'1'
1,1,0.632184,87,0,1,14,14,'1'
1,1,0.053191,94,0,1,7,7,'0'
1,2,0.013314,338,1,1,2,2,'0'
1,1,0.021277,94,0,1,31.5,32,'1'
1,1,0.106383,47,1,1,87,71,'0'
1,2,0.038591,298,1,1,20,19,'1'
1,1,0.081081,37,1,1,169.5,191,'1'
1,1,1.275,40,1,1,168.5,190,'1'
1,1,0.078431,51,0,1,8,8,'1'
1,1,0,51,0,1,6,6,'1'
1,1,0.011111,90,1,1,233,155,'0'
1,1,0.022222,90,1,1,188.9,536,'0'
1,1,0.011111,90,1,1,237,455,'0'
1,1,0.011111,90,1,1,238,456,'0'
1,1,0.003817,262,1,1,64.571429,170,'0'
3,4,0.016785,387.25,1,0.75,851.5,905,'0'
1,1,0.014981,267,1,1,230,153,'0'
1,1,0.347826,46,1,1,551,249,'0'
8,57,0.000445,354.789474,1,0.052632,191,190,'1'
3,13,0.007321,472.846154,1,0.461538,385.833333,708,'1'
2,9,0.016688,439.444444,1,0.888889,364.666667,677,'1'
1,1,0,49,1,1,469.5,298,'0'
1,1,0.74,50,1,1,609,411,'1'
2,13,0.033606,244.923077,1,0.692308,495,480,'1'
3,55,0.007088,238.545455,1,0.709091,409,400,'1'
1,1,0,42,1,1,18,10,'0'
2,4,0.034345,313,1,1,108,104,'1'
1,1,0.04878,41,1,1,92.5,144,'0'
1,1,0,40,1,1,91.5,143,'1'
1,1,0.647059,51,1,1,611,413,'0'
1,1,0,50,1,1,470.5,299,'0'
1,1,0.647059,51,1,1,610,412,'0'
2,3,0.005389,556.666667,1,1,841,890,'1'
2,10,0.011731,494.4,1,0.4,446,431,'1'
1,1,0.425,40,1,1,315,200,'1'
2,3,0.021703,199.666667,1,1,204,195,'0'
1,1,0.055556,36,1,1,115,77,'0'
1,1,0.4,35,1,1,20,15,'1'
3,7,0.021825,360,1,0.571429,161,155,'1'
3,4,0.033888,405.75,1,1,103,99,'1'
1,1,0.057143,35,1,1,35,28,'0'
1,2,0.011186,447,1,1,23,23,'1'
1,1,0.026316,38,1,1,9,9,'1'
1,1,0.027027,37,1,1,95.333333,116,'0'
1,1,0.026316,38,1,1,56,66,'1'
1,2,0.062992,444.5,1,1,41.166667,51,'1'
1,1,0.016949,59,1,1,67,66,'0'
1,2,0.008969,223,1,0.5,13,8,'1'
1,1,0.037037,54,1,1,88.5,114,'0'
1,1,0.02,50,1,1,75,59,'1'
1,1,0.019608,51,1,1,11,11,'0'
1,2,0.097035,185.5,0,1,13,13,'1'
1,3,0.029577,236.666667,0,1,186.5,225,'1'
1,1,0.105263,38,1,1,39,31,'0'
1,2,0.010571,473,1,1,25,25,'0'
1,1,0.026316,38,1,1,10,10,'0'
1,1,0.083333,36,1,1,116,78,'0'
1,1,0.4,35,1,1,21,16,'0'
1,1,0.447368,38,1,1,316,201,'0'
1,1,0,0,1,1,47,45,'0'
1,2,0.008421,237.5,1,1,31.5,39,'1'
1,1,0.061538,65,1,1,150,143,'1'
1,1,0.014286,70,1,1,46.5,58,'0'
1,1,0.042857,70,1,1,1,1,'0'
1,1,0.045455,66,0,1,3,3,'0'
1,1,0.03125,64,0,1,186.5,232,'0'
1,2,0,38.5,1,0.5,187.5,229,'1'
1,1,0.0125,80,1,1,133,129,'0'
2,9,0.031338,315.555556,1,0.888889,191.5,197,'0'
1,1,0,0,0,1,245.166667,413,'0'
1,1,0,0,0,1,31,27,'0'
1,1,1.845188,478,0,1,31,27,'0'
1,1,0,0,1,1,985.833333,964,'0'
3,11,0.006333,775.181818,1,0.818182,270,259,'1'
1,1,0,40,1,1,71.503968,193,'1'
1,3,1.15942,23,1,0.666667,611.5,429,'1'
1,1,0,1070,1,1,601,417,'0'
1,1,0.001857,1077,1,1,473,317,'0'
2,5,0.033213,885.2,1,0.8,336,325,'1'
1,3,0.011448,1397.666667,1,1,57.937698,179,'1'
1,1,0.000968,1033,1,1,311,196,'0'
1,2,0.003844,780.5,1,1,168,120,'0'
1,2,0.005613,534.5,1,1,122,83,'0'
1,1,0.003876,1032,1,1,33,25,'0'
2,3,0.02,533.333333,1,1,264,255,'1'
2,3,0.005269,1265.333333,1,1,237,229,'1'
2,3,0.021332,765.666667,1,1,226,218,'1'
1,1,0.00098,1020,1,1,193,141,'0'
1,2,0.017306,664.5,1,1,175,126,'1'
2,3,0.00517,451.333333,1,1,121,116,'0'
4,4,0.064388,314.5,1,1,216,265,'1'
1,1,0.007423,943,1,1,158.833333,170,'0'
1,1,0.002125,941,1,1,131.666667,148,'0'
4,6,0.019539,708,1,0.833333,340.05,842,'1'
2,2,0.036913,745,1,1,334.05,836,'1'
7,15,0.016953,310.666667,1,0.2,245.7,740,'1'
1,1,0.001229,814,1,1,80,66,'0'
1,2,0.010791,556,1,1,29,24,'1'
2,2,0.043716,457.5,1,1,27,28,'0'
1,2,0.027981,411,1,1,23,20,'1'
1,1,0.003822,785,1,1,15,14,'1'
1,1,0,785,1,1,189.566667,517,'0'
1,1,0.045056,799,1,1,13,12,'1'
2,2,0.012453,401.5,1,1,164,162,'0'
1,1,0.001404,712,1,1,65,43,'1'
1,1,0.002809,712,1,1,208.4,483,'0'
2,2,0.003448,580,1,1,189.75,376,'1'
3,4,0.065498,755.75,1,0.75,247.116667,368,'1'
2,3,0.004177,399,1,1,30.333333,46,'0'
1,1,0.002849,702,1,1,11,11,'0'
1,5,0.011819,473.8,1,1,656,582,'1'
1,1,0.001431,699,1,1,235.5,453,'0'
1,2,0.027174,368,1,1,651,577,'1'
1,1,0.002963,675,1,1,380.5,377,'1'
1,1,0.008104,617,1,1,253.833333,336,'1'
1,1,0.001623,616,1,1,251.166667,333,'0'
1,1,0.00974,616,0,1,3,3,'0'
1,1,0.008117,616,1,1,2,2,'0'
1,1,0.011364,616,1,1,1,1,'1'
2,4,0.151578,483.25,1,0.75,607,592,'1'
1,2,0.00072,694,1,1,269.833333,441,'0'
1,2,0.023857,251.5,1,1,276,266,'1'
1,4,0.139307,382.25,1,0.5,19,19,'1'
1,2,0.043997,670.5,1,1,202.583333,223,'1'
1,1,0.019048,420,1,1,166,160,'0'
2,3,0.013346,349.666667,1,0.666667,194.083333,224,'0'
1,1,0.002387,419,1,1,175.083333,197,'0'
1,4,0.004614,379.25,1,1,219,212,'0'
1,1,0.012077,414,1,1,236.166667,377,'0'
1,2,0.00616,974,1,1,158.333333,175,'1'
1,5,0.003691,704.4,1,0.6,152.333333,169,'1'
1,1,0.011561,519,1,1,57.5,69,'1'
1,1,0.002092,478,1,1,26.5,34,'1'
1,1,0.00211,474,1,1,60,59,'0'
1,1,0.004219,474,1,1,152,145,'1'
1,2,0.03268,612,1,1,50,49,'0'
1,1,0.023454,469,1,1,125,120,'0'
1,1,0.00431,464,1,1,4,4,'1'
1,1,0.008621,464,1,1,3,3,'1'
1,1,0.004057,493,1,1,16,16,'0'
1,1,0.008197,488,1,1,2,2,'1'
1,1,0.010246,488,1,1,46.5,57,'0'
1,2,0.005159,581.5,1,0.5,25,23,'0'
1,1,0.009434,424,1,1,71,56,'0'
1,1,0.002381,420,1,1,59,44,'0'
1,2,0.030992,484,1,1,395.666667,480,'1'
1,5,0.173575,386,1,0.8,411,448,'1'
1,2,0.035326,368,1,0.5,285,313,'1'
1,6,0.338353,354.166667,1,0.5,147,144,'1'
1,2,0.012397,121,0,1,84,84,'0'
1,1,0.004785,209,1,1,64,64,'0'
1,1,0.014354,209,0,1,20,20,'1'
1,2,0.143236,188.5,0,1,5,5,'1'
1,1,0.022556,133,0,1,71,71,'0'
1,3,0.010043,232.333333,0,0.666667,69,69,'0'
1,1,0.093506,385,1,1,11,7,'0'
1,4,0.009643,440.75,1,1,10,10,'0'
1,17,0.284952,297.470588,0,0.941176,245.166667,413,'0'
1,1,0.014085,426,1,1,755.5,644,'0'
1,1,0.002364,423,1,1,160.833333,172,'0'
1,1,0.002364,423,1,1,129.666667,146,'0'
1,1,0.002364,423,1,1,192.85,548,'0'
1,1,0.014184,423,1,1,191.85,547,'0'
1,1,0.002387,419,1,1,28,41,'0'
1,1,0.002387,419,1,1,64,42,'0'
1,1,0.002387,419,1,1,222.45,500,'0'
1,1,0.012077,414,1,1,237.166667,378,'0'
1,6,0.055696,526.666667,1,0.833333,95,95,'0'
1,1,0.004831,828,1,1,754.5,643,'0'
1,1,0.008485,825,1,1,159.833333,171,'0'
1,1,0.00243,823,1,1,130.666667,147,'0'
1,1,0.001908,1048,1,1,788.5,664,'0'
1,1,0.001914,1045,1,1,474,318,'0'
1,1,0.016299,1043,1,1,428,287,'0'
2,3,0.080432,277.666667,1,1,789.833333,712,'1'
1,3,0.025943,282.666667,1,1,780,660,'1'
1,8,0.104189,116.375,1,0.125,725,508,'1'
1,1,0.018182,55,1,1,238,175,'1'
1,1,0.425926,54,1,1,24,18,'1'
1,1,0.016949,59,1,1,77,63,'1'
1,1,0.016667,60,1,1,184.9,533,'0'
1,22,0.007133,312.227273,1,0.681818,160,153,'1'
1,1,0.092308,65,1,1,108,101,'1'
1,1,0.040541,74,1,1,153,146,'1'
1,1,0.575342,73,1,1,61,57,'0'
1,4,0.006849,182.5,0,1,180,180,'1'
1,2,0.038549,220.5,0,1,33,29,'0'
1,1,0.092308,65,1,1,109,102,'0'
1,1,0.425926,54,1,1,23,17,'0'
3,4,0.07215,173.25,1,0.75,77,75,'0'
1,1,0.875,24,1,1,44.5,55,'1'
1,2,0.05,60,1,1,10.5,11,'1'
1,2,0.072289,124.5,1,0.5,172,199,'1'
1,1,0.130435,23,1,1,835.6,950,'0'
1,1,0.102041,49,0,1,53,53,'0'
1,1,0,47,1,1,197.5,243,'0'
1,1,0.013158,76,0,1,110,107,'0'
1,2,0.716049,40.5,0,0.5,35,31,'0'
1,1,0,0,0,1,6,6,'0'
1,1,2.070175,57,0,1,9,9,'0'
1,1,0,0,0,1,38,34,'0'
1,2,1.367647,34,0,1,38,34,'0'
1,3,0.00431,77.333333,0,0.666667,81,81,'1'
1,1,0.166667,60,1,1,190.566667,518,'0'
1,1,0.074074,54,1,1,23,36,'1'
1,1,0.018182,55,1,1,615,547,'1'
1,1,0.025,40,1,1,283,282,'0'
1,1,0.1,40,1,1,26,24,'1'
1,2,0.064516,31,0,1,9,9,'0'
1,10,0.118993,262.2,1,0.7,835.6,950,'0'
1,1,0.555556,63,1,1,252,244,'0'
1,1,0.023256,86,1,1,239,239,'0'
1,1,0.023256,86,1,1,29.5,37,'0'
1,1,0.056818,88,1,1,24,23,'1'
1,1,0.034884,86,1,1,142,135,'0'
1,1,0.197674,86,1,1,141,134,'1'
1,1,0.235294,85,1,1,51,50,'1'
1,1,0.929577,71,1,1,62,58,'1'
1,1,0.025641,78,0,1,21.5,29,'0'
1,1,0.014925,67,1,1,148,145,'0'
1,4,0.525813,261.5,0,0.75,42,38,'0'
1,1,0.056818,88,1,1,287,289,'0'
1,1,0.034483,87,1,1,106.75,193,'0'
1,1,0.006849,146,1,1,9,6,'0'
3,11,0.026178,312.545455,1,0.727273,537,531,'1'
1,1,0.013333,150,1,1,194.95,616,'1'
1,1,0.066667,150,1,1,146.45,377,'1'
1,1,0.041096,146,1,1,7,6,'1'
1,1,0.062069,145,1,1,12,10,'0'
2,2,0.982143,308,1,1,210.45,491,'1'
1,1,0.028571,140,1,1,375,419,'1'
1,1,0.398551,138,1,1,365.5,366,'1'
1,1,0.008333,120,1,1,97.833333,126,'0'
1,4,0.012576,695.75,1,1,89.833333,120,'1'
1,1,0.008772,114,1,1,291.583333,322,'0'
1,1,0.342342,111,1,1,200.583333,221,'1'
1,1,0.127273,110,1,1,170.416667,191,'1'
1,1,0.348214,112,1,1,96,91,'1'
1,1,1.221154,104,1,1,66,82,'1'
1,1,0.280702,171,1,1,13.5,19,'0'
1,1,0.0375,160,1,1,128,123,'1'
1,1,0.019231,156,1,1,124,119,'1'
1,1,0.057692,156,1,1,119,114,'1'
1,1,0.2,155,1,1,14.5,18,'1'
1,2,0.014599,68.5,1,1,35.833333,72,'0'
1,1,0.018519,108,0,1,27,38,'0'
1,1,0.018519,108,1,1,5,5,'0'
1,1,0,108,0,1,23,23,'1'
1,1,0.031746,126,1,1,195.95,617,'0'
1,1,0.105691,123,1,1,206.45,487,'0'
1,1,0.006667,150,1,1,8,5,'0'
1,3,0.029412,45.333333,0,0.666667,88,88,'0'
1,2,0,48.5,1,0.5,6,6,'0'
1,1,0.01105,181,1,1,122.333333,140,'1'
1,1,0.233696,184,1,1,56.5,61,'1'
2,4,0,130.75,1,0.25,12,12,'1'
1,1,0,0,0,1,60.166667,69,'0'
1,1,0,164,0,1,96,91,'0'
1,1,0.018072,166,0,1,95,90,'0'
