@relation mydataframe
@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute bug {'1','0'}
@data
1,0,0,5,0,1,2,1,0,1,0,0,1,'0'
1,0,3,2,0,2,2,22,0,0.444444,0,6.333333,1,'0'
5,0,0,7,1,2,1,21,0,0.75,0,8.5,1,'1'
5,0,0,1,1,1,2,14,0,1,0,12,0,'0'
3,0,0,1,11,3,0.333333,126,1,0.583333,0,30,4,'0'
2,0,3,0,1,3,2,12,0,0.666667,1,3,1,'0'
1,0,0,0,0,0,2,0,0,0,0,0,0,'0'
0,0,4,1,9,3,0.666667,81,0,0.4375,0,19,6,'0'
1,0,1,1,2,2,2,54,0,0.666667,0,26,6,'0'
1,0,0,0,0,1,2,4,0,1,0,3,0,'0'
3,0,0,1,12,5,0.642857,130,1,0.314286,1,14.75,2,'0'
1,0,0,1,3,3,0,31,0,0.583333,0,9,1,'0'
3,2,6,2,5,0,2,61,0,0.4375,0,14.25,5,'0'
2,17,17,18,9,7,0.777778,90,4,0.28,1,7.6,2,'1'
3,0,6,1,4,3,2,62,0,0.375,1,14.5,1,'0'
3,0,34,0,13,5,0.875,95,1,0.333333,1,9.333333,2,'0'
3,0,3,1,6,4,0,46,1,0.375,1,6.5,1,'0'
2,0,75,8,16,11,0.8,299,1,0.206349,1,18.6,2,'1'
1,0,0,1,2,2,0,12,1,0.75,0,4.5,1,'0'
3,0,1,0,3,2,2,11,0,0.833333,0,4.5,0,'1'
4,0,72,7,14,16,0.813333,150,0,0.21875,1,8.0625,1,'0'
1,0,43,1,15,1,0.5,248,0,0.4,1,21.454545,10,'0'
2,0,3,0,1,3,2,12,0,0.666667,1,3,1,'0'
2,0,4,1,5,3,0.666667,50,0,0.466667,0,11.25,1,'1'
1,0,1,0,0,1,2,15,0,0.5,0,6,1,'0'
1,0,0,42,1,0,2,0,0,0,0,0,0,'0'
3,0,60,1,8,9,0.363636,101,0,0.354167,1,7.333333,3,'0'
6,0,0,1,1,2,0,25,0,0.666667,0,11,1,'0'
2,2,5,5,7,4,0.4,89,1,0.366667,0,13.5,2,'0'
1,0,0,2,6,8,0.46875,149,0,0.333333,0,15.111111,3,'1'
3,0,35,1,6,13,0.153846,132,0,0.339286,2,8.357143,2,'0'
4,0,52,4,9,12,0.818182,115,1,0.214286,2,8.333333,2,'1'
2,13,181,15,5,17,0.714286,196,0,0.272727,1,7.818182,3,'1'
3,0,10,1,4,3,2,31,0,0.466667,1,5.2,1,'0'
3,0,4,1,7,4,0.5,57,1,0.533333,0,10.2,1,'0'
4,0,6,4,6,4,2,47,0,0.416667,0,10.75,4,'1'
5,0,1,1,4,3,0,38,0,0.666667,0,11.333333,1,'0'
1,0,6,0,1,4,2,36,0,0.875,0,8,2,'0'
3,0,19,2,7,5,0.5,59,0,0.464286,1,7.285714,2,'0'
1,0,0,3,0,1,2,1,0,1,0,0,1,'0'
3,0,0,0,6,3,0.333333,27,0,0.625,0,5.5,1,'0'
3,0,4,1,9,2,0.803571,218,1,0.325,2,22.444444,1,'0'
1,0,89,1,12,13,0.076923,134,2,0.205357,0,8.428571,4,'0'
2,1,562,2,32,32,0.91821,628,3,0.108974,0,15.486486,5,'0'
3,0,4,1,10,3,0.916667,125,1,0.377778,1,23.4,3,'1'
5,0,3,1,1,3,1.5,17,0,0.777778,0,4.333333,0,'0'
1,0,45,0,0,9,2,66,0,0.25,0,5.6,2,'0'
4,0,0,1,1,7,0.583333,108,1,0.571429,0,14.142857,3,'0'
1,0,0,1,2,3,0,31,0,0.5,0,9,1,'0'
1,0,1,2,2,2,2,8,0,0.75,0,3,1,'0'
2,1,142,1,14,12,0.828571,292,1,0.2,1,12.571429,3,'0'
1,0,1,1,3,2,2,9,0,1,0,3.5,1,'0'
4,0,52,7,7,10,0.818182,91,1,0.22619,1,6.333333,2,'1'
2,0,7,0,4,4,0.3,71,0,0.375,1,10.5,2,'0'
1,0,0,7,1,1,2,1,0,1,0,0,1,'0'
1,0,0,0,0,0,2,12,0,1,0,3,0,'0'
3,0,210,5,15,20,0.713043,280,2,0.244048,1,10.458333,4,'1'
3,0,0,1,12,5,0.642857,107,1,0.314286,1,11.875,2,'0'
1,0,0,0,0,0,2,0,0,0,0,0,0,'0'
3,4,10,4,7,1,2,33,0,0.44,0,5.6,1,'0'
3,0,15,1,7,2,2,137,0,0.416667,0,21.833333,2,'0'
1,0,9,1,2,7,0,59,1,0.5,0,7.285714,1,'0'
1,0,4,1,18,3,0.25,274,0,0.5,0,53.6,1,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
3,0,1,2,18,3,0,157,0,0.583333,0,50.666667,5,'0'
1,0,21,0,5,6,2,44,0,0.857143,0,5.285714,1,'0'
3,0,8,1,6,4,0.75,36,0,0.4,1,6,1,'0'
2,0,4,2,1,2,0.962963,111,9,0.444444,1,24.5,1,'0'
1,0,235,3,15,24,0.915,182,1,0.15812,0,5.692308,2,'0'
2,1,999,7,16,39,0.691304,529,3,0.23227,1,10.148936,7,'1'
3,0,8,1,4,4,0.5,36,0,0.36,1,6,1,'0'
5,0,0,1,3,3,0.5,34,1,0.555556,0,9.666667,1,'0'
1,2,39,4,8,8,0.555556,108,0,0.257143,0,9.7,2,'1'
1,0,9,2,0,7,0.333333,47,0,0.47619,0,5.428571,1,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
5,0,0,1,3,3,0.5,37,0,0.5,0,10.666667,1,'0'
2,1,8,3,2,4,0.75,29,0,0.583333,0,4.6,1,'0'
6,0,0,0,4,2,0,27,0,0.666667,0,12,1,'0'
2,0,289,1,16,25,0.875,279,2,0.136364,0,9.423077,3,'1'
1,0,0,4,2,1,2,1,0,1,0,0,1,'0'
1,5,0,5,3,3,0,38,0,0.5,0,8.25,2,'1'
1,0,1,1,4,1,2,23,0,0.5,0,10.5,3,'0'
2,0,3,1,5,6,0.2,58,0,0.5,0,8.5,2,'0'
1,0,1,0,4,1,2,68,0,0.5,0,33,8,'0'
0,2,21,2,9,1,1.166667,163,0,0.6,0,22.142857,5,'0'
3,0,0,1,12,2,0.633333,227,1,0.333333,1,30.714286,3,'0'
1,0,1,20,2,2,2,2,0,1,0,0,1,'0'
1,0,0,3,1,1,2,1,0,1,0,0,1,'0'
1,0,1,4,0,2,2,2,0,1,0,0,1,'0'
2,0,1,1,1,2,2,10,0,0.75,0,4,0,'1'
1,0,6,1,6,4,2,39,0,0.625,0,8.75,1,'0'
2,6,30,13,14,20,0.652174,207,1,0.128472,1,7.5,2,'1'
3,0,0,2,8,2,0.5,44,3,0.4,0,12.666667,2,'0'
1,0,829,5,3,45,0.939959,700,0,0.183511,0,13.446809,9,'0'
1,0,1,1,3,3,0,47,0,0.5,0,14.333333,2,'0'
2,0,3,0,1,3,2,12,0,0.666667,1,3,1,'0'
1,0,188,14,4,12,0.894737,739,0,0.276316,0,35.9,11,'1'
5,0,0,2,2,2,0,25,1,0.666667,0,11,1,'0'
