@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute fix numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0,0.954545,1,195,1,5253.916667,11343,'0'
1,1,1,0.177778,0,6,1,4218,4198,'0'
1,4,0.494303,0.077044,0,370,0.4,3807,3788,'1'
1,2,0,0.061538,0,28,1,423,423,'1'
1,2,0.097941,1.036364,1,213,1,74,74,'0'
1,1,0.911534,0.072289,0,34,0.5,4682,4659,'0'
1,1,0.943154,0.065421,1,68,0.5,4650,4627,'0'
1,1,0.985993,0.089239,0,135,0.333333,4234,4214,'1'
1,1,0,0,1,1,1,4468,6043,'0'
1,1,0,0.142857,0,555,1,58,77,'0'
1,1,0,0.214286,0,555,1,48,67,'0'
1,2,0.754034,0.022989,0,50,0.5,72,72,'0'
1,2,0.754034,0.022989,0,192,1,70,70,'0'
1,1,0,1.097561,1,102,1,65,65,'0'
1,1,0,0.055556,1,112,1,4273,5562,'0'
1,1,0,0,0,0,1,4234,4214,'1'
1,2,0,0,0,0,0.333333,5283.5,10285,'1'
1,9,0.813829,0.116395,0,355,0.387097,335,335,'1'
1,1,0,0.941176,0,2,1,696.5,826,'0'
1,1,0,0.04,0,34,1,446.5,481,'0'
1,2,0,0.166667,0,1,1,24,24,'0'
1,1,0,0.5,0,1,1,21,21,'0'
1,2,0.878455,0.087424,0,0,0.363636,3505,3495,'1'
1,1,0,0,0,0,0.111111,417,417,'1'
1,1,0,0,0,0,0.25,421,421,'1'
1,1,0,0.034483,0,103,1,447.5,482,'0'
1,1,1,0.0375,0,126,0.333333,4397.5,5972,'0'
1,1,0,0,0,0,0.2,3574,3564,'0'
1,1,0,0.291667,1,136,1,1279.416667,1985,'0'
1,1,0,0,0,0,1,4424.5,5999,'0'
1,1,0.948846,0.251534,0,323,0.545455,458.5,493,'1'
1,1,0,0.153846,0,32,1,4171.5,5748,'0'
1,3,0.794618,0.260623,0,106,0.8,4084,4064,'1'
1,1,0,0.0625,0,17,1,3775,3756,'0'
1,1,0,0.037037,0,42,1,4394.5,5969,'0'
1,3,0.906289,0.075758,0,2589,0.777778,57,76,'0'
1,1,0,0,0,0,1,3575,3565,'0'
1,2,0.806396,0.068966,0,198,1,1657.666667,1901,'0'
1,1,0,0,0,0,1,3574,3564,'0'
1,1,0,0,0,0,0.5,5235.75,11299,'1'
1,2,0.982444,0.581585,0,1408,0.615385,234,234,'1'
1,1,0,0,1,0,1,4633.75,14172,'0'
1,1,0,1.16,1,45,1,80,73,'0'
1,1,0,0.514286,0,11,1,4644,4621,'0'
1,7,0.87627,0.216526,1,121,0.9,16,16,'1'
1,1,0,0,0,0,1,1686.5,1942,'1'
1,14,0.672414,0.048711,1,808,0.318182,5072.747619,16407,'0'
1,3,0,0,0,0,0.025641,5071.333333,14598,'1'
1,1,0,0,0,0,0.333333,5172.669048,15862,'1'
1,5,0,0,0,0,0.1,5146.135714,15833,'1'
2,175,0.736587,0.294743,0,92439,0.396266,5048.580952,17381,'1'
1,1,0,0,1,0,1,5527.65,17047,'0'
1,1,0,0,0,216,0.25,80,80,'0'
1,2,0,0,0,0,0.1,6007.166667,8337,'1'
1,2,0.165957,0.416256,0,0,0.5,5622.833333,8500,'0'
1,2,1,0.015789,0,30,0.666667,86,78,'0'
1,1,0,0.177083,0,69,1,1273,1524,'0'
1,1,0,0.1,0,0,1,1275,1526,'0'
1,1,0,1.666667,0,69,1,1274,1525,'0'
1,2,0.353359,0.032663,0,219,1,4490.642857,15921,'0'
1,2,0.471571,0.754824,0,181,0.7,6384.116667,13537,'1'
1,2,0.63431,0.033248,0,2,1,1669.5,1913,'0'
1,3,0.898818,0.229314,0,133,1,6151.833333,9870,'0'
1,22,0.838016,0.042516,0,1607,0.5,1315,1567,'1'
1,1,0,0.103226,1,5,1,947.166667,1300,'0'
1,2,0.748293,0.062112,0,5,1,1149.666667,1330,'1'
1,1,0,0.00274,1,0,1,501.5,551,'1'
1,2,0.446481,0.062176,0,5,1,500.5,550,'0'
1,1,0,0.00545,0,0,1,498.5,548,'1'
1,5,0.904795,0.268745,0,145,1,4586.5,6265,'1'
1,3,0,0,0,0,0.25,4467,6042,'1'
1,1,0,0.066667,1,249,1,6131.35,13032,'0'
1,1,0,0,0,0,1,1660.666667,1904,'1'
1,1,0.995887,0.067961,0,74,0.5,1660.666667,1904,'0'
1,1,0,0.005587,1,12,1,357.5,392,'0'
1,1,0,0.078652,0,2,1,362,371,'0'
1,1,0,0,1,0,1,4741,4718,'0'
1,1,0,0,0,200,1,4459,6034,'0'
1,4,0.064295,0.096257,1,141,1,4741,4718,'0'
1,7,0,0,0,0,0.066667,2577,2569,'1'
1,1,0,0,0,0,0.25,5256.333333,14783,'1'
1,5,0.566645,0.546982,0,317,0.454545,5169.669048,15859,'1'
1,1,0,0,0,0,0.166667,5910.816667,15712,'0'
1,1,0,0.034483,0,111,1,5490.65,17013,'0'
1,7,0.576038,0.041791,0,225,0.6,791.621429,2350,'0'
1,1,0.811278,0.012903,1,14,0.5,4596.604762,15907,'0'
1,3,0.685644,0.16458,1,73,0.8,4502.828571,15903,'1'
1,2,0,0,0,0,0.333333,5162.135714,15848,'1'
1,1,0,0.075,1,120,1,841.6,2268,'0'
1,2,0,0,0,0,0.25,5593.333333,15120,'1'
1,1,0,0,0,0,0.25,5534.333333,15061,'0'
1,1,0,0,1,0,1,4291,6370,'0'
1,2,0.999142,0.186567,0,25,1,4529.5,6750,'0'
1,1,0,0.101911,1,5,1,505.5,555,'1'
1,1,0,0.016129,1,51,1,5899.816667,15701,'0'
1,1,0,0.016129,1,0,1,5900.816667,15702,'0'
1,4,0.712232,0.458937,1,551,0.428571,4291,6370,'0'
1,1,0,0.16129,0,6,1,506.5,556,'0'
1,1,0.453716,0.039604,0,12,0.5,504.5,554,'0'
1,1,0.992677,0.096774,1,0,0.333333,515.5,568,'0'
1,1,0.965887,0.224044,0,42,1,512.5,565,'1'
1,1,0,0.240964,0,6,1,507.5,557,'0'
1,1,0,0,0,0,1,4384.5,5959,'0'
1,2,0,0,0,0,0.5,3971,3951,'1'
1,3,0.766583,0.404814,0,82,0.25,4381.5,5956,'0'
1,1,0.615088,0.763547,0,60,0.333333,91,91,'0'
1,7,0.847824,0.072581,0,40,0.555556,1357.5,1612,'1'
1,3,0.952684,0.061785,1,59,1,228,228,'1'
1,2,0.503258,0.152381,1,0,1,4458,4437,'0'
1,2,0.303375,0.190476,0,139,1,4280,5569,'0'
1,1,0.777797,2.147059,0,69,0.666667,57,57,'0'
1,1,0,0.010638,0,52,1,850,1114,'0'
1,3,0.766939,0.65,0,129,0.833333,4403.5,5978,'0'
1,1,0,0.010526,0,69,1,372,381,'0'
1,1,0,0,0,0,1,4271,4251,'0'
1,1,0,0,0,415,0.5,4141.5,5718,'0'
1,7,0.581314,0.154524,0,397,1,5799.4,15525,'1'
1,1,0,0.027491,0,6,1,4576.2,14122,'0'
1,3,0.516733,0.148362,0,159,1,6267.133333,13384,'0'
1,2,0.20481,0.578212,0,86,1,5364.833333,11524,'0'
1,1,0,0.029703,0,3,1,16.5,17,'0'
1,7,0.74782,0.231007,1,1070,0.916667,4491.828571,15891,'1'
1,1,0,0,0,0,0.2,5186.75,11250,'1'
1,2,0.486747,0.484962,1,80,0.666667,5075.711905,16428,'0'
1,2,0.76602,0.106092,0,5,0.6,5645.333333,15172,'0'
1,1,0,0,0,0,1,4850.45,14389,'0'
1,1,0.870229,0.173469,0,99,1,5234.916667,11597,'0'
1,24,0.89112,0.05621,0,1220,0.6875,6063,10032,'0'
1,1,0,0,0,0,1,4909.5,7133,'0'
1,1,0,0,1,0,1,4491.828571,15891,'0'
1,1,0,0,1,0,1,5075.711905,16428,'0'
1,1,0,0.034247,0,0,1,5262.583333,11342,'0'
1,2,0.573906,1.806846,0,767,0.833333,5186.75,11250,'1'
1,3,0.840178,0.115768,1,354,1,5341.166667,10625,'0'
1,2,0.134135,0.263043,0,63,1,6129.833333,9909,'0'
1,2,0.474345,0.18125,0,12,1,1344.5,1599,'1'
1,1,0.936667,0.07027,1,53,1,1148.5,1333,'1'
1,2,0.811278,0.017699,1,4,0.5,1054.833333,1233,'0'
1,1,0,0.186813,0,35,1,1020.5,1198,'0'
1,2,0.100001,0.954545,0,44,1,77,77,'0'
1,3,0.658815,0.42446,1,167,1,68,68,'0'
1,3,0.167869,0.75625,0,8,1,4191.5,5054,'1'
1,3,0.679721,0.224223,1,21,0.416667,4439,4418,'0'
1,1,0,0.986842,0,67,1,75,75,'0'
1,1,0,0,1,0,1,4136,4116,'0'
1,2,0.977418,0.026596,1,56,1,5599.532143,17184,'0'
1,6,0.967638,0.05212,0,898,0.28,5285.583333,16662,'0'
1,1,0,0,0,0,1,5444.357143,16868,'0'
1,2,0.322366,0.402655,0,1729,0.5,5154.711905,16502,'1'
1,2,0.686984,0.654545,1,224,0.666667,4478.828571,15878,'0'
1,1,0,0.033898,0,0,1,5790.333333,15266,'1'
1,7,0.615849,0.119774,1,271,0.75,5539.22381,17060,'1'
1,1,0,0,0,0,0.029412,5391.333333,14918,'1'
1,1,0.764205,0.0625,1,78,0.5,4463.642857,15919,'0'
1,4,0.862065,0.274611,1,133,0.714286,5617.433333,15298,'0'
1,5,0.781865,0.068814,0,227,0.555556,5132.630952,15871,'1'
1,2,0.908178,0.044156,1,27,1,5627.821429,17209,'0'
1,1,0,0.703704,0,2,1,708.166667,1938,'1'
1,1,0,0.145455,0,1,1,4711.916667,13857,'0'
1,1,0,0.354167,0,0,1,4709.216667,13854,'0'
1,1,0,0,0,0,0.333333,4705.216667,13850,'1'
1,2,0.882528,0.097107,0,21,1,747.266667,2019,'0'
1,1,0,0.575342,1,20,1,742.266667,2014,'0'
2,2,0.693464,1.311741,0,376,1,6263.133333,13766,'0'
1,1,0,0,0,54,1,1310.416667,2048,'0'
1,4,0.788501,2.119266,1,281,0.8,5290.5,10292,'0'
1,7,0.600886,0.184879,0,688,0.5,690.5,820,'0'
1,1,1,0,0,0,0.5,4110.5,5456,'0'
1,5,0.054109,0.169753,1,171,0.75,4660,4637,'1'
1,1,0,0,0,0,1,4433.5,6008,'0'
1,1,0,0,0,0,1,4572.5,6251,'0'
1,6,0.694345,0.029126,1,61,1,5127.5,7331,'0'
1,1,0,0,0,0,1,410,410,'0'
1,2,0.639056,0.673077,1,90,1,4571.5,6822,'0'
1,3,0.804367,0.269737,0,0,0.75,4452.5,6027,'1'
1,3,0.772205,0.355422,0,191,1,4721.25,13841,'0'
1,1,0,0.297872,0,149,1,37,60,'0'
1,4,0.789135,0.315673,0,623,1,109,103,'0'
1,1,0,0,0,0,1,5261.75,11325,'0'
1,1,0,0,0,0,1,3966,3946,'1'
1,1,0,0.066667,0,151,1,110.333333,142,'0'
1,1,0,0,0,0,0.111111,4530.016667,14019,'1'
1,2,0,0,0,0,0.0625,5446.333333,14973,'0'
1,1,0,0.065574,0,109,1,1305.416667,2043,'0'
1,4,0.855967,0.016678,1,185,0.833333,4108.5,5454,'0'
1,2,0.810604,0.032506,0,13,0.666667,518,517,'0'
1,1,1,0.435374,0,59,0.75,695.5,825,'0'
1,1,0.627213,0.185273,1,119,1,5493.65,17016,'0'
1,4,0.878762,0.053476,1,35,0.8,5426.495238,16771,'1'
1,1,0,0.016393,0,97,1,1283.416667,2013,'0'
1,12,0.596053,0.041906,0,1086,0.407407,6163.833333,9943,'1'
1,1,0.842658,0.132296,1,50,1,4532.5,6753,'0'
1,2,0,0.0375,0,62,0.666667,4344,6332,'1'
1,3,0.891061,0.095975,1,1,0.75,4164,4144,'0'
1,4,0.924324,0.00718,1,46,0.714286,3675,3656,'0'
1,1,0,0,0,205,0.2,678.633333,1720,'0'
1,1,0,0,0,0,0.2,767.416667,1695,'0'
1,2,0.910294,0.070513,0,200,1,1286.416667,2016,'0'
1,1,0,0.081633,1,11,1,5618.433333,15299,'0'
1,1,0,0.558824,0,5,1,537.5,637,'0'
1,1,0,0.096386,1,0,1,5532.65,17052,'0'
1,5,0.144548,0.127044,1,168,0.615385,5711.833333,15284,'1'
1,1,0,0.008621,1,17,1,5310.416667,10523,'0'
1,1,0,0.012821,1,59,1,5285.083333,10330,'0'
1,1,0,0.009174,1,0,1,5469,8661,'0'
1,1,0,0.073733,1,22,1,1116.5,1354,'1'
1,1,0,0.031373,0,5,1,4337.5,6473,'0'
1,1,0.371232,0.073944,0,0,0.5,4180.5,5684,'1'
1,2,0.830429,0.06264,1,69,1,881,1145,'0'
1,2,0.165824,0.695122,1,86,1,5734.333333,10150,'1'
1,1,0,0,0,64,1,1115.5,1353,'0'
1,1,0.835626,0.237805,1,67,0.5,4353.5,5928,'1'
1,1,0,0.009709,1,8,1,5309,10669,'0'
1,1,0,0.23301,0,5,1,761.416667,1538,'0'
1,2,0.641273,1.025078,0,111,1,1280.75,2010,'1'
1,1,0,0.010989,1,0,1,5292.5,10294,'0'
1,1,0,0.148352,1,0,1,5291.5,10293,'0'
1,1,0,0,0,1,1,5283.5,10285,'0'
1,1,0,0,0,0,1,5287,10278,'0'
1,1,0,0.006211,0,40,1,5892.216667,15660,'0'
1,1,0,0,0,0,0.333333,5645.333333,15172,'0'
1,2,0.866301,0.236181,1,182,1,5230.916667,11593,'1'
1,1,0,0.009346,1,15,1,5304.666667,10681,'0'
1,1,0.02746,0.883721,0,13,1,1282.75,2012,'1'
1,2,0,0,0,0,0.333333,131.5,167,'0'
1,1,0,0,0,0,1,5944.116667,12717,'0'
1,1,0,0,0,0,0.25,3955,3935,'1'
1,2,0.625262,0.324324,1,40,1,5635.383333,15323,'0'
1,1,0,0.333333,1,172,1,654.2,1849,'0'
1,4,0.542892,0.201954,0,413,0.5,5944.116667,12717,'0'
1,6,0.855871,0.480962,0,1515,0.642857,4455.5,6134,'1'
1,1,0,0,0,0,1,3969,3949,'0'
1,7,0.950719,0.041121,0,213,0.777778,3939,3919,'0'
1,1,0,0,0,0,1,407,407,'0'
1,1,0,0.008475,0,37,1,2853,2843,'0'
2,4,0.755018,0.036664,0,1720,0.208333,5241.583333,17632,'0'
2,3,0.732427,0.488506,0,547,0.347826,4422.388095,16742,'1'
1,2,0.049614,1.005168,1,44,1,5257.75,10689,'0'
1,1,0,0.009756,1,3,1,8,8,'1'
1,1,0,0.164021,0,57,1,1686.5,1942,'1'
1,1,0,0.00431,0,27,1,5631.333333,8538,'0'
1,1,0,0.009174,0,6,1,4311.5,6476,'0'
1,1,0,0.009091,0,25,1,4284.5,6399,'0'
1,3,0.831735,0.070539,0,304,1,4516.5,6195,'0'
1,1,0,0.004,0,9,1,2780,2771,'1'
1,5,0,0,0,0,0.071429,2479,2471,'1'
1,1,0,0.302326,1,40,1,5316.5,10640,'0'
1,3,0.414633,0.488889,0,376,0.8,5276,10340,'1'
1,3,0,0,0,0,0.090909,2527,2519,'1'
1,2,0,0.136364,0,143,1,340.5,349,'1'
1,1,0,0.469388,0,47,1,872.883333,2217,'0'
1,1,0,0.245614,1,0,1,4345,5227,'0'
1,1,0,0.078652,1,7,1,270.5,279,'0'
1,2,0.613619,0.081081,0,48,1,267.5,276,'1'
1,38,0.896124,1.836349,1,14006,0.216346,5863.333333,9179,'1'
1,1,0,0.375,1,25,1,6331.666667,9855,'0'
1,1,0,0,0,0,1,4332.5,6468,'0'
1,1,0,1.795455,0,1,1,5891.216667,15659,'1'
1,1,0,2.27451,0,114,1,4575.2,14121,'0'
1,1,0,0.142857,0,61,1,4582,6278,'0'
1,1,0,0.416667,1,2,1,4213.5,5547,'0'
1,1,0,0,1,0,1,4200.5,5534,'1'
1,1,0,0,0,0,1,5882.216667,15650,'0'
1,1,0,0.02459,0,2,1,363,372,'0'
1,2,0,0,0,0,0.037037,4343,5225,'0'
1,2,0,0,0,0,0.04,4306,5188,'0'
1,1,0,0,1,0,0.333333,4237,5119,'0'
1,1,0,0,0,4865,0.113636,4306,5188,'0'
1,1,0,0.020661,1,0,1,341.5,350,'0'
1,1,0,0.013216,0,40,1,272.5,281,'0'
1,1,0,0.026667,1,57,1,4794,4771,'0'
1,3,0,0,0,0,0.013158,2310,2302,'1'
1,1,0,0,0,0,0.5,464,464,'0'
1,1,0.711473,0.39486,1,411,0.5,4237,5119,'0'
1,1,0,0,0,0,1,272.5,281,'0'
1,1,0,1.38961,1,21,1,5861.65,12615,'0'
1,1,0,0,0,0,1,5268.75,11332,'0'
1,1,0.776649,0.07947,1,36,0.666667,5889.216667,15657,'0'
1,1,0,0,0,0,1,4962.333333,14489,'0'
1,2,0.999571,0.287671,1,6,0.5,1261,1512,'1'
1,1,0,0.5,0,1,1,691.5,821,'0'
1,2,0,0,0,0,0.5,4422.5,6101,'0'
1,1,0,0.016129,0,1,1,4212.5,5546,'0'
1,1,0,0.52459,0,26,1,4206.5,5540,'1'
1,7,0.720769,0.075778,1,83,0.8,4455,4434,'1'
1,2,0.708836,0.110092,0,51,1,4071,4051,'0'
1,1,0,0,1,0,1,5889.216667,15657,'0'
1,1,0,0,0,0,0.5,5801.4,15527,'1'
2,7,0.680437,0.428246,0,1985,0.6,4553.388095,16873,'0'
1,1,0,0,0,0,1,5807.4,15532,'1'
1,1,0,1,0,8,1,33,26,'0'
1,1,0,12,0,2,1,4552.5,6766,'0'
1,3,0.937932,0.151376,0,59,0.666667,527.5,580,'0'
1,3,0,0,0,0,0.333333,4447.5,6022,'0'
2,3,0.410118,0.051282,0,47,0.666667,5356.583333,17747,'0'
1,2,0,0,0,0,0.2,5581.333333,15108,'0'
1,1,0,0.012618,0,16,1,1,1,'0'
1,1,0.42844,1.429091,0,94,1,1313.416667,2051,'0'
1,1,0,0.003774,0,0,1,5273.166667,10333,'0'
1,1,0,1.393939,0,2,1,5272.166667,10332,'0'
1,1,0,0.003861,0,73,1,1.5,2,'0'
1,1,0,0.174419,0,5,1,1345.5,1600,'0'
1,1,0,0.055147,0,7,1,1113,1347,'1'
1,1,0,0.107807,0,1,1,944.166667,1297,'0'
1,2,0.727658,0.598201,0,53,0.6,5788,8460,'1'
1,2,0.05704,0.755906,1,5,1,957.5,1079,'1'
1,1,0,0.156997,1,3,1,8,8,'0'
1,1,0,0.024648,0,1,1,7,7,'0'
1,1,0,0.014235,1,0,1,6,6,'0'
1,1,0,0.86121,0,9,1,5,5,'1'
1,1,0,0.970149,0,111,1,4377.5,6594,'0'
1,1,0,0.153846,0,69,1,101,101,'0'
1,1,0,0,0,0,1,1121,1372,'1'
1,1,0,0,0,0,0.333333,4368,6290,'0'
1,1,0,0,0,0,1,2802,2793,'0'
1,24,0.679784,0.523531,0,2759,0.595745,5235.75,11299,'1'
1,1,0.943579,0.032609,0,111,0.666667,437,437,'1'
1,2,0,1,0,158,1,375,384,'0'
1,4,0.349094,0.107507,0,489,0.333333,5928.116667,12701,'0'
1,1,0,0,1,0,1,4297,6491,'0'
1,1,0,0,1,0,1,58,51,'0'
1,1,0,2,0,38,1,1661.666667,1905,'0'
1,2,0,0,1,0,0.25,4590.5,6835,'1'
1,2,0.461216,0.121864,0,0,1,6210.766667,13302,'0'
1,1,0,0,0,0,1,5282,10273,'0'
1,2,0,0,0,0,0.083333,5910.116667,12683,'0'
1,4,0.767925,0.126984,1,514,1,709.966667,1926,'0'
1,1,0,1.46875,0,44,1,806.3,2058,'1'
1,1,0,0,1,0,1,5294.75,11400,'0'
1,1,0,0,0,38,1,1662.666667,1906,'0'
1,2,0,0,1,0,0.2,5611.833333,8489,'1'
1,1,0,4.324675,0,3,1,6.5,7,'0'
1,1,0,0.017391,1,196,1,2.5,3,'0'
1,1,0,0,0,0,1,4455,6030,'0'
1,1,0,0,0,38,1,1663.666667,1907,'0'
1,1,0.797952,1.037736,0,406,0.5,5286.583333,11403,'0'
1,1,0,0,0,0,1,5347.483333,13766,'0'
1,2,0.666578,0.165289,0,118,1,712.5,966,'0'
1,1,0,0.125,0,83,1,371,380,'0'
1,1,0,0,0,0,1,28,28,'0'
1,2,0.989891,1.631313,0,38,1,5189.5,11200,'1'
1,1,0,1.223214,0,20,1,1286.416667,2025,'0'
1,1,0,0,0,0,1,5299.5,10301,'1'
1,1,0,0,0,158,1,1298.416667,2036,'0'
1,1,0,0.518919,1,17,1,4378.5,6595,'0'
1,2,0.970951,0.018868,0,24,1,403,403,'1'
1,1,0.343275,0.341564,0,69,1,103,103,'1'
1,1,0,0.578947,1,18,1,4530.5,6751,'0'
1,3,0.866468,0.254118,0,33,0.75,4336.5,6472,'1'
1,1,0,0.06383,1,21,1,4144.5,5484,'0'
1,1,0,0,0,0,1,4033,5287,'0'
1,1,0,0.107317,0,5,1,104,104,'0'
1,1,0,0.039409,0,64,1,97,97,'0'
1,1,0,0,0,0,1,7.5,8,'0'
1,1,0,0,0,0,0.333333,6.5,7,'0'
1,2,0.091402,0.418782,0,258,1,5358.833333,11522,'0'
1,1,0,0,0,0,1,5272.166667,10332,'0'
1,1,0,0.373333,0,72,1,1266.583333,1995,'0'
1,1,0,0.144231,0,5,1,502.5,552,'0'
1,2,0.973018,0.174603,0,32,0.4,401,401,'0'
1,1,0,0,1,0,1,5084.747619,16419,'0'
1,1,0,0,0,0,1,401,401,'0'
1,1,0,0.086538,1,37,1,5324.75,10515,'0'
1,1,0,0.627451,1,8,1,1437.166667,1978,'0'
1,1,0,0.983871,1,10,1,4566.5,6817,'0'
1,1,0,0.108108,0,10,1,528.5,582,'0'
1,1,0,0.147059,0,133,1,303.5,312,'0'
1,2,0,0,0,0,0.5,1667.666667,1911,'0'
1,1,0,0,0,0,1,434,434,'0'
1,1,0,0,0,0,0.5,442,442,'0'
1,2,0.5,0.014184,0,34,0.75,3966,3946,'0'
1,1,0,0,0,0,1,715.15,1798,'0'
1,1,0,0,0,0,0.125,16.5,17,'0'
1,1,0,0.181818,0,179,1,844,1108,'0'
1,1,0,0.016949,0,2,1,4211.5,5545,'0'
1,1,0,0.142857,1,110,1,4137,5470,'0'
1,3,0.968597,0.112121,1,20,0.5,4079,4059,'0'
1,1,0,0,1,0,0.5,4568.5,6819,'0'
1,1,0,0,0,0,1,5463.166667,8665,'1'
1,1,0.879319,0.293413,0,95,0.5,1265,1516,'0'
1,1,0,0.62069,1,45,1,4167.5,5671,'0'
1,3,0.745805,0.172702,0,170,0.833333,2847,2837,'0'
1,3,0.099451,0.702899,0,214,0.8,4383,4850,'0'
1,1,0.98002,2.233645,0,6,1,4372,5252,'1'
1,2,0,0,1,0,0.2,4225,5107,'0'
1,1,0,0.138298,1,1,1,2854,2844,'1'
1,1,0,0,1,0,0.5,2841,2831,'1'
1,1,0.682606,9,0,516,0.8,381,390,'0'
1,1,0,0.038462,0,198,1,494.5,529,'0'
1,24,0.99504,0.254571,0,5753,0.202312,3043,3033,'0'
1,1,0,0.038462,0,236,1,493.5,528,'0'
1,1,0,2.363636,0,21,1,88,88,'0'
1,1,0,0,0,0,1,1,1,'0'
1,1,0,0,0,21,1,87,87,'0'
1,1,0,0,0,0,1,2,2,'0'
1,1,0,0,1,0,1,5890.216667,15658,'0'
1,1,0,0.763158,0,56,0.5,1628,1867,'0'
1,1,0,0,0,0,0.5,4174.5,5751,'0'
1,2,0,0.830508,1,2,1,895,1159,'0'
1,1,0,0,1,2,1,891,1155,'0'
1,2,0,0,1,0,0.5,890,1154,'1'
1,3,0.859777,0.04893,1,71,0.75,923.333333,1264,'1'
1,1,0.859232,1.164725,0,3541,0.818182,123.842857,451,'0'
1,1,0,0,0,150,1,762.416667,1539,'0'
1,1,0,0.142857,0,2,1,892,1156,'1'
1,1,0,0.405405,1,11,1,890,1154,'0'
1,3,0.748033,0.026608,1,33,1,4514.5,6732,'0'
1,2,0,0,0,0,0.142857,732.85,2002,'0'
1,2,0.774798,0.13617,0,46,0.666667,781.616667,2077,'0'
1,1,0,0,0,0,1,4188.5,5692,'0'
1,2,0.954434,0.004348,0,11,1,4546.733333,14120,'0'
1,4,0.19354,0.523691,0,204,0.75,6388.116667,13541,'0'
1,1,0,0.017964,0,38,1,1669,1918,'0'
1,14,0.929835,2.337446,1,736,0.25,127,116,'1'
1,2,0.989467,0.226974,0,39,1,540,539,'1'
1,1,0,0.161111,1,99,1,257,257,'1'
1,1,0,0.130435,1,1,1,718.05,1954,'0'
1,2,0,0,0,0,0.5,762.533333,2053,'0'
1,1,0,0,0,0,1,315,319,'0'
1,1,0,0,0,0,1,314,318,'0'
1,2,0.88686,0.024691,1,70,1,6394.55,13551,'1'
1,3,0.710481,1.506667,0,352,0.666667,1275.416667,1981,'0'
1,1,0,0.057143,0,37,1,839,1103,'0'
1,1,0,0.428571,0,1,1,316,320,'0'
1,1,0,0,0,0,1,412.5,667,'0'
1,1,0,3.782609,1,90,1,226,204,'0'
1,2,0.770117,0.247368,0,3,1,4188.5,5692,'0'
1,1,0,0,0,0,1,4161.5,5665,'0'
1,1,0,0,0,0,1,6260.133333,13378,'0'
1,1,0,0.194444,1,32,1,5329.75,10604,'0'
1,1,0,0,0,16,1,4723,4700,'0'
1,1,0.999952,1.352273,1,32,0.5,4535,4514,'1'
1,1,0,0.352941,0,34,1,417,417,'1'
1,1,0,0.148148,1,203,1,5287.583333,11404,'0'
1,1,0,0.018868,1,0,1,4537,4516,'0'
1,1,0,0.102041,1,203,1,4562.333333,13894,'0'
1,1,0,0.468085,0,33,1,773.933333,1706,'1'
1,1,0,0.139535,0,43,1,5231.916667,11594,'0'
1,1,0,0.02439,1,104,1,665.583333,1417,'0'
1,1,0,0.02381,0,15,1,216,194,'0'
1,2,0.995005,2.26087,0,12,1,213,191,'1'
1,1,0,1.458333,0,10,1,5944,8387,'1'
1,1,0,0.411765,0,54,1,4519.5,6198,'0'
1,1,0,0.857143,1,83,1,434.5,469,'0'
1,1,0,0.1875,1,1,1,4,4,'1'
1,1,0,0.266667,0,79,1,10,10,'0'
1,1,0,1.066667,0,4,1,964.5,1086,'0'
1,1,0,0,0,0,1,4519.5,6198,'0'
1,1,0,0.083333,0,77,1,282,278,'0'
1,1,0,0.019231,0,40,1,117.1,429,'0'
1,2,0,0,0,0,0.5,5683.333333,15210,'0'
1,1,0,0,0,0,0.5,213,191,'0'
1,1,0,0.160377,1,19,1,5626.871429,17206,'0'
1,1,0,0,0,0,1,5496.65,17018,'0'
1,1,0,0.029126,0,2,1,5495.65,17017,'0'
1,1,0,0.053398,1,5,1,5495.666667,17012,'0'
1,1,0,0.063107,0,2,1,714.683333,2398,'1'
1,1,0,0,1,0,0.5,5373.442857,16781,'0'
1,1,0,0.022727,1,129,1,164.333333,388,'0'
1,1,0,0.191489,1,5,1,1348.5,1603,'0'
1,1,0.912733,0.069307,0,24,1,1047.5,1225,'1'
1,1,0,0.32,0,35,1,1037.5,1215,'0'
1,1,0.842688,0.137536,0,93,1,4393,4833,'1'
1,1,0,1.764706,0,3,1,15,15,'0'
1,1,0,0.0125,0,0,1,14,14,'0'
1,1,0.999411,0.150838,1,67,1,4386,4826,'0'
1,3,0.564263,0.053498,0,6,0.4,1133.333333,1313,'0'
1,1,0.279506,0.240602,1,8,0.5,5961.5,8386,'0'
1,1,0,0,0,0,0.5,6051.5,8382,'1'
1,1,0,0,0,82,1,16,16,'0'
1,1,0,0.048077,1,2,1,23.5,23,'0'
1,1,0,2.644231,0,207,1,148.333333,392,'1'
1,1,0.366578,0.042056,1,0,1,1049.5,1227,'0'
1,1,0,0.286624,0,0,1,1044.5,1222,'1'
1,1,0,0.188679,0,39,1,1036.5,1214,'0'
1,1,0,0.007299,0,0,1,25,25,'0'
1,1,0,0.036496,0,2,1,24,24,'0'
1,1,0,0.216418,0,2,1,21,21,'0'
1,1,0,0,0,0,1,17,17,'0'
1,7,0.772543,0.258405,1,392,0.888889,553,552,'1'
