@relation mydataframe
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute bug {'1','0'}
@data
4,1,9,3,8,1,2,52,0.666667,2,2,16.333333,1,'0'
1,0,3,0,2,3,0.5,29,0.666667,0,0,8,1,'0'
3,0,4,0,4,3,0.333333,28,0.4375,1,1,5.75,1,'0'
2,0,13,73,4,14,0.666667,129,0.366667,1,1,7.4,4,'0'
2,0,26,417,24,26,0.927203,350,0.135279,1,2,10.366667,2,'0'
1,0,9,4,8,2,0.666667,113,0.666667,0,0,27,1,'0'
5,0,3,0,1,2,0,25,0.666667,0,0,11,1,'0'
3,1,4,1,3,1,2,11,0.666667,1,1,4.5,1,'0'
1,0,24,136,17,16,2,138,0.196078,0,0,7.117647,1,'0'
1,0,20,1044,17,42,0.915278,620,0.128728,0,0,11.346939,6,'1'
3,0,5,7,3,5,0.866667,46,0.583333,0,0,6.166667,2,'0'
1,0,157,1164,4,46,0.895833,1163,0.075231,0,0,22.714286,8,'1'
2,0,1,3,1,3,2,12,0.666667,1,2,3,1,'0'
3,0,10,1,5,5,0.333333,45,0.428571,1,1,5.285714,1,'0'
2,0,11,2,11,3,0.444444,62,0.45,1,2,13.75,1,'0'
1,1,23,83,20,7,0.615385,285,0.253846,0,0,19.214286,7,'0'
1,5,13,100,2,15,0.75,195,0.323529,0,0,10.117647,13,'1'
4,0,8,10,5,5,2,28,0.6,1,1,4.6,1,'0'
4,0,3,15,3,6,2,37,0.444444,2,2,5.166667,1,'0'
3,0,10,13,10,5,0.777778,75,0.333333,1,1,9.285714,1,'0'
1,0,4,1,2,2,2,2,0.625,0,0,0,1,'1'
1,0,5,0,1,1,2,1,1,0,0,0,1,'0'
3,0,3,1,3,1,2,12,0.666667,1,1,4.5,1,'0'
1,0,6,3,4,2,2,19,0.333333,0,0,5.333333,1,'0'
3,0,8,11,8,3,0.809524,334,0.314815,1,1,31.7,1,'0'
2,0,2,108,1,17,0.914063,105,0.367647,0,0,4.705882,2,'0'
2,0,3,1,3,2,2,11,0.833333,0,0,4.5,0,'0'
1,1,31,14,30,6,0.761905,207,0.35,0,0,24.5,1,'0'
1,0,6,0,2,1,2,1,1,0,0,0,1,'0'
1,0,6,0,1,1,2,1,1,0,0,0,1,'0'
2,0,11,1,10,6,0.638889,126,0.277778,1,1,11.2,2,'1'
3,0,14,13,11,3,0.722222,95,0.388889,1,1,12.142857,1,'0'
3,0,1,4,1,3,0.666667,16,0.666667,1,1,2.75,1,'0'
2,39,56,256,16,16,0.793478,308,0.31677,1,1,11.666667,3,'1'
1,0,3,3,2,3,2,22,0.666667,0,0,6.333333,3,'0'
4,0,4,3,3,3,2,12,0.666667,1,2,3,1,'0'
1,0,2,1,0,2,2,2,0.75,0,0,0,1,'0'
4,0,6,16,5,9,0.625,69,0.481481,1,1,6.444444,2,'0'
3,0,4,3,4,2,2,16,0.5,1,1,4.333333,1,'0'
1,0,8,0,1,1,2,1,1,0,0,0,1,'0'
0,0,26,143,24,10,0.87037,252,0.161616,0,0,11.789474,3,'0'
1,0,1,4,0,9,0.625,59,0.288889,0,0,5.222222,1,'0'
1,3,13,36,10,7,0.606061,223,0.424242,0,0,17.333333,1,'0'
1,0,0,0,0,1,2,1,1,0,0,0,1,'0'
2,0,10,0,9,11,0.3,104,0.363636,0,0,8.272727,1,'1'
3,0,17,424,16,27,0.86875,284,0.137741,0,0,7.30303,2,'0'
1,2,14,48,12,3,0.886364,306,0.218182,0,0,23.833333,4,'0'
4,0,8,26,7,8,0.285714,66,0.35,2,3,7.125,1,'0'
1,0,5,0,4,3,0,53,0.5,0,0,16.333333,1,'0'
1,0,2,0,1,1,2,1,1,0,0,0,1,'0'
1,0,0,0,0,0,2,0,0,0,0,0,0,'0'
1,0,4,1,3,2,2,9,1,0,0,3.5,1,'0'
2,0,1,3,1,3,2,12,0.666667,1,2,3,1,'0'
1,0,5,0,1,1,2,1,1,0,0,0,1,'0'
3,0,12,12,10,6,0.625,132,0.3125,0,0,13.444444,4,'1'
1,0,17,85,16,13,0.838235,268,0.165775,0,0,13.444444,7,'0'
1,0,4,0,3,2,0,17,0.666667,0,0,7,1,'0'
6,0,13,16,12,7,0.714286,134,0.291667,0,0,15.5,1,'0'
2,0,5,4,5,5,0.666667,32,0.466667,1,20,4.8,1,'0'
0,0,3,4,3,4,0.666667,22,0.5,0,0,4.25,1,'0'
1,2,15,19,11,3,0.75,415,0.271605,0,0,40.1,10,'1'
3,0,9,0,9,1,0.666667,174,0.36,1,1,27.5,6,'0'
4,0,5,18,4,9,0.7,96,0.333333,0,0,9.111111,3,'0'
0,0,3,1,3,2,2,12,1,0,0,5,1,'0'
1,3,4,63,1,11,0.74359,148,0.487179,0,0,9.357143,6,'0'
3,0,6,9,4,5,0.5,52,0.309524,1,4,6.285714,2,'0'
1,0,2,1,1,2,2,2,1,0,0,0,1,'0'
1,0,4,10,0,5,2,5,1,0,0,0,1,'0'
1,0,4,24,4,5,0.375,125,0.444444,0,0,12.666667,2,'0'
1,0,3,27,2,10,0.666667,69,0.425,0,0,5.6,1,'0'
4,0,9,39,9,10,0.666667,68,0.35,1,1,5.7,1,'0'
1,0,3,1,1,2,2,2,1,0,0,0,1,'1'
1,0,11,11,2,6,0.75,166,0.5,0,0,21.857143,1,'1'
1,2,13,14,6,7,0.527778,765,0.296296,0,0,57.615385,14,'1'
1,0,6,516,1,41,0.875,507,0.297561,0,0,10.95122,1,'0'
3,0,7,137,6,21,0.772727,230,0.402174,2,6,8.782609,4,'0'
6,0,12,0,12,2,0.583333,109,0.4,1,1,25.25,2,'0'
4,0,12,0,12,3,0.25,262,0.36,1,1,50.8,1,'0'
1,0,67,3,2,3,2,3,0.555556,0,0,0,1,'0'
3,0,4,3,4,2,1.5,30,0.5,1,2,8.333333,1,'1'
3,0,8,81,8,14,0.470588,218,0.277778,2,7,11.055556,2,'0'
5,0,4,0,2,2,0,23,0.666667,0,0,10,1,'0'
2,0,8,0,7,5,0.142857,187,0.404762,1,2,22.25,3,'0'
1,1,10,41,2,10,0.883333,94,0.327273,0,0,7,1,'0'
3,0,13,8,12,2,0.5,66,0.472222,0,0,12,1,'0'
3,0,6,4,6,3,0.666667,64,0.4,1,3,14.75,1,'0'
1,0,6,3,4,2,2,24,0.5,0,0,7,1,'0'
1,0,1,1,0,2,2,2,1,0,0,0,1,'0'
5,0,4,0,4,2,0,22,0.666667,0,0,9.5,1,'0'
1,0,0,6,0,3,2,19,0.5,0,0,3.75,1,'0'
1,0,7,179,7,14,0.892045,144,0.189394,0,0,4.913043,1,'0'
1,0,8,0,0,1,2,1,1,0,0,0,1,'0'
4,0,6,10,5,5,2,28,0.6,1,1,4.6,1,'0'
1,0,0,0,0,5,0.5,32,0.466667,0,0,5,1,'0'
1,0,1,1,1,2,2,26,0.75,0,0,12,1,'1'
1,0,0,2,0,5,0.625,29,0.466667,0,0,4.4,1,'0'
3,0,18,65,17,14,0.615385,149,0.2,0,0,9.5,2,'0'
0,2,8,26,5,1,0.857143,108,0.4,0,0,12.375,5,'0'
1,0,8,9,5,5,0.5,241,0.333333,0,0,33.285714,1,'0'
2,0,6,1,1,1,2,18,1,0,0,8,1,'0'
1,2,8,47,6,8,0.75,94,0.311688,0,0,7.363636,2,'0'
3,0,3,1,3,1,2,13,0.666667,1,1,5.5,1,'0'
1,0,2,0,1,8,0.142857,146,0.4,0,0,17,4,'0'
3,0,6,0,5,5,0.375,50,0.333333,2,6,8.6,2,'0'
1,0,7,0,6,3,0.5,39,0.555556,0,0,11.333333,1,'0'
2,0,16,36,11,10,0.880952,119,0.185185,1,1,7.615385,2,'0'
2,0,3,1,2,2,0.5,34,0.666667,1,1,10,1,'1'
1,0,33,122,27,8,0.726316,930,0.244019,0,0,45,9,'1'
1,0,29,99,25,12,1.044643,566,0.202381,0,0,36.2,6,'0'
3,0,4,0,4,1,0,26,0.555556,1,1,7.333333,1,'0'
1,0,3,3,3,3,2,13,0.333333,0,0,3.333333,1,'0'
4,1,9,3,8,1,2,52,0.666667,2,2,16.333333,1,'0'
1,0,3,8,2,5,0.5,57,0.3,0,0,10.2,2,'0'
6,0,13,29,13,8,0.722222,182,0.242857,0,0,16.8,1,'0'
1,0,7,3,7,3,2,113,0.533333,0,0,36.666667,1,'0'
1,0,4,3,4,3,2,12,0.833333,0,0,3,1,'0'
4,0,6,19,5,7,0.333333,46,0.47619,1,2,5.428571,1,'0'
1,0,14,78,12,11,2,297,0.274725,0,0,21.846154,4,'0'
5,0,2,0,1,2,1,21,0.75,0,0,8.5,1,'0'
4,0,16,490,13,29,0.878906,352,0.128205,2,3,9.424242,4,'0'
2,0,14,305,10,21,0.84,208,0.214286,1,3,6.923077,1,'0'
1,0,1,95,0,12,0.285714,106,0.377778,0,0,5.933333,1,'0'
5,0,6,6,2,3,0.916667,67,0.36,0,0,11.8,2,'1'
2,0,10,17,9,4,0.666667,61,0.261905,1,1,7.428571,1,'0'
1,0,5,0,3,1,2,1,1,0,0,0,1,'0'
3,0,10,0,10,1,0.5,119,0.4375,1,1,22.2,3,'1'
3,0,5,1,4,1,2,9,0.75,1,1,3.5,1,'0'
0,0,7,1,6,2,0.5,48,0.75,0,0,14.666667,1,'0'
1,0,179,91,7,14,2,14,0.238095,0,0,0,1,'1'
1,0,4,32,4,7,0.6875,112,0.311111,0,0,11.222222,2,'0'
3,0,21,0,21,2,0.640625,314,0.28125,1,1,33,2,'0'
3,0,15,54,12,5,0.636364,239,0.242424,0,0,18.833333,8,'1'
1,0,4,1,3,2,2,9,1,0,0,3.5,1,'0'
3,0,11,128,8,14,0.701754,313,0.190789,2,5,14.5,4,'0'
1,0,0,1,0,1,2,22,0.5,0,0,10,2,'0'
2,0,7,9,6,6,0.666667,36,0.444444,1,20,4.5,1,'0'
1,0,5,33,2,14,0.595238,210,0.22619,0,0,12.6,3,'1'
3,0,2,4,0,4,2,34,0.625,1,3,7.5,2,'0'
3,0,6,0,2,4,0,52,0.4375,0,0,11.75,2,'1'
2,0,9,0,9,1,0.5,46,0.533333,1,2,13.666667,1,'0'
2,0,4,0,4,4,0,80,0.444444,1,1,12.166667,3,'0'
2,0,8,1,8,2,2,56,0.6,1,1,27,6,'0'
1,0,6,0,0,6,0.4,57,0.5,0,0,8,2,'1'
2,12,24,31,6,6,0.666667,162,0.266667,0,0,15,4,'1'
2,0,4,0,1,6,0,58,0.5,0,0,8.5,1,'1'
1,0,0,0,0,0,2,0,0,0,0,0,0,'0'
0,0,14,4,12,2,0.666667,88,0.833333,0,0,20.75,2,'0'
1,0,8,28,6,5,2,75,0.416667,0,0,8.375,3,'0'
3,0,6,0,6,2,0,24,0.6,0,0,10.5,1,'0'
1,0,5,3,4,3,2,3,0.777778,0,0,0,1,'0'
1,0,5,0,3,1,2,1,1,0,0,0,1,'0'
3,0,15,43,13,16,0.647059,251,0.166667,1,6,12.777778,3,'0'
3,0,18,126,17,14,0.782895,299,0.16,1,1,13.55,2,'0'
3,0,7,0,7,2,0.666667,27,0.6,0,0,11,1,'0'
1,0,15,3,2,3,2,3,0.666667,0,0,0,1,'0'
2,0,4,4,1,2,0.958333,100,0.444444,1,1,22,1,'0'
1,0,274,0,1,1,2,1,1,0,0,0,1,'0'
4,0,7,10,6,5,2,34,0.466667,2,4,5.8,1,'0'
1,0,7,10,6,8,0.642857,76,0.270833,0,0,8.25,3,'1'
1,0,10,137,10,15,0.935294,319,0.176471,0,0,16.166667,3,'0'
1,0,16,562,4,35,0.932653,271,0.210317,0,0,6.138889,3,'0'
1,0,18,61,16,10,0.89011,189,0.1875,0,0,10.733333,1,'0'
1,0,3,6,3,2,2,93,1,1,2,22.25,1,'0'
1,0,6,105,1,13,2,519,0.28,0,0,33.6,5,'1'
1,0,7,11,6,6,0.8,28,0.416667,0,0,3.333333,1,'0'
1,0,9,21,6,7,2,35,0.47619,0,0,4,1,'0'
4,0,7,0,3,1,0,30,0.666667,1,1,13.5,2,'1'
2,0,1,3,1,3,2,12,0.666667,1,2,3,1,'0'
1,0,0,0,0,1,2,1,1,0,0,0,1,'0'
1,0,23,1,0,2,2,2,1,0,0,0,1,'0'
1,0,20,0,19,7,0.357143,513,0.457143,0,0,62.875,8,'0'
1,0,10,73,10,10,0.461538,192,0.306122,0,0,12.571429,2,'0'
1,0,11,1,11,2,2,46,0.75,0,0,22,1,'0'
1,0,0,6,0,5,0.75,24,0.466667,0,0,3.4,1,'0'
4,0,10,8,10,3,0.5,145,0.44,2,5,27.8,1,'0'
1,0,17,31,13,6,0.779412,693,0.227941,0,0,37.055556,8,'0'
1,0,0,0,0,0,2,0,0,0,0,0,0,'0'
2,0,12,21,11,4,0.8625,180,0.2,1,1,14.636364,3,'0'
1,0,167,0,1,1,2,1,1,0,0,0,1,'0'
1,0,7,72,4,11,0.833333,212,0.106061,0,0,15.230769,4,'0'
2,0,9,85,8,14,0.769231,83,0.303571,1,20,4.714286,1,'0'
1,0,4,0,3,3,0,27,0.555556,0,0,7.666667,1,'1'
5,0,2,0,1,1,2,14,1,0,0,12,0,'0'
1,0,3,1,1,2,2,7,0.666667,0,0,2.5,1,'0'
0,1,37,28,36,9,2,566,0.256944,0,0,46.166667,6,'0'
2,0,7,0,5,1,2,12,1,0,0,11,0,'0'
1,0,22,0,0,1,2,1,1,0,0,0,1,'0'
1,0,4,0,2,6,0,46,0.444444,0,0,6.5,1,'1'
1,0,4,3,0,2,1.5,201,0.333333,0,0,61.333333,9,'0'
2,0,8,3,7,2,2,44,0.75,0,0,13.666667,1,'0'
1,3,8,46,7,8,0.454545,102,0.22619,0,0,7.416667,2,'0'
1,0,2,0,2,4,0.666667,28,0.4375,0,0,5.25,1,'0'
