@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute pd numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0,0.006667,0.04,150,0,91,1626.5,2633,'0'
1,1,0.691059,0.090909,0.073864,234.666667,0,22,1284,1648,'0'
1,1,0,0.202797,0.013986,143,0,36,449,449,'0'
1,1,0,0.202797,0.013986,143,0,119,450,450,'0'
1,1,0.997304,0.055556,0.022222,54,0,125,1307,1671,'0'
1,3,0.84547,0.017725,0.031512,677,0,396,1336.679118,5632,'0'
1,1,1,0.008658,0,462,1,160,943.619048,2114,'0'
1,1,0,0,0.006565,457,0,49,1540.259524,4561,'0'
1,2,0.883037,0.040018,0.00138,724.666667,0,13,1416.566667,4021,'0'
1,1,0,0.028953,0,449,0,15,1413.566667,4018,'0'
1,1,1,0.002288,0,437,0,101,1621.05,3546,'0'
1,3,0.93499,0.004161,0.006892,480.625,1,370,554.833333,759,'0'
1,2,0.842045,0.026107,0.017026,352.4,0,774,1364,1876,'0'
1,1,0,0.058005,0.011601,431,0,46,1327.5,1818,'0'
1,1,0,0.223325,0,403,0,28,1298,1662,'0'
1,1,0,0.019178,0.005479,365,0,1,1321.5,1385,'0'
1,1,0.826286,0.049718,0.020339,295,1,84,773,773,'0'
1,1,1,0.002413,0.002413,414.5,0,112,742,742,'0'
1,1,0,0.007937,0.007937,378,0,0,216,216,'0'
1,1,0.779277,0.027491,0.003124,533.5,0,0,187,187,'0'
1,5,0.771845,0.010029,0.005175,551.323529,0,847,1272.20119,3951,'0'
1,2,1,0.003172,0.003172,630.5,0,0,391.833333,443,'0'
1,1,0,0.021978,0.001832,546,0,120,1241.048413,3914,'0'
1,1,0.966513,0.016928,0.00627,531.666667,0,63,3078.957143,8533,'0'
1,1,0.918296,0.011257,0.002814,533,1,0,1986.585714,6717,'0'
1,5,0.922625,0.02043,0.000541,568.538462,0,741,1990.352381,6651,'0'
1,1,0,0.032407,0.027778,432,0,39,1501.516667,3634,'0'
1,1,0,0.004673,0.002336,428,0,0,1643.833333,2729,'0'
1,3,0.82583,0.019629,0.005453,229.25,0,12,474.25,663,'0'
1,1,0,0.028235,0.035294,425,0,0,2164.5,3081,'0'
1,1,0,0.016787,0.016787,417,0,28,717.666667,984,'0'
1,1,0,0.038647,0.038647,414,0,0,1309,1673,'0'
1,1,0,0.004831,0.002415,414,0,8,1308,1672,'0'
1,1,0,0.002415,0,414,0,0,1248.5,1501,'0'
1,1,0,0.062954,0.029056,413,0,14,1247.5,1500,'0'
1,1,0.627213,0.028803,0.013015,275.705882,0,644,1316,1379,'1'
1,1,0,0.015544,0.018135,386,0,28,1094,1094,'0'
1,1,0,0.01,0.01,400,0,5,893,893,'0'
1,1,0,0.065,0.04,400,0,6,883,883,'0'
1,1,0.919275,0.011326,0.022652,423.8,0,51,857,857,'0'
1,1,0,0.32659,0,346,0,3,503,503,'0'
1,1,0.912805,1.12923,0,241.888889,0,1320,156,156,'0'
1,1,0,0.046584,0,322,0,11,260,260,'0'
1,1,1,0.002649,0.002649,377.5,0,3,239,239,'0'
1,1,0.918296,0.016566,0.001506,332,0,0,180,180,'0'
1,1,0,0.01005,0.01005,199,0,0,131,131,'0'
1,1,0,0.261307,0.160804,199,0,0,108,108,'0'
1,1,0,0.005587,0.005587,179,0,0,94,94,'0'
1,1,0,0.055866,0.005587,179,0,0,93,93,'0'
1,1,0,0,0.011494,174,0,0,91,91,'0'
1,1,0,0.017143,0.028571,175,0,0,90,90,'0'
1,1,0,0.028409,0.011364,176,0,0,89,89,'0'
1,1,0,0.005714,0,175,0,0,85,85,'0'
1,5,0.997802,0.021626,0.024658,115.062016,0,0,357,357,'0'
1,1,0,0.006217,0,1126,0,106,1170.841994,5401,'0'
1,6,0.999349,0,0.005172,1514.666667,0,50,914.294444,2779,'0'
1,1,0,0,0.000898,1114,1,1,1486.061688,5138,'0'
1,1,0,0.019731,0.000897,1115,1,3,893.750397,2751,'0'
1,1,0,0.113327,0.014506,1103,0,57,1308.695418,3265,'0'
1,1,0,0,0.007505,1066,0,0,1223.549747,4719,'0'
1,1,0,0.000934,0.000934,1071,0,77,1222.549747,4718,'0'
1,1,0,0.00747,0,1071,0,117,1175.15184,4552,'0'
1,1,0,0.003756,0,1065,0,44,1187.887698,4305,'0'
1,1,0,0.016023,0,1061,0,102,1242.048413,3915,'0'
1,1,0,0.004762,0.000952,1050,0,19,1751.79881,5452,'0'
1,1,0,0.000969,0,1032,0,33,1460.933333,3643,'0'
1,1,0,0.006796,0,1030,0,14,1546.6,3628,'0'
1,1,0,0.000972,0.000972,1029,1,17,1540.9,3585,'0'
1,1,0.937231,0.003713,0.000413,808,0,50,1601.15,3518,'0'
1,1,0,0.000974,0.000974,1027,0,3,1594.683333,3432,'0'
1,1,0.536436,0.037115,0.027836,592.75,0,35,1571.916667,3379,'0'
1,2,0.162326,0.066331,0.004198,595.5,0,196,1533.833333,3225,'0'
1,1,0,0.002924,0.002924,1026,0,2,1133,2008,'0'
1,1,0.515947,0.003107,0.023822,965.5,0,73,1114.083333,1923,'0'
1,1,0.999338,0.012376,0.014851,606,0,0,513.5,710,'0'
1,1,0.999473,0.015664,0.014839,606.5,0,25,511.5,708,'0'
1,1,0,0.01497,0.00499,1002,0,2,1639.666667,2721,'0'
1,1,0,0.00201,0.00201,995,0,11,1540.833333,2536,'0'
1,1,0,0.01809,0.00603,995,0,11,469,611,'0'
1,1,0,0.005319,0,940,0,5,759.833333,1044,'0'
1,1,0.624299,0.042491,0.013187,682.5,0,228,746.166667,1021,'0'
1,3,0.317556,0.019502,0.039004,803.333333,0,65,1326,1690,'0'
1,1,0,0.02795,0.015528,966,0,15,1310,1674,'0'
1,1,0,0.002105,0,950,0,15,1222,1586,'0'
1,1,0.936667,0.015362,0.00951,683.5,0,4,1179,1543,'0'
1,1,0.867404,0.020882,0.012065,431,0,39,1253.5,1506,'0'
1,1,0,0.002112,0.003168,947,0,3,1366,1437,'0'
1,1,0,0.0074,0.006342,946,0,0,1357.5,1422,'0'
1,1,0,0.00418,0.003135,957,0,2,1353.5,1418,'0'
1,1,0,0.020855,0.008342,959,0,2,1346.5,1410,'0'
1,1,0.811278,0.002819,0,709.5,0,90,1246.5,1304,'0'
1,1,0,0.037234,0.01383,940,0,2,886,886,'0'
1,1,1,0.001767,0,566,0,6,879,879,'0'
1,1,0.888108,0.012179,0.010149,492.666667,0,0,877,877,'0'
1,1,0,0.001062,0.003185,942,0,0,851,851,'0'
1,1,0,0,0.006336,947,0,0,843,843,'0'
1,1,0,0.002112,0,947,0,0,837,837,'0'
1,1,0,0.009259,0.00463,864,0,3,782,782,'0'
1,1,0,0.010576,0,851,0,3,502,502,'0'
1,3,0.837944,0.427866,0.468958,362.295775,0,2757,288,288,'1'
1,1,0,0.003226,0.009677,930,0,0,267,267,'0'
1,1,0,0.010718,0.009646,933,0,19,265,265,'0'
1,1,0,0.003209,0.00107,935,0,0,241,241,'0'
1,1,0,0.001071,0,934,0,4,240,240,'0'
1,3,0.740778,0.072627,0.015778,665.5,0,0,209,209,'0'
1,1,0,0.001086,0.001086,921,0,0,200,200,'0'
1,1,0,0.014115,0.004343,921,0,0,199,199,'0'
1,1,0.77877,0.235144,0.113738,521.666667,0,0,169,169,'0'
1,1,0.712064,0.048154,0.017657,623,0,0,122,122,'0'
1,1,0,0.005128,0,780,0,0,104,104,'0'
1,1,0.27867,0.080629,0.000983,508.5,0,0,80,80,'0'
1,1,0,0.009722,0.001389,720,0,0,33,33,'0'
1,1,0.968636,0.050265,0.033069,504,0,378,466,466,'0'
1,1,0,0.025641,0.00641,156,0,15,1046.103571,3444,'0'
1,3,0.989498,0.026718,0.009542,174.666667,0,184,1541.611905,4482,'0'
1,2,0.986787,0.116041,0.010239,146.5,0,156,494.416667,658,'0'
1,1,0.797731,0.005904,0.004831,465.75,0,356,1584.45,3418,'0'
1,1,0,0.007299,0.007299,137,0,222,1623,2628,'0'
1,2,1,0.022472,0.005618,178,0,3,576.5,701,'0'
1,1,0.970951,0.018265,0,547.5,0,15,1224,1588,'0'
1,3,0.96023,0.017544,0.011696,57,0,303,1130.416667,1952,'0'
1,1,0,0.005,0.005,1000,0,111,1570.690476,4441,'0'
1,1,0,0.019019,0.001001,999,0,1,1402.266667,3898,'0'
1,1,0,0.005056,0,989,0,3,632.25,1357,'0'
1,1,0,0.007099,0.003043,986,0,41,1098.15,2650,'1'
1,1,0,0.002033,0.002033,984,0,5,777.416667,1031,'0'
1,2,0.970951,0.001633,0.000408,1224.5,0,3,1123.316667,2538,'0'
1,1,0,0.001021,0,979,0,3,1441.95,3764,'0'
1,2,0.836641,0.006029,0.000431,1161,0,56,1114.7,2523,'1'
1,1,0,0.008247,0.002062,970,0,36,519.25,692,'0'
1,1,0,0.004141,0,966,0,34,1525.016667,3633,'0'
1,1,0,0.001037,0,964,0,0,1562.45,3444,'0'
1,1,0,0.003115,0.003115,963,0,0,1561.45,3443,'0'
1,1,0,0.005247,0,953,0,92,1585.45,3419,'0'
1,1,0,0.037634,0.015054,930,0,7,230.833333,280,'0'
1,1,0,0.03915,0,894,0,4,170.5,208,'0'
1,1,0,0.00114,0.004561,877,0,12,1627,2747,'0'
1,1,0,0.075,0.003409,880,0,1,3975.666667,4901,'0'
1,1,0,0.004545,0,880,0,2,1640.666667,2722,'0'
1,1,0,0.001142,0.001142,876,0,2,1664.833333,2672,'0'
1,1,0,0.005708,0,876,0,27,1077.5,1580,'0'
1,1,0,0.006873,0.003436,873,0,33,470,612,'0'
1,2,0.428574,0.001829,0.017683,410,0,347,1422,2117,'0'
1,2,0.727371,0.013209,0.009785,681.333333,0,17,1343.5,1715,'0'
1,2,0.591673,0.001241,0.003104,805.5,0,0,1331.5,1696,'0'
1,1,0.8142,0.097257,0.014963,601.5,0,79,1337.5,1401,'0'
1,1,0,0.01148,0.003827,784,0,8,1326.5,1390,'0'
1,1,0,0.047497,0.028241,779,0,26,1247.5,1305,'0'
1,1,0,0.007802,0.007802,769,0,0,197,180,'0'
1,4,0.992559,0.014523,0.025113,826.25,1,0,196,179,'0'
1,1,0,0.010512,0.019711,761,0,16,1081,1081,'0'
1,1,0,0.003942,0.003942,761,0,8,1024,1024,'0'
1,1,0,0.001314,0,761,0,35,985,985,'0'
1,1,0.953432,0.01895,0.003553,633.25,0,83,767,767,'0'
1,1,0,0.001328,0.001328,753,0,65,761,761,'0'
1,1,0,0.001328,0.001328,753,0,4,506,506,'0'
1,1,0,0.014628,0.003989,752,0,1,242,242,'0'
1,2,0.836641,0.049826,0.019699,431.5,0,0,175,175,'0'
1,1,0,0.002994,0.002994,668,0,0,110,110,'0'
1,1,0,0.055389,0,668,0,0,105,105,'0'
1,1,0,0.01252,0.010955,639,0,0,92,92,'0'
1,1,0,0.012346,0,81,0,0,1574.916667,3463,'0'
1,2,0.463729,0.015228,0.192893,65.666667,0,271,1350.5,1415,'0'
1,1,0,0.0625,0.025,80,0,24,785,785,'0'
1,1,0,0.06383,0.042553,47,0,0,1346,1858,'0'
1,1,0,0.021739,0.021739,46,0,64,1345,1857,'0'
1,1,0,0.563636,0.018182,55,0,65,565.566667,817,'0'
1,1,0,0.050633,0.113924,79,0,17,1589.933333,3426,'0'
1,1,0.766969,0.054348,0.071196,262.857143,0,723,1570.416667,3365,'1'
1,1,0.721928,0.02924,0,85.5,0,8,799,799,'0'
1,1,0,0,0,0,0,27,392,392,'0'
1,1,0.94566,0.012931,0.010776,232,0,314,1539.333333,4288,'0'
1,1,0.709249,0.006387,0.015968,417.5,0,369,1505.516667,3641,'0'
1,1,0,0.034188,0.034188,234,0,2,901,901,'0'
1,1,0,0.038462,0.042735,234,0,11,895,895,'0'
1,1,0.908784,0.016216,0.031579,234.333333,0,264,872,872,'1'
1,1,0,0.008439,0,237,0,0,221,221,'0'
1,1,0,0.011364,0.011364,176,0,0,78,78,'0'
1,1,0,0.016667,0.014286,420,0,41,721.433333,1803,'0'
1,1,0,0.002387,0.002387,419,0,1,756.533333,1669,'0'
1,1,0,0.050119,0.00716,419,0,31,740.433333,1649,'0'
1,1,0,0.01269,0,394,0,0,730.15,1552,'0'
1,1,0,0,0.002558,391,0,0,726.15,1548,'0'
1,2,0,0,0,440,0,0,725.15,1547,'1'
1,1,0,0.086393,0.032397,463,1,120,1440.533333,3747,'0'
1,1,0,0.025,0.006818,440,0,0,1622.05,3547,'0'
1,1,0,0.004577,0.004577,437,0,0,1328.5,1819,'0'
1,1,0,0.038902,0.006865,437,0,21,1326.5,1817,'0'
1,1,0,0.002364,0.002364,423,1,29,262.666667,314,'0'
1,1,0,0.021277,0.002364,423,0,2,1327.5,1692,'0'
1,1,0,0.002331,0.002331,429,0,62,745,745,'0'
1,1,0.982141,0.006272,0,372,0,0,178,178,'0'
1,1,0,0.011952,0.003984,251,0,602,1516.166234,5206,'0'
1,1,0,0.028226,0,248,0,300,1421.983333,3681,'0'
1,1,0,0.036585,0.004065,246,0,11,471,613,'0'
1,1,0.881291,0.003359,0.013434,595.5,0,4,1183,1547,'0'
1,1,0,0.083333,0.065789,228,1,11,1222.5,1472,'0'
1,1,0,0.004032,0,248,0,5,243,243,'0'
1,1,0.622273,0.091228,0.038596,285,0,0,215,215,'0'
1,1,0.936667,0.023404,0.012766,235,0,0,82,82,'0'
1,1,0,0.008621,0.00431,232,0,0,77,77,'0'
1,1,0,0.003058,0.003058,327,0,215,659.667857,1690,'0'
1,1,1,0.006061,0.006061,165,0,232,1391.616667,3957,'0'
1,1,0.760535,0.094669,0.082852,338.5,0,322,1624.166667,2531,'1'
1,1,0,0.003195,0,313,0,0,1333,1826,'0'
1,1,0,0.051282,0.048077,312,0,54,1332,1825,'0'
1,1,0.948078,0.025506,0.00088,568.5,0,23,1145,1509,'0'
1,1,0,0.043344,0,323,0,11,1247.5,1497,'0'
1,1,0,0.00639,0.009585,313,0,1,1352.5,1417,'0'
1,1,0,0.009585,0.003195,313,0,1,1346.5,1411,'0'
1,1,0.96961,0.049116,0.032744,509,0,85,463,463,'0'
1,1,0,0.140468,0.123746,299,0,4,234,234,'0'
1,1,0.834902,0.101974,0.041447,380,0,0,166,166,'0'
1,2,0.842089,0.003472,0.007813,384,0,0,145,145,'0'
1,1,0,0.263889,0.097222,72,0,24,786,786,'0'
1,1,0,0.222222,0.277778,18,0,1,175.5,213,'0'
1,1,0,0,0,18,0,0,170.5,208,'0'
1,1,0,0,0.013333,75,0,22,434.333333,570,'0'
1,1,0,0.025974,0.012987,77,0,4,1359.5,1883,'0'
1,1,0,0.004608,0.004608,217,0,75,1130.173682,3612,'0'
1,1,0,0.034826,0,201,0,1,1320.5,1384,'0'
1,1,0,0.35567,0.025773,194,0,69,762,762,'0'
1,1,0,0.070513,0.051282,156,0,0,129,129,'0'
1,1,0,0.009346,0.009346,107,0,22,1619.5,2757,'0'
1,1,0.985057,0.016293,0.016293,163.666667,0,204,757,757,'0'
1,1,0,0.008403,0,119,0,1,227,227,'0'
1,2,1,0,0.004577,218.5,0,28,443.333333,580,'0'
1,1,0.887976,0.037441,0.018721,320.5,0,15,888,888,'0'
1,4,0.997593,0.022682,0.022682,187.375,1,480,85,85,'0'
1,1,0,0.004082,0,245,0,0,181,181,'0'
1,1,0,0.004098,0.004098,244,0,0,149,149,'0'
1,1,0,0.025,0.025,80,0,17,880,880,'0'
1,1,0,0.0625,0,80,0,14,813,813,'0'
1,1,1,0.003623,0.003623,276,0,70,747,747,'0'
1,1,0,0.002105,0.001053,950,0,122,452,452,'0'
1,1,0.865929,0.011578,0.004288,583,0,196,1181.54831,5418,'0'
1,1,0,0.018416,0,543,0,62,1166.841994,5397,'0'
1,1,0.935267,0.005557,0.00425,305.9,0,20,1719.008333,5375,'0'
1,1,0.650022,0.004735,0.000947,528,0,109,788.262302,1925,'0'
1,1,0,0.00759,0,527,0,8,1032.888095,2960,'0'
1,1,0,0.001901,0,526,0,70,694.416667,1365,'0'
1,1,0,0.001905,0.001905,525,0,0,1516.733333,4224,'0'
1,1,0,0.008163,0.008163,490,0,30,1508.1,4145,'0'
1,1,0,0.002045,0,489,0,0,572.333333,829,'0'
1,1,0,0.002049,0,488,0,85,571.333333,828,'0'
1,1,0,0.08642,0.090535,486,0,7,2562.383333,5388,'0'
1,1,0.981065,0.005732,0.01452,261.7,0,185,1270,1634,'0'
1,1,0,0.004149,0,482,0,1,1204,1568,'0'
1,1,0.969803,0.050562,0.02177,712,0,34,1355.5,1420,'0'
1,1,0,0.155844,0.030303,462,1,11,1125,1128,'0'
1,1,0.939742,0.024281,0.043165,370.666667,0,16,900,900,'0'
1,1,0,0.152838,0.067686,458,0,3,897,897,'0'
1,1,1,0.002714,0.002714,368.5,0,95,100,100,'0'
1,1,0,0.029545,0.034091,440,0,0,237,237,'0'
1,2,0.613924,0.082379,0.008729,611,0,3,225,225,'0'
1,1,0.98738,0.054104,0.044776,268,0,0,147,147,'0'
1,1,0,0.146572,0.01182,423,0,0,34,34,'0'
1,1,0,0.084362,0.090535,486,0,16,2559.383333,5385,'0'
1,1,1,0.160183,0.009153,218.5,0,8,1542.433333,3631,'0'
1,1,1,0.037333,0.005333,187.5,0,448,1557.6,3627,'0'
1,1,1,0.026954,0.026954,185.5,0,23,1621.5,2759,'0'
1,1,0,0,0.006211,161,0,25,447.333333,584,'0'
1,1,0.970951,0.057971,0.014493,138,0,18,797,797,'0'
1,1,0,0.066929,0,254,1,217,718.857143,2043,'0'
1,1,0,0.0375,0,240,0,26,730.6,1636,'0'
1,2,1,0.003817,0,524,0,3,769.2,1613,'0'
1,1,0,0.025751,0.017167,233,0,0,724.766667,1452,'0'
1,1,0,0.606061,0.021645,231,0,1,1543.259524,4564,'0'
1,1,0,0.011364,0.011364,88,0,0,1534.252381,4552,'0'
1,1,0,0.045455,0.068182,88,0,12,1533.252381,4551,'0'
1,1,0,0,0,89,0,0,714.083333,1400,'0'
1,1,0,0.028902,0.031792,346,0,6,975.20184,3703,'0'
1,1,0,0.057971,0.031884,345,1,343,6,6,'0'
1,1,0.666578,0.016605,0.02583,271,0,2,1991.271429,6656,'0'
1,1,0,0.015385,0.015385,325,0,8,1543.433333,3632,'0'
1,1,0,0.009202,0.006135,326,0,48,1563.85,3623,'0'
1,1,0,0.021605,0.003086,324,0,14,1576.2,3394,'0'
1,2,0.347632,0.04141,0,378.333333,0,14,1637.333333,2746,'1'
1,1,0,0.006329,0.006329,316,0,3,117,117,'0'
1,1,0,0.075949,0.003165,316,0,15,115,115,'0'
1,1,0,0.118421,0.026316,304,0,1,1205,1569,'0'
1,1,0,0.204082,0.010204,98,0,0,1317,1380,'0'
1,1,0,0.046512,0.011628,86,0,76,795,795,'0'
1,1,0,0.000855,0.000855,1169,0,0,142,142,'0'
1,1,0,0.003766,0.003766,531,0,0,1365.314033,4887,'0'
1,4,0.720828,0.03121,0.002827,1213,0,422,1362.314033,4884,'0'
1,1,0,0.001934,0.001934,517,0,9,1506.516667,3642,'0'
1,1,0,0.005803,0.003868,517,0,27,1547.6,3629,'0'
1,1,0,0.011628,0.003876,516,0,39,1627.383333,3562,'0'
1,1,0,0.001972,0.001972,507,0,0,1147.083333,1969,'0'
1,1,0,0.003945,0.003945,507,0,0,1146.083333,1968,'0'
1,2,0.764205,0.007299,0.000912,548,0,51,1144.083333,1966,'0'
1,1,0,0.045817,0,502,0,20,1572.25,2899,'0'
1,1,0,0.002016,0.002016,496,0,15,641.5,801,'0'
1,1,0,0.002016,0.002016,496,0,2,1326.5,1691,'0'
1,1,0.869138,0.014785,0.026882,372,0,28,874,874,'0'
1,1,0,0.023158,0,475,0,4,292,292,'0'
1,1,0,0.002123,0.002123,471,0,0,291,291,'0'
1,1,0,0.014862,0.002123,471,0,0,290,290,'0'
1,1,0,0.021611,0,509,0,11,286,286,'0'
1,1,0,0.001976,0.001976,506,0,16,269,269,'0'
1,1,0.985228,0.023543,0,446,0,24,255,255,'0'
1,2,0.275606,0.028009,0.003785,440.333333,0,0,203,203,'0'
1,1,0,0.004808,0,208,0,0,1633.5,2771,'0'
1,1,0,0.005155,0.005155,194,0,0,1227,1591,'0'
1,1,0.841465,0.138889,0.046296,270,0,30,1226,1590,'0'
1,1,0.679894,0.027102,0.013204,287.8,0,91,1345.5,1409,'0'
1,1,0.983756,0.051405,0.002742,486.333333,0,5,1330.5,1394,'0'
1,1,0,0.022556,0.007519,133,0,11,896,896,'0'
1,1,0,0.113636,0,132,0,0,816,816,'0'
1,1,0,0,0.107843,102,0,70,774,774,'0'
1,1,0,0.101852,0,108,0,28,368,368,'0'
1,1,0,0.009259,0.009259,108,0,0,148,148,'0'
1,2,0.702467,0.064286,0.010714,140,0,0,102,102,'0'
1,1,0.975106,0.011403,0.004561,219.25,0,128,1601.333333,3568,'0'
1,1,0,0.027027,0.002703,370,0,82,1134,2009,'0'
1,1,0.485461,0.033043,0,287.5,0,46,1632.5,2770,'0'
1,1,0,0.013624,0,367,0,33,472,614,'0'
1,1,0,0.005747,0.002874,348,0,0,1335,1700,'0'
1,1,0,0.008646,0.008646,347,0,3,1334,1699,'0'
1,1,0,0.042169,0.03012,332,0,1,1347.5,1412,'0'
1,1,0,0.00639,0,313,0,1,1322.5,1386,'0'
1,1,0,0.028662,0.041401,314,0,13,850,850,'0'
1,1,1,0.003451,0,579.5,0,42,468,468,'0'
1,1,0,0.012158,0.009119,329,0,3,228,228,'0'
1,1,0,0.02439,0,328,0,1,226,226,'0'
1,3,0.58912,0.038255,0.007092,465.3,0,388,1198,1198,'0'
1,1,0,0.027027,0.002703,370,0,106,420,500,'0'
1,3,0.999784,0.087404,0.057198,518.666667,0,855,1159.469372,4531,'0'
1,1,0,0.043977,0.01912,523,0,84,1097.519048,3125,'0'
1,1,0,0.101563,0,512,0,97,1572.166667,4408,'0'
1,5,0.997888,0.011806,0.009182,457.4,0,109,641.080952,1395,'0'
1,1,0,0.026052,0.022044,499,1,20,648.833333,1282,'0'
1,1,0,0.323829,0.05499,491,0,2,1456.033333,3668,'0'
1,1,0,0.075829,0.018957,422,0,69,1568.083333,3453,'0'
1,1,0,0.002451,0,408,0,1,1542,3240,'0'
1,1,0,0.022113,0.007371,407,0,35,514,595,'0'
1,1,0,0.105,0.01,400,0,22,1132.25,1954,'0'
1,1,0,0.029491,0,373,0,14,1121.416667,1886,'0'
1,4,1,0.034188,0.023932,292.5,1,4,564.583333,769,'0'
1,1,0,0.016304,0.01087,368,0,0,1612,2784,'0'
1,1,1,0.002361,0.002361,423.5,0,164,1343,1855,'0'
1,2,0.650022,0.006124,0.004374,571.5,0,22,892,892,'0'
1,1,0,0,0.008174,367,0,1,770,770,'0'
1,1,0,1.0271,0.121951,369,0,69,760,760,'0'
1,1,0,0.012422,0,161,0,97,153.5,79,'0'
1,1,0,0.0125,0,160,0,7,293,293,'0'
1,1,0,0.001946,0.007782,514,0,47,1502.516667,3635,'0'
1,1,1,0,0.001354,738.5,0,6,1573.083333,3458,'0'
1,1,0,0.002028,0.002028,493,0,0,1571.416667,3366,'0'
1,1,0,0.012959,0.00216,463,0,150,1539.083333,3317,'0'
1,5,0.147714,0.038439,0.037274,343.4,0,59,1071,1683,'0'
1,1,0.371232,0.012387,0.003378,444,0,8,1639.833333,2725,'0'
1,2,0.330176,0.014382,0.00799,625.8,0,170,2163.5,3080,'0'
1,1,0.487853,0.007752,0,559,0,66,437.333333,573,'0'
1,1,0,0.002358,0.002358,424,0,0,1344.5,1716,'0'
1,1,0.782376,0.034843,0.033101,191.333333,0,49,1302,1666,'0'
1,1,0,0.010204,0.005102,392,0,1,1207,1571,'0'
1,2,0.901598,0.083041,0.064327,427.5,0,74,769,769,'0'
1,1,0,0.132948,0,346,0,0,220,220,'0'
1,1,0,0.017241,0.003448,290,0,0,83,83,'0'
1,2,0.8196,0.2,0.09375,80,0,185,1596.166667,2503,'0'
1,1,0,0,0.012658,79,0,138,101,101,'0'
1,1,0,2.4,0,5,0,0,161,161,'0'
1,1,0,0.014085,0.014085,71,0,7,1955,1955,'0'
1,1,0,0.014085,0.014085,71,0,6,1918,1918,'0'
1,1,0,0.015152,0.015152,66,0,0,623,623,'0'
1,1,0,0.015152,0.015152,66,0,0,579,579,'0'
1,1,0,0.015152,0.015152,66,0,0,563,563,'0'
1,1,0,0.014085,0.014085,71,0,118,1375,1375,'0'
1,1,0,0.014085,0.014085,71,0,109,1362,1362,'0'
1,1,0,0.005799,0,1552,0,102,298,298,'0'
1,4,0.851891,0.04247,0.035002,407.772727,0,1574,22,22,'0'
1,1,0,0.005754,0,782,0,61,296,296,'0'
1,1,0,0.000539,0,1854,0,6,128,50,'0'
1,1,0,0.021753,0.00064,1563,0,110,335,335,'0'
1,1,0,0.015152,0.015152,66,0,6,1280,1280,'0'
1,1,0,0.015152,0.015152,66,0,0,636,636,'0'
1,1,0,0.015152,0.015152,66,0,0,558,558,'0'
1,1,0,0.014085,0.014085,71,0,131,1936,1936,'0'
1,1,0,0.015152,0.015152,66,0,96,1302,1302,'0'
1,1,0,0.022175,0,1894,0,1,51,51,'0'
1,3,0.707037,0.149278,0.072231,207.666667,0,130,13,13,'0'
1,1,0,0.0059,0.0059,339,0,164,7,7,'0'
1,1,0.95893,0.00657,0.002957,338.222222,0,1484,407.333333,1316,'0'
1,1,0,0.011765,0,85,1,6,236.5,273,'0'
1,3,0.855361,0.0083,0.00397,554.2,0,944,573.5,661,'0'
1,1,0,0.024194,0.008065,124,0,0,1532.75,4248,'0'
1,3,0.666008,0.006475,0.021044,411.833333,0,269,1526.75,4242,'0'
1,1,0,0.224638,0,138,0,139,530.75,704,'1'
1,1,0,0.008333,0,120,0,128,307.166667,399,'0'
1,1,0,0.016807,0.016807,119,0,4,1197.333333,1831,'0'
1,1,0.510093,0.080325,0.094765,554,0,28,212.5,257,'1'
1,1,0,0.097015,0.014925,134,0,0,210.5,255,'0'
1,1,0,0.619048,0.079365,126,0,28,207.5,252,'1'
1,2,0.98666,0.002644,0,416,0,526,1365.5,1814,'0'
1,1,0.778366,0.027141,0.000936,534.25,0,285,419.5,507,'0'
1,1,0,0.042553,0.031915,94,0,31,631.5,652,'0'
1,9,0.403348,0.15839,0.278832,271.38806,0,3293,75,75,'1'
1,1,0,0.170213,0.031915,94,0,81,120,120,'0'
1,1,0,0.134986,0,363,0,125,1336.29788,5646,'0'
1,1,0.995727,0.005921,0.002632,760,0,13,1506.29715,6949,'0'
1,1,0,0.149068,0.102484,322,0,13,1497.29715,6940,'0'
1,1,0,0.003195,0.003195,313,0,13,1204.9364,4665,'0'
1,5,0.88492,0.063348,0,309.4,0,985,1401.208983,6403,'0'
1,1,0,0.003344,0,299,0,80,1179.152381,3681,'0'
1,2,1,0.00318,0.00318,314.5,0,56,1593.845238,5156,'0'
1,1,0,0.027027,0.023649,296,1,2,3009.628571,8143,'0'
1,1,0,0.006826,0.006826,293,0,8,1558.060714,4929,'0'
1,5,1,0.003636,0.007273,275,0,5,1501.352381,4859,'0'
1,1,0,0.014286,0.003571,280,0,5,860.066667,1725,'0'
1,1,0,0.079137,0,278,0,57,1427.695238,4647,'0'
1,1,0,0.026316,0.018797,266,0,4,630.333333,1104,'0'
1,1,0.594619,0.047761,0.138806,670,0,6,623.416667,1091,'0'
1,1,0.086504,0.095376,0.037572,692,0,3,554.333333,985,'0'
1,1,0,0.004184,0.004184,239,0,0,1535.5,3265,'0'
1,1,0,0.050209,0.046025,239,0,71,1534.5,3264,'1'
1,1,0,0.012195,0.004065,246,0,163,167,167,'0'
1,2,0.232928,0.018033,0.015887,1164.5,0,93,72,72,'0'
1,2,0.869916,0.004713,0.001885,707.333333,0,250,368,454,'0'
