@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0,0.033557,1,2,0,646.5,292,'0'
1,1,0,0.121622,1,2,3,1105.5,250,'1'
1,1,0,0.071429,0,2,0,606.5,253,'0'
1,1,0,0.401515,1,2,1,604.5,251,'1'
1,1,0,0.082645,1,2,14,601,248,'0'
1,1,0,0.008197,1,2,1,622.5,207,'0'
1,1,0.93708,0.294574,0,1,15,475,139,'1'
1,1,0,0,1,1,0,385.5,79,'0'
1,1,0,0.441176,1,2,57,1861,920,'0'
1,1,0.619382,0.16129,1,3,64,1266,601,'0'
1,1,0.918296,0.02521,0,3,50,712.5,354,'0'
1,1,0,0.0625,0,2,2,633.5,216,'1'
1,1,0,0,1,1,0,516,176,'1'
1,2,0.918296,0.121019,1,5,93,1283.95,1201,'1'
1,1,0,1,0,4,29,223.083333,228,'0'
1,1,0,1,1,3,6,2032.666667,696,'0'
1,1,0,1,1,3,77,1840.333333,943,'0'
1,1,0,1,1,3,0,1664,707,'0'
1,1,0,1,0,3,8,1662,705,'0'
1,1,0,1,1,3,3,1585,635,'0'
1,5,0.97957,0.006173,0,5,65,1296,609,'0'
1,4,0.878807,0.01937,1,6,916,1084,459,'0'
1,2,0.787037,0.038369,1,3,33,1003.5,402,'1'
1,1,0.918296,0.013274,0,3,23,643.5,289,'0'
1,1,0,1,0,2,0,582.5,205,'0'
1,1,0,0.029412,1,1,15,1433.916667,848,'0'
1,1,0.453716,0.18125,1,6,332,102,35,'0'
1,1,0,0,0,1,0,1530.5,452,'1'
1,1,0,0.324324,1,4,203,438.5,539,'0'
1,1,0,0.064516,0,3,156,992.616667,1594,'0'
1,1,0.967132,0.029197,0,4,631,1014.533333,1354,'0'
1,1,0,0.031746,1,3,9,1402.7,1155,'1'
1,1,0,0.15625,1,2,72,1415.25,818,'1'
1,1,0.918296,0.020134,1,2,17,1812,530,'0'
1,1,0,0.292308,1,3,41,970.066667,1383,'0'
1,1,0,0,1,3,2,1013.033333,1359,'0'
1,1,0,0.086957,1,3,123,1396.4,1112,'1'
1,1,0,0.028169,1,2,18,1435.916667,850,'1'
1,1,1,0.046512,0,3,6,969.264286,1637,'0'
1,1,0,0,1,1,0,1356.514286,1490,'1'
1,1,1,0.086957,1,4,1550,1613.210209,3087,'0'
1,3,0.562618,0.167732,1,9,651,93,73,'1'
2,4,0.889782,0.068093,1,7,316,1371.557143,2338,'0'
1,1,0,1.129252,1,1,113,1872.666667,735,'1'
1,1,0,0.018182,1,1,0,2036.833333,679,'0'
1,2,0.17668,0.073879,0,1,6,1530.5,452,'1'
1,2,0,0,0,1,0,1526.5,444,'1'
1,1,0,0.36,0,2,7,1716.666667,1131,'0'
1,1,0,0,0,1,0,1533.5,455,'1'
1,2,0.488598,0.240157,1,4,790,1394.566667,1110,'0'
1,1,0,0.04,1,1,58,156.5,68,'0'
1,1,0,0.025,0,2,26,1015.533333,1355,'0'
1,1,0,0.2,1,1,0,1398.4,1114,'0'
1,1,0,0,1,1,0,1396.4,1112,'0'
1,1,0,0.1,0,4,2,949.664286,1628,'0'
1,1,0,0.486486,1,3,116,1229.616667,1333,'1'
1,1,0,0.053571,0,3,14,970.65,1384,'0'
1,2,0.96023,0.017647,1,4,71,1589.916667,987,'0'
1,1,0,0.018519,1,2,8,1421.416667,1261,'1'
1,1,0,0.018182,1,2,0,1403.75,1250,'0'
1,2,0,0.054545,1,2,255,1485.75,866,'1'
1,1,0,0.018182,1,1,311,329.583333,289,'0'
1,1,0,0,1,1,0,190,129,'1'
1,1,0,0.159574,1,5,24,68,58,'1'
1,1,0,0.018692,1,4,271,975.097619,1643,'0'
1,2,0.745683,0.110656,1,4,531,1847.5,915,'1'
1,2,0.864974,0.010401,1,4,43,1957.833333,654,'0'
1,1,0.918296,0.005102,1,3,4,1598,647,'0'
1,1,0.650855,0.027318,0,4,71,1457,623,'1'
1,1,0,0.65873,1,2,72,591,239,'1'
1,1,0.915004,0.165217,0,2,27,339.5,25,'1'
1,1,0,0,0,3,280,1058.366667,1499,'0'
2,2,0.329846,0.085308,0,2,15,1247.5,1359,'0'
1,1,0,0.8625,0,1,9,1234,572,'0'
1,1,0,0.012987,0,1,72,1209.5,553,'0'
1,1,0,0.012987,0,1,0,543.5,199,'0'
1,1,0,0.142857,0,1,3,542.5,198,'0'
1,1,0,0.12987,0,1,0,545,197,'0'
1,1,0,0.597222,1,1,1,538,194,'0'
1,1,0,0.818182,1,1,0,537,193,'0'
1,1,0,0.030303,0,1,0,530,189,'0'
1,1,0,0.060606,1,1,42,529,188,'0'
1,1,0,0,1,1,0,391,83,'1'
1,1,0,0.055556,1,5,2,1165.376587,1780,'0'
1,1,0,0.070064,1,5,33,1152.914683,1771,'1'
1,1,0.966409,0.098613,1,5,6,1125.834524,1733,'1'
2,2,0.667418,0.02599,1,6,163,1109.264286,3629,'1'
1,1,0,0.083333,1,3,29,316.05,297,'1'
1,1,0,0.014706,1,3,7,321.1,295,'0'
1,1,0,0.044776,1,3,20,1318.42619,1537,'0'
1,1,0.73435,0.112594,1,6,90,333.666667,294,'1'
1,1,0.155103,0.182609,1,3,4,327.583333,288,'1'
1,1,0,0.009346,1,3,24,310.833333,272,'0'
1,1,0,0.009346,0,3,1,996.45,1596,'1'
1,1,0,0.093458,1,3,1,289.666667,235,'1'
1,1,0,0.019802,1,3,0,283.666667,230,'0'
1,1,0,0,1,3,0,282.666667,229,'0'
1,1,0,0.009901,1,3,0,281.666667,228,'0'
1,1,0,0.01,1,3,26,280.666667,227,'0'
2,2,0.960964,0.024793,0,5,16,251.333333,428,'1'
1,1,0,0.032967,1,2,6,195,134,'0'
1,1,0,0.065934,1,2,0,180,118,'1'
1,1,0,0.022727,1,2,4,1016.116667,1368,'1'
1,1,0,0.054054,1,3,92,1317.42619,1536,'0'
1,1,0,0,1,1,0,194,133,'1'
1,1,0.993071,0.574144,1,3,1008,1852.333333,939,'0'
1,2,0,0,1,1,0,1782.166667,797,'1'
1,4,0.859793,0.007712,1,5,153,1782.166667,797,'0'
1,1,0,0,1,1,0,923,219,'1'
1,1,1,0.047619,0,4,628,1017.283333,1366,'0'
1,1,0,0.086957,1,3,9,1209,561,'0'
1,1,0,0.247191,1,3,0,674.5,320,'0'
1,1,0,0.4375,1,1,6,52,44,'0'
1,1,0,0,1,1,0,45,38,'0'
1,1,0.594856,0.151639,1,5,0,1200.533333,1304,'1'
1,1,0.942824,0.884444,1,5,326,1195.533333,1299,'0'
1,1,1,0.365854,1,5,287,1329.8,1168,'1'
1,3,0.930628,0.025723,0,6,302,1087.5,1304,'1'
1,1,0,0.018868,0,4,3,1384.583333,1286,'0'
1,2,0.821648,0.075758,1,5,269,148,62,'0'
1,1,0.996792,0.026804,1,5,140,107,40,'1'
1,1,0,0.382716,1,3,2,1755.5,959,'1'
1,1,0,0.153846,1,3,4,1139.5,165,'0'
1,1,0,0,0,3,0,1603,651,'0'
1,1,0,0.015385,0,3,0,1495,423,'0'
1,1,0,0.261538,1,2,15,1036,95,'0'
1,1,0,0.016129,1,2,1,637.5,78,'0'
1,1,0,0.086207,1,1,18,713.5,355,'0'
1,1,0,0,1,1,0,639.5,285,'1'
1,1,0,0.478261,1,4,368,1311.835714,1546,'0'
1,1,0,0.1,0,3,16,714.5,356,'0'
1,1,0,0.022222,1,3,28,187,15,'0'
1,1,0,0.022222,0,2,24,463,127,'1'
1,1,0,0.478261,1,4,525,1312.835714,1547,'0'
1,1,0,0.018519,1,3,0,1129.544048,1680,'0'
1,1,0,0.298246,1,3,1,244,231,'0'
1,1,0,0.02,1,2,0,243,230,'0'
1,1,0,0.5,1,2,286,242,229,'0'
1,1,0,0,1,1,0,91,28,'0'
1,1,0,0,1,1,0,40,25,'0'
1,1,0,0,1,1,0,1193.433333,1282,'1'
1,1,0,0.019608,1,3,15,1100.522619,1681,'0'
1,1,0,0.411765,1,1,2,65,37,'0'
1,1,0,0.020833,1,1,21,64,36,'0'
1,1,0,0,1,1,0,21,8,'0'
1,2,0,0,1,1,0,126,50,'1'
1,1,0,0,0,2,16,603.5,250,'0'
1,1,0,0,1,1,0,450,117,'1'
1,1,0.11191,0.208333,1,1,0,1255.5,589,'0'
1,1,0,0,1,1,0,1251.5,585,'0'
1,1,0,0,1,1,0,984.5,213,'1'
1,1,0,0.002262,1,7,11,1557.728571,2446,'0'
1,2,0.549199,0.021402,1,7,402,1619.99881,2282,'1'
1,1,0,0.004706,1,7,63,1153.255556,1825,'0'
1,1,0.650022,0.017422,1,7,9,1185.109524,1807,'0'
1,1,0,0.02148,1,7,0,1170.780952,1794,'1'
1,1,0,0.016548,1,7,0,619.833333,415,'1'
1,1,0,0.004751,0,7,19,1169.780952,1793,'0'
1,2,0.50372,0.023944,1,6,1066,996.2,1605,'0'
2,4,0.876337,0.01875,1,6,22,272.5,459,'0'
1,1,0,0.070905,1,6,3,993.383333,1557,'0'
1,1,0.721928,0.002105,1,6,4,1202.533333,1309,'0'
1,1,0,0.017857,1,5,0,1623.916667,1011,'1'
1,1,0,0,1,5,17,202,101,'0'
1,1,0,0.012853,1,5,5,1558.5,948,'1'
1,2,0.604457,0.013126,1,5,15,1553.833333,945,'1'
1,1,0,0.004975,1,5,6,1415.166667,1269,'0'
1,1,0,0,0,5,2,1402.583333,1252,'0'
1,1,0,0.023753,1,5,24,1416.25,819,'1'
2,3,0.987817,0.012567,1,4,131,1865.333333,2265,'0'
1,1,0,0.002433,1,4,2,1769,993,'0'
1,1,0,0.017588,1,4,5,1892.333333,703,'1'
1,1,0,0.008264,1,4,5,170.333333,141,'0'
1,1,0,0.005495,1,3,0,1161.5,144,'0'
1,1,0,0.049451,1,3,0,1160.5,143,'0'
1,1,0,0,0,3,0,1158.5,141,'0'
1,1,0,0.032698,1,3,29,1157.5,140,'0'
1,1,0,0.00554,1,3,0,1685.5,729,'0'
1,1,0,0.080332,1,3,5,1681.5,725,'1'
1,1,0,0.014327,1,3,0,1623,670,'1'
1,1,0,0,1,3,0,1068,103,'0'
2,2,0.954434,0.019031,1,3,1,1052,1083,'1'
2,7,0.921055,0.021203,1,4,26,1029,1060,'0'
1,1,0.959127,0.156942,1,2,4,619.5,71,'1'
1,2,1,0.009926,1,3,119,1047,428,'0'
1,1,0,0.005618,0,1,11,715.5,357,'0'
1,1,0,0.002899,1,1,3,683.5,329,'0'
1,1,0,0,1,1,0,648.5,294,'0'
1,1,0,0,1,1,0,639.5,285,'1'
1,1,0,0.005602,0,3,23,1660.5,457,'0'
1,1,1,0.013986,0,2,52,828.5,138,'1'
1,1,0,0.010695,1,5,28,203,102,'0'
1,1,0,0,0,4,52,1403.583333,1253,'0'
1,1,0,0.020202,1,4,9,1673,287,'0'
1,1,1,0.004831,1,4,0,1784,1006,'0'
1,1,0,0.142857,1,4,6,1775,999,'0'
1,1,0,0.002762,0,4,1,1745.5,958,'0'
1,3,0.931113,0.009946,1,4,112,1824,884,'1'
1,1,0,0.005682,1,4,9,1136.5,121,'0'
1,1,0,0.015748,1,3,9,148,86,'0'
1,1,0,0,0,2,0,1101,473,'0'
1,1,0,0.002625,0,2,1,1094,466,'0'
1,1,0,0.002625,1,2,4,1200.5,332,'0'
1,2,1,0.002304,1,2,0,1023,410,'0'
1,1,0,0,1,1,0,756.5,380,'1'
1,1,1,0.25,0,2,34,405,92,'0'
1,1,0,0.135135,1,3,412,1559.289683,2454,'0'
1,2,0,0,1,1,0,1777,1001,'1'
1,1,0,0.12,1,4,2,195.5,135,'0'
2,3,1,0.123874,0,5,473,1409.25,2481,'0'
1,1,0,0,1,1,0,142,58,'1'
1,1,0.996486,0.350299,1,6,44,54,43,'0'
1,1,0,0.095238,1,4,7,432.333333,531,'0'
1,1,0,0.034335,1,2,2,804.671429,1702,'0'
1,1,0,0.012579,1,1,1,469.338095,481,'1'
1,2,0.810828,0.039604,1,7,1139,1493.130195,2973,'1'
1,1,0,0,1,1,0,1487.586039,2967,'1'
1,1,0,0.016129,1,2,31,1690.333333,1017,'0'
1,1,0.748449,0.193133,1,4,4,1757.5,961,'1'
1,2,0.914812,0.027797,1,4,238,1147.5,161,'0'
1,1,0.918296,0,0,3,22,1684.5,728,'0'
1,1,0.721946,0.090535,1,3,23,1041,98,'1'
1,2,0.880305,0.063075,1,4,6,615.5,68,'0'
1,1,0.33729,0.085714,1,1,4,685.5,331,'0'
1,3,0.341645,0.014286,1,3,516,635.5,281,'0'
1,1,0,0,1,1,0,986.5,215,'0'
1,1,0,0,0,2,36,1404.583333,1254,'0'
1,1,0,0,1,1,0,1855.333333,727,'0'
1,1,0,0.021898,1,6,27,115,80,'0'
1,1,0,0.078947,1,6,408,52,41,'0'
1,1,0,0.148649,1,5,7,484.616667,593,'1'
2,3,0.782991,0.02807,1,4,3,1613.25,2630,'0'
1,1,0,0,0,2,1,1659.166667,1019,'0'
1,1,0,0,1,1,0,1863.333333,731,'1'
1,1,0,0.010121,1,5,52,1040.15,1308,'0'
1,1,0,0.00813,1,5,24,791.5,307,'0'
1,1,0,0.02444,1,5,8,205,107,'0'
1,1,0,0.016736,1,4,5,1389.333333,1161,'0'
1,1,0,0.002119,1,4,2,117,41,'0'
1,1,0,0.065678,1,4,32,1502.5,799,'1'
1,1,0,0.008658,1,4,1,1802,762,'0'
1,1,0,0.533623,1,4,16,51,16,'1'
1,2,0.982859,0.050992,1,4,92,1817.333333,952,'0'
1,1,0,0.006873,1,3,1,1167,150,'1'
1,1,0.940286,0.017513,1,3,36,1163.5,146,'0'
1,1,0,0.07931,1,3,13,1743.5,756,'0'
1,1,0,0.007143,1,3,2,1055,100,'1'
1,1,0,0.017699,1,3,0,1032,415,'0'
1,1,0,0.029046,0,1,0,598,245,'0'
1,1,0,0.05,0,1,0,589,237,'0'
1,1,0,0,0,1,0,586,235,'1'
2,3,0.731911,0.075456,1,5,373,154.5,156,'1'
1,1,0,0,0,1,0,1826,886,'0'
1,1,0,0.595745,1,6,85,307.333333,332,'0'
1,1,0,0.227273,1,6,266,232.5,209,'1'
1,1,0,0.28,1,5,1,435.833333,546,'0'
1,2,0.320412,0.019048,1,6,711,666.666667,340,'1'
1,1,0,0,0,1,0,583,232,'0'
1,1,0,0.595745,1,6,161,323.5,340,'0'
1,1,0,0.006993,0,3,10,1405.583333,1255,'0'
1,1,0,0.010753,1,3,2,190.5,136,'0'
2,3,0.859777,0.005972,1,3,60,1166,1226,'0'
1,1,0,0.043321,1,2,29,1645,691,'0'
1,1,0.75,0.00165,1,1,6,682.5,328,'0'
1,1,0,0.049479,0,1,0,599,246,'0'
1,1,0,0.023136,0,1,0,590,238,'0'
1,1,0,0.277202,0,1,0,585,234,'1'
1,1,0,0,0,1,0,583,232,'1'
1,2,0.630724,0.0839,1,3,270,741.416667,320,'1'
1,1,0,0,1,1,0,1257.5,591,'0'
1,1,0,0,0,1,55,1826,886,'0'
1,1,0,0,0,1,0,1223,565,'0'
1,1,0,0,0,2,13,1223,565,'0'
1,1,0,0,1,1,0,675.5,321,'0'
1,1,0,0.033113,1,4,6,1165.54881,1790,'0'
1,1,0.858509,0.149306,1,7,58,617.5,408,'1'
1,1,0,0.182609,1,1,1,468.338095,480,'1'
1,1,0,0,0,1,1,465.57619,477,'0'
1,1,0,0.015748,1,5,305,1478.915801,2962,'0'
1,1,0,0.726563,1,3,58,53,32,'0'
1,1,0.798782,0.353414,1,2,27,473.516667,487,'1'
1,1,0,0.041096,1,2,1,812.638095,1696,'0'
1,1,0,0,1,1,0,460.676191,476,'1'
1,1,0,0,0,5,6,571.833333,427,'0'
1,1,0,0.028571,1,4,109,306.804762,392,'0'
1,1,0,0,0,2,3,810.042857,1697,'0'
1,1,0,0,0,1,0,214.75,216,'0'
1,1,0.63093,0.007117,1,3,130,1711.5,744,'0'
1,1,0.650022,0.013245,1,2,8,693.5,336,'0'
1,1,0.650022,0.013245,1,2,6,695.5,338,'0'
1,1,0.727508,0.033557,1,5,12,203.166667,150,'1'
1,1,0.276195,0.041344,1,5,0,198.833333,144,'0'
1,1,0.609409,0.26226,0,5,143,177.5,117,'1'
1,1,1,0.006186,0,3,2,1419.666667,1275,'0'
1,1,0.833935,0.083333,1,3,37,1414.166667,1268,'0'
1,2,0.781444,0.128035,1,3,101,1820.333333,955,'0'
1,1,0,0.023529,1,1,21,1847,940,'1'
1,1,0.764205,0.006309,1,1,26,1825.5,902,'1'
1,1,0,0.060241,1,1,0,1814.5,869,'1'
1,1,0.787209,0.002,1,2,0,1812.5,867,'0'
1,1,0.885799,0.145051,1,1,11,1761.5,776,'1'
1,1,0,0.063492,1,1,5,1755.5,770,'0'
1,1,0,0.030928,0,1,0,1742.5,755,'1'
1,1,0,0.015789,1,1,1,1741.5,754,'1'
1,1,0,0,1,1,0,1716.5,749,'1'
1,1,0,0.089109,1,5,1,962.5,1647,'0'
1,1,0,0.029703,1,5,74,311.166667,273,'0'
1,1,0,0.045455,1,5,0,199.833333,145,'0'
1,1,0.412219,0.056604,1,5,43,196.833333,142,'0'
1,1,0,0.023392,1,5,7,194.166667,139,'0'
1,1,0,0.035088,1,5,6,1323.95,1169,'1'
1,2,1,0.007067,1,5,164,184.333333,124,'1'
1,1,0,0.005917,1,5,0,180.333333,120,'0'
1,1,0,0.04142,1,5,2,179.333333,119,'0'
1,1,0,0.005882,1,5,4,680.5,359,'0'
1,2,0.905713,0,0,7,88,1093.75,1296,'0'
1,1,0,0.782895,1,1,19,1803.166667,841,'0'
1,1,0,0.009615,1,2,18,1716.5,749,'0'
1,1,0,0.074766,1,1,0,1252.5,586,'0'
1,1,0,0,1,1,0,1249.5,583,'1'
1,1,0.468996,0.028736,1,1,114,1844.5,942,'0'
1,1,0,0.25,1,2,0,2016.666667,697,'0'
1,1,0,0,1,1,0,1684.666667,291,'0'
1,1,0,0,1,3,18,1751.5,766,'0'
1,1,0,0.315068,0,2,3,624.5,270,'1'
1,1,0,0.15508,1,4,87,221.75,171,'0'
1,2,0.658205,0.122897,1,6,39,194,133,'1'
1,1,0,0.028169,1,2,36,1591.916667,989,'1'
1,1,0,0.006803,0,2,0,1482.75,864,'1'
1,1,0.619382,0.082397,1,2,24,1858.5,751,'1'
1,2,0.970371,0.67713,1,3,43,1687.333333,1016,'1'
1,1,0,0.085106,1,2,100,1681,1009,'0'
1,1,0.932112,0.058394,1,3,0,1940.833333,645,'1'
1,1,0.970951,0.048507,1,2,0,1816.5,871,'1'
1,1,1,0.036269,1,1,21,1809.166667,847,'1'
1,1,0.710106,0.011204,1,1,0,1754.5,769,'1'
1,1,0,0,1,1,0,1751.5,766,'1'
1,2,0.823355,0.065975,1,3,196,984.5,213,'1'
3,4,0.77892,0.025404,0,4,28,492,513,'0'
1,1,0,0.022099,1,3,0,939.5,88,'0'
1,1,0,0.005618,0,3,0,1421,389,'0'
1,1,0,0.006024,1,3,8,395,47,'0'
1,1,0,0.012048,0,3,0,1030,414,'0'
1,1,0,0.036145,0,3,0,395.5,43,'0'
1,1,0,0.012048,0,3,0,394.5,42,'0'
1,1,0,0.156627,1,3,4,1164.5,318,'0'
1,1,0.859281,0.427061,1,5,54,205.166667,153,'1'
1,2,0.705424,0.050719,1,6,515,190,129,'0'
2,6,0.851569,0.053985,1,5,222,1684.666667,1837,'0'
1,1,0,0,0,3,9,1846.5,924,'0'
1,1,0,0.010753,1,3,9,1826.5,903,'1'
1,1,0,0.005525,1,2,11,1814.666667,856,'0'
1,1,0,0.093923,1,2,4,1147.5,131,'1'
1,1,0,0,1,1,0,1225.833333,1332,'0'
1,1,0,0.035714,1,1,4,1860,559,'0'
1,1,0,0.029412,1,3,573,1135.233333,1666,'0'
1,1,0,0.235294,1,2,3,207,103,'0'
1,1,0.994737,0.066038,1,7,1715,1547.80848,3147,'0'
1,1,0.485461,0.375,1,7,463,261.5,242,'0'
1,1,0.881228,0.107784,0,3,29,1773,997,'0'
1,1,0,0,1,1,0,669.5,315,'1'
1,1,0,0,1,1,0,1764,986,'1'
1,1,0,0,1,1,0,1422.916667,845,'0'
1,1,0,0.056478,1,4,3,188.5,134,'0'
1,1,0,0.003401,0,3,6,1909.333333,624,'0'
1,1,0,0.340136,1,3,17,1817.166667,853,'0'
1,1,0,0,1,3,0,1147.5,125,'0'
1,1,0,0,1,3,11,1146.5,124,'0'
1,1,0,0.038168,0,2,0,1638,684,'0'
1,1,0,0.155642,1,2,8,1236,573,'1'
1,1,0,0.080645,1,2,7,1215.5,555,'1'
1,1,0,0.303502,1,2,0,647.5,293,'1'
1,1,0,0.004444,1,2,20,599,247,'0'
1,1,0,0.106667,1,2,25,550.5,204,'1'
1,1,0,0.37561,1,2,3,472,136,'0'
1,1,0,0.011628,0,2,24,462,126,'0'
1,1,0,0,1,2,28,1764,986,'0'
1,1,0.647689,0.467626,1,2,192,673.5,319,'1'
1,1,0,0.008772,0,4,0,1361.55,1449,'0'
1,1,0,0.307018,1,4,7,1360.55,1448,'0'
1,1,0,0.028302,0,4,1,991.616667,1593,'0'
1,1,0.58877,0.746988,1,4,32,1611.583333,1029,'1'
1,1,0.985228,0.238095,1,3,152,1144.35873,1769,'0'
1,1,0,0,0,1,2,1774,998,'0'
1,1,0.222285,0.026596,1,5,66,1464.244048,2287,'1'
1,1,0.929008,0.258242,1,4,68,613.333333,399,'1'
1,1,0,0.055046,1,4,163,241,228,'0'
1,1,0,0.009524,0,4,5,918.797619,1682,'1'
1,1,0.998509,0.239766,1,4,190,252,178,'1'
1,1,0,0.053763,1,4,6,57,49,'0'
1,1,0.787127,0.055944,1,4,30,55,47,'0'
1,2,0.241076,0.031111,1,7,33,50,43,'0'
1,2,0.667625,0.117083,1,7,28,5,4,'1'
1,1,0,0.089888,1,2,8,1252.7,1355,'0'
1,1,0,0.043956,0,2,0,1001.633333,1527,'0'
1,1,1,0.026667,1,2,26,1000.633333,1526,'0'
1,1,0,0.038961,1,4,95,437.75,496,'0'
1,1,0.998636,0.366071,1,5,370,131,95,'0'
1,1,0,0.034483,1,4,16,1495.414286,2333,'0'
1,1,0,0,1,4,2,1120.809524,1747,'0'
1,1,0,0.071429,1,4,168,1137.058333,1676,'0'
1,1,0,0.037037,1,4,22,72,60,'1'
1,1,0,0.037736,1,4,4,56,48,'0'
1,2,0.64847,0.162242,0,7,21,1388.633333,1462,'1'
1,3,0.761005,0.019008,1,7,23,17,13,'1'
1,1,0,0,1,1,0,1200.533333,1304,'1'
1,2,0.589281,0.042399,1,8,657,1496.952778,2370,'1'
1,2,0.499125,0.058305,1,7,1283,455.345238,462,'1'
1,1,0,0.136364,1,3,363,988.8,1541,'0'
1,1,0,0.66129,1,4,0,36,29,'1'
1,1,0,0.021739,1,3,421,1339.840476,1474,'0'
1,1,0,0,0,1,0,1874.666667,737,'0'
1,1,0,0,1,1,0,1872.666667,735,'1'
1,2,0.700129,0.113043,1,1,39,1755.5,500,'0'
1,1,0,0,1,1,0,1247.616667,1247,'0'
1,1,0,0.857143,1,4,488,239,158,'0'
1,2,0,0,1,1,0,1240.35,1346,'1'
1,1,0,0,1,1,0,1247.933333,1357,'0'
1,1,0,0.162338,1,2,7,1682.5,726,'0'
1,1,0,0.055556,1,2,28,1622,669,'1'
1,1,0,0.071429,1,2,15,1034,417,'0'
1,1,0,0.014706,0,2,20,716.5,358,'0'
1,1,0,0.021127,0,2,0,607.5,254,'0'
1,1,0,0.22695,0,2,16,605.5,252,'1'
1,1,0,0.091549,0,2,3,517,177,'0'
1,1,0,0.027972,1,2,11,499,160,'0'
1,2,0.833659,0.032624,0,2,13,834.5,144,'1'
1,1,0,0.007042,0,1,0,454,121,'0'
1,1,0,0.141509,1,1,8,425,107,'0'
1,1,0.754617,0.899598,1,4,412,643.5,402,'1'
1,1,0,0.01,1,4,1,792.5,308,'0'
1,1,0,0.28,1,4,31,791.166667,306,'0'
1,1,0,0.087719,1,2,0,1415.666667,1271,'0'
1,1,0,0.054545,1,2,1,1414.666667,1270,'0'
1,1,0.956272,0.038462,1,3,13,1864,923,'1'
1,1,0,0.115044,0,1,5,1744,759,'1'
1,1,0,0.044444,1,4,0,1157.120238,1654,'0'
1,1,0,0.025,1,4,27,757.894048,1705,'0'
1,1,0,0.016807,0,4,73,802.719048,1704,'1'
1,1,0,0.117647,1,4,3,339.15,311,'0'
1,1,0,0.06422,1,4,10,1233.442857,1568,'0'
1,1,0,0.009615,1,3,16,1374.307143,1499,'0'
1,1,0,0.564356,1,2,0,589.583333,418,'1'
1,1,0,0,1,1,0,1248.933333,1358,'0'
1,1,0,0.06422,1,4,156,1231.595238,1571,'0'
1,1,0,0.738095,1,5,254,1482.450794,2163,'0'
1,1,0,0.012195,1,4,0,1049.566667,1481,'0'
1,2,0.991076,0.12,1,3,12,1824.166667,840,'0'
1,1,0,0,0,2,10,1139.5,126,'0'
1,1,0,0,1,1,0,1582,971,'1'
1,1,0.329118,0.267327,1,3,20,1676.5,720,'1'
1,1,0.787842,0.205298,1,2,175,657.5,303,'1'
1,1,0.965401,0.178571,1,2,34,485,147,'0'
1,1,0.996792,0.018519,0,2,62,482,144,'0'
1,1,0,0,1,1,0,1277.383333,1209,'1'
1,1,0,0,0,3,0,1588,977,'0'
1,1,0,0.515152,1,3,0,1587,976,'1'
1,1,0.875,0.034043,1,3,0,1586,975,'1'
1,1,0.522559,0.246377,0,3,84,1502.25,879,'1'
1,1,0,0.041667,0,2,1,1744.5,757,'0'
1,1,0,0,1,1,0,520,180,'1'
1,3,0.828859,0.285714,1,9,5378,124,106,'0'
1,1,0,0.066667,1,3,264,1515.115945,2463,'0'
1,1,0,0.014085,0,3,56,1165.109524,1797,'0'
1,1,0,0,1,1,0,1252.164286,1561,'1'
1,1,0,0.046154,1,4,54,1537.460714,2424,'0'
1,1,0,0.453125,1,4,7,431.333333,530,'0'
1,1,0,0.218182,1,2,127,1380.059524,1517,'1'
1,1,0,1.285714,1,2,46,1173.233333,1288,'1'
1,2,0.43158,0.036424,1,6,75,646.4,395,'1'
1,2,0,0,1,1,0,1593.871825,2255,'0'
1,1,0.918296,0.134503,1,6,322,1145.134524,1647,'0'
1,1,0,0.034091,1,6,4,69,59,'0'
1,1,0,0.104651,1,5,10,1379.059524,1515,'0'
1,1,0,0.049689,1,5,0,550.033333,446,'0'
1,1,0,0.025,1,5,0,315.166667,277,'0'
1,1,0,0.125,1,5,60,314.166667,276,'1'
1,1,0,0.08,1,4,7,569.683333,431,'0'
1,1,0,0.006757,1,4,7,1294.233333,1401,'0'
1,1,0,0.013245,1,4,2,583.516667,407,'0'
1,1,0,0.026316,1,4,18,582.85,406,'0'
1,1,0,0.063636,1,2,1,1416.666667,1272,'0'
1,1,0,0.057143,1,2,9,1410.166667,1264,'0'
1,1,0.689134,0.139159,1,3,520,1402.75,1249,'1'
1,1,0,0.009804,1,1,3,1434.916667,849,'0'
1,1,0,0.039216,1,1,94,1432.916667,847,'0'
1,1,0,0.086022,1,3,77,1482.35,1046,'0'
1,1,0,0.006289,1,6,0,117,82,'0'
1,1,0.619382,0.002865,1,6,15,444.5,544,'0'
1,1,0,0.054878,1,5,3,437.666667,538,'0'
1,1,0,0.018634,1,5,199,436.666667,537,'0'
1,1,0,0.895425,1,4,43,1385.65,1048,'0'
1,1,0,0.036496,1,4,37,1098.333333,1292,'0'
1,1,0,0.212766,1,2,24,1590.916667,988,'1'
1,1,0,0.125,1,1,0,1860.5,753,'1'
1,1,0,0.03937,1,1,0,1859.5,752,'0'
1,1,0,0,1,1,0,1847.5,743,'1'
1,1,0.423049,0.375546,1,7,290,325.5,343,'0'
1,1,0,0,1,1,0,272.5,256,'0'
1,1,0.918296,0.00838,0,6,12,1544.80848,3144,'0'
